회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS),이자보상배율(이자비용)(IFRS연결),이자보상배율,,,
(주)삼기,122350,11-Dec,77777777.77,77777777.77,11111111.11,,,
(주)삼기,122350,12-Dec,2.92,3.81,3.81,,,
(주)삼기,122350,13-Dec,4.15,4.96,4.96,,,
(주)삼기,122350,14-Dec,5.5,5.22,5.22,,,
(주)삼기,122350,15-Dec,7.57,6.34,6.34,,,
(주)삼기,122350,16-Dec,8.13,5.72,5.72,,,
(주)삼기,122350,17-Dec,4.73,3.01,3.01,,,
(주)삼기,122350,18-Dec,2.35,0.91,0.91,,,
(주)삼기,122350,19-Dec,1.71,0.78,0.78,,,
(주)삼에스코리아,60310,11-Mar,3.01,3.2,3.2,,,
(주)삼에스코리아,60310,12-Mar,2.82,3,3,,,
(주)삼에스코리아,60310,13-Mar,1.17,1.2,1.2,,,
(주)삼에스코리아,60310,14-Mar,-2.1,-2.03,-2.03,,,
(주)삼에스코리아,60310,15-Mar,-2.81,-2.85,-2.85,,,
(주)삼에스코리아,60310,16-Mar,0.86,1.11,1.11,,,
(주)삼에스코리아,60310,17-Mar,-2.35,-2.26,-2.26,,,
(주)삼에스코리아,60310,18-Mar,0.24,0.29,0.29,,,
(주)삼에스코리아,60310,19-Mar,1.96,2.12,2.12,,,
(주)삼진엘앤디,54090,11-Dec,1.66,3.49,3.49,,,
(주)삼진엘앤디,54090,12-Dec,-3.6,1.99,1.99,,,
(주)삼진엘앤디,54090,13-Dec,-0.66,2.39,2.39,,,
(주)삼진엘앤디,54090,14-Dec,-2.85,-0.73,-0.73,,,
(주)삼진엘앤디,54090,15-Dec,7.54,7.47,7.47,,,
(주)삼진엘앤디,54090,16-Dec,-2.33,0.34,0.34,,,
(주)삼진엘앤디,54090,17-Dec,-2.83,-2.36,-2.36,,,
(주)삼진엘앤디,54090,18-Dec,1.99,4.28,4.28,,,
(주)삼진엘앤디,54090,19-Dec,2.47,2.08,2.08,,,
(주)삼표시멘트,38500,11-Dec,-0.71,-0.51,-0.51,,,
(주)삼표시멘트,38500,12-Dec,0.7,0.54,0.54,,,
(주)삼표시멘트,38500,13-Dec,0.19,-0.07,-0.07,,,
(주)삼표시멘트,38500,14-Dec,0.93,1,1,,,
(주)삼표시멘트,38500,15-Dec,1.22,1.28,1.28,,,
(주)삼표시멘트,38500,16-Dec,2.11,2.35,2.35,,,
(주)삼표시멘트,38500,17-Dec,2.34,2.82,2.82,,,
(주)삼표시멘트,38500,18-Dec,-0.67,0.04,0.04,,,
(주)삼표시멘트,38500,19-Dec,2.35,2.23,2.23,,,
(주)상보,27580,11-Dec,3.65,77777777.77,3.65,,,
(주)상보,27580,12-Dec,2.2,77777777.77,2.2,,,
(주)상보,27580,13-Dec,3.44,77777777.77,3.44,,,
(주)상보,27580,14-Dec,0.59,0.38,0.38,,,
(주)상보,27580,15-Dec,0.05,-0.53,-0.53,,,
(주)상보,27580,16-Dec,-3.79,-3.63,-3.63,,,
(주)상보,27580,17-Dec,-1.68,-1.13,-1.13,,,
(주)상보,27580,18-Dec,0.32,0.62,0.62,,,
(주)상보,27580,19-Dec,-1.35,-1.17,-1.17,,,
(주)상상인인더스트리,101000,11-Dec,-11.53,-11.5,-11.5,,,
(주)상상인인더스트리,101000,12-Dec,-3.4,-2.67,-2.67,,,
(주)상상인인더스트리,101000,13-Dec,0.69,1.2,1.2,,,
(주)상상인인더스트리,101000,14-Dec,2.42,2.04,2.04,,,
(주)상상인인더스트리,101000,15-Dec,3.61,3.7,3.7,,,
(주)상상인인더스트리,101000,16-Dec,10.43,9.6,9.6,,,
(주)상상인인더스트리,101000,17-Dec,0.26,-1.21,-1.21,,,
(주)상상인인더스트리,101000,18-Dec,-7.37,77777777.77,-7.37,,,
(주)상상인인더스트리,101000,19-Dec,-0.75,-0.79,-0.79,,,
(주)상지카일룸,42940,11-Dec,-3.08,77777777.77,-3.08,,,
(주)상지카일룸,42940,12-Dec,-5.95,77777777.77,-5.95,,,
(주)상지카일룸,42940,13-Dec,-4.34,77777777.77,-4.34,,,
(주)상지카일룸,42940,14-Dec,-10.95,77777777.77,-10.95,,,
(주)상지카일룸,42940,15-Dec,0.3,77777777.77,0.3,,,
(주)상지카일룸,42940,16-Dec,-4.78,-4.81,-4.81,,,
(주)상지카일룸,42940,17-Dec,-6.03,-6.78,-6.78,,,
(주)상지카일룸,42940,18-Dec,0.68,1.05,1.05,,,
(주)상지카일룸,42940,19-Dec,-0.41,0.09,0.09,,,
(주)서부티엔디,6730,11-Dec,0.88,0.88,0.88,,,
(주)서부티엔디,6730,12-Dec,0.7,0.7,0.7,,,
(주)서부티엔디,6730,13-Dec,0.9,0.9,0.9,,,
(주)서부티엔디,6730,14-Dec,1.05,1.05,1.05,,,
(주)서부티엔디,6730,15-Dec,1.31,77777777.77,1.31,,,
(주)서부티엔디,6730,16-Dec,1.39,77777777.77,1.39,,,
(주)서부티엔디,6730,17-Dec,-1.03,77777777.77,-1.03,,,
(주)서부티엔디,6730,18-Dec,0,77777777.77,0,,,
(주)서부티엔디,6730,19-Dec,0.48,77777777.77,0.48,,,
(주)서연,7860,11-Dec,71.77,46.87,46.87,,,
(주)서연,7860,12-Dec,3.09,6.4,6.4,,,
(주)서연,7860,13-Dec,2.81,12.61,12.61,,,
(주)서연,7860,14-Dec,-0.86,12.92,12.92,,,
(주)서연,7860,15-Dec,77777777.77,7.82,7.82,,,
(주)서연,7860,16-Dec,28.4,5.61,5.61,,,
(주)서연,7860,17-Dec,18.09,-0.8,-0.8,,,
(주)서연,7860,18-Dec,7.82,0.2,0.2,,,
(주)서연,7860,19-Dec,10.36,1.35,1.35,,,
(주)서연이화,200880,14-Dec,-0.42,12.56,12.56,,,
(주)서연이화,200880,15-Dec,12.06,10.74,10.74,,,
(주)서연이화,200880,16-Dec,9.29,7.92,7.92,,,
(주)서연이화,200880,17-Dec,-4.54,-0.83,-0.83,,,
(주)서연이화,200880,18-Dec,0.98,0.6,0.6,,,
(주)서연이화,200880,19-Dec,3.99,1.13,1.13,,,
(주)서연탑메탈,19770,11-Dec,79.76,45.3,45.3,,,
(주)서연탑메탈,19770,12-Dec,4500.34,43.53,43.53,,,
(주)서연탑메탈,19770,13-Dec,62.04,22.14,22.14,,,
(주)서연탑메탈,19770,14-Dec,62.41,32.12,32.12,,,
(주)서연탑메탈,19770,15-Dec,6.22,3.91,3.91,,,
(주)서연탑메탈,19770,16-Dec,6.15,3.35,3.35,,,
(주)서연탑메탈,19770,17-Dec,2.79,2.39,2.39,,,
(주)서연탑메탈,19770,18-Dec,-2.18,-0.47,-0.47,,,
(주)서연탑메탈,19770,19-Dec,10.26,0.15,0.15,,,
(주)서울리거,43710,11-Dec,77777777.77,77777777.77,11111111.11,,,
(주)서울리거,43710,12-Dec,83.66,61.31,61.31,,,
(주)서울리거,43710,13-Dec,-15.77,-15.81,-15.81,,,
(주)서울리거,43710,14-Dec,-20.12,-19.41,-19.41,,,
(주)서울리거,43710,15-Dec,-20.16,-20.21,-20.21,,,
(주)서울리거,43710,16-Dec,4.81,-5.07,-5.07,,,
(주)서울리거,43710,17-Dec,77777777.77,77777777.77,11111111.11,,,
(주)서울리거,43710,18-Dec,6.31,-1.01,-1.01,,,
(주)서울리거,43710,19-Dec,-2.72,-4.74,-4.74,,,
(주)서울제약,18680,11-Dec,2.73,77777777.77,2.73,,,
(주)서울제약,18680,12-Dec,7.16,77777777.77,7.16,,,
(주)서울제약,18680,13-Dec,3.46,77777777.77,3.46,,,
(주)서울제약,18680,14-Dec,3.16,77777777.77,3.16,,,
(주)서울제약,18680,15-Dec,0.64,77777777.77,0.64,,,
(주)서울제약,18680,16-Dec,-0.95,77777777.77,-0.95,,,
(주)서울제약,18680,17-Dec,-3.14,77777777.77,-3.14,,,
(주)서울제약,18680,18-Dec,-3.37,77777777.77,-3.37,,,
(주)서울제약,18680,19-Dec,2.58,77777777.77,2.58,,,
(주)서원,21050,11-Dec,2.33,0.95,0.95,,,
(주)서원,21050,12-Dec,0.95,0.58,0.58,,,
(주)서원,21050,13-Dec,0.63,-0.32,-0.32,,,
(주)서원,21050,14-Dec,0.63,0.83,0.83,,,
(주)서원,21050,15-Dec,-1.45,-1.44,-1.44,,,
(주)서원,21050,16-Dec,1.89,1.9,1.9,,,
(주)서원,21050,17-Dec,2.46,2.22,2.22,,,
(주)서원,21050,18-Dec,1.9,1.71,1.71,,,
(주)서원,21050,19-Dec,1.88,1.67,1.67,,,
(주)서진오토모티브,122690,11-Dec,77777777.77,77777777.77,11111111.11,,,
(주)서진오토모티브,122690,12-Dec,1.27,1.57,1.57,,,
(주)서진오토모티브,122690,13-Dec,4.32,1.92,1.92,,,
(주)서진오토모티브,122690,14-Dec,2.83,2.3,2.3,,,
(주)서진오토모티브,122690,15-Dec,0.43,1.83,1.83,,,
(주)서진오토모티브,122690,16-Dec,0.15,1.29,1.29,,,
(주)서진오토모티브,122690,17-Dec,-2.11,-0.73,-0.73,,,
(주)서진오토모티브,122690,18-Dec,-1.9,-0.83,-0.83,,,
(주)서진오토모티브,122690,19-Dec,-1.37,0.31,0.31,,,
(주)서희건설,35890,11-Dec,1.58,0.76,0.76,,,
(주)서희건설,35890,12-Dec,0.52,0.47,0.47,,,
(주)서희건설,35890,13-Dec,0.62,1.07,1.07,,,
(주)서희건설,35890,14-Dec,3.44,2.93,2.93,,,
(주)서희건설,35890,15-Dec,6.02,3.07,3.07,,,
(주)서희건설,35890,16-Dec,13.67,8.36,8.36,,,
(주)서희건설,35890,17-Dec,15.23,7.7,7.7,,,
(주)서희건설,35890,18-Dec,9.84,6.49,6.49,,,
(주)서희건설,35890,19-Dec,18.67,11.26,11.26,,,
(주)선앤엘,2820,11-Dec,4.03,2.31,2.31,,,
(주)선앤엘,2820,12-Dec,0.17,-0.99,-0.99,,,
(주)선앤엘,2820,13-Dec,0.58,1.01,1.01,,,
(주)선앤엘,2820,14-Dec,1.64,0.64,0.64,,,
(주)선앤엘,2820,15-Dec,2.82,2.74,2.74,,,
(주)선앤엘,2820,16-Dec,3.18,3.22,3.22,,,
(주)선앤엘,2820,17-Dec,-0.69,0.43,0.43,,,
(주)선앤엘,2820,18-Dec,-1.15,-1.08,-1.08,,,
(주)선앤엘,2820,19-Dec,-4.01,-2.47,-2.47,,,
(주)성광벤드,14620,11-Dec,25.98,22.95,22.95,,,
(주)성광벤드,14620,12-Dec,26.77,26.14,26.14,,,
(주)성광벤드,14620,13-Dec,67.1,60.45,60.45,,,
(주)성광벤드,14620,14-Dec,103.76,94.05,94.05,,,
(주)성광벤드,14620,15-Dec,26.08,25.71,25.71,,,
(주)성광벤드,14620,16-Dec,38.38,35.12,35.12,,,
(주)성광벤드,14620,17-Dec,-125847.94,-418.08,-418.08,,,
(주)성광벤드,14620,18-Dec,-188694.56,-49.86,-49.86,,,
(주)성광벤드,14620,19-Dec,1366.83,10.6,10.6,,,
(주)성안,11300,11-Dec,1.81,2.1,2.1,,,
(주)성안,11300,12-Dec,1.29,0.9,0.9,,,
(주)성안,11300,13-Dec,0.78,0.46,0.46,,,
(주)성안,11300,14-Dec,-5.1,77777777.77,-5.1,,,
(주)성안,11300,15-Dec,-1,-0.06,-0.06,,,
(주)성안,11300,16-Dec,0.53,-1.72,-1.72,,,
(주)성안,11300,17-Dec,-4.73,-1.19,-1.19,,,
(주)성안,11300,18-Dec,-3.74,-2.25,-2.25,,,
(주)성안,11300,19-Dec,-5.31,-1.85,-1.85,,,
(주)성창오토텍,80470,11-Dec,31.8,31.8,31.8,,,
(주)성창오토텍,80470,12-Dec,22.29,18.39,18.39,,,
(주)성창오토텍,80470,13-Dec,11.76,4.05,4.05,,,
(주)성창오토텍,80470,14-Dec,2.56,1.03,1.03,,,
(주)성창오토텍,80470,15-Dec,3.93,1.56,1.56,,,
(주)성창오토텍,80470,16-Dec,0.75,2.75,2.75,,,
(주)성창오토텍,80470,17-Dec,3.56,1.07,1.07,,,
(주)성창오토텍,80470,18-Dec,11.39,0.21,0.21,,,
(주)성창오토텍,80470,19-Dec,4.45,-0.41,-0.41,,,
(주)세동,53060,11-Dec,0.38,0.6,0.6,,,
(주)세동,53060,12-Dec,0.79,0.96,0.96,,,
(주)세동,53060,13-Dec,0.8,0.82,0.82,,,
(주)세동,53060,14-Dec,-0.14,-0.82,-0.82,,,
(주)세동,53060,15-Dec,0.16,-1.34,-1.34,,,
(주)세동,53060,16-Dec,-0.41,-1.69,-1.69,,,
(주)세동,53060,17-Dec,-2.79,-2.32,-2.32,,,
(주)세동,53060,18-Dec,-2.01,-0.88,-0.88,,,
(주)세동,53060,19-Dec,0.9,-0.09,-0.09,,,
(주)세원물산,24830,11-Dec,7.3,77777777.77,7.3,,,
(주)세원물산,24830,12-Dec,-0.86,77777777.77,-0.86,,,
(주)세원물산,24830,13-Dec,-9.4,77777777.77,-9.4,,,
(주)세원물산,24830,14-Dec,-3485.18,77777777.77,-3485.18,,,
(주)세원물산,24830,15-Dec,434.68,77777777.77,434.68,,,
(주)세원물산,24830,16-Dec,169.74,77777777.77,169.74,,,
(주)세원물산,24830,17-Dec,151.82,77777777.77,151.82,,,
(주)세원물산,24830,18-Dec,10.77,77777777.77,10.77,,,
(주)세원물산,24830,19-Dec,78.2,77777777.77,78.2,,,
(주)세원정공,21820,11-Jun,38.49,44.1,44.1,,,
(주)세원정공,21820,12-Jun,31.56,64.67,64.67,,,
(주)세원정공,21820,13-Jun,7.59,101.88,101.88,,,
(주)세원정공,21820,14-Jun,-236.55,501.31,501.31,,,
(주)세원정공,21820,15-Jun,77777777.77,2210.66,2210.66,,,
(주)세원정공,21820,16-Jun,-36981.94,327069.83,327069.83,,,
(주)세원정공,21820,17-Jun,1136.82,-3869.07,-3869.07,,,
(주)세원정공,21820,18-Jun,-3343.38,-239.36,-239.36,,,
(주)세원정공,21820,19-Jun,176.05,-20.45,-20.45,,,
(주)세진티에스,67770,11-Dec,77777777.77,77777777.77,11111111.11,,,
(주)세진티에스,67770,12-Dec,77777777.77,77777777.77,11111111.11,,,
(주)세진티에스,67770,13-Dec,77777777.77,77777777.77,11111111.11,,,
(주)세진티에스,67770,14-Dec,77777777.77,77777777.77,11111111.11,,,
(주)세진티에스,67770,15-Dec,77777777.77,77777777.77,11111111.11,,,
(주)세진티에스,67770,16-Dec,15997.23,-65749.58,-65749.58,,,
(주)세진티에스,67770,17-Dec,-20655.29,-26064.25,-26064.25,,,
(주)세진티에스,67770,18-Dec,77777777.77,77777777.77,11111111.11,,,
(주)세진티에스,67770,19-Dec,-270.59,-6.7,-6.7,,,
(주)세토피아,222810,15-Dec,77777777.77,77777777.77,11111111.11,,,
(주)세토피아,222810,16-Dec,-37.02,-37.02,-37.02,,,
(주)세토피아,222810,17-Dec,-10.88,-10.88,-10.88,,,
(주)세토피아,222810,18-Dec,-3.02,-3.02,-3.02,,,
(주)세토피아,222810,19-Dec,-0.97,-1.46,-1.46,,,
(주)센트럴인사이트,12600,11-Dec,-15.85,-15.07,-15.07,,,
(주)센트럴인사이트,12600,12-Dec,-6.17,-5.87,-5.87,,,
(주)센트럴인사이트,12600,13-Dec,-8.67,-6.5,-6.5,,,
(주)센트럴인사이트,12600,14-Dec,-4.61,-3.23,-3.23,,,
(주)센트럴인사이트,12600,15-Dec,-5.26,-1.92,-1.92,,,
(주)센트럴인사이트,12600,16-Dec,-3.42,-1.85,-1.85,,,
(주)센트럴인사이트,12600,17-Dec,-2.36,-2.46,-2.46,,,
(주)센트럴인사이트,12600,18-Dec,-2.38,-2.23,-2.23,,,
(주)센트럴인사이트,12600,19-Dec,-1.97,-1.84,-1.84,,,
(주)셀루메드,49180,11-Dec,-3.95,-5.37,-5.37,,,
(주)셀루메드,49180,12-Dec,1.73,1.01,1.01,,,
(주)셀루메드,49180,13-Dec,1.16,0.59,0.59,,,
(주)셀루메드,49180,14-Dec,-4.17,-4.65,-4.65,,,
(주)셀루메드,49180,15-Dec,-2.06,-2.57,-2.57,,,
(주)셀루메드,49180,16-Dec,-6.43,-7.76,-7.76,,,
(주)셀루메드,49180,17-Dec,0.53,-0.56,-0.56,,,
(주)셀루메드,49180,18-Dec,-7.36,-7.57,-7.57,,,
(주)셀루메드,49180,19-Dec,-4.82,-4.04,-4.04,,,
(주)셀리드,299660,17-Dec,-1249.1,-1249.1,-1249.1,,,
(주)셀리드,299660,19-Dec,-627.75,-627.75,-627.75,,,
(주)셀바스에이아이,108860,11-Dec,3.84,7.36,7.36,,,
(주)셀바스에이아이,108860,12-Dec,146.71,146.71,146.71,,,
(주)셀바스에이아이,108860,13-Dec,146.7,156.7,156.7,,,
(주)셀바스에이아이,108860,14-Dec,10.5,-2.47,-2.47,,,
(주)셀바스에이아이,108860,15-Dec,-1.15,-1.15,-1.15,,,
(주)셀바스에이아이,108860,16-Dec,-8.96,-13.49,-13.49,,,
(주)셀바스에이아이,108860,17-Dec,1.65,0.5,0.5,,,
(주)셀바스에이아이,108860,18-Dec,-5.99,-12.46,-12.46,,,
(주)셀바스에이아이,108860,19-Dec,-3.16,-3.95,-3.95,,,
(주)셀바스헬스케어,208370,14-Dec,6.17,6.17,6.17,,,
(주)셀바스헬스케어,208370,15-Dec,77777777.77,77777777.77,11111111.11,,,
(주)셀바스헬스케어,208370,16-Dec,-15.2,-13.61,-13.61,,,
(주)셀바스헬스케어,208370,17-Dec,2.23,0.29,0.29,,,
(주)셀바스헬스케어,208370,18-Dec,-11.86,-16,-16,,,
(주)셀바스헬스케어,208370,19-Dec,-3.38,-3.71,-3.71,,,
(주)셀트리온제약,68760,11-Dec,8.14,9.86,9.86,,,
(주)셀트리온제약,68760,12-Dec,5.73,5.73,5.73,,,
(주)셀트리온제약,68760,13-Dec,5.17,5.19,5.19,,,
(주)셀트리온제약,68760,14-Dec,2.85,2.71,2.71,,,
(주)셀트리온제약,68760,15-Dec,1.07,0.95,0.95,,,
(주)셀트리온제약,68760,16-Dec,-1.76,-1.77,-1.77,,,
(주)셀트리온제약,68760,17-Dec,1.59,1.58,1.58,,,
(주)셀트리온제약,68760,18-Dec,0.61,0.6,0.6,,,
(주)셀트리온제약,68760,19-Dec,2.99,2.81,2.81,,,
(주)셀피글로벌,68940,11-Dec,20.86,20.86,20.86,,,
(주)셀피글로벌,68940,12-Dec,27.17,27.17,27.17,,,
(주)셀피글로벌,68940,13-Dec,1.78,1.78,1.78,,,
(주)셀피글로벌,68940,14-Dec,-9.29,-9.29,-9.29,,,
(주)셀피글로벌,68940,15-Dec,1.26,0.59,0.59,,,
(주)셀피글로벌,68940,16-Dec,3.17,0.76,0.76,,,
(주)셀피글로벌,68940,17-Dec,-23.6,-25.4,-25.4,,,
(주)셀피글로벌,68940,18-Dec,-5.45,-7.34,-7.34,,,
(주)셀피글로벌,68940,19-Dec,0.99,-0.36,-0.36,,,
(주)손오공,66910,11-Dec,1.62,1.07,1.07,,,
(주)손오공,66910,12-Dec,-2.41,0.93,0.93,,,
(주)손오공,66910,13-Dec,-11.92,-5.71,-5.71,,,
(주)손오공,66910,14-Dec,-11.51,-3.04,-3.04,,,
(주)손오공,66910,15-Dec,20.84,11.6,11.6,,,
(주)손오공,66910,16-Dec,112.53,10.96,10.96,,,
(주)손오공,66910,17-Dec,-654.73,-35.96,-35.96,,,
(주)손오공,66910,18-Dec,50.19,3.44,3.44,,,
(주)손오공,66910,19-Dec,-6.59,-4.2,-4.2,,,
(주)솔고바이오메디칼,43100,11-Dec,-0.41,-2.22,-2.22,,,
(주)솔고바이오메디칼,43100,12-Dec,-4.44,-4.55,-4.55,,,
(주)솔고바이오메디칼,43100,13-Dec,-2.24,-3.34,-3.34,,,
(주)솔고바이오메디칼,43100,14-Dec,0.66,-0.59,-0.59,,,
(주)솔고바이오메디칼,43100,15-Dec,-5.78,-6.2,-6.2,,,
(주)솔고바이오메디칼,43100,16-Dec,-16.34,-14.58,-14.58,,,
(주)솔고바이오메디칼,43100,17-Dec,-13.59,-11.31,-11.31,,,
(주)솔고바이오메디칼,43100,18-Dec,-22.76,-22.21,-22.21,,,
(주)솔고바이오메디칼,43100,19-Dec,-8.66,-10.2,-10.2,,,
(주)솔루에타,154040,13-Dec,21.25,20.51,20.51,,,
(주)솔루에타,154040,14-Dec,11.29,17.56,17.56,,,
(주)솔루에타,154040,15-Dec,183.33,182.05,182.05,,,
(주)솔루에타,154040,16-Dec,-1.84,-0.05,-0.05,,,
(주)솔루에타,154040,17-Dec,0.77,0.58,0.58,,,
(주)솔루에타,154040,18-Dec,2.42,1.3,1.3,,,
(주)솔루에타,154040,19-Dec,2.09,1.65,1.65,,,
(주)스마트솔루션즈,136510,11-Dec,2095.51,2095.51,2095.51,,,
(주)스마트솔루션즈,136510,12-Dec,-5394.33,-5394.33,-5394.33,,,
(주)스마트솔루션즈,136510,13-Dec,9425.81,9425.81,9425.81,,,
(주)스마트솔루션즈,136510,14-Dec,77777777.77,77777777.77,11111111.11,,,
(주)스마트솔루션즈,136510,15-Dec,77777777.77,77777777.77,11111111.11,,,
(주)스마트솔루션즈,136510,16-Dec,1708.51,1708.51,1708.51,,,
(주)스마트솔루션즈,136510,17-Dec,23.36,21.88,21.88,,,
(주)스마트솔루션즈,136510,18-Dec,-2.54,-3.68,-3.68,,,
(주)스마트솔루션즈,136510,19-Dec,-29.05,-30.14,-30.14,,,
(주)스맥,99440,11-Dec,3.09,3.09,3.09,,,
(주)스맥,99440,12-Dec,2.82,2.82,2.82,,,
(주)스맥,99440,13-Dec,1.5,1.5,1.5,,,
(주)스맥,99440,14-Dec,1.96,1.96,1.96,,,
(주)스맥,99440,15-Dec,1.53,1.53,1.53,,,
(주)스맥,99440,16-Dec,1.26,1.29,1.29,,,
(주)스맥,99440,17-Dec,1.57,1.52,1.52,,,
(주)스맥,99440,18-Dec,1.1,-0.23,-0.23,,,
(주)스맥,99440,19-Dec,-3.71,-3.97,-3.97,,,
(주)스카이문스테크놀로지,33790,11-Dec,-2052578.47,-2052578,-2052578,,,
(주)스카이문스테크놀로지,33790,12-Dec,77777777.77,77777777.77,11111111.11,,,
(주)스카이문스테크놀로지,33790,13-Dec,77777777.77,77777777.77,11111111.11,,,
(주)스카이문스테크놀로지,33790,14-Dec,745.68,745.68,745.68,,,
(주)스카이문스테크놀로지,33790,15-Dec,-9.89,-9.89,-9.89,,,
(주)스카이문스테크놀로지,33790,16-Dec,-115.37,-115.37,-115.37,,,
(주)스카이문스테크놀로지,33790,17-Dec,-7.22,-8.45,-8.45,,,
(주)스카이문스테크놀로지,33790,18-Dec,-2.8,-5.76,-5.76,,,
(주)스카이문스테크놀로지,33790,19-Dec,-39.7,-39.7,-39.7,,,
(주)스킨앤스킨,159910,12-Dec,83.42,83.42,83.42,,,
(주)스킨앤스킨,159910,13-Dec,-25.32,-25.32,-25.32,,,
(주)스킨앤스킨,159910,14-Dec,-12.45,-12.45,-12.45,,,
(주)스킨앤스킨,159910,15-Dec,-3.32,-3.74,-3.74,,,
(주)스킨앤스킨,159910,16-Dec,0.67,0.29,0.29,,,
(주)스킨앤스킨,159910,17-Dec,-2.99,-4.57,-4.57,,,
(주)스킨앤스킨,159910,18-Dec,-2.95,-2.83,-2.83,,,
(주)스킨앤스킨,159910,19-Dec,-23.48,-19.61,-19.61,,,
(주)스타플렉스,115570,11-Dec,4.14,-1.11,-1.11,,,
(주)스타플렉스,115570,12-Dec,7.58,0.45,0.45,,,
(주)스타플렉스,115570,13-Dec,2.8,1.79,1.79,,,
(주)스타플렉스,115570,14-Dec,2.59,2.03,2.03,,,
(주)스타플렉스,115570,15-Dec,4.02,3.7,3.7,,,
(주)스타플렉스,115570,16-Dec,6.81,6.57,6.57,,,
(주)스타플렉스,115570,17-Dec,2.03,1.47,1.47,,,
(주)스타플렉스,115570,18-Dec,-0.77,0.03,0.03,,,
(주)스타플렉스,115570,19-Dec,0.51,0.54,0.54,,,
(주)스튜디오산타클로스엔터테인먼트,204630,14-Dec,77777777.77,77777777.77,11111111.11,,,
(주)스튜디오산타클로스엔터테인먼트,204630,15-Dec,11.68,11.68,11.68,,,
(주)스튜디오산타클로스엔터테인먼트,204630,16-Dec,-0.91,-1.08,-1.08,,,
(주)스튜디오산타클로스엔터테인먼트,204630,17-Dec,-0.97,-0.74,-0.74,,,
(주)스튜디오산타클로스엔터테인먼트,204630,18-Dec,0.54,-2.36,-2.36,,,
(주)스튜디오산타클로스엔터테인먼트,204630,19-Dec,-20.31,-18.56,-18.56,,,
(주)시너지이노베이션,48870,11-Dec,0.55,-0.98,-0.98,,,
(주)시너지이노베이션,48870,12-Dec,-0.4,-1.24,-1.24,,,
(주)시너지이노베이션,48870,13-Dec,-4.88,-5.02,-5.02,,,
(주)시너지이노베이션,48870,14-Dec,-1.66,-2.24,-2.24,,,
(주)시너지이노베이션,48870,15-Dec,-6.29,-7.01,-7.01,,,
(주)시너지이노베이션,48870,16-Dec,0.16,-0.81,-0.81,,,
(주)시너지이노베이션,48870,17-Dec,-0.75,-0.26,-0.26,,,
(주)시너지이노베이션,48870,18-Dec,0.16,0.74,0.74,,,
(주)시너지이노베이션,48870,19-Dec,0.17,0.26,0.26,,,
(주)시티랩스,139050,11-Dec,8.98,8.98,8.98,,,
(주)시티랩스,139050,12-Dec,14.69,14.69,14.69,,,
(주)시티랩스,139050,13-Dec,148.24,128.17,128.17,,,
(주)시티랩스,139050,14-Dec,522.35,605.11,605.11,,,
(주)시티랩스,139050,15-Dec,-4.31,-4,-4,,,
(주)시티랩스,139050,16-Dec,-1.99,-3.19,-3.19,,,
(주)시티랩스,139050,17-Dec,-32.47,-17.05,-17.05,,,
(주)시티랩스,139050,18-Dec,3.83,-2.29,-2.29,,,
(주)시티랩스,139050,19-Dec,-0.76,-0.43,-0.43,,,
(주)신성이엔지,11930,11-Dec,-1.67,-1.67,-1.67,,,
(주)신성이엔지,11930,12-Dec,-3.08,-3.08,-3.08,,,
(주)신성이엔지,11930,13-Dec,-1.04,-1.04,-1.04,,,
(주)신성이엔지,11930,14-Dec,-0.28,-0.28,-0.28,,,
(주)신성이엔지,11930,15-Dec,0.78,0.78,0.78,,,
(주)신성이엔지,11930,16-Dec,-1.15,-1.15,-1.15,,,
(주)신성이엔지,11930,17-Dec,-1.38,-0.52,-0.52,,,
(주)신성이엔지,11930,18-Dec,-0.99,-0.36,-0.36,,,
(주)신성이엔지,11930,19-Dec,0.38,0.87,0.87,,,
(주)신원,9270,11-Dec,0.66,0.22,0.22,,,
(주)신원,9270,12-Dec,0.11,0.08,0.08,,,
(주)신원,9270,13-Dec,0.57,1.14,1.14,,,
(주)신원,9270,14-Dec,1.83,2.02,2.02,,,
(주)신원,9270,15-Dec,1.88,2.27,2.27,,,
(주)신원,9270,16-Dec,2.05,2.14,2.14,,,
(주)신원,9270,17-Dec,0.16,0.11,0.11,,,
(주)신원,9270,18-Dec,1.39,0.23,0.23,,,
(주)신원,9270,19-Dec,2.16,1.69,1.69,,,
(주)신화다이나믹스,1770,11-Dec,1.69,1.69,1.69,,,
(주)신화다이나믹스,1770,12-Dec,2.27,2.27,2.27,,,
(주)신화다이나믹스,1770,13-Dec,-0.56,-0.56,-0.56,,,
(주)신화다이나믹스,1770,14-Dec,1.27,1.27,1.27,,,
(주)신화다이나믹스,1770,15-Dec,3.32,3.32,3.32,,,
(주)신화다이나믹스,1770,16-Dec,0.99,0.99,0.99,,,
(주)신화다이나믹스,1770,17-Dec,-3.14,-3.14,-3.14,,,
(주)신화다이나믹스,1770,18-Dec,5.83,5.83,5.83,,,
(주)신화다이나믹스,1770,19-Dec,2.15,2.15,2.15,,,
(주)신화콘텍,187270,14-Dec,18.02,17.71,17.71,,,
(주)신화콘텍,187270,15-Dec,-1.13,-2.13,-2.13,,,
