회사명,거래소코드,회계년도,[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),[제조]매출액(수익)(*)(IFRS),[제조]부채(*)(IFRS),[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결),[제조]매출액(수익)(*)(IFRS연결),[제조]부채(*)(IFRS연결)
(주)에스피씨삼립,005610,2017/12,45834799,1010118733,257731468,63082017,2065510858,454395972
(주)에스피씨삼립,005610,2018/12,64853690,1016326511,301810285,68342779,2200883745,438315150
(주)에스피씨삼립,005610,2019/12,73669453,1186835435,638547258,94659148,2499238196,873555342
(주)에스피지,058610,2010/12,3176450,105902529,52200321,1117876,109288322,53376704
(주)에스피지,058610,2011/12,17284470,97093450,56226421,15865684,105205996,57581987
(주)에스피지,058610,2012/12,-6187557,101170038,58364148,-3522486,106313494,62625305
(주)에스피지,058610,2013/12,5832663,109140421,60206608,7593489,115621668,68379437
(주)에스피지,058610,2014/12,-7684277,124483645,65146417,-9930405,135091429,74928420
(주)에스피지,058610,2015/12,5703298,119890864,72533051,6061762,138807894,81701698
(주)에스피지,058610,2016/12,16913218,133513413,124292118,18748914,152272422,145230481
(주)에스피지,058610,2017/12,-12591777,238208029,125002809,-15885890,295751093,149998456
(주)에스피지,058610,2018/12,7494576,226742282,125379399,9184026,305413294,149867904
(주)에스피지,058610,2019/12,9184199,219560002,117801905,8248699,315161067,144510273
(주)에쎈테크,043340,2010/12,-11714895,85501219,66866243,,,
(주)에쎈테크,043340,2011/12,-1964429,93076543,68181218,,,
(주)에쎈테크,043340,2012/12,1871991,76589961,45252665,,,
(주)에쎈테크,043340,2013/12,4185678,85545931,44306754,,,
(주)에쎈테크,043340,2014/12,1677941,83537987,40401241,,,
(주)에쎈테크,043340,2015/12,2065490,72002464,40757999,,,
(주)에쎈테크,043340,2016/12,2139726,72916738,41604108,,,
(주)에쎈테크,043340,2017/12,8916098,66131227,25462797,,,
(주)에쎈테크,043340,2018/12,2730293,58791068,17914414,,,
(주)에쎈테크,043340,2019/12,3121944,51708136,15146672,,,
(주)에이디칩스,054630,2010/12,-303273,16312039,2623315,809777,66869914,4992824
(주)에이디칩스,054630,2011/12,83053,23015482,4519577,985825,66926705,6320492
(주)에이디칩스,054630,2012/12,-1455095,20880350,5557041,-1529413,45600047,7406804
(주)에이디칩스,054630,2013/12,-1123577,21951350,7100804,-1407600,43041906,7698034
(주)에이디칩스,054630,2014/12,-2532120,15460811,7428753,-2703650,26185290,7049037
(주)에이디칩스,054630,2015/12,-2365967,13010871,3496338,-2327279,13172615,3584681
(주)에이디칩스,054630,2016/12,-1127318,22952939,8250765,-1056345,25298566,8250765
(주)에이디칩스,054630,2017/12,-38346,18617247,6609633,,,
(주)에이디칩스,054630,2018/12,-4596129,12629866,16762247,,,
(주)에이디칩스,054630,2019/12,-4067396,17668070,12721372,,,
(주)에이디테크놀로지,200710,2014/12,12250459,66410213,10172979,12350066,68482209,10296547
(주)에이디테크놀로지,200710,2015/12,1828702,33175505,7599062,1827955,35797490,7775160
(주)에이디테크놀로지,200710,2016/12,-1868635,21413544,13521496,-1869869,22667923,13580364
(주)에이디테크놀로지,200710,2017/12,2903688,32204669,10481071,,,
(주)에이디테크놀로지,200710,2018/12,-8438594,110264723,27991148,-8415179,110264723,27991148
(주)에이디테크놀로지,200710,2019/12,17891873,225809534,54435958,17878472,225809534,54436302
(주)에이루트,096690,2010/12,6708212,28542745,5200427,,,
(주)에이루트,096690,2011/12,4826580,27440456,4319515,,,
(주)에이루트,096690,2012/12,1573960,25634609,3260212,1562070,26937127,4539810
(주)에이루트,096690,2013/12,3264635,29504788,4362919,3263038,31403847,5315504
(주)에이루트,096690,2014/12,3402212,27782702,1976471,,,
(주)에이루트,096690,2015/12,2303094,29335971,4025315,,,
(주)에이루트,096690,2016/12,-5874285,33833694,28021033,-9461874,33960104,58265799
(주)에이루트,096690,2017/12,11252174,36423753,19022212,9909503,36658646,47060537
(주)에이루트,096690,2018/12,1642823,22056403,1238223,1426034,22194327,18250867
(주)에이루트,096690,2019/12,387290,24873110,77905896,-6499549,31253724,100759336
(주)에이블씨엔씨,078520,2011/12,44990102,305625810,70218606,47431330,330258882,74483116
(주)에이블씨엔씨,078520,2012/12,32764564,425058057,80272284,35930522,452287073,82858389
(주)에이블씨엔씨,078520,2013/12,28511222,401312951,61185029,32709933,442423818,70365257
(주)에이블씨엔씨,078520,2014/12,-11099195,398501004,48438915,-10995902,438349537,58732733
(주)에이블씨엔씨,078520,2015/12,29048783,356180641,53622331,33603488,407879121,63772509
(주)에이블씨엔씨,078520,2016/12,27258821,383561723,73013461,27184363,434555619,79749075
(주)에이블씨엔씨,078520,2017/12,6574395,332201323,63492795,4029973,373285260,67639507
(주)에이블씨엔씨,078520,2018/12,-35664781,308390623,56690975,-39512847,345522432,69265328
(주)에이블씨엔씨,078520,2019/12,15829564,320030440,106978405,5149716,422205555,176899982
(주)에이비프로바이오,195990,2015/12,-149350,71451964,29629862,-324607,77101167,33184007
(주)에이비프로바이오,195990,2016/12,-4235984,43802072,40874513,-10497396,49520835,52193557
(주)에이비프로바이오,195990,2017/12,-18411816,24935559,48021846,-34215916,45943801,69861407
(주)에이비프로바이오,195990,2018/12,-1532360,21595116,43148060,2465872,58911297,60892920
(주)에이비프로바이오,195990,2019/12,-7110795,8808808,43889417,2672793,31930109,58033237
(주)에이스침대,003800,2010/12,33312756,169137925,30470532,33741191,172097035,30889581
(주)에이스침대,003800,2011/12,32110187,186183956,35550048,32651663,189094755,36136508
(주)에이스침대,003800,2012/12,27635155,176863925,31128876,27091219,178410865,31325175
(주)에이스침대,003800,2013/12,25089548,163315061,27152889,24949382,164783680,27292403
(주)에이스침대,003800,2014/12,21167636,167816260,26609964,21120091,169261600,26778883
(주)에이스침대,003800,2015/12,40447096,191613994,32251997,40114353,192732968,32372525
(주)에이스침대,003800,2016/12,30623739,202862486,33588811,30466414,203651325,33696320
(주)에이스침대,003800,2017/12,28550106,205743807,33157456,28139014,206082706,33207881
(주)에이스침대,003800,2018/12,42459026,225765097,45485969,,,
(주)에이스침대,003800,2019/12,46195190,277433284,51168639,,,
(주)에이스테크놀로지,088800,2010/12,-11147697,129625271,137373348,-11386525,134473862,155838023
(주)에이스테크놀로지,088800,2011/12,1996881,148003970,157359494,11749532,154628013,239782457
(주)에이스테크놀로지,088800,2012/12,-16159719,180471561,185034137,-16607847,285344564,245017133
(주)에이스테크놀로지,088800,2013/12,24531585,239955035,200600378,32149438,315608452,256565939
(주)에이스테크놀로지,088800,2014/12,-14479414,284885547,216084675,-2651651,427492116,303913765
(주)에이스테크놀로지,088800,2015/12,-15824587,274135345,271379647,-21406529,421924400,348924532
(주)에이스테크놀로지,088800,2016/12,32884267,212352035,221948617,40465203,322117339,311035319
(주)에이스테크놀로지,088800,2017/12,-28777659,258444809,235084549,-32456279,351616055,306409737
(주)에이스테크놀로지,088800,2018/12,9943660,272282903,272758394,21571790,377316650,351157546
(주)에이스테크놀로지,088800,2019/12,-14679537,257500719,193805311,-2501164,378602472,291357544
(주)에이스토리,241840,2019/12,-7917387,28238091,1643521,,,
(주)에이엔피,015260,2010/12,8814219,100091412,52034817,17563121,338493163,175017698
(주)에이엔피,015260,2011/12,5096190,94908810,48579672,11489495,419647455,191431461
(주)에이엔피,015260,2012/12,2634243,81381147,37138957,8061884,450493369,199258448
(주)에이엔피,015260,2013/12,7996416,85139532,44695875,12343178,507779099,194651717
(주)에이엔피,015260,2014/12,2527652,84654325,44154585,-1068110,528852438,259714584
(주)에이엔피,015260,2015/12,2077189,90759758,51529165,5163554,579624844,65423085
(주)에이엔피,015260,2016/12,4762617,96591423,49718030,3705095,103554957,61469394
(주)에이엔피,015260,2017/12,-1351971,91690922,74646080,-1886349,101153876,86613676
(주)에이엔피,015260,2018/12,-1040753,94894851,74633432,687386,107826344,86312129
(주)에이엔피,015260,2019/12,-867341,95219936,63062510,-406389,105840629,75331349
(주)에이치비테크놀러지,078150,2010/12,3484899,60868485,40877159,7251548,62377508,40360295
(주)에이치비테크놀러지,078150,2011/12,9417805,50351637,30945693,,,
(주)에이치비테크놀러지,078150,2012/12,5600981,33343150,48700551,,,
(주)에이치비테크놀러지,078150,2013/12,15861028,144295442,51785168,,,
(주)에이치비테크놀러지,078150,2014/12,5504830,133327678,40671625,,,
(주)에이치비테크놀러지,078150,2015/12,16849818,145657336,26770235,,,
(주)에이치비테크놀러지,078150,2016/12,50901809,270465702,79207708,,,
(주)에이치비테크놀러지,078150,2017/12,49862310,285223838,44064226,,,
(주)에이치비테크놀러지,078150,2018/12,-13230329,250910635,44343072,-7309858,273910965,71483036
(주)에이치비테크놀러지,078150,2019/12,-1162125,223721604,72293217,9505539,280566411,100809544
(주)에이치시티,072990,2016/12,1473843,27683667,14062924,1461412,28240813,14186091
(주)에이치시티,072990,2017/12,4912164,27209299,19887053,4733701,27878325,19985252
(주)에이치시티,072990,2018/12,6369269,35784271,24878249,6713912,36429972,25682646
(주)에이치시티,072990,2019/12,12615417,45337404,24901985,11325722,47420588,25709205
(주)에이치알에스,036640,2010/12,7538790,61168523,12648298,7538790,61168523,12648298
(주)에이치알에스,036640,2011/12,9977796,58031685,10527140,9502276,57864184,10492677
(주)에이치알에스,036640,2012/12,1845552,58999806,10172470,1685693,61133599,10218900
(주)에이치알에스,036640,2013/12,7067106,55384811,16731776,6886456,56466789,16774616
(주)에이치알에스,036640,2014/12,7050127,56357605,16685924,6921201,57373123,17044846
(주)에이치알에스,036640,2015/12,6565137,57006875,16013889,6371101,59727110,16434501
(주)에이치알에스,036640,2016/12,2881083,53857470,22108559,2699055,56490991,22547478
(주)에이치알에스,036640,2017/12,3036544,63060204,22146546,2965168,67720042,22641592
(주)에이치알에스,036640,2018/12,-16677006,67943904,31202833,-17324175,74617790,32188149
(주)에이치알에스,036640,2019/12,18558155,61723442,16382230,19910484,66720013,16899593
(주)에이치앤비디자인,227100,2018/12,-2252226,31216245,4285045,-2660030,31441043,4510654
(주)에이치앤비디자인,227100,2019/12,-5205932,21772351,12174025,-5508518,21792788,12479226
(주)에이치엘사이언스,239610,2016/12,5527469,34431546,4394391,,,
(주)에이치엘사이언스,239610,2017/12,5834980,40197225,4601278,,,
(주)에이치엘사이언스,239610,2018/12,13021719,64108470,8423188,,,
(주)에이치엘사이언스,239610,2019/12,21380175,128260856,13211995,,,
(주)에이치케이,044780,2010/12,-2298299,45736592,21523248,-2435467,46462715,21693495
(주)에이치케이,044780,2011/12,-421307,60704553,23975031,-666481,60925684,24312761
(주)에이치케이,044780,2012/12,3699929,62641545,22622049,3585560,62945257,22640879
(주)에이치케이,044780,2013/12,172986,51822513,24459499,230037,52065819,24468887
(주)에이치케이,044780,2014/12,-2969727,54634002,34906473,-2992339,55030177,34854220
(주)에이치케이,044780,2015/12,1473711,52102020,37688037,1551181,57333919,39538805
(주)에이치케이,044780,2016/12,5672399,54110902,34332095,6258673,61788534,35181967
(주)에이치케이,044780,2017/12,7841092,54008598,33529682,8029549,57186686,34869142
(주)에이치케이,044780,2018/12,-819867,48566224,34311784,-2012467,55488123,36818337
(주)에이치케이,044780,2019/12,4143337,44991567,31409433,4193940,54958238,32532195
(주)에이텍,045660,2010/12,3573701,94083372,18660138,767040,94083372,18998042
(주)에이텍,045660,2011/12,18250574,111111966,28096374,18320360,111111966,27924176
(주)에이텍,045660,2012/12,447378,118036574,21607826,,,
(주)에이텍,045660,2013/12,8948810,143338657,27518093,,,
(주)에이텍,045660,2014/12,5101328,178464874,34176271,,,
(주)에이텍,045660,2015/12,-134139,98988667,16008333,,,
(주)에이텍,045660,2016/12,3241892,120049859,19520961,,,
(주)에이텍,045660,2017/12,14333909,106326664,20921835,,,
(주)에이텍,045660,2018/12,552044,98223147,16560912,,,
(주)에이텍,045660,2019/12,6701610,99256874,15730732,,,
(주)에이텍티앤,224110,2015/12,5234638,13311647,3831964,,,
(주)에이텍티앤,224110,2016/12,-1967117,36048674,4694578,,,
(주)에이텍티앤,224110,2017/12,5079286,31068764,16382864,18865578,40937913,40131484
(주)에이텍티앤,224110,2018/12,4563743,17947100,7675005,8680839,118586165,25170396
(주)에이텍티앤,224110,2019/12,119927,16407998,15269057,22212500,128024267,44739095
(주)에이트원,230980,2016/12,-310613,8281760,1107028,,,
(주)에이트원,230980,2017/12,791362,8199432,12850434,791362,8199432,30788989
(주)에이트원,230980,2018/12,2108639,5076666,20372814,4479821,37534312,36255257
(주)에이트원,230980,2019/12,-2364516,10003909,20769044,-1333029,13058815,22597753
(주)에이티세미콘,089530,2011/12,43595021,101417280,90077819,,,
(주)에이티세미콘,089530,2012/12,43614587,96603271,87629556,,,
(주)에이티세미콘,089530,2013/12,17795714,70379185,103468375,18229524,78868647,160014711
(주)에이티세미콘,089530,2014/12,36128435,150503040,139764283,,,
(주)에이티세미콘,089530,2015/12,24177822,126241093,108012145,,,
(주)에이티세미콘,089530,2016/12,12019921,89285903,84141485,,,
(주)에이티세미콘,089530,2017/12,16438757,103239769,63865277,,,
(주)에이티세미콘,089530,2018/12,18385915,119592451,63518468,18117875,119592451,63523394
(주)에이티세미콘,089530,2019/12,17164119,125928665,111316714,16618615,128076925,114211198
(주)에이팩트,200470,2014/12,15794445,31518527,17742544,,,
(주)에이팩트,200470,2015/12,5369727,21648875,13272859,,,
(주)에이팩트,200470,2016/12,4749399,15878385,9236021,,,
(주)에이팩트,200470,2017/12,7117353,22643454,28074016,,,
(주)에이팩트,200470,2018/12,28971975,47115235,66603214,,,
(주)에이팩트,200470,2019/12,16068948,46841017,66692061,,,
(주)에이프로젠,007460,2010/12,25938688,114441971,149552434,15003887,382342678,329383288
(주)에이프로젠,007460,2011/12,2436880,101262306,153420551,6958921,354366069,393002243
(주)에이프로젠,007460,2012/12,24337022,154934883,143876346,24572471,170688128,349663757
(주)에이프로젠,007460,2013/12,-6400724,103040328,110636874,,,
(주)에이프로젠,007460,2014/12,20422206,76535323,76671971,,,
(주)에이프로젠,007460,2015/12,1173192,65931704,55620760,,,
(주)에이프로젠,007460,2016/12,2730158,54835626,43260085,,,
(주)에이프로젠,007460,2017/12,8074246,44897115,117405540,8074246,44897115,117429598
(주)에이프로젠,007460,2018/12,-1385917,49941054,199563982,-1489227,51047023,199644084
(주)에이프로젠,007460,2019/12,-1561448,50345277,177603816,-1115654,78248841,129637803
(주)에이프로젠헬스케어앤게임즈,109960,2010/12,-60835,33448655,9665578,,,
(주)에이프로젠헬스케어앤게임즈,109960,2011/12,-2776469,25883104,10703116,,,
(주)에이프로젠헬스케어앤게임즈,109960,2012/12,1006718,21654584,7210421,,,
(주)에이프로젠헬스케어앤게임즈,109960,2013/12,1195717,20705608,7918652,1215261,20703785,7707901
(주)에이프로젠헬스케어앤게임즈,109960,2014/12,394672,13468231,5313608,,,
(주)에이프로젠헬스케어앤게임즈,109960,2015/12,-1972233,11117034,12033585,,,
(주)에이프로젠헬스케어앤게임즈,109960,2016/12,-9800537,15427119,6209106,-9714519,15423603,6413814
(주)에이프로젠헬스케어앤게임즈,109960,2017/12,1621060,11324491,26821775,850155,11242042,27061459
(주)에이프로젠헬스케어앤게임즈,109960,2018/12,4741143,19610733,20326680,4362694,19416757,20727924
(주)에이프로젠헬스케어앤게임즈,109960,2019/12,1396178,21873920,7748359,986074,21901096,8213273
(주)에치에프알,230240,2015/12,,,,,,
(주)에치에프알,230240,2016/12,,,,,,
(주)에치에프알,230240,2017/12,,,,,,
(주)에치에프알,230240,2018/12,-6902088,104029651,36100209,-3277010,134994659,48149714
(주)에치에프알,230240,2019/12,12819547,138217524,50789442,12899727,156662931,54837821
(주)에코마케팅,230360,2016/12,5795396,16630255,10294081,5817041,16642127,10351245
(주)에코마케팅,230360,2017/12,6585750,20194727,13051169,7245731,24092472,21020050
(주)에코마케팅,230360,2018/12,14219673,29011478,22379360,14529475,62103162,29482533
(주)에코마케팅,230360,2019/12,17013319,40702206,25920889,21293476,111354943,30155129
(주)에코프로,086520,2010/12,4026465,55246537,89039586,,,
(주)에코프로,086520,2011/12,1395568,87620611,98178538,,,
(주)에코프로,086520,2012/12,11305475,79761920,97137511,,,
(주)에코프로,086520,2013/12,18074220,59580666,100705220,,,
(주)에코프로,086520,2014/12,14411643,83223658,108878502,,,
(주)에코프로,086520,2015/12,22017290,107266374,118711626,,,
(주)에코프로,086520,2016/12,11457638,72912931,47227728,3738713,170483368,172675072
(주)에코프로,086520,2017/12,12991358,40605615,51674781,23652635,329012475,263740758
(주)에코프로,086520,2018/12,-1382449,83086320,44373420,12289034,669407171,435653503
(주)에코프로,086520,2019/12,8101643,93361225,75685512,-14998465,702272501,480853915
(주)에코프로비엠,247540,2016/12,,,,,,
(주)에코프로비엠,247540,2017/12,,,,,,
(주)에코프로비엠,247540,2019/12,12799839,616085055,280149616,,,
(주)에프알텍,073540,2010/12,-195124,28797334,10251822,,,
(주)에프알텍,073540,2011/12,1470617,13447794,3727401,,,
(주)에프알텍,073540,2012/12,9995208,79219615,16134858,,,
(주)에프알텍,073540,2013/12,6243205,55585373,20003201,,,
(주)에프알텍,073540,2014/12,5152288,32272875,10729392,4647650,32285309,10735324
(주)에프알텍,073540,2015/12,-2423159,42784821,20786703,-3330389,42808888,20799042
(주)에프알텍,073540,2016/12,-3675225,21926802,15565376,-4664600,21932679,15584677
(주)에프알텍,073540,2017/12,-3318929,23253122,26321777,-4788602,23215136,26350287
(주)에프알텍,073540,2018/12,-1747678,24525643,23137350,-3224040,24607102,23253952
(주)에프알텍,073540,2019/12,409714,26148549,28535314,-1404835,26150315,28793038
(주)에프앤리퍼블릭,064090,2010/12,-2597024,23395458,18937186,-5506414,23395458,26717229
(주)에프앤리퍼블릭,064090,2011/12,-2524997,29837921,14888158,-4629493,28665431,14901573
(주)에프앤리퍼블릭,064090,2012/12,-519624,25202281,11132184,-252114,26604407,11245818
(주)에프앤리퍼블릭,064090,2013/12,794727,24865766,11400878,818656,26772054,11400878
(주)에프앤리퍼블릭,064090,2014/12,-1085763,22953448,4745314,,,
(주)에프앤리퍼블릭,064090,2015/12,-9874998,18469794,15005277,-10184743,19115992,15190733
(주)에프앤리퍼블릭,064090,2016/12,-2357595,17938392,8671017,-3694785,54679135,10372530
(주)에프앤리퍼블릭,064090,2017/12,10885744,65211588,54458958,10164181,77374491,54748820
(주)에프앤리퍼블릭,064090,2018/12,-9549832,101451331,89483218,-10130831,102914918,89772785
(주)에프앤리퍼블릭,064090,2019/12,-979806,31936073,57915119,-2055251,34123439,58694953
(주)에프앤에프홀딩스,007700,2010/12,23636460,209741334,45468851,23670496,209972061,45439215
(주)에프앤에프홀딩스,007700,2011/12,5775177,217856438,34831732,5758034,218167782,34791943
(주)에프앤에프홀딩스,007700,2012/12,8229894,200335913,41660310,8227821,200762944,41638524
(주)에프앤에프홀딩스,007700,2013/12,-8123443,222042661,100359983,-8109676,222378411,100285042
(주)에프앤에프홀딩스,007700,2014/12,-18593206,301122145,133211740,-18592918,301412850,133137186
(주)에프앤에프홀딩스,007700,2015/12,15666963,369783643,133954834,15662928,370012003,133805036
(주)에프앤에프홀딩스,007700,2016/12,54674885,438729919,78670289,55810339,438979655,78869952
(주)에프앤에프홀딩스,007700,2017/12,67074730,560952332,104272689,66641827,560518177,104139438
(주)에프앤에프홀딩스,007700,2018/12,27519653,646028073,96434424,27308909,668726803,101042340
(주)에프앤에프홀딩스,007700,2019/12,149153486,885117753,167537418,161619792,910336565,200705199
(주)에프에스엔,214270,2015/12,,,,,,
(주)에프에스엔,214270,2016/12,949255,31453004,5505864,862509,32484436,5993935
(주)에프에스엔,214270,2017/12,-1169052,27292458,9105496,-1419962,34193103,14159259
(주)에프에스엔,214270,2018/12,4841186,37136316,63172895,2790760,125414863,146037852
(주)에프에스엔,214270,2019/12,1028351,38506961,70176151,8846342,145425213,129690252
(주)에프에스티,036810,2010/12,1979061,41379004,19554346,,,
(주)에프에스티,036810,2011/12,-246982,45759225,38756406,,,
(주)에프에스티,036810,2012/12,3642302,65153665,53403462,,,
(주)에프에스티,036810,2013/12,4719322,66385916,52890817,4708732,66385916,52896074
(주)에프에스티,036810,2014/12,11169044,66577336,46890672,11037997,66807545,46896986
(주)에프에스티,036810,2015/12,15196983,84434815,55185499,15194674,84636617,55189282
(주)에프에스티,036810,2016/12,14650005,111881400,68803339,14741359,112326475,68806052
(주)에프에스티,036810,2017/12,-2918280,191104354,54613727,-2876518,191695210,54622424
(주)에프에스티,036810,2018/12,29823831,164438268,46281867,29982414,165054024,46331274
(주)에프에스티,036810,2019/12,13637254,121655204,59266723,17071943,125729654,67980117
(주)에프엔씨엔터테인먼트,173940,2014/12,511709,32283428,9371159,5112672,60072237,20517823
(주)에프엔씨엔터테인먼트,173940,2015/12,-3007293,44318552,12441091,-642654,72671244,23499656
(주)에프엔씨엔터테인먼트,173940,2016/12,8771329,53707136,14117573,-248547,91417169,27906459
(주)에프엔씨엔터테인먼트,173940,2017/12,-144578,53832745,10729792,6993939,116687389,26742962
(주)에프엔씨엔터테인먼트,173940,2018/12,-1829026,47581669,12448182,-10442274,74014342,18815211
(주)에프엔씨엔터테인먼트,173940,2019/12,-1755942,53546880,38000521,865603,84190079,48438313
(주)엑사이엔씨,054940,2010/12,-3776397,109104115,49089401,24704,152286127,60678935
(주)엑사이엔씨,054940,2011/12,14147034,123153033,45182477,21528278,186774110,63901372
(주)엑사이엔씨,054940,2012/12,-5952910,80931135,38181507,-4778810,142759741,51910268
(주)엑사이엔씨,054940,2013/12,3449646,65560765,34018561,8498226,139478280,47417088
(주)엑사이엔씨,054940,2014/12,8542003,68948630,25583425,12125786,166550236,46496715
(주)엑사이엔씨,054940,2015/12,3355001,82823676,29572230,16831670,152966138,44287625
(주)엑사이엔씨,054940,2016/12,-1478212,109044067,43862399,853949,164818419,57446671
(주)엑사이엔씨,054940,2017/12,2133776,184575755,56680426,-4245332,255852212,76242512
(주)엑사이엔씨,054940,2018/12,12401777,151515263,40633200,5795039,224054110,64642167
(주)엑사이엔씨,054940,2019/12,-5751524,139762658,56213488,-5244529,247113216,81828515
(주)엑세스바이오인코퍼레이션,950130,2013/12,1862407,45837731,8557477,1587126,45840015,8993025
(주)엑세스바이오인코퍼레이션,950130,2014/12,-1112479,32387575,10153962,-2748909,32305084,10349478
(주)엑세스바이오인코퍼레이션,950130,2015/12,5762413,34758550,4063124,2865213,35582621,4238696
(주)엑세스바이오인코퍼레이션,950130,2016/12,6556892,29762933,33037604,2553507,32485928,40583429
(주)엑세스바이오인코퍼레이션,950130,2017/12,1244643,27532808,28741687,-5445311,29464754,39286224
(주)엑세스바이오인코퍼레이션,950130,2018/12,-551274,37584855,35167245,-5730652,40239207,51425444
(주)엑세스바이오인코퍼레이션,950130,2019/12,2774954,37379390,25464923,-422239,43058688,41830382
(주)엑셈,205100,2014/12,,,,,,
(주)엑셈,205100,2015/12,1994805,15753692,5426722,4185672,20656737,7577401
(주)엑셈,205100,2016/12,1109328,20122347,20107625,2790319,27549222,22348606
(주)엑셈,205100,2017/12,5777766,24349132,6095594,6431218,33716596,13169450
(주)엑셈,205100,2018/12,7030552,22614987,6821481,6956236,32359592,12949481
(주)엑셈,205100,2019/12,6817005,24786109,7177952,7601782,34454978,14200621
(주)엑시콘,092870,2015/12,14042891,52960638,24577259,14051356,52960638,24577259
(주)엑시콘,092870,2016/12,8447448,44985040,24379649,8145062,45115501,24405191
(주)엑시콘,092870,2017/12,7936885,66441333,16168745,7982633,67217160,15950366
(주)엑시콘,092870,2018/12,6273454,56483838,27149587,6903137,56474117,27230298
(주)엑시콘,092870,2019/12,1471515,38226674,28993857,1388708,38230244,29071238
(주)엔바이오니아,317870,2019/12,2590424,9720397,8588753,,,
(주)엔씨소프트,036570,2010/12,228016561,514656784,208630254,220502552,659671818,262283799
(주)엔씨소프트,036570,2011/12,140598137,500177248,180492017,138554553,608878406,244968180
(주)엔씨소프트,036570,2012/12,122234403,475302065,161690849,210641887,753520026,296262423
(주)엔씨소프트,036570,2013/12,214619083,530439554,220861867,236187664,756655651,320758501
(주)엔씨소프트,036570,2014/12,247672387,612651715,225836683,263580917,838718200,323231514
(주)엔씨소프트,036570,2015/12,232076165,616604463,306679714,241337234,838297603,430262047
(주)엔씨소프트,036570,2016/12,99759478,744135850,356493469,112022509,983556874,465295074
(주)엔씨소프트,036570,2017/12,591923578,1546636024,708076467,595173210,1758721722,797327861
(주)엔씨소프트,036570,2018/12,416803086,1529913443,460064383,352800469,1715115508,562307309
(주)엔씨소프트,036570,2019/12,474319119,1525867647,682536954,392249236,1701185423,834211970
(주)엔아이스틸,008260,2010/12,26130244,93420984,78978093,,,
(주)엔아이스틸,008260,2011/12,2680582,107269087,86008339,,,
(주)엔아이스틸,008260,2012/12,22687495,105331692,79336906,,,
(주)엔아이스틸,008260,2013/12,25757767,121321800,85149143,,,
(주)엔아이스틸,008260,2014/12,20432319,126580555,96626779,,,
(주)엔아이스틸,008260,2015/12,30478729,118555722,98247212,,,
(주)엔아이스틸,008260,2016/12,25384882,114325940,120408800,,,
(주)엔아이스틸,008260,2017/12,24347506,150604074,153205964,,,
(주)엔아이스틸,008260,2018/12,31426601,150732790,137609986,,,
(주)엔아이스틸,008260,2019/12,14348218,148224450,147790456,,,
(주)엔에스,217820,2015/12,-747815,30449865,13741529,,,
(주)엔에스,217820,2016/12,-6004250,26837910,9238557,-5824976,29620173,10217475
(주)엔에스,217820,2017/12,-2443401,36244854,36141706,-1531915,42165075,38026253
(주)엔에스,217820,2018/12,6978047,43702837,44847084,7834967,50648403,45867406
(주)엔에스,217820,2019/12,310356,57996003,74621566,1489923,65057075,75223775
(주)엔에스엔,031860,2010/12,12141367,13941946,8576737,16016404,201691463,31639475
(주)엔에스엔,031860,2011/12,-1563497,11501966,9683593,-15030488,213097323,57697347
(주)엔에스엔,031860,2012/12,-4289288,5285107,10545526,-3853709,293487067,93655558
(주)엔에스엔,031860,2013/12,-159917,5598496,10996194,-231808,5598496,10999827
(주)엔에스엔,031860,2014/12,-2365226,13409262,8557254,-2510932,13409262,8571833
(주)엔에스엔,031860,2015/12,-6756452,18118026,12648325,-6679972,18619785,15344125
(주)엔에스엔,031860,2016/12,-2648562,8716713,12677527,-6154017,18771125,21895914
(주)엔에스엔,031860,2017/12,-6228873,5233099,12416777,-8235796,5233309,12135913
(주)엔에스엔,031860,2018/12,-771099,10278928,13618722,-5233856,10306353,13368350
(주)엔에스엔,031860,2019/12,319024,9082944,42913495,-4380658,15368805,45549479
(주)엔에이치엔벅스,104200,2010/12,6943558,44313085,36951222,7191672,44895625,37589893
(주)엔에이치엔벅스,104200,2011/12,3146931,47434683,27535829,3493242,47530303,27599871
(주)엔에이치엔벅스,104200,2012/12,3898969,50378005,17751708,3823792,50379224,17755467
(주)엔에이치엔벅스,104200,2013/12,5370078,57793222,16346291,,,
(주)엔에이치엔벅스,104200,2014/12,13303746,54859490,17433420,,,
(주)엔에이치엔벅스,104200,2015/12,1445161,60863075,18035700,,,
(주)엔에이치엔벅스,104200,2016/12,-4635595,71391877,23652027,-4860946,73029718,25898828
(주)엔에이치엔벅스,104200,2017/12,-9791043,88654122,24264519,-10740103,92820905,26372822
(주)엔에이치엔벅스,104200,2018/12,1995768,84512339,23242504,3993462,89652083,24516095
(주)엔에이치엔벅스,104200,2019/12,9716545,81514992,25362049,10801424,84847822,29511212
(주)엔이능률,053290,2010/12,8171279,45184688,10768208,8735135,45348901,11114309
(주)엔이능률,053290,2011/12,8640771,47587862,12993887,8689256,47587863,13232642
(주)엔이능률,053290,2012/12,2028712,51714369,12517860,2181793,51714369,12670022
(주)엔이능률,053290,2013/12,10768851,55623117,16399234,10823032,55623117,16288669
(주)엔이능률,053290,2014/12,6171587,52916516,17278230,6194812,52916516,17271662
