회사명,거래소코드,회계년도,[제조]자본(*)(IFRS연결),[제조]당기순이익(손실)(IFRS연결),[제조]자본(*)(IFRS),[제조]당기순이익(손실)(IFRS)
(주)아이컴포넌트,059100,2014/12,,,26554433,-2335474
(주)아이컴포넌트,059100,2015/12,,,32898054,5918333
(주)아이컴포넌트,059100,2016/12,,,41158925,5654928
(주)아이컴포넌트,059100,2017/12,,,33166369,-8303058
(주)아이컴포넌트,059100,2018/12,,,30040238,-3131079
(주)아이컴포넌트,059100,2019/12,,,28714839,-1247513
(주)아이톡시,052770,2010/12,,,21883185,-22538010
(주)아이톡시,052770,2011/12,,,13599086,-8357940
(주)아이톡시,052770,2012/12,15306795,-2254893,14965637,-2276312
(주)아이톡시,052770,2013/12,15744393,1144963,15111492,1031219
(주)아이톡시,052770,2014/12,9864242,-6025461,9508360,-5699001
(주)아이톡시,052770,2015/12,,,10609727,167109
(주)아이톡시,052770,2016/12,,,8872867,-3825565
(주)아이톡시,052770,2017/12,,,241919,-21108362
(주)아이톡시,052770,2018/12,730319,-17701357,-2279290,-20710966
(주)아이톡시,052770,2019/12,5127723,-2896942,5141190,-2092669
(주)아이티센,124500,2015/03,53605299,2755873,28102943,2510253
(주)아이티센,124500,2016/12,56624483,-7403425,19587459,-5043574
(주)아이티센,124500,2017/12,74649440,-126450,36246034,1850442
(주)아이티센,124500,2018/12,175480298,5122051,36655911,1448613
(주)아이티센,124500,2019/12,164684630,5561854,41859724,3565516
(주)아이티엑스에이아이,099520,2010/12,,,21745439,-1815821
(주)아이티엑스에이아이,099520,2011/12,,,21287487,-173880
(주)아이티엑스에이아이,099520,2012/12,,,24568905,110405
(주)아이티엑스에이아이,099520,2013/12,,,36333828,2351219
(주)아이티엑스에이아이,099520,2014/12,,,34172583,-2079209
(주)아이티엑스에이아이,099520,2015/12,,,21139501,-15328714
(주)아이티엑스에이아이,099520,2016/12,,,14341817,-6938378
(주)아이티엑스에이아이,099520,2017/12,,,17168404,-337114
(주)아이티엑스에이아이,099520,2018/12,,,14816862,-1917861
(주)아이티엑스에이아이,099520,2019/12,9830642,-5005679,9798819,-5062900
(주)아이티엠반도체,084850,2019/12,266364234,41666848,259922235,36894277
(주)아즈텍더블유비이,032080,2010/12,,,57701921,8143403
(주)아즈텍더블유비이,032080,2011/12,,,67327183,7360249
(주)아즈텍더블유비이,032080,2012/12,,,74448024,4502433
(주)아즈텍더블유비이,032080,2013/12,,,71551502,-2506540
(주)아즈텍더블유비이,032080,2014/12,,,74211395,1952586
(주)아즈텍더블유비이,032080,2015/12,,,77092659,3797826
(주)아즈텍더블유비이,032080,2016/12,,,87277382,4318266
(주)아즈텍더블유비이,032080,2017/12,,,87696732,-364557
(주)아즈텍더블유비이,032080,2018/12,,,90678277,3925313
(주)아즈텍더블유비이,032080,2019/12,,,95350332,4763021
(주)아진엑스텍,059120,2014/12,,,25163741,2908545
(주)아진엑스텍,059120,2015/12,,,24810020,1419306
(주)아진엑스텍,059120,2016/12,,,27216857,1148670
(주)아진엑스텍,059120,2017/12,,,39380321,6156377
(주)아진엑스텍,059120,2018/12,,,43382879,4499819
(주)아진엑스텍,059120,2019/12,,,43350436,2475375
(주)아톤,158430,2019/12,46105208,-11268303,44992099,-11450327
(주)아프리카티비,067160,2010/12,,,56671856,7152007
(주)아프리카티비,067160,2011/12,27089304,600676,26654792,986671
(주)아프리카티비,067160,2012/12,,,32003980,2038143
(주)아프리카티비,067160,2013/12,36990839,177727,36889031,1027561
(주)아프리카티비,067160,2014/12,42938475,2751350,43696599,3540822
(주)아프리카티비,067160,2015/12,48079099,4144643,51317196,7555266
(주)아프리카티비,067160,2016/12,57304806,10048384,64058399,12974685
(주)아프리카티비,067160,2017/12,70108112,14659197,74706698,12985341
(주)아프리카티비,067160,2018/12,92893024,21334754,97571031,22346092
(주)아프리카티비,067160,2019/12,121788853,34160386,122452860,30152450
(주)안랩,053800,2010/12,131196110,14205310,132654831,15689121
(주)안랩,053800,2011/12,129464144,9378658,133400762,11926957
(주)안랩,053800,2012/12,140717849,14042927,144886695,14694783
(주)안랩,053800,2013/12,143916282,6438362,147553775,5493645
(주)안랩,053800,2014/12,151768766,9043930,151599681,5188816
(주)안랩,053800,2015/12,161346944,11919209,160634967,11401841
(주)안랩,053800,2016/12,172019891,14617499,170946065,14428279
(주)안랩,053800,2017/12,183889668,16278990,183040378,16414480
(주)안랩,053800,2018/12,194399209,22845726,193151648,21739515
(주)안랩,053800,2019/12,205671999,19142259,204264715,18946990
(주)안트로젠,065660,2016/12,,,34023831,371660
(주)안트로젠,065660,2017/12,,,48768488,738764
(주)안트로젠,065660,2018/12,,,56072729,-961760
(주)안트로젠,065660,2019/12,,,68393649,-4049845
(주)알로이스,297570,2018/12,,,,
(주)알로이스,297570,2019/12,,,16522310,-4020080
(주)알루코,001780,2010/12,143218963,12222625,144171987,11331332
(주)알루코,001780,2011/12,137118359,-294056,139055896,-1889289
(주)알루코,001780,2012/12,134753695,-9267634,138959161,-6996591
(주)알루코,001780,2013/12,137176248,382283,142097467,932069
(주)알루코,001780,2014/12,136743079,9479591,142353290,6386857
(주)알루코,001780,2015/12,164228247,19780940,173938244,16189929
(주)알루코,001780,2016/12,201252143,22256090,206560840,17962110
(주)알루코,001780,2017/12,207495766,12937661,214571423,10670151
(주)알루코,001780,2018/12,280740708,3266744,223769204,14144863
(주)알루코,001780,2019/12,285856646,-6794707,207703108,-19720970
(주)알에프세미,096610,2010/12,33170695,6356029,34103284,6495355
(주)알에프세미,096610,2011/12,40212342,7548389,40842782,7452104
(주)알에프세미,096610,2012/12,44156001,4680457,45092549,4723354
(주)알에프세미,096610,2013/12,49098083,5496195,50049261,5573974
(주)알에프세미,096610,2014/12,51822941,3198420,51978935,2509528
(주)알에프세미,096610,2015/12,53788068,2220565,54222692,2580520
(주)알에프세미,096610,2016/12,54035185,1044808,55144158,1509168
(주)알에프세미,096610,2017/12,52011373,-1374559,54151136,-671601
(주)알에프세미,096610,2018/12,52719673,218961,55190977,488260
(주)알에프세미,096610,2019/12,49861444,-2753635,52551677,-2417898
(주)알에프텍,061040,2010/12,66555820,4173408,68067046,5425865
(주)알에프텍,061040,2011/12,72364123,4886449,74433120,7738113
(주)알에프텍,061040,2012/12,90008477,23525322,91310280,19009995
(주)알에프텍,061040,2013/12,93000160,3552672,98832226,8162377
(주)알에프텍,061040,2014/12,85914508,-6974115,103151089,4509453
(주)알에프텍,061040,2015/12,106974903,5670446,123505837,6734382
(주)알에프텍,061040,2016/12,116100981,9756219,120497343,-1397722
(주)알에프텍,061040,2017/12,118384743,3734459,108821576,-12804189
(주)알에프텍,061040,2018/12,121491849,6606560,94787092,-9950369
(주)알에프텍,061040,2019/12,132750784,-1807468,92637893,-14095350
(주)알엔투테크놀로지,148250,2016/12,,,21007501,1232656
(주)알엔투테크놀로지,148250,2017/12,,,21432654,776801
(주)알엔투테크놀로지,148250,2018/12,,,22113449,964679
(주)알엔투테크놀로지,148250,2019/12,,,31669746,908425
(주)알테오젠,196170,2014/12,35824549,931146,35635634,826649
(주)알테오젠,196170,2015/12,38550831,1208363,38307681,1154128
(주)알테오젠,196170,2016/12,45228697,-3587199,45295933,-3276813
(주)알테오젠,196170,2017/12,39845032,-7448958,39548273,-7812953
(주)알테오젠,196170,2018/12,66696419,-7069909,66078000,-6358237
(주)알테오젠,196170,2019/12,70204153,-1738267,71128721,1754111
(주)알톤스포츠,123750,2010/12,,,,
(주)알톤스포츠,123750,2011/12,40761351,1693477,38777740,1130803
(주)알톤스포츠,123750,2012/12,42476129,3722486,40209446,3228265
(주)알톤스포츠,123750,2013/12,46394906,2590274,43200642,1697112
(주)알톤스포츠,123750,2014/12,55369792,6321741,50940074,4617051
(주)알톤스포츠,123750,2015/12,51669503,-3616137,46648690,-4138645
(주)알톤스포츠,123750,2016/12,52248216,-4510018,48435674,-3369318
(주)알톤스포츠,123750,2017/12,30394731,-21315788,29435951,-19181227
(주)알톤스포츠,123750,2018/12,28125333,-2281980,27942097,-1516129
(주)알톤스포츠,123750,2019/12,15866383,-12218530,14109691,-13797205
(주)알티캐스트,085810,2013/12,86563158,16008332,86343215,16089094
(주)알티캐스트,085810,2014/12,96868461,13008305,96702007,13002332
(주)알티캐스트,085810,2015/12,96293793,439144,95596751,810249
(주)알티캐스트,085810,2016/12,99305790,902016,95925918,1464905
(주)알티캐스트,085810,2017/12,97901406,1050839,95422483,2466587
(주)알티캐스트,085810,2018/12,90888993,-7840096,89158093,-7007462
(주)알티캐스트,085810,2019/12,66216089,-27219159,64823820,-26597129
(주)알파홀딩스,117670,2010/12,,,23925869,4420354
(주)알파홀딩스,117670,2011/12,,,25501281,2237511
(주)알파홀딩스,117670,2012/12,27969609,3004485,28028752,3063629
(주)알파홀딩스,117670,2013/12,,,30908395,3694695
(주)알파홀딩스,117670,2014/12,32777635,2799353,34542311,4497954
(주)알파홀딩스,117670,2015/12,,,33736884,2580836
(주)알파홀딩스,117670,2016/12,46536741,-41887041,45106283,-42745872
(주)알파홀딩스,117670,2017/12,43796795,-10332532,47333927,-5720132
(주)알파홀딩스,117670,2018/12,47088876,-6148773,50961753,-5573730
(주)알파홀딩스,117670,2019/12,61491102,-11705371,63798213,-13637631
(주)애니플러스,310200,2018/12,,,,
(주)애니플러스,310200,2019/12,,,,
(주)애드바이오텍,179530,2019/12,,,,
(주)액션스퀘어,205500,2014/12,,,,
(주)액션스퀘어,205500,2015/12,,,28642577,-8188170
(주)액션스퀘어,205500,2016/12,,,23687554,-8741482
(주)액션스퀘어,205500,2017/12,13478966,-12258989,13193216,-12544739
(주)액션스퀘어,205500,2018/12,12087416,-11215386,11916712,-11100340
(주)액션스퀘어,205500,2019/12,20200343,-9160139,21005051,-8184727
(주)액토즈소프트,052790,2010/12,78385589,2382649,78939272,5699970
(주)액토즈소프트,052790,2011/12,87299410,7946149,92061708,11732885
(주)액토즈소프트,052790,2012/12,98652953,9643759,104161385,10062970
(주)액토즈소프트,052790,2013/12,190464530,15080801,196083035,15102288
(주)액토즈소프트,052790,2014/12,123530954,-69023654,134275049,-63605480
(주)액토즈소프트,052790,2015/12,117262420,-7040610,147108337,12896819
(주)액토즈소프트,052790,2016/12,115469936,-2263407,119015928,-28387222
(주)액토즈소프트,052790,2017/12,107107112,-7477694,119068513,645361
(주)액토즈소프트,052790,2018/12,92198686,-14891821,89083998,-31136239
(주)액토즈소프트,052790,2019/12,118104767,20774308,112515004,26255856
(주)액트로,290740,2018/12,63031495,13690270,70051903,20015390
(주)액트로,290740,2019/12,76003603,14595299,77079687,8720361
(주)앤디포스,238090,2016/12,,,80502541,14928811
(주)앤디포스,238090,2017/12,,,80516581,8072425
(주)앤디포스,238090,2018/12,88397710,-13601715,84581240,-7856611
(주)앤디포스,238090,2019/12,117630037,-1549639,113465144,1822854
(주)앤씨앤,092600,2010/12,,,48868838,10380449
(주)앤씨앤,092600,2011/12,,,65232422,6310713
(주)앤씨앤,092600,2012/12,67642941,3193011,67643861,3193011
(주)앤씨앤,092600,2013/12,48498057,-18609825,48502079,-18609883
(주)앤씨앤,092600,2014/12,46878725,-1907109,46874036,-1907041
(주)앤씨앤,092600,2015/12,55583444,8376090,55700834,8804943
(주)앤씨앤,092600,2016/12,55923393,810604,56943421,2024268
(주)앤씨앤,092600,2017/12,48117548,-8961209,52813470,-4411427
(주)앤씨앤,092600,2018/12,32832070,-15703251,42086295,-11332739
(주)앤씨앤,092600,2019/12,41232465,-6859587,57310139,3742415
(주)야스,255440,2017/12,106672924,16240812,106672924,16240812
(주)야스,255440,2018/12,140344773,36026981,140344773,36026981
(주)야스,255440,2019/12,150634027,16318268,150634027,16318268
(주)양지사,030960,2010/06,,,55335083,13937405
(주)양지사,030960,2011/06,,,61487178,4951971
(주)양지사,030960,2012/06,,,62278189,2851422
(주)양지사,030960,2013/06,,,62543403,1418499
(주)양지사,030960,2014/06,,,62570276,850414
(주)양지사,030960,2015/06,,,60088651,-1401804
(주)양지사,030960,2016/06,,,62033714,2839936
(주)양지사,030960,2017/06,,,64975054,3579596
(주)양지사,030960,2018/06,,,66773250,2603221
(주)양지사,030960,2019/06,,,68087776,2316669
(주)어스앤에어로스페이스,263540,2017/12,,,41739690,747316
(주)어스앤에어로스페이스,263540,2018/12,,,39543002,-2063066
(주)어스앤에어로스페이스,263540,2019/12,,,3019270,-33093325
(주)얼라인드제네틱스,238120,2016/12,24182635,-1555620,24588788,-1258639
(주)얼라인드제네틱스,238120,2017/12,22640220,-1754366,23670938,-1119306
(주)얼라인드제네틱스,238120,2018/12,20888077,-1588097,21168027,-2316206
(주)얼라인드제네틱스,238120,2019/12,20966505,116738,20991065,-135016
(주)에너토크,019990,2010/12,,,21899151,4776606
(주)에너토크,019990,2011/12,,,24602767,3491563
(주)에너토크,019990,2012/12,,,27872850,3866043
(주)에너토크,019990,2013/12,,,29517357,2654017
(주)에너토크,019990,2014/12,,,31537870,2771313
(주)에너토크,019990,2015/12,,,33250946,2003468
(주)에너토크,019990,2016/12,40714934,1971675,40683247,1991911
(주)에너토크,019990,2017/12,40921731,400112,41220933,617726
(주)에너토크,019990,2018/12,41237505,1333555,42021058,1848310
(주)에너토크,019990,2019/12,40060377,488724,41435780,1163628
(주)에넥스,011090,2010/12,41331575,-17156601,39523308,-16839841
(주)에넥스,011090,2011/12,45337459,4434481,45532196,6567704
(주)에넥스,011090,2012/12,33975275,-10140308,32605421,-12228770
(주)에넥스,011090,2013/12,43668995,3060085,43382462,4136531
(주)에넥스,011090,2014/12,54066167,5047729,53888280,5266894
(주)에넥스,011090,2015/12,60462035,8463117,60086717,8253903
(주)에넥스,011090,2016/12,58980243,1866641,58671091,1715248
(주)에넥스,011090,2017/12,60258092,2055581,59541993,1371803
(주)에넥스,011090,2018/12,59459404,1151805,58352162,812827
(주)에넥스,011090,2019/12,54177102,-3764886,53527257,-4011572
(주)에스디생명공학,217480,2017/12,105991682,13459906,113431252,20518295
(주)에스디생명공학,217480,2018/12,113799159,6059405,112944866,194851
(주)에스디생명공학,217480,2019/12,96210187,-19628121,93111878,-14793296
(주)에스디시스템,121890,2010/12,,,36345629,4547550
(주)에스디시스템,121890,2011/12,,,30579308,-1296118
(주)에스디시스템,121890,2012/12,,,30554842,52261
(주)에스디시스템,121890,2013/12,,,25036132,-5488317
(주)에스디시스템,121890,2014/12,,,28304007,3259497
(주)에스디시스템,121890,2015/12,,,30299976,2871056
(주)에스디시스템,121890,2016/12,,,23101346,-6881435
(주)에스디시스템,121890,2017/12,,,13979665,-9147176
(주)에스디시스템,121890,2018/12,,,16753928,-5637766
(주)에스디시스템,121890,2019/12,,,6310972,-13517163
(주)에스비에스,034120,2010/12,502677647,2566972,485091537,-130336
(주)에스비에스,034120,2011/12,548800733,59828172,533338919,58037245
(주)에스비에스,034120,2012/12,561488436,26740910,549019915,28891809
(주)에스비에스,034120,2013/12,569956948,21842244,563455333,26650268
(주)에스비에스,034120,2014/12,540277935,-7417262,541915023,-3351903
(주)에스비에스,034120,2015/12,568227689,34884043,569110220,34592271
(주)에스비에스,034120,2016/12,540774712,-510038,542811860,-1085801
(주)에스비에스,034120,2017/12,562992278,15885507,557785630,14014096
(주)에스비에스,034120,2018/12,568482207,5837906,560713049,1501180
(주)에스비에스,034120,2019/12,647118029,20934115,560708925,3278960
(주)에스비에스콘텐츠허브,046140,2010/12,88850498,21425441,89849381,22426105
(주)에스비에스콘텐츠허브,046140,2011/12,108308824,22392291,109698083,22809343
(주)에스비에스콘텐츠허브,046140,2012/12,128815662,23090640,128795927,21653184
(주)에스비에스콘텐츠허브,046140,2013/12,151219114,24655521,151361446,24817592
(주)에스비에스콘텐츠허브,046140,2014/12,155473711,8771236,155685077,8840270
(주)에스비에스콘텐츠허브,046140,2015/12,156351844,6073139,157041998,6551020
(주)에스비에스콘텐츠허브,046140,2016/12,155885064,3120400,156265425,2780341
(주)에스비에스콘텐츠허브,046140,2017/12,148377020,-6068056,148636405,-5893584
(주)에스비에스콘텐츠허브,046140,2018/12,156096020,8253858,153156026,5164011
(주)에스비에스콘텐츠허브,046140,2019/12,155257296,554786,153571342,1682833
(주)에스씨디,042110,2010/12,,,51080497,-31132666
(주)에스씨디,042110,2011/12,,,53696531,1818276
(주)에스씨디,042110,2012/12,,,59689357,257869
(주)에스씨디,042110,2013/12,,,67266818,7444065
(주)에스씨디,042110,2014/12,,,76395366,9333794
(주)에스씨디,042110,2015/12,87925071,11593741,86971795,9841610
(주)에스씨디,042110,2016/12,94336794,7014428,92586050,5819792
(주)에스씨디,042110,2017/12,97281740,3463529,95237186,2563395
(주)에스씨디,042110,2018/12,102454253,7824016,98491671,5811352
(주)에스씨디,042110,2019/12,100679022,-992106,94725955,-2747328
(주)에스아이리소스,065420,2010/12,24702887,-8669705,37985144,-10764422
(주)에스아이리소스,065420,2011/12,30445154,-243321,39027036,1061447
(주)에스아이리소스,065420,2012/12,29812762,-733095,37249211,-2137999
(주)에스아이리소스,065420,2013/12,29443164,222152,37192291,112161
(주)에스아이리소스,065420,2014/12,15401466,-16124213,25291903,-11880282
(주)에스아이리소스,065420,2015/12,17449125,-1093207,15635231,-10620743
(주)에스아이리소스,065420,2016/12,14501563,-480876,11228279,-3898280
(주)에스아이리소스,065420,2017/12,15933998,-675459,15107112,1754705
(주)에스아이리소스,065420,2018/12,18360006,-1929241,16942342,-1778558
(주)에스아이리소스,065420,2019/12,,,11510200,-11015441
(주)에스앤더블류,103230,2010/12,,,54345642,3230262
(주)에스앤더블류,103230,2011/12,,,52023518,-1282758
(주)에스앤더블류,103230,2012/12,,,55064435,2565333
(주)에스앤더블류,103230,2013/12,,,55361669,565689
(주)에스앤더블류,103230,2014/12,,,55149534,200352
(주)에스앤더블류,103230,2015/12,,,57344158,2615040
(주)에스앤더블류,103230,2016/12,,,56254776,-1072387
(주)에스앤더블류,103230,2017/12,,,52440937,-4191839
(주)에스앤더블류,103230,2018/12,,,42222988,-10219575
(주)에스앤더블류,103230,2019/12,,,38950621,-2754370
(주)에스앤에스텍,101490,2010/12,56707605,3884325,55903626,4169831
(주)에스앤에스텍,101490,2011/12,65874264,2583300,62894586,4957330
(주)에스앤에스텍,101490,2012/12,62031530,-4346399,66998834,4721167
(주)에스앤에스텍,101490,2013/12,53400368,-10564485,58200062,-8045395
(주)에스앤에스텍,101490,2014/12,49185566,-4667988,48633108,-10630740
(주)에스앤에스텍,101490,2015/12,,,65581321,7373238
(주)에스앤에스텍,101490,2016/12,,,75143905,8961485
(주)에스앤에스텍,101490,2017/12,,,78359802,3131678
(주)에스앤에스텍,101490,2018/12,,,79668014,4622718
(주)에스앤에스텍,101490,2019/12,,,88584280,10098863
(주)에스에너지,095910,2010/12,64187880,9040004,64876356,8998411
(주)에스에너지,095910,2011/12,63653517,-476041,65475001,676281
(주)에스에너지,095910,2012/12,74473040,10098702,76514409,10328995
(주)에스에너지,095910,2013/12,81359907,8731513,83982678,9223645
(주)에스에너지,095910,2014/12,83231514,2942473,88084111,5106779
(주)에스에너지,095910,2015/12,88474363,3182233,88304135,2995935
(주)에스에너지,095910,2016/12,93711968,2965794,93595853,2839990
(주)에스에너지,095910,2017/12,102025339,-2778448,100548034,-4135901
(주)에스에너지,095910,2018/12,123026937,-12377711,110244731,879785
(주)에스에너지,095910,2019/12,118814806,-7226107,107947650,-572346
(주)에스에스알,275630,2018/12,,,21531893,926037
(주)에스에스알,275630,2019/12,,,22990515,1064866
(주)에스에이엠티,031330,2010/12,33052175,123605591,29705915,64519275
(주)에스에이엠티,031330,2011/12,42411160,11075076,41356829,10572059
(주)에스에이엠티,031330,2012/12,53994340,10338305,53705694,14969926
(주)에스에이엠티,031330,2013/12,68788495,14197094,69425189,15963748
(주)에스에이엠티,031330,2014/12,63475966,-3350120,58859553,-10539961
(주)에스에이엠티,031330,2015/12,105442803,33785563,87293303,22980211
(주)에스에이엠티,031330,2016/12,169783115,38647295,146496664,32256841
(주)에스에이엠티,031330,2017/12,192481008,29462675,162251707,26257075
(주)에스에이엠티,031330,2018/12,214149183,31851157,176896928,24603696
(주)에스에이엠티,031330,2019/12,238300721,37593122,191566399,27653672
(주)에스에이티,060540,2010/12,28548926,-1855484,26685111,-3811815
(주)에스에이티,060540,2011/12,29597029,-135053,24863984,-2503956
(주)에스에이티,060540,2012/12,37054839,5445147,33214551,7548749
(주)에스에이티,060540,2013/12,35595632,-3132140,37311301,1755925
(주)에스에이티,060540,2014/12,45979849,1881058,47066727,2856986
(주)에스에이티,060540,2015/12,54527546,5678566,52066787,2095002
(주)에스에이티,060540,2016/12,66475831,4063646,62704995,2836691
(주)에스에이티,060540,2017/12,75093216,6899003,65842295,2987125
(주)에스에이티,060540,2018/12,81489070,6799701,70411410,3988310
(주)에스에이티,060540,2019/12,88835954,9535391,74418053,5313289
(주)에스에프에이,056190,2010/12,278325230,54383486,279874268,56345131
(주)에스에프에이,056190,2011/12,356517243,88890314,344660752,75623322
(주)에스에프에이,056190,2012/12,373014634,71317093,358401177,68339577
(주)에스에프에이,056190,2013/12,461684707,63088256,443563052,59794121
(주)에스에프에이,056190,2014/12,477486450,41305760,455960493,37946406
(주)에스에프에이,056190,2015/12,627808284,30836057,478009103,34646456
(주)에스에프에이,056190,2016/12,775625966,79563595,561406099,90456123
(주)에스에프에이,056190,2017/12,984854672,203335873,758066343,178761205
(주)에스에프에이,056190,2018/12,1002987456,169672429,751195515,142577752
(주)에스에프에이,056190,2019/12,1112065358,146968500,870970875,162393440
(주)에스에프에이반도체,036540,2010/12,156484086,16166566,148566796,24426801
(주)에스에프에이반도체,036540,2011/12,221572797,11100003,212075971,14085309
(주)에스에프에이반도체,036540,2012/12,199869032,-22656,206352521,-8070618
(주)에스에프에이반도체,036540,2013/12,169007839,-76944172,168107312,-36231404
(주)에스에프에이반도체,036540,2014/12,203848990,-29050092,208174383,4161165
(주)에스에프에이반도체,036540,2015/12,255922753,-154173577,187360698,-217760629
(주)에스에프에이반도체,036540,2016/12,271578558,7583047,195766852,3396761
(주)에스에프에이반도체,036540,2017/12,269616661,9865761,206985940,6686029
(주)에스에프에이반도체,036540,2018/12,287723794,13275800,213477954,6784791
(주)에스에프에이반도체,036540,2019/12,315842039,20822399,227732431,11830114
(주)에스엘바이오닉스,214310,2015/12,33799261,5126957,33264828,5124275
(주)에스엘바이오닉스,214310,2016/12,30931362,-11987723,30548864,-11859253
(주)에스엘바이오닉스,214310,2017/12,16512334,-14514435,16562334,-14327107
(주)에스엘바이오닉스,214310,2018/12,31311532,-17270405,31417505,-16812414
(주)에스엘바이오닉스,214310,2019/12,26188625,-23448870,27014560,-22981931
(주)에스엠라이프디자인그룹,063440,2010/12,,,25974209,-8736614
(주)에스엠라이프디자인그룹,063440,2011/12,,,28253625,391627
(주)에스엠라이프디자인그룹,063440,2012/12,,,23195126,-4779880
(주)에스엠라이프디자인그룹,063440,2013/12,17057528,-8032735,19420449,-5662371
(주)에스엠라이프디자인그룹,063440,2014/12,15172489,-6378482,15159676,-6358701
(주)에스엠라이프디자인그룹,063440,2015/12,13306103,-7491411,13306103,-7468712
(주)에스엠라이프디자인그룹,063440,2016/12,40309002,-3568945,40309002,-3568945
(주)에스엠라이프디자인그룹,063440,2017/12,41720672,753042,41507483,768269
(주)에스엠라이프디자인그룹,063440,2018/12,50286134,-2016465,50146514,-1958489
(주)에스엠라이프디자인그룹,063440,2019/12,48809343,-3025657,48852704,-2963320
(주)에스엠벡셀,010580,2010/12,,,23836473,3826691
(주)에스엠벡셀,010580,2011/12,,,21351525,-1299735
(주)에스엠벡셀,010580,2012/12,,,18596387,-2564402
(주)에스엠벡셀,010580,2013/12,,,17612218,-2199332
(주)에스엠벡셀,010580,2014/12,,,16135952,-1548096
(주)에스엠벡셀,010580,2015/12,,,13863651,-3015719
(주)에스엠벡셀,010580,2016/12,,,17692604,-5491414
(주)에스엠벡셀,010580,2017/12,,,19636780,-5428854
(주)에스엠벡셀,010580,2018/12,,,26820432,2835270
(주)에스엠벡셀,010580,2019/12,,,19362186,-11195573
(주)에스엠엔터테인먼트,041510,2010/12,78875778,14833408,91351661,24440852
(주)에스엠엔터테인먼트,041510,2011/12,103306293,20577769,108391403,16487446
(주)에스엠엔터테인먼트,041510,2012/12,233574967,36762582,212311066,37177156
(주)에스엠엔터테인먼트,041510,2013/12,266386073,23365020,228264622,17563774
(주)에스엠엔터테인먼트,041510,2014/12,281582050,1827255,236694471,1886340
(주)에스엠엔터테인먼트,041510,2015/12,323497964,18387798,254672896,4521214
(주)에스엠엔터테인먼트,041510,2016/12,375546396,4225515,298478102,5293893
(주)에스엠엔터테인먼트,041510,2017/12,435630933,-4709252,320480631,18673267
(주)에스엠엔터테인먼트,041510,2018/12,576127583,23420445,385514391,12390299
(주)에스엠엔터테인먼트,041510,2019/12,632768148,-16182525,411964920,12325434
(주)에스엠컬처앤콘텐츠,048550,2010/12,15912902,1632697,15639723,1923488
(주)에스엠컬처앤콘텐츠,048550,2011/12,18014685,357624,18202419,818537
(주)에스엠컬처앤콘텐츠,048550,2012/12,37273871,-12809510,39958590,-10482100
(주)에스엠컬처앤콘텐츠,048550,2013/12,51694406,-965262,56474185,1122881
(주)에스엠컬처앤콘텐츠,048550,2014/12,55451687,-8448265,57922896,-10757148
(주)에스엠컬처앤콘텐츠,048550,2015/12,54014938,-4732974,55754575,-5470562
(주)에스엠컬처앤콘텐츠,048550,2016/12,54818096,-471673,56508428,-528250
(주)에스엠컬처앤콘텐츠,048550,2017/12,114915818,-14019802,115547699,-17592661
(주)에스엠컬처앤콘텐츠,048550,2018/12,112510084,-1754969,113004198,-1892736
(주)에스엠컬처앤콘텐츠,048550,2019/12,116501187,3843116,116215057,3062872
(주)에스엠코어,007820,2011/12,39205333,6200144,38561921,6010950
(주)에스엠코어,007820,2012/12,42571792,5637979,41739073,5462286
(주)에스엠코어,007820,2013/12,46873471,5008407,45472365,4417958
(주)에스엠코어,007820,2014/12,50839778,6375092,49457489,6349101
(주)에스엠코어,007820,2015/12,57513802,3027019,55955441,2860604
(주)에스엠코어,007820,2016/12,40992792,-12933415,40101427,-12283695
(주)에스엠코어,007820,2017/12,76130075,-1832609,74685351,-2392558
(주)에스엠코어,007820,2018/12,75609747,960553,75653489,2451956
(주)에스엠코어,007820,2019/12,78512068,4591969,78435063,4468839
(주)에스원,012750,2010/12,682254505,118520067,651147606,110319829
(주)에스원,012750,2011/12,761073438,134921358,713951525,117329184
(주)에스원,012750,2012/12,805023669,109190571,743408223,92162645
(주)에스원,012750,2013/12,843505719,87300037,771078159,74246868
(주)에스원,012750,2014/12,915732526,116318470,833710437,102305633
(주)에스원,012750,2015/12,980355970,155434905,976643700,188191653
(주)에스원,012750,2016/12,1099945367,140545798,1096160558,138464680
(주)에스원,012750,2017/12,1207837503,143326120,1201286071,140944815
(주)에스원,012750,2018/12,1262317716,102968775,1255824567,101069579
(주)에스원,012750,2019/12,1327606478,146641282,1318704692,141011143
(주)에스제이그룹,306040,2019/12,69414663,13127856,70240991,12419280
(주)에스제이엠,123700,2010/12,91852037,10886867,78094744,3713036
(주)에스제이엠,123700,2011/12,113829932,20985450,97932734,13351766
(주)에스제이엠,123700,2012/12,124994573,19288100,106301301,12092906
(주)에스제이엠,123700,2013/12,129523483,16568165,115213565,11577554
(주)에스제이엠,123700,2014/12,137910183,15959522,114496257,7238739
(주)에스제이엠,123700,2015/12,153496086,23981711,118202545,7146192
(주)에스제이엠,123700,2016/12,168672007,15017768,132152660,14854542
(주)에스제이엠,123700,2017/12,170000074,5677389,137890693,6856823
(주)에스제이엠,123700,2018/12,166439861,3726141,137536739,2388324
(주)에스제이엠,123700,2019/12,174998433,7568879,137619136,1881662
(주)에스제이엠홀딩스,025530,2010/12,164666865,18710141,100340335,8105681
