회사명,거래소코드,회계년도,당기자본(IFRS연결),전기자본(IFRS연결),당기자본(IFRS개별),전기자본(IFRS개별)
(주)사조오양,6090,Dec-15,,,117226727,117226727
(주)사조오양,6090,Dec-16,,,128299379,128299379
(주)사조오양,6090,Dec-17,,,148684879,148684879
(주)사조오양,6090,Dec-18,,,155703989,155703989
(주)사조오양,6090,Dec-19,,,167558424,167558424
(주)삼기,122350,Dec-11,,,,
(주)삼기,122350,Dec-12,63751433,63751433,51962530,51962530
(주)삼기,122350,Dec-13,76631790,76631790,55611431,55611431
(주)삼기,122350,Dec-14,88556509,88556509,88671518,88671518
(주)삼기,122350,Dec-15,102701149,102701149,104150100,104150100
(주)삼기,122350,Dec-16,111730106,111730106,117548418,117548418
(주)삼기,122350,Dec-17,118905656,118905656,126999340,126999340
(주)삼기,122350,Dec-18,134373149,134373149,148196190,148196190
(주)삼기,122350,Dec-19,136029770,136029770,154052825,154052825
(주)삼보판지,23600,Dec-11,282157590,282157590,181326230,181326230
(주)삼보판지,23600,Dec-12,297691452,297691452,187905267,187905267
(주)삼보판지,23600,Dec-13,310987796,310987796,192219677,192219677
(주)삼보판지,23600,Dec-14,325155707,325155707,192785761,192785761
(주)삼보판지,23600,Dec-15,290752734,290752734,179088489,179088489
(주)삼보판지,23600,Dec-16,329937059,329937059,184889659,184889659
(주)삼보판지,23600,Dec-17,299685168,299685168,191099217,191099217
(주)삼보판지,23600,Dec-18,362431226,366889098,211273514,215731386
(주)삼보판지,23600,Dec-19,397661254,397661254,229573029,229573028
(주)삼성출판사,68290,Dec-11,70642214,70642215,64943369,64943369
(주)삼성출판사,68290,Dec-12,73479519,87752032,66116407,66116407
(주)삼성출판사,68290,Dec-13,92691830,92691830,67320980,67320980
(주)삼성출판사,68290,Dec-14,98032350,98032350,69353282,69353282
(주)삼성출판사,68290,Dec-15,101388050,101388050,69640386,69640386
(주)삼성출판사,68290,Dec-16,109804874,109804874,70210039,70210039
(주)삼성출판사,68290,Dec-17,116625601,116625601,70746739,70746739
(주)삼성출판사,68290,Dec-18,115919381,115919381,68735890,68735890
(주)삼성출판사,68290,Dec-19,121480115,121480115,68963766,68963766
(주)삼양사,145990,Dec-11,400265629,400265629,403817647,403817647
(주)삼양사,145990,Dec-12,410106068,410106068,410015856,410015856
(주)삼양사,145990,Dec-13,430743589,430743589,433050523,433050523
(주)삼양사,145990,Dec-14,575412380,575412380,576907103,576907103
(주)삼양사,145990,Dec-15,703359229,703359229,603135148,603135148
(주)삼양사,145990,Dec-16,1166023799,1166023799,1044001876,1044001876
(주)삼양사,145990,Dec-17,1236533796,1246306182,1057864306,1057864306
(주)삼양사,145990,Dec-18,1265961105,1265961105,1057946375,1057946375
(주)삼양사,145990,Dec-19,1294469874,1294469874,1054845303,1054845303
(주)삼양옵틱스,225190,Dec-17,35726038,35726038,36174044,36174044
(주)삼양옵틱스,225190,Dec-18,36089552,36089552,36623784,36623784
(주)삼양옵틱스,225190,Dec-19,39284791,39284791,39769312,39769312
(주)삼양패키징,272550,Dec-17,,,245770418,245770418
(주)삼양패키징,272550,Dec-18,,,265431240,265431240
(주)삼양패키징,272550,Dec-19,,,286220329,286220329
(주)삼양홀딩스,70,Dec-11,1297689471,1297689471,736789571,736789571
(주)삼양홀딩스,70,Dec-12,1662955202,,872562682,872562682
(주)삼양홀딩스,70,Dec-13,1658209300,1658209300,956109542,956109542
(주)삼양홀딩스,70,Dec-14,1654389538,1654389538,1031200340,1031200340
(주)삼양홀딩스,70,Dec-15,1796363081,1796363081,1034107915,1303511625
(주)삼양홀딩스,70,Dec-16,1850631550,1850631550,1351742112,1351742112
(주)삼양홀딩스,70,Dec-17,1930015247,1939787634,1371371757,1371371757
(주)삼양홀딩스,70,Dec-18,2001941981,2001941981,1387227528,1387227528
(주)삼양홀딩스,70,Dec-19,2029506524,2029506524,1386566900,1386566900
(주)삼에스코리아,60310,Mar-11,18667553,18667553,18591817,18591817
(주)삼에스코리아,60310,Mar-12,29676313,29676313,29392981,29392981
(주)삼에스코리아,60310,Mar-13,47776707,47776707,47464407,47464407
(주)삼에스코리아,60310,Mar-14,42992826,42992826,42679777,42679777
(주)삼에스코리아,60310,Mar-15,37939808,37939808,37669539,37669539
(주)삼에스코리아,60310,Mar-16,34603759,34603759,34120723,34120723
(주)삼에스코리아,60310,Mar-17,29179667,29179667,28719749,28719749
(주)삼에스코리아,60310,Mar-18,30752339,30752339,29641384,29641384
(주)삼에스코리아,60310,Mar-19,34371682,34371682,33053418,33053418
(주)삼원강재,23000,Dec-11,,,135669815,135669815
(주)삼원강재,23000,Dec-12,,,150120434,150120434
(주)삼원강재,23000,Dec-13,,,160741308,160741308
(주)삼원강재,23000,Dec-14,,,169514995,169514995
(주)삼원강재,23000,Dec-15,,,179137821,179137821
(주)삼원강재,23000,Dec-16,,,189197583,189197583
(주)삼원강재,23000,Dec-17,,,194953508,194953508
(주)삼원강재,23000,Dec-18,,,204657754,204657754
(주)삼원강재,23000,Dec-19,,,209945887,209945887
(주)삼익악기,2450,Dec-11,144578918,144578918,142823848,142823848
(주)삼익악기,2450,Dec-12,143987635,143987635,144080395,144080395
(주)삼익악기,2450,Dec-13,181705462,181705462,171395596,171395596
(주)삼익악기,2450,Dec-14,212510706,212510706,193179250,193179250
(주)삼익악기,2450,Dec-15,218089776,218089776,190568190,190568190
(주)삼익악기,2450,Dec-16,224443121,224443121,188768558,188768558
(주)삼익악기,2450,Dec-17,206619454,206619454,181055911,181055911
(주)삼익악기,2450,Dec-18,211479756,211479756,174203534,174203534
(주)삼익악기,2450,Dec-19,224164954,224164954,177036593,177036593
(주)삼일,32280,Dec-11,,,27559191,27559191
(주)삼일,32280,Dec-12,,,27547907,27547907
(주)삼일,32280,Dec-13,,,32389707,32389707
(주)삼일,32280,Dec-14,,,34867918,34867918
(주)삼일,32280,Dec-15,,,58305961,58305961
(주)삼일,32280,Dec-16,,,59725429,59725429
(주)삼일,32280,Dec-17,,,60734735,60734735
(주)삼일,32280,Dec-18,,,62568202,62568202
(주)삼일,32280,Dec-19,,,64868323,64868323
(주)삼일기업공사,2290,Dec-11,,,44260897,44260897
(주)삼일기업공사,2290,Dec-12,,,46993124,46993124
(주)삼일기업공사,2290,Dec-13,,,48101098,48101098
(주)삼일기업공사,2290,Dec-14,,,49513215,49513215
(주)삼일기업공사,2290,Dec-15,,,52388760,52388760
(주)삼일기업공사,2290,Dec-16,,,52771095,52771095
(주)삼일기업공사,2290,Dec-17,,,54305796,54305796
(주)삼일기업공사,2290,Dec-18,,,56772358,56772358
(주)삼일기업공사,2290,Dec-19,,,58822470,58822470
(주)삼일씨엔에스,4440,Dec-16,,,288726191,288726191
(주)삼일씨엔에스,4440,Dec-17,,,285505252,285505252
(주)삼일씨엔에스,4440,Dec-18,,,276503504,276503504
(주)삼일씨엔에스,4440,Dec-19,,,278771722,278771722
(주)삼진,32750,Dec-11,40000189,40000189,41948670,41948670
(주)삼진,32750,Dec-12,42627028,42627028,46227823,46227823
(주)삼진,32750,Dec-13,47076711,47076711,48544342,48544342
(주)삼진,32750,Dec-14,53431802,53431802,49297744,49297744
(주)삼진,32750,Dec-15,58188527,58188527,53240891,53240891
(주)삼진,32750,Dec-16,62853110,62853110,55993838,55993838
(주)삼진,32750,Dec-17,63290262,63290262,57217832,57217832
(주)삼진,32750,Dec-18,64765932,64765932,62181915,62181915
(주)삼진,32750,Dec-19,76734298,76734298,69612521,69612521
(주)삼진엘앤디,54090,Dec-11,78798373,78798373,53926674,53926674
(주)삼진엘앤디,54090,Dec-12,82287923,82287923,59966998,59966998
(주)삼진엘앤디,54090,Dec-13,92672566,92672566,73827212,73827212
(주)삼진엘앤디,54090,Dec-14,88483165,88483165,72461473,72461473
(주)삼진엘앤디,54090,Dec-15,102047080,102047080,84426562,84426562
(주)삼진엘앤디,54090,Dec-16,98816014,98816014,84370742,84370742
(주)삼진엘앤디,54090,Dec-17,88776975,88776975,85896187,85896187
(주)삼진엘앤디,54090,Dec-18,92147028,92147028,87812613,87812613
(주)삼진엘앤디,54090,Dec-19,92608719,92608719,91731193,91731193
(주)삼천리,4690,Dec-11,1142056810,1142056810,1124205699,1124205699
(주)삼천리,4690,Dec-12,1163778776,,1154951037,1154951037
(주)삼천리,4690,Dec-13,1195230173,1195230173,1190871489,1190871489
(주)삼천리,4690,Dec-14,1318184722,1318184722,1182363808,1182363808
(주)삼천리,4690,Dec-15,1349051200,1349051200,1197961949,1197961949
(주)삼천리,4690,Dec-16,1362989763,1362989763,1228498322,1228498322
(주)삼천리,4690,Dec-17,1355816089,1355816089,1255930916,1255930916
(주)삼천리,4690,Dec-18,1368320165,1368320165,1265801886,1265801886
(주)삼천리,4690,Dec-19,1392949320,1392949320,1288062073,1288062073
(주)삼표시멘트,38500,Dec-11,533091123,533091123,546684723,546684723
(주)삼표시멘트,38500,Dec-12,462042745,462042745,474527637,474527637
(주)삼표시멘트,38500,Dec-13,257401157,257401157,282137537,282137537
(주)삼표시멘트,38500,Dec-14,570082944,570082944,577471258,577471258
(주)삼표시멘트,38500,Dec-15,549198460,549198460,543264448,543264448
(주)삼표시멘트,38500,Dec-16,596713854,596713854,585083921,585083921
(주)삼표시멘트,38500,Dec-17,632315705,632315705,608930791,608930791
(주)삼표시멘트,38500,Dec-18,621044662,621044662,588867074,588867074
(주)삼표시멘트,38500,Dec-19,635202566,635202566,602300027,602300027
(주)삼화네트웍스,46390,Dec-11,31890552,31890552,31543026,31543026
(주)삼화네트웍스,46390,Dec-12,27516378,27516378,28313888,28313888
(주)삼화네트웍스,46390,Dec-13,33136477,33136477,34214107,34214107
(주)삼화네트웍스,46390,Dec-14,34233570,34233570,34959531,34959531
(주)삼화네트웍스,46390,Dec-15,32199799,32199799,33395191,33395191
(주)삼화네트웍스,46390,Dec-16,39264089,39264089,40832478,40832478
(주)삼화네트웍스,46390,Dec-17,38636426,38636426,40471399,40471399
(주)삼화네트웍스,46390,Dec-18,34513983,34513983,34509751,34509751
(주)삼화네트웍스,46390,Dec-19,34912293,34912293,35673565,35673565
(주)상보,27580,Dec-11,,,41009747,41009747
(주)상보,27580,Dec-12,,,64593894,64593894
(주)상보,27580,Dec-13,,72086137,72086137,72086137
(주)상보,27580,Dec-14,60534451,60534451,60904808,60904808
(주)상보,27580,Dec-15,54398904,54398904,60504406,60504406
(주)상보,27580,Dec-16,53600599,53600599,60884700,60884700
(주)상보,27580,Dec-17,47793017,45590948,55088656,53566729
(주)상보,27580,Dec-18,19854325,19854325,29494810,29494810
(주)상보,27580,Dec-19,29448685,29448685,38878157,38878157
(주)상상인,38540,Dec-11,47139206,47139206,43937350,43937350
(주)상상인,38540,Dec-12,65719142,65719142,67119616,67119616
(주)상상인,38540,Dec-13,77778241,77778241,74505424,74505424
(주)상상인,38540,Dec-14,97786380,97786380,80723127,80723127
(주)상상인,38540,Dec-15,154970478,154970478,94321772,94321772
(주)상상인,38540,Dec-16,198014009,194510215,98455042,98455042
(주)상상인,38540,Dec-17,294247599,294247599,120556235,120556235
(주)상상인,38540,Dec-18,431677177,431677177,142482579,142482579
(주)상상인,38540,Dec-19,618663099,618663099,210829255,210829255
(주)상상인인더스트리,101000,Dec-11,21079287,21079287,21288554,21288554
(주)상상인인더스트리,101000,Dec-12,13804457,13804457,14706350,14706350
(주)상상인인더스트리,101000,Dec-13,27259278,27259278,26733857,26733857
(주)상상인인더스트리,101000,Dec-14,30722634,30722634,29775816,29775816
(주)상상인인더스트리,101000,Dec-15,35779868,35779868,33301398,33301398
(주)상상인인더스트리,101000,Dec-16,44863128,44863128,43066201,43066201
(주)상상인인더스트리,101000,Dec-17,47288364,,52300034,47288364
(주)상상인인더스트리,101000,Dec-18,,25234575,25234575,25234575
(주)상상인인더스트리,101000,Dec-19,24665123,24665123,24705675,24705675
(주)상아프론테크,89980,Dec-11,72320456,72320456,72126648,72126648
(주)상아프론테크,89980,Dec-12,74419954,74419954,74675741,74675741
(주)상아프론테크,89980,Dec-13,80548148,80548148,82191034,82191034
(주)상아프론테크,89980,Dec-14,84285159,84285159,85766354,85766354
(주)상아프론테크,89980,Dec-15,92602348,92602348,96570617,96570617
(주)상아프론테크,89980,Dec-16,98399836,98399836,107207507,107207507
(주)상아프론테크,89980,Dec-17,109483779,109483779,115174518,109437739
(주)상아프론테크,89980,Dec-18,119217493,119217493,119172868,119172868
(주)상아프론테크,89980,Dec-19,143805479,143805479,143739128,143739128
(주)상지카일룸,42940,Dec-11,,,17133427,17133427
(주)상지카일룸,42940,Dec-12,,,9114955,9114955
(주)상지카일룸,42940,Dec-13,,,12570206,12570206
(주)상지카일룸,42940,Dec-14,,,6925189,6925189
(주)상지카일룸,42940,Dec-15,,7111650,7111650,7111650
(주)상지카일룸,42940,Dec-16,2581385,2581385,2556952,2556952
(주)상지카일룸,42940,Dec-17,26787407,26787407,26937860,26937860
(주)상지카일룸,42940,Dec-18,44529668,44529668,45039234,45039234
(주)상지카일룸,42940,Dec-19,44913755,44913755,46258189,46258189
(주)새로닉스,42600,Dec-11,54179252,50082963,44981033,44981033
(주)새로닉스,42600,Dec-12,47115682,47115682,40850940,40850940
(주)새로닉스,42600,Dec-13,47893578,47893578,39671697,39671697
(주)새로닉스,42600,Dec-14,57466064,57466064,45499509,45499509
(주)새로닉스,42600,Dec-15,64990071,64990071,46558971,46558971
(주)새로닉스,42600,Dec-16,76892271,76892271,52743153,52743153
(주)새로닉스,42600,Dec-17,71572746,71572746,54970583,54970583
(주)새로닉스,42600,Dec-18,79669174,79669174,56428715,56428715
(주)새로닉스,42600,Dec-19,81680107,81680107,55828811,55828811
(주)서린바이오사이언스,38070,Dec-11,,,30801293,30801293
(주)서린바이오사이언스,38070,Dec-12,,37303091,37303091,37116680
(주)서린바이오사이언스,38070,Dec-13,41565918,41565918,41046007,41046007
(주)서린바이오사이언스,38070,Dec-14,43143810,43143810,42599145,42599145
(주)서린바이오사이언스,38070,Dec-15,46328214,46328214,45306357,45306357
(주)서린바이오사이언스,38070,Dec-16,49692075,49692075,48558119,48558119
(주)서린바이오사이언스,38070,Dec-17,52799688,52799688,51233471,51233471
(주)서린바이오사이언스,38070,Dec-18,55268262,55268262,53194485,53194485
(주)서린바이오사이언스,38070,Dec-19,61263081,61263081,58956201,58956201
(주)서부티엔디,6730,Dec-11,416457975,416457975,416308747,416308747
(주)서부티엔디,6730,Dec-12,432750118,432750118,432594152,432594152
(주)서부티엔디,6730,Dec-13,412627156,412627156,412466351,412466351
(주)서부티엔디,6730,Dec-14,412822991,,412657845,412657845
(주)서부티엔디,6730,Dec-15,,,401645524,388761342
(주)서부티엔디,6730,Dec-16,,,452534076,452534076
(주)서부티엔디,6730,Dec-17,,,483586172,665868733
(주)서부티엔디,6730,Dec-18,,,648431070,648431070
(주)서부티엔디,6730,Dec-19,,672403697,672403697,672403697
(주)서산,79650,Dec-11,43200415,43200415,27692397,27692397
(주)서산,79650,Dec-12,54659068,54659068,31670362,31670362
(주)서산,79650,Dec-13,64565771,64565771,33225709,33225709
(주)서산,79650,Dec-14,77865511,77865511,34935814,34935814
(주)서산,79650,Dec-15,95413027,95413027,36569739,36569739
(주)서산,79650,Dec-16,111613419,111613419,38536147,38536147
(주)서산,79650,Dec-17,116937829,116937829,40348132,40348132
(주)서산,79650,Dec-18,115893308,115893308,39134068,39134068
(주)서산,79650,Dec-19,111342347,111342347,37571893,37571893
(주)서연,7860,Dec-11,440516867,440516867,288107816,288107816
(주)서연,7860,Dec-12,484863000,531907164,367507126,367507126
(주)서연,7860,Dec-13,673283531,673283531,401289377,401289377
(주)서연,7860,Dec-14,885922527,885922527,308041755,308041755
(주)서연,7860,Dec-15,980778595,980778595,307539970,307539970
(주)서연,7860,Dec-16,1072030024,1072030024,345233216,345233216
(주)서연,7860,Dec-17,1000000478,1000000478,341919351,341919351
(주)서연,7860,Dec-18,950270188,950270188,341047330,341047330
(주)서연,7860,Dec-19,805006136,805006136,298948920,298948920
(주)서연이화,200880,Dec-14,522654733,522654733,301693074,301693074
(주)서연이화,200880,Dec-15,611545552,611545552,345745523,345745523
(주)서연이화,200880,Dec-16,679619369,679619369,385529908,390024328
(주)서연이화,200880,Dec-17,672655932,672655932,431638386,677081009
(주)서연이화,200880,Dec-18,666618079,666618079,660584522,660584522
(주)서연이화,200880,Dec-19,621604482,621604482,608804158,608804158
(주)서연탑메탈,19770,Dec-11,57401123,57401123,57374393,57374393
(주)서연탑메탈,19770,Dec-12,64092830,64092829,63417667,63417667
(주)서연탑메탈,19770,Dec-13,71275600,71275599,68441936,68441936
(주)서연탑메탈,19770,Dec-14,80951051,80951051,74309680,74309680
(주)서연탑메탈,19770,Dec-15,83297292,83297292,74570616,74570616
(주)서연탑메탈,19770,Dec-16,77847767,77847767,79239531,79239531
(주)서연탑메탈,19770,Dec-17,79450520,79450520,70312475,70312475
(주)서연탑메탈,19770,Dec-18,70219580,70219580,66466278,66466278
(주)서연탑메탈,19770,Dec-19,67008556,67008556,65742170,65742170
(주)서울리거,43710,Dec-11,9410562,9410562,9685555,9685555
(주)서울리거,43710,Dec-12,11089220,11089220,11475644,11475644
(주)서울리거,43710,Dec-13,989806,989806,1486777,1486777
(주)서울리거,43710,Dec-14,16978402,16978402,17548978,17548978
(주)서울리거,43710,Dec-15,14204889,14204889,14226923,14226923
(주)서울리거,43710,Dec-16,39519283,39519283,39667083,39667083
(주)서울리거,43710,Dec-17,36768555,36768555,37000902,37000902
(주)서울리거,43710,Dec-18,47847106,47847106,49286761,49286761
(주)서울리거,43710,Dec-19,65806542,65806542,52562036,52562036
(주)서울옥션,63170,Dec-11,50117513,50117513,49921709,49921709
(주)서울옥션,63170,Dec-12,52037883,52037883,51791217,51791217
(주)서울옥션,63170,Dec-13,53357750,53357750,52807483,52807483
(주)서울옥션,63170,Dec-14,55839476,55839476,54866054,54866054
(주)서울옥션,63170,Dec-15,67295344,67295344,60555017,60555017
(주)서울옥션,63170,Dec-16,72604075,72604075,61124269,61124269
(주)서울옥션,63170,Dec-17,72288535,72288535,60385355,60385355
(주)서울옥션,63170,Dec-18,78119326,78119326,61953084,61953084
(주)서울옥션,63170,Dec-19,68553031,68553031,53689020,53689020
(주)서울제약,18680,Dec-11,,,20382799,20382799
(주)서울제약,18680,Dec-12,,,25383598,25383598
(주)서울제약,18680,Dec-13,,,32252090,32252090
(주)서울제약,18680,Dec-14,,,31100098,31100098
(주)서울제약,18680,Dec-15,,,33528488,33528488
(주)서울제약,18680,Dec-16,,,36794334,36794334
(주)서울제약,18680,Dec-17,,,37121829,37121829
(주)서울제약,18680,Dec-18,,,30310098,30310098
(주)서울제약,18680,Dec-19,,,28450543,28450543
(주)서원,21050,Dec-11,141388560,141388560,101271286,101271286
(주)서원,21050,Dec-12,146201561,146201561,106806647,106806647
(주)서원,21050,Dec-13,110966490,110966490,96152692,96152692
(주)서원,21050,Dec-14,98900981,98900981,87481946,87481946
(주)서원,21050,Dec-15,66695242,66695242,57038836,57038836
(주)서원,21050,Dec-16,92551885,92551885,81247606,81247606
(주)서원,21050,Dec-17,93179605,93179605,77555244,77555244
(주)서원,21050,Dec-18,105289150,105289150,80191714,80191714
(주)서원,21050,Dec-19,107664343,107664343,80874831,80874831
(주)서원인텍,93920,Dec-11,88943970,88943970,82185060,82185060
(주)서원인텍,93920,Dec-12,95237689,95237689,94844800,94844800
(주)서원인텍,93920,Dec-13,118684874,118684874,118832536,118832536
(주)서원인텍,93920,Dec-14,141819853,141819853,148958503,148958503
(주)서원인텍,93920,Dec-15,157595002,157595002,156492825,156492825
(주)서원인텍,93920,Dec-16,164925977,164925977,162197536,162197536
(주)서원인텍,93920,Dec-17,153695492,153695492,155697526,155697526
(주)서원인텍,93920,Dec-18,153196547,153196547,145942328,145942328
(주)서원인텍,93920,Dec-19,160839139,160839139,147460771,147460771
(주)서전기전,189860,Dec-14,32418214,32418214,32198647,32198647
(주)서전기전,189860,Dec-15,30368077,30368077,30672190,30377628
(주)서전기전,189860,Dec-16,31392038,,31795496,31392038
(주)서전기전,189860,Dec-17,,,33650084,33650084
(주)서전기전,189860,Dec-18,,,36912428,36912428
(주)서전기전,189860,Dec-19,,,37763763,37763763
(주)서진시스템,178320,Dec-17,121296132,121296132,85669814,85669814
(주)서진시스템,178320,Dec-18,221666209,221666209,161243281,161243281
(주)서진시스템,178320,Dec-19,266892871,266892871,166930806,166930806
(주)서진오토모티브,122690,Dec-11,,,,
(주)서진오토모티브,122690,Dec-12,188985678,188985678,89502538,89502538
(주)서진오토모티브,122690,Dec-13,199021189,199021189,94722732,94722732
(주)서진오토모티브,122690,Dec-14,202724226,202724226,95325704,95325704
(주)서진오토모티브,122690,Dec-15,207056291,207056291,96735447,96735447
(주)서진오토모티브,122690,Dec-16,212537970,212537970,97750661,97750661
(주)서진오토모티브,122690,Dec-17,195443156,195443156,88650161,88650161
(주)서진오토모티브,122690,Dec-18,167869979,167869979,83349806,83349806
(주)서진오토모티브,122690,Dec-19,151307879,151307879,66606631,66606631
(주)서플러스글로벌,140070,Dec-17,110054887,110054887,107809473,107809473
(주)서플러스글로벌,140070,Dec-18,125377126,125377126,122660300,122660300
(주)서플러스글로벌,140070,Dec-19,125022912,125022912,123635268,123635268
(주)서한,11370,Dec-11,,,74582209,74582209
(주)서한,11370,Dec-12,,,77845752,77845752
(주)서한,11370,Dec-13,,,91742466,91742466
(주)서한,11370,Dec-14,,,116226377,119891762
(주)서한,11370,Dec-15,,,150109586,150109586
(주)서한,11370,Dec-16,,,212412199,212412199
(주)서한,11370,Dec-17,,,286447772,286447772
(주)서한,11370,Dec-18,,,298356975,298356975
(주)서한,11370,Dec-19,,,302099855,302099855
(주)서흥,8490,Dec-11,208861973,208861973,179653114,179653114
(주)서흥,8490,Dec-12,199953359,199953359,163534095,163534095
(주)서흥,8490,Dec-13,218228821,218228821,175546728,175546728
(주)서흥,8490,Dec-14,237288184,237288184,191486879,191486879
(주)서흥,8490,Dec-15,263041886,263041886,211461950,211461950
(주)서흥,8490,Dec-16,288439040,288439040,224962743,224962743
(주)서흥,8490,Dec-17,300840519,300840519,231343504,231343504
(주)서흥,8490,Dec-18,308172372,308172372,229022194,229022194
(주)서흥,8490,Dec-19,328994625,328994625,247486042,247486042
(주)서희건설,35890,Dec-11,231751130,231751130,228324593,228324593
(주)서희건설,35890,Dec-12,245321234,245321234,249369831,249369831
(주)서희건설,35890,Dec-13,179946552,179946552,191418704,191418704
(주)서희건설,35890,Dec-14,185750072,185750072,196584146,196584146
(주)서희건설,35890,Dec-15,201274840,201274840,201010338,201010338
(주)서희건설,35890,Dec-16,229393160,229393160,212926980,212926980
(주)서희건설,35890,Dec-17,269627955,269627955,255874328,255874328
(주)서희건설,35890,Dec-18,297368072,297368072,293791884,293791884
(주)서희건설,35890,Dec-19,394423522,394423522,401421805,401421805
(주)선광,3100,Dec-11,299624648,299624648,269960091,269960091
(주)선광,3100,Dec-12,321681911,321681911,284425936,284425936
(주)선광,3100,Dec-13,326865181,326865181,297215556,297215556
(주)선광,3100,Dec-14,284310123,284310123,282915374,282915374
(주)선광,3100,Dec-15,286753103,286753103,292860628,292860628
(주)선광,3100,Dec-16,300495585,300495585,309880812,309880812
(주)선광,3100,Dec-17,303956568,303956568,320291842,320291842
(주)선광,3100,Dec-18,304854749,304854749,319837088,319837088
(주)선광,3100,Dec-19,307007770,304604827,319502756,319502756
(주)선앤엘,2820,Dec-11,272705081,271817156,273087394,273087394
(주)선앤엘,2820,Dec-12,265683919,265683919,271377128,271377128
(주)선앤엘,2820,Dec-13,264553370,264553370,270030069,270030069
(주)선앤엘,2820,Dec-14,268285548,268285548,277135036,277135036
(주)선앤엘,2820,Dec-15,272941148,272941148,277220388,277220388
(주)선앤엘,2820,Dec-16,282521532,282521532,279457420,279457420
(주)선앤엘,2820,Dec-17,270101074,265025091,261451936,258136058
(주)선앤엘,2820,Dec-18,255097224,255097224,255606197,255606197
(주)선앤엘,2820,Dec-19,216801231,216801231,218945705,218945705
(주)선익시스템,171090,Dec-17,90842880,90842880,90857449,90857449
(주)선익시스템,171090,Dec-18,83933109,83933109,84241661,84241661
(주)선익시스템,171090,Dec-19,90625603,90625603,90952729,90952729
(주)선진,136490,Dec-11,,,85770578,85770578
(주)선진,136490,Dec-12,,116212380,116212380,116196317
(주)선진,136490,Dec-13,145445452,145445452,145554460,145554460
(주)선진,136490,Dec-14,167421676,167421676,168788246,168788246
(주)선진,136490,Dec-15,189726285,189726285,192234914,192234914
(주)선진,136490,Dec-16,194816158,194816158,215003864,215003864
(주)선진,136490,Dec-17,334821012,334821012,338657529,338657529
(주)선진,136490,Dec-18,331122520,331122520,349111677,349111677
(주)선진,136490,Dec-19,331292625,331292625,375019061,375019061
(주)성광벤드,14620,Dec-11,320438979,320438979,300711593,300711593
(주)성광벤드,14620,Dec-12,371884041,371884041,349709877,349709877
(주)성광벤드,14620,Dec-13,434702207,434702207,411777012,411777012
(주)성광벤드,14620,Dec-14,452053997,452053997,443554395,443554395
(주)성광벤드,14620,Dec-15,465517921,465517921,455890497,455890497
(주)성광벤드,14620,Dec-16,469067084,469067084,457569150,457569150
(주)성광벤드,14620,Dec-17,450362811,450362811,436935018,436935018
(주)성광벤드,14620,Dec-18,436026968,436026968,424707343,424707343
(주)성광벤드,14620,Dec-19,439264457,439264457,430920177,430920177
(주)성도이엔지,37350,Dec-11,90216669,90216669,100345189,100345189
(주)성도이엔지,37350,Dec-12,125954143,126121029,104843749,104843749
(주)성도이엔지,37350,Dec-13,149095120,149095120,114040468,114040468
(주)성도이엔지,37350,Dec-14,161962707,161962707,131033361,131033361
(주)성도이엔지,37350,Dec-15,170494435,170494435,134086338,134086338
(주)성도이엔지,37350,Dec-16,187422029,187422029,146321728,146321728
(주)성도이엔지,37350,Dec-17,186976948,186976948,164807682,164807682
(주)성도이엔지,37350,Dec-18,194696642,201328856,162008381,168640595
(주)성도이엔지,37350,Dec-19,139056397,139056397,106289007,106289007
(주)성안,11300,Dec-11,99560905,99560905,73042021,73042021
(주)성안,11300,Dec-12,104748390,104748390,74572576,74572576
(주)성안,11300,Dec-13,108285779,108285779,78063644,78063644
(주)성안,11300,Dec-14,103578375,103578375,74094932,74094932
(주)성안,11300,Dec-15,97472317,97472317,72718525,72718525
(주)성안,11300,Dec-16,87637149,87637149,80520105,80520105
(주)성안,11300,Dec-17,107772107,107772107,94930583,94930583
(주)성안,11300,Dec-18,94847407,77655547,89838162,89838162
(주)성안,11300,Dec-19,34728445,79275364,46001567,64724904
(주)성우하이텍,15750,Dec-11,840037892,840037892,501017423,501017423
(주)성우하이텍,15750,Dec-12,951732231,951732231,563378110,563378110
(주)성우하이텍,15750,Dec-13,1010237125,1010237125,629640100,629640100
(주)성우하이텍,15750,Dec-14,1101389375,1101389375,723960266,723960266
(주)성우하이텍,15750,Dec-15,1131172007,1131172007,805007392,805007392
(주)성우하이텍,15750,Dec-16,1152030897,1189475556,870560071,870560071
(주)성우하이텍,15750,Dec-17,1183591985,1183591985,932542102,932542102
(주)성우하이텍,15750,Dec-18,1279481799,1279481799,1060587766,1060587766
(주)성우하이텍,15750,Dec-19,1316206738,1316206738,1020265073,1020265073
(주)성창오토텍,80470,Dec-11,32427089,32427089,31574909,31574909
(주)성창오토텍,80470,Dec-12,37842726,41267078,34252433,34252433
(주)성창오토텍,80470,Dec-13,44581640,44581640,40813066,40813066
(주)성창오토텍,80470,Dec-14,46175496,46175496,41900798,41900798
(주)성창오토텍,80470,Dec-15,46844548,46844548,44009863,43070612
(주)성창오토텍,80470,Dec-16,48530791,48530791,44173927,44173927
(주)성창오토텍,80470,Dec-17,46306322,46306322,42663023,42663023
(주)성창오토텍,80470,Dec-18,42622904,42622904,38827919,38827919
