회사명,거래소코드,회계년도,[제조]   금융비용(IFRS연결),[제조]매출액(수익)(*)(IFRS연결),[제조]   금융비용(IFRS),[제조]매출액(수익)(*)(IFRS)
(주)가비아,079940,2016/12,0,102178978,0,49430564
(주)가비아,079940,2017/12,0,116217941,0,52365659
(주)가비아,079940,2018/12,0,128728438,0,55197652
(주)가비아,079940,2019/12,0,148306878,0,58254105
(주)강스템바이오텍,217730,2015/12,,,0,1484593
(주)강스템바이오텍,217730,2016/12,,,0,842805
(주)강스템바이오텍,217730,2017/12,0,9132939,0,5394323
(주)강스템바이오텍,217730,2018/12,0,9165454,0,1001039
(주)강스템바이오텍,217730,2019/12,0,6004584,0,282069
(주)강원랜드,035250,2011/12,0,1265686425,0,1263651213
(주)강원랜드,035250,2012/12,0,1296191223,0,1292896121
(주)강원랜드,035250,2013/12,0,1361286598,0,1356906162
(주)강원랜드,035250,2014/12,0,1496541441,0,1492291312
(주)강원랜드,035250,2015/12,0,1633716839,0,1630976696
(주)강원랜드,035250,2016/12,0,1696532511,0,1694575212
(주)강원랜드,035250,2017/12,0,1604470055,0,1602901764
(주)강원랜드,035250,2018/12,0,1438059299,0,1436042435
(주)강원랜드,035250,2019/12,0,1520080449,0,1517612252
(주)강원에너지,114190,2011/11,,,0,50222892
(주)강원에너지,114190,2012/12,,,0,106471214
(주)강원에너지,114190,2013/12,,,0,50660659
(주)강원에너지,114190,2014/12,,,0,51481321
(주)강원에너지,114190,2015/12,0,46188664,0,48852892
(주)강원에너지,114190,2016/12,0,42287473,0,44448760
(주)강원에너지,114190,2017/12,0,82034829,0,83113029
(주)강원에너지,114190,2018/12,0,85905365,0,85905365
(주)강원에너지,114190,2019/12,0,42549622,0,42549622
(주)갤럭시아에스엠,011420,2011/12,0,47331427,0,31931418
(주)갤럭시아에스엠,011420,2012/12,0,55049732,0,37398255
(주)갤럭시아에스엠,011420,2013/12,0,46437304,0,30903637
(주)갤럭시아에스엠,011420,2014/12,0,43885894,0,33027933
(주)갤럭시아에스엠,011420,2015/12,0,62472754,0,53784932
(주)갤럭시아에스엠,011420,2016/12,0,52626331,0,45665676
(주)갤럭시아에스엠,011420,2017/12,0,37281280,0,36917656
(주)갤럭시아에스엠,011420,2018/12,0,22060413,0,22030258
(주)갤럭시아에스엠,011420,2019/12,0,28732679,0,28732679
(주)경농,002100,2011/12,0,121253605,0,120728258
(주)경농,002100,2012/12,0,136970449,0,131021366
(주)경농,002100,2013/12,0,196358952,0,139237273
(주)경농,002100,2014/12,0,188483147,0,134806677
(주)경농,002100,2015/12,0,196418710,0,137609256
(주)경농,002100,2016/12,0,203984939,0,143209666
(주)경농,002100,2017/12,0,206534382,0,143175105
(주)경농,002100,2018/12,0,212654617,0,146216658
(주)경농,002100,2019/12,0,227510941,0,151342037
(주)경동나비엔,009450,2011/12,0,341246917,0,318269213
(주)경동나비엔,009450,2012/12,0,379014259,0,341339118
(주)경동나비엔,009450,2013/12,0,414177562,0,371601179
(주)경동나비엔,009450,2014/12,0,428985365,0,382392117
(주)경동나비엔,009450,2015/12,0,512031120,0,448302084
(주)경동나비엔,009450,2016/12,0,583252904,0,506082201
(주)경동나비엔,009450,2017/12,0,684660958,0,569819524
(주)경동나비엔,009450,2018/12,0,726741615,0,618058456
(주)경동나비엔,009450,2019/12,0,774290704,0,655419303
(주)경동도시가스,267290,2017/12,0,871548284,0,870828897
(주)경동도시가스,267290,2018/12,0,1606531867,0,1605687067
(주)경동도시가스,267290,2019/12,0,1422707835,0,1421866212
(주)경동인베스트,012320,2011/12,0,1847666903,0,1806174764
(주)경동인베스트,012320,2012/12,0,2502642394,0,2403814656
(주)경동인베스트,012320,2013/12,0,2788264380,0,2664100017
(주)경동인베스트,012320,2014/12,0,2603059058,0,2399450987
(주)경동인베스트,012320,2015/12,0,1604168482,0,1352478311
(주)경동인베스트,012320,2016/12,0,1181902637,0,1021002691
(주)경동인베스트,012320,2017/12,0,195069859,0,612436
(주)경동인베스트,012320,2018/12,0,228644016,0,7460898
(주)경동인베스트,012320,2019/12,0,271765025,0,8641051
(주)경방,000050,2011/12,0,348136369,0,275746943
(주)경방,000050,2012/12,0,333620804,0,265409209
(주)경방,000050,2013/12,0,347189559,0,264782077
(주)경방,000050,2014/12,0,329036023,0,256979444
(주)경방,000050,2015/12,0,357628146,0,307744480
(주)경방,000050,2016/12,0,377445013,0,313876822
(주)경방,000050,2017/12,0,360788750,0,288103985
(주)경방,000050,2018/12,0,351438926,0,279085217
(주)경방,000050,2019/12,0,343892085,0,253552382
(주)경보제약,214390,2015/12,,,0,178032632
(주)경보제약,214390,2016/12,,,0,186726170
(주)경보제약,214390,2017/12,,,0,191661374
(주)경보제약,214390,2018/12,,,0,201343596
(주)경보제약,214390,2019/12,,,0,191706189
(주)경인양행,012610,2011/12,0,233095049,0,128707611
(주)경인양행,012610,2012/12,0,218604655,0,141304459
(주)경인양행,012610,2013/12,0,260808400,0,183106757
(주)경인양행,012610,2014/12,0,277181095,0,190395047
(주)경인양행,012610,2015/12,0,263163677,0,175006703
(주)경인양행,012610,2016/12,0,274873817,0,179267850
(주)경인양행,012610,2017/12,0,299987729,0,193975818
(주)경인양행,012610,2018/12,0,331102011,0,222659442
(주)경인양행,012610,2019/12,0,358802386,0,245244968
(주)고려시멘트,198440,2014/12,,,,
(주)고려시멘트,198440,2015/12,,,,
(주)고려시멘트,198440,2016/12,,,,
(주)고려시멘트,198440,2017/12,,,0,87660276
(주)고려시멘트,198440,2018/12,,,0,85775723
(주)고려시멘트,198440,2019/12,,,0,70921781
(주)고영테크놀러지,098460,2011/12,0,86130810,0,80200892
(주)고영테크놀러지,098460,2012/12,0,107841666,0,100791139
(주)고영테크놀러지,098460,2013/12,0,111902729,0,103933681
(주)고영테크놀러지,098460,2014/12,0,142840131,0,135531589
(주)고영테크놀러지,098460,2015/12,0,145904431,0,138554625
(주)고영테크놀러지,098460,2016/12,0,171793841,0,153254768
(주)고영테크놀러지,098460,2017/12,0,203368626,0,188934907
(주)고영테크놀러지,098460,2018/12,0,238208865,0,219818022
(주)고영테크놀러지,098460,2019/12,0,222057035,0,209480760
(주)골드앤에스,035290,2011/12,0,47522791,0,47522791
(주)골드앤에스,035290,2012/12,0,43889087,0,43889087
(주)골드앤에스,035290,2013/12,0,39548810,0,36607591
(주)골드앤에스,035290,2014/12,0,31287203,0,29428881
(주)골드앤에스,035290,2015/12,0,22197935,0,22197935
(주)골드앤에스,035290,2016/12,0,15893494,0,15893494
(주)골드앤에스,035290,2017/12,0,12802035,0,12802035
(주)골드앤에스,035290,2018/12,0,8680452,0,8680452
(주)골드앤에스,035290,2019/12,0,7642733,0,7642733
(주)골드퍼시픽,038530,2011/12,,,0,11236925
(주)골드퍼시픽,038530,2012/12,,,0,10491048
(주)골드퍼시픽,038530,2013/12,0,7167832,0,6488691
(주)골드퍼시픽,038530,2014/12,0,16486257,0,4855121
(주)골드퍼시픽,038530,2015/12,0,18635305,0,6121489
(주)골드퍼시픽,038530,2016/12,,,0,9588100
(주)골드퍼시픽,038530,2017/12,,,0,5031439
(주)골드퍼시픽,038530,2018/12,0,5708281,0,5580994
(주)골드퍼시픽,038530,2019/12,,,0,11323125
(주)골프존,215000,2015/12,0,201560389,0,184085342
(주)골프존,215000,2016/12,0,216964342,0,196864993
(주)골프존,215000,2017/12,0,200105321,0,171859065
(주)골프존,215000,2018/12,0,198705194,0,191571105
(주)골프존,215000,2019/12,0,247018099,0,239051647
(주)골프존뉴딘홀딩스,121440,2011/12,0,215793737,0,209788389
(주)골프존뉴딘홀딩스,121440,2012/12,0,289629366,0,276341690
(주)골프존뉴딘홀딩스,121440,2013/12,0,365126358,0,340005073
(주)골프존뉴딘홀딩스,121440,2014/12,0,429589619,0,387066126
(주)골프존뉴딘홀딩스,121440,2015/12,0,164536448,0,29389093
(주)골프존뉴딘홀딩스,121440,2016/12,0,243275475,0,27652102
(주)골프존뉴딘홀딩스,121440,2017/12,0,213756902,0,23499543
(주)골프존뉴딘홀딩스,121440,2018/12,0,223036801,0,16100354
(주)골프존뉴딘홀딩스,121440,2019/12,0,228935651,0,26897482
(주)광림,014200,2011/12,,,0,106495363
(주)광림,014200,2012/12,,,0,85322569
(주)광림,014200,2013/12,,,0,103442134
(주)광림,014200,2014/12,0,231446314,0,92553612
(주)광림,014200,2015/12,,,0,237222890
(주)광림,014200,2016/12,0,87302967,0,87302967
(주)광림,014200,2017/12,0,135191558,0,99421336
(주)광림,014200,2018/12,0,136595300,0,75493055
(주)광림,014200,2019/12,0,145864184,0,93241157
(주)광명전기,017040,2011/12,0,92382628,0,57967857
(주)광명전기,017040,2012/12,0,117216514,0,79318302
(주)광명전기,017040,2013/12,0,117852824,0,90344376
(주)광명전기,017040,2014/12,0,134778387,0,115801471
(주)광명전기,017040,2015/12,0,116316957,0,93000177
(주)광명전기,017040,2016/12,0,96942911,0,96931493
(주)광명전기,017040,2017/12,0,101561159,0,105083042
(주)광명전기,017040,2018/12,0,114110654,0,96949804
(주)광명전기,017040,2019/12,0,131864294,0,125009206
(주)광무,029480,2011/12,0,51755052,0,50359203
(주)광무,029480,2012/12,0,41178683,0,40406860
(주)광무,029480,2013/12,0,20534276,0,10105219
(주)광무,029480,2014/12,,,0,38409667
(주)광무,029480,2015/12,,,0,17648493
(주)광무,029480,2016/12,,,0,26429957
(주)광무,029480,2017/12,,,0,21540953
(주)광무,029480,2018/12,0,23074941,0,20707286
(주)광무,029480,2019/12,0,36483979,0,25244176
(주)광주신세계,037710,2011/12,,,0,219613514
(주)광주신세계,037710,2012/12,,,0,213803173
(주)광주신세계,037710,2013/12,,,0,206606675
(주)광주신세계,037710,2014/12,,,0,204820461
(주)광주신세계,037710,2015/12,,,0,205331892
(주)광주신세계,037710,2016/12,,,0,210423594
(주)광주신세계,037710,2017/12,,,0,209647360
(주)광주신세계,037710,2018/12,,,0,135213362
(주)광주신세계,037710,2019/12,,,0,154879496
(주)구영테크,053270,2011/12,0,147832315,0,62527619
(주)구영테크,053270,2012/12,0,155788988,0,65451015
(주)구영테크,053270,2013/12,0,172747316,0,76282590
(주)구영테크,053270,2014/12,0,170528694,0,77799749
(주)구영테크,053270,2015/12,0,172083049,0,87109177
(주)구영테크,053270,2016/12,0,148301597,0,75320433
(주)구영테크,053270,2017/12,0,149833357,0,74298129
(주)구영테크,053270,2018/12,0,195238339,0,81928926
(주)구영테크,053270,2019/12,0,230853336,0,93132845
(주)국동,005320,2011/12,0,154293577,0,100097439
(주)국동,005320,2012/12,0,138172746,0,91524436
(주)국동,005320,2013/12,0,147860227,0,95716049
(주)국동,005320,2014/12,0,186086561,0,117861978
(주)국동,005320,2015/12,0,170296068,0,102431161
(주)국동,005320,2016/12,0,197368723,0,127275873
(주)국동,005320,2017/12,0,191602989,0,130016453
(주)국동,005320,2018/12,0,219550054,0,136811631
(주)국동,005320,2019/12,0,223077183,0,116180044
(주)국보,001140,2011/12,0,130636214,0,118304924
(주)국보,001140,2012/12,0,122343037,0,109183947
(주)국보,001140,2013/12,0,117073443,0,108994114
(주)국보,001140,2014/12,0,97520169,0,89859741
(주)국보,001140,2015/12,0,91618545,0,85267457
(주)국보,001140,2016/12,0,87333326,0,77773715
(주)국보,001140,2017/12,0,78255522,0,74662255
(주)국보,001140,2018/12,0,71549828,0,66929948
(주)국보,001140,2019/12,0,89087334,0,58296078
(주)국보디자인,066620,2011/12,0,130689686,0,123203000
(주)국보디자인,066620,2012/12,0,119402993,0,118458574
(주)국보디자인,066620,2013/12,0,163518536,0,153216189
(주)국보디자인,066620,2014/12,0,176373907,0,158268803
(주)국보디자인,066620,2015/12,0,192608497,0,157657615
(주)국보디자인,066620,2016/12,0,201410031,0,191620729
(주)국보디자인,066620,2017/12,0,270658405,0,262522024
(주)국보디자인,066620,2018/12,0,254259835,0,231093439
(주)국보디자인,066620,2019/12,0,269005976,0,237054909
(주)국순당,043650,2011/12,0,127686247,0,124279594
(주)국순당,043650,2012/12,0,118697826,0,115146725
(주)국순당,043650,2013/12,0,99173525,0,96140591
(주)국순당,043650,2014/12,0,91863604,0,89173752
(주)국순당,043650,2015/12,0,77443124,0,74955341
(주)국순당,043650,2016/12,0,69701266,0,68425801
(주)국순당,043650,2017/12,0,62761236,0,60087461
(주)국순당,043650,2018/12,0,61496072,0,52679104
(주)국순당,043650,2019/12,0,102095769,0,48045002
(주)국영지앤엠,006050,2011/12,,,0,42569848
(주)국영지앤엠,006050,2012/12,,,0,43781593
(주)국영지앤엠,006050,2013/12,,,0,55789778
(주)국영지앤엠,006050,2014/12,,,0,51491847
(주)국영지앤엠,006050,2015/12,,,0,40107647
(주)국영지앤엠,006050,2016/12,,,0,51456556
(주)국영지앤엠,006050,2017/12,,,0,62861661
(주)국영지앤엠,006050,2018/12,,,0,56301480
(주)국영지앤엠,006050,2019/12,,,0,73013468
(주)국전약품,307750,2018/12,,,,
(주)국전약품,307750,2019/12,,,,
(주)그래디언트,035080,2011/12,0,428571939,0,9501248
(주)그래디언트,035080,2012/12,0,454225001,0,11150621
(주)그래디언트,035080,2013/12,0,2930521926,0,7939840
(주)그래디언트,035080,2014/12,0,3135027346,0,7753595
(주)그래디언트,035080,2015/12,0,3536848758,0,12870821
(주)그래디언트,035080,2016/12,0,3845761388,0,16516754
(주)그래디언트,035080,2017/12,0,3541486629,0,12485184
(주)그래디언트,035080,2018/12,0,3440906300,0,12237889
(주)그래디언트,035080,2019/12,0,3412333826,0,8719700
(주)그리티,204020,2018/12,0,119259702,0,117056356
(주)그리티,204020,2019/12,0,123079831,0,120984485
(주)그린플러스,186230,2019/12,0,48831866,0,39502728
(주)글로벌스탠다드테크놀로지,083450,2011/12,0,41504144,0,40662578
(주)글로벌스탠다드테크놀로지,083450,2012/12,0,64812103,0,62774905
(주)글로벌스탠다드테크놀로지,083450,2013/12,0,80982977,0,78917554
(주)글로벌스탠다드테크놀로지,083450,2014/12,0,89122994,0,85992839
(주)글로벌스탠다드테크놀로지,083450,2015/12,0,84422579,0,80102292
(주)글로벌스탠다드테크놀로지,083450,2016/12,0,90819412,0,81859588
(주)글로벌스탠다드테크놀로지,083450,2017/12,0,162835484,0,154761834
(주)글로벌스탠다드테크놀로지,083450,2018/12,0,129850197,0,115619452
(주)글로벌스탠다드테크놀로지,083450,2019/12,0,168231754,0,150777009
(주)금비,008870,2011/09,0,182184368,0,90614774
(주)금비,008870,2012/09,0,176226095,0,83296660
(주)금비,008870,2013/09,0,175061513,0,82028937
(주)금비,008870,2014/09,0,177506459,0,80715556
(주)금비,008870,2015/09,0,189495056,0,93629076
(주)금비,008870,2016/09,0,200543667,0,100327539
(주)금비,008870,2017/09,0,185531452,0,80379261
(주)금비,008870,2018/09,0,196995589,0,90793198
(주)금비,008870,2019/09,0,201404468,0,91480486
(주)금양,001570,2011/12,0,109810009,0,100918699
(주)금양,001570,2012/12,0,122905331,0,108275608
(주)금양,001570,2013/12,0,156304448,0,132045280
(주)금양,001570,2014/12,0,158550531,0,137946044
(주)금양,001570,2015/12,0,158999533,0,152450369
(주)금양,001570,2016/12,0,168681746,0,161001876
(주)금양,001570,2017/12,0,180373683,0,150809075
(주)금양,001570,2018/12,0,205441375,0,151676398
(주)금양,001570,2019/12,0,172723864,0,135915020
(주)금호에이치티,214330,2015/12,0,203071984,0,181779820
(주)금호에이치티,214330,2016/12,0,208574892,0,189733826
(주)금호에이치티,214330,2017/12,0,179707629,0,165485490
(주)금호에이치티,214330,2018/12,0,209260006,0,189250383
(주)금호에이치티,214330,2019/12,0,251095062,0,221734443
(주)금화피에스시,036190,2011/12,,,0,82738193
(주)금화피에스시,036190,2012/12,,,0,108224285
(주)금화피에스시,036190,2013/12,0,166122419,0,156630832
(주)금화피에스시,036190,2014/12,0,189631759,0,166948026
(주)금화피에스시,036190,2015/12,0,235969690,0,196919865
(주)금화피에스시,036190,2016/12,0,235018376,0,201547339
(주)금화피에스시,036190,2017/12,0,205781841,0,174993150
(주)금화피에스시,036190,2018/12,0,233326733,0,202098199
(주)금화피에스시,036190,2019/12,0,209435314,0,179177462
(주)기가레인,049080,2013/12,0,94791934,0,94055571
(주)기가레인,049080,2014/12,0,95718992,0,95460665
(주)기가레인,049080,2015/12,0,61576391,0,61254807
(주)기가레인,049080,2016/12,0,75445071,0,70397030
(주)기가레인,049080,2017/12,0,100131227,0,89874499
(주)기가레인,049080,2018/12,0,124772205,0,114668638
(주)기가레인,049080,2019/12,0,72769411,0,63361399
(주)기산텔레콤,035460,2011/12,0,65679195,0,36332290
(주)기산텔레콤,035460,2012/12,0,74315907,0,49240507
(주)기산텔레콤,035460,2013/12,0,79463728,0,48367030
(주)기산텔레콤,035460,2014/12,0,74512326,0,41612762
(주)기산텔레콤,035460,2015/12,0,79710503,0,45712905
(주)기산텔레콤,035460,2016/12,0,59172319,0,24679656
(주)기산텔레콤,035460,2017/12,0,63467585,0,29568090
(주)기산텔레콤,035460,2018/12,0,56445716,0,24864346
(주)기산텔레콤,035460,2019/12,0,67054955,0,30545683
(주)까뮤이앤씨,013700,2011/12,,,0,90048208
(주)까뮤이앤씨,013700,2012/12,,,0,90976586
(주)까뮤이앤씨,013700,2013/12,,,0,83568532
(주)까뮤이앤씨,013700,2014/12,,,0,123567918
(주)까뮤이앤씨,013700,2015/12,,,0,132370311
(주)까뮤이앤씨,013700,2016/12,,,0,139708060
(주)까뮤이앤씨,013700,2017/12,,,0,172176860
(주)까뮤이앤씨,013700,2018/12,,,0,116296828
(주)까뮤이앤씨,013700,2019/12,,,0,283420655
(주)까스텔바작,308100,2019/12,0,81358617,0,81068234
(주)나노,187790,2014/12,,,,
(주)나노,187790,2015/12,0,29901810,0,14881694
(주)나노,187790,2016/12,0,48175171,0,18480121
(주)나노,187790,2017/12,0,73089292,0,29944292
(주)나노,187790,2018/12,0,81942719,0,34238747
(주)나노,187790,2019/12,0,73694955,0,38421023
(주)나노브릭,286750,2019/12,0,7775408,0,7775408
(주)나노신소재,121600,2011/12,0,33480756,0,33480756
(주)나노신소재,121600,2012/12,0,23644347,0,23644347
(주)나노신소재,121600,2013/12,0,27009014,0,26827489
(주)나노신소재,121600,2014/12,0,27926752,0,27926752
(주)나노신소재,121600,2015/12,0,43140425,0,43140425
(주)나노신소재,121600,2016/12,0,41111800,0,41111800
(주)나노신소재,121600,2017/12,0,45568866,0,45568866
(주)나노신소재,121600,2018/12,0,52249960,0,52249960
(주)나노신소재,121600,2019/12,0,48892961,0,48892961
(주)나노엔텍,039860,2011/12,0,13153879,0,13088091
(주)나노엔텍,039860,2012/12,0,13435035,0,13561450
(주)나노엔텍,039860,2013/12,0,19084457,0,19071599
(주)나노엔텍,039860,2014/12,0,19498657,0,20255673
(주)나노엔텍,039860,2015/12,0,24839316,0,18652444
(주)나노엔텍,039860,2016/12,0,22205895,0,19928840
(주)나노엔텍,039860,2017/12,0,23809593,0,22133358
(주)나노엔텍,039860,2018/12,0,25796821,0,24871160
(주)나노엔텍,039860,2019/12,0,26255836,0,25099090
(주)나무가,190510,2015/12,0,403847036,0,330071994
(주)나무가,190510,2016/12,0,292613003,0,189575941
(주)나무가,190510,2017/12,0,257564977,0,169353908
(주)나무가,190510,2018/12,0,312824892,0,199656907
(주)나무가,190510,2019/12,0,362063863,0,275379664
(주)나스미디어,089600,2013/12,,,0,24754414
(주)나스미디어,089600,2014/12,,,0,29855317
(주)나스미디어,089600,2015/12,,,0,45490455
(주)나스미디어,089600,2016/12,0,69943009,0,61749724
(주)나스미디어,089600,2017/12,0,120275391,0,84283178
(주)나스미디어,089600,2018/12,0,106607030,0,71877991
(주)나스미디어,089600,2019/12,0,117006838,0,78372579
(주)나이벡,138610,2011/12,,,0,2702416
(주)나이벡,138610,2012/12,,,0,3875799
(주)나이벡,138610,2013/12,,,0,2271977
(주)나이벡,138610,2014/12,,,0,4786118
(주)나이벡,138610,2015/12,,,0,4173528
(주)나이벡,138610,2016/12,,,0,4804232
(주)나이벡,138610,2017/12,,,0,6302575
(주)나이벡,138610,2018/12,,,0,5207877
(주)나이벡,138610,2019/12,,,0,9287488
(주)나이스디앤비,130580,2011/12,,,0,17447086
(주)나이스디앤비,130580,2012/12,,,0,19285428
(주)나이스디앤비,130580,2013/12,,,0,19592150
(주)나이스디앤비,130580,2014/12,,,0,21139275
(주)나이스디앤비,130580,2015/12,0,25675101,0,23685546
(주)나이스디앤비,130580,2016/12,0,33964917,0,24018056
(주)나이스디앤비,130580,2017/12,0,42282947,0,32327045
(주)나이스디앤비,130580,2018/12,0,52040929,0,42167015
(주)나이스디앤비,130580,2019/12,0,77330430,0,50280560
(주)나이스홀딩스,034310,2011/12,0,194810015,0,27906675
(주)나이스홀딩스,034310,2012/12,0,211902144,0,32479387
(주)나이스홀딩스,034310,2013/12,0,754166289,0,24585959
(주)나이스홀딩스,034310,2014/12,0,936827214,0,24855128
(주)나이스홀딩스,034310,2015/12,0,1090840202,0,30358130
(주)나이스홀딩스,034310,2016/12,0,1346411434,0,33693212
(주)나이스홀딩스,034310,2017/12,0,1450068987,0,37458486
(주)나이스홀딩스,034310,2018/12,0,1611892148,0,40325277
(주)나이스홀딩스,034310,2019/12,0,1877743691,0,44669568
(주)나인테크,267320,2017/12,,,,
(주)나인테크,267320,2018/12,,,,
(주)나인테크,267320,2019/12,,,,
(주)남선알미늄,008350,2011/12,0,302410988,0,302410988
(주)남선알미늄,008350,2012/12,,,0,308547177
