회사명,거래소코드,회계년도,당기순이익(IFRS연결),전기순이익(IFRS연결),당기순이익(IFRS개별),전기순이익(IFRS개별)
(주)성광벤드,14620,Dec-11,24594846,24594846,20460589,20460589
(주)성광벤드,14620,Dec-12,55519094,55519094,52828419,52828419
(주)성광벤드,14620,Dec-13,68730282,68730282,67738020,67738020
(주)성광벤드,14620,Dec-14,44081833,44081833,43639730,43639730
(주)성광벤드,14620,Dec-15,19455271,19455271,18323112,18323112
(주)성광벤드,14620,Dec-16,4561634,4561634,2751067,2751067
(주)성광벤드,14620,Dec-17,-16318803,-16318803,-18651597,-18651597
(주)성광벤드,14620,Dec-18,-8333726,-8333726,-6461322,-6461322
(주)성광벤드,14620,Dec-19,6167400,6167400,9392350,9392350
(주)성도이엔지,37350,Dec-11,3038675,3038675,10623522,10623522
(주)성도이엔지,37350,Dec-12,40561715,40797644,5575706,5575706
(주)성도이엔지,37350,Dec-13,22062280,22062280,9003856,9003856
(주)성도이엔지,37350,Dec-14,10818119,10818119,17726607,17726607
(주)성도이엔지,37350,Dec-15,8194014,8194014,4921356,4921356
(주)성도이엔지,37350,Dec-16,23418768,23418768,13761281,13761281
(주)성도이엔지,37350,Dec-17,21235465,21235465,20145344,20145344
(주)성도이엔지,37350,Dec-18,15331610,17317303,4439672,6425364
(주)성도이엔지,37350,Dec-19,-65568397,-65568397,-64418428,-64418428
(주)성안,11300,Dec-11,5061499,5061500,1688864,1688864
(주)성안,11300,Dec-12,5568467,5568467,1757336,1757336
(주)성안,11300,Dec-13,4318378,4318378,3471959,3471959
(주)성안,11300,Dec-14,-3806790,-3806790,-3765918,-3765918
(주)성안,11300,Dec-15,-5463983,-5463983,-831817,-831817
(주)성안,11300,Dec-16,-3543534,-3543534,8453937,8453937
(주)성안,11300,Dec-17,-8718305,-8718305,-5184850,-5184850
(주)성안,11300,Dec-18,-13022455,-20226567,-5027986,-5027986
(주)성안,11300,Dec-19,-43560963,-16205904,-43787374,-25064037
(주)성우하이텍,15750,Dec-11,75497139,75497139,51099445,51099445
(주)성우하이텍,15750,Dec-12,160914573,160914573,66697260,66697260
(주)성우하이텍,15750,Dec-13,153403043,153403043,96835635,96835635
(주)성우하이텍,15750,Dec-14,130526105,130526105,107958423,107958423
(주)성우하이텍,15750,Dec-15,30922692,30922692,94682016,94682016
(주)성우하이텍,15750,Dec-16,27419171,38892368,72701036,72701036
(주)성우하이텍,15750,Dec-17,29281956,29281956,56921778,56921778
(주)성우하이텍,15750,Dec-18,18546014,18546014,62541549,62541549
(주)성우하이텍,15750,Dec-19,29501514,29501514,-27454645,-27454645
(주)성창오토텍,80470,Dec-11,4459435,4459435,4277574,4277574
(주)성창오토텍,80470,Dec-12,6197617,7150669,3441530,3441530
(주)성창오토텍,80470,Dec-13,3996631,3996631,4642910,4642910
(주)성창오토텍,80470,Dec-14,2153641,2153641,1982054,1982054
(주)성창오토텍,80470,Dec-15,1174806,1174806,2667647,1328934
(주)성창오토텍,80470,Dec-16,1523907,1523907,1094384,1094384
(주)성창오토텍,80470,Dec-17,-1288740,-1288740,-1181123,-1181123
(주)성창오토텍,80470,Dec-18,-3053272,-3053272,-2983236,-2983236
(주)성창오토텍,80470,Dec-19,-140764,-140764,-770429,-770429
(주)세경하이테크,148150,Dec-19,21123932,21123932,18278437,18278437
(주)세동,53060,Dec-11,154337,154337,-1838730,-1838730
(주)세동,53060,Dec-12,586968,586968,483663,483663
(주)세동,53060,Dec-13,1429157,1429157,1509692,1509692
(주)세동,53060,Dec-14,-1842105,-1842105,-2017201,-2017201
(주)세동,53060,Dec-15,-4198930,-4198930,369377,369377
(주)세동,53060,Dec-16,-2579120,-2579120,-6662380,-6662380
(주)세동,53060,Dec-17,-7778987,-7778987,-10707528,-10707528
(주)세동,53060,Dec-18,-4182181,-4182181,-6651486,-6651486
(주)세동,53060,Dec-19,-6196756,-6196756,-14609436,-14609436
(주)세림비앤지,340440,Dec-19,,,,
(주)세보엠이씨,11560,Dec-11,7957876,7957876,7884018,7884018
(주)세보엠이씨,11560,Dec-12,7076445,7076445,6143501,6143501
(주)세보엠이씨,11560,Dec-13,5584536,5584536,4562636,4562636
(주)세보엠이씨,11560,Dec-14,8047203,8047203,5705077,5705077
(주)세보엠이씨,11560,Dec-15,13664565,13664565,10438582,10438582
(주)세보엠이씨,11560,Dec-16,14067004,14067004,13952661,13952661
(주)세보엠이씨,11560,Dec-17,21596937,21596937,21300313,21300313
(주)세보엠이씨,11560,Dec-18,21156520,21156520,23999695,23999695
(주)세보엠이씨,11560,Dec-19,-7586135,-7586135,-4882071,-4882071
(주)세아베스틸지주,1430,Dec-11,,,226558728,226558728
(주)세아베스틸지주,1430,Dec-12,,,119182019,119182019
(주)세아베스틸지주,1430,Dec-13,,,104009777,104009777
(주)세아베스틸지주,1430,Dec-14,,123694448,123694448,123518832
(주)세아베스틸지주,1430,Dec-15,165047731,165047731,119917874,119917874
(주)세아베스틸지주,1430,Dec-16,104654833,104654833,70885725,70885725
(주)세아베스틸지주,1430,Dec-17,137150034,137150034,97300327,97300327
(주)세아베스틸지주,1430,Dec-18,24809846,24809846,17193777,17193777
(주)세아베스틸지주,1430,Dec-19,19189145,19189145,13291711,13291711
(주)세아제강,306200,Dec-18,,,7030156,7030156
(주)세아제강,306200,Dec-19,,,24851987,24851987
(주)세아제강지주,3030,Dec-11,98805214,98805214,71925896,71925896
(주)세아제강지주,3030,Dec-12,99639590,,55408222,55408222
(주)세아제강지주,3030,Dec-13,116649702,116649702,77720122,77720122
(주)세아제강지주,3030,Dec-14,76533010,76533010,50045431,50045431
(주)세아제강지주,3030,Dec-15,45773152,45773152,39727432,39727432
(주)세아제강지주,3030,Dec-16,65316124,65316124,27440931,27440931
(주)세아제강지주,3030,Dec-17,29091959,29091959,18434259,18434259
(주)세아제강지주,3030,Dec-18,322767021,322767021,135649802,135649802
(주)세아제강지주,3030,Dec-19,14745475,14745475,2873862,2873862
(주)세아특수강,19440,Dec-11,29175813,29175813,27867019,27867019
(주)세아특수강,19440,Dec-12,21371983,21371983,18145967,18145967
(주)세아특수강,19440,Dec-13,33007145,33007145,30497265,30497265
(주)세아특수강,19440,Dec-14,32164628,32164628,29792084,29792084
(주)세아특수강,19440,Dec-15,19214190,19214190,21346005,21346005
(주)세아특수강,19440,Dec-16,23667736,23667736,24544981,24544981
(주)세아특수강,19440,Dec-17,23700203,23700203,24118193,24118193
(주)세아특수강,19440,Dec-18,11067241,11067241,12108348,12108348
(주)세아특수강,19440,Dec-19,10992895,10992895,11949212,11949212
(주)세아홀딩스,58650,Dec-11,234301214,234301214,9266652,9266652
(주)세아홀딩스,58650,Dec-12,126618021,126618021,5225435,5225435
(주)세아홀딩스,58650,Dec-13,23163452,23163452,-117217634,-117217634
(주)세아홀딩스,58650,Dec-14,164521941,164521941,55323534,55323534
(주)세아홀딩스,58650,Dec-15,207073751,207073751,31190052,31190052
(주)세아홀딩스,58650,Dec-16,161892655,161892655,29910437,29910437
(주)세아홀딩스,58650,Dec-17,211120899,211120899,41040321,41040321
(주)세아홀딩스,58650,Dec-18,64509520,64509520,32441902,32441902
(주)세아홀딩스,58650,Dec-19,48464791,48464791,48800020,48800020
(주)세우글로벌,13000,Dec-11,-1403234,-1403234,1489897,1489897
(주)세우글로벌,13000,Dec-12,1356974,1356974,1209513,1209513
(주)세우글로벌,13000,Dec-13,1134469,1134469,1417906,1417906
(주)세우글로벌,13000,Dec-14,256730,256730,793870,793870
(주)세우글로벌,13000,Dec-15,625009,625009,1308266,1308266
(주)세우글로벌,13000,Dec-16,428964,428964,1714538,1714538
(주)세우글로벌,13000,Dec-17,446713,446713,-727920,-727920
(주)세우글로벌,13000,Dec-18,528299,528299,-1348472,-1348472
(주)세우글로벌,13000,Dec-19,82818,,848099,82818
(주)세운메디칼,100700,Dec-11,3680903,3680903,3375695,3375695
(주)세운메디칼,100700,Dec-12,5413131,5413131,4930058,4930058
(주)세운메디칼,100700,Dec-13,8680712,8680712,8201975,8201975
(주)세운메디칼,100700,Dec-14,6115047,6115047,5786661,5786661
(주)세운메디칼,100700,Dec-15,3083323,3083323,4163023,4163023
(주)세운메디칼,100700,Dec-16,8490381,8490381,9541118,9541118
(주)세운메디칼,100700,Dec-17,9306122,9306122,13142672,9000027
(주)세운메디칼,100700,Dec-18,10075163,10075163,9672421,9672421
(주)세운메디칼,100700,Dec-19,9978657,9978657,9475921,9475921
(주)세원물산,24830,Dec-11,,,9222499,9222499
(주)세원물산,24830,Dec-12,,,12843383,12843383
(주)세원물산,24830,Dec-13,,,2547586,2547586
(주)세원물산,24830,Dec-14,,,-193695,-193695
(주)세원물산,24830,Dec-15,,,8740638,8740638
(주)세원물산,24830,Dec-16,,,3769208,3769208
(주)세원물산,24830,Dec-17,,,6476214,6476214
(주)세원물산,24830,Dec-18,,,5810742,5810742
(주)세원물산,24830,Dec-19,,,13124812,13124812
(주)세원정공,21820,Jun-11,47563644,47563644,7242056,7242056
(주)세원정공,21820,Jun-12,70732875,70732875,10519848,10519848
(주)세원정공,21820,Jun-13,79923167,79923167,19034487,19034487
(주)세원정공,21820,Jun-14,67974435,67974435,13528077,13528077
(주)세원정공,21820,Jun-15,64116921,64116921,11859892,11859892
(주)세원정공,21820,Jun-16,56809840,56809840,8780044,8780044
(주)세원정공,21820,Jun-17,-2193959,-2193959,9446428,9446428
(주)세원정공,21820,Jun-18,-14416531,-14416531,2872187,2872187
(주)세원정공,21820,Jun-19,-18361641,-18361641,4460800,4460800
(주)세이브존아이앤씨,67830,Dec-11,16019785,16019785,17259004,17259004
(주)세이브존아이앤씨,67830,Dec-12,18047805,18047805,19411613,19411613
(주)세이브존아이앤씨,67830,Dec-13,21555114,21555114,22687254,22687254
(주)세이브존아이앤씨,67830,Dec-14,25178635,25178635,26050186,26050186
(주)세이브존아이앤씨,67830,Dec-15,25728289,25728289,26108328,26108328
(주)세이브존아이앤씨,67830,Dec-16,27084469,27084469,27886029,27886029
(주)세이브존아이앤씨,67830,Dec-17,28854035,28854035,26942323,26942323
(주)세이브존아이앤씨,67830,Dec-18,25422811,25422811,25210961,25210961
(주)세이브존아이앤씨,67830,Dec-19,22262341,,22338521,22262341
(주)세종메디칼,258830,Dec-18,3597545,3597545,3238094,3238094
(주)세종메디칼,258830,Dec-19,3062980,3062980,3097927,3097927
(주)세중,39310,Dec-11,10329335,10329335,6367572,6367572
(주)세중,39310,Dec-12,12890324,12890324,7739414,7739414
(주)세중,39310,Dec-13,10446746,10446746,5201944,5201944
(주)세중,39310,Dec-14,7745911,7745911,2060729,2060729
(주)세중,39310,Dec-15,7094255,7094255,3828129,3828129
(주)세중,39310,Dec-16,9102705,9102705,3031413,3031413
(주)세중,39310,Dec-17,-1272896,-1272896,-4463295,-4463295
(주)세중,39310,Dec-18,-1003471,-1003471,-2108676,-2108676
(주)세중,39310,Dec-19,2311228,2311228,-323841,-323841
(주)세진중공업,75580,Dec-15,23786766,23786766,19140148,19140148
(주)세진중공업,75580,Dec-16,19686994,19686994,15449693,15449693
(주)세진중공업,75580,Dec-17,1867594,1867594,1770236,1770236
(주)세진중공업,75580,Dec-18,1768188,1768188,687058,687058
(주)세진중공업,75580,Dec-19,3096433,3096433,626253,626253
(주)세진티에스,67770,Dec-11,1448380,1448380,1201800,1201800
(주)세진티에스,67770,Dec-12,-1449179,-1449179,-3323599,-3323599
(주)세진티에스,67770,Dec-13,-5074513,-5074513,-740049,-740049
(주)세진티에스,67770,Dec-14,804116,804116,549728,549728
(주)세진티에스,67770,Dec-15,-5566473,-5566473,-5660241,-5660241
(주)세진티에스,67770,Dec-16,-449021,-449021,1654754,1654754
(주)세진티에스,67770,Dec-17,-2457380,-2457380,-6225833,-6225833
(주)세진티에스,67770,Dec-18,-2376566,-2376566,-2715703,-2715703
(주)세진티에스,67770,Dec-19,-2108201,-2108201,-2511693,-2511693
(주)세코닉스,53450,Dec-11,2216106,2216106,1431543,1431543
(주)세코닉스,53450,Dec-12,14967842,14967842,15133687,15133687
(주)세코닉스,53450,Dec-13,20390074,20390074,20873218,20873218
(주)세코닉스,53450,Dec-14,14177281,14177281,12829132,12829132
(주)세코닉스,53450,Dec-15,9006915,9006915,10747501,10747501
(주)세코닉스,53450,Dec-16,9021574,9021574,11478749,11478749
(주)세코닉스,53450,Dec-17,-2356373,-2356373,1256331,1256331
(주)세코닉스,53450,Dec-18,-1935804,-1935804,8939930,8939930
(주)세코닉스,53450,Dec-19,-17493670,-18136575,-5360286,-35054254
(주)세토피아,222810,Dec-15,,,,
(주)세토피아,222810,Dec-16,,,-3638387,-3638387
(주)세토피아,222810,Dec-17,,,-5309971,-5309971
(주)세토피아,222810,Dec-18,,-11832274,-11832274,-11832274
(주)세토피아,222810,Dec-19,-36530356,-36530356,-35941267,-35941267
(주)세화피앤씨,252500,Dec-16,,,,
(주)세화피앤씨,252500,Dec-17,,,-2703990,-2703990
(주)세화피앤씨,252500,Dec-18,,,1105275,1105275
(주)세화피앤씨,252500,Dec-19,,,595313,595313
(주)센트랄모텍,308170,Dec-19,5125840,5125840,2773591,2773591
(주)센트럴인사이트,12600,Dec-11,-40101892,-40101892,-38497538,-38497538
(주)센트럴인사이트,12600,Dec-12,8226962,,3333243,3333243
(주)센트럴인사이트,12600,Dec-13,-33997556,-33997556,-38423267,-38423267
(주)센트럴인사이트,12600,Dec-14,-14615089,-14615089,-4245965,-4245965
(주)센트럴인사이트,12600,Dec-15,-16173400,-16173400,-12811808,-12811808
(주)센트럴인사이트,12600,Dec-16,-16122509,-16122509,-6053373,-6053373
(주)센트럴인사이트,12600,Dec-17,-5732880,-5732880,-15533377,-15533377
(주)센트럴인사이트,12600,Dec-18,1474608,1474608,1681593,1681593
(주)센트럴인사이트,12600,Dec-19,-19373389,-16417235,-12994359,-10038205
(주)셀루메드,49180,Dec-11,-18238642,-18238642,-14196253,-14196253
(주)셀루메드,49180,Dec-12,-158846,-158846,1029896,1029896
(주)셀루메드,49180,Dec-13,-1974669,-1974669,-1859561,-1859561
(주)셀루메드,49180,Dec-14,-15375030,-15375030,-21719956,-21719956
(주)셀루메드,49180,Dec-15,-11981385,-11981385,-10243658,-10243658
(주)셀루메드,49180,Dec-16,-37492886,-37230908,-35690048,-35428070
(주)셀루메드,49180,Dec-17,-7884455,-7164455,-4715564,-3995564
(주)셀루메드,49180,Dec-18,-9846328,-9846328,-12715229,-12715229
(주)셀루메드,49180,Dec-19,-37293720,-37293720,-37521996,-37521996
(주)셀리드,299660,Dec-17,,,,-5408292
(주)셀리드,299660,Dec-19,,,-2493555,-2493555
(주)셀리버리,268600,Dec-18,-6698373,,-6721614,-6698373
(주)셀리버리,268600,Dec-19,,,-19649973,-19649973
(주)셀바스에이아이,108860,Dec-11,873879,,610338,873879
(주)셀바스에이아이,108860,Dec-12,,,-4839763,-4839763
(주)셀바스에이아이,108860,Dec-13,,6444558,6444558,6444558
(주)셀바스에이아이,108860,Dec-14,-4422894,-4422894,-3787202,-3787202
(주)셀바스에이아이,108860,Dec-15,-656849,-656849,-2404413,-2404413
(주)셀바스에이아이,108860,Dec-16,-19289047,-19289047,-3245964,-3245964
(주)셀바스에이아이,108860,Dec-17,-4282233,-4282233,-7335208,-7335208
(주)셀바스에이아이,108860,Dec-18,-26584553,-26584553,-464679,-464679
(주)셀바스에이아이,108860,Dec-19,-8592018,-8592018,-1492152,-1492152
(주)셀바스헬스케어,208370,Dec-14,,,,
(주)셀바스헬스케어,208370,Dec-15,,,,
(주)셀바스헬스케어,208370,Dec-16,-14869694,-14869694,-15614618,-15614618
(주)셀바스헬스케어,208370,Dec-17,-1116106,-1116106,-26269,-26269
(주)셀바스헬스케어,208370,Dec-18,-19992170,-19992170,-20458624,-20458624
(주)셀바스헬스케어,208370,Dec-19,-3328422,-3328422,-3188836,-3188836
(주)셀트리온,68270,Dec-18,237476361,237476361,238274200,238274200
(주)셀트리온,68270,Dec-19,301442694,301442694,289754685,289754685
(주)셀트리온제약,68760,Dec-11,3434231,3434231,2401324,2401324
(주)셀트리온제약,68760,Dec-12,3551937,3551937,3936477,3936477
(주)셀트리온제약,68760,Dec-13,2613059,2613059,2642629,2642629
(주)셀트리온제약,68760,Dec-14,5869448,5869448,6269748,6269748
(주)셀트리온제약,68760,Dec-15,6733914,-15206997,7386732,-14554179
(주)셀트리온제약,68760,Dec-16,-21105978,-21105978,-21016345,-21016345
(주)셀트리온제약,68760,Dec-17,15714765,2714765,15778955,2778955
(주)셀트리온제약,68760,Dec-18,-9388771,-9388771,-10237263,-10237263
(주)셀트리온제약,68760,Dec-19,8602168,8602168,9526146,9526146
(주)셀트리온헬스케어,91990,Dec-17,165683864,165683864,141228194,141228194
(주)셀트리온헬스케어,91990,Dec-18,14775076,11386140,44737958,41349022
(주)셀트리온헬스케어,91990,Dec-19,64962000,64962000,61198703,61198703
(주)셀피글로벌,68940,Dec-11,,,6110648,6110648
(주)셀피글로벌,68940,Dec-12,,,5347059,5347059
(주)셀피글로벌,68940,Dec-13,,,453682,453682
(주)셀피글로벌,68940,Dec-14,,-1654319,-1654319,-1654319
(주)셀피글로벌,68940,Dec-15,631685,631685,631685,631685
(주)셀피글로벌,68940,Dec-16,249934,249934,249934,249934
(주)셀피글로벌,68940,Dec-17,-9736883,-9736883,-9736883,-9736883
(주)셀피글로벌,68940,Dec-18,-2714528,-2714528,-2714528,-2714528
(주)셀피글로벌,68940,Dec-19,6709,6709,6709,6709
(주)소프트센,32680,Sep-11,,,-2126885,-2126885
(주)소프트센,32680,Sep-12,,,-728816,-728816
(주)소프트센,32680,Dec-13,,870223,870223,870223
(주)소프트센,32680,Dec-14,3006005,,3007346,3006005
(주)소프트센,32680,Dec-15,,,-3178670,-3178670
(주)소프트센,32680,Dec-16,,,-882005,-882005
(주)소프트센,32680,Dec-17,,,-776797,-776797
(주)소프트센,32680,Dec-18,,,-577946,-577946
(주)소프트센,32680,Dec-19,,-3376557,-3376557,-3376557
(주)손오공,66910,Dec-11,12926,12926,1218943,1218943
(주)손오공,66910,Dec-12,-58481,-58481,-4925992,-4925992
(주)손오공,66910,Dec-13,-10060951,-10060951,-10971910,-10971910
(주)손오공,66910,Dec-14,-4966814,-4966814,-2735111,-2735111
(주)손오공,66910,Dec-15,9302729,9302729,9278925,9278925
(주)손오공,66910,Dec-16,1766273,1766273,791860,791860
(주)손오공,66910,Dec-17,-12292550,-12292550,-13113821,-13113821
(주)손오공,66910,Dec-18,1109914,1109914,1074256,1074256
(주)손오공,66910,Dec-19,-1917458,-1917458,-2184927,-2184927
(주)솔고바이오메디칼,43100,Dec-11,-6107056,-6107056,-2885836,-2885836
(주)솔고바이오메디칼,43100,Dec-12,-8858548,-8858548,-11091225,-11091225
(주)솔고바이오메디칼,43100,Dec-13,-5835822,-5835822,-14180222,-14180222
(주)솔고바이오메디칼,43100,Dec-14,-2491867,-2491867,-122848,-122848
(주)솔고바이오메디칼,43100,Dec-15,-6987543,-6987543,-6415558,-6415558
(주)솔고바이오메디칼,43100,Dec-16,-8010522,-8010522,-8998558,-8998558
(주)솔고바이오메디칼,43100,Dec-17,-8521580,-8521580,-9741790,-9741790
(주)솔고바이오메디칼,43100,Dec-18,-15360071,-15360071,-15090736,-15090736
(주)솔고바이오메디칼,43100,Dec-19,-18787614,-18787614,-19352987,-19352987
(주)솔루에타,154040,Dec-13,17448958,17448958,18196976,18196976
(주)솔루에타,154040,Dec-14,2753888,2753888,1606454,1606454
(주)솔루에타,154040,Dec-15,9384533,9384533,9635102,9635102
(주)솔루에타,154040,Dec-16,-3448009,-3448009,-4679637,-4679637
(주)솔루에타,154040,Dec-17,8999,8999,712136,712136
(주)솔루에타,154040,Dec-18,-16426485,-16426485,-12590258,-12590258
(주)솔루에타,154040,Dec-19,-3403118,-3403118,-4846741,-4846741
(주)솔본,35610,Dec-11,-999264,-999264,1624037,1624037
(주)솔본,35610,Dec-12,-6467134,-6467134,4781217,4781217
(주)솔본,35610,Dec-13,7313873,7313873,1031283,1031283
(주)솔본,35610,Dec-14,4867544,4867544,5648796,5648796
(주)솔본,35610,Dec-15,3415497,3415497,1223970,1851367
(주)솔본,35610,Dec-16,3567437,3567437,697429,697429
(주)솔본,35610,Dec-17,-6157927,-6157927,-7070798,-7070798
(주)솔본,35610,Dec-18,10063844,10063844,10203026,10203026
(주)솔본,35610,Dec-19,5773648,5773648,7068986,7068986
(주)쇼박스,86980,Dec-11,-14745140,-14745140,-10471886,-10471886
(주)쇼박스,86980,Dec-12,-746151,-746151,-4934667,-4934667
(주)쇼박스,86980,Dec-13,5726973,5726973,2352855,2352855
(주)쇼박스,86980,Dec-14,-792513,-792513,-1693672,-1693672
(주)쇼박스,86980,Dec-15,11469705,11469705,11680942,11680942
(주)쇼박스,86980,Dec-16,13371305,13371305,12891874,12891874
(주)쇼박스,86980,Dec-17,15845913,15845913,15720707,15720707
(주)쇼박스,86980,Dec-18,4352363,4352363,5107052,5107052
(주)쇼박스,86980,Dec-19,3259345,3259345,3346285,3346285
(주)수산아이앤티,50960,Dec-16,,,5168057,5168057
(주)수산아이앤티,50960,Dec-17,,,4212462,4212462
(주)수산아이앤티,50960,Dec-18,,,3120145,3120145
(주)수산아이앤티,50960,Dec-19,,2903089,2903089,2903089
(주)수산중공업,17550,Dec-11,12366952,12366952,13175362,13175362
(주)수산중공업,17550,Dec-12,11718058,,12954823,12954823
(주)수산중공업,17550,Dec-13,3964433,3964433,4717716,4717716
(주)수산중공업,17550,Dec-14,5970455,5970455,4729533,4729533
(주)수산중공업,17550,Dec-15,1288162,1288162,2211304,2211304
(주)수산중공업,17550,Dec-16,2902652,2902652,3031935,3031935
(주)수산중공업,17550,Dec-17,2894458,2894458,2216312,2216312
(주)수산중공업,17550,Dec-18,6651219,6651219,-501654,-501654
(주)수산중공업,17550,Dec-19,145346,145346,-233556,-233556
(주)수젠텍,253840,Dec-19,-9577176,-9577176,-9469715,-9469715
(주)슈프리마,236200,Dec-16,11122748,11122748,11205103,11205103
(주)슈프리마,236200,Dec-17,9089245,9089245,9166026,9166026
(주)슈프리마,236200,Dec-18,11398636,11398636,11234652,11234652
(주)슈프리마,236200,Dec-19,25942271,25942271,26583268,26583268
(주)슈프리마아이디,317770,Dec-19,1107081,1107081,1224490,1224490
(주)슈프리마에이치큐,94840,Dec-11,6082918,6082918,6180461,6180461
(주)슈프리마에이치큐,94840,Dec-12,17117621,17117621,15364043,15364043
(주)슈프리마에이치큐,94840,Dec-13,12404629,12404629,13464508,13464508
(주)슈프리마에이치큐,94840,Dec-14,14741678,14741678,14231872,14231872
(주)슈프리마에이치큐,94840,Dec-15,12800620,12800620,12210948,12210948
(주)슈프리마에이치큐,94840,Dec-16,3857835,3857835,2303016,2303016
(주)슈프리마에이치큐,94840,Dec-17,4652792,4652792,3838515,3838515
(주)슈프리마에이치큐,94840,Dec-18,7337601,7337601,1709547,1709547
(주)슈프리마에이치큐,94840,Dec-19,8238775,8238775,6066674,6066674
(주)슈피겐코리아,192440,Dec-14,38558970,40618408,36050958,36050958
(주)슈피겐코리아,192440,Dec-15,40569760,37290945,36118753,36118753
(주)슈피겐코리아,192440,Dec-16,38551772,38551772,34696696,34696696
(주)슈피겐코리아,192440,Dec-17,40656388,40656388,21447254,21447254
(주)슈피겐코리아,192440,Dec-18,42704858,42704858,36233582,36233582
(주)슈피겐코리아,192440,Dec-19,40280863,40280863,38028476,38028476
(주)스마트솔루션즈,136510,Dec-11,,,3907208,3907208
(주)스마트솔루션즈,136510,Dec-12,,,-1315854,-1315854
(주)스마트솔루션즈,136510,Dec-13,,1323355,1323355,1323355
(주)스마트솔루션즈,136510,Dec-14,-642668,-642668,-332871,-332871
(주)스마트솔루션즈,136510,Dec-15,207337,207337,577046,577046
(주)스마트솔루션즈,136510,Dec-16,1621465,1621465,1439625,1439625
(주)스마트솔루션즈,136510,Dec-17,3020851,3020851,2948466,2948466
(주)스마트솔루션즈,136510,Dec-18,962012,962012,871488,871488
(주)스마트솔루션즈,136510,Dec-19,-5995719,-5995719,-6197761,-6197761
(주)스맥,99440,Dec-11,,,3651592,3651592
(주)스맥,99440,Dec-12,,,1511897,1511897
(주)스맥,99440,Dec-13,,,4946706,4946706
(주)스맥,99440,Dec-14,,,2636443,2636443
(주)스맥,99440,Dec-15,,3365372,3365372,3365372
(주)스맥,99440,Dec-16,1971485,1971485,1842254,1842254
(주)스맥,99440,Dec-17,334271,334271,382220,382220
(주)스맥,99440,Dec-18,-1674940,-1674940,1203286,1203286
(주)스맥,99440,Dec-19,-16987126,-16987126,-15182079,-15182079
(주)스카이문스테크놀로지,33790,Dec-11,,,194802,194802
(주)스카이문스테크놀로지,33790,Dec-12,,,-2290368,-2290368
(주)스카이문스테크놀로지,33790,Dec-13,,,-1178986,-1178986
(주)스카이문스테크놀로지,33790,Dec-14,,,1229192,1229192
(주)스카이문스테크놀로지,33790,Dec-15,,,83157,83157
(주)스카이문스테크놀로지,33790,Dec-16,,-2081124,-2081124,-2081124
(주)스카이문스테크놀로지,33790,Dec-17,-4758219,-4758219,-4134036,-4134036
(주)스카이문스테크놀로지,33790,Dec-18,-7808868,,-5852960,-7808868
(주)스카이문스테크놀로지,33790,Dec-19,,,-12319196,-12319196
(주)스킨앤스킨,159910,Dec-12,,,5894708,6056425
(주)스킨앤스킨,159910,Dec-13,,,-2005120,-2005120
(주)스킨앤스킨,159910,Dec-14,,-6445704,-6445704,-6445704
(주)스킨앤스킨,159910,Dec-15,-15677961,-15677961,-14924229,-14924229
(주)스킨앤스킨,159910,Dec-16,-11977598,-11977598,-13274835,-13274835
(주)스킨앤스킨,159910,Dec-17,-18673169,-18673169,-12882672,-12882672
(주)스킨앤스킨,159910,Dec-18,-13362032,-13362032,-14369330,-14369330
(주)스킨앤스킨,159910,Dec-19,-6314553,-6314553,-6977906,-6977906
(주)스타플렉스,115570,Dec-11,-7826140,-7826140,8065713,8065713
(주)스타플렉스,115570,Dec-12,-15489431,-15489431,-8069570,-8069570
(주)스타플렉스,115570,Dec-13,-1854048,-63157,3575796,3575796
(주)스타플렉스,115570,Dec-14,-1281744,-1281744,1140311,1140311
(주)스타플렉스,115570,Dec-15,-4724745,-4724745,-5812345,-5812345
(주)스타플렉스,115570,Dec-16,6251306,6251306,3382026,3382026
(주)스타플렉스,115570,Dec-17,-8653997,-8653997,-3919717,-3919717
(주)스타플렉스,115570,Dec-18,6498480,6498480,850993,850993
(주)스타플렉스,115570,Dec-19,-6212002,-6212002,-13466156,-13466156
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-14,,,,
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-15,,-6790556,-6790556,-6790556
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-16,-569867,-569867,-525377,-525377
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-17,-2465153,-2878699,-2486814,-2900361
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-18,-359931,-359931,175361,175361
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-19,-5670826,-5670826,-8619795,-8619795
(주)스페코,13810,Dec-11,-5058960,-5058960,-1377366,-1377366
(주)스페코,13810,Dec-12,1118003,1118003,3755375,3755375
(주)스페코,13810,Dec-13,-2227898,-2227898,3140225,3140225
(주)스페코,13810,Dec-14,2407037,2407037,4241702,4241702
(주)스페코,13810,Dec-15,7622869,7622869,6310174,6310174
(주)스페코,13810,Dec-16,4764018,4764018,2864260,2864260
(주)스페코,13810,Dec-17,-349493,-349493,-2111109,-2111109
(주)스페코,13810,Dec-18,-6197606,-6197606,-4779141,-4779141
(주)스페코,13810,Dec-19,9856239,9856239,2772290,2772290
(주)승일,49830,Dec-11,,,4609616,4609616
(주)승일,49830,Dec-12,,,6541264,6541264
