회사명,거래소코드,회계년도,매출액(IFRS연결),매출원가(IFRS연결),매출액(IFRS개별),매출원가(IFRS개별)
(주)에프앤리퍼블릭,64090,Dec-15,19115992,17355903,18469794,16791181
(주)에프앤리퍼블릭,64090,Dec-16,54679135,56458414,17938392,21700155
(주)에프앤리퍼블릭,64090,Dec-17,77374491,64156337,65211588,52471777
(주)에프앤리퍼블릭,64090,Dec-18,102914918,79401274,101451331,78409483
(주)에프앤리퍼블릭,64090,Dec-19,34123439,31362824,31936073,29814447
(주)에프앤에프홀딩스,7700,Dec-11,218167782,85501727,217856438,85688182
(주)에프앤에프홀딩스,7700,Dec-12,200762944,86668956,200335913,86699926
(주)에프앤에프홀딩스,7700,Dec-13,222378411,90517115,222042661,90659457
(주)에프앤에프홀딩스,7700,Dec-14,301412850,119823195,301122145,119943283
(주)에프앤에프홀딩스,7700,Dec-15,370012003,157616991,369783643,157616991
(주)에프앤에프홀딩스,7700,Dec-16,438979655,183380699,438729919,183380699
(주)에프앤에프홀딩스,7700,Dec-17,560518177,192230562,560952332,192535945
(주)에프앤에프홀딩스,7700,Dec-18,668726803,228071235,646028073,218604074
(주)에프앤에프홀딩스,7700,Dec-19,910336565,293361768,885117753,292469459
(주)에프에스엔,214270,Dec-15,,,,
(주)에프에스엔,214270,Dec-16,32484436,19334137,31453004,19335351
(주)에프에스엔,214270,Dec-17,34193103,19170269,27292458,15141792
(주)에프에스엔,214270,Dec-18,125414863,0,37136316,0
(주)에프에스엔,214270,Dec-19,145425213,0,38506961,0
(주)에프에스티,36810,Dec-11,,,45759225,28564318
(주)에프에스티,36810,Dec-12,,,65153665,47138873
(주)에프에스티,36810,Dec-13,66385916,45451151,66385916,45431483
(주)에프에스티,36810,Dec-14,66807545,42349202,66577336,42102270
(주)에프에스티,36810,Dec-15,84636617,52825730,84434815,52527463
(주)에프에스티,36810,Dec-16,112326475,76680495,111881400,76335425
(주)에프에스티,36810,Dec-17,191695210,149371229,191104354,149160986
(주)에프에스티,36810,Dec-18,165054024,115999847,164438268,115667641
(주)에프에스티,36810,Dec-19,125729654,75583411,121655204,73145118
(주)에프엔씨엔터테인먼트,173940,Dec-14,60072237,39672704,32283428,16945192
(주)에프엔씨엔터테인먼트,173940,Dec-15,72671244,55035159,44318552,31928257
(주)에프엔씨엔터테인먼트,173940,Dec-16,91417169,76346987,53707136,45547051
(주)에프엔씨엔터테인먼트,173940,Dec-17,116687389,94641037,53832745,43784439
(주)에프엔씨엔터테인먼트,173940,Dec-18,74014342,67847563,47581669,46071830
(주)에프엔씨엔터테인먼트,173940,Dec-19,84190079,74341385,53546880,49262388
(주)엑사이엔씨,54940,Dec-11,186774110,163297040,123153033,113126692
(주)엑사이엔씨,54940,Dec-12,142759741,124632301,80931135,76973932
(주)엑사이엔씨,54940,Dec-13,139478280,117432514,65560765,59076630
(주)엑사이엔씨,54940,Dec-14,166550236,133909351,68948630,59550897
(주)엑사이엔씨,54940,Dec-15,152966138,127551629,82823676,74415746
(주)엑사이엔씨,54940,Dec-16,164818419,142345709,109044067,97357209
(주)엑사이엔씨,54940,Dec-17,255852212,229217574,184575755,168036115
(주)엑사이엔씨,54940,Dec-18,224054110,198234979,151515263,135364612
(주)엑사이엔씨,54940,Dec-19,247113216,223753732,139762658,130976960
(주)엑세스바이오인코퍼레이션,950130,Dec-13,45840015,21980483,45837731,21968434
(주)엑세스바이오인코퍼레이션,950130,Dec-14,32305084,16752221,32387575,16899100
(주)엑세스바이오인코퍼레이션,950130,Dec-15,35582621,23895330,34758550,24048658
(주)엑세스바이오인코퍼레이션,950130,Dec-16,32485928,18421371,29762933,17388036
(주)엑세스바이오인코퍼레이션,950130,Dec-17,29464754,20320904,27532808,18735889
(주)엑세스바이오인코퍼레이션,950130,Dec-18,40239207,24647545,37584855,23037482
(주)엑세스바이오인코퍼레이션,950130,Dec-19,43058688,33651694,37379390,29281470
(주)엑셈,205100,Dec-14,,,,
(주)엑셈,205100,Dec-15,20656737,7796860,15753692,6705544
(주)엑셈,205100,Dec-16,27549222,13574182,20122347,11698030
(주)엑셈,205100,Dec-17,33716596,14689819,24349132,11145051
(주)엑셈,205100,Dec-18,32359592,13109343,22614987,9572866
(주)엑셈,205100,Dec-19,34454978,14394208,24786109,10439619
(주)엑시콘,92870,Dec-15,52960638,37949679,52960638,37949679
(주)엑시콘,92870,Dec-16,45115501,30395788,44985040,30276126
(주)엑시콘,92870,Dec-17,67217160,44164752,66441333,44239326
(주)엑시콘,92870,Dec-18,56474117,38866930,56483838,38866159
(주)엑시콘,92870,Dec-19,38230244,26212141,38226674,26212141
(주)엔바이오니아,317870,Dec-19,,,9720397,5506550
(주)엔씨소프트,36570,Dec-11,608878406,139146699,500177248,94932445
(주)엔씨소프트,36570,Dec-12,753520026,226175983,475302065,123441291
(주)엔씨소프트,36570,Dec-13,756655651,220451748,530439554,108916410
(주)엔씨소프트,36570,Dec-14,838718200,220277005,612651715,103631751
(주)엔씨소프트,36570,Dec-15,838297603,202683140,616604463,107935698
(주)엔씨소프트,36570,Dec-16,983556874,187580188,744135850,119784663
(주)엔씨소프트,36570,Dec-17,1758721722,211500958,1546636024,146712362
(주)엔씨소프트,36570,Dec-18,1715115508,0,1529913443,0
(주)엔씨소프트,36570,Dec-19,1701185423,0,1525867647,0
(주)엔아이스틸,8260,Dec-11,,,107269087,87367259
(주)엔아이스틸,8260,Dec-12,,,105331692,87740930
(주)엔아이스틸,8260,Dec-13,,,121321800,101192370
(주)엔아이스틸,8260,Dec-14,,,126580555,107735547
(주)엔아이스틸,8260,Dec-15,,,118555722,99894476
(주)엔아이스틸,8260,Dec-16,,,114325940,92901099
(주)엔아이스틸,8260,Dec-17,,,150604074,125812745
(주)엔아이스틸,8260,Dec-18,,,150732790,122277486
(주)엔아이스틸,8260,Dec-19,,,148224450,124806145
(주)엔에스,217820,Dec-15,,,30449865,23575835
(주)엔에스,217820,Dec-16,29620173,24228356,26837910,22321808
(주)엔에스,217820,Dec-17,42165075,35971631,36244854,31355815
(주)엔에스,217820,Dec-18,50648403,43942399,43702837,38666200
(주)엔에스,217820,Dec-19,65057075,55106274,57996003,49296404
(주)엔에스엔,31860,Dec-11,213097323,194002248,11501966,11473468
(주)엔에스엔,31860,Dec-12,293487067,266139311,5285107,4699115
(주)엔에스엔,31860,Dec-13,5598496,5200748,5598496,5200748
(주)엔에스엔,31860,Dec-14,13409262,10224361,13409262,10224361
(주)엔에스엔,31860,Dec-15,18619785,15990057,18118026,15543959
(주)엔에스엔,31860,Dec-16,18771125,14656144,8716713,8510199
(주)엔에스엔,31860,Dec-17,5233309,5119574,5233099,5119394
(주)엔에스엔,31860,Dec-18,10306353,8441115,10278928,8532342
(주)엔에스엔,31860,Dec-19,15368805,14184409,9082944,8451057
(주)엔에이치엔벅스,104200,Dec-11,47530303,27962198,47434683,27962198
(주)엔에이치엔벅스,104200,Dec-12,50379224,35276265,50378005,35269592
(주)엔에이치엔벅스,104200,Dec-13,,,57793222,34716155
(주)엔에이치엔벅스,104200,Dec-14,,,54859490,33250025
(주)엔에이치엔벅스,104200,Dec-15,,,60863075,0
(주)엔에이치엔벅스,104200,Dec-16,73029718,0,71391877,0
(주)엔에이치엔벅스,104200,Dec-17,92820905,0,88654122,0
(주)엔에이치엔벅스,104200,Dec-18,89652083,0,84512339,0
(주)엔에이치엔벅스,104200,Dec-19,84847822,0,81514992,0
(주)엔이능률,53290,Dec-11,47587863,21843121,47587862,25001917
(주)엔이능률,53290,Dec-12,51714369,22657288,51714369,25693988
(주)엔이능률,53290,Dec-13,55623117,19669727,55623117,21996887
(주)엔이능률,53290,Dec-14,52916516,16683912,52916516,18417826
(주)엔이능률,53290,Dec-15,53139374,14663785,53139374,15824692
(주)엔이능률,53290,Dec-16,53488427,16549891,53488427,17507883
(주)엔이능률,53290,Dec-17,57481263,16519108,57481263,17368072
(주)엔이능률,53290,Dec-18,,,85990357,27643671
(주)엔이능률,53290,Dec-19,,,84632802,26544734
(주)엔지스테크널러지,208860,Dec-16,,,3682598,0
(주)엔지스테크널러지,208860,Dec-17,,,3369956,0
(주)엔지스테크널러지,208860,Dec-18,,,4188910,0
(주)엔지스테크널러지,208860,Dec-19,6299597,803252,4265217,0
(주)엔지켐생명과학,183490,Dec-18,31034039,26769278,31034039,26769278
(주)엔지켐생명과학,183490,Dec-19,31468723,28804277,31468723,28804277
(주)엔케이,85310,Dec-11,264972460,218984578,190410942,164852059
(주)엔케이,85310,Dec-12,245915174,207801574,189960360,164750924
(주)엔케이,85310,Dec-13,223599371,207500366,170568864,152080115
(주)엔케이,85310,Dec-14,241944106,213233571,207894125,186701706
(주)엔케이,85310,Dec-15,250254926,231822368,235846142,218289144
(주)엔케이,85310,Dec-16,164591201,169332648,157651808,163019104
(주)엔케이,85310,Dec-17,121800023,107128033,83357691,74765375
(주)엔케이,85310,Dec-18,108432788,109608720,75575890,81104360
(주)엔케이,85310,Dec-19,108452406,97086499,88259702,83016312
(주)엔케이맥스,182400,Dec-15,2513084,785102,2535965,812163
(주)엔케이맥스,182400,Dec-16,6875849,1457862,6920544,1430903
(주)엔케이맥스,182400,Dec-17,4829585,1485379,4820171,1352602
(주)엔케이맥스,182400,Dec-18,6268827,1599038,5922253,1467489
(주)엔케이맥스,182400,Dec-19,8749218,2353170,6695324,1728982
(주)엔텔스,69410,Dec-11,,,45981095,31340224
(주)엔텔스,69410,Dec-12,53992431,37233058,53992431,37271717
(주)엔텔스,69410,Dec-13,60984318,42809527,60947064,42102224
(주)엔텔스,69410,Dec-14,64439380,48054180,64276436,48220113
(주)엔텔스,69410,Dec-15,45306214,36499938,45287913,36504372
(주)엔텔스,69410,Dec-16,56460445,44134271,56334262,44147587
(주)엔텔스,69410,Dec-17,46939426,36499987,46726874,36746421
(주)엔텔스,69410,Dec-18,62313287,46303120,61950966,47052820
(주)엔텔스,69410,Dec-19,60229899,42557394,59187823,42638150
(주)엔투텍,227950,Dec-15,,,,
(주)엔투텍,227950,Dec-16,,,,
(주)엔투텍,227950,Dec-17,,,,
(주)엔투텍,227950,Dec-18,19115790,16082250,19046948,16021021
(주)엔피,291230,Dec-18,,,,
(주)엔피,291230,Dec-19,,,,
(주)엔피케이,48830,Dec-11,70138501,64774949,56419050,53599787
(주)엔피케이,48830,Dec-12,64600597,58782712,51221462,48196993
(주)엔피케이,48830,Dec-13,67412834,60206293,58285827,53457328
(주)엔피케이,48830,Dec-14,62639099,56973493,52953911,49813217
(주)엔피케이,48830,Dec-15,59069727,55775415,48676627,47734395
(주)엔피케이,48830,Dec-16,67437534,61592384,56604521,53091987
(주)엔피케이,48830,Dec-17,73092700,65768249,62636773,56967006
(주)엔피케이,48830,Dec-18,67274847,61555293,58475760,53267222
(주)엔피케이,48830,Dec-19,65034697,60513593,61831770,56270886
(주)엘디티,96870,Dec-11,,,31439151,25171572
(주)엘디티,96870,Dec-12,,,30846209,27595793
(주)엘디티,96870,Dec-13,,,9183448,10260770
(주)엘디티,96870,Dec-14,,,7047422,7574948
(주)엘디티,96870,Dec-15,,,9451508,6562838
(주)엘디티,96870,Dec-16,,,7633017,6655055
(주)엘디티,96870,Dec-17,,,9336437,8165444
(주)엘디티,96870,Dec-18,,,7188415,4380200
(주)엘디티,96870,Dec-19,,,6955660,5057515
(주)엘아이에스,138690,Dec-11,,,63258363,50083012
(주)엘아이에스,138690,Dec-12,20373934,25938175,20373934,25938175
(주)엘아이에스,138690,Dec-13,42107235,35590916,42059956,35589135
(주)엘아이에스,138690,Dec-14,36925075,32360523,36744971,32360523
(주)엘아이에스,138690,Dec-15,121904067,61259707,100330963,57149166
(주)엘아이에스,138690,Dec-16,102985201,39400992,32418639,25921153
(주)엘아이에스,138690,Dec-17,91942892,64538173,76373817,60232103
(주)엘아이에스,138690,Dec-18,211363819,168166166,210373463,168817240
(주)엘아이에스,138690,Dec-19,145119083,111291870,142669434,110797974
(주)엘앤씨바이오,290650,Dec-18,21240894,7859474,20823971,7360620
(주)엘앤씨바이오,290650,Dec-19,29151665,10487390,25235143,9136130
(주)엘앤에프,66970,Dec-11,210921751,197947663,126317118,119953647
(주)엘앤에프,66970,Dec-12,239316331,226257430,123595956,117628376
(주)엘앤에프,66970,Dec-13,225969174,217086958,94883224,89949568
(주)엘앤에프,66970,Dec-14,245675375,230894394,125233781,118563635
(주)엘앤에프,66970,Dec-15,235128641,224958681,118160273,114413226
(주)엘앤에프,66970,Dec-16,249732039,222030322,218851706,193442315
(주)엘앤에프,66970,Dec-17,403019916,357904622,359393986,319904942
(주)엘앤에프,66970,Dec-18,505664305,457261052,494339484,449595543
(주)엘앤에프,66970,Dec-19,313264235,298054016,312072283,300168235
(주)엘앤케이바이오메드,156100,Dec-16,34448849,13759264,29225599,13817269
(주)엘앤케이바이오메드,156100,Dec-17,31514425,16639311,21626682,14564147
(주)엘앤케이바이오메드,156100,Dec-18,31323219,14476956,22801032,12541491
(주)엘앤케이바이오메드,156100,Dec-19,25776889,14295216,19470887,13825164
(주)엘에스,6260,Dec-11,12351573000,11137710000,92198000,0
(주)엘에스,6260,Dec-12,11881204000,10536170000,104376000,0
(주)엘에스,6260,Dec-13,11445455000,10073081000,103661000,0
(주)엘에스,6260,Dec-14,10886348000,9572294000,97844000,0
(주)엘에스,6260,Dec-15,9999749000,8651928000,136138000,0
(주)엘에스,6260,Dec-16,9621313000,8321291000,83058000,0
(주)엘에스,6260,Dec-17,9515114000,8250825000,115262000,0
(주)엘에스,6260,Dec-18,10110159000,8855027000,242003000,0
(주)엘에스,6260,Dec-19,10176243000,8926277000,87110000,0
(주)엘에스네트웍스,680,Dec-11,454028664,225600954,423313532,209465134
(주)엘에스네트웍스,680,Dec-12,654844454,370752360,639561787,360281626
(주)엘에스네트웍스,680,Dec-13,771011942,515024612,695547406,448721175
(주)엘에스네트웍스,680,Dec-14,951010673,671565455,845738726,578747990
(주)엘에스네트웍스,680,Dec-15,810130161,594926657,691163868,489978082
(주)엘에스네트웍스,680,Dec-16,487042509,343336445,335727456,208616736
(주)엘에스네트웍스,680,Dec-17,443352650,301751947,235484216,127811677
(주)엘에스네트웍스,680,Dec-18,445887878,313286305,205400278,112465052
(주)엘에스네트웍스,680,Dec-19,402812773,297230040,217535679,136100165
(주)엘에프,93050,Dec-11,1439319872,553696790,1410925338,534046341
(주)엘에프,93050,Dec-12,1466496900,588748902,1389652918,542488356
(주)엘에프,93050,Dec-13,1486052176,579376631,1416402438,545147022
(주)엘에프,93050,Dec-14,1460156058,544218583,1385279237,510681516
(주)엘에프,93050,Dec-15,1571047846,628955168,1429859310,561097443
(주)엘에프,93050,Dec-16,1529296619,626184953,1379859089,544913343
(주)엘에프,93050,Dec-17,1602059905,661349406,1389250128,533747787
(주)엘에프,93050,Dec-18,1706682100,763854779,1414779247,561901232
(주)엘에프,93050,Dec-19,1851716801,805870719,1405258777,562590245
(주)엘엑스세미콘,108320,Dec-11,301486881,233538984,301277414,233538984
(주)엘엑스세미콘,108320,Dec-12,472637325,394210720,472258557,394196350
(주)엘엑스세미콘,108320,Dec-13,410236860,337787685,409644506,337694827
(주)엘엑스세미콘,108320,Dec-14,390705091,312002656,390690929,312010237
(주)엘엑스세미콘,108320,Dec-15,535837006,423010218,535837006,423576857
(주)엘엑스세미콘,108320,Dec-16,610043215,479656487,610042626,479656487
(주)엘엑스세미콘,108320,Dec-17,692761282,540353985,692756756,540353985
(주)엘엑스세미콘,108320,Dec-18,791818132,598160376,791817912,598160376
(주)엘엑스세미콘,108320,Dec-19,867122050,654231515,867122050,654231515
(주)엘엑스인터내셔널,1120,Dec-11,13986834138,13357450399,7378209899,6963943120
(주)엘엑스인터내셔널,1120,Dec-12,12793756148,12178104861,5945490194,5498978771
(주)엘엑스인터내셔널,1120,Dec-13,12072685790,11582846878,5555792618,5198449866
(주)엘엑스인터내셔널,1120,Dec-14,11372192850,10873218364,3776501601,3474848167
(주)엘엑스인터내셔널,1120,Dec-15,13224458801,12710715011,3675879173,3412858312
(주)엘엑스인터내셔널,1120,Dec-16,11966717412,11220847480,2828841348,2604781424
(주)엘엑스인터내셔널,1120,Dec-17,12827237444,12076656118,2808960467,2626537296
(주)엘엑스인터내셔널,1120,Dec-18,9988224866,9277167228,2904286945,2779298970
(주)엘엑스인터내셔널,1120,Dec-19,10530857112,9817350113,3080463942,2946081531
(주)엘엑스하우시스,108670,Dec-11,2450105000,1964687000,2067165000,1683997000
(주)엘엑스하우시스,108670,Dec-12,2451083000,1923078000,2073996000,1646717000
(주)엘엑스하우시스,108670,Dec-13,2676952000,2062076000,2285965000,1793587000
(주)엘엑스하우시스,108670,Dec-14,2825120000,2150788000,2440439000,1897270000
(주)엘엑스하우시스,108670,Dec-15,2768561000,2009672000,2370082000,1773139000
(주)엘엑스하우시스,108670,Dec-16,2928337000,2133198000,2490561000,1866647000
(주)엘엑스하우시스,108670,Dec-17,3256451000,2461187000,2812681000,2191705000
(주)엘엑스하우시스,108670,Dec-18,3266496000,2535790000,2817733000,2253098000
(주)엘엑스하우시스,108670,Dec-19,3186807000,2440053000,2710501000,2132173000
(주)엘엠에스,73110,Dec-11,92526620,63646831,87570749,55831802
(주)엘엠에스,73110,Dec-12,84113942,54295786,75102442,49420221
(주)엘엠에스,73110,Dec-13,111677511,73911942,103275741,69779116
(주)엘엠에스,73110,Dec-14,138878415,95157575,131722477,93712639
(주)엘엠에스,73110,Dec-15,123425729,91374059,97736245,72996650
(주)엘엠에스,73110,Dec-16,113507609,81101818,92999722,70540232
(주)엘엠에스,73110,Dec-17,143748592,96943228,79786450,62852611
(주)엘엠에스,73110,Dec-18,109393200,72353110,80278509,61033741
(주)엘엠에스,73110,Dec-19,163181110,93588887,145464657,83984836
(주)엘오티베큠,83310,Dec-11,66656320,47689036,65636334,47376065
(주)엘오티베큠,83310,Dec-12,72619688,50130293,70454279,50056850
(주)엘오티베큠,83310,Dec-13,83757931,61014262,83001756,62062421
(주)엘오티베큠,83310,Dec-14,88475695,64393526,89031946,66395304
(주)엘오티베큠,83310,Dec-15,123883585,88999831,127417427,91256085
(주)엘오티베큠,83310,Dec-16,124058524,85789370,121033850,86058783
(주)엘오티베큠,83310,Dec-17,200745090,138481977,193098291,138686507
(주)엘오티베큠,83310,Dec-18,169314397,109835451,159675553,110581246
(주)엘오티베큠,83310,Dec-19,150245826,106711802,147403941,106174586
(주)엘지,3550,Dec-11,10059024000,8277040000,589467709,0
(주)엘지,3550,Dec-12,9827154000,8215172000,616562921,0
(주)엘지,3550,Dec-13,9799213000,8184718000,568046374,0
(주)엘지,3550,Dec-14,9865402000,8361929000,575743726,0
(주)엘지,3550,Dec-15,9968190000,8340966000,574117000,0
(주)엘지,3550,Dec-16,10725374000,8924325000,614003000,0
(주)엘지,3550,Dec-17,11841058000,9293904000,714845000,0
(주)엘지,3550,Dec-18,11944790000,9557828000,757196000,0
(주)엘지,3550,Dec-19,6575339000,5216657000,874672000,0
(주)엘지생활건강,51900,Dec-11,3452434428,1736266575,1995557178,984643520
(주)엘지생활건강,51900,Dec-12,3896218098,1903208877,2144639679,1048374837
(주)엘지생활건강,51900,Dec-13,4326255199,2031822797,2238174818,1107466036
(주)엘지생활건강,51900,Dec-14,4677009785,2101828378,2513352190,1153298788
(주)엘지생활건강,51900,Dec-15,5328492268,2226175065,3031336330,1259869464
(주)엘지생활건강,51900,Dec-16,6094059406,2434038196,3660952827,1464465324
(주)엘지생활건강,51900,Dec-17,6270463510,2460927030,3784444279,1506928250
(주)엘지생활건강,51900,Dec-18,6747536802,2696414092,4060157954,1593622374
(주)엘지생활건강,51900,Dec-19,7685424230,2917246275,4536975744,1695356002
(주)엘지유플러스,32640,Dec-11,9185166000,0,9180949000,0
(주)엘지유플러스,32640,Dec-12,10904634000,0,10904831000,0
(주)엘지유플러스,32640,Dec-13,11450300000,0,11452151000,0
(주)엘지유플러스,32640,Dec-14,10999828000,0,10984928000,0
(주)엘지유플러스,32640,Dec-15,10795218000,0,10780359000,0
(주)엘지유플러스,32640,Dec-16,11451046000,0,11434770000,0
(주)엘지유플러스,32640,Dec-17,12279382000,0,12261930000,0
(주)엘지유플러스,32640,Dec-18,12125051000,0,12096778000,0
(주)엘지유플러스,32640,Dec-19,12381969000,0,12337746000,0
(주)엘지헬로비전,37560,Dec-12,890993460,501632370,774101299,437760955
(주)엘지헬로비전,37560,Dec-13,1160226581,716306698,1010490503,619059483
(주)엘지헬로비전,37560,Dec-14,1270375727,808944372,1084790253,678267635
(주)엘지헬로비전,37560,Dec-15,,,1182612870,760139530
(주)엘지헬로비전,37560,Dec-16,,,1100634800,739318773
(주)엘지헬로비전,37560,Dec-17,,,1119895014,723035307
(주)엘지헬로비전,37560,Dec-18,1178041258,116896773,1171387344,116896773
(주)엘지헬로비전,37560,Dec-19,1112180459,89972312,1108351145,89972312
(주)엘지화학,51910,Dec-11,22675593000,18594862000,19809874000,16192361000
(주)엘지화학,51910,Dec-12,23263019000,19955076000,20442790000,17482874000
(주)엘지화학,51910,Dec-13,23143612000,19834673000,20255935000,17291982000
(주)엘지화학,51910,Dec-14,22577830000,19573940000,19675975000,17057579000
(주)엘지화학,51910,Dec-15,20206583000,16540541000,17334109000,14109705000
(주)엘지화학,51910,Dec-16,20659296000,16595060000,17264845000,13716875000
(주)엘지화학,51910,Dec-17,25698014000,20134488000,20880236000,16369235000
(주)엘지화학,51910,Dec-18,28183013000,22836816000,23315318000,18764050000
(주)엘지화학,51910,Dec-19,28625042000,23779235000,22312561000,18320366000
(주)엠게임,58630,Dec-11,50386559,0,44286992,0
(주)엠게임,58630,Dec-12,44965696,0,42894294,0
(주)엠게임,58630,Dec-13,31915987,0,30730297,0
(주)엠게임,58630,Dec-14,30725569,0,29767673,0
(주)엠게임,58630,Dec-15,,,27807456,0
(주)엠게임,58630,Dec-16,,,30503898,0
(주)엠게임,58630,Dec-17,,,27544247,0
(주)엠게임,58630,Dec-18,27118175,0,27301974,0
(주)엠게임,58630,Dec-19,37630626,0,37541897,0
(주)엠디에스테크,86960,Dec-11,70690493,46148820,61065267,38834550
(주)엠디에스테크,86960,Dec-12,72716143,47085604,63491694,39717536
(주)엠디에스테크,86960,Dec-13,83700753,57210306,70862013,46278356
(주)엠디에스테크,86960,Dec-14,105180653,72849670,84564722,55561011
(주)엠디에스테크,86960,Dec-15,117801533,80865248,92750350,60542316
(주)엠디에스테크,86960,Dec-16,150281101,106165019,112362709,76528417
(주)엠디에스테크,86960,Dec-17,148934255,101787953,110549246,72276064
(주)엠디에스테크,86960,Dec-18,158945065,105202314,106962693,66484312
(주)엠디에스테크,86960,Dec-19,154901982,104469962,116923000,75991122
(주)엠씨넥스,97520,Dec-12,170354058,147588805,159316200,139926552
(주)엠씨넥스,97520,Dec-13,297244088,264792434,271771627,243162099
(주)엠씨넥스,97520,Dec-14,410392827,357024755,378395423,326670222
(주)엠씨넥스,97520,Dec-15,502865298,436275489,421492545,362817699
(주)엠씨넥스,97520,Dec-16,412481617,395155009,399262755,376027523
(주)엠씨넥스,97520,Dec-17,668465044,605047716,625604516,568806316
(주)엠씨넥스,97520,Dec-18,696954048,609782102,627641511,536995221
(주)엠씨넥스,97520,Dec-19,1267712135,1083588321,1184887089,995712590
(주)엠아이텍,179290,Dec-18,29599153,15225912,29599153,15225912
(주)엠아이텍,179290,Dec-19,32654539,17946513,32654539,17946513
(주)엠에스씨,9780,Dec-11,112592896,91844608,112592832,91659991
(주)엠에스씨,9780,Dec-12,114903220,92149602,114908177,92099407
(주)엠에스씨,9780,Dec-13,127198058,101816424,127198921,101600820
(주)엠에스씨,9780,Dec-14,129226165,102005159,129225567,101766945
(주)엠에스씨,9780,Dec-15,134818282,105854944,134818232,105703808
(주)엠에스씨,9780,Dec-16,135618091,104323256,135622094,104302795
(주)엠에스씨,9780,Dec-17,141954747,109865344,141954747,109833715
(주)엠에스씨,9780,Dec-18,144605455,113355763,144605086,113319227
(주)엠에스씨,9780,Dec-19,149239104,117068926,149239104,117061914
(주)엠에스오토텍,123040,Dec-11,316363990,259863246,142462094,104866805
(주)엠에스오토텍,123040,Dec-12,329747992,282603317,166529818,126667878
(주)엠에스오토텍,123040,Dec-13,676720372,589331391,355643993,315266144
(주)엠에스오토텍,123040,Dec-14,803779918,731025674,316826385,292904080
(주)엠에스오토텍,123040,Dec-15,864031681,765028585,310355067,276509980
(주)엠에스오토텍,123040,Dec-16,747893634,663270912,222946522,199463992
(주)엠에스오토텍,123040,Dec-17,704192245,639676599,203039734,188794775
(주)엠에스오토텍,123040,Dec-18,891949819,817552578,245348920,234089707
(주)엠에스오토텍,123040,Dec-19,1274416674,1134083005,273754814,260117661
(주)엠투엔,33310,Dec-11,,,54823395,50187524
(주)엠투엔,33310,Dec-12,,,43234047,37444282
(주)엠투엔,33310,Dec-13,,,39285920,31420073
(주)엠투엔,33310,Dec-14,39002935,31236633,36012093,29079271
(주)엠투엔,33310,Dec-15,51008316,41933034,29534779,25555929
(주)엠투엔,33310,Dec-16,49727413,41163963,27614935,24606641
(주)엠투엔,33310,Dec-17,51170397,43452759,28613061,26358177
(주)엠투엔,33310,Dec-18,53252622,45850675,29208004,26990435
(주)엠투엔,33310,Dec-19,46465722,40823724,27260839,25538542
(주)엠플러스,259630,Dec-17,,,72109584,59797336
(주)엠플러스,259630,Dec-18,,,78114604,71292012
(주)엠플러스,259630,Dec-19,104343607,89345505,104343607,89345505
(주)엠피대산,65150,Dec-11,159297346,100813366,158518374,100517947
(주)엠피대산,65150,Dec-12,177632560,107757376,176715324,107390972
(주)엠피대산,65150,Dec-13,174593729,104826704,170322935,103407307
(주)엠피대산,65150,Dec-14,143975989,87407830,142888725,86963678
(주)엠피대산,65150,Dec-15,122422450,65723376,110334442,61014788
(주)엠피대산,65150,Dec-16,151260360,76335949,97057714,51149864
(주)엠피대산,65150,Dec-17,145213359,73179526,81521073,43615198
(주)엠피대산,65150,Dec-18,119809794,68885097,65652118,35185996
(주)엠피대산,65150,Dec-19,109949106,62946090,61840102,31162108
(주)연우,115960,Dec-15,,,199099179,163006148
(주)연우,115960,Dec-16,234568387,188976970,235063011,189885725
(주)연우,115960,Dec-17,229295328,198740477,228721520,198660006
(주)연우,115960,Dec-18,272929163,243078120,271933167,242728494
(주)연우,115960,Dec-19,294610114,247749844,292405059,245569682
(주)연이비앤티,90740,Dec-11,421092515,407595730,184756881,182335648
(주)연이비앤티,90740,Dec-12,372847067,358772337,193082335,188309597
(주)연이비앤티,90740,Dec-13,439828561,421789606,202040903,194875983
(주)연이비앤티,90740,Dec-14,447270436,431592769,227675097,219266166
(주)연이비앤티,90740,Dec-15,456097955,440230210,191400903,183657656
(주)연이비앤티,90740,Dec-16,398021215,379659894,142048778,136887065
(주)연이비앤티,90740,Dec-17,271957133,270411638,41892571,41290925
(주)연이비앤티,90740,Dec-18,287318792,271324400,11649150,8996770
(주)연이비앤티,90740,Dec-19,316139182,294853639,9092417,5096287
(주)영우디에스피,143540,Dec-14,,,62547031,56337166
(주)영우디에스피,143540,Dec-15,,,57844490,53074815
(주)영우디에스피,143540,Dec-16,146159358,131354610,146159358,131354610
(주)영우디에스피,143540,Dec-17,258081454,249240365,258081454,249240365
(주)영우디에스피,143540,Dec-18,146297534,151349526,145959793,150588506
(주)영우디에스피,143540,Dec-19,100432751,80660508,100432751,80598364
(주)영원무역,111770,Dec-11,990188523,706603035,998518690,859675133
(주)영원무역,111770,Dec-12,1059149340,764552885,1054456979,909683950
(주)영원무역,111770,Dec-13,1108226794,825529088,1096209968,954020971
(주)영원무역,111770,Dec-14,1246335950,908878143,1140086346,996637009
(주)영원무역,111770,Dec-15,1584939206,1135676081,1134904535,973978578
(주)영원무역,111770,Dec-16,2001607172,1474629421,1212014124,1038957000
