회사명,거래소코드,회계년도,매출액(IFRS연결),매출채권(IFRS연결),매출액(IFRS개별),매출채권(IFRS개별)
(주)에이엔피,15260,Dec-18,107826344,15326399,94894851,14493726
(주)에이엔피,15260,Dec-19,105840629,13995894,95219936,13971289
(주)에이치비테크놀러지,78150,Dec-11,,,50351637,15291727
(주)에이치비테크놀러지,78150,Dec-12,,,33343150,10625011
(주)에이치비테크놀러지,78150,Dec-13,,,144295442,25048134
(주)에이치비테크놀러지,78150,Dec-14,,,133327678,21287987
(주)에이치비테크놀러지,78150,Dec-15,,,145657336,14454595
(주)에이치비테크놀러지,78150,Dec-16,,,270465702,40952875
(주)에이치비테크놀러지,78150,Dec-17,,,285223838,16132319
(주)에이치비테크놀러지,78150,Dec-18,273910965,25977933,250910635,18572017
(주)에이치비테크놀러지,78150,Dec-19,280566411,45235225,223721604,36545396
(주)에이치시티,72990,Dec-16,28240813,8109800,27683667,7909109
(주)에이치시티,72990,Dec-17,27878325,7536178,27209299,7283954
(주)에이치시티,72990,Dec-18,36429972,12115234,35784271,12100222
(주)에이치시티,72990,Dec-19,47420588,12238482,45337404,11769277
(주)에이치알에스,36640,Dec-11,57864184,13119958,58031685,13289205
(주)에이치알에스,36640,Dec-12,61133599,13784164,58999806,13579368
(주)에이치알에스,36640,Dec-13,56466789,12401508,55384811,12798954
(주)에이치알에스,36640,Dec-14,57373123,13198222,56357605,13434490
(주)에이치알에스,36640,Dec-15,59727110,12669640,57006875,12541175
(주)에이치알에스,36640,Dec-16,56490991,13062499,53857470,12323649
(주)에이치알에스,36640,Dec-17,67720042,14814515,63060204,13250265
(주)에이치알에스,36640,Dec-18,74617790,15318710,67943904,12744733
(주)에이치알에스,36640,Dec-19,66720013,13096425,61723442,11462795
(주)에이치앤비디자인,227100,Dec-18,31441043,9197870,31216245,9377374
(주)에이치앤비디자인,227100,Dec-19,21792788,7119150,21772351,7119150
(주)에이치엘사이언스,239610,Dec-16,,,34431546,1906842
(주)에이치엘사이언스,239610,Dec-17,,,40197225,2014926
(주)에이치엘사이언스,239610,Dec-18,,,64108470,3202881
(주)에이치엘사이언스,239610,Dec-19,,,128260856,4658608
(주)에이치케이,44780,Dec-11,60925684,22954412,60704553,23147929
(주)에이치케이,44780,Dec-12,62945257,24415830,62641545,24579391
(주)에이치케이,44780,Dec-13,52065819,20610127,51822513,20839873
(주)에이치케이,44780,Dec-14,55030177,21815166,54634002,22134095
(주)에이치케이,44780,Dec-15,57333919,19033864,52102020,23570102
(주)에이치케이,44780,Dec-16,61788534,24151176,54110902,27526380
(주)에이치케이,44780,Dec-17,57186686,20827191,54008598,25513783
(주)에이치케이,44780,Dec-18,55488123,18159301,48566224,22215035
(주)에이치케이,44780,Dec-19,54958238,16568780,44991567,20626510
(주)에이텍,45660,Dec-11,111111966,15801460,111111966,15686289
(주)에이텍,45660,Dec-12,,,118036574,10918603
(주)에이텍,45660,Dec-13,,,143338657,12485455
(주)에이텍,45660,Dec-14,,,178464874,19811873
(주)에이텍,45660,Dec-15,,,98988667,6682912
(주)에이텍,45660,Dec-16,,,120049859,7860468
(주)에이텍,45660,Dec-17,,,106326664,2221226
(주)에이텍,45660,Dec-18,,,98223147,2115367
(주)에이텍,45660,Dec-19,,,99256874,3381144
(주)에이텍티앤,224110,Dec-15,,,13311647,3790371
(주)에이텍티앤,224110,Dec-16,,,36048674,7537240
(주)에이텍티앤,224110,Dec-17,40937913,14960483,31068764,7395794
(주)에이텍티앤,224110,Dec-18,118586165,8552356,17947100,1397627
(주)에이텍티앤,224110,Dec-19,128024267,9330250,16407998,3528736
(주)에이트원,230980,Dec-16,,,8281760,4392380
(주)에이트원,230980,Dec-17,8199432,8013294,8199432,4038102
(주)에이트원,230980,Dec-18,37534312,2957964,5076666,1420390
(주)에이트원,230980,Dec-19,13058815,1713369,10003909,1592844
(주)에이티세미콘,89530,Dec-11,,,101417280,10220381
(주)에이티세미콘,89530,Dec-12,,,96603271,12261655
(주)에이티세미콘,89530,Dec-13,78868647,24980701,70379185,20565954
(주)에이티세미콘,89530,Dec-14,,,150503040,19517801
(주)에이티세미콘,89530,Dec-15,,,126241093,8859819
(주)에이티세미콘,89530,Dec-16,,,89285903,10263915
(주)에이티세미콘,89530,Dec-17,,,103239769,9055434
(주)에이티세미콘,89530,Dec-18,119592451,8791561,119592451,8791561
(주)에이티세미콘,89530,Dec-19,128076925,12349006,125928665,8833704
(주)에이팩트,200470,Dec-14,,,31518527,1236383
(주)에이팩트,200470,Dec-15,,,21648875,1506455
(주)에이팩트,200470,Dec-16,,,15878385,1459535
(주)에이팩트,200470,Dec-17,,,22643454,1686409
(주)에이팩트,200470,Dec-18,,,47115235,2327015
(주)에이팩트,200470,Dec-19,,,46841017,2329487
(주)에이프로젠,7460,Dec-11,354366069,53943338,101262306,21726044
(주)에이프로젠,7460,Dec-12,170688128,27276149,154934883,25253193
(주)에이프로젠,7460,Dec-13,,,103040328,31643856
(주)에이프로젠,7460,Dec-14,,,76535323,23413086
(주)에이프로젠,7460,Dec-15,,,65931704,19951818
(주)에이프로젠,7460,Dec-16,,,54835626,13554940
(주)에이프로젠,7460,Dec-17,44897115,11801326,44897115,11712911
(주)에이프로젠,7460,Dec-18,51047023,10212998,49941054,9943620
(주)에이프로젠,7460,Dec-19,78248841,23952943,50345277,10080809
(주)에이프로젠헬스케어앤게임즈,109960,Dec-11,,,25883104,8140127
(주)에이프로젠헬스케어앤게임즈,109960,Dec-12,,,21654584,3832691
(주)에이프로젠헬스케어앤게임즈,109960,Dec-13,20703785,3754143,20705608,3764241
(주)에이프로젠헬스케어앤게임즈,109960,Dec-14,,,13468231,3228304
(주)에이프로젠헬스케어앤게임즈,109960,Dec-15,,,11117034,2713842
(주)에이프로젠헬스케어앤게임즈,109960,Dec-16,15423603,2049737,15427119,2049737
(주)에이프로젠헬스케어앤게임즈,109960,Dec-17,11242042,4422486,11324491,4422449
(주)에이프로젠헬스케어앤게임즈,109960,Dec-18,19416757,5890595,19610733,5890283
(주)에이프로젠헬스케어앤게임즈,109960,Dec-19,21901096,4193693,21873920,4175795
(주)에치에프알,230240,Dec-15,,,,
(주)에치에프알,230240,Dec-16,,,,
(주)에치에프알,230240,Dec-17,,,,
(주)에치에프알,230240,Dec-18,134994659,49919456,104029651,45786595
(주)에치에프알,230240,Dec-19,156662931,33974296,138217524,33039262
(주)에코마케팅,230360,Dec-16,16642127,2785969,16630255,2781724
(주)에코마케팅,230360,Dec-17,24092472,4144200,20194727,3761016
(주)에코마케팅,230360,Dec-18,62103162,6722253,29011478,5874757
(주)에코마케팅,230360,Dec-19,111354943,14858536,40702206,9476792
(주)에코프로,86520,Dec-11,,,87620611,8583048
(주)에코프로,86520,Dec-12,,,79761920,15399341
(주)에코프로,86520,Dec-13,,,59580666,13424949
(주)에코프로,86520,Dec-14,,,83223658,15858337
(주)에코프로,86520,Dec-15,,,107266374,22385387
(주)에코프로,86520,Dec-16,170483368,33204973,72912931,9284271
(주)에코프로,86520,Dec-17,329012475,44797179,40605615,8168584
(주)에코프로,86520,Dec-18,669407171,76949587,83086320,25103393
(주)에코프로,86520,Dec-19,702272501,70449564,93361225,15178980
(주)에코프로비엠,247540,Dec-16,,,,
(주)에코프로비엠,247540,Dec-17,,,,
(주)에코프로비엠,247540,Dec-19,,,616085055,59353264
(주)에프알텍,73540,Dec-11,,,13447794,1704415
(주)에프알텍,73540,Dec-12,,,79219615,10858486
(주)에프알텍,73540,Dec-13,,,55585373,18578824
(주)에프알텍,73540,Dec-14,32285309,7015418,32272875,7015418
(주)에프알텍,73540,Dec-15,42808888,16018146,42784821,16016487
(주)에프알텍,73540,Dec-16,21932679,7418964,21926802,7452541
(주)에프알텍,73540,Dec-17,23215136,2562829,23253122,2640091
(주)에프알텍,73540,Dec-18,24607102,4151361,24525643,4184173
(주)에프알텍,73540,Dec-19,26150315,7817970,26148549,7850782
(주)에프앤리퍼블릭,64090,Dec-11,28665431,4014142,29837921,5956381
(주)에프앤리퍼블릭,64090,Dec-12,26604407,3378239,25202281,4779722
(주)에프앤리퍼블릭,64090,Dec-13,26772054,3428691,24865766,3930951
(주)에프앤리퍼블릭,64090,Dec-14,,,22953448,5953159
(주)에프앤리퍼블릭,64090,Dec-15,19115992,3972088,18469794,3942543
(주)에프앤리퍼블릭,64090,Dec-16,54679135,6169375,17938392,5549057
(주)에프앤리퍼블릭,64090,Dec-17,77374491,20906576,65211588,20861916
(주)에프앤리퍼블릭,64090,Dec-18,102914918,47912958,101451331,47835974
(주)에프앤리퍼블릭,64090,Dec-19,34123439,27330339,31936073,27406950
(주)에프앤에프홀딩스,7700,Dec-11,218167782,27669518,217856438,27447484
(주)에프앤에프홀딩스,7700,Dec-12,200762944,31849008,200335913,31534276
(주)에프앤에프홀딩스,7700,Dec-13,222378411,45024806,222042661,44763014
(주)에프앤에프홀딩스,7700,Dec-14,301412850,50907406,301122145,50578893
(주)에프앤에프홀딩스,7700,Dec-15,370012003,53063704,369783643,52754439
(주)에프앤에프홀딩스,7700,Dec-16,438979655,58497069,438729919,58410128
(주)에프앤에프홀딩스,7700,Dec-17,560518177,91665251,560952332,92296697
(주)에프앤에프홀딩스,7700,Dec-18,668726803,85689617,646028073,87385934
(주)에프앤에프홀딩스,7700,Dec-19,910336565,85608418,885117753,101972947
(주)에프에스엔,214270,Dec-15,,,,
(주)에프에스엔,214270,Dec-16,32484436,9495910,31453004,9125711
(주)에프에스엔,214270,Dec-17,34193103,14719077,27292458,11920576
(주)에프에스엔,214270,Dec-18,125414863,0,37136316,10859732
(주)에프에스엔,214270,Dec-19,145425213,58691004,38506961,9610262
(주)에프에스티,36810,Dec-11,,,45759225,8529690
(주)에프에스티,36810,Dec-12,,,65153665,12460420
(주)에프에스티,36810,Dec-13,66385916,17488226,66385916,17488226
(주)에프에스티,36810,Dec-14,66807545,16017273,66577336,15990954
(주)에프에스티,36810,Dec-15,84636617,11670325,84434815,11653354
(주)에프에스티,36810,Dec-16,112326475,13686750,111881400,13684757
(주)에프에스티,36810,Dec-17,191695210,23565299,191104354,23517011
(주)에프에스티,36810,Dec-18,165054024,20464469,164438268,20351964
(주)에프에스티,36810,Dec-19,125729654,20083800,121655204,19750351
(주)에프엔씨엔터테인먼트,173940,Dec-14,60072237,5011302,32283428,4742071
(주)에프엔씨엔터테인먼트,173940,Dec-15,72671244,5204715,44318552,6424969
(주)에프엔씨엔터테인먼트,173940,Dec-16,91417169,7486907,53707136,5952540
(주)에프엔씨엔터테인먼트,173940,Dec-17,116687389,7355299,53832745,5910233
(주)에프엔씨엔터테인먼트,173940,Dec-18,74014342,6270569,47581669,4095274
(주)에프엔씨엔터테인먼트,173940,Dec-19,84190079,9924428,53546880,5866890
(주)엑사이엔씨,54940,Dec-11,186774110,21910323,123153033,11848153
(주)엑사이엔씨,54940,Dec-12,142759741,21979222,80931135,11162389
(주)엑사이엔씨,54940,Dec-13,139478280,24750854,65560765,12390783
(주)엑사이엔씨,54940,Dec-14,166550236,31241377,68948630,10030712
(주)엑사이엔씨,54940,Dec-15,152966138,24192252,82823676,12551018
(주)엑사이엔씨,54940,Dec-16,164818419,29342111,109044067,21379330
(주)엑사이엔씨,54940,Dec-17,255852212,23216229,184575755,10440564
(주)엑사이엔씨,54940,Dec-18,224054110,19086413,151515263,3334352
(주)엑사이엔씨,54940,Dec-19,247113216,23713072,139762658,2207997
(주)엑세스바이오인코퍼레이션,950130,Dec-13,45840015,17417155,45837731,17417155
(주)엑세스바이오인코퍼레이션,950130,Dec-14,32305084,14400952,32387575,14755564
(주)엑세스바이오인코퍼레이션,950130,Dec-15,35582621,12545815,34758550,12696567
(주)엑세스바이오인코퍼레이션,950130,Dec-16,32485928,14083663,29762933,12544703
(주)엑세스바이오인코퍼레이션,950130,Dec-17,29464754,6656104,27532808,5880818
(주)엑세스바이오인코퍼레이션,950130,Dec-18,40239207,8371933,37584855,7524429
(주)엑세스바이오인코퍼레이션,950130,Dec-19,43058688,5582975,37379390,4987096
(주)엑셈,205100,Dec-14,,,,
(주)엑셈,205100,Dec-15,20656737,6325873,15753692,4748847
(주)엑셈,205100,Dec-16,27549222,10353842,20122347,9660618
(주)엑셈,205100,Dec-17,33716596,8722343,24349132,5953977
(주)엑셈,205100,Dec-18,32359592,5823423,22614987,3735031
(주)엑셈,205100,Dec-19,34454978,7648392,24786109,5109136
(주)엑시콘,92870,Dec-15,52960638,6837609,52960638,6837609
(주)엑시콘,92870,Dec-16,45115501,10790146,44985040,10762628
(주)엑시콘,92870,Dec-17,67217160,4905659,66441333,5009005
(주)엑시콘,92870,Dec-18,56474117,4120889,56483838,4056446
(주)엑시콘,92870,Dec-19,38230244,7475616,38226674,7475264
(주)엔바이오니아,317870,Dec-19,,,9720397,870006
(주)엔씨소프트,36570,Dec-11,608878406,80375384,500177248,65580942
(주)엔씨소프트,36570,Dec-12,753520026,83645465,475302065,53025481
(주)엔씨소프트,36570,Dec-13,756655651,91175837,530439554,63102269
(주)엔씨소프트,36570,Dec-14,838718200,99752015,612651715,74426197
(주)엔씨소프트,36570,Dec-15,838297603,97823142,616604463,74896757
(주)엔씨소프트,36570,Dec-16,983556874,171482523,744135850,164052015
(주)엔씨소프트,36570,Dec-17,1758721722,206615752,1546636024,208855702
(주)엔씨소프트,36570,Dec-18,1715115508,162499504,1529913443,194855939
(주)엔씨소프트,36570,Dec-19,1701185423,268092924,1525867647,286127285
(주)엔아이스틸,8260,Dec-11,,,107269087,27080636
(주)엔아이스틸,8260,Dec-12,,,105331692,31494258
(주)엔아이스틸,8260,Dec-13,,,121321800,33283468
(주)엔아이스틸,8260,Dec-14,,,126580555,31590336
(주)엔아이스틸,8260,Dec-15,,,118555722,21124868
(주)엔아이스틸,8260,Dec-16,,,114325940,25772006
(주)엔아이스틸,8260,Dec-17,,,150604074,29439756
(주)엔아이스틸,8260,Dec-18,,,150732790,23770895
(주)엔아이스틸,8260,Dec-19,,,148224450,29281071
(주)엔에스,217820,Dec-15,,,30449865,5567503
(주)엔에스,217820,Dec-16,29620173,9523606,26837910,9071573
(주)엔에스,217820,Dec-17,42165075,9801809,36244854,9173418
(주)엔에스,217820,Dec-18,50648403,9588401,43702837,8806284
(주)엔에스,217820,Dec-19,65057075,18231605,57996003,17720353
(주)엔에스엔,31860,Dec-11,213097323,0,11501966,1413783
(주)엔에스엔,31860,Dec-12,293487067,33007912,5285107,1431668
(주)엔에스엔,31860,Dec-13,5598496,2286081,5598496,2301661
(주)엔에스엔,31860,Dec-14,13409262,3007413,13409262,3002495
(주)엔에스엔,31860,Dec-15,18619785,5665801,18118026,3930168
(주)엔에스엔,31860,Dec-16,18771125,6152309,8716713,5879297
(주)엔에스엔,31860,Dec-17,5233309,4303693,5233099,4527711
(주)엔에스엔,31860,Dec-18,10306353,6469558,10278928,6278492
(주)엔에스엔,31860,Dec-19,15368805,8457473,9082944,5299485
(주)엔에이치엔벅스,104200,Dec-11,47530303,6012592,47434683,5994055
(주)엔에이치엔벅스,104200,Dec-12,50379224,6373736,50378005,6373736
(주)엔에이치엔벅스,104200,Dec-13,,,57793222,6191445
(주)엔에이치엔벅스,104200,Dec-14,,,54859490,6035336
(주)엔에이치엔벅스,104200,Dec-15,,,60863075,8954452
(주)엔에이치엔벅스,104200,Dec-16,73029718,12168695,71391877,11605799
(주)엔에이치엔벅스,104200,Dec-17,92820905,13413674,88654122,13264005
(주)엔에이치엔벅스,104200,Dec-18,89652083,12655592,84512339,12520523
(주)엔에이치엔벅스,104200,Dec-19,84847822,11443745,81514992,11387425
(주)엔이능률,53290,Dec-11,47587863,15366258,47587862,15363955
(주)엔이능률,53290,Dec-12,51714369,17256828,51714369,17254526
(주)엔이능률,53290,Dec-13,55623117,21486833,55623117,21170937
(주)엔이능률,53290,Dec-14,52916516,25140650,52916516,25137193
(주)엔이능률,53290,Dec-15,53139374,27664028,53139374,27664028
(주)엔이능률,53290,Dec-16,53488427,30087096,53488427,30087096
(주)엔이능률,53290,Dec-17,57481263,32138255,57481263,32138255
(주)엔이능률,53290,Dec-18,,,85990357,38607628
(주)엔이능률,53290,Dec-19,,,84632802,43151499
(주)엔지스테크널러지,208860,Dec-16,,,3682598,502269
(주)엔지스테크널러지,208860,Dec-17,,,3369956,1727041
(주)엔지스테크널러지,208860,Dec-18,,,4188910,1618816
(주)엔지스테크널러지,208860,Dec-19,6299597,2302939,4265217,726685
(주)엔지켐생명과학,183490,Dec-18,31034039,8433099,31034039,8433099
(주)엔지켐생명과학,183490,Dec-19,31468723,9680553,31468723,9680553
(주)엔케이,85310,Dec-11,264972460,100168642,190410942,63194310
(주)엔케이,85310,Dec-12,245915174,90583508,189960360,74933940
(주)엔케이,85310,Dec-13,223599371,53192705,170568864,62273616
(주)엔케이,85310,Dec-14,241944106,105207673,207894125,89070144
(주)엔케이,85310,Dec-15,250254926,53298729,235846142,47009481
(주)엔케이,85310,Dec-16,164591201,39760208,157651808,38161016
(주)엔케이,85310,Dec-17,121800023,35705640,83357691,28466456
(주)엔케이,85310,Dec-18,108432788,33902452,75575890,30664447
(주)엔케이,85310,Dec-19,108452406,36982218,88259702,31132021
(주)엔케이맥스,182400,Dec-15,2513084,860159,2535965,888796
(주)엔케이맥스,182400,Dec-16,6875849,2280806,6920544,2385509
(주)엔케이맥스,182400,Dec-17,4829585,2773304,4820171,2965285
(주)엔케이맥스,182400,Dec-18,6268827,3244297,5922253,3430944
(주)엔케이맥스,182400,Dec-19,8749218,3423679,6695324,2611733
(주)엔텔스,69410,Dec-11,,,45981095,12595277
(주)엔텔스,69410,Dec-12,53992431,18871990,53992431,18871990
(주)엔텔스,69410,Dec-13,60984318,20170966,60947064,20129211
(주)엔텔스,69410,Dec-14,64439380,11654223,64276436,11654026
(주)엔텔스,69410,Dec-15,45306214,8615501,45287913,8615501
(주)엔텔스,69410,Dec-16,56460445,10782990,56334262,10821845
(주)엔텔스,69410,Dec-17,46939426,8884152,46726874,8832421
(주)엔텔스,69410,Dec-18,62313287,11758753,61950966,11643752
(주)엔텔스,69410,Dec-19,60229899,17890585,59187823,17678893
(주)엔투텍,227950,Dec-15,,,,
(주)엔투텍,227950,Dec-16,,,,
(주)엔투텍,227950,Dec-17,,,,
(주)엔투텍,227950,Dec-18,19115790,1076885,19046948,1076885
(주)엔피,291230,Dec-18,,,,
(주)엔피,291230,Dec-19,,,,
(주)엔피케이,48830,Dec-11,70138501,8818695,56419050,5552813
(주)엔피케이,48830,Dec-12,64600597,8609998,51221462,5425022
(주)엔피케이,48830,Dec-13,67412834,7593545,58285827,5667415
(주)엔피케이,48830,Dec-14,62639099,6756795,52953911,5253024
(주)엔피케이,48830,Dec-15,59069727,6169387,48676627,4286963
(주)엔피케이,48830,Dec-16,67437534,7493694,56604521,5884119
(주)엔피케이,48830,Dec-17,73092700,7858593,62636773,5846820
(주)엔피케이,48830,Dec-18,67274847,7328342,58475760,5766407
(주)엔피케이,48830,Dec-19,65034697,7373312,61831770,6572957
(주)엘디티,96870,Dec-11,,,31439151,2137710
(주)엘디티,96870,Dec-12,,,30846209,2363947
(주)엘디티,96870,Dec-13,,,9183448,1171691
(주)엘디티,96870,Dec-14,,,7047422,722960
(주)엘디티,96870,Dec-15,,,9451508,1254305
(주)엘디티,96870,Dec-16,,,7633017,795274
(주)엘디티,96870,Dec-17,,,9336437,1423709
(주)엘디티,96870,Dec-18,,,7188415,1976080
(주)엘디티,96870,Dec-19,,,6955660,1529278
(주)엘아이에스,138690,Dec-11,,,63258363,20284744
(주)엘아이에스,138690,Dec-12,20373934,6795611,20373934,6795611
(주)엘아이에스,138690,Dec-13,42107235,7487412,42059956,7216981
(주)엘아이에스,138690,Dec-14,36925075,13140366,36744971,12770600
(주)엘아이에스,138690,Dec-15,121904067,10797393,100330963,8270286
(주)엘아이에스,138690,Dec-16,102985201,16180035,32418639,14954386
(주)엘아이에스,138690,Dec-17,91942892,3418904,76373817,2811946
(주)엘아이에스,138690,Dec-18,211363819,3245191,210373463,2613661
(주)엘아이에스,138690,Dec-19,145119083,15334300,142669434,14965941
(주)엘앤씨바이오,290650,Dec-18,21240894,8096003,20823971,7976878
(주)엘앤씨바이오,290650,Dec-19,29151665,10400536,25235143,9855716
(주)엘앤에프,66970,Dec-11,210921751,11655440,126317118,8940326
(주)엘앤에프,66970,Dec-12,239316331,16851672,123595956,6527784
(주)엘앤에프,66970,Dec-13,225969174,18771702,94883224,10987672
(주)엘앤에프,66970,Dec-14,245675375,27358847,125233781,14164610
(주)엘앤에프,66970,Dec-15,235128641,20520376,118160273,9990393
(주)엘앤에프,66970,Dec-16,249732039,28636547,218851706,25327896
(주)엘앤에프,66970,Dec-17,403019916,43953836,359393986,39061682
(주)엘앤에프,66970,Dec-18,505664305,49138625,494339484,48646032
(주)엘앤에프,66970,Dec-19,313264235,57388910,312072283,57391072
(주)엘앤케이바이오메드,156100,Dec-16,34448849,30434822,29225599,35612416
(주)엘앤케이바이오메드,156100,Dec-17,31514425,25188307,21626682,25314106
(주)엘앤케이바이오메드,156100,Dec-18,31323219,24391180,22801032,21841953
(주)엘앤케이바이오메드,156100,Dec-19,25776889,18459955,19470887,17170784
(주)엘에스,6260,Dec-11,12351573000,2161355000,92198000,0
(주)엘에스,6260,Dec-12,11881204000,2076147000,104376000,0
(주)엘에스,6260,Dec-13,11445455000,1991712000,103661000,0
(주)엘에스,6260,Dec-14,10886348000,2209542000,97844000,0
(주)엘에스,6260,Dec-15,9999749000,2199537000,136138000,0
(주)엘에스,6260,Dec-16,9621313000,2202182000,83058000,0
(주)엘에스,6260,Dec-17,9515114000,2165550000,115262000,0
(주)엘에스,6260,Dec-18,10110159000,2454295000,242003000,0
(주)엘에스,6260,Dec-19,10176243000,2425503000,87110000,0
(주)엘에스네트웍스,680,Dec-11,454028664,40483418,423313532,38641911
(주)엘에스네트웍스,680,Dec-12,654844454,72056160,639561787,70573642
(주)엘에스네트웍스,680,Dec-13,771011942,87243927,695547406,83943474
(주)엘에스네트웍스,680,Dec-14,951010673,163833754,845738726,160920432
(주)엘에스네트웍스,680,Dec-15,810130161,142676506,691163868,139284815
(주)엘에스네트웍스,680,Dec-16,487042509,112936448,335727456,94308975
(주)엘에스네트웍스,680,Dec-17,443352650,114421455,235484216,96800125
(주)엘에스네트웍스,680,Dec-18,445887878,102030373,205400278,86705304
(주)엘에스네트웍스,680,Dec-19,402812773,111171631,217535679,99080641
(주)엘에프,93050,Dec-11,1439319872,128582040,1410925338,127179596
(주)엘에프,93050,Dec-12,1466496900,118596000,1389652918,110872000
(주)엘에프,93050,Dec-13,1486052176,118460531,1416402438,107501155
(주)엘에프,93050,Dec-14,1460156058,132947000,1385279237,120686000
(주)엘에프,93050,Dec-15,1571047846,116864000,1429859310,101033000
(주)엘에프,93050,Dec-16,1529296619,125804926,1379859089,105743208
(주)엘에프,93050,Dec-17,1602059905,142353520,1389250128,119134601
(주)엘에프,93050,Dec-18,1706682100,136323377,1414779247,114236141
(주)엘에프,93050,Dec-19,1851716801,126764669,1405258777,100685000
(주)엘엑스세미콘,108320,Dec-11,301486881,28634922,301277414,28634922
(주)엘엑스세미콘,108320,Dec-12,472637325,80613515,472258557,80613515
(주)엘엑스세미콘,108320,Dec-13,410236860,86840316,409644506,86843872
(주)엘엑스세미콘,108320,Dec-14,390705091,86096879,390690929,86095599
(주)엘엑스세미콘,108320,Dec-15,535837006,110774705,535837006,110774430
(주)엘엑스세미콘,108320,Dec-16,610043215,110873434,610042626,110873434
(주)엘엑스세미콘,108320,Dec-17,692761282,139950087,692756756,139950087
(주)엘엑스세미콘,108320,Dec-18,791818132,158800076,791817912,158800076
(주)엘엑스세미콘,108320,Dec-19,867122050,159275851,867122050,159275851
(주)엘엑스인터내셔널,1120,Dec-11,13986834138,1757530262,7378209899,1139768063
(주)엘엑스인터내셔널,1120,Dec-12,12793756148,1414434000,5945490194,735006000
(주)엘엑스인터내셔널,1120,Dec-13,12072685790,1274918352,5555792618,677375198
(주)엘엑스인터내셔널,1120,Dec-14,11372192850,1151260000,3776501601,469267000
(주)엘엑스인터내셔널,1120,Dec-15,13224458801,1527154361,3675879173,422856057
(주)엘엑스인터내셔널,1120,Dec-16,11966717412,1446330153,2828841348,388013631
(주)엘엑스인터내셔널,1120,Dec-17,12827237444,1326183712,2808960467,384404071
(주)엘엑스인터내셔널,1120,Dec-18,9988224866,1112858000,2904286945,343065313
(주)엘엑스인터내셔널,1120,Dec-19,10530857112,1038780000,3080463942,301990808
(주)엘엑스하우시스,108670,Dec-11,2450105000,437931000,2067165000,431507000
(주)엘엑스하우시스,108670,Dec-12,2451083000,431346000,2073996000,419592000
(주)엘엑스하우시스,108670,Dec-13,2676952000,475126000,2285965000,462517000
(주)엘엑스하우시스,108670,Dec-14,2825120000,493973000,2440439000,444804000
(주)엘엑스하우시스,108670,Dec-15,2768561000,505691000,2370082000,446460000
(주)엘엑스하우시스,108670,Dec-16,2928337000,621210000,2490561000,545739000
(주)엘엑스하우시스,108670,Dec-17,3256451000,678517000,2812681000,599343000
(주)엘엑스하우시스,108670,Dec-18,3266496000,583426000,2817733000,516967000
(주)엘엑스하우시스,108670,Dec-19,3186807000,531310000,2710501000,460358000
(주)엘엠에스,73110,Dec-11,92526620,19365239,87570749,28403379
(주)엘엠에스,73110,Dec-12,84113942,17778936,75102442,31377115
(주)엘엠에스,73110,Dec-13,111677511,26489366,103275741,48604514
(주)엘엠에스,73110,Dec-14,138878415,34967185,131722477,77293505
(주)엘엠에스,73110,Dec-15,123425729,26716067,97736245,72436074
(주)엘엠에스,73110,Dec-16,113507609,37333134,92999722,79534870
(주)엘엠에스,73110,Dec-17,143748592,26851325,79786450,30377685
(주)엘엠에스,73110,Dec-18,109393200,31013391,80278509,43592986
(주)엘엠에스,73110,Dec-19,163181110,80304535,145464657,97853425
(주)엘오티베큠,83310,Dec-11,66656320,8882564,65636334,9371545
(주)엘오티베큠,83310,Dec-12,72619688,5262551,70454279,5464879
(주)엘오티베큠,83310,Dec-13,83757931,8541575,83001756,9920368
(주)엘오티베큠,83310,Dec-14,88475695,11097248,89031946,13648993
(주)엘오티베큠,83310,Dec-15,123883585,6727305,127417427,13553144
(주)엘오티베큠,83310,Dec-16,124058524,14296680,121033850,22025537
(주)엘오티베큠,83310,Dec-17,200745090,15036035,193098291,18807156
(주)엘오티베큠,83310,Dec-18,169314397,12361460,159675553,15802095
(주)엘오티베큠,83310,Dec-19,150245826,27827274,147403941,31243054
(주)엘지,3550,Dec-11,10059024000,1723770000,589467709,0
(주)엘지,3550,Dec-12,9827154000,1957718000,616562921,0
(주)엘지,3550,Dec-13,9799213000,2003643000,568046374,0
(주)엘지,3550,Dec-14,9865402000,2263398000,575743726,0
(주)엘지,3550,Dec-15,9968190000,2200006000,574117000,0
(주)엘지,3550,Dec-16,10725374000,2551435000,614003000,0
(주)엘지,3550,Dec-17,11841058000,3023304000,714845000,0
(주)엘지,3550,Dec-18,11944790000,2755238000,757196000,0
(주)엘지,3550,Dec-19,6575339000,1450939000,874672000,0
(주)엘지생활건강,51900,Dec-11,3452434428,332440000,1995557178,231944000
(주)엘지생활건강,51900,Dec-12,3896218098,376437363,2144639679,239729000
(주)엘지생활건강,51900,Dec-13,4326255199,414727863,2238174818,271479562
(주)엘지생활건강,51900,Dec-14,4677009785,413093827,2513352190,269576602
(주)엘지생활건강,51900,Dec-15,5328492268,425060000,3031336330,283033377
(주)엘지생활건강,51900,Dec-16,6094059406,475485559,3660952827,330738101
(주)엘지생활건강,51900,Dec-17,6270463510,529223477,3784444279,396444588
(주)엘지생활건강,51900,Dec-18,6747536802,566838267,4060157954,367752883
(주)엘지생활건강,51900,Dec-19,7685424230,621676000,4536975744,361362000
