회사명,거래소코드,회계년도,매출액(IFRS연결),매출원가(IFRS연결),판관비(IFRS연결),매출액(IFRS개별),매출원가(IFRS개별),판관비(IFRS개별)
(주)에스아이리소스,65420,Dec-16,25212000,19171172,9931088,13410932,13075212,3400161
(주)에스아이리소스,65420,Dec-17,33368170,24364309,8270340,17472745,17102558,1491410
(주)에스아이리소스,65420,Dec-18,28204423,19176595,9092038,10439056,9936119,2045397
(주)에스아이리소스,65420,Dec-19,,,,12830794,11608058,673480
(주)에스앤더블류,103230,Dec-11,,,,86447592,80341682,5000255
(주)에스앤더블류,103230,Dec-12,,,,70545756,65120016,4915681
(주)에스앤더블류,103230,Dec-13,,,,49820826,46204309,4386203
(주)에스앤더블류,103230,Dec-14,,,,50822260,46214508,4535287
(주)에스앤더블류,103230,Dec-15,,,,48783037,44097750,4580341
(주)에스앤더블류,103230,Dec-16,,,,42197864,38917122,5346133
(주)에스앤더블류,103230,Dec-17,,,,32736658,33114913,4246793
(주)에스앤더블류,103230,Dec-18,,,,30239761,32726424,5838294
(주)에스앤더블류,103230,Dec-19,,,,36022930,34084542,4146511
(주)에스앤에스텍,101490,Dec-11,51020273,36776224,9384169,50118523,36509179,6552007
(주)에스앤에스텍,101490,Dec-12,51816919,42247480,10164659,46495754,33127920,7101814
(주)에스앤에스텍,101490,Dec-13,68041854,58114300,11530409,46930528,32384863,7457193
(주)에스앤에스텍,101490,Dec-14,45730574,30414927,8618934,44426846,30414927,8521762
(주)에스앤에스텍,101490,Dec-15,,,,51210649,32275129,8631391
(주)에스앤에스텍,101490,Dec-16,,,,54012868,38100393,8607617
(주)에스앤에스텍,101490,Dec-17,,,,53899317,42636917,8819345
(주)에스앤에스텍,101490,Dec-18,,,,61016170,46555456,9274468
(주)에스앤에스텍,101490,Dec-19,,,,84466768,62054531,11314140
(주)에스에너지,95910,Dec-11,195326879,179202068,12113802,204240500,188517210,11086812
(주)에스에너지,95910,Dec-12,225361171,189359010,17337574,204481287,170202888,15921433
(주)에스에너지,95910,Dec-13,268744747,236799986,19641029,258533769,228860443,17514531
(주)에스에너지,95910,Dec-14,273413971,244784513,22629131,260301003,234407001,18798680
(주)에스에너지,95910,Dec-15,313049193,286828069,20655349,299268140,279384428,14807165
(주)에스에너지,95910,Dec-16,304638920,272816015,25744018,281185930,258086348,20286201
(주)에스에너지,95910,Dec-17,231105250,196744106,26740474,198474507,175885971,18322498
(주)에스에너지,95910,Dec-18,165548046,138448895,28640944,105828779,88924963,15986757
(주)에스에너지,95910,Dec-19,216932737,181932060,33618709,153975497,136554944,15859878
(주)에스에스알,275630,Dec-18,,,,12067624,7215431,4047756
(주)에스에스알,275630,Dec-19,,,,12954946,7830398,4630779
(주)에스에이엠티,31330,Dec-11,969528355,927464281,17835722,969646753,927589917,17835722
(주)에스에이엠티,31330,Dec-12,1024177007,982033752,16723205,1024177007,982033752,16264624
(주)에스에이엠티,31330,Dec-13,1022798914,977799352,18770126,1022798914,977799352,18284429
(주)에스에이엠티,31330,Dec-14,983166045,934053749,53153866,983166045,934053749,53179052
(주)에스에이엠티,31330,Dec-15,1059342878,1007301742,15198529,1059342878,1007301742,15240313
(주)에스에이엠티,31330,Dec-16,1063479333,1009681588,25260818,1063479333,1009681588,24588142
(주)에스에이엠티,31330,Dec-17,1212024348,1159126323,18705841,1212024348,1159126323,18705841
(주)에스에이엠티,31330,Dec-18,1176014835,1122548854,19598978,1176014835,1122548854,20882459
(주)에스에이엠티,31330,Dec-19,1213833610,1162766947,17358728,1213833610,1162766947,17404301
(주)에스에이티,60540,Dec-11,31641818,24023029,5502184,5802944,4819822,2767255
(주)에스에이티,60540,Dec-12,16595080,13060999,4686617,3745287,2315148,1212887
(주)에스에이티,60540,Dec-13,7626719,4930821,4719138,6726197,4662948,2734742
(주)에스에이티,60540,Dec-14,16795970,11748987,3293422,16443144,11813096,2925533
(주)에스에이티,60540,Dec-15,38862501,28803707,5948474,20376179,14136015,3449073
(주)에스에이티,60540,Dec-16,84693323,71399113,8084943,29815304,23207086,3432286
(주)에스에이티,60540,Dec-17,97309966,79890963,9371912,43531527,34607182,4257956
(주)에스에이티,60540,Dec-18,133941225,113983514,12623458,17761011,10288065,3188114
(주)에스에이티,60540,Dec-19,140167604,116775909,13390744,20271145,11220559,3071305
(주)에스에프에이,56190,Dec-11,781451480,621258009,51701500,753373519,610377006,48310980
(주)에스에프에이,56190,Dec-12,507482440,371780359,65674104,480891735,353595657,62823479
(주)에스에프에이,56190,Dec-13,478500787,353143277,60771758,450831580,334772290,58064191
(주)에스에프에이,56190,Dec-14,415136598,332599279,36787517,378490183,304958436,34784997
(주)에스에프에이,56190,Dec-15,526063549,418428139,49626018,496565363,398442600,46833970
(주)에스에프에이,56190,Dec-16,1319748301,1126141683,72797493,849971815,689493157,55800726
(주)에스에프에이,56190,Dec-17,1920384917,1595294579,89002495,1313864576,1067422437,54441312
(주)에스에프에이,56190,Dec-18,1560055023,1232328850,93368908,944309684,702085991,65006849
(주)에스에프에이,56190,Dec-19,1577746351,1260370290,103170739,860849403,627216404,77704068
(주)에스에프에이반도체,36540,Dec-11,463505699,416426035,21642274,422532647,385269497,14782334
(주)에스에프에이반도체,36540,Dec-12,537854912,489382189,23135174,388469613,368374982,14139164
(주)에스에프에이반도체,36540,Dec-13,540775785,511641348,42328452,326951166,313444357,15326152
(주)에스에프에이반도체,36540,Dec-14,550931474,470979669,34622619,335631204,287291793,15045286
(주)에스에프에이반도체,36540,Dec-15,516477480,476893144,31753360,326941822,313628720,22947007
(주)에스에프에이반도체,36540,Dec-16,429214599,399456050,14946040,269659372,261576497,7540159
(주)에스에프에이반도체,36540,Dec-17,449558231,410672653,13423274,293000759,265844379,7647874
(주)에스에프에이반도체,36540,Dec-18,457853090,411087001,13077830,296190099,262889189,7267507
(주)에스에프에이반도체,36540,Dec-19,588938238,535797801,14064830,461843674,428163116,7987287
(주)에스엘바이오닉스,214310,Dec-15,57249639,45563329,5002173,57249639,45563329,4998199
(주)에스엘바이오닉스,214310,Dec-16,59330985,45771465,21893404,59174840,45771465,21635511
(주)에스엘바이오닉스,214310,Dec-17,48020218,37461169,10649838,47652516,37461169,9189648
(주)에스엘바이오닉스,214310,Dec-18,32126457,27374897,10154704,31686653,27374897,8999672
(주)에스엘바이오닉스,214310,Dec-19,24150312,20773123,7507350,24150312,20773123,7507350
(주)에스엠라이프디자인그룹,63440,Dec-11,,,,21201500,13617680,5675799
(주)에스엠라이프디자인그룹,63440,Dec-12,,,,17340050,13339887,6712956
(주)에스엠라이프디자인그룹,63440,Dec-13,15527152,11593804,8828526,14816806,11075540,6284307
(주)에스엠라이프디자인그룹,63440,Dec-14,22980973,16869720,11341145,17801643,12714843,4760969
(주)에스엠라이프디자인그룹,63440,Dec-15,16460156,13523288,9806837,11202926,8913051,4028822
(주)에스엠라이프디자인그룹,63440,Dec-16,11371357,7887110,5884994,11371357,7887110,5884994
(주)에스엠라이프디자인그룹,63440,Dec-17,33280384,26468483,6212910,31503168,24677838,5204054
(주)에스엠라이프디자인그룹,63440,Dec-18,20031354,15249856,5667453,20031354,15249856,5322853
(주)에스엠라이프디자인그룹,63440,Dec-19,36981225,29263815,7293582,33325088,28222820,4028640
(주)에스엠벡셀,10580,Dec-11,,,,95831997,96069020,2354546
(주)에스엠벡셀,10580,Dec-12,,,,88689945,92253742,2515662
(주)에스엠벡셀,10580,Dec-13,,,,91201607,91103783,2252970
(주)에스엠벡셀,10580,Dec-14,,,,92396215,91013528,2188114
(주)에스엠벡셀,10580,Dec-15,,,,87071516,84836431,2149910
(주)에스엠벡셀,10580,Dec-16,,,,77234738,79162149,2511259
(주)에스엠벡셀,10580,Dec-17,,,,72104140,72629477,2360025
(주)에스엠벡셀,10580,Dec-18,,,,79623082,74427507,2698469
(주)에스엠벡셀,10580,Dec-19,,,,78268988,77027134,5950588
(주)에스엠엔터테인먼트,41510,Dec-11,143002535,86506493,30882550,109936174,73076887,16358482
(주)에스엠엔터테인먼트,41510,Dec-12,241325968,131632793,49147458,168560156,99948869,20790055
(주)에스엠엔터테인먼트,41510,Dec-13,268700179,170010835,58153454,164258711,103289389,26383945
(주)에스엠엔터테인먼트,41510,Dec-14,286980060,184782436,67867236,169480324,111958478,33947411
(주)에스엠엔터테인먼트,41510,Dec-15,325439247,212411579,76604828,195445281,126818997,45388899
(주)에스엠엔터테인먼트,41510,Dec-16,349870229,247611540,81553455,202127701,135709819,50293537
(주)에스엠엔터테인먼트,41510,Dec-17,365386504,248982350,105462854,216128551,132704122,57817535
(주)에스엠엔터테인먼트,41510,Dec-18,612227479,409514857,154966585,281638319,172283297,67493946
(주)에스엠엔터테인먼트,41510,Dec-19,657825612,442207145,175221761,307504375,195614080,74714629
(주)에스엠컬처앤콘텐츠,48550,Dec-11,16312677,0,15177285,12402856,0,10616787
(주)에스엠컬처앤콘텐츠,48550,Dec-12,19551687,8167913,13948474,16582761,5529848,11914227
(주)에스엠컬처앤콘텐츠,48550,Dec-13,57588578,43996242,13767746,54648483,40564687,12177346
(주)에스엠컬처앤콘텐츠,48550,Dec-14,62680400,54770325,14268525,60616267,52627504,13370063
(주)에스엠컬처앤콘텐츠,48550,Dec-15,75502152,64890092,14553214,75189434,64467008,14231460
(주)에스엠컬처앤콘텐츠,48550,Dec-16,95394112,78661867,13246739,90041933,75511709,12043895
(주)에스엠컬처앤콘텐츠,48550,Dec-17,88565311,76518963,25011753,50524355,53024495,13291669
(주)에스엠컬처앤콘텐츠,48550,Dec-18,197029802,148694596,50412887,196445244,148694596,50040607
(주)에스엠컬처앤콘텐츠,48550,Dec-19,166658489,109235025,52612047,165431176,109235025,52146024
(주)에스엠코어,7820,Dec-11,67223777,54758371,3727014,66962474,54954292,3458473
(주)에스엠코어,7820,Dec-12,78316804,66951919,3865920,78178950,67336572,3524829
(주)에스엠코어,7820,Dec-13,76007199,66614209,3819680,75945857,67460009,3502943
(주)에스엠코어,7820,Dec-14,91959384,80491961,3926444,91750092,80691585,3519863
(주)에스엠코어,7820,Dec-15,73298444,66396942,4544345,73417749,67223220,4005578
(주)에스엠코어,7820,Dec-16,50388628,58920644,5567554,48819058,57357342,4824121
(주)에스엠코어,7820,Dec-17,72414808,67480616,4401804,71252475,67033378,3788226
(주)에스엠코어,7820,Dec-18,93475185,88203025,5045173,88696371,82433383,4540755
(주)에스엠코어,7820,Dec-19,128073312,116916618,6105435,128057986,117172691,5964247
(주)에스원,12750,Dec-11,1026118270,628371283,230558800,953611461,591025260,217242393
(주)에스원,12750,Dec-12,1096463350,697514406,264303443,1006607796,645803511,248239842
(주)에스원,12750,Dec-13,1274104352,838477215,304729942,1160082357,763411568,286668783
(주)에스원,12750,Dec-14,1718331685,1178545511,370541617,1619767068,1126580607,342188502
(주)에스원,12750,Dec-15,1799570545,1263417750,363594524,1788781585,1251574353,367297589
(주)에스원,12750,Dec-16,1830176817,1280843141,343655893,1818302083,1267458582,348151444
(주)에스원,12750,Dec-17,1942266128,1375981178,363710593,1929985702,1361599718,368094844
(주)에스원,12750,Dec-18,2018339271,1471226713,347984429,1998320018,1452806878,352784276
(주)에스원,12750,Dec-19,2151521516,1607782233,346917277,2120328700,1576990099,353040713
(주)에스제이그룹,306040,Dec-19,109494821,28156473,64971733,100118312,25135060,58885380
(주)에스제이엠,123700,Dec-11,176464054,128540049,22684303,100009602,85717712,11402147
(주)에스제이엠,123700,Dec-12,187307251,135496927,27936403,109952522,99623144,14595064
(주)에스제이엠,123700,Dec-13,183092244,137962383,25044839,108128207,97832981,11026109
(주)에스제이엠,123700,Dec-14,157096646,110929374,25972197,84073321,79365981,10964742
(주)에스제이엠,123700,Dec-15,180300135,127225167,29680447,96585651,88759200,11306371
(주)에스제이엠,123700,Dec-16,176789058,130104113,32370681,97244014,87950111,12550326
(주)에스제이엠,123700,Dec-17,163096255,125642113,29046848,83185009,74905965,12081157
(주)에스제이엠,123700,Dec-18,155259475,127302912,27214561,70952383,68837585,11102885
(주)에스제이엠,123700,Dec-19,157732122,124139041,27140213,68854326,62960362,11272718
(주)에스제이엠홀딩스,25530,Dec-11,177303373,127349255,24921891,7205862,0,193211
(주)에스제이엠홀딩스,25530,Dec-12,189997621,135738469,30336917,1596656,0,534062
(주)에스제이엠홀딩스,25530,Dec-13,186255266,138369248,27778145,844632,0,960730
(주)에스제이엠홀딩스,25530,Dec-14,161934964,112574996,28629641,8784849,0,944651
(주)에스제이엠홀딩스,25530,Dec-15,185141914,128996733,32599819,12294306,0,1058926
(주)에스제이엠홀딩스,25530,Dec-16,181367297,131529966,36225909,9830720,2460316,1724196
(주)에스제이엠홀딩스,25530,Dec-17,169845355,126198715,33201153,6477991,814363,1891257
(주)에스제이엠홀딩스,25530,Dec-18,160740722,127726485,31233798,5326690,775189,1828302
(주)에스제이엠홀딩스,25530,Dec-19,160751444,123256990,31196269,6051434,0,1893649
(주)에스지글로벌,1380,Dec-11,90556204,81814643,6347185,64498415,59259094,4142960
(주)에스지글로벌,1380,Dec-12,114473043,112541011,8355906,93146399,91680691,6355175
(주)에스지글로벌,1380,Dec-13,136699203,123205097,7364012,114461549,103968225,5344408
(주)에스지글로벌,1380,Dec-14,120977926,110892571,9328270,99003342,90784556,1852897
(주)에스지글로벌,1380,Dec-15,112358741,105517777,11506285,92274206,84580240,8764174
(주)에스지글로벌,1380,Dec-16,141456442,128311479,9502662,119573193,107189346,7536718
(주)에스지글로벌,1380,Dec-17,143292754,134934969,10195211,109536532,102894379,6115437
(주)에스지글로벌,1380,Dec-18,134548200,120566963,8797369,98644770,89731101,5550854
(주)에스지글로벌,1380,Dec-19,125797650,112812915,9124083,85883733,75945066,5717611
(주)에스지세계물산,4060,Dec-11,342171589,245921326,92114928,341735550,246330023,90194383
(주)에스지세계물산,4060,Dec-12,321841545,226106739,95505904,316301188,220007192,93523695
(주)에스지세계물산,4060,Dec-13,313797490,222039212,94870152,312689450,220756405,92706805
(주)에스지세계물산,4060,Dec-14,340410703,247898946,96359448,340528691,248551530,94130762
(주)에스지세계물산,4060,Dec-15,317710618,225355717,89192408,315376986,225084777,86432753
(주)에스지세계물산,4060,Dec-16,308617898,219570466,87731788,305134794,219377009,84751901
(주)에스지세계물산,4060,Dec-17,285426943,200299160,91838686,257343342,173995557,85135231
(주)에스지세계물산,4060,Dec-18,320202197,223509418,92755059,317555834,222539029,87699048
(주)에스지세계물산,4060,Dec-19,312545170,224485911,87551113,309596142,221421421,82908405
(주)에스지엔지,40610,Dec-11,931116544,756925935,125722379,45806440,37381847,5724006
(주)에스지엔지,40610,Dec-12,955617969,787921846,135204569,45074616,35484967,6161610
(주)에스지엔지,40610,Dec-13,1007026648,838895034,122586673,57135307,48496269,4755389
(주)에스지엔지,40610,Dec-14,961587982,792890237,129555067,54869906,46746567,3868464
(주)에스지엔지,40610,Dec-15,913193255,766559212,125437414,48118092,41790063,4367138
(주)에스지엔지,40610,Dec-16,1199996426,1022498084,131066165,48507191,40678112,4471799
(주)에스지엔지,40610,Dec-17,1217586997,1058210801,130798216,55141217,47403787,4667386
(주)에스지엔지,40610,Dec-18,1088824262,947836189,132102957,56385942,50977741,6409960
(주)에스지엔지,40610,Dec-19,938887548,800057368,127107318,51882904,46152603,5314858
(주)에스코넥,96630,Dec-11,140355090,114328398,18695178,113104552,95584866,10806925
(주)에스코넥,96630,Dec-12,216241217,184422630,22281253,170145395,149045188,13067459
(주)에스코넥,96630,Dec-13,315858419,274638475,26303809,226562155,199727183,14056287
(주)에스코넥,96630,Dec-14,280173771,240386389,27204312,181936377,158580498,13585047
(주)에스코넥,96630,Dec-15,307564793,265615308,31712152,200785557,175404562,16498087
(주)에스코넥,96630,Dec-16,334554748,284322947,32600551,190637159,163704096,18138768
(주)에스코넥,96630,Dec-17,365629927,313350232,32834522,129165691,110078962,15057075
(주)에스코넥,96630,Dec-18,367055024,318824285,30210352,115657190,102876318,11131881
(주)에스코넥,96630,Dec-19,254480908,242084674,27113763,56377902,55012927,12669198
(주)에스텍파마,41910,Dec-11,,,,56025831,38701051,6020098
(주)에스텍파마,41910,Dec-12,,,,58619805,38519190,6742007
(주)에스텍파마,41910,Dec-13,42247214,29200692,6411073,42247214,29200692,6316307
(주)에스텍파마,41910,Dec-14,44214723,35531034,8728116,44214723,35531034,8530331
(주)에스텍파마,41910,Dec-15,45065875,36660648,7792205,45065875,36660648,7734398
(주)에스텍파마,41910,Dec-16,43397040,31724778,8897138,43385843,31724778,8800503
(주)에스텍파마,41910,Dec-17,38213541,27115220,8563532,38174581,27115220,8517808
(주)에스텍파마,41910,Dec-18,40335857,30490403,8320706,40330037,30490403,8378753
(주)에스텍파마,41910,Dec-19,46489682,33488949,9206084,46489682,33488949,9433721
(주)에스티아이,39440,Dec-11,92705960,79379671,8864607,92479372,81153215,7111353
(주)에스티아이,39440,Dec-12,72033627,56995823,10160179,70873400,58064599,8133663
(주)에스티아이,39440,Dec-13,99700888,82904177,11395755,97357721,82735357,9583483
(주)에스티아이,39440,Dec-14,121153111,100469719,11997914,118469412,101647966,9049447
(주)에스티아이,39440,Dec-15,125514037,101750817,11716956,123687218,102753523,9333124
(주)에스티아이,39440,Dec-16,180384449,145612060,12654424,177369440,147898655,9504731
(주)에스티아이,39440,Dec-17,287012566,231938792,21896655,282967159,235194621,17112403
(주)에스티아이,39440,Dec-18,286609574,234174305,30377915,276027718,230613000,23344816
(주)에스티아이,39440,Dec-19,318857509,257465850,34284661,293268494,243226166,25098062
(주)에스티오,98660,Dec-11,99990813,33030790,59857041,95550369,31947695,55779835
(주)에스티오,98660,Dec-12,95471692,32844194,57384486,91421491,31710140,53157897
(주)에스티오,98660,Dec-13,86125658,35770277,53876584,83613737,33787221,49692410
(주)에스티오,98660,Dec-14,93693229,39003061,53020282,92034225,37868111,50439933
(주)에스티오,98660,Dec-15,101207723,41281097,54447209,99569188,39955612,52346823
(주)에스티오,98660,Dec-16,100535861,41870128,53604994,98811339,41300771,51488732
(주)에스티오,98660,Dec-17,90839468,39885284,49867403,89586610,39534319,48455229
(주)에스티오,98660,Dec-18,88321595,39388088,48396829,87098051,38673099,46564660
(주)에스티오,98660,Dec-19,85144202,34545631,45246690,83978219,33765248,43868925
(주)에스티큐브,52020,Dec-11,7420567,7057599,4165647,7357819,6991240,3702767
(주)에스티큐브,52020,Dec-12,11230833,8035469,3382889,11522226,8182424,3085648
(주)에스티큐브,52020,Dec-13,8852506,7377474,7685066,8834027,7376100,6730647
(주)에스티큐브,52020,Dec-14,5483598,4846745,5675331,5476177,4846745,4737287
(주)에스티큐브,52020,Dec-15,5349045,5263019,4135622,5349045,5263019,3485220
(주)에스티큐브,52020,Dec-16,15263722,5948784,9032368,15263722,5869872,7339895
(주)에스티큐브,52020,Dec-17,8460728,8665915,13893460,8460728,8665915,8250160
(주)에스티큐브,52020,Dec-18,11073434,10976210,10735100,11073434,10749875,4390612
(주)에스티큐브,52020,Dec-19,17388631,8966335,11506458,17388631,9562168,4363995
(주)에스폴리텍,50760,Dec-11,146232897,127410518,12332409,103651090,90838170,8825782
(주)에스폴리텍,50760,Dec-12,130530627,109683583,15221446,94175150,77481327,9955777
(주)에스폴리텍,50760,Dec-13,118348515,102389975,12406219,83815491,70617563,9598690
(주)에스폴리텍,50760,Dec-14,112565675,101546966,13621430,87560614,76256671,10031647
(주)에스폴리텍,50760,Dec-15,100316555,87692544,13660612,98019088,84913056,11189730
(주)에스폴리텍,50760,Dec-16,117696775,102030215,12855390,117274954,101603073,11790529
(주)에스폴리텍,50760,Dec-17,122283422,107956050,13256212,122209735,108025942,12299376
(주)에스폴리텍,50760,Dec-18,136887455,120307444,12742157,136756719,120247929,11867115
(주)에스폴리텍,50760,Dec-19,135032554,107653235,12453539,134909963,107518872,11654019
(주)에스피시스템스,317830,Dec-19,31959900,26027825,4925680,29033491,23210008,4324226
(주)에스피씨삼립,5610,Dec-11,627219551,455642674,164599355,628959036,456882835,164985703
(주)에스피씨삼립,5610,Dec-12,836986538,624144363,201187316,802652803,590498079,200186233
(주)에스피씨삼립,5610,Dec-13,1066244749,820357142,209990508,968028778,744317065,202962159
(주)에스피씨삼립,5610,Dec-14,1107627827,840222311,220499117,1028617844,812310941,194591319
(주)에스피씨삼립,5610,Dec-15,1373768365,1064995131,251844361,985824837,749470183,211609710
(주)에스피씨삼립,5610,Dec-16,1870335371,1512965847,291866968,1053614470,789415112,235115230
(주)에스피씨삼립,5610,Dec-17,2065510858,1687201497,323643108,1010118733,743637641,237804352
(주)에스피씨삼립,5610,Dec-18,2200883745,1844426728,296536837,1016326511,770962864,203645623
(주)에스피씨삼립,5610,Dec-19,2499238196,2117499691,334760811,1186835435,903963405,234982871
(주)에스피지,58610,Dec-11,105205996,84070321,15839909,97093450,81095448,11877700
(주)에스피지,58610,Dec-12,106313494,85067101,16698178,101170038,84932733,12425796
(주)에스피지,58610,Dec-13,115621668,93073260,16672864,109140421,93093716,12017172
(주)에스피지,58610,Dec-14,135091429,108969292,17511462,124483645,105988704,12850008
(주)에스피지,58610,Dec-15,138807894,112022810,18835003,119890864,102321325,13536090
(주)에스피지,58610,Dec-16,152272422,122924045,23211575,133513413,113181091,18591846
(주)에스피지,58610,Dec-17,295751093,239431475,49946290,238208029,207318554,30603712
(주)에스피지,58610,Dec-18,305413294,246405866,46906896,226742282,199407743,22088356
(주)에스피지,58610,Dec-19,315161067,255745605,49120432,219560002,195036281,24315065
(주)에쎈테크,43340,Dec-11,,,,93076543,89366974,9560725
(주)에쎈테크,43340,Dec-12,,,,76589961,69681977,5917648
(주)에쎈테크,43340,Dec-13,,,,85545931,79326692,3759722
(주)에쎈테크,43340,Dec-14,,,,83537987,76137018,4593487
(주)에쎈테크,43340,Dec-15,,,,72002464,65317798,4727387
(주)에쎈테크,43340,Dec-16,,,,72916738,64992502,5114526
(주)에쎈테크,43340,Dec-17,,,,66131227,60416302,5126445
(주)에쎈테크,43340,Dec-18,,,,58791068,51869745,4224586
(주)에쎈테크,43340,Dec-19,,,,51708136,47946958,3313345
(주)에이디칩스,54630,Dec-11,66926705,54328057,11975080,23015482,16383460,6370490
(주)에이디칩스,54630,Dec-12,45600047,36031675,10887508,20880350,15365891,7068101
(주)에이디칩스,54630,Dec-13,43041906,33928700,11087960,21951350,16059002,7859061
(주)에이디칩스,54630,Dec-14,26185290,21180757,8457545,15460811,11857672,6894936
(주)에이디칩스,54630,Dec-15,13172615,9506431,5225163,13010871,9425199,5113303
(주)에이디칩스,54630,Dec-16,25298566,19714021,3721382,22952939,17730184,3504893
(주)에이디칩스,54630,Dec-17,,,,18617247,14453126,2992335
(주)에이디칩스,54630,Dec-18,,,,12629866,12480365,3975157
(주)에이디칩스,54630,Dec-19,,,,17668070,16005708,4352735
(주)에이디테크놀로지,200710,Dec-14,68482209,52766359,5071493,66410213,51244230,4555254
(주)에이디테크놀로지,200710,Dec-15,35797490,28761631,5069796,33175505,26635195,4609972
(주)에이디테크놀로지,200710,Dec-16,22667923,21873302,4281821,21413544,20902034,3981612
(주)에이디테크놀로지,200710,Dec-17,,,,32204669,28585351,3998661
(주)에이디테크놀로지,200710,Dec-18,110264723,92261217,5904152,110264723,92261217,5926429
(주)에이디테크놀로지,200710,Dec-19,225809534,207922950,5728351,225809534,207922950,5691033
(주)에이루트,96690,Dec-11,,,,27440456,20555717,3567477
(주)에이루트,96690,Dec-12,26937127,20977755,4473335,25634609,19947532,4051632
(주)에이루트,96690,Dec-13,31403847,22953878,5413945,29504788,21786409,4570971
(주)에이루트,96690,Dec-14,,,,27782702,21253895,5028317
(주)에이루트,96690,Dec-15,,,,29335971,21643216,4725151
(주)에이루트,96690,Dec-16,33960104,24810433,20118569,33833694,24810433,17846715
(주)에이루트,96690,Dec-17,36658646,26513733,11571921,36423753,26513733,10057205
(주)에이루트,96690,Dec-18,22194327,18726448,8823461,22056403,18626337,7375645
(주)에이루트,96690,Dec-19,31253724,24359627,7912269,24873110,19660312,4318972
(주)에이블씨엔씨,78520,Dec-11,330258882,93274634,203409926,305625810,93674817,178598191
(주)에이블씨엔씨,78520,Dec-12,452287073,130651055,267994135,425058057,129731626,243673386
(주)에이블씨엔씨,78520,Dec-13,442423818,141429539,287813964,401312951,134886074,261289105
(주)에이블씨엔씨,78520,Dec-14,438349537,141250543,290350026,398501004,131707265,263405989
(주)에이블씨엔씨,78520,Dec-15,407879121,149665899,240110475,356180641,128014673,213859736
(주)에이블씨엔씨,78520,Dec-16,434555619,166099503,244155957,383561723,147381526,213383218
(주)에이블씨엔씨,78520,Dec-17,373285260,151371091,210684608,332201323,133121525,191418530
(주)에이블씨엔씨,78520,Dec-18,345522432,144551800,219929424,308390623,127921131,197488822
(주)에이블씨엔씨,78520,Dec-19,422205555,168852823,251518620,320030440,132979651,189857126
(주)에이비프로바이오,195990,Dec-15,77101167,54752457,9640195,71451964,51459058,7496575
(주)에이비프로바이오,195990,Dec-16,49520835,35711926,12759310,43802072,32117535,8421431
(주)에이비프로바이오,195990,Dec-17,45943801,43914499,13698711,24935559,28150931,7783781
(주)에이비프로바이오,195990,Dec-18,58911297,50030506,14305830,21595116,23677809,5671249
(주)에이비프로바이오,195990,Dec-19,31930109,44610195,17234800,8808808,21061775,9046847
(주)에이스침대,3800,Dec-11,189094755,95746013,50597667,186183956,94161787,49305985
(주)에이스침대,3800,Dec-12,178410865,89221089,52005424,176863925,88362848,50742062
(주)에이스침대,3800,Dec-13,164783680,84682691,50917911,163315061,83742587,49807804
(주)에이스침대,3800,Dec-14,169261600,84976696,57053156,167816260,84090410,56109176
(주)에이스침대,3800,Dec-15,192732968,87944761,70420316,191613994,87208230,69523770
(주)에이스침대,3800,Dec-16,203651325,90081163,77776386,202862486,89450182,77043881
(주)에이스침대,3800,Dec-17,206082706,90955276,83689076,205743807,90612775,82761757
(주)에이스침대,3800,Dec-18,,,,225765097,95879957,89627462
(주)에이스침대,3800,Dec-19,,,,277433284,107116423,120404435
(주)에이스테크놀로지,88800,Dec-11,154628013,141691740,26382332,148003970,131516066,15804999
(주)에이스테크놀로지,88800,Dec-12,285344564,249274683,45910168,180471561,161596407,15723230
(주)에이스테크놀로지,88800,Dec-13,315608452,243170288,52394047,239955035,186587466,34484816
(주)에이스테크놀로지,88800,Dec-14,427492116,339272779,63095927,284885547,224016954,42592628
(주)에이스테크놀로지,88800,Dec-15,421924400,339623647,67224671,274135345,217642692,43403348
(주)에이스테크놀로지,88800,Dec-16,322117339,270076204,65842347,212352035,175555639,45026135
(주)에이스테크놀로지,88800,Dec-17,351616055,289558207,76524387,258444809,220189216,46455354
(주)에이스테크놀로지,88800,Dec-18,377316650,288894120,75237694,272282903,223183272,43443286
(주)에이스테크놀로지,88800,Dec-19,378602472,289254079,86629710,257500719,200648664,47409613
(주)에이스토리,241840,Dec-19,,,,28238091,25702313,3609081
(주)에이엔피,15260,Dec-11,419647455,382076103,28053393,94908810,94579314,4857313
(주)에이엔피,15260,Dec-12,450493369,401402240,31573624,81381147,72597905,4160767
(주)에이엔피,15260,Dec-13,507779099,459545385,35590139,85139532,78299402,4475422
(주)에이엔피,15260,Dec-14,528852438,473880851,40290900,84654325,77697993,4224015
(주)에이엔피,15260,Dec-15,579624844,523274473,45610802,90759758,86033010,4605445
(주)에이엔피,15260,Dec-16,103554957,97009451,5346896,96591423,91024974,4381894
(주)에이엔피,15260,Dec-17,101153876,101629542,5497290,91690922,91601966,4627531
(주)에이엔피,15260,Dec-18,107826344,105932566,6621785,94894851,96289567,4979305
(주)에이엔피,15260,Dec-19,105840629,105608236,6801728,95219936,95573309,4998403
(주)에이치비테크놀러지,78150,Dec-11,,,,50351637,34834166,6281196
(주)에이치비테크놀러지,78150,Dec-12,,,,33343150,24126892,6568688
