회사명,거래소코드,회계년도,매출액(IFRS연결),자산(IFRS연결),매출액(IFRS개별),자산(IFRS개별)
(주)야스,255440,Dec-17,86546664,126152861,86244464,125982691
(주)야스,255440,Dec-18,184507976,236578169,184507976,236987042
(주)야스,255440,Dec-19,86853451,214004929,86643451,212394252
(주)어스앤에어로스페이스,263540,Dec-17,,,30086064,61475210
(주)어스앤에어로스페이스,263540,Dec-18,,,31186869,70479383
(주)어스앤에어로스페이스,263540,Dec-19,,,26308494,41897759
(주)얼라인드제네틱스,238120,Dec-16,4711534,25860714,4478562,26060933
(주)얼라인드제네틱스,238120,Dec-17,5636108,24307065,4975639,25187654
(주)얼라인드제네틱스,238120,Dec-18,5675117,23000867,4876003,23054467
(주)얼라인드제네틱스,238120,Dec-19,7793683,24619170,6607194,24461132
(주)에너토크,19990,Dec-11,,,26476551,28586781
(주)에너토크,19990,Dec-12,,,31827045,31616562
(주)에너토크,19990,Dec-13,,,27503544,33420446
(주)에너토크,19990,Dec-14,,,32010303,36813000
(주)에너토크,19990,Dec-15,,,28667714,37716319
(주)에너토크,19990,Dec-16,26023692,42870809,26023692,42835616
(주)에너토크,19990,Dec-17,24468473,42508123,24468473,42797803
(주)에너토크,19990,Dec-18,23055729,43548601,23058748,44313228
(주)에너토크,19990,Dec-19,23483475,42867117,23480773,44109277
(주)에넥스,11090,Dec-11,189018767,119599167,183720306,118121783
(주)에넥스,11090,Dec-12,196849999,93219208,191205292,89972455
(주)에넥스,11090,Dec-13,233610285,107777389,228198998,107095102
(주)에넥스,11090,Dec-14,261923145,125570430,258340636,125002263
(주)에넥스,11090,Dec-15,308322444,126285552,302974225,125211851
(주)에넥스,11090,Dec-16,394111411,152746917,390127229,151414321
(주)에넥스,11090,Dec-17,434532818,171431594,427955549,169821831
(주)에넥스,11090,Dec-18,445687610,155415491,442044789,153789827
(주)에넥스,11090,Dec-19,363611210,132037408,361491410,130783877
(주)에스디생명공학,217480,Dec-17,127402379,128073431,102299024,126080836
(주)에스디생명공학,217480,Dec-18,156623550,150157174,118775592,139407312
(주)에스디생명공학,217480,Dec-19,156259210,137235392,111151086,125357556
(주)에스디시스템,121890,Dec-11,,,39206437,43541136
(주)에스디시스템,121890,Dec-12,,,69813863,41118686
(주)에스디시스템,121890,Dec-13,,,62160462,34268674
(주)에스디시스템,121890,Dec-14,,,52580564,43012334
(주)에스디시스템,121890,Dec-15,,,67901789,42174707
(주)에스디시스템,121890,Dec-16,,,63561565,42236507
(주)에스디시스템,121890,Dec-17,,,55362066,35094048
(주)에스디시스템,121890,Dec-18,,,45562197,34753913
(주)에스디시스템,121890,Dec-19,,,38144085,24820711
(주)에스비에스,34120,Dec-11,744226189,860880009,720570910,848933837
(주)에스비에스,34120,Dec-12,780275796,827393202,757064138,824819398
(주)에스비에스,34120,Dec-13,727084654,804265037,707622140,801536224
(주)에스비에스,34120,Dec-14,822594585,798563400,795687038,799643924
(주)에스비에스,34120,Dec-15,792884229,934369946,772594035,933033828
(주)에스비에스,34120,Dec-16,829073609,894153403,798556102,895673723
(주)에스비에스,34120,Dec-17,773225040,1092031606,737690106,1043991727
(주)에스비에스,34120,Dec-18,914043242,957646531,872490410,901859062
(주)에스비에스,34120,Dec-19,817664244,1247762888,750481928,1076011718
(주)에스비에스콘텐츠허브,46140,Dec-11,200694022,165574497,200330022,166941706
(주)에스비에스콘텐츠허브,46140,Dec-12,193515017,172338241,192985556,172314275
(주)에스비에스콘텐츠허브,46140,Dec-13,197205407,203084253,196393107,203210561
(주)에스비에스콘텐츠허브,46140,Dec-14,198639567,220630106,198071538,220820275
(주)에스비에스콘텐츠허브,46140,Dec-15,215442747,223891016,214622895,224520000
(주)에스비에스콘텐츠허브,46140,Dec-16,257673244,239635541,257673244,240014775
(주)에스비에스콘텐츠허브,46140,Dec-17,197964758,211510721,178248870,205045922
(주)에스비에스콘텐츠허브,46140,Dec-18,159763051,212504969,138094955,210641869
(주)에스비에스콘텐츠허브,46140,Dec-19,162067187,197100484,142543813,197213142
(주)에스씨디,42110,Dec-11,,,67487493,65643542
(주)에스씨디,42110,Dec-12,,,75536976,71276885
(주)에스씨디,42110,Dec-13,,,94587343,80848080
(주)에스씨디,42110,Dec-14,,,114826082,91874960
(주)에스씨디,42110,Dec-15,122555787,110854905,119720726,109002354
(주)에스씨디,42110,Dec-16,134535550,118406948,131572665,115698115
(주)에스씨디,42110,Dec-17,146294275,120553513,141249252,117064333
(주)에스씨디,42110,Dec-18,159268818,129128866,152209557,121029169
(주)에스씨디,42110,Dec-19,174946389,139154002,166587622,129808209
(주)에스아이리소스,65420,Dec-11,45974059,54084154,24376061,48345092
(주)에스아이리소스,65420,Dec-12,42353488,51080770,29877290,47724153
(주)에스아이리소스,65420,Dec-13,38128120,49379847,29119775,47233774
(주)에스아이리소스,65420,Dec-14,37185028,35087844,26921909,34579219
(주)에스아이리소스,65420,Dec-15,28232846,28186692,19439587,16796879
(주)에스아이리소스,65420,Dec-16,25212000,32219662,13410932,13742124
(주)에스아이리소스,65420,Dec-17,33368170,29671701,17472745,18409070
(주)에스아이리소스,65420,Dec-18,28204423,28831411,10439056,21387789
(주)에스아이리소스,65420,Dec-19,,,12830794,13041168
(주)에스앤더블류,103230,Dec-11,,,86447592,95587808
(주)에스앤더블류,103230,Dec-12,,,70545756,85865763
(주)에스앤더블류,103230,Dec-13,,,49820826,77677252
(주)에스앤더블류,103230,Dec-14,,,50822260,76988604
(주)에스앤더블류,103230,Dec-15,,,48783037,72344893
(주)에스앤더블류,103230,Dec-16,,,42197864,70213694
(주)에스앤더블류,103230,Dec-17,,,32736658,64140404
(주)에스앤더블류,103230,Dec-18,,,30239761,57861674
(주)에스앤더블류,103230,Dec-19,,,36022930,55567064
(주)에스앤에스텍,101490,Dec-11,51020273,131192786,50118523,112793046
(주)에스앤에스텍,101490,Dec-12,51816919,134403705,46495754,113074627
(주)에스앤에스텍,101490,Dec-13,68041854,128650209,46930528,101033959
(주)에스앤에스텍,101490,Dec-14,45730574,86299417,44426846,85746959
(주)에스앤에스텍,101490,Dec-15,,,51210649,96314119
(주)에스앤에스텍,101490,Dec-16,,,54012868,120973700
(주)에스앤에스텍,101490,Dec-17,,,53899317,120963274
(주)에스앤에스텍,101490,Dec-18,,,61016170,123812954
(주)에스앤에스텍,101490,Dec-19,,,84466768,135575184
(주)에스에너지,95910,Dec-11,195326879,152988034,204240500,143039704
(주)에스에너지,95910,Dec-12,225361171,167821602,204481287,164547900
(주)에스에너지,95910,Dec-13,268744747,186533788,258533769,162410584
(주)에스에너지,95910,Dec-14,273413971,223973693,260301003,194020181
(주)에스에너지,95910,Dec-15,313049193,279520612,299268140,220812738
(주)에스에너지,95910,Dec-16,304638920,345540954,281185930,280636715
(주)에스에너지,95910,Dec-17,231105250,301905196,198474507,227789606
(주)에스에너지,95910,Dec-18,165548046,320447393,105828779,210249847
(주)에스에너지,95910,Dec-19,216932737,327670045,153975497,207600721
(주)에스에스알,275630,Dec-18,,,12067624,25867810
(주)에스에스알,275630,Dec-19,,,12954946,26461298
(주)에스에이엠티,31330,Dec-11,969528355,243433800,969646753,233156168
(주)에스에이엠티,31330,Dec-12,1024177007,224389894,1024177007,213875015
(주)에스에이엠티,31330,Dec-13,1022798914,243734370,1022798914,229734758
(주)에스에이엠티,31330,Dec-14,983166045,239185009,983166045,233320056
(주)에스에이엠티,31330,Dec-15,1059342878,243387665,1059342878,225219901
(주)에스에이엠티,31330,Dec-16,1063479333,282323482,1063479333,259013003
(주)에스에이엠티,31330,Dec-17,1212024348,285611568,1212024348,255376737
(주)에스에이엠티,31330,Dec-18,1176014835,321534151,1176014835,284278599
(주)에스에이엠티,31330,Dec-19,1213833610,285718635,1213833610,238982306
(주)에스에이티,60540,Dec-11,31641818,55047596,5802944,42772451
(주)에스에이티,60540,Dec-12,16595080,52372813,3745287,42827886
(주)에스에이티,60540,Dec-13,7626719,49563802,6726197,50033436
(주)에스에이티,60540,Dec-14,16795970,63590390,16443144,62071478
(주)에스에이티,60540,Dec-15,38862501,85656313,20376179,63217469
(주)에스에이티,60540,Dec-16,84693323,93367231,29815304,68109159
(주)에스에이티,60540,Dec-17,97309966,123940681,43531527,71640551
(주)에스에이티,60540,Dec-18,133941225,123134971,17761011,75775796
(주)에스에이티,60540,Dec-19,140167604,135282080,20271145,79829335
(주)에스에프에이,56190,Dec-11,781451480,572412763,753373519,558693510
(주)에스에프에이,56190,Dec-12,507482440,578497795,480891735,560504038
(주)에스에프에이,56190,Dec-13,478500787,588738541,450831580,566882755
(주)에스에프에이,56190,Dec-14,415136598,613179405,378490183,584502904
(주)에스에프에이,56190,Dec-15,526063549,1189374520,496565363,604325817
(주)에스에프에이,56190,Dec-16,1319748301,1505259885,849971815,875502496
(주)에스에프에이,56190,Dec-17,1920384917,1810808943,1313864576,1216504602
(주)에스에프에이,56190,Dec-18,1560055023,1660531818,944309684,1042220701
(주)에스에프에이,56190,Dec-19,1577746351,1805907173,860849403,1191212985
(주)에스에프에이반도체,36540,Dec-11,463505699,599495211,422532647,462007293
(주)에스에프에이반도체,36540,Dec-12,537854912,720274926,388469613,545201057
(주)에스에프에이반도체,36540,Dec-13,540775785,761704719,326951166,534879837
(주)에스에프에이반도체,36540,Dec-14,550931474,813251267,335631204,611442667
(주)에스에프에이반도체,36540,Dec-15,516477480,726706965,326941822,536598043
(주)에스에프에이반도체,36540,Dec-16,429214599,676174765,269659372,515339112
(주)에스에프에이반도체,36540,Dec-17,449558231,632921458,293000759,518921419
(주)에스에프에이반도체,36540,Dec-18,457853090,627366723,296190099,521235257
(주)에스에프에이반도체,36540,Dec-19,588938238,661228514,461843674,564429867
(주)에스엘바이오닉스,214310,Dec-15,57249639,48661379,57249639,48126701
(주)에스엘바이오닉스,214310,Dec-16,59330985,70810853,59174840,69870377
(주)에스엘바이오닉스,214310,Dec-17,48020218,56424586,47652516,52542796
(주)에스엘바이오닉스,214310,Dec-18,32126457,64473790,31686653,63643034
(주)에스엘바이오닉스,214310,Dec-19,24150312,41920291,24150312,42746226
(주)에스엠라이프디자인그룹,63440,Dec-11,,,21201500,37118867
(주)에스엠라이프디자인그룹,63440,Dec-12,,,17340050,30675175
(주)에스엠라이프디자인그룹,63440,Dec-13,15527152,36821317,14816806,37877798
(주)에스엠라이프디자인그룹,63440,Dec-14,22980973,26704445,17801643,24913678
(주)에스엠라이프디자인그룹,63440,Dec-15,16460156,23228524,11202926,22276928
(주)에스엠라이프디자인그룹,63440,Dec-16,11371357,43573095,11371357,43573095
(주)에스엠라이프디자인그룹,63440,Dec-17,33280384,45895630,31503168,44234219
(주)에스엠라이프디자인그룹,63440,Dec-18,20031354,56362574,20031354,55274000
(주)에스엠라이프디자인그룹,63440,Dec-19,36981225,60354837,33325088,53864446
(주)에스엠벡셀,10580,Dec-11,,,95831997,66549354
(주)에스엠벡셀,10580,Dec-12,,,88689945,64101045
(주)에스엠벡셀,10580,Dec-13,,,91201607,78621373
(주)에스엠벡셀,10580,Dec-14,,,92396215,72913292
(주)에스엠벡셀,10580,Dec-15,,,87071516,64289391
(주)에스엠벡셀,10580,Dec-16,,,77234738,60354102
(주)에스엠벡셀,10580,Dec-17,,,72104140,53447698
(주)에스엠벡셀,10580,Dec-18,,,79623082,63715894
(주)에스엠벡셀,10580,Dec-19,,,78268988,73825419
(주)에스엠엔터테인먼트,41510,Dec-11,143002535,168109393,109936174,154320026
(주)에스엠엔터테인먼트,41510,Dec-12,241325968,322844435,168560156,265990300
(주)에스엠엔터테인먼트,41510,Dec-13,268700179,392328202,164258711,302106277
(주)에스엠엔터테인먼트,41510,Dec-14,286980060,382685413,169480324,286912768
(주)에스엠엔터테인먼트,41510,Dec-15,325439247,459709220,195445281,340797077
(주)에스엠엔터테인먼트,41510,Dec-16,349870229,525082697,202127701,392374869
(주)에스엠엔터테인먼트,41510,Dec-17,365386504,797509024,216128551,436117975
(주)에스엠엔터테인먼트,41510,Dec-18,612227479,1002473550,281638319,534318733
(주)에스엠엔터테인먼트,41510,Dec-19,657825612,1115620587,307504375,565047824
(주)에스엠컬처앤콘텐츠,48550,Dec-11,16312677,28643718,12402856,24091513
(주)에스엠컬처앤콘텐츠,48550,Dec-12,19551687,50180167,16582761,50280008
(주)에스엠컬처앤콘텐츠,48550,Dec-13,57588578,84175031,54648483,87547226
(주)에스엠컬처앤콘텐츠,48550,Dec-14,62680400,84563920,60616267,86602102
(주)에스엠컬처앤콘텐츠,48550,Dec-15,75502152,86046315,75189434,87651331
(주)에스엠컬처앤콘텐츠,48550,Dec-16,95394112,81197459,90041933,82348022
(주)에스엠컬처앤콘텐츠,48550,Dec-17,88565311,300762940,50524355,300770279
(주)에스엠컬처앤콘텐츠,48550,Dec-18,197029802,314532889,196445244,314691180
(주)에스엠컬처앤콘텐츠,48550,Dec-19,166658489,350709749,165431176,349836222
(주)에스엠코어,7820,Dec-11,67223777,68403884,66962474,68224897
(주)에스엠코어,7820,Dec-12,78316804,68539806,78178950,68401035
(주)에스엠코어,7820,Dec-13,76007199,77000419,75945857,76638344
(주)에스엠코어,7820,Dec-14,91959384,79092863,91750092,78842862
(주)에스엠코어,7820,Dec-15,73298444,85673251,73417749,84751052
(주)에스엠코어,7820,Dec-16,50388628,59712919,48819058,60157185
(주)에스엠코어,7820,Dec-17,72414808,99113905,71252475,98589612
(주)에스엠코어,7820,Dec-18,93475185,105559788,88696371,105600135
(주)에스엠코어,7820,Dec-19,128073312,106789669,128057986,106711792
(주)에스원,12750,Dec-11,1026118270,1057718910,953611461,987476360
(주)에스원,12750,Dec-12,1096463350,1080945262,1006607796,987553477
(주)에스원,12750,Dec-13,1274104352,1154080548,1160082357,1045437251
(주)에스원,12750,Dec-14,1718331685,1460060972,1619767068,1335864866
(주)에스원,12750,Dec-15,1799570545,1394426507,1788781585,1371979845
(주)에스원,12750,Dec-16,1830176817,1460376647,1818302083,1437728384
(주)에스원,12750,Dec-17,1942266128,1581536979,1929985702,1556037333
(주)에스원,12750,Dec-18,2018339271,1682854294,1998320018,1645982513
(주)에스원,12750,Dec-19,2151521516,1794959719,2120328700,1751616977
(주)에스제이그룹,306040,Dec-19,109494821,91857647,100118312,89588318
(주)에스제이엠,123700,Dec-11,176464054,156713776,100009602,133013441
(주)에스제이엠,123700,Dec-12,187307251,162096067,109952522,135919187
(주)에스제이엠,123700,Dec-13,183092244,162337419,108128207,142171768
(주)에스제이엠,123700,Dec-14,157096646,173039392,84073321,142498395
(주)에스제이엠,123700,Dec-15,180300135,185776445,96585651,141675206
(주)에스제이엠,123700,Dec-16,176789058,205931303,97244014,156197867
(주)에스제이엠,123700,Dec-17,163096255,205071053,83185009,157580976
(주)에스제이엠,123700,Dec-18,155259475,200078252,70952383,158013091
(주)에스제이엠,123700,Dec-19,157732122,220444686,68854326,155954333
(주)에스제이엠홀딩스,25530,Dec-11,177303373,227097338,7205862,107513275
(주)에스제이엠홀딩스,25530,Dec-12,189997621,229808762,1596656,107725366
(주)에스제이엠홀딩스,25530,Dec-13,186255266,230129109,844632,106995311
(주)에스제이엠홀딩스,25530,Dec-14,161934964,239584139,8784849,123105426
(주)에스제이엠홀딩스,25530,Dec-15,185141914,260302124,12294306,140922798
(주)에스제이엠홀딩스,25530,Dec-16,181367297,278845875,9830720,146760561
(주)에스제이엠홀딩스,25530,Dec-17,169845355,291719709,6477991,159987153
(주)에스제이엠홀딩스,25530,Dec-18,160740722,289533520,5326690,161496727
(주)에스제이엠홀딩스,25530,Dec-19,160751444,308888413,6051434,164937967
(주)에스지글로벌,1380,Dec-11,90556204,188826231,64498415,159373016
(주)에스지글로벌,1380,Dec-12,114473043,186004029,93146399,161365928
(주)에스지글로벌,1380,Dec-13,136699203,196480577,114461549,170191459
(주)에스지글로벌,1380,Dec-14,120977926,201184232,99003342,172505127
(주)에스지글로벌,1380,Dec-15,112358741,203147148,92274206,170488070
(주)에스지글로벌,1380,Dec-16,141456442,210143168,119573193,177616991
(주)에스지글로벌,1380,Dec-17,143292754,197415490,109536532,169782157
(주)에스지글로벌,1380,Dec-18,134548200,199625376,98644770,168763709
(주)에스지글로벌,1380,Dec-19,125797650,204066348,85883733,177518701
(주)에스지세계물산,4060,Dec-11,342171589,305271605,341735550,304816917
(주)에스지세계물산,4060,Dec-12,321841545,291832827,316301188,298365911
(주)에스지세계물산,4060,Dec-13,313797490,285580123,312689450,290365335
(주)에스지세계물산,4060,Dec-14,340410703,289973999,340528691,288872180
(주)에스지세계물산,4060,Dec-15,317710618,291667618,315376986,291470303
(주)에스지세계물산,4060,Dec-16,308617898,302004755,305134794,301415889
(주)에스지세계물산,4060,Dec-17,285426943,324261308,257343342,321749845
(주)에스지세계물산,4060,Dec-18,320202197,334422865,317555834,333290661
(주)에스지세계물산,4060,Dec-19,312545170,287724874,309596142,281900130
(주)에스지엔지,40610,Dec-11,931116544,918313724,45806440,93167304
(주)에스지엔지,40610,Dec-12,955617969,943499695,45074616,93642626
(주)에스지엔지,40610,Dec-13,1007026648,993396772,57135307,101315755
(주)에스지엔지,40610,Dec-14,961587982,1012835164,54869906,116153331
(주)에스지엔지,40610,Dec-15,913193255,1086138691,48118092,120343288
(주)에스지엔지,40610,Dec-16,1199996426,1279921140,48507191,123898414
(주)에스지엔지,40610,Dec-17,1217586997,1234294674,55141217,130881255
(주)에스지엔지,40610,Dec-18,1088824262,1223906290,56385942,138318881
(주)에스지엔지,40610,Dec-19,938887548,1121522424,51882904,145844940
(주)에스코넥,96630,Dec-11,140355090,112956928,113104552,109794443
(주)에스코넥,96630,Dec-12,216241217,122521356,170145395,113548743
(주)에스코넥,96630,Dec-13,315858419,157264265,226562155,134637534
(주)에스코넥,96630,Dec-14,280173771,166430389,181936377,136069592
(주)에스코넥,96630,Dec-15,307564793,158937190,200785557,136777990
(주)에스코넥,96630,Dec-16,334554748,178346876,190637159,134607919
(주)에스코넥,96630,Dec-17,365629927,169031564,129165691,125468639
(주)에스코넥,96630,Dec-18,367055024,177107754,115657190,123875362
(주)에스코넥,96630,Dec-19,254480908,162129965,56377902,115856763
(주)에스텍파마,41910,Dec-11,,,56025831,77683161
(주)에스텍파마,41910,Dec-12,,,58619805,103882943
(주)에스텍파마,41910,Dec-13,42247214,104369538,42247214,104215688
(주)에스텍파마,41910,Dec-14,44214723,114555068,44214723,114550725
(주)에스텍파마,41910,Dec-15,45065875,91363579,45065875,91465973
(주)에스텍파마,41910,Dec-16,43397040,97473231,43385843,97447399
(주)에스텍파마,41910,Dec-17,38213541,96850991,38174581,96826832
(주)에스텍파마,41910,Dec-18,40335857,98344936,40330037,98258635
(주)에스텍파마,41910,Dec-19,46489682,116425611,46489682,115960615
(주)에스티아이,39440,Dec-11,92705960,48013888,92479372,45384958
(주)에스티아이,39440,Dec-12,72033627,49150984,70873400,46766075
(주)에스티아이,39440,Dec-13,99700888,59112358,97357721,56597951
(주)에스티아이,39440,Dec-14,121153111,76267902,118469412,72808805
(주)에스티아이,39440,Dec-15,125514037,101705541,123687218,96685702
(주)에스티아이,39440,Dec-16,180384449,144367199,177369440,131862902
(주)에스티아이,39440,Dec-17,287012566,164687148,282967159,151167373
(주)에스티아이,39440,Dec-18,286609574,254794070,276027718,243375990
(주)에스티아이,39440,Dec-19,318857509,265663605,293268494,253139385
(주)에스티오,98660,Dec-11,99990813,84665635,95550369,82098354
(주)에스티오,98660,Dec-12,95471692,79453859,91421491,79029724
(주)에스티오,98660,Dec-13,86125658,76319515,83613737,81156634
(주)에스티오,98660,Dec-14,93693229,78253392,92034225,77568133
(주)에스티오,98660,Dec-15,101207723,76037540,99569188,75409374
(주)에스티오,98660,Dec-16,100535861,75460359,98811339,74537177
(주)에스티오,98660,Dec-17,90839468,70331254,89586610,69460621
(주)에스티오,98660,Dec-18,88321595,68589039,87098051,68041780
(주)에스티오,98660,Dec-19,85144202,68168878,83978219,67483861
(주)에스티큐브,52020,Dec-11,7420567,15413969,7357819,16176246
(주)에스티큐브,52020,Dec-12,11230833,13711349,11522226,16690582
(주)에스티큐브,52020,Dec-13,8852506,27553328,8834027,27951391
(주)에스티큐브,52020,Dec-14,5483598,31165886,5476177,31428037
(주)에스티큐브,52020,Dec-15,5349045,23364922,5349045,24258955
(주)에스티큐브,52020,Dec-16,15263722,40774788,15263722,43250905
(주)에스티큐브,52020,Dec-17,8460728,26457389,8460728,35677384
(주)에스티큐브,52020,Dec-18,11073434,58615483,11073434,69524514
(주)에스티큐브,52020,Dec-19,17388631,52377928,17388631,56802206
(주)에스폴리텍,50760,Dec-11,146232897,106870477,103651090,104196133
(주)에스폴리텍,50760,Dec-12,130530627,109663026,94175150,96468758
(주)에스폴리텍,50760,Dec-13,118348515,104507526,83815491,97971145
(주)에스폴리텍,50760,Dec-14,112565675,99899292,87560614,95770019
(주)에스폴리텍,50760,Dec-15,100316555,98859089,98019088,102116336
(주)에스폴리텍,50760,Dec-16,117696775,105713980,117274954,104297494
(주)에스폴리텍,50760,Dec-17,122283422,108019265,122209735,108597362
(주)에스폴리텍,50760,Dec-18,136887455,103386407,136756719,103583700
(주)에스폴리텍,50760,Dec-19,135032554,109458241,134909963,112049382
(주)에스피시스템스,317830,Dec-19,31959900,59090833,29033491,56744844
(주)에스피씨삼립,5610,Dec-11,627219551,360572786,628959036,361190490
(주)에스피씨삼립,5610,Dec-12,836986538,545770666,802652803,389000191
(주)에스피씨삼립,5610,Dec-13,1066244749,554470820,968028778,410494917
(주)에스피씨삼립,5610,Dec-14,1107627827,571738945,1028617844,409080769
(주)에스피씨삼립,5610,Dec-15,1373768365,612875035,985824837,383727049
(주)에스피씨삼립,5610,Dec-16,1870335371,674649804,1053614470,420244594
(주)에스피씨삼립,5610,Dec-17,2065510858,734419791,1010118733,449076257
(주)에스피씨삼립,5610,Dec-18,2200883745,752266530,1016326511,594160857
(주)에스피씨삼립,5610,Dec-19,2499238196,1196293066,1186835435,954761884
(주)에스피지,58610,Dec-11,105205996,119340210,97093450,117966071
(주)에스피지,58610,Dec-12,106313494,122628309,101170038,118869264
(주)에스피지,58610,Dec-13,115621668,130217268,109140421,120404498
(주)에스피지,58610,Dec-14,135091429,147799140,124483645,134656575
(주)에스피지,58610,Dec-15,138807894,157240107,119890864,141892907
(주)에스피지,58610,Dec-16,152272422,246130814,133513413,220272365
(주)에스피지,58610,Dec-17,295751093,246662318,238208029,213313579
(주)에스피지,58610,Dec-18,305413294,275225379,226742282,234180863
(주)에스피지,58610,Dec-19,315161067,275739191,219560002,224003291
(주)에쎈테크,43340,Dec-11,,,93076543,95345704
(주)에쎈테크,43340,Dec-12,,,76589961,64694064
(주)에쎈테크,43340,Dec-13,,,85545931,64976922
(주)에쎈테크,43340,Dec-14,,,83537987,62481501
(주)에쎈테크,43340,Dec-15,,,72002464,66959626
(주)에쎈테크,43340,Dec-16,,,72916738,69610334
(주)에쎈테크,43340,Dec-17,,,66131227,54088454
(주)에쎈테크,43340,Dec-18,,,58791068,47967442
(주)에쎈테크,43340,Dec-19,,,51708136,42894804
(주)에이디칩스,54630,Dec-11,66926705,22927114,23015482,16149479
(주)에이디칩스,54630,Dec-12,45600047,21173919,20880350,14840158
(주)에이디칩스,54630,Dec-13,43041906,17177870,21951350,14059953
(주)에이디칩스,54630,Dec-14,26185290,13035340,15460811,11194503
(주)에이디칩스,54630,Dec-15,13172615,9436595,13010871,9435474
(주)에이디칩스,54630,Dec-16,25298566,18009648,22952939,18009648
(주)에이디칩스,54630,Dec-17,,,18617247,38947789
(주)에이디칩스,54630,Dec-18,,,12629866,42227702
(주)에이디칩스,54630,Dec-19,,,17668070,42768736
(주)에이디테크놀로지,200710,Dec-14,68482209,47412224,66410213,47254624
(주)에이디테크놀로지,200710,Dec-15,35797490,45723337,33175505,45512217
(주)에이디테크놀로지,200710,Dec-16,22667923,48093281,21413544,48034031
(주)에이디테크놀로지,200710,Dec-17,,,32204669,49063072
(주)에이디테크놀로지,200710,Dec-18,110264723,76845127,110264723,76828088
(주)에이디테크놀로지,200710,Dec-19,225809534,110161797,225809534,110877555
(주)에이루트,96690,Dec-11,,,27440456,34219617
(주)에이루트,96690,Dec-12,26937127,36814530,25634609,36400474
(주)에이루트,96690,Dec-13,31403847,40810184,29504788,41048166
(주)에이루트,96690,Dec-14,,,27782702,40624695
(주)에이루트,96690,Dec-15,,,29335971,44656057
(주)에이루트,96690,Dec-16,33960104,130429497,33833694,106132807
(주)에이루트,96690,Dec-17,36658646,116428169,36423753,92456640
(주)에이루트,96690,Dec-18,22194327,86441024,22056403,65974234
(주)에이루트,96690,Dec-19,31253724,190315597,24873110,163236712
(주)에이블씨엔씨,78520,Dec-11,330258882,187955123,305625810,184857484
(주)에이블씨엔씨,78520,Dec-12,452287073,235227820,425058057,232110920
(주)에이블씨엔씨,78520,Dec-13,442423818,238805956,401312951,224201084
(주)에이블씨엔씨,78520,Dec-14,438349537,228316962,398501004,211410482
(주)에이블씨엔씨,78520,Dec-15,407879121,250540863,356180641,230784426
(주)에이블씨엔씨,78520,Dec-16,434555619,277859818,383561723,260930714
(주)에이블씨엔씨,78520,Dec-17,373285260,372641584,332201323,353152023
(주)에이블씨엔씨,78520,Dec-18,345522432,388078221,308390623,361826296
(주)에이블씨엔씨,78520,Dec-19,422205555,433270432,320030440,378001845
(주)에이비프로바이오,195990,Dec-15,77101167,137026756,71451964,128897794
(주)에이비프로바이오,195990,Dec-16,49520835,166420844,43802072,148304225
(주)에이비프로바이오,195990,Dec-17,45943801,171929134,24935559,142692950
(주)에이비프로바이오,195990,Dec-18,58911297,176470723,21595116,147397287
(주)에이비프로바이오,195990,Dec-19,31930109,188942135,8808808,180812258
(주)에이스침대,3800,Dec-11,189094755,288168281,186183956,286494689
(주)에이스침대,3800,Dec-12,178410865,311720872,176863925,312454823
(주)에이스침대,3800,Dec-13,164783680,332892147,163315061,334154240
(주)에이스침대,3800,Dec-14,169261600,351655601,167816260,353183145
(주)에이스침대,3800,Dec-15,192732968,382261937,191613994,384295042
(주)에이스침대,3800,Dec-16,203651325,404681610,202862486,407459539
(주)에이스침대,3800,Dec-17,206082706,425894166,205743807,429928920
(주)에이스침대,3800,Dec-18,,,225765097,477104522
(주)에이스침대,3800,Dec-19,,,277433284,519688129
(주)에이스테크놀로지,88800,Dec-11,154628013,363763401,148003970,278929485
(주)에이스테크놀로지,88800,Dec-12,285344564,345523644,180471561,304796314
(주)에이스테크놀로지,88800,Dec-13,315608452,367856400,239955035,331185351
(주)에이스테크놀로지,88800,Dec-14,427492116,428316207,284885547,359877196
(주)에이스테크놀로지,88800,Dec-15,421924400,492382630,274135345,430232542
(주)에이스테크놀로지,88800,Dec-16,322117339,433735837,212352035,371132821
(주)에이스테크놀로지,88800,Dec-17,351616055,373477776,258444809,315245020
(주)에이스테크놀로지,88800,Dec-18,377316650,432084800,272282903,368414724
(주)에이스테크놀로지,88800,Dec-19,378602472,380498821,257500719,302881683
(주)에이스토리,241840,Dec-19,,,28238091,40251454
(주)에이엔피,15260,Dec-11,419647455,255683632,94908810,92414331
(주)에이엔피,15260,Dec-12,450493369,272978097,81381147,89360006
(주)에이엔피,15260,Dec-13,507779099,270094165,85139532,99807198
(주)에이엔피,15260,Dec-14,528852438,332655332,84654325,100808207
(주)에이엔피,15260,Dec-15,579624844,124186820,90759758,109161702
(주)에이엔피,15260,Dec-16,103554957,130591639,96591423,117388878
(주)에이엔피,15260,Dec-17,101153876,142121848,91690922,130520945
(주)에이엔피,15260,Dec-18,107826344,153373698,94894851,140750488
(주)에이엔피,15260,Dec-19,105840629,132315027,95219936,120153328
(주)에이치비테크놀러지,78150,Dec-11,,,50351637,46090615
(주)에이치비테크놀러지,78150,Dec-12,,,33343150,61514740
(주)에이치비테크놀러지,78150,Dec-13,,,144295442,128986264
