회사명,거래소코드,회계년도,[제조]CASH FLOW 대 차입금비율(IFRS연결),[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결),[제조]      장기차입금(*)(IFRS연결),[제조]      단기차입금(*)(IFRS연결),[제조]         유동성장기차입금(IFRS연결),[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),[제조]      장기차입금(*)(IFRS),[제조]      단기차입금(*)(IFRS),[제조]         유동성장기차입금(IFRS)
(주)마크로젠,038290,2017/12,45.91,13066700,0,117050,0,15432577,0,0,0
(주)마크로젠,038290,2018/12,122.41,15606931,0,0,0,13210231,0,0,0
(주)마크로젠,038290,2019/12,32.44,14495623,21000000,9000000,0,11048867,21000000,9000000,0
(주)만도,204320,2014/12,,167096396,503940588,360123602,150986659,88559707,355783953,211986720,81029503
(주)만도,204320,2015/12,17.59,217637770,273541081,192363679,372431636,199639434,58734087,10000000,301040848
(주)만도,204320,2016/12,22.02,350197343,534551894,165449361,127635790,142284534,277682107,32184600,100619452
(주)만도,204320,2017/12,23.42,276925051,475376931,100684565,114942498,183699399,202300778,0,51434831
(주)만도,204320,2018/12,20.34,286855273,324394748,97992568,211472453,144097915,29037129,0,211472453
(주)만도,204320,2019/12,17.5,272509291,377489881,87504591,186428324,-8337474,187686905,0,70088135
(주)매직마이크로,127160,2015/12,-2.28,-870889,22304677,14743487,1073549,-192751,0,14395827,524226
(주)매직마이크로,127160,2016/12,-3.6,-2539367,2609384,18132877,21510398,4960675,0,13000000,0
(주)매직마이크로,127160,2017/12,10.3,10742094,5328881,21779822,7675729,-4892531,0,15239599,0
(주)매직마이크로,127160,2018/12,11.3,-591777,2332334,17466046,5839560,-8046732,0,10720000,0
(주)매직마이크로,127160,2019/12,6.13,5853557,2655191,19255825,964352,10517265,0,7885748,0
(주)매커스,093520,2011/12,81.05,2431401,0,3000000,0,5514764,0,3000000,0
(주)매커스,093520,2012/12,23.46,1814962,0,7735038,0,1123247,0,7735038,0
(주)매커스,093520,2013/12,594.1,18384347,0,1700000,0,20480846,0,1700000,0
(주)매커스,093520,2014/12,5.04,-17558796,0,8187409,0,-15568456,0,7685280,0
(주)매커스,093520,2015/12,-85.62,14647676,0,1700000,0,16058469,0,1200000,0
(주)매커스,093520,2016/12,153.14,-4699434,1548000,1700000,0,-1740349,0,1200000,0
(주)매커스,093520,2017/12,105.39,10491481,1548000,1200000,0,10649454,0,1200000,0
(주)매커스,093520,2018/12,249.92,6878106,0,1927004,1548000,4333396,0,1927004,0
(주)매커스,093520,2019/12,244.77,1995631,0,1568000,0,1034321,0,20000,0
(주)머큐리,100590,2018/12,,,,,,17273882,0,4457546,0
(주)머큐리,100590,2019/12,,,,,,-1887032,0,1148336,0
(주)멀티캠퍼스,067280,2011/12,,,,,,2565802,0,0,0
(주)멀티캠퍼스,067280,2012/12,0,5338345,0,0,0,4895564,0,0,0
(주)멀티캠퍼스,067280,2013/12,0,8545246,0,0,0,7706622,0,0,0
(주)멀티캠퍼스,067280,2014/12,0,12715937,0,0,0,12744989,0,0,0
(주)멀티캠퍼스,067280,2015/12,0,6702311,0,0,0,4821814,0,0,0
(주)멀티캠퍼스,067280,2016/12,0,17471232,0,0,0,17307856,0,0,0
(주)멀티캠퍼스,067280,2017/12,0,25926199,0,0,0,24711852,0,0,0
(주)멀티캠퍼스,067280,2018/12,0,11572086,0,0,0,11147360,0,0,0
(주)멀티캠퍼스,067280,2019/12,50.13,24359579,0,0,0,22502640,0,0,0
(주)메드팩토,235980,2019/12,,,,,,-15204385,0,346886,0
(주)메디아나,041920,2014/12,93.17,728972,0,3055860,0,610675,0,3055860,0
(주)메디아나,041920,2015/12,0,7671885,0,0,0,7274998,0,0,0
(주)메디아나,041920,2016/12,663.17,8197463,66560,980000,149920,8455618,0,0,0
(주)메디아나,041920,2017/12,481.44,2264718,16640,1020000,49920,1951811,0,0,0
(주)메디아나,041920,2018/12,241.6,3710680,0,1220000,16640,3718931,0,0,0
(주)메디아나,041920,2019/12,6033.75,12181603,0,0,0,12283368,0,0,0
(주)메디콕스,054180,2011/06,,,,,,-695546,2608333,900000,25073619
(주)메디콕스,054180,2012/06,,,,,,3651885,1400000,2432636,22888681
(주)메디콕스,054180,2013/06,,,,,,1158496,1500000,20643093,2100000
(주)메디콕스,054180,2014/06,,,,,,1986491,14500000,5900000,1400000
(주)메디콕스,054180,2015/06,,,,,,1638097,17500000,6190000,500000
(주)메디콕스,054180,2016/06,,,,,,1822260,15590840,5840000,1909160
(주)메디콕스,054180,2017/06,,,,,,522300,15870400,8521736,4629600
(주)메디콕스,054180,2018/06,,,,,,-3326817,12624960,5700000,7700040
(주)메디콕스,054180,2019/06,0.93,266709,13500000,2110577,3400000,1431839,13500000,2000000,3400000
(주)메디톡스,086900,2011/12,,,,,,5295421,0,8000000,0
(주)메디톡스,086900,2012/12,,,,,,14779385,2092522,5355500,364174
(주)메디톡스,086900,2013/12,195.54,16596272,0,8487553,0,15856967,0,8487553,0
(주)메디톡스,086900,2014/12,722.35,105379388,0,8443027,0,105697405,0,8443027,0
(주)메디톡스,086900,2015/12,254.54,22355749,0,25091569,0,22386870,0,25091569,0
(주)메디톡스,086900,2016/12,37.66,54100692,61753000,39756558,0,52266121,61753000,39756558,0
(주)메디톡스,086900,2017/12,49.8,59684156,15000000,59948346,39285200,56072122,15000000,59948346,39285200
(주)메디톡스,086900,2018/12,68.46,55070958,0,68814638,15000000,53675035,0,68814638,15000000
(주)메디톡스,086900,2019/12,42.62,33702852,177840,101497077,0,28091243,0,97899253,0
(주)메디프론디비티,065650,2011/12,,,,,,912555,0,0,0
(주)메디프론디비티,065650,2012/12,,,,,,-1318798,0,0,0
(주)메디프론디비티,065650,2013/12,,,,,,-1510745,0,0,0
(주)메디프론디비티,065650,2014/12,,,,,,702,0,0,0
(주)메디프론디비티,065650,2015/12,,,,,,-170266,0,0,0
(주)메디프론디비티,065650,2016/12,,,,,,-1151888,0,0,0
(주)메디프론디비티,065650,2017/12,,,,,,-1170285,0,0,0
(주)메디프론디비티,065650,2018/12,,,,,,-852479,0,0,0
(주)메디프론디비티,065650,2019/12,,,,,,-4285287,0,0,0
(주)메지온,140410,2012/12,,,,,,3136032,0,0,0
(주)메지온,140410,2013/12,,,,,,-3551591,0,0,0
(주)메지온,140410,2014/12,,,,,,-4502371,0,0,0
(주)메지온,140410,2015/12,,,,,,1772221,0,0,0
(주)메지온,140410,2016/12,-23.15,-6077155,0,0,0,4334891,0,0,0
(주)메지온,140410,2017/12,-117.99,-13213838,0,0,0,-4034903,0,0,0
(주)메지온,140410,2018/12,-7313.71,-21723894,0,0,0,-8073791,0,0,0
(주)메지온,140410,2019/12,-592.13,-20880005,0,424620,0,-2829368,0,424620,0
(주)메카로,241770,2017/12,,,,,,38425504,500000,0,0
(주)메카로,241770,2018/12,4940.62,24703094,0,0,500000,24717091,0,0,0
(주)메카로,241770,2019/12,1356.36,14879225,0,500000,0,18857298,0,500000,0
(주)메타랩스,090370,2011/12,-2.74,-4021707,3380000,40854381,1624000,-3367419,3380000,35104000,1624000
(주)메타랩스,090370,2012/12,-10.91,-8870479,2173000,33883500,5711000,-3616438,2173000,29965000,5711000
(주)메타랩스,090370,2013/12,-7.3,2567033,0,28766897,2673000,3770548,0,27700000,2673000
(주)메타랩스,090370,2014/12,-8.05,-10838135,0,26721462,0,-12684979,0,25665000,0
(주)메타랩스,090370,2015/12,-17.42,-7883383,0,21349860,0,-6032987,0,20176667,0
(주)메타랩스,090370,2016/12,-33.16,-10014767,0,8060000,0,-11672222,0,8060000,0
(주)메타랩스,090370,2017/12,-150.2,-8468021,0,6108000,0,-10352965,0,6108000,0
(주)메타랩스,090370,2018/12,-36.96,-6896736,2770,1014752,16620,-9602718,0,0,0
(주)메타랩스,090370,2019/12,-19.33,-4021331,0,6557440,0,-1910827,0,0,0
(주)메타바이오메드,059210,2011/12,27.67,4102981,1616374,6166338,4259885,3987995,232414,4967326,4259885
(주)메타바이오메드,059210,2012/12,7.96,3830548,10911515,32072548,1272472,4154058,5626195,12704277,559992
(주)메타바이오메드,059210,2013/12,6.55,3712220,8101082,35634458,1650000,4290916,4901082,14665666,450000
(주)메타바이오메드,059210,2014/12,3.02,-296237,24391067,24830753,580969,1851034,566494,20102536,92009
(주)메타바이오메드,059210,2015/12,4.71,4933461,7805727,22424540,18949340,4037069,796660,21091540,0
(주)메타바이오메드,059210,2016/12,9.49,5032922,8384338,42001544,2128330,7615381,3405058,22777724,339610
(주)메타바이오메드,059210,2017/12,3.99,-248513,15464422,42648002,1858549,6492502,9285934,21816616,608785
(주)메타바이오메드,059210,2018/12,-7.61,-5282759,3450792,31338409,1551683,2545550,1547050,30192893,1240200
(주)메타바이오메드,059210,2019/12,-3.14,2864891,7585225,30098078,100152,5400310,5684030,29147206,63020
(주)멕아이씨에스,058110,2015/12,,,,,,95956,8387500,1570000,550000
(주)멕아이씨에스,058110,2016/12,-16.17,-2225660,7900000,0,487500,-1688855,7900000,0,487500
(주)멕아이씨에스,058110,2017/12,-11.54,-944415,7600000,106364,300000,-405703,7600000,0,300000
(주)멕아이씨에스,058110,2018/12,-8.39,-1615333,7581980,212145,1357200,-213534,7362800,0,237200
(주)멕아이씨에스,058110,2019/12,-7.12,-774210,6669220,2034992,879520,57623,6616520,0,746280
(주)멜파스,096640,2011/12,,,,,,5317968,175000,24573750,0
(주)멜파스,096640,2012/12,,,,,,-424115,35000,77050708,0
(주)멜파스,096640,2013/12,,,,,,16233291,2500000,75285000,1500000
(주)멜파스,096640,2014/12,,,,,,12531150,500000,58300000,2000000
(주)멜파스,096640,2015/12,,,,,,-2951491,20000000,46470000,500000
(주)멜파스,096640,2016/12,,,,,,3608054,20000000,28080000,0
(주)멜파스,096640,2017/12,,,,,,-6628058,0,24000000,20000000
(주)멜파스,096640,2018/12,,,,,,-8137256,0,19000000,0
(주)멜파스,096640,2019/12,-0.27,-83721,0,17000000,0,-83721,0,17000000,0
(주)모나리자,012690,2011/12,,,,,,9375747,0,5652590,0
(주)모나리자,012690,2012/12,,,,,,8257512,0,2463530,0
(주)모나리자,012690,2013/12,,,,,,14012276,0,500000,0
(주)모나리자,012690,2014/12,,,,,,12897321,0,500000,0
(주)모나리자,012690,2015/12,,,,,,6262177,0,500000,0
(주)모나리자,012690,2016/12,,,,,,6428255,0,500000,0
(주)모나리자,012690,2017/12,,,,,,7938941,0,500000,0
(주)모나리자,012690,2018/12,,,,,,1989757,0,500000,0
(주)모나리자,012690,2019/12,,,,,,7829595,0,500000,0
(주)모나미,005360,2011/12,-0.92,4818719,20834917,77575511,8927370,-443527,16298358,51150495,7701325
(주)모나미,005360,2012/12,9.65,15718580,25143251,68004874,3631908,8832929,22850000,51784535,1600000
(주)모나미,005360,2013/12,18.28,18879401,33194936,44056422,7614466,13994168,31281542,30054515,6631581
(주)모나미,005360,2014/12,15.97,8509753,29848837,37750348,8223864,5771967,28505677,23932935,7385070
(주)모나미,005360,2015/12,9.24,4527767,23464417,37729348,9330044,-958630,21146970,26086682,8603757
(주)모나미,005360,2016/12,8.73,7577550,22314046,43087219,3908387,4676616,20377000,32631875,3669970
(주)모나미,005360,2017/12,13.35,11709802,9485040,30409565,1274489,11442988,4780000,21588013,1260000
(주)모나미,005360,2018/12,12.77,7352163,5818077,33956930,2727808,3585941,3501000,19006622,2089000
(주)모나미,005360,2019/12,5.9,2605259,12173115,37812784,1796706,-997566,6025260,24159554,864740
(주)모다이노칩,080420,2011/12,72.58,21721878,8625792,11547600,0,21362572,8625792,11547600,0
(주)모다이노칩,080420,2012/12,179.46,27812333,0,7000000,0,27733770,0,7000000,0
(주)모다이노칩,080420,2013/12,644.87,23777239,0,4000000,0,23672710,0,4000000,0
(주)모다이노칩,080420,2014/12,407.12,29148084,0,6500000,0,29233375,0,6500000,0
(주)모다이노칩,080420,2015/12,961,28511991,0,3000000,0,29085081,0,3000000,0
(주)모다이노칩,080420,2016/12,23.56,66771831,89194937,113057838,0,79041156,84165315,92618808,0
(주)모다이노칩,080420,2017/12,29.79,53787032,92198674,105785835,0,22362184,78059785,87347223,0
(주)모다이노칩,080420,2018/12,13.84,-2453574,80660800,77284305,0,-580755,47550700,56958137,0
(주)모다이노칩,080420,2019/12,3.23,30633074,68121538,95151543,0,54311838,19667000,59026286,0
(주)모두투어네트워크,080160,2011/12,8677.67,15242488,180000,0,117000,15485474,0,0,0
(주)모두투어네트워크,080160,2012/12,7389.46,22162962,180000,0,73100,21546426,0,0,0
(주)모두투어네트워크,080160,2013/12,1379.23,15462516,729000,500000,135000,16622506,0,0,0
(주)모두투어네트워크,080160,2014/12,63.92,29355756,29100182,5915000,45000,28385529,0,0,0
(주)모두투어네트워크,080160,2015/12,299.06,-2982448,1778920,210000,538202,10306888,0,0,0
(주)모두투어네트워크,080160,2016/12,266.61,31673613,2266400,494487,512520,36105760,0,0,0
(주)모두투어네트워크,080160,2017/12,76.84,38218981,30200000,14044487,766400,41645562,0,0,0
(주)모두투어네트워크,080160,2018/12,77.05,34352231,7055880,0,22761763,38259128,0,0,0
(주)모두투어네트워크,080160,2019/12,23.18,26133970,53134144,250000,1844716,22445282,0,0,0
(주)모바일리더,100030,2011/12,,,,,,2101979,0,0,0
(주)모바일리더,100030,2012/12,248.34,3764158,749970,515756,250030,3764158,0,515756,0
(주)모바일리더,100030,2013/12,602.88,5278730,416650,0,333320,5779398,0,0,0
(주)모바일리더,100030,2014/12,0,525629,0,0,0,913534,0,0,0
(주)모바일리더,100030,2015/12,0,-308364,0,0,0,-430723,0,0,0
(주)모바일리더,100030,2016/12,0,2861672,0,0,0,1806413,0,0,0
(주)모바일리더,100030,2017/12,0,1579772,0,0,0,585225,0,0,0
(주)모바일리더,100030,2018/12,350.07,3246432,689320,0,0,760823,373698,0,0
(주)모바일리더,100030,2019/12,885.91,8067999,638578,0,0,1226786,352944,0,0
(주)모베이스,101330,2011/12,34.7,17998012,6600850,23421495,1316594,9335688,0,22513529,0
(주)모베이스,101330,2012/12,131.51,26673617,3921236,10756810,2305471,9220448,0,9686125,0
(주)모베이스,101330,2013/12,143.45,37809910,2032038,18684508,1759762,1304010,0,17628650,0
(주)모베이스,101330,2014/12,1406.33,38651987,684453,1120397,913635,22926236,0,1120397,0
(주)모베이스,101330,2015/12,7322.68,23332944,0,423239,0,18173749,0,0,0
(주)모베이스,101330,2016/12,1938.75,36722774,1548822,0,0,5579693,0,0,0
(주)모베이스,101330,2017/12,1412.84,27147198,992566,1267777,0,8693586,0,0,0
(주)모베이스,101330,2018/12,143.67,26774951,16583052,1878916,0,7820702,10871000,0,4080000
(주)모베이스,101330,2019/12,16.78,82687920,56960277,196197484,59614889,27066708,14999100,6000000,4871900
(주)모베이스전자,012860,2011/12,4.88,-6026121,24911500,83422188,0,-2628765,22466500,65070536,0
(주)모베이스전자,012860,2012/12,-1.1,2455098,31744571,106424579,14858989,17594591,26453032,56161114,14055625
(주)모베이스전자,012860,2013/12,22.55,66632031,23239221,114339232,15620950,41668257,17704762,68725253,14914286
(주)모베이스전자,012860,2014/12,35.06,44516549,26616171,119492540,12414085,37628802,21790476,70937088,11914286
(주)모베이스전자,012860,2015/12,20.3,42902813,47136260,143209320,25014164,35366769,41599607,93105709,24208333
(주)모베이스전자,012860,2016/12,9.32,11188083,107887448,155027113,28045170,974503,107653920,106040449,28021080
(주)모베이스전자,012860,2017/12,12.59,57932770,87560819,152282889,34969338,38908096,87517882,107229672,34969338
(주)모베이스전자,012860,2018/12,11.27,10493991,93844113,170390816,40415621,17085767,90342989,116562627,39849893
(주)모베이스전자,012860,2019/12,9.9,44985398,32776334,184607296,54242989,28564243,27000000,146471873,54242989
(주)모비스,250060,2016/12,,,,,,,,,
(주)모비스,250060,2017/12,,,,,,-844068,0,0,0
(주)모비스,250060,2018/12,-15.75,-314907,2000000,0,0,-230199,2000000,0,0
(주)모비스,250060,2019/12,-22.14,-583548,2000000,10000,0,-1193627,2000000,0,0
(주)모아텍,033200,2011/12,69.21,-991989,0,7196079,0,3104259,0,0,0
(주)모아텍,033200,2012/12,24.93,6423353,0,8380000,0,-264270,0,0,0
(주)모아텍,033200,2013/12,18.63,-733447,0,15273306,0,4738447,0,2000000,0
(주)모아텍,033200,2014/12,-25.85,-2615471,1207664,5269805,0,-7468924,0,0,0
(주)모아텍,033200,2015/12,19.92,7485668,0,12225812,0,19193946,0,0,0
(주)모아텍,033200,2016/12,0,3369137,0,0,0,2168363,0,0,0
(주)모아텍,033200,2018/03,0,2463997,0,0,0,2412140,0,0,0
(주)모아텍,033200,2019/03,0,2264846,0,0,0,2228038,0,0,0
(주)모토닉,009680,2011/12,429.46,-3227069,0,3695514,590631,-8365947,0,0,0
(주)모토닉,009680,2012/12,260.76,26490756,0,4460772,0,20779097,0,0,0
(주)모토닉,009680,2013/12,596.57,26705317,0,4458465,0,27910942,0,0,0
(주)모토닉,009680,2014/12,1685.72,10074216,0,1090918,0,3326615,0,0,0
(주)모토닉,009680,2015/12,2879.12,20757657,0,535440,0,25246554,0,0,0
(주)모토닉,009680,2016/12,0,9276603,0,0,0,7938928,0,0,0
(주)모토닉,009680,2017/12,0,18931726,0,0,0,15161435,0,0,0
(주)모토닉,009680,2018/12,0,21845153,0,0,0,20379315,0,0,0
(주)모토닉,009680,2019/12,2311.9,29902881,0,0,0,36742249,0,0,0
(주)모헨즈,006920,2011/12,15.93,5176208,0,13840740,41820,2565616,0,144000,0
(주)모헨즈,006920,2012/12,41.39,4323634,260000,11216893,0,1016165,130000,0,0
(주)모헨즈,006920,2013/12,58.09,6321947,205827,8903348,54173,2087210,101108,0,28892
(주)모헨즈,006920,2014/12,56.29,5124646,119163,9961540,86664,1433182,57776,0,43332
(주)모헨즈,006920,2015/12,87.92,9165188,655000,7291197,180000,1499640,0,0,0
(주)모헨즈,006920,2016/12,84.58,2616550,0,6965086,0,923432,0,0,0
(주)모헨즈,006920,2017/12,57.28,5608293,0,7179633,0,2013522,0,0,0
(주)모헨즈,006920,2018/12,0,8085537,0,0,0,2293874,0,0,0
(주)모헨즈,006920,2019/12,137.98,-4849832,0,0,0,-2052096,0,0,0
(주)무학,033920,2011/12,29837.53,64969606,35000,0,0,65461514,0,0,0
(주)무학,033920,2012/12,19985.99,33976182,0,0,0,34908892,0,0,0
(주)무학,033920,2013/12,29817.15,67402135,0,0,0,67371326,0,0,0
(주)무학,033920,2014/12,0,128318688,0,0,0,128705836,0,0,0
(주)무학,033920,2015/12,0,78348624,0,0,0,76273166,0,0,0
(주)무학,033920,2016/12,0,52795032,0,0,0,53686612,0,0,0
(주)무학,033920,2017/12,120.58,19555365,0,30000000,0,21175370,0,30000000,0
(주)무학,033920,2018/12,2.23,-17678723,12000000,30000000,0,-14062862,12000000,30000000,0
(주)무학,033920,2019/12,-20.02,269725,12000000,30000000,0,787343,12000000,30000000,0
(주)미래생명자원,218150,2015/12,,,,,,,,,
(주)미래생명자원,218150,2016/12,,,,,,,,,
(주)미래생명자원,218150,2017/12,103.1,4183573,0,2103184,500000,4549596,0,0,500000
(주)미래생명자원,218150,2018/12,50.53,-477752,0,3666887,0,1037539,0,0,0
(주)미래생명자원,218150,2019/12,40.84,3563831,0,3399650,0,2424356,0,889885,0
(주)미래아이앤지,007120,2011/12,14.38,3228876,23978,10351107,0,2933913,0,10334800,0
(주)미래아이앤지,007120,2012/12,23.02,2265,35872,2660677,0,-206442,0,2626171,0
(주)미래아이앤지,007120,2013/12,-22.46,-5235835,175017,1000000,121825,-4889169,0,1000000,0
(주)미래아이앤지,007120,2014/12,-50.05,-3057062,0,0,0,-2641181,0,0,0
(주)미래아이앤지,007120,2015/12,0,179548,0,0,0,234185,0,0,0
(주)미래아이앤지,007120,2016/12,0,-3542391,0,0,0,-3086646,0,0,0
(주)미래아이앤지,007120,2017/12,0,-1281417,0,0,0,-1026522,0,0,0
(주)미래아이앤지,007120,2018/12,0,-3032397,0,0,0,-3026903,0,0,0
(주)미래아이앤지,007120,2019/12,-784.5,-2201314,0,0,0,-2246262,0,0,0
(주)미래컴퍼니,049950,2011/12,-41.62,-7195395,3000000,19925000,0,-5586443,3000000,19425000,0
(주)미래컴퍼니,049950,2012/12,-8.49,3003812,3000000,21500000,0,2797698,3000000,21000000,0
(주)미래컴퍼니,049950,2013/12,397.68,33581192,0,4500000,0,33660349,0,4000000,0
(주)미래컴퍼니,049950,2014/12,181.86,-2664443,3000000,5500000,0,-3414355,3000000,5000000,0
(주)미래컴퍼니,049950,2015/12,-31.83,-2619108,0,8300000,0,-3081787,0,8000000,0
(주)미래컴퍼니,049950,2016/12,-31.65,-1178659,0,6000000,0,-2018072,0,6000000,0
(주)미래컴퍼니,049950,2017/12,188.65,39041529,0,10035000,0,38620041,0,10035000,0
(주)미래컴퍼니,049950,2018/12,471.93,6622562,0,4838000,0,6465369,0,4838000,0
(주)미래컴퍼니,049950,2019/12,407.41,15465626,0,0,0,14852065,0,0,0
(주)미코,059090,2011/12,14.99,8243201,23016649,47607679,8379504,3255359,10149444,31299950,5927021
(주)미코,059090,2012/12,10.5,9273299,16853308,44862278,8293641,3777146,7815838,33316650,5176692
(주)미코,059090,2013/12,1.26,-7006612,11245643,26972636,8798878,410304,2741071,15665960,6262248
(주)미코,059090,2014/12,-3.31,2354232,11785843,37539502,3614712,-1564195,1250000,23633138,1750000
(주)미코,059090,2015/12,16.14,18742514,10964216,26291000,4978760,6143915,6004031,14450000,3745012
(주)미코,059090,2016/12,25.72,10715504,17624845,24817625,4362502,1402776,6997000,12990000,2077624
(주)미코,059090,2017/12,61.52,35993548,12470267,20917453,4576858,11095495,10708409,10000000,4005445
(주)미코,059090,2018/12,28.38,34614739,48485416,35683094,6373790,5799715,10991402,14000000,5414147
(주)미코,059090,2019/12,23.31,44813999,74188122,47240408,4714831,7321715,16872480,18000000,4324922
(주)미투온,201490,2016/12,0,1760231,0,0,0,1344965,0,0,0
(주)미투온,201490,2017/12,7.5,2182479,4166,3213332,16664,-320371,0,0,0
(주)미투온,201490,2018/12,64.61,30277537,288889,0,15277,790887,0,0,0
(주)미투온,201490,2019/12,120.42,47727414,238706,0,50183,1213907,0,0,0
(주)바른손,018700,2011/03,-67.03,-8719532,621860,5060000,108340,-7774381,80000,5000000,0
(주)바른손,018700,2012/03,-28.7,738845,208310,650000,183350,1801818,0,650000,0
(주)바른손,018700,2013/03,-21.22,-7797907,33330,21045,133320,-6125460,0,0,0
(주)바른손,018700,2014/03,-54.83,-3144610,2513185,15453,3033330,-2827526,2513185,0,3000000
(주)바른손,018700,2015/03,-68.68,-4522089,963450,1616820,428200,-4303720,963450,1600000,428200
(주)바른손,018700,2016/03,-110.93,-2588767,535250,806820,428200,-773369,535250,0,428200
(주)바른손,018700,2017/03,-338.83,-6329776,107050,780820,428200,-4104073,107050,700000,428200
(주)바른손,018700,2018/03,-114.12,-1007052,62928,2970560,181050,-163680,0,700000,107050
(주)바른손,018700,2019/03,-81.24,-6711772,74000,2963740,440916,-2860009,0,700000,0
(주)바른손이앤에이,035620,2011/12,26.86,1434158,0,1550000,0,1340066,0,1000000,0
(주)바른손이앤에이,035620,2012/12,-62.3,-1204866,934080,1000000,0,700132,0,1000000,0
(주)바른손이앤에이,035620,2013/12,-19.97,-2430277,4000000,0,934080,-989668,4000000,100000,0
(주)바른손이앤에이,035620,2014/12,-67.21,-6890168,1934080,2000000,3000000,-5472891,1000000,3000000,3000000
(주)바른손이앤에이,035620,2015/12,-39.58,-1780716,3034400,950000,4334080,946852,3034400,0,3400000
(주)바른손이앤에이,035620,2016/12,65.76,17305576,0,210000,700000,5109633,0,0,0
(주)바른손이앤에이,035620,2017/12,101.78,14750954,0,0,0,7647123,0,0,0
(주)바른손이앤에이,035620,2018/12,-96.6,-32194212,0,150000,0,-16389382,0,0,0
(주)바른손이앤에이,035620,2019/12,-118.36,-20902813,13000000,285000,0,-12045551,13000000,285000,0
(주)바른전자,064520,2011/12,11.34,16575652,17947564,20347221,2738898,16756615,17947564,20347221,2738898
(주)바른전자,064520,2012/12,16.66,1063359,10746500,19596731,6903500,1254058,10746500,19596731,6903500
(주)바른전자,064520,2013/12,7.48,7138281,7323760,23267821,7647180,7174092,7323760,23267821,7647180
(주)바른전자,064520,2014/12,,,,,,9401170,11100000,26721731,0
(주)바른전자,064520,2015/12,23.45,9467539,10500000,23530000,0,8166680,10500000,23530000,0
(주)바른전자,064520,2016/12,-1.48,-10712305,3305520,35330000,1166700,-11151989,3305520,35330000,1166700
(주)바른전자,064520,2017/12,-14.59,-1338432,972164,37980000,2333356,-1164584,972164,37980000,2333356
(주)바른전자,064520,2018/12,-1.96,-505207,100000,45343000,1702164,-149887,0,45343000,1672164
(주)바른전자,064520,2019/12,-0.62,126433,0,27123060,41936,575075,0,27374747,41936
(주)바이넥스,053030,2011/12,7.39,1257603,6035200,4850000,1000000,9481141,6035200,10628910,0
(주)바이넥스,053030,2012/12,-0.67,-277270,9900000,9000000,4000000,-208273,5900000,9000000,4000000
(주)바이넥스,053030,2013/12,-6.42,-1847507,5324400,9760000,1475600,1225958,4424400,9760000,1475600
(주)바이넥스,053030,2014/12,,,,,,-579022,2949600,6000000,1474800
(주)바이넥스,053030,2015/12,,,,,,-4497194,3999880,2000000,999880
(주)바이넥스,053030,2016/12,14.26,3798797,8350000,0,0,3732032,6000000,0,0
(주)바이넥스,053030,2017/12,23.16,8135901,3000000,0,3000000,8656292,3000000,0,3000000
(주)바이넥스,053030,2018/12,44.48,13560868,0,3000000,0,14090935,0,3000000,0
(주)바이넥스,053030,2019/12,52.05,10784654,0,0,0,11317544,0,0,0
(주)바이오니아,064550,2011/12,-0.79,-5290072,15954962,8600000,0,-3724910,15954962,8600000,0
(주)바이오니아,064550,2012/12,-14.49,-2714096,7504962,7700000,10050000,-707230,7504962,7700000,10050000
(주)바이오니아,064550,2013/12,-10.93,-3787214,1600000,6440000,15304962,-3600254,1600000,6440000,15304962
(주)바이오니아,064550,2014/12,-15.36,-4314334,400000,6948673,14650000,-4373745,400000,6948673,14650000
(주)바이오니아,064550,2015/12,-7.59,407679,649740,6920000,13199920,4033866,649740,6920000,13199920
(주)바이오니아,064550,2016/12,-4.23,-2511535,5449820,7120000,8199920,-2929247,5449820,7120000,8199920
(주)바이오니아,064550,2017/12,-16.98,-3902011,5244220,5270000,8366480,-3818071,5244220,5270000,8366480
(주)바이오니아,064550,2018/12,-32.58,-8113572,1840240,4896650,11703980,-8579719,1840240,4550000,11703980
(주)바이오니아,064550,2019/12,-25.36,-5589453,9412500,3810000,3650000,-8982120,9412500,3810000,3650000
(주)바이오로그디바이스,208710,2014/12,,,,,,,,,
(주)바이오로그디바이스,208710,2015/12,185.71,13686307,2055276,3283165,250000,5850199,750000,2500000,250000
(주)바이오로그디바이스,208710,2016/12,159.18,1646535,787477,3306215,500000,-5278879,250000,2500000,500000
(주)바이오로그디바이스,208710,2017/12,36.83,8508464,1200000,1078799,717935,-661068,1200000,0,250000
(주)바이오로그디바이스,208710,2018/12,23.19,579809,2791000,5314627,0,-5170455,2791000,4404627,0
(주)바이오로그디바이스,208710,2019/12,69.52,24731571,0,6417422,3388000,12801508,0,5100000,3388000
(주)바이오솔루션,086820,2018/12,,,,,,1026182,0,0,0
(주)바이오솔루션,086820,2019/12,,,,,,-2555983,0,0,0
(주)바이오스마트,038460,2011/12,3.36,-1247583,12836197,14314218,0,827334,10600390,7916218,0
(주)바이오스마트,038460,2012/12,17.14,8616158,0,8370347,6000000,10779510,0,4600347,6000000
(주)바이오스마트,038460,2013/12,35.75,3849132,500000,10420690,0,6850280,500000,7000000,0
(주)바이오스마트,038460,2014/12,28.29,1305829,62500,5459256,250000,1985562,62500,2069256,250000
