회사명,거래소코드,회계년도,유동자산(IFRS연결),재고자산(IFRS연결),자산(IFRS연결),유동자산(IFRS개별),재고자산(IFRS개별),자산(IFRS개별)
(주)세운메디칼,100700,Dec-18,57419717,21507269,96873412,49444220,13275553,92906533
(주)세운메디칼,100700,Dec-19,61287482,20743385,104471828,64511254,14939302,106208381
(주)세원물산,24830,Dec-11,,,,144402492,6966139,260242489
(주)세원물산,24830,Dec-12,,,,135677967,3283889,261082661
(주)세원물산,24830,Dec-13,,,,86000167,4670380,205944350
(주)세원물산,24830,Dec-14,,,,97021416,4921580,222915515
(주)세원물산,24830,Dec-15,,,,121082728,5512186,253851087
(주)세원물산,24830,Dec-16,,,,78114378,5851410,246443449
(주)세원물산,24830,Dec-17,,,,66220903,7913960,252941769
(주)세원물산,24830,Dec-18,,,,41916202,8676650,243011621
(주)세원물산,24830,Dec-19,,,,58896239,26697849,284013793
(주)세이브존아이앤씨,67830,Dec-11,76876043,3338927,525403825,103834941,3338927,528249301
(주)세이브존아이앤씨,67830,Dec-12,56277687,3545879,502882801,84600397,3545879,507092089
(주)세이브존아이앤씨,67830,Dec-13,60913873,3532365,510939100,90368424,3532365,516280230
(주)세이브존아이앤씨,67830,Dec-14,67344888,3662265,512623544,97670997,3662265,518836231
(주)세이브존아이앤씨,67830,Dec-15,80837570,3663234,527906656,111467589,3663234,534449706
(주)세이브존아이앤씨,67830,Dec-16,108171939,4147143,553360023,132686925,4147143,560797607
(주)세이브존아이앤씨,67830,Dec-17,122581772,4134228,562561981,121630268,4134228,561656065
(주)세이브존아이앤씨,67830,Dec-18,93556960,4080580,575796681,92396265,4080580,574690418
(주)세이브존아이앤씨,67830,Dec-19,95463867,4112743,579249830,94376102,4112743,578221234
(주)세종메디칼,258830,Dec-18,23919198,1549278,46378114,24129958,1495003,46102466
(주)세종메디칼,258830,Dec-19,23201228,2064758,49484741,23794552,2064758,49360169
(주)세중,39310,Dec-11,72908861,7071224,132382343,37356058,96317,100254809
(주)세중,39310,Dec-12,79398215,8564811,140223436,38287245,169180,104834926
(주)세중,39310,Dec-13,79318354,15928811,135976197,31927314,208334,95752314
(주)세중,39310,Dec-14,97182882,19241938,148046477,35420963,295350,96214354
(주)세중,39310,Dec-15,88752325,14970297,132721734,36253813,248626,93665112
(주)세중,39310,Dec-16,106497478,8810164,147817967,36884789,145190,93193103
(주)세중,39310,Dec-17,93364672,6163266,115681226,37014475,0,70970986
(주)세중,39310,Dec-18,90718420,7365981,111721714,32796622,0,63911208
(주)세중,39310,Dec-19,91251878,4889859,124802699,35104040,0,63216333
(주)세진중공업,75580,Dec-15,180929034,117403689,520261903,136020987,96864295,420422573
(주)세진중공업,75580,Dec-16,102139311,74825976,365850478,102421157,74767870,365903472
(주)세진중공업,75580,Dec-17,82361820,30559497,348994473,77938149,30497834,346692858
(주)세진중공업,75580,Dec-18,86368231,51649592,368276715,81506354,51160529,351232399
(주)세진중공업,75580,Dec-19,137888358,72817406,408589323,131055075,71444795,386471976
(주)세진티에스,67770,Dec-11,44725044,3996403,72814637,29862073,624103,61029620
(주)세진티에스,67770,Dec-12,41328686,2719428,65660658,26173088,605703,54894779
(주)세진티에스,67770,Dec-13,31286304,1614525,53355077,24867247,129141,53850421
(주)세진티에스,67770,Dec-14,33467386,1434678,54334363,26292425,192343,54287538
(주)세진티에스,67770,Dec-15,32980452,1933385,48615454,25344501,427571,47874645
(주)세진티에스,67770,Dec-16,31075342,2088857,47932640,25927819,634094,50123261
(주)세진티에스,67770,Dec-17,29581849,1162300,44168218,25257584,222734,43289897
(주)세진티에스,67770,Dec-18,25573807,1213381,41644197,21447175,137660,40657296
(주)세진티에스,67770,Dec-19,26834954,1064662,40921359,22652623,142807,38025649
(주)세코닉스,53450,Dec-11,45232134,18250033,116101434,36372324,8809266,106108410
(주)세코닉스,53450,Dec-12,66465704,25367061,159406886,63203904,15150906,154756043
(주)세코닉스,53450,Dec-13,76879608,38544908,203329442,70549668,28683245,193543462
(주)세코닉스,53450,Dec-14,93001432,40872883,216184637,74501855,33051488,204431936
(주)세코닉스,53450,Dec-15,103249063,49215726,241551275,98918477,36844723,230112715
(주)세코닉스,53450,Dec-16,127560811,60994535,296772466,117342462,44049238,273434663
(주)세코닉스,53450,Dec-17,141861799,79045327,343632178,135373826,49348601,302420251
(주)세코닉스,53450,Dec-18,195813157,125323248,398343417,218714474,67117527,368641052
(주)세코닉스,53450,Dec-19,157814849,94062684,357537428,167818526,61356440,335866562
(주)세토피아,222810,Dec-15,,,,,,
(주)세토피아,222810,Dec-16,,,,10892231,261112,25454929
(주)세토피아,222810,Dec-17,,,,6829233,621404,18780495
(주)세토피아,222810,Dec-18,,,,19553818,377227,49385746
(주)세토피아,222810,Dec-19,38577110,21455,55633997,30745673,21455,47295918
(주)세화피앤씨,252500,Dec-16,,,,,,
(주)세화피앤씨,252500,Dec-17,,,,14960338,4516423,28319079
(주)세화피앤씨,252500,Dec-18,,,,17409196,8090929,30961519
(주)세화피앤씨,252500,Dec-19,,,,16664934,5414091,29486062
(주)센트랄모텍,308170,Dec-19,73202794,16068821,235415923,54496337,10789301,191050052
(주)센트럴인사이트,12600,Dec-11,98885081,22264845,194395183,72576685,18450702,167759244
(주)센트럴인사이트,12600,Dec-12,53680148,14770847,115369803,43242769,13122144,106431082
(주)센트럴인사이트,12600,Dec-13,40472505,14915363,119254181,23281497,10716899,85300387
(주)센트럴인사이트,12600,Dec-14,27241623,13969840,96783737,18182702,10084887,73586619
(주)센트럴인사이트,12600,Dec-15,22683231,11291180,74700733,12527805,8697809,59776813
(주)센트럴인사이트,12600,Dec-16,18349260,8599321,79229574,9297301,6256165,64699089
(주)센트럴인사이트,12600,Dec-17,12510480,7172532,63961239,9542890,6282682,52301474
(주)센트럴인사이트,12600,Dec-18,37783726,8851327,72506901,19778378,6579901,57327658
(주)센트럴인사이트,12600,Dec-19,17248808,8618351,50795712,9271953,6102485,46539330
(주)셀루메드,49180,Dec-11,44061891,17807413,79246625,40506886,12369464,75337810
(주)셀루메드,49180,Dec-12,48956445,17697699,82585710,49714332,13554172,81277604
(주)셀루메드,49180,Dec-13,46757979,17277779,77776461,48178209,13166239,82413271
(주)셀루메드,49180,Dec-14,34817502,16109755,70404486,32768390,11998344,68305647
(주)셀루메드,49180,Dec-15,36857637,13305098,82001944,35286854,11059308,81092271
(주)셀루메드,49180,Dec-16,26475874,12439235,69792841,26139340,11026334,70167070
(주)셀루메드,49180,Dec-17,29938240,9744427,64983515,28530447,9156963,66121770
(주)셀루메드,49180,Dec-18,22832990,6101809,49579067,21881083,5688515,48468870
(주)셀루메드,49180,Dec-19,41747376,3192291,64980480,12607039,3006640,39500384
(주)셀리드,299660,Dec-17,,,,,,
(주)셀리드,299660,Dec-19,,,,27038777,0,52515665
(주)셀리버리,268600,Dec-18,37640702,58653,39995306,29617462,58653,39972066
(주)셀리버리,268600,Dec-19,,,,28364365,0,30858307
(주)셀바스에이아이,108860,Dec-11,10201993,53029,34680067,7282113,53029,30551849
(주)셀바스에이아이,108860,Dec-12,,,,26028881,0,41738307
(주)셀바스에이아이,108860,Dec-13,,,,48680874,0,61917715
(주)셀바스에이아이,108860,Dec-14,29602456,3318800,64821089,21784095,0,61160305
(주)셀바스에이아이,108860,Dec-15,41825082,7010171,89582795,19198026,0,57291999
(주)셀바스에이아이,108860,Dec-16,29853738,7636903,100647828,11950119,195852,71646943
(주)셀바스에이아이,108860,Dec-17,36210078,7202465,106906184,14025596,0,67492191
(주)셀바스에이아이,108860,Dec-18,29230177,8367972,99226390,13216748,0,69731209
(주)셀바스에이아이,108860,Dec-19,40924899,4889068,94134129,18284008,0,68559543
(주)셀바스헬스케어,208370,Dec-14,,,,,,
(주)셀바스헬스케어,208370,Dec-15,,,,,,
(주)셀바스헬스케어,208370,Dec-16,18948378,7482441,45481657,18177509,6866737,45611259
(주)셀바스헬스케어,208370,Dec-17,22325902,7202465,54696398,22965020,6559731,55995230
(주)셀바스헬스케어,208370,Dec-18,16018281,8367972,41258590,14908240,7563065,41439573
(주)셀바스헬스케어,208370,Dec-19,23655586,4889068,47106649,22763836,4462904,47023141
(주)셀트리온,68270,Dec-18,1664281326,162916821,3503108205,1482310008,125717442,3370639262
(주)셀트리온,68270,Dec-19,1785115920,306709923,3859646629,1610730917,268715675,3674522702
(주)셀트리온제약,68760,Dec-11,101245035,49797061,216079282,99025556,49001378,214249767
(주)셀트리온제약,68760,Dec-12,143045691,84372086,331043843,140615320,84372086,330075784
(주)셀트리온제약,68760,Dec-13,140894912,82315462,361353572,137318114,80129310,359987807
(주)셀트리온제약,68760,Dec-14,146423716,75925522,411164710,145086494,75925522,412667481
(주)셀트리온제약,68760,Dec-15,149349688,73742254,466771901,148356094,73742254,468519989
(주)셀트리온제약,68760,Dec-16,171842934,65871749,442080596,170197578,65871749,441529265
(주)셀트리온제약,68760,Dec-17,211106672,65242661,470269310,208718980,65242661,469195117
(주)셀트리온제약,68760,Dec-18,199960536,42017420,452444115,196812321,42017420,449699183
(주)셀트리온제약,68760,Dec-19,188855498,33101847,470980396,188813980,33101847,470980396
(주)셀트리온헬스케어,91990,Dec-17,2799196953,1573774895,2875003480,2824025467,1543785063,2914223177
(주)셀트리온헬스케어,91990,Dec-18,2793376737,1696909563,2948569159,2762497288,1435764497,2933661226
(주)셀트리온헬스케어,91990,Dec-19,2666271286,1623599803,2848904874,2572738577,1283735034,2773873519
(주)셀피글로벌,68940,Dec-11,,,,23253299,6915833,35591221
(주)셀피글로벌,68940,Dec-12,,,,26836472,8914115,40251306
(주)셀피글로벌,68940,Dec-13,,,,28734888,6567936,40558920
(주)셀피글로벌,68940,Dec-14,,,,25427695,8003469,38784668
(주)셀피글로벌,68940,Dec-15,26628876,5275529,39438708,25681721,5275529,39354236
(주)셀피글로벌,68940,Dec-16,31586144,5073795,41542876,31144939,5073795,41470955
(주)셀피글로벌,68940,Dec-17,20337069,6328403,29821380,17227585,6328403,29821093
(주)셀피글로벌,68940,Dec-18,19523843,5823788,27480265,17994895,5823788,27500072
(주)셀피글로벌,68940,Dec-19,27588486,6095729,35940955,26489826,6020621,35869322
(주)소프트센,32680,Sep-11,,,,5803161,21345,17360547
(주)소프트센,32680,Sep-12,,,,10982005,806305,15466424
(주)소프트센,32680,Dec-13,,,,28576619,7107389,41141486
(주)소프트센,32680,Dec-14,58593910,4706625,68413948,58550251,4706625,68415289
(주)소프트센,32680,Dec-15,,,,33454350,4354238,44436608
(주)소프트센,32680,Dec-16,,,,50478635,5653858,65891981
(주)소프트센,32680,Dec-17,,,,65593900,6326322,80239657
(주)소프트센,32680,Dec-18,,,,58749288,10191513,81481743
(주)소프트센,32680,Dec-19,,,,55619234,2187240,59357863
(주)손오공,66910,Dec-11,55618905,21966422,83459101,56178277,21950086,83892699
(주)손오공,66910,Dec-12,43770798,18130625,70854564,38321223,18181433,66196109
(주)손오공,66910,Dec-13,38546555,14307331,65267159,32435852,14303263,44282901
(주)손오공,66910,Dec-14,30430019,13830663,54240480,29117558,13827117,37677563
(주)손오공,66910,Dec-15,48274315,13861290,69775983,47544736,13861290,54303067
(주)손오공,66910,Dec-16,63643233,39553378,81428159,64051422,39553378,67657419
(주)손오공,66910,Dec-17,44417581,22501277,60058075,44603225,22501277,46876389
(주)손오공,66910,Dec-18,31153025,14801260,46444145,31353174,14801260,33893032
(주)손오공,66910,Dec-19,35721539,19488402,55702504,35276698,19488402,43705598
(주)솔고바이오메디칼,43100,Dec-11,38584666,19535316,74299548,36805708,15955140,78956427
(주)솔고바이오메디칼,43100,Dec-12,34243731,17129492,67596272,31002071,14460581,71122035
(주)솔고바이오메디칼,43100,Dec-13,33397297,15799793,64325811,30192202,13707477,59650892
(주)솔고바이오메디칼,43100,Dec-14,28773135,14581440,56356090,27543134,13910203,55339070
(주)솔고바이오메디칼,43100,Dec-15,26785907,15734007,53542135,25679203,13290312,52611230
(주)솔고바이오메디칼,43100,Dec-16,23517725,15492820,49187151,21037056,12647965,46515144
(주)솔고바이오메디칼,43100,Dec-17,31385931,15310125,64743115,27051114,12417326,60461302
(주)솔고바이오메디칼,43100,Dec-18,35598449,11323945,75095793,30678367,7714892,70666784
(주)솔고바이오메디칼,43100,Dec-19,33730513,11781774,56455027,29197258,8546916,51140993
(주)솔루에타,154040,Dec-13,66841003,15120879,85777169,67014348,14844377,85698055
(주)솔루에타,154040,Dec-14,49882649,10011770,78021387,48881005,9621106,76893258
(주)솔루에타,154040,Dec-15,57256598,10190698,89980201,56619128,9877095,89138103
(주)솔루에타,154040,Dec-16,95068351,11612433,165524302,58567910,5193537,116535983
(주)솔루에타,154040,Dec-17,105252246,12339759,201892913,31754961,3622286,106741137
(주)솔루에타,154040,Dec-18,115676538,52907829,212054431,25247785,5614322,100580739
(주)솔루에타,154040,Dec-19,98305920,26028842,185747167,28026203,3331142,94434236
(주)솔본,35610,Dec-11,119802566,19898584,214110374,24559400,0,117034394
(주)솔본,35610,Dec-12,97149676,16213498,196388713,27765933,0,121741929
(주)솔본,35610,Dec-13,88832904,5825592,183393606,29484381,0,121766453
(주)솔본,35610,Dec-14,80991818,4830180,180340397,31452737,0,123558688
(주)솔본,35610,Dec-15,81621503,6787286,187536391,19844465,0,124694561
(주)솔본,35610,Dec-16,86140363,4445255,191339662,18909201,0,132075594
(주)솔본,35610,Dec-17,83356055,1155644,187436714,20740508,0,129810904
(주)솔본,35610,Dec-18,112020533,1072210,197269651,14108512,0,143138690
(주)솔본,35610,Dec-19,97686123,1549219,208145441,13513099,0,148864010
(주)쇼박스,86980,Dec-11,83531423,107365,128412301,81292511,0,137449219
(주)쇼박스,86980,Dec-12,142340084,0,181250415,139695915,0,187798305
(주)쇼박스,86980,Dec-13,117272817,0,167359270,111576824,0,168468216
(주)쇼박스,86980,Dec-14,97869625,0,142394840,91168952,0,141413089
(주)쇼박스,86980,Dec-15,172166261,0,215777686,166414196,0,214331992
(주)쇼박스,86980,Dec-16,153285745,0,197190687,148024770,0,195169290
(주)쇼박스,86980,Dec-17,160083611,0,203267261,158858802,0,201374548
(주)쇼박스,86980,Dec-18,138401243,0,179732881,137375159,0,178588193
(주)쇼박스,86980,Dec-19,112081167,0,165251340,110948743,0,165220948
(주)수산아이앤티,50960,Dec-16,,,,44793945,299179,69491059
(주)수산아이앤티,50960,Dec-17,,,,44642633,402077,71373432
(주)수산아이앤티,50960,Dec-18,,,,39882811,417915,74782313
(주)수산아이앤티,50960,Dec-19,,,,43939215,799286,79531987
(주)수산중공업,17550,Dec-11,70747918,33872027,117248095,56446669,26412048,105164068
(주)수산중공업,17550,Dec-12,78098956,36422586,131388961,60035128,29237428,117183994
(주)수산중공업,17550,Dec-13,80017674,43318023,136006038,66068020,31645990,126840583
(주)수산중공업,17550,Dec-14,80413610,40866085,133367849,59629168,31580826,121599639
(주)수산중공업,17550,Dec-15,68484245,29347863,119234422,52569539,22523088,110467797
(주)수산중공업,17550,Dec-16,60150139,29928480,108609516,49560242,25291177,110377976
(주)수산중공업,17550,Dec-17,64829121,27974829,110463639,55244978,23264004,114599020
(주)수산중공업,17550,Dec-18,100570080,56942506,204937118,48682967,22478822,175148420
(주)수산중공업,17550,Dec-19,85858734,45340732,183159348,40280653,12638213,162798129
(주)수젠텍,253840,Dec-19,32582956,1394066,45420146,32500261,1394066,45489112
(주)슈프리마,236200,Dec-16,58463563,5300375,94667365,58392462,5232518,94746081
(주)슈프리마,236200,Dec-17,65043851,6489807,103278676,64967552,6400619,103405578
(주)슈프리마,236200,Dec-18,82152533,9272284,115891116,81763541,9167416,115721178
(주)슈프리마,236200,Dec-19,88271676,12668605,148553814,87983882,12071415,149004682
(주)슈프리마아이디,317770,Dec-19,38063925,3791741,41757383,34533720,3791741,40519009
(주)슈프리마에이치큐,94840,Dec-11,81901961,13129259,108769586,77851419,12687962,107114164
(주)슈프리마에이치큐,94840,Dec-12,86023600,14148805,124570241,83903026,13462501,121017532
(주)슈프리마에이치큐,94840,Dec-13,94238363,16258049,137401279,92190765,15115919,135715451
(주)슈프리마에이치큐,94840,Dec-14,105019503,14209598,152806276,90904328,13920172,150760059
(주)슈프리마에이치큐,94840,Dec-15,55450251,5572161,86559203,39543037,5441559,83434240
(주)슈프리마에이치큐,94840,Dec-16,54188402,4663061,125210896,30912441,4314830,120282393
(주)슈프리마에이치큐,94840,Dec-17,54777433,4964377,129283489,33195679,1613852,121964121
(주)슈프리마에이치큐,94840,Dec-18,65988145,5875474,143580726,37663613,1406959,125127233
(주)슈프리마에이치큐,94840,Dec-19,86277559,5686945,174441141,40350322,1895204,130716242
(주)슈피겐코리아,192440,Dec-14,128365270,10167617,144122152,121915438,6334351,132540733
(주)슈피겐코리아,192440,Dec-15,157900540,8091820,178162645,150100391,4096459,162884103
(주)슈피겐코리아,192440,Dec-16,149127000,12659187,215291432,131755760,7512956,195796763
(주)슈피겐코리아,192440,Dec-17,170051643,17664558,257553469,133849469,12350697,220844960
(주)슈피겐코리아,192440,Dec-18,193918607,19947932,296804918,151105834,14429366,251514278
(주)슈피겐코리아,192440,Dec-19,186186589,31204777,346250549,154270708,21420408,292117889
(주)스마트솔루션즈,136510,Dec-11,,,,24024501,4070028,28490122
(주)스마트솔루션즈,136510,Dec-12,,,,20450091,3658661,26645035
(주)스마트솔루션즈,136510,Dec-13,,,,20636355,3918318,28735794
(주)스마트솔루션즈,136510,Dec-14,17832639,2336476,26307345,17295584,2336476,26555596
(주)스마트솔루션즈,136510,Dec-15,17618801,1494712,25314430,17150066,1494712,25920076
(주)스마트솔루션즈,136510,Dec-16,17717914,3896190,35536544,17436937,3896190,35864246
(주)스마트솔루션즈,136510,Dec-17,21855444,3407132,41702389,22157488,3407132,41990120
(주)스마트솔루션즈,136510,Dec-18,23949210,3239738,42447695,23459616,3239738,42666564
(주)스마트솔루션즈,136510,Dec-19,18740279,3084869,37911975,18494403,3084869,37915443
(주)스맥,99440,Dec-11,,,,70952484,31488277,116780366
(주)스맥,99440,Dec-12,,,,80759249,33356257,132542048
(주)스맥,99440,Dec-13,,,,102021771,41142080,170198675
(주)스맥,99440,Dec-14,,,,125149119,43459236,196046614
(주)스맥,99440,Dec-15,,,,106164629,44817177,175838510
(주)스맥,99440,Dec-16,136795381,48695850,215590123,135425012,47138215,208858570
(주)스맥,99440,Dec-17,126908824,54495241,204499981,123226087,52503501,196252413
(주)스맥,99440,Dec-18,141563169,69387281,220685720,142644312,54158816,216761318
(주)스맥,99440,Dec-19,127438090,73638073,225041495,131560702,49553668,224013006
(주)스카이문스테크놀로지,33790,Dec-11,,,,23651176,2854834,29150811
(주)스카이문스테크놀로지,33790,Dec-12,,,,20266734,1188117,26880948
(주)스카이문스테크놀로지,33790,Dec-13,,,,17501840,941628,25758363
(주)스카이문스테크놀로지,33790,Dec-14,,,,15201074,258504,29181210
(주)스카이문스테크놀로지,33790,Dec-15,,,,14834042,523118,30249035
(주)스카이문스테크놀로지,33790,Dec-16,,,,14518305,535405,28492212
(주)스카이문스테크놀로지,33790,Dec-17,49204856,243807,62674030,47841293,243807,63081247
(주)스카이문스테크놀로지,33790,Dec-18,38062535,478124,54462670,39024179,478124,56321122
(주)스카이문스테크놀로지,33790,Dec-19,,,,13119684,794211,26928240
(주)스킨앤스킨,159910,Dec-12,,,,20872677,1727881,44398216
(주)스킨앤스킨,159910,Dec-13,,,,6484207,2480751,43158456
(주)스킨앤스킨,159910,Dec-14,,,,6597319,1671361,44149639
(주)스킨앤스킨,159910,Dec-15,21697132,1831049,61946564,14913369,1098742,51878262
(주)스킨앤스킨,159910,Dec-16,23623830,2595274,58877148,17631568,653377,45800185
(주)스킨앤스킨,159910,Dec-17,20856972,3863847,50212555,17773629,2042613,44591924
(주)스킨앤스킨,159910,Dec-18,30247036,4902395,57479951,23883274,2240619,50285345
(주)스킨앤스킨,159910,Dec-19,27208490,2212685,51689281,26134115,1781486,47181987
(주)스타플렉스,115570,Dec-11,76400192,30684928,186778914,85970521,13566908,151660781
(주)스타플렉스,115570,Dec-12,95681769,27304462,199041588,59815329,16033149,142459451
(주)스타플렉스,115570,Dec-13,38615073,17313982,139332842,57625794,16953365,161106507
(주)스타플렉스,115570,Dec-14,34220859,16477490,134833889,53837711,16116873,154495043
(주)스타플렉스,115570,Dec-15,47164951,15908517,131611038,53022747,15547900,143310717
(주)스타플렉스,115570,Dec-16,46861186,21645372,130677534,61536029,20087359,146147244
(주)스타플렉스,115570,Dec-17,57519423,22910766,142665803,65120785,18495152,149125819
(주)스타플렉스,115570,Dec-18,50844074,24166756,138722936,65812238,15348174,140468810
(주)스타플렉스,115570,Dec-19,56717198,28547403,137078094,46391475,16245672,135322683
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-14,,,,,,
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-15,,,,19491083,1900779,23879114
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-16,46983789,2554718,57229480,40767256,1759024,55803507
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-17,37862913,3081888,54659442,33574998,1522095,52880427
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-18,28183866,2776390,58843722,15906185,1389378,53682258
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-19,50353070,2806400,79274813,17107369,1162546,50284018
(주)스페코,13810,Dec-11,42713729,6962361,94174631,29800363,1287995,88861826
(주)스페코,13810,Dec-12,39088393,6263335,84898836,25879936,1403142,82407966
(주)스페코,13810,Dec-13,48362849,8092596,101136945,38254138,1718402,100691105
(주)스페코,13810,Dec-14,63970191,7929934,129039712,50987302,2088273,126670281
(주)스페코,13810,Dec-15,73902755,6748087,135276072,49447573,3399305,132930744
(주)스페코,13810,Dec-16,58817671,9127088,106010012,34605087,3461508,108937856
(주)스페코,13810,Dec-17,56024517,9918124,99135240,31554487,5340586,100834769
(주)스페코,13810,Dec-18,45800031,21180972,81647417,23337648,11875016,83613190
(주)스페코,13810,Dec-19,52956528,11765256,87795562,24624819,7364930,85523361
(주)승일,49830,Dec-11,,,,68795726,17335674,133464577
(주)승일,49830,Dec-12,,,,75161614,15264588,136936693
(주)승일,49830,Dec-13,,,,76236036,13561959,141447592
(주)승일,49830,Dec-14,,,,81723560,15292528,154566713
(주)승일,49830,Dec-15,,,,57522426,15006384,167139032
(주)승일,49830,Dec-16,,,,63673491,17865587,171389854
(주)승일,49830,Dec-17,,,,61054633,14349485,169038229
(주)승일,49830,Dec-18,,,,80361582,18662809,178709061
(주)승일,49830,Dec-19,,,,62322039,16238745,170980812
(주)시공테크,20710,Dec-11,77106791,91917,126862018,69886465,60294,123771813
(주)시공테크,20710,Dec-12,49453422,37341,103346217,46726213,15996,106642145
(주)시공테크,20710,Dec-13,49309215,64977,99815578,49016501,15996,103725577
(주)시공테크,20710,Dec-14,54858170,60461,109731498,51549644,15996,110281865
(주)시공테크,20710,Dec-15,52455593,76656,108657268,48326484,15996,108249891
(주)시공테크,20710,Dec-16,56242471,60660,110253034,53973530,0,111337487
(주)시공테크,20710,Dec-17,71041761,49239,129465894,65450266,0,119629427
(주)시공테크,20710,Dec-18,57687410,313320,122123723,54284462,0,103938822
(주)시공테크,20710,Dec-19,74115158,159288,155221788,73140250,0,132671757
(주)시너지이노베이션,48870,Dec-11,58925985,6249927,126030870,53851931,6181811,122800298
(주)시너지이노베이션,48870,Dec-12,46598465,6050800,130204847,44259575,5321817,128335740
(주)시너지이노베이션,48870,Dec-13,36132936,7331807,96562734,36993496,6346102,92047702
(주)시너지이노베이션,48870,Dec-14,28147356,6177854,82078916,28544761,6044660,77313701
(주)시너지이노베이션,48870,Dec-15,7918784,660952,16097867,7843967,660952,15094604
(주)시너지이노베이션,48870,Dec-16,28541137,8395316,59673636,5614708,973587,44669696
(주)시너지이노베이션,48870,Dec-17,27130830,7877145,106059255,6986583,1339739,93224458
(주)시너지이노베이션,48870,Dec-18,50464395,10362410,122005092,10873725,1739593,88071070
(주)시너지이노베이션,48870,Dec-19,43710836,10812605,147294986,4717158,984069,106960791
(주)시노펙스,25320,Dec-11,152371128,40822346,229169053,120808984,22387469,205310102
(주)시노펙스,25320,Dec-12,144346008,39900797,244751333,128880346,23759786,242265164
(주)시노펙스,25320,Dec-13,134938426,41903311,236351671,119684713,22768962,229682960
(주)시노펙스,25320,Dec-14,144547607,31625347,212951842,113207015,15201340,191020994
(주)시노펙스,25320,Dec-15,63596245,8056032,136460733,59057993,3253592,151317306
(주)시노펙스,25320,Dec-16,68248629,8399764,139536283,46637536,2432127,119522663
(주)시노펙스,25320,Dec-17,65514987,11424957,150611300,53575224,1850770,136586152
(주)시노펙스,25320,Dec-18,67219989,11879815,158378395,60249898,1499978,129868810
(주)시노펙스,25320,Dec-19,73459557,19580566,153556594,66582477,3311253,144674179
(주)시디즈,134790,Dec-11,35489566,3309902,42441182,15152266,3309902,34096552
(주)시디즈,134790,Dec-12,,,,28422371,2943078,35171798
(주)시디즈,134790,Dec-13,,,,20477050,1244910,23820764
(주)시디즈,134790,Dec-14,,,,20618618,1267273,23016887
(주)시디즈,134790,Dec-15,,,,16323002,2138342,22601841
(주)시디즈,134790,Dec-16,,,,15823961,1586464,23017620
(주)시디즈,134790,Dec-17,,,,16251984,2793650,23322114
(주)시디즈,134790,Dec-18,,,,46002466,17282637,72030521
(주)시디즈,134790,Dec-19,,,,42098805,15729315,67071398
(주)시스웍,269620,Dec-17,27309391,1546518,35182889,27035531,1379524,35048507
(주)시스웍,269620,Dec-18,25118404,3061387,38500483,24212366,2933014,37696524
(주)시스웍,269620,Dec-19,27457790,3324352,49384635,26931579,3233806,48969239
(주)시큐브,131090,Dec-11,,,,20936456,510505,25424497
(주)시큐브,131090,Dec-12,,,,23532188,25779,30428110
(주)시큐브,131090,Dec-13,,,,22703880,79324,30040480
(주)시큐브,131090,Dec-14,,,,19868797,528,26765626
(주)시큐브,131090,Dec-15,,,,22811775,869,27942827
(주)시큐브,131090,Dec-16,24966685,829,29578466,24563685,829,29871912
(주)시큐브,131090,Dec-17,28783675,1328,33106158,27937804,1328,33766058
(주)시큐브,131090,Dec-18,27302157,1142,32745586,26651017,1142,32868311
(주)시큐브,131090,Dec-19,30645246,1024,37345661,30003841,1024,37478122
(주)시티랩스,139050,Dec-11,,,,15093383,377373,27978346
(주)시티랩스,139050,Dec-12,,,,17664849,187649,29995021
(주)시티랩스,139050,Dec-13,19213259,0,32107836,17787355,0,32181383
(주)시티랩스,139050,Dec-14,21865442,0,35334967,19545863,0,34119729
(주)시티랩스,139050,Dec-15,24717072,0,42684548,22928618,0,41662027
(주)시티랩스,139050,Dec-16,25131712,2872294,45229452,16775731,0,40271519
(주)시티랩스,139050,Dec-17,35352575,3753588,54620991,27779474,0,42980146
(주)시티랩스,139050,Dec-18,17546554,2865636,55805273,13494960,0,46874910
(주)시티랩스,139050,Dec-19,60297671,2680846,182348730,11354766,0,82805602
(주)신도리코,29530,Dec-11,777562759,122321904,980932781,606001315,76933374,865479781
(주)신도리코,29530,Dec-12,725557094,78730032,969970671,563784910,56433076,872714712
(주)신도리코,29530,Dec-13,720394748,75948098,919770392,645033466,51808622,882416405
(주)신도리코,29530,Dec-14,681359821,80146682,915624765,594355024,32716010,872437638
(주)신도리코,29530,Dec-15,717513876,81614192,929282858,605412633,46521811,865068719
(주)신도리코,29530,Dec-16,722434498,81374444,932198393,628585136,40686946,897510426
(주)신도리코,29530,Dec-17,749499570,68579328,940545761,675045243,31584492,921617397
(주)신도리코,29530,Dec-18,766836413,66817725,950210537,692101045,41088840,932011634
(주)신도리코,29530,Dec-19,774746887,52633103,947504079,708326029,30930364,935800031
(주)신성이엔지,11930,Dec-11,,,,79280604,27529168,415221081
(주)신성이엔지,11930,Dec-12,,,,59437681,19897503,320699428
