회사명,거래소코드,회계년도,당기재고자산(IFRS연결),전기재고자산(IFRS연결),당기재고자산(IFRS개별),전기재고자산(IFRS개별)
(주)액션스퀘어,205500,Dec-19,0,0,0,0
(주)액토즈소프트,52790,Dec-11,0,0,0,0
(주)액토즈소프트,52790,Dec-12,0,0,0,0
(주)액토즈소프트,52790,Dec-13,0,0,0,0
(주)액토즈소프트,52790,Dec-14,0,0,0,0
(주)액토즈소프트,52790,Dec-15,0,0,0,0
(주)액토즈소프트,52790,Dec-16,0,0,0,0
(주)액토즈소프트,52790,Dec-17,0,0,0,0
(주)액토즈소프트,52790,Dec-18,0,0,0,0
(주)액토즈소프트,52790,Dec-19,0,0,0,0
(주)액트로,290740,Dec-18,5918522,5918522,2017448,2017448
(주)액트로,290740,Dec-19,5869310,5869310,1492394,1492394
(주)앤디포스,238090,Dec-16,,,3244083,3244083
(주)앤디포스,238090,Dec-17,,3840680,3840680,3840680
(주)앤디포스,238090,Dec-18,14593925,14593925,6519717,6519717
(주)앤디포스,238090,Dec-19,10863862,10863862,5712788,5712788
(주)앤씨앤,92600,Dec-11,,6391900,6391900,6391900
(주)앤씨앤,92600,Dec-12,11901591,11901591,11901591,11901591
(주)앤씨앤,92600,Dec-13,4119075,4119075,4119075,4119075
(주)앤씨앤,92600,Dec-14,5542063,5542063,5542063,5542063
(주)앤씨앤,92600,Dec-15,9191224,9191224,9107312,9107312
(주)앤씨앤,92600,Dec-16,10504195,10504195,9835694,9835694
(주)앤씨앤,92600,Dec-17,10366314,10366314,8860155,8860155
(주)앤씨앤,92600,Dec-18,9267349,9267349,7071276,7071276
(주)앤씨앤,92600,Dec-19,14536037,14536037,13403713,13403713
(주)야스,255440,Dec-17,3603552,3603552,3603552,3603552
(주)야스,255440,Dec-18,8799683,8799683,8799683,8799683
(주)야스,255440,Dec-19,14807578,14807578,12593688,12593688
(주)양지사,30960,Jun-11,,,9015715,9015715
(주)양지사,30960,Jun-12,,,8010148,8010148
(주)양지사,30960,Jun-13,,,5450478,5450478
(주)양지사,30960,Jun-14,,,6416148,6416148
(주)양지사,30960,Jun-15,,,6866699,6866699
(주)양지사,30960,Jun-16,,,7494843,7494843
(주)양지사,30960,Jun-17,,,7845379,7845379
(주)양지사,30960,Jun-18,,,9557614,9557614
(주)양지사,30960,Jun-19,,,10459713,10459713
(주)어스앤에어로스페이스,263540,Dec-17,,,11002105,11002105
(주)어스앤에어로스페이스,263540,Dec-18,,,13650466,10856143
(주)어스앤에어로스페이스,263540,Dec-19,,,8720285,8720285
(주)얼라인드제네틱스,238120,Dec-16,1710914,1710914,1515369,1515369
(주)얼라인드제네틱스,238120,Dec-17,1358546,1358546,1176184,1176184
(주)얼라인드제네틱스,238120,Dec-18,2152993,2152993,1960078,1960078
(주)얼라인드제네틱스,238120,Dec-19,2119986,2119986,1897879,1897879
(주)에너토크,19990,Dec-11,,,4014239,4014239
(주)에너토크,19990,Dec-12,,,4584082,4584082
(주)에너토크,19990,Dec-13,,,5211721,5211721
(주)에너토크,19990,Dec-14,,,6699124,6699124
(주)에너토크,19990,Dec-15,,5115543,5115543,5115543
(주)에너토크,19990,Dec-16,5148118,5148118,5148118,5148118
(주)에너토크,19990,Dec-17,5474000,5474000,5474000,5474000
(주)에너토크,19990,Dec-18,5986434,5986434,5946697,5946697
(주)에너토크,19990,Dec-19,5605509,5605509,5506929,5506929
(주)에넥스,11090,Dec-11,14597525,14597525,12221064,12221064
(주)에넥스,11090,Dec-12,13798903,13798903,11289584,11289584
(주)에넥스,11090,Dec-13,14166444,14166444,12888245,12888245
(주)에넥스,11090,Dec-14,20362207,20362207,19078248,19078248
(주)에넥스,11090,Dec-15,19966929,19966929,18387468,18387468
(주)에넥스,11090,Dec-16,24849914,24849914,23443651,23443651
(주)에넥스,11090,Dec-17,34918815,34918815,33565556,33565556
(주)에넥스,11090,Dec-18,29181571,29181571,28368571,28368571
(주)에넥스,11090,Dec-19,19119533,19119533,18152433,18152433
(주)에스디생명공학,217480,Dec-17,24051549,24051549,13507383,13507383
(주)에스디생명공학,217480,Dec-18,50237959,50237959,36665492,36665492
(주)에스디생명공학,217480,Dec-19,32988736,32988736,21120066,21120066
(주)에스디시스템,121890,Dec-11,,,6141306,6141306
(주)에스디시스템,121890,Dec-12,,,6411059,6411059
(주)에스디시스템,121890,Dec-13,,,6880102,6880102
(주)에스디시스템,121890,Dec-14,,,6886651,6886651
(주)에스디시스템,121890,Dec-15,,,6678356,6678356
(주)에스디시스템,121890,Dec-16,,,7109750,7109750
(주)에스디시스템,121890,Dec-17,,,6193603,6193603
(주)에스디시스템,121890,Dec-18,,,4616966,4616966
(주)에스디시스템,121890,Dec-19,,,3537770,3537770
(주)에스비에스,34120,Dec-11,2157222,2157222,1983977,1983977
(주)에스비에스,34120,Dec-12,2195318,2195318,2037905,2037905
(주)에스비에스,34120,Dec-13,1965247,1965247,1855816,1855816
(주)에스비에스,34120,Dec-14,1947918,1947918,1688160,1688160
(주)에스비에스,34120,Dec-15,2335886,2335886,1968939,1968939
(주)에스비에스,34120,Dec-16,2198363,2198363,1903761,1903761
(주)에스비에스,34120,Dec-17,2085761,2085761,1820155,1820155
(주)에스비에스,34120,Dec-18,2606903,2606903,2320267,2320267
(주)에스비에스,34120,Dec-19,2623520,2623520,2223488,2223488
(주)에스비에스콘텐츠허브,46140,Dec-11,0,0,0,0
(주)에스비에스콘텐츠허브,46140,Dec-12,0,0,0,0
(주)에스비에스콘텐츠허브,46140,Dec-13,0,0,0,0
(주)에스비에스콘텐츠허브,46140,Dec-14,0,0,0,0
(주)에스비에스콘텐츠허브,46140,Dec-15,0,0,0,0
(주)에스비에스콘텐츠허브,46140,Dec-16,0,0,0,0
(주)에스비에스콘텐츠허브,46140,Dec-17,0,0,0,0
(주)에스비에스콘텐츠허브,46140,Dec-18,0,0,0,0
(주)에스비에스콘텐츠허브,46140,Dec-19,0,0,0,0
(주)에스씨디,42110,Dec-11,,,5495392,5495392
(주)에스씨디,42110,Dec-12,,,4259340,4259340
(주)에스씨디,42110,Dec-13,,,5651132,5651132
(주)에스씨디,42110,Dec-14,,7122851,7122851,7122851
(주)에스씨디,42110,Dec-15,12922323,12922323,9766896,9766896
(주)에스씨디,42110,Dec-16,13530906,13530906,9298446,9298446
(주)에스씨디,42110,Dec-17,16102935,16102935,11506011,11506011
(주)에스씨디,42110,Dec-18,19052114,19052114,13731341,13731341
(주)에스씨디,42110,Dec-19,22906872,22906872,15481862,15481862
(주)에스아이리소스,65420,Dec-11,4463534,4463534,3369130,3369130
(주)에스아이리소스,65420,Dec-12,4023683,4023683,2861651,2861651
(주)에스아이리소스,65420,Dec-13,3710146,3710146,2532448,2532448
(주)에스아이리소스,65420,Dec-14,2361424,2361424,1497329,1497329
(주)에스아이리소스,65420,Dec-15,1901395,1901395,1342172,1342172
(주)에스아이리소스,65420,Dec-16,460782,460782,9608,9608
(주)에스아이리소스,65420,Dec-17,648808,648808,9608,9608
(주)에스아이리소스,65420,Dec-18,2268436,,1658000,2268436
(주)에스아이리소스,65420,Dec-19,,,437059,437059
(주)에스앤더블류,103230,Dec-11,,,26214782,26214782
(주)에스앤더블류,103230,Dec-12,,,16428292,16428292
(주)에스앤더블류,103230,Dec-13,,,14350710,14350710
(주)에스앤더블류,103230,Dec-14,,,14878086,14878086
(주)에스앤더블류,103230,Dec-15,,,11855843,11855843
(주)에스앤더블류,103230,Dec-16,,,12219467,12219467
(주)에스앤더블류,103230,Dec-17,,,11097983,11097983
(주)에스앤더블류,103230,Dec-18,,,9395356,9395356
(주)에스앤더블류,103230,Dec-19,,,10467553,10467553
(주)에스앤에스텍,101490,Dec-11,7036543,7036543,6976451,6976451
(주)에스앤에스텍,101490,Dec-12,8157345,8157345,7526931,7526931
(주)에스앤에스텍,101490,Dec-13,6469842,6469842,5140977,5140977
(주)에스앤에스텍,101490,Dec-14,5115428,5115428,5115428,5115428
(주)에스앤에스텍,101490,Dec-15,,,8124160,8124160
(주)에스앤에스텍,101490,Dec-16,,,7593004,7593004
(주)에스앤에스텍,101490,Dec-17,,,8282231,8282231
(주)에스앤에스텍,101490,Dec-18,,,10340977,10340977
(주)에스앤에스텍,101490,Dec-19,,14435209,14435209,14435209
(주)에스에너지,95910,Dec-11,17333033,17333033,7518353,7518353
(주)에스에너지,95910,Dec-12,6928709,6928709,4692880,4692880
(주)에스에너지,95910,Dec-13,15843938,15843938,15605063,15605063
(주)에스에너지,95910,Dec-14,20227907,20227907,15944201,15944201
(주)에스에너지,95910,Dec-15,23374819,23374819,20579617,20579617
(주)에스에너지,95910,Dec-16,12160006,12160006,8805892,8805892
(주)에스에너지,95910,Dec-17,12905831,12905831,4864920,4864920
(주)에스에너지,95910,Dec-18,13509461,13509461,5860333,5860333
(주)에스에너지,95910,Dec-19,27054649,27054649,7894845,7894845
(주)에스에스알,275630,Dec-18,,,0,0
(주)에스에스알,275630,Dec-19,,,0,0
(주)에스에이엠티,31330,Dec-11,36633856,36633856,36442791,36442791
(주)에스에이엠티,31330,Dec-12,44754491,44754491,44754491,44754491
(주)에스에이엠티,31330,Dec-13,55594456,55594456,55594456,55594456
(주)에스에이엠티,31330,Dec-14,92254326,92254326,92254326,92254326
(주)에스에이엠티,31330,Dec-15,59863375,59863375,59863375,59863375
(주)에스에이엠티,31330,Dec-16,87321751,87321751,87321751,87321751
(주)에스에이엠티,31330,Dec-17,68290213,68290213,68290213,68290213
(주)에스에이엠티,31330,Dec-18,111960292,111960292,111960292,111960292
(주)에스에이엠티,31330,Dec-19,49786485,49786485,49786485,49786485
(주)에스에이티,60540,Dec-11,755349,755349,754142,754142
(주)에스에이티,60540,Dec-12,597019,597019,595694,595694
(주)에스에이티,60540,Dec-13,982344,982344,981019,981019
(주)에스에이티,60540,Dec-14,1082492,1082492,1053804,1053804
(주)에스에이티,60540,Dec-15,6912974,6912974,531562,531562
(주)에스에이티,60540,Dec-16,8147546,8147546,1802185,1802185
(주)에스에이티,60540,Dec-17,11238975,11238975,748117,748117
(주)에스에이티,60540,Dec-18,10142049,10142049,549683,549683
(주)에스에이티,60540,Dec-19,11510583,11510583,623332,623332
(주)에스에프에이,56190,Dec-11,14904995,14904995,7059411,7059411
(주)에스에프에이,56190,Dec-12,5144665,5144665,2800733,2800733
(주)에스에프에이,56190,Dec-13,5993450,5993450,3022158,3022158
(주)에스에프에이,56190,Dec-14,5503786,5503786,3616927,3616927
(주)에스에프에이,56190,Dec-15,29406800,29406800,2704194,2704194
(주)에스에프에이,56190,Dec-16,39695510,39695510,2028052,2028052
(주)에스에프에이,56190,Dec-17,28526442,28526442,4350026,4350026
(주)에스에프에이,56190,Dec-18,75613959,75613959,30170357,30170357
(주)에스에프에이,56190,Dec-19,124393235,124393235,74174150,74174150
(주)에스에프에이반도체,36540,Dec-11,45841238,44693765,18571327,18571327
(주)에스에프에이반도체,36540,Dec-12,49415030,55465830,17939830,17939830
(주)에스에프에이반도체,36540,Dec-13,38213375,38213375,13975729,13975729
(주)에스에프에이반도체,36540,Dec-14,38890009,38890009,16634151,16634151
(주)에스에프에이반도체,36540,Dec-15,25613992,25613992,12308795,12308795
(주)에스에프에이반도체,36540,Dec-16,35076587,35076587,15478391,15478391
(주)에스에프에이반도체,36540,Dec-17,22750729,22750729,8843662,8843662
(주)에스에프에이반도체,36540,Dec-18,35534935,25721939,9248169,7171957
(주)에스에프에이반도체,36540,Dec-19,35635140,35635140,22019608,22019608
(주)에스엘바이오닉스,214310,Dec-15,2881947,2881947,2881947,2881947
(주)에스엘바이오닉스,214310,Dec-16,3620382,3620382,3620382,3620382
(주)에스엘바이오닉스,214310,Dec-17,2975594,2975594,2975594,2975594
(주)에스엘바이오닉스,214310,Dec-18,1934953,1934953,1934953,1934953
(주)에스엘바이오닉스,214310,Dec-19,1536470,1536470,1536470,1536470
(주)에스엠라이프디자인그룹,63440,Dec-11,,,438308,438308
(주)에스엠라이프디자인그룹,63440,Dec-12,,148397,148397,148397
(주)에스엠라이프디자인그룹,63440,Dec-13,463488,463488,274429,274429
(주)에스엠라이프디자인그룹,63440,Dec-14,972934,972934,640554,640554
(주)에스엠라이프디자인그룹,63440,Dec-15,931478,931478,664145,664145
(주)에스엠라이프디자인그룹,63440,Dec-16,327422,327422,327422,327422
(주)에스엠라이프디자인그룹,63440,Dec-17,246936,246936,246936,246936
(주)에스엠라이프디자인그룹,63440,Dec-18,325833,325833,325833,325833
(주)에스엠라이프디자인그룹,63440,Dec-19,4977404,4977404,141843,141843
(주)에스엠벡셀,10580,Dec-11,,,5181222,5181222
(주)에스엠벡셀,10580,Dec-12,,,5887397,5887397
(주)에스엠벡셀,10580,Dec-13,,,7985507,7985507
(주)에스엠벡셀,10580,Dec-14,,,5960293,5960293
(주)에스엠벡셀,10580,Dec-15,,,4949412,4949412
(주)에스엠벡셀,10580,Dec-16,,,4363702,4363702
(주)에스엠벡셀,10580,Dec-17,,,4288046,4288046
(주)에스엠벡셀,10580,Dec-18,,,6449407,6449407
(주)에스엠벡셀,10580,Dec-19,,,3745397,3745397
(주)에스엠엔터테인먼트,41510,Dec-11,2578669,2578669,1538772,1538772
(주)에스엠엔터테인먼트,41510,Dec-12,5697996,5697996,3026397,3026397
(주)에스엠엔터테인먼트,41510,Dec-13,7348729,7348729,4154522,4154522
(주)에스엠엔터테인먼트,41510,Dec-14,8597249,8597249,4189388,4189388
(주)에스엠엔터테인먼트,41510,Dec-15,10006569,10006569,4790322,4790322
(주)에스엠엔터테인먼트,41510,Dec-16,11209998,11209998,4615566,4615566
(주)에스엠엔터테인먼트,41510,Dec-17,8628752,8628752,3991998,3991998
(주)에스엠엔터테인먼트,41510,Dec-18,11524908,11524908,4433124,4433124
(주)에스엠엔터테인먼트,41510,Dec-19,14758462,14758462,6259888,6259888
(주)에스엠컬처앤콘텐츠,48550,Dec-11,0,0,0,0
(주)에스엠컬처앤콘텐츠,48550,Dec-12,0,0,0,0
(주)에스엠컬처앤콘텐츠,48550,Dec-13,0,0,0,0
(주)에스엠컬처앤콘텐츠,48550,Dec-14,0,0,0,0
(주)에스엠컬처앤콘텐츠,48550,Dec-15,0,0,0,0
(주)에스엠컬처앤콘텐츠,48550,Dec-16,0,0,0,0
(주)에스엠컬처앤콘텐츠,48550,Dec-17,0,0,0,0
(주)에스엠컬처앤콘텐츠,48550,Dec-18,0,0,0,0
(주)에스엠컬처앤콘텐츠,48550,Dec-19,0,0,0,0
(주)에스엠코어,7820,Dec-11,557127,557127,557127,557127
(주)에스엠코어,7820,Dec-12,624901,624901,624901,624901
(주)에스엠코어,7820,Dec-13,6813692,6813692,6813692,6813692
(주)에스엠코어,7820,Dec-14,356730,356730,356730,356730
(주)에스엠코어,7820,Dec-15,198679,198679,198679,198679
(주)에스엠코어,7820,Dec-16,341848,341848,341848,341848
(주)에스엠코어,7820,Dec-17,2326665,2326665,2326665,2326665
(주)에스엠코어,7820,Dec-18,449872,449872,449872,449872
(주)에스엠코어,7820,Dec-19,677724,677724,677724,677724
(주)에스원,12750,Dec-11,35340327,35340327,30054760,30054760
(주)에스원,12750,Dec-12,46451733,46451733,41972598,41972598
(주)에스원,12750,Dec-13,48382617,48382617,38276875,38276875
(주)에스원,12750,Dec-14,56357744,56357744,49223918,49223918
(주)에스원,12750,Dec-15,49465038,49465038,47213332,47213332
(주)에스원,12750,Dec-16,35836895,35836895,34220071,34220071
(주)에스원,12750,Dec-17,41173539,41173539,39464425,39464425
(주)에스원,12750,Dec-18,42945860,42945860,40234267,40234267
(주)에스원,12750,Dec-19,41408118,41408118,37928913,37928913
(주)에스제이그룹,306040,Dec-19,16178090,16178090,14403929,14403929
(주)에스제이엠,123700,Dec-11,41836307,41836307,17156384,17156384
(주)에스제이엠,123700,Dec-12,45842744,45842744,19352716,19352716
(주)에스제이엠,123700,Dec-13,39026186,39026186,19329526,19329526
(주)에스제이엠,123700,Dec-14,44874562,44874562,23943330,23943330
(주)에스제이엠,123700,Dec-15,40672720,40672720,19823038,19823038
(주)에스제이엠,123700,Dec-16,47360563,47360563,16890640,16890640
(주)에스제이엠,123700,Dec-17,52920127,52920127,19082945,19082945
(주)에스제이엠,123700,Dec-18,46642126,46642126,16967856,16967856
(주)에스제이엠,123700,Dec-19,47780410,47780410,14905892,14905892
(주)에스제이엠홀딩스,25530,Dec-11,44697512,44697512,0,0
(주)에스제이엠홀딩스,25530,Dec-12,47426806,47426806,0,0
(주)에스제이엠홀딩스,25530,Dec-13,39760073,39760073,0,0
(주)에스제이엠홀딩스,25530,Dec-14,45609291,45609291,0,0
(주)에스제이엠홀딩스,25530,Dec-15,41196923,41196923,0,0
(주)에스제이엠홀딩스,25530,Dec-16,48534432,48534432,0,0
(주)에스제이엠홀딩스,25530,Dec-17,54072538,54072538,0,0
(주)에스제이엠홀딩스,25530,Dec-18,47444805,47444805,0,0
(주)에스제이엠홀딩스,25530,Dec-19,48610977,48610977,0,0
(주)에스지글로벌,1380,Dec-11,21769180,21769180,18718193,18718193
(주)에스지글로벌,1380,Dec-12,57496141,,53841018,53841018
(주)에스지글로벌,1380,Dec-13,65153271,65153271,60677572,60677572
(주)에스지글로벌,1380,Dec-14,26030930,26030930,20877137,20877137
(주)에스지글로벌,1380,Dec-15,26907095,26907095,19492037,19492037
(주)에스지글로벌,1380,Dec-16,25657845,25657845,13917945,13917945
(주)에스지글로벌,1380,Dec-17,22711571,22711571,8760988,8760988
(주)에스지글로벌,1380,Dec-18,20497613,20497613,6681777,6681777
(주)에스지글로벌,1380,Dec-19,16248134,16248134,7086506,7086506
(주)에스지세계물산,4060,Dec-11,69350663,69350663,65173276,65173276
(주)에스지세계물산,4060,Dec-12,64790994,,64491990,64491990
(주)에스지세계물산,4060,Dec-13,72007177,72007177,71574386,71574386
(주)에스지세계물산,4060,Dec-14,69983480,69983480,68810044,68810044
(주)에스지세계물산,4060,Dec-15,67352007,67352007,65932104,65932104
(주)에스지세계물산,4060,Dec-16,66742027,66742027,65951934,65951934
(주)에스지세계물산,4060,Dec-17,72714982,72714982,70953017,70953017
(주)에스지세계물산,4060,Dec-18,85365536,85365536,85086986,85086986
(주)에스지세계물산,4060,Dec-19,63527788,63527788,63170831,63170831
(주)에스지엔지,40610,Dec-11,118113923,118113923,266671,266671
(주)에스지엔지,40610,Dec-12,149989659,149989659,774674,774674
(주)에스지엔지,40610,Dec-13,162332007,162332007,1767980,1767980
(주)에스지엔지,40610,Dec-14,123298140,123298140,3441454,3441454
(주)에스지엔지,40610,Dec-15,122464607,122464607,2659735,2659735
(주)에스지엔지,40610,Dec-16,121749043,120524952,2396184,2396184
(주)에스지엔지,40610,Dec-17,122436942,122436942,3782402,3782402
(주)에스지엔지,40610,Dec-18,126847410,126847410,2976266,2976266
(주)에스지엔지,40610,Dec-19,101068987,101068987,2959945,2959945
(주)에스코넥,96630,Dec-11,13798019,13798019,10741489,10741489
(주)에스코넥,96630,Dec-12,14379912,14379912,9138487,9138487
(주)에스코넥,96630,Dec-13,11682927,11682927,3640399,3640399
(주)에스코넥,96630,Dec-14,13237491,13237491,2713578,2713578
(주)에스코넥,96630,Dec-15,10364859,10364859,2568242,2568242
(주)에스코넥,96630,Dec-16,12142396,12142396,1844890,1844890
(주)에스코넥,96630,Dec-17,19328342,19328342,4173858,4173858
(주)에스코넥,96630,Dec-18,14218168,14218168,1807489,1807489
(주)에스코넥,96630,Dec-19,9504264,9504264,2790736,2790736
(주)에스텍파마,41910,Dec-11,,,17619541,17619541
(주)에스텍파마,41910,Dec-12,,17690481,17690481,17690481
(주)에스텍파마,41910,Dec-13,22503880,22503880,22503880,22503880
(주)에스텍파마,41910,Dec-14,25723205,20213737,25723205,20213737
(주)에스텍파마,41910,Dec-15,16437571,16437571,16437571,16437571
(주)에스텍파마,41910,Dec-16,14679504,14679504,14679504,14679504
(주)에스텍파마,41910,Dec-17,14017171,14017171,14017171,14017171
(주)에스텍파마,41910,Dec-18,12632359,12632359,12632359,12632359
(주)에스텍파마,41910,Dec-19,13631348,13631348,13631348,13631348
(주)에스티아이,39440,Dec-11,1477082,1477082,1103984,1103984
(주)에스티아이,39440,Dec-12,1929111,1929111,1774847,1774847
(주)에스티아이,39440,Dec-13,1753886,1753886,1678858,1678858
(주)에스티아이,39440,Dec-14,1411200,1411200,1398758,1398758
(주)에스티아이,39440,Dec-15,2156006,2156006,2114179,2114179
(주)에스티아이,39440,Dec-16,3582077,3582077,3112398,3112398
(주)에스티아이,39440,Dec-17,7415831,7415831,6716399,6716399
(주)에스티아이,39440,Dec-18,12565512,12565512,12358032,12358032
(주)에스티아이,39440,Dec-19,6457136,6457136,3702370,3702370
(주)에스티오,98660,Dec-11,32904271,32904271,30084997,30084997
(주)에스티오,98660,Dec-12,30938861,30938861,28075721,28075721
(주)에스티오,98660,Dec-13,33215301,33215301,31164375,31164375
(주)에스티오,98660,Dec-14,34297756,34297756,33013668,33013668
(주)에스티오,98660,Dec-15,36380880,36380880,35937135,35937135
(주)에스티오,98660,Dec-16,37545930,37545930,37188077,37188077
(주)에스티오,98660,Dec-17,34393972,34393972,33685934,33685934
(주)에스티오,98660,Dec-18,31261743,31261743,30583613,30583613
(주)에스티오,98660,Dec-19,33053477,33053477,32962250,32962250
(주)에스티큐브,52020,Dec-11,1124402,1124402,1110932,1110932
(주)에스티큐브,52020,Dec-12,1653018,1653018,1653018,1653018
(주)에스티큐브,52020,Dec-13,1406344,1406344,1406344,1406344
(주)에스티큐브,52020,Dec-14,884940,884940,884940,884940
(주)에스티큐브,52020,Dec-15,160507,160507,160507,160507
(주)에스티큐브,52020,Dec-16,145398,145398,145398,145398
(주)에스티큐브,52020,Dec-17,627669,627669,627669,627669
(주)에스티큐브,52020,Dec-18,236479,236479,236479,236479
(주)에스티큐브,52020,Dec-19,361521,361521,361521,361521
(주)에스폴리텍,50760,Dec-11,14854411,14854411,6532469,6532469
(주)에스폴리텍,50760,Dec-12,15288685,15288685,6969583,6969583
(주)에스폴리텍,50760,Dec-13,13369156,13369156,6602426,6602426
(주)에스폴리텍,50760,Dec-14,8119780,8119780,7085891,7085891
(주)에스폴리텍,50760,Dec-15,9922257,9922257,9833303,9833303
(주)에스폴리텍,50760,Dec-16,10527077,10527077,10409580,10409580
(주)에스폴리텍,50760,Dec-17,9612496,9612496,9522897,9522897
(주)에스폴리텍,50760,Dec-18,11992125,11992125,11905865,11905865
(주)에스폴리텍,50760,Dec-19,12466160,12466160,12321801,12321801
(주)에스피시스템스,317830,Dec-19,1597762,1597762,1461148,1461148
(주)에스피씨삼립,5610,Dec-11,20619215,20619215,20056490,20056490
(주)에스피씨삼립,5610,Dec-12,67950215,67950215,21171829,21171829
(주)에스피씨삼립,5610,Dec-13,56000928,56000928,29852232,29852232
(주)에스피씨삼립,5610,Dec-14,62341400,62341400,12273398,12273398
(주)에스피씨삼립,5610,Dec-15,76467768,76467768,8555715,8555715
(주)에스피씨삼립,5610,Dec-16,75542023,75542023,9283771,9283771
(주)에스피씨삼립,5610,Dec-17,104855469,104855469,10679075,10679075
(주)에스피씨삼립,5610,Dec-18,132572750,132572750,57187221,57187221
(주)에스피씨삼립,5610,Dec-19,123911850,123911850,62738671,62738671
(주)에스피지,58610,Dec-11,27031006,27031006,19628453,19628453
(주)에스피지,58610,Dec-12,28009922,28009922,19810491,19810491
(주)에스피지,58610,Dec-13,31407291,31407291,22192351,22192351
(주)에스피지,58610,Dec-14,38326057,38326057,26756763,26756763
(주)에스피지,58610,Dec-15,35694365,35694365,26967307,26967307
(주)에스피지,58610,Dec-16,55644338,55644338,31716118,31716118
(주)에스피지,58610,Dec-17,60067575,60067575,33017560,33017560
(주)에스피지,58610,Dec-18,78303508,78303508,49406141,49406141
(주)에스피지,58610,Dec-19,78203212,78203212,48485141,48485141
(주)에쎈테크,43340,Dec-11,,,39751586,18130778
(주)에쎈테크,43340,Dec-12,,,18221137,18221137
(주)에쎈테크,43340,Dec-13,,,17093334,17093334
(주)에쎈테크,43340,Dec-14,,,16267912,16267912
(주)에쎈테크,43340,Dec-15,,,15879451,15879451
(주)에쎈테크,43340,Dec-16,,,17602467,17602467
(주)에쎈테크,43340,Dec-17,,,15763445,15763445
(주)에쎈테크,43340,Dec-18,,,15140163,15140163
(주)에쎈테크,43340,Dec-19,,,14076922,14076922
(주)에이디칩스,54630,Dec-11,3127252,3127252,1842625,1842625
(주)에이디칩스,54630,Dec-12,4329226,4329226,3378069,3378069
(주)에이디칩스,54630,Dec-13,4456258,4456258,3633941,3633941
(주)에이디칩스,54630,Dec-14,3229176,3229176,2476371,2476371
(주)에이디칩스,54630,Dec-15,2296456,2296456,2324794,2324794
(주)에이디칩스,54630,Dec-16,3156573,,3156573,3156573
(주)에이디칩스,54630,Dec-17,,,2840935,2840935
(주)에이디칩스,54630,Dec-18,,,3285064,3285064
(주)에이디칩스,54630,Dec-19,,,4270505,4270505
(주)에이디테크놀로지,200710,Dec-14,5576990,5576990,5576990,5576990
(주)에이디테크놀로지,200710,Dec-15,3900627,3900627,3900627,3900627
(주)에이디테크놀로지,200710,Dec-16,3594106,,3594106,3594106
(주)에이디테크놀로지,200710,Dec-17,,3679707,3679707,3679707
(주)에이디테크놀로지,200710,Dec-18,17868258,17868258,17868258,17868258
(주)에이디테크놀로지,200710,Dec-19,31206735,31206735,31206735,31206735
(주)에이루트,96690,Dec-11,,2010393,2010393,2010393
(주)에이루트,96690,Dec-12,3565930,3565930,3112439,3112439
(주)에이루트,96690,Dec-13,4179616,,3786021,4179616
(주)에이루트,96690,Dec-14,,,3443258,3443258
(주)에이루트,96690,Dec-15,,3823400,3823400,3823400
(주)에이루트,96690,Dec-16,3537859,3537859,3537859,3537859
(주)에이루트,96690,Dec-17,4588861,4588861,4588861,4588861
(주)에이루트,96690,Dec-18,4110494,4110494,4110494,4110494
(주)에이루트,96690,Dec-19,3817282,3817282,3237377,3237377
(주)에이블씨엔씨,78520,Dec-11,30419699,30419699,26484533,26484533
(주)에이블씨엔씨,78520,Dec-12,43687206,43687206,39073238,39073238
(주)에이블씨엔씨,78520,Dec-13,28009076,28009076,22552791,22552791
(주)에이블씨엔씨,78520,Dec-14,39220389,39220389,29976864,29976864
(주)에이블씨엔씨,78520,Dec-15,42210495,42210495,33279060,33279060
(주)에이블씨엔씨,78520,Dec-16,51227127,51227127,38530586,38530586
(주)에이블씨엔씨,78520,Dec-17,44687715,44687715,33756448,33756448
(주)에이블씨엔씨,78520,Dec-18,62942021,62942021,46260602,46260602
(주)에이블씨엔씨,78520,Dec-19,87262687,87262687,47753122,47753122
(주)에이비프로바이오,195990,Dec-15,24451794,24451794,17666387,17666387
(주)에이비프로바이오,195990,Dec-16,26729746,26729746,19282339,19282339
(주)에이비프로바이오,195990,Dec-17,27058293,27058293,22135687,22135687
(주)에이비프로바이오,195990,Dec-18,25186875,25186875,18546903,18546903
(주)에이비프로바이오,195990,Dec-19,16886282,16886282,8696074,8696074
(주)에이스침대,3800,Dec-11,17140694,17140694,16473567,16473567
(주)에이스침대,3800,Dec-12,19440385,19440385,18844665,18844665
(주)에이스침대,3800,Dec-13,21139422,21139422,20544681,20544681
(주)에이스침대,3800,Dec-14,23201704,23201704,22613927,22613927
(주)에이스침대,3800,Dec-15,22879946,22879946,22204287,22204287
(주)에이스침대,3800,Dec-16,25671299,25671299,25094968,25094968
(주)에이스침대,3800,Dec-17,25561239,,25270707,25561239
(주)에이스침대,3800,Dec-18,,,25678665,25678665
(주)에이스침대,3800,Dec-19,,27422454,27422454,27422454
(주)에이스테크놀로지,88800,Dec-11,52938431,52938431,24585639,24585639
(주)에이스테크놀로지,88800,Dec-12,41734585,41734585,22266881,22266881
(주)에이스테크놀로지,88800,Dec-13,50547851,50547851,20525411,20525411
