회사명,거래소코드,회계년도,매출액(IFRS연결),부채(IFRS연결),매출액(IFRS개별),부채(IFRS개별)
(주)에스엠코어,7820,Dec-12,78316804,25968015,78178950,26661962
(주)에스엠코어,7820,Dec-13,76007199,30126948,75945857,31165979
(주)에스엠코어,7820,Dec-14,91959384,28253085,91750092,29385372
(주)에스엠코어,7820,Dec-15,73298444,28159449,73417749,28795611
(주)에스엠코어,7820,Dec-16,50388628,18720127,48819058,20055758
(주)에스엠코어,7820,Dec-17,72414808,22983829,71252475,23904261
(주)에스엠코어,7820,Dec-18,93475185,29950041,88696371,29946646
(주)에스엠코어,7820,Dec-19,128073312,28277601,128057986,28276728
(주)에스원,12750,Dec-11,1026118270,296645472,953611461,273524835
(주)에스원,12750,Dec-12,1096463350,275921593,1006607796,244145254
(주)에스원,12750,Dec-13,1274104352,310574829,1160082357,274359092
(주)에스원,12750,Dec-14,1718331685,544328447,1619767068,502154429
(주)에스원,12750,Dec-15,1799570545,414070537,1788781585,395336145
(주)에스원,12750,Dec-16,1830176817,360431279,1818302083,341567826
(주)에스원,12750,Dec-17,1942266128,373699477,1929985702,354751262
(주)에스원,12750,Dec-18,2018339271,420536578,1998320018,390157946
(주)에스원,12750,Dec-19,2151521516,467353241,2120328700,432912285
(주)에스제이그룹,306040,Dec-19,109494821,22442984,100118312,19347327
(주)에스제이엠,123700,Dec-11,176464054,42883843,100009602,35080707
(주)에스제이엠,123700,Dec-12,187307251,37101493,109952522,29617885
(주)에스제이엠,123700,Dec-13,183092244,32813936,108128207,26958203
(주)에스제이엠,123700,Dec-14,157096646,35129208,84073321,28002138
(주)에스제이엠,123700,Dec-15,180300135,32280359,96585651,23472660
(주)에스제이엠,123700,Dec-16,176789058,37259295,97244014,24045207
(주)에스제이엠,123700,Dec-17,163096255,35070979,83185009,19690283
(주)에스제이엠,123700,Dec-18,155259475,33638391,70952383,20476352
(주)에스제이엠,123700,Dec-19,157732122,45446253,68854326,18335197
(주)에스제이엠홀딩스,25530,Dec-11,177303373,44399680,7205862,90819
(주)에스제이엠홀딩스,25530,Dec-12,189997621,37831819,1596656,55215
(주)에스제이엠홀딩스,25530,Dec-13,186255266,33870076,844632,114810
(주)에스제이엠홀딩스,25530,Dec-14,161934964,34915387,8784849,134975
(주)에스제이엠홀딩스,25530,Dec-15,185141914,44067198,12294306,12626239
(주)에스제이엠홀딩스,25530,Dec-16,181367297,48186543,9830720,13918665
(주)에스제이엠홀딩스,25530,Dec-17,169845355,47622010,6477991,14699801
(주)에스제이엠홀딩스,25530,Dec-18,160740722,45615308,5326690,14607714
(주)에스제이엠홀딩스,25530,Dec-19,160751444,56116304,6051434,13972115
(주)에스지글로벌,1380,Dec-11,90556204,58068721,64498415,53709253
(주)에스지글로벌,1380,Dec-12,114473043,66363664,93146399,64081968
(주)에스지글로벌,1380,Dec-13,136699203,72872984,114461549,68201508
(주)에스지글로벌,1380,Dec-14,120977926,76615424,99003342,71049722
(주)에스지글로벌,1380,Dec-15,112358741,85043145,92274206,72814040
(주)에스지글로벌,1380,Dec-16,141456442,92412694,119573193,76757198
(주)에스지글로벌,1380,Dec-17,143292754,73297557,109536532,57495267
(주)에스지글로벌,1380,Dec-18,134548200,72570150,98644770,54870613
(주)에스지글로벌,1380,Dec-19,125797650,74001790,85883733,55505283
(주)에스지세계물산,4060,Dec-11,342171589,95818877,341735550,90734292
(주)에스지세계물산,4060,Dec-12,321841545,81847818,316301188,80021729
(주)에스지세계물산,4060,Dec-13,313797490,78992437,312689450,76433054
(주)에스지세계물산,4060,Dec-14,340410703,90706507,340528691,87060912
(주)에스지세계물산,4060,Dec-15,317710618,89289748,315376986,85121753
(주)에스지세계물산,4060,Dec-16,308617898,102161010,305134794,98324177
(주)에스지세계물산,4060,Dec-17,285426943,131417509,257343342,127445702
(주)에스지세계물산,4060,Dec-18,320202197,137535685,317555834,135542035
(주)에스지세계물산,4060,Dec-19,312545170,82842127,309596142,70659851
(주)에스지엔지,40610,Dec-11,931116544,442902168,45806440,11759284
(주)에스지엔지,40610,Dec-12,955617969,455721337,45074616,8337665
(주)에스지엔지,40610,Dec-13,1007026648,470831582,57135307,12837799
(주)에스지엔지,40610,Dec-14,961587982,463328780,54869906,24518757
(주)에스지엔지,40610,Dec-15,913193255,510658174,48118092,24627883
(주)에스지엔지,40610,Dec-16,1199996426,682124596,48507191,26178999
(주)에스지엔지,40610,Dec-17,1217586997,636749894,55141217,28961657
(주)에스지엔지,40610,Dec-18,1088824262,612617667,56385942,40005069
(주)에스지엔지,40610,Dec-19,938887548,497214874,51882904,47472146
(주)에스코넥,96630,Dec-11,140355090,72660312,113104552,63870435
(주)에스코넥,96630,Dec-12,216241217,72150300,170145395,58647088
(주)에스코넥,96630,Dec-13,315858419,94261010,226562155,68841507
(주)에스코넥,96630,Dec-14,280173771,103057512,181936377,72431767
(주)에스코넥,96630,Dec-15,307564793,91817623,200785557,69761272
(주)에스코넥,96630,Dec-16,334554748,100210342,190637159,62708251
(주)에스코넥,96630,Dec-17,365629927,82057298,129165691,51667772
(주)에스코넥,96630,Dec-18,367055024,75586822,115657190,48769500
(주)에스코넥,96630,Dec-19,254480908,70721456,56377902,47518633
(주)에스텍파마,41910,Dec-11,,,56025831,28013091
(주)에스텍파마,41910,Dec-12,,,58619805,43188081
(주)에스텍파마,41910,Dec-13,42247214,36411012,42247214,36257162
(주)에스텍파마,41910,Dec-14,44214723,38567246,44214723,38562274
(주)에스텍파마,41910,Dec-15,45065875,19236949,45065875,19208486
(주)에스텍파마,41910,Dec-16,43397040,20049617,43385843,20193376
(주)에스텍파마,41910,Dec-17,38213541,12988341,38174581,13103332
(주)에스텍파마,41910,Dec-18,40335857,9093985,40330037,9150986
(주)에스텍파마,41910,Dec-19,46489682,13705262,46489682,13522229
(주)에스티아이,39440,Dec-11,92705960,24055095,92479372,22651267
(주)에스티아이,39440,Dec-12,72033627,21714513,70873400,20383726
(주)에스티아이,39440,Dec-13,99700888,26888235,97357721,24706849
(주)에스티아이,39440,Dec-14,121153111,36718040,118469412,34101120
(주)에스티아이,39440,Dec-15,125514037,51580006,123687218,48107027
(주)에스티아이,39440,Dec-16,180384449,78464434,177369440,69367012
(주)에스티아이,39440,Dec-17,287012566,77629565,282967159,68644174
(주)에스티아이,39440,Dec-18,286609574,102146613,276027718,94202925
(주)에스티아이,39440,Dec-19,318857509,97833475,293268494,89657179
(주)에스티오,98660,Dec-11,99990813,52060437,95550369,48736911
(주)에스티오,98660,Dec-12,95471692,45853102,91421491,42693847
(주)에스티오,98660,Dec-13,86125658,48028110,83613737,45957613
(주)에스티오,98660,Dec-14,93693229,51375578,92034225,50589338
(주)에스티오,98660,Dec-15,101207723,44901456,99569188,44273290
(주)에스티오,98660,Dec-16,100535861,41601867,98811339,40678685
(주)에스티오,98660,Dec-17,90839468,36669925,89586610,35799292
(주)에스티오,98660,Dec-18,88321595,35609216,87098051,35061957
(주)에스티오,98660,Dec-19,85144202,33043432,83978219,32358415
(주)에스티큐브,52020,Dec-11,7420567,5441992,7357819,4980497
(주)에스티큐브,52020,Dec-12,11230833,4924084,11522226,4829299
(주)에스티큐브,52020,Dec-13,8852506,16630653,8834027,16597780
(주)에스티큐브,52020,Dec-14,5483598,9704633,5476177,9667652
(주)에스티큐브,52020,Dec-15,5349045,2452583,5349045,2434681
(주)에스티큐브,52020,Dec-16,15263722,11535588,15263722,12012824
(주)에스티큐브,52020,Dec-17,8460728,7336329,8460728,7313534
(주)에스티큐브,52020,Dec-18,11073434,19913684,11073434,20143048
(주)에스티큐브,52020,Dec-19,17388631,23562403,17388631,22691813
(주)에스폴리텍,50760,Dec-11,146232897,57326722,103651090,63581408
(주)에스폴리텍,50760,Dec-12,130530627,58848801,94175150,51619277
(주)에스폴리텍,50760,Dec-13,118348515,53212686,83815491,51611860
(주)에스폴리텍,50760,Dec-14,112565675,52704771,87560614,49127756
(주)에스폴리텍,50760,Dec-15,100316555,52916983,98019088,53614916
(주)에스폴리텍,50760,Dec-16,117696775,56748306,117274954,55700658
(주)에스폴리텍,50760,Dec-17,122283422,62861634,122209735,63362538
(주)에스폴리텍,50760,Dec-18,136887455,57049418,136756719,56600314
(주)에스폴리텍,50760,Dec-19,135032554,53128693,134909963,52840523
(주)에스피시스템스,317830,Dec-19,31959900,28654710,29033491,24538919
(주)에스피씨삼립,5610,Dec-11,627219551,203049159,628959036,202288578
(주)에스피씨삼립,5610,Dec-12,836986538,368250069,802652803,223259921
(주)에스피씨삼립,5610,Dec-13,1066244749,358382805,968028778,233459580
(주)에스피씨삼립,5610,Dec-14,1107627827,348177889,1028617844,220273615
(주)에스피씨삼립,5610,Dec-15,1373768365,359123830,985824837,185130043
(주)에스피씨삼립,5610,Dec-16,1870335371,382313884,1053614470,209760566
(주)에스피씨삼립,5610,Dec-17,2065510858,454395972,1010118733,257731468
(주)에스피씨삼립,5610,Dec-18,2200883745,438315150,1016326511,301810285
(주)에스피씨삼립,5610,Dec-19,2499238196,873555342,1186835435,638547258
(주)에스피지,58610,Dec-11,105205996,57581987,97093450,56226421
(주)에스피지,58610,Dec-12,106313494,62625305,101170038,58364148
(주)에스피지,58610,Dec-13,115621668,68379437,109140421,60206608
(주)에스피지,58610,Dec-14,135091429,74928420,124483645,65146417
(주)에스피지,58610,Dec-15,138807894,81701698,119890864,72533051
(주)에스피지,58610,Dec-16,152272422,145230481,133513413,124292118
(주)에스피지,58610,Dec-17,295751093,149998456,238208029,125002809
(주)에스피지,58610,Dec-18,305413294,149867904,226742282,125379399
(주)에스피지,58610,Dec-19,315161067,144510273,219560002,117801905
(주)에쎈테크,43340,Dec-11,,,93076543,68181218
(주)에쎈테크,43340,Dec-12,,,76589961,45252665
(주)에쎈테크,43340,Dec-13,,,85545931,44306754
(주)에쎈테크,43340,Dec-14,,,83537987,40401241
(주)에쎈테크,43340,Dec-15,,,72002464,40757999
(주)에쎈테크,43340,Dec-16,,,72916738,41604108
(주)에쎈테크,43340,Dec-17,,,66131227,25462797
(주)에쎈테크,43340,Dec-18,,,58791068,17914414
(주)에쎈테크,43340,Dec-19,,,51708136,15146672
(주)에이디칩스,54630,Dec-11,66926705,6320492,23015482,4519577
(주)에이디칩스,54630,Dec-12,45600047,7406804,20880350,5557041
(주)에이디칩스,54630,Dec-13,43041906,7698034,21951350,7100804
(주)에이디칩스,54630,Dec-14,26185290,7049037,15460811,7428753
(주)에이디칩스,54630,Dec-15,13172615,3584681,13010871,3496338
(주)에이디칩스,54630,Dec-16,25298566,8250765,22952939,8250765
(주)에이디칩스,54630,Dec-17,,,18617247,6609633
(주)에이디칩스,54630,Dec-18,,,12629866,16762247
(주)에이디칩스,54630,Dec-19,,,17668070,12721372
(주)에이디테크놀로지,200710,Dec-14,68482209,10296547,66410213,10172979
(주)에이디테크놀로지,200710,Dec-15,35797490,7775160,33175505,7599062
(주)에이디테크놀로지,200710,Dec-16,22667923,13580364,21413544,13521496
(주)에이디테크놀로지,200710,Dec-17,,,32204669,10481071
(주)에이디테크놀로지,200710,Dec-18,110264723,27991148,110264723,27991148
(주)에이디테크놀로지,200710,Dec-19,225809534,54436302,225809534,54435958
(주)에이루트,96690,Dec-11,,,27440456,4319515
(주)에이루트,96690,Dec-12,26937127,4539810,25634609,3260212
(주)에이루트,96690,Dec-13,31403847,5315504,29504788,4362919
(주)에이루트,96690,Dec-14,,,27782702,1976471
(주)에이루트,96690,Dec-15,,,29335971,4025315
(주)에이루트,96690,Dec-16,33960104,58265799,33833694,28021033
(주)에이루트,96690,Dec-17,36658646,47060537,36423753,19022212
(주)에이루트,96690,Dec-18,22194327,18250867,22056403,1238223
(주)에이루트,96690,Dec-19,31253724,100759336,24873110,77905896
(주)에이블씨엔씨,78520,Dec-11,330258882,74483116,305625810,70218606
(주)에이블씨엔씨,78520,Dec-12,452287073,82858389,425058057,80272284
(주)에이블씨엔씨,78520,Dec-13,442423818,70365257,401312951,61185029
(주)에이블씨엔씨,78520,Dec-14,438349537,58732733,398501004,48438915
(주)에이블씨엔씨,78520,Dec-15,407879121,63772509,356180641,53622331
(주)에이블씨엔씨,78520,Dec-16,434555619,79749075,383561723,73013461
(주)에이블씨엔씨,78520,Dec-17,373285260,67639507,332201323,63492795
(주)에이블씨엔씨,78520,Dec-18,345522432,69265328,308390623,56690975
(주)에이블씨엔씨,78520,Dec-19,422205555,176899982,320030440,106978405
(주)에이비프로바이오,195990,Dec-15,77101167,33184007,71451964,29629862
(주)에이비프로바이오,195990,Dec-16,49520835,52193557,43802072,40874513
(주)에이비프로바이오,195990,Dec-17,45943801,69861407,24935559,48021846
(주)에이비프로바이오,195990,Dec-18,58911297,60892920,21595116,43148060
(주)에이비프로바이오,195990,Dec-19,31930109,58033237,8808808,43889417
(주)에이스침대,3800,Dec-11,189094755,36136508,186183956,35550048
(주)에이스침대,3800,Dec-12,178410865,31325175,176863925,31128876
(주)에이스침대,3800,Dec-13,164783680,27292403,163315061,27152889
(주)에이스침대,3800,Dec-14,169261600,26778883,167816260,26609964
(주)에이스침대,3800,Dec-15,192732968,32372525,191613994,32251997
(주)에이스침대,3800,Dec-16,203651325,33696320,202862486,33588811
(주)에이스침대,3800,Dec-17,206082706,33207881,205743807,33157456
(주)에이스침대,3800,Dec-18,,,225765097,45485969
(주)에이스침대,3800,Dec-19,,,277433284,51168639
(주)에이스테크놀로지,88800,Dec-11,154628013,239782457,148003970,157359494
(주)에이스테크놀로지,88800,Dec-12,285344564,245017133,180471561,185034137
(주)에이스테크놀로지,88800,Dec-13,315608452,256565939,239955035,200600378
(주)에이스테크놀로지,88800,Dec-14,427492116,303913765,284885547,216084675
(주)에이스테크놀로지,88800,Dec-15,421924400,348924532,274135345,271379647
(주)에이스테크놀로지,88800,Dec-16,322117339,311035319,212352035,221948617
(주)에이스테크놀로지,88800,Dec-17,351616055,306409737,258444809,235084549
(주)에이스테크놀로지,88800,Dec-18,377316650,351157546,272282903,272758394
(주)에이스테크놀로지,88800,Dec-19,378602472,291357544,257500719,193805311
(주)에이스토리,241840,Dec-19,,,28238091,1643521
(주)에이엔피,15260,Dec-11,419647455,191431461,94908810,48579672
(주)에이엔피,15260,Dec-12,450493369,199258448,81381147,37138957
(주)에이엔피,15260,Dec-13,507779099,194651717,85139532,44695875
(주)에이엔피,15260,Dec-14,528852438,259714584,84654325,44154585
(주)에이엔피,15260,Dec-15,579624844,65423085,90759758,51529165
(주)에이엔피,15260,Dec-16,103554957,61469394,96591423,49718030
(주)에이엔피,15260,Dec-17,101153876,86613676,91690922,74646080
(주)에이엔피,15260,Dec-18,107826344,86312129,94894851,74633432
(주)에이엔피,15260,Dec-19,105840629,75331349,95219936,63062510
(주)에이치비테크놀러지,78150,Dec-11,,,50351637,30945693
(주)에이치비테크놀러지,78150,Dec-12,,,33343150,48700551
(주)에이치비테크놀러지,78150,Dec-13,,,144295442,51785168
(주)에이치비테크놀러지,78150,Dec-14,,,133327678,40671625
(주)에이치비테크놀러지,78150,Dec-15,,,145657336,26770235
(주)에이치비테크놀러지,78150,Dec-16,,,270465702,79207708
(주)에이치비테크놀러지,78150,Dec-17,,,285223838,44064226
(주)에이치비테크놀러지,78150,Dec-18,273910965,71483036,250910635,44343072
(주)에이치비테크놀러지,78150,Dec-19,280566411,100809544,223721604,72293217
(주)에이치시티,72990,Dec-16,28240813,14186091,27683667,14062924
(주)에이치시티,72990,Dec-17,27878325,19985252,27209299,19887053
(주)에이치시티,72990,Dec-18,36429972,25682646,35784271,24878249
(주)에이치시티,72990,Dec-19,47420588,25709205,45337404,24901985
(주)에이치알에스,36640,Dec-11,57864184,10492677,58031685,10527140
(주)에이치알에스,36640,Dec-12,61133599,10218900,58999806,10172470
(주)에이치알에스,36640,Dec-13,56466789,16774616,55384811,16731776
(주)에이치알에스,36640,Dec-14,57373123,17044846,56357605,16685924
(주)에이치알에스,36640,Dec-15,59727110,16434501,57006875,16013889
(주)에이치알에스,36640,Dec-16,56490991,22547478,53857470,22108559
(주)에이치알에스,36640,Dec-17,67720042,22641592,63060204,22146546
(주)에이치알에스,36640,Dec-18,74617790,32188149,67943904,31202833
(주)에이치알에스,36640,Dec-19,66720013,16899593,61723442,16382230
(주)에이치앤비디자인,227100,Dec-18,31441043,4510654,31216245,4285045
(주)에이치앤비디자인,227100,Dec-19,21792788,12479226,21772351,12174025
(주)에이치엘사이언스,239610,Dec-16,,,34431546,4394391
(주)에이치엘사이언스,239610,Dec-17,,,40197225,4601278
(주)에이치엘사이언스,239610,Dec-18,,,64108470,8423188
(주)에이치엘사이언스,239610,Dec-19,,,128260856,13211995
(주)에이치케이,44780,Dec-11,60925684,24312761,60704553,23975031
(주)에이치케이,44780,Dec-12,62945257,22640879,62641545,22622049
(주)에이치케이,44780,Dec-13,52065819,24468887,51822513,24459499
(주)에이치케이,44780,Dec-14,55030177,34854220,54634002,34906473
(주)에이치케이,44780,Dec-15,57333919,39538805,52102020,37688037
(주)에이치케이,44780,Dec-16,61788534,35181967,54110902,34332095
(주)에이치케이,44780,Dec-17,57186686,34869142,54008598,33529682
(주)에이치케이,44780,Dec-18,55488123,36818337,48566224,34311784
(주)에이치케이,44780,Dec-19,54958238,32532195,44991567,31409433
(주)에이텍,45660,Dec-11,111111966,27924176,111111966,28096374
(주)에이텍,45660,Dec-12,,,118036574,21607826
(주)에이텍,45660,Dec-13,,,143338657,27518093
(주)에이텍,45660,Dec-14,,,178464874,34176271
(주)에이텍,45660,Dec-15,,,98988667,16008333
(주)에이텍,45660,Dec-16,,,120049859,19520961
(주)에이텍,45660,Dec-17,,,106326664,20921835
(주)에이텍,45660,Dec-18,,,98223147,16560912
(주)에이텍,45660,Dec-19,,,99256874,15730732
(주)에이텍티앤,224110,Dec-15,,,13311647,3831964
(주)에이텍티앤,224110,Dec-16,,,36048674,4694578
(주)에이텍티앤,224110,Dec-17,40937913,40131484,31068764,16382864
(주)에이텍티앤,224110,Dec-18,118586165,25170396,17947100,7675005
(주)에이텍티앤,224110,Dec-19,128024267,44739095,16407998,15269057
(주)에이트원,230980,Dec-16,,,8281760,1107028
(주)에이트원,230980,Dec-17,8199432,30788989,8199432,12850434
(주)에이트원,230980,Dec-18,37534312,36255257,5076666,20372814
(주)에이트원,230980,Dec-19,13058815,22597753,10003909,20769044
(주)에이티세미콘,89530,Dec-11,,,101417280,90077819
(주)에이티세미콘,89530,Dec-12,,,96603271,87629556
(주)에이티세미콘,89530,Dec-13,78868647,160014711,70379185,103468375
(주)에이티세미콘,89530,Dec-14,,,150503040,139764283
(주)에이티세미콘,89530,Dec-15,,,126241093,108012145
(주)에이티세미콘,89530,Dec-16,,,89285903,84141485
(주)에이티세미콘,89530,Dec-17,,,103239769,63865277
(주)에이티세미콘,89530,Dec-18,119592451,63523394,119592451,63518468
(주)에이티세미콘,89530,Dec-19,128076925,114211198,125928665,111316714
(주)에이팩트,200470,Dec-14,,,31518527,17742544
(주)에이팩트,200470,Dec-15,,,21648875,13272859
(주)에이팩트,200470,Dec-16,,,15878385,9236021
(주)에이팩트,200470,Dec-17,,,22643454,28074016
(주)에이팩트,200470,Dec-18,,,47115235,66603214
(주)에이팩트,200470,Dec-19,,,46841017,66692061
(주)에이프로젠,7460,Dec-11,354366069,393002243,101262306,153420551
(주)에이프로젠,7460,Dec-12,170688128,349663757,154934883,143876346
(주)에이프로젠,7460,Dec-13,,,103040328,110636874
(주)에이프로젠,7460,Dec-14,,,76535323,76671971
(주)에이프로젠,7460,Dec-15,,,65931704,55620760
(주)에이프로젠,7460,Dec-16,,,54835626,43260085
(주)에이프로젠,7460,Dec-17,44897115,117429598,44897115,117405540
(주)에이프로젠,7460,Dec-18,51047023,199644084,49941054,199563982
(주)에이프로젠,7460,Dec-19,78248841,129637803,50345277,177603816
(주)에이프로젠헬스케어앤게임즈,109960,Dec-11,,,25883104,10703116
(주)에이프로젠헬스케어앤게임즈,109960,Dec-12,,,21654584,7210421
(주)에이프로젠헬스케어앤게임즈,109960,Dec-13,20703785,7707901,20705608,7918652
(주)에이프로젠헬스케어앤게임즈,109960,Dec-14,,,13468231,5313608
(주)에이프로젠헬스케어앤게임즈,109960,Dec-15,,,11117034,12033585
(주)에이프로젠헬스케어앤게임즈,109960,Dec-16,15423603,6413814,15427119,6209106
(주)에이프로젠헬스케어앤게임즈,109960,Dec-17,11242042,27061459,11324491,26821775
(주)에이프로젠헬스케어앤게임즈,109960,Dec-18,19416757,20727924,19610733,20326680
(주)에이프로젠헬스케어앤게임즈,109960,Dec-19,21901096,8213273,21873920,7748359
(주)에치에프알,230240,Dec-15,,,,
(주)에치에프알,230240,Dec-16,,,,
(주)에치에프알,230240,Dec-17,,,,
(주)에치에프알,230240,Dec-18,134994659,48149714,104029651,36100209
(주)에치에프알,230240,Dec-19,156662931,54837821,138217524,50789442
(주)에코마케팅,230360,Dec-16,16642127,10351245,16630255,10294081
(주)에코마케팅,230360,Dec-17,24092472,21020050,20194727,13051169
(주)에코마케팅,230360,Dec-18,62103162,29482533,29011478,22379360
(주)에코마케팅,230360,Dec-19,111354943,30155129,40702206,25920889
(주)에코프로,86520,Dec-11,,,87620611,98178538
(주)에코프로,86520,Dec-12,,,79761920,97137511
(주)에코프로,86520,Dec-13,,,59580666,100705220
(주)에코프로,86520,Dec-14,,,83223658,108878502
(주)에코프로,86520,Dec-15,,,107266374,118711626
(주)에코프로,86520,Dec-16,170483368,172675072,72912931,47227728
(주)에코프로,86520,Dec-17,329012475,263740758,40605615,51674781
(주)에코프로,86520,Dec-18,669407171,435653503,83086320,44373420
(주)에코프로,86520,Dec-19,702272501,480853915,93361225,75685512
(주)에코프로비엠,247540,Dec-16,,,,
(주)에코프로비엠,247540,Dec-17,,,,
(주)에코프로비엠,247540,Dec-19,,,616085055,280149616
(주)에프알텍,73540,Dec-11,,,13447794,3727401
(주)에프알텍,73540,Dec-12,,,79219615,16134858
(주)에프알텍,73540,Dec-13,,,55585373,20003201
(주)에프알텍,73540,Dec-14,32285309,10735324,32272875,10729392
(주)에프알텍,73540,Dec-15,42808888,20799042,42784821,20786703
(주)에프알텍,73540,Dec-16,21932679,15584677,21926802,15565376
(주)에프알텍,73540,Dec-17,23215136,26350287,23253122,26321777
(주)에프알텍,73540,Dec-18,24607102,23253952,24525643,23137350
(주)에프알텍,73540,Dec-19,26150315,28793038,26148549,28535314
(주)에프앤리퍼블릭,64090,Dec-11,28665431,14901573,29837921,14888158
(주)에프앤리퍼블릭,64090,Dec-12,26604407,11245818,25202281,11132184
(주)에프앤리퍼블릭,64090,Dec-13,26772054,11400878,24865766,11400878
(주)에프앤리퍼블릭,64090,Dec-14,,,22953448,4745314
(주)에프앤리퍼블릭,64090,Dec-15,19115992,15190733,18469794,15005277
(주)에프앤리퍼블릭,64090,Dec-16,54679135,10372530,17938392,8671017
(주)에프앤리퍼블릭,64090,Dec-17,77374491,54748820,65211588,54458958
(주)에프앤리퍼블릭,64090,Dec-18,102914918,89772785,101451331,89483218
(주)에프앤리퍼블릭,64090,Dec-19,34123439,58694953,31936073,57915119
(주)에프앤에프홀딩스,7700,Dec-11,218167782,34791943,217856438,34831732
(주)에프앤에프홀딩스,7700,Dec-12,200762944,41638524,200335913,41660310
(주)에프앤에프홀딩스,7700,Dec-13,222378411,100285042,222042661,100359983
(주)에프앤에프홀딩스,7700,Dec-14,301412850,133137186,301122145,133211740
(주)에프앤에프홀딩스,7700,Dec-15,370012003,133805036,369783643,133954834
(주)에프앤에프홀딩스,7700,Dec-16,438979655,78869952,438729919,78670289
(주)에프앤에프홀딩스,7700,Dec-17,560518177,104139438,560952332,104272689
(주)에프앤에프홀딩스,7700,Dec-18,668726803,101042340,646028073,96434424
(주)에프앤에프홀딩스,7700,Dec-19,910336565,200705199,885117753,167537418
(주)에프에스엔,214270,Dec-15,,,,
(주)에프에스엔,214270,Dec-16,32484436,5993935,31453004,5505864
(주)에프에스엔,214270,Dec-17,34193103,14159259,27292458,9105496
(주)에프에스엔,214270,Dec-18,125414863,146037852,37136316,63172895
(주)에프에스엔,214270,Dec-19,145425213,129690252,38506961,70176151
(주)에프에스티,36810,Dec-11,,,45759225,38756406
(주)에프에스티,36810,Dec-12,,,65153665,53403462
(주)에프에스티,36810,Dec-13,66385916,52896074,66385916,52890817
(주)에프에스티,36810,Dec-14,66807545,46896986,66577336,46890672
(주)에프에스티,36810,Dec-15,84636617,55189282,84434815,55185499
(주)에프에스티,36810,Dec-16,112326475,68806052,111881400,68803339
(주)에프에스티,36810,Dec-17,191695210,54622424,191104354,54613727
(주)에프에스티,36810,Dec-18,165054024,46331274,164438268,46281867
(주)에프에스티,36810,Dec-19,125729654,67980117,121655204,59266723
(주)에프엔씨엔터테인먼트,173940,Dec-14,60072237,20517823,32283428,9371159
(주)에프엔씨엔터테인먼트,173940,Dec-15,72671244,23499656,44318552,12441091
(주)에프엔씨엔터테인먼트,173940,Dec-16,91417169,27906459,53707136,14117573
(주)에프엔씨엔터테인먼트,173940,Dec-17,116687389,26742962,53832745,10729792
(주)에프엔씨엔터테인먼트,173940,Dec-18,74014342,18815211,47581669,12448182
(주)에프엔씨엔터테인먼트,173940,Dec-19,84190079,48438313,53546880,38000521
(주)엑사이엔씨,54940,Dec-11,186774110,63901372,123153033,45182477
(주)엑사이엔씨,54940,Dec-12,142759741,51910268,80931135,38181507
(주)엑사이엔씨,54940,Dec-13,139478280,47417088,65560765,34018561
(주)엑사이엔씨,54940,Dec-14,166550236,46496715,68948630,25583425
(주)엑사이엔씨,54940,Dec-15,152966138,44287625,82823676,29572230
(주)엑사이엔씨,54940,Dec-16,164818419,57446671,109044067,43862399
(주)엑사이엔씨,54940,Dec-17,255852212,76242512,184575755,56680426
(주)엑사이엔씨,54940,Dec-18,224054110,64642167,151515263,40633200
(주)엑사이엔씨,54940,Dec-19,247113216,81828515,139762658,56213488
(주)엑세스바이오인코퍼레이션,950130,Dec-13,45840015,8993025,45837731,8557477
(주)엑세스바이오인코퍼레이션,950130,Dec-14,32305084,10349478,32387575,10153962
(주)엑세스바이오인코퍼레이션,950130,Dec-15,35582621,4238696,34758550,4063124
(주)엑세스바이오인코퍼레이션,950130,Dec-16,32485928,40583429,29762933,33037604
(주)엑세스바이오인코퍼레이션,950130,Dec-17,29464754,39286224,27532808,28741687
(주)엑세스바이오인코퍼레이션,950130,Dec-18,40239207,51425444,37584855,35167245
(주)엑세스바이오인코퍼레이션,950130,Dec-19,43058688,41830382,37379390,25464923
(주)엑셈,205100,Dec-14,,,,
(주)엑셈,205100,Dec-15,20656737,7577401,15753692,5426722
(주)엑셈,205100,Dec-16,27549222,22348606,20122347,20107625
(주)엑셈,205100,Dec-17,33716596,13169450,24349132,6095594
(주)엑셈,205100,Dec-18,32359592,12949481,22614987,6821481
(주)엑셈,205100,Dec-19,34454978,14200621,24786109,7177952
(주)엑시콘,92870,Dec-15,52960638,24577259,52960638,24577259
(주)엑시콘,92870,Dec-16,45115501,24405191,44985040,24379649
(주)엑시콘,92870,Dec-17,67217160,15950366,66441333,16168745
(주)엑시콘,92870,Dec-18,56474117,27230298,56483838,27149587
(주)엑시콘,92870,Dec-19,38230244,29071238,38226674,28993857
(주)엔바이오니아,317870,Dec-19,,,9720397,8588753
(주)엔씨소프트,36570,Dec-11,608878406,244968180,500177248,180492017
(주)엔씨소프트,36570,Dec-12,753520026,296262423,475302065,161690849
(주)엔씨소프트,36570,Dec-13,756655651,320758501,530439554,220861867
(주)엔씨소프트,36570,Dec-14,838718200,323231514,612651715,225836683
(주)엔씨소프트,36570,Dec-15,838297603,430262047,616604463,306679714
(주)엔씨소프트,36570,Dec-16,983556874,465295074,744135850,356493469
(주)엔씨소프트,36570,Dec-17,1758721722,797327861,1546636024,708076467
