회사명,거래소코드,회계년도,매출액(IFRS연결),유형자산(IFRS연결),매출액(IFRS개별),유형자산(IFRS개별)
(주)에스에이엠티,31330,Dec-16,1063479333,9493989,1063479333,9493989
(주)에스에이엠티,31330,Dec-17,1212024348,11754428,1212024348,11754428
(주)에스에이엠티,31330,Dec-18,1176014835,13001026,1176014835,13001026
(주)에스에이엠티,31330,Dec-19,1213833610,11998086,1213833610,11998086
(주)에스에이티,60540,Dec-11,31641818,4773388,5802944,2455491
(주)에스에이티,60540,Dec-12,16595080,4758077,3745287,2352669
(주)에스에이티,60540,Dec-13,7626719,2889620,6726197,2885028
(주)에스에이티,60540,Dec-14,16795970,6463738,16443144,2710388
(주)에스에이티,60540,Dec-15,38862501,15331001,20376179,2674904
(주)에스에이티,60540,Dec-16,84693323,18191405,29815304,2793782
(주)에스에이티,60540,Dec-17,97309966,37455898,43531527,2737059
(주)에스에이티,60540,Dec-18,133941225,43665617,17761011,2582601
(주)에스에이티,60540,Dec-19,140167604,43430478,20271145,2809025
(주)에스에프에이,56190,Dec-11,781451480,116335654,753373519,107073445
(주)에스에프에이,56190,Dec-12,507482440,114202181,480891735,104917749
(주)에스에프에이,56190,Dec-13,478500787,110947778,450831580,102230636
(주)에스에프에이,56190,Dec-14,415136598,103510041,378490183,95316426
(주)에스에프에이,56190,Dec-15,526063549,494808229,496565363,91487369
(주)에스에프에이,56190,Dec-16,1319748301,497587529,849971815,92373508
(주)에스에프에이,56190,Dec-17,1920384917,503697009,1313864576,89293478
(주)에스에프에이,56190,Dec-18,1560055023,495458249,944309684,86469382
(주)에스에프에이,56190,Dec-19,1577746351,490779968,860849403,90379319
(주)에스에프에이반도체,36540,Dec-11,463505699,329221369,422532647,160703028
(주)에스에프에이반도체,36540,Dec-12,537854912,390052974,388469613,205744869
(주)에스에프에이반도체,36540,Dec-13,540775785,383965680,326951166,216148819
(주)에스에프에이반도체,36540,Dec-14,550931474,453010502,335631204,293430706
(주)에스에프에이반도체,36540,Dec-15,516477480,423452964,326941822,274577696
(주)에스에프에이반도체,36540,Dec-16,429214599,389326150,269659372,258792724
(주)에스에프에이반도체,36540,Dec-17,449558231,399630854,293000759,245168927
(주)에스에프에이반도체,36540,Dec-18,457853090,395106789,296190099,246870378
(주)에스에프에이반도체,36540,Dec-19,588938238,389794544,461843674,245474924
(주)에스엘바이오닉스,214310,Dec-15,57249639,20261162,57249639,20261162
(주)에스엘바이오닉스,214310,Dec-16,59330985,18449141,59174840,18449141
(주)에스엘바이오닉스,214310,Dec-17,48020218,15507894,47652516,15428140
(주)에스엘바이오닉스,214310,Dec-18,32126457,17874373,31686653,17874373
(주)에스엘바이오닉스,214310,Dec-19,24150312,5266171,24150312,5266171
(주)에스엠라이프디자인그룹,63440,Dec-11,,,21201500,16106963
(주)에스엠라이프디자인그룹,63440,Dec-12,,,17340050,15828784
(주)에스엠라이프디자인그룹,63440,Dec-13,15527152,15820289,14816806,15370687
(주)에스엠라이프디자인그룹,63440,Dec-14,22980973,15319699,17801643,14938951
(주)에스엠라이프디자인그룹,63440,Dec-15,16460156,13428392,11202926,13144067
(주)에스엠라이프디자인그룹,63440,Dec-16,11371357,12739688,11371357,12739688
(주)에스엠라이프디자인그룹,63440,Dec-17,33280384,12311264,31503168,12060894
(주)에스엠라이프디자인그룹,63440,Dec-18,20031354,12281592,20031354,12280736
(주)에스엠라이프디자인그룹,63440,Dec-19,36981225,9865027,33325088,9078497
(주)에스엠벡셀,10580,Dec-11,,,95831997,43159347
(주)에스엠벡셀,10580,Dec-12,,,88689945,36892996
(주)에스엠벡셀,10580,Dec-13,,,91201607,46583459
(주)에스엠벡셀,10580,Dec-14,,,92396215,44121163
(주)에스엠벡셀,10580,Dec-15,,,87071516,44136225
(주)에스엠벡셀,10580,Dec-16,,,77234738,41925526
(주)에스엠벡셀,10580,Dec-17,,,72104140,40136773
(주)에스엠벡셀,10580,Dec-18,,,79623082,48304706
(주)에스엠벡셀,10580,Dec-19,,,78268988,54389559
(주)에스엠엔터테인먼트,41510,Dec-11,143002535,19382825,109936174,4391210
(주)에스엠엔터테인먼트,41510,Dec-12,241325968,39408273,168560156,20375104
(주)에스엠엔터테인먼트,41510,Dec-13,268700179,54033082,164258711,31390636
(주)에스엠엔터테인먼트,41510,Dec-14,286980060,80964039,169480324,51238617
(주)에스엠엔터테인먼트,41510,Dec-15,325439247,107469216,195445281,55815823
(주)에스엠엔터테인먼트,41510,Dec-16,349870229,103732650,202127701,51090846
(주)에스엠엔터테인먼트,41510,Dec-17,365386504,93179627,216128551,48726957
(주)에스엠엔터테인먼트,41510,Dec-18,612227479,93348721,281638319,44822544
(주)에스엠엔터테인먼트,41510,Dec-19,657825612,105699423,307504375,41709298
(주)에스엠컬처앤콘텐츠,48550,Dec-11,16312677,872228,12402856,419469
(주)에스엠컬처앤콘텐츠,48550,Dec-12,19551687,922973,16582761,620478
(주)에스엠컬처앤콘텐츠,48550,Dec-13,57588578,1356176,54648483,1156658
(주)에스엠컬처앤콘텐츠,48550,Dec-14,62680400,7847558,60616267,7750055
(주)에스엠컬처앤콘텐츠,48550,Dec-15,75502152,7120778,75189434,7119476
(주)에스엠컬처앤콘텐츠,48550,Dec-16,95394112,6238532,90041933,6237894
(주)에스엠컬처앤콘텐츠,48550,Dec-17,88565311,1265797,50524355,1265458
(주)에스엠컬처앤콘텐츠,48550,Dec-18,197029802,1139526,196445244,1139343
(주)에스엠컬처앤콘텐츠,48550,Dec-19,166658489,1133767,165431176,1132542
(주)에스엠코어,7820,Dec-11,67223777,13523051,66962474,13465470
(주)에스엠코어,7820,Dec-12,78316804,14477036,78178950,14434281
(주)에스엠코어,7820,Dec-13,76007199,16837185,75945857,16800883
(주)에스엠코어,7820,Dec-14,91959384,16190004,91750092,16160858
(주)에스엠코어,7820,Dec-15,73298444,15902428,73417749,15871821
(주)에스엠코어,7820,Dec-16,50388628,16377398,48819058,16349867
(주)에스엠코어,7820,Dec-17,72414808,16461770,71252475,16429898
(주)에스엠코어,7820,Dec-18,93475185,17633751,88696371,17570962
(주)에스엠코어,7820,Dec-19,128073312,18250781,128057986,18196995
(주)에스원,12750,Dec-11,1026118270,333119735,953611461,329134689
(주)에스원,12750,Dec-12,1096463350,393896153,1006607796,389648752
(주)에스원,12750,Dec-13,1274104352,440698717,1160082357,436320376
(주)에스원,12750,Dec-14,1718331685,465428971,1619767068,459729096
(주)에스원,12750,Dec-15,1799570545,469876935,1788781585,468122630
(주)에스원,12750,Dec-16,1830176817,474898685,1818302083,472934168
(주)에스원,12750,Dec-17,1942266128,462426324,1929985702,460303489
(주)에스원,12750,Dec-18,2018339271,459228550,1998320018,457385529
(주)에스원,12750,Dec-19,2151521516,470234332,2120328700,468616284
(주)에스제이그룹,306040,Dec-19,109494821,3100395,100118312,2596931
(주)에스제이엠,123700,Dec-11,176464054,50888160,100009602,34959838
(주)에스제이엠,123700,Dec-12,187307251,53517903,109952522,34306760
(주)에스제이엠,123700,Dec-13,183092244,51158214,108128207,33743782
(주)에스제이엠,123700,Dec-14,157096646,51283402,84073321,33778608
(주)에스제이엠,123700,Dec-15,180300135,52878344,96585651,33599324
(주)에스제이엠,123700,Dec-16,176789058,53817890,97244014,34083781
(주)에스제이엠,123700,Dec-17,163096255,59617529,83185009,35213132
(주)에스제이엠,123700,Dec-18,155259475,58780065,70952383,35093589
(주)에스제이엠,123700,Dec-19,157732122,58592441,68854326,33835927
(주)에스제이엠홀딩스,25530,Dec-11,177303373,51572440,7205862,0
(주)에스제이엠홀딩스,25530,Dec-12,189997621,54250553,1596656,0
(주)에스제이엠홀딩스,25530,Dec-13,186255266,51776808,844632,7200
(주)에스제이엠홀딩스,25530,Dec-14,161934964,51746463,8784849,5143
(주)에스제이엠홀딩스,25530,Dec-15,185141914,53411423,12294306,3086
(주)에스제이엠홀딩스,25530,Dec-16,181367297,54336038,9830720,126127
(주)에스제이엠홀딩스,25530,Dec-17,169845355,60116014,6477991,199001
(주)에스제이엠홀딩스,25530,Dec-18,160740722,59244112,5326690,132370
(주)에스제이엠홀딩스,25530,Dec-19,160751444,59163502,6051434,173069
(주)에스지글로벌,1380,Dec-11,90556204,45546450,64498415,25996298
(주)에스지글로벌,1380,Dec-12,114473043,43158574,93146399,25415509
(주)에스지글로벌,1380,Dec-13,136699203,40786057,114461549,22161192
(주)에스지글로벌,1380,Dec-14,120977926,42452097,99003342,23237165
(주)에스지글로벌,1380,Dec-15,112358741,29940244,92274206,7851189
(주)에스지글로벌,1380,Dec-16,141456442,25091125,119573193,5626893
(주)에스지글로벌,1380,Dec-17,143292754,22838650,109536532,6522361
(주)에스지글로벌,1380,Dec-18,134548200,26957680,98644770,9861654
(주)에스지글로벌,1380,Dec-19,125797650,22830251,85883733,11498560
(주)에스지세계물산,4060,Dec-11,342171589,54768427,341735550,41276156
(주)에스지세계물산,4060,Dec-12,321841545,53086828,316301188,41269941
(주)에스지세계물산,4060,Dec-13,313797490,51823955,312689450,40765467
(주)에스지세계물산,4060,Dec-14,340410703,49323911,340528691,38541207
(주)에스지세계물산,4060,Dec-15,317710618,49657534,315376986,38321888
(주)에스지세계물산,4060,Dec-16,308617898,48809925,305134794,38061192
(주)에스지세계물산,4060,Dec-17,285426943,53673362,257343342,40413948
(주)에스지세계물산,4060,Dec-18,320202197,52947006,317555834,43822868
(주)에스지세계물산,4060,Dec-19,312545170,48292304,309596142,42833293
(주)에스지엔지,40610,Dec-11,931116544,185555945,45806440,5902366
(주)에스지엔지,40610,Dec-12,955617969,184092241,45074616,6315388
(주)에스지엔지,40610,Dec-13,1007026648,191949014,57135307,11332815
(주)에스지엔지,40610,Dec-14,961587982,199319150,54869906,11433893
(주)에스지엔지,40610,Dec-15,913193255,291750861,48118092,27438529
(주)에스지엔지,40610,Dec-16,1199996426,286359905,48507191,13084515
(주)에스지엔지,40610,Dec-17,1217586997,291391511,55141217,13640644
(주)에스지엔지,40610,Dec-18,1088824262,209526737,56385942,11375801
(주)에스지엔지,40610,Dec-19,938887548,207330410,51882904,23872412
(주)에스코넥,96630,Dec-11,140355090,32796206,113104552,27367091
(주)에스코넥,96630,Dec-12,216241217,31880083,170145395,25299647
(주)에스코넥,96630,Dec-13,315858419,45512558,226562155,35972962
(주)에스코넥,96630,Dec-14,280173771,51127362,181936377,40540842
(주)에스코넥,96630,Dec-15,307564793,60358797,200785557,43438437
(주)에스코넥,96630,Dec-16,334554748,55337740,190637159,41612815
(주)에스코넥,96630,Dec-17,365629927,66918929,129165691,42319201
(주)에스코넥,96630,Dec-18,367055024,67595440,115657190,42239164
(주)에스코넥,96630,Dec-19,254480908,71105215,56377902,45772662
(주)에스텍파마,41910,Dec-11,,,56025831,32763155
(주)에스텍파마,41910,Dec-12,,,58619805,48474131
(주)에스텍파마,41910,Dec-13,42247214,46369787,42247214,46315211
(주)에스텍파마,41910,Dec-14,44214723,43992360,44214723,43806219
(주)에스텍파마,41910,Dec-15,45065875,42997878,45065875,42891162
(주)에스텍파마,41910,Dec-16,43397040,38338424,43385843,38298743
(주)에스텍파마,41910,Dec-17,38213541,35442975,38174581,35428785
(주)에스텍파마,41910,Dec-18,40335857,33201757,40330037,33189782
(주)에스텍파마,41910,Dec-19,46489682,32563713,46489682,32398131
(주)에스티아이,39440,Dec-11,92705960,15929327,92479372,14263197
(주)에스티아이,39440,Dec-12,72033627,15235263,70873400,13925410
(주)에스티아이,39440,Dec-13,99700888,15502148,97357721,13514401
(주)에스티아이,39440,Dec-14,121153111,15070491,118469412,13369555
(주)에스티아이,39440,Dec-15,125514037,15088478,123687218,13029535
(주)에스티아이,39440,Dec-16,180384449,21527035,177369440,17615917
(주)에스티아이,39440,Dec-17,287012566,26269330,282967159,22581296
(주)에스티아이,39440,Dec-18,286609574,40183903,276027718,36353463
(주)에스티아이,39440,Dec-19,318857509,85014926,293268494,79969302
(주)에스티오,98660,Dec-11,99990813,22785132,95550369,21538950
(주)에스티오,98660,Dec-12,95471692,20301245,91421491,19328972
(주)에스티오,98660,Dec-13,86125658,17849945,83613737,17380726
(주)에스티오,98660,Dec-14,93693229,18596960,92034225,18289012
(주)에스티오,98660,Dec-15,101207723,17627366,99569188,17303762
(주)에스티오,98660,Dec-16,100535861,16882162,98811339,16690551
(주)에스티오,98660,Dec-17,90839468,15384667,89586610,15243145
(주)에스티오,98660,Dec-18,88321595,14740866,87098051,14511341
(주)에스티오,98660,Dec-19,85144202,21302648,83978219,20804003
(주)에스티큐브,52020,Dec-11,7420567,2331763,7357819,1847255
(주)에스티큐브,52020,Dec-12,11230833,1712463,11522226,1702519
(주)에스티큐브,52020,Dec-13,8852506,542855,8834027,480032
(주)에스티큐브,52020,Dec-14,5483598,333317,5476177,268781
(주)에스티큐브,52020,Dec-15,5349045,1202811,5349045,146363
(주)에스티큐브,52020,Dec-16,15263722,2323289,15263722,133560
(주)에스티큐브,52020,Dec-17,8460728,1954285,8460728,88699
(주)에스티큐브,52020,Dec-18,11073434,1544580,11073434,56077
(주)에스티큐브,52020,Dec-19,17388631,3096219,17388631,391006
(주)에스폴리텍,50760,Dec-11,146232897,48384384,103651090,32228004
(주)에스폴리텍,50760,Dec-12,130530627,50539558,94175150,35250688
(주)에스폴리텍,50760,Dec-13,118348515,53542593,83815491,37565889
(주)에스폴리텍,50760,Dec-14,112565675,53126891,87560614,37604285
(주)에스폴리텍,50760,Dec-15,100316555,54629091,98019088,42936680
(주)에스폴리텍,50760,Dec-16,117696775,47858042,117274954,42901558
(주)에스폴리텍,50760,Dec-17,122283422,46424614,122209735,42096600
(주)에스폴리텍,50760,Dec-18,136887455,44537063,136756719,40485214
(주)에스폴리텍,50760,Dec-19,135032554,42964191,134909963,39121521
(주)에스피시스템스,317830,Dec-19,31959900,19737740,29033491,17250998
(주)에스피씨삼립,5610,Dec-11,627219551,164618266,628959036,164614906
(주)에스피씨삼립,5610,Dec-12,836986538,287014255,802652803,170382120
(주)에스피씨삼립,5610,Dec-13,1066244749,301122731,968028778,177328847
(주)에스피씨삼립,5610,Dec-14,1107627827,292596608,1028617844,172413071
(주)에스피씨삼립,5610,Dec-15,1373768365,302643751,985824837,159889582
(주)에스피씨삼립,5610,Dec-16,1870335371,307856816,1053614470,169010773
(주)에스피씨삼립,5610,Dec-17,2065510858,326890837,1010118733,158199173
(주)에스피씨삼립,5610,Dec-18,2200883745,323315853,1016326511,309924041
(주)에스피씨삼립,5610,Dec-19,2499238196,748391949,1186835435,653224806
(주)에스피지,58610,Dec-11,105205996,34536651,97093450,32063934
(주)에스피지,58610,Dec-12,106313494,39579044,101170038,35195543
(주)에스피지,58610,Dec-13,115621668,40826182,109140421,36156511
(주)에스피지,58610,Dec-14,135091429,42610849,124483645,36133280
(주)에스피지,58610,Dec-15,138807894,42914280,119890864,37251498
(주)에스피지,58610,Dec-16,152272422,63677214,133513413,54745901
(주)에스피지,58610,Dec-17,295751093,68509498,238208029,57851808
(주)에스피지,58610,Dec-18,305413294,89176186,226742282,77799106
(주)에스피지,58610,Dec-19,315161067,90966975,219560002,75987039
(주)에쎈테크,43340,Dec-11,,,93076543,26135768
(주)에쎈테크,43340,Dec-12,,,76589961,23913260
(주)에쎈테크,43340,Dec-13,,,85545931,23611355
(주)에쎈테크,43340,Dec-14,,,83537987,24624519
(주)에쎈테크,43340,Dec-15,,,72002464,28814042
(주)에쎈테크,43340,Dec-16,,,72916738,16097786
(주)에쎈테크,43340,Dec-17,,,66131227,14575676
(주)에쎈테크,43340,Dec-18,,,58791068,13010127
(주)에쎈테크,43340,Dec-19,,,51708136,13015640
(주)에이디칩스,54630,Dec-11,66926705,4025299,23015482,4010774
(주)에이디칩스,54630,Dec-12,45600047,4134994,20880350,4125797
(주)에이디칩스,54630,Dec-13,43041906,4062779,21951350,4056632
(주)에이디칩스,54630,Dec-14,26185290,3935317,15460811,3933838
(주)에이디칩스,54630,Dec-15,13172615,3812705,13010871,3811386
(주)에이디칩스,54630,Dec-16,25298566,5372033,22952939,5372033
(주)에이디칩스,54630,Dec-17,,,18617247,6371089
(주)에이디칩스,54630,Dec-18,,,12629866,18751323
(주)에이디칩스,54630,Dec-19,,,17668070,15441769
(주)에이디테크놀로지,200710,Dec-14,68482209,1146812,66410213,865979
(주)에이디테크놀로지,200710,Dec-15,35797490,1189344,33175505,924084
(주)에이디테크놀로지,200710,Dec-16,22667923,651545,21413544,636185
(주)에이디테크놀로지,200710,Dec-17,,,32204669,621217
(주)에이디테크놀로지,200710,Dec-18,110264723,739408,110264723,739408
(주)에이디테크놀로지,200710,Dec-19,225809534,642324,225809534,642324
(주)에이루트,96690,Dec-11,,,27440456,8774978
(주)에이루트,96690,Dec-12,26937127,12233447,25634609,12121767
(주)에이루트,96690,Dec-13,31403847,11920985,29504788,11834034
(주)에이루트,96690,Dec-14,,,27782702,11429898
(주)에이루트,96690,Dec-15,,,29335971,11011288
(주)에이루트,96690,Dec-16,33960104,10631052,33833694,10541314
(주)에이루트,96690,Dec-17,36658646,10939977,36423753,10393820
(주)에이루트,96690,Dec-18,22194327,10118237,22056403,9730814
(주)에이루트,96690,Dec-19,31253724,14783115,24873110,9184782
(주)에이블씨엔씨,78520,Dec-11,330258882,16015963,305625810,14145164
(주)에이블씨엔씨,78520,Dec-12,452287073,19867039,425058057,17257875
(주)에이블씨엔씨,78520,Dec-13,442423818,23744922,401312951,21817651
(주)에이블씨엔씨,78520,Dec-14,438349537,22252437,398501004,20753591
(주)에이블씨엔씨,78520,Dec-15,407879121,20901286,356180641,19504998
(주)에이블씨엔씨,78520,Dec-16,434555619,19112998,383561723,18403214
(주)에이블씨엔씨,78520,Dec-17,373285260,14887352,332201323,14624771
(주)에이블씨엔씨,78520,Dec-18,345522432,15134030,308390623,14202319
(주)에이블씨엔씨,78520,Dec-19,422205555,16591989,320030440,12405778
(주)에이비프로바이오,195990,Dec-15,77101167,31389746,71451964,28136136
(주)에이비프로바이오,195990,Dec-16,49520835,44108170,43802072,27671450
(주)에이비프로바이오,195990,Dec-17,45943801,39457423,24935559,27406411
(주)에이비프로바이오,195990,Dec-18,58911297,53258605,21595116,26180485
(주)에이비프로바이오,195990,Dec-19,31930109,49738458,8808808,25857328
(주)에이스침대,3800,Dec-11,189094755,120758844,186183956,110286296
(주)에이스침대,3800,Dec-12,178410865,137883009,176863925,133299829
(주)에이스침대,3800,Dec-13,164783680,146078724,163315061,141735603
(주)에이스침대,3800,Dec-14,169261600,179576615,167816260,175499529
(주)에이스침대,3800,Dec-15,192732968,207155766,191613994,203324211
(주)에이스침대,3800,Dec-16,203651325,238711722,202862486,235263864
(주)에이스침대,3800,Dec-17,206082706,263032710,205743807,260018189
(주)에이스침대,3800,Dec-18,,,225765097,309258631
(주)에이스침대,3800,Dec-19,,,277433284,347652839
(주)에이스테크놀로지,88800,Dec-11,154628013,108981723,148003970,69943693
(주)에이스테크놀로지,88800,Dec-12,285344564,106757437,180471561,77879408
(주)에이스테크놀로지,88800,Dec-13,315608452,100698636,239955035,74393216
(주)에이스테크놀로지,88800,Dec-14,427492116,102746300,284885547,77016765
(주)에이스테크놀로지,88800,Dec-15,421924400,105248776,274135345,77466457
(주)에이스테크놀로지,88800,Dec-16,322117339,117246541,212352035,78524128
(주)에이스테크놀로지,88800,Dec-17,351616055,111503787,258444809,72592028
(주)에이스테크놀로지,88800,Dec-18,377316650,121488456,272282903,72320604
(주)에이스테크놀로지,88800,Dec-19,378602472,100825277,257500719,28920501
(주)에이스토리,241840,Dec-19,,,28238091,127905
(주)에이엔피,15260,Dec-11,419647455,87468640,94908810,34831692
(주)에이엔피,15260,Dec-12,450493369,89246183,81381147,33953142
(주)에이엔피,15260,Dec-13,507779099,94407493,85139532,36094633
(주)에이엔피,15260,Dec-14,528852438,102860973,84654325,36227446
(주)에이엔피,15260,Dec-15,579624844,53360740,90759758,39486956
(주)에이엔피,15260,Dec-16,103554957,49180843,96591423,37416981
(주)에이엔피,15260,Dec-17,101153876,72301118,91690922,60381030
(주)에이엔피,15260,Dec-18,107826344,86942074,94894851,75407126
(주)에이엔피,15260,Dec-19,105840629,73238022,95219936,61861437
(주)에이치비테크놀러지,78150,Dec-11,,,50351637,9428491
(주)에이치비테크놀러지,78150,Dec-12,,,33343150,29605895
(주)에이치비테크놀러지,78150,Dec-13,,,144295442,49515063
(주)에이치비테크놀러지,78150,Dec-14,,,133327678,45303901
(주)에이치비테크놀러지,78150,Dec-15,,,145657336,41090973
(주)에이치비테크놀러지,78150,Dec-16,,,270465702,40450757
(주)에이치비테크놀러지,78150,Dec-17,,,285223838,41718449
(주)에이치비테크놀러지,78150,Dec-18,273910965,46758579,250910635,37515439
(주)에이치비테크놀러지,78150,Dec-19,280566411,52709377,223721604,35821443
(주)에이치시티,72990,Dec-16,28240813,24705532,27683667,23533004
(주)에이치시티,72990,Dec-17,27878325,40691092,27209299,39388746
(주)에이치시티,72990,Dec-18,36429972,40989590,35784271,38283973
(주)에이치시티,72990,Dec-19,47420588,45550257,45337404,40399283
(주)에이치알에스,36640,Dec-11,57864184,31068879,58031685,30335846
(주)에이치알에스,36640,Dec-12,61133599,30017334,58999806,28276150
(주)에이치알에스,36640,Dec-13,56466789,36025374,55384811,34491323
(주)에이치알에스,36640,Dec-14,57373123,37739609,56357605,36841025
(주)에이치알에스,36640,Dec-15,59727110,36774822,57006875,35947474
(주)에이치알에스,36640,Dec-16,56490991,26218335,53857470,25690054
(주)에이치알에스,36640,Dec-17,67720042,24960965,63060204,24514013
(주)에이치알에스,36640,Dec-18,74617790,23989312,67943904,23679087
(주)에이치알에스,36640,Dec-19,66720013,23189600,61723442,22797360
(주)에이치앤비디자인,227100,Dec-18,31441043,361029,31216245,353920
(주)에이치앤비디자인,227100,Dec-19,21792788,1024220,21772351,1019622
(주)에이치엘사이언스,239610,Dec-16,,,34431546,10589805
(주)에이치엘사이언스,239610,Dec-17,,,40197225,10212674
(주)에이치엘사이언스,239610,Dec-18,,,64108470,10125648
(주)에이치엘사이언스,239610,Dec-19,,,128260856,17220695
(주)에이치케이,44780,Dec-11,60925684,16213458,60704553,16097091
(주)에이치케이,44780,Dec-12,62945257,16294586,62641545,16281016
(주)에이치케이,44780,Dec-13,52065819,18809238,51822513,18800820
(주)에이치케이,44780,Dec-14,55030177,29204240,54634002,29196092
(주)에이치케이,44780,Dec-15,57333919,30255633,52102020,30228681
(주)에이치케이,44780,Dec-16,61788534,29515405,54110902,29392769
(주)에이치케이,44780,Dec-17,57186686,28644890,54008598,28501759
(주)에이치케이,44780,Dec-18,55488123,29824496,48566224,27743890
(주)에이치케이,44780,Dec-19,54958238,30817602,44991567,28523880
(주)에이텍,45660,Dec-11,111111966,22213030,111111966,22213030
(주)에이텍,45660,Dec-12,,,118036574,18488945
(주)에이텍,45660,Dec-13,,,143338657,18644025
(주)에이텍,45660,Dec-14,,,178464874,18621239
(주)에이텍,45660,Dec-15,,,98988667,14440661
(주)에이텍,45660,Dec-16,,,120049859,14392798
(주)에이텍,45660,Dec-17,,,106326664,10961511
(주)에이텍,45660,Dec-18,,,98223147,13709337
(주)에이텍,45660,Dec-19,,,99256874,13053637
(주)에이텍티앤,224110,Dec-15,,,13311647,937876
(주)에이텍티앤,224110,Dec-16,,,36048674,802259
(주)에이텍티앤,224110,Dec-17,40937913,21984956,31068764,706012
(주)에이텍티앤,224110,Dec-18,118586165,20675447,17947100,804064
(주)에이텍티앤,224110,Dec-19,128024267,23286698,16407998,1773338
(주)에이트원,230980,Dec-16,,,8281760,453895
(주)에이트원,230980,Dec-17,8199432,15921723,8199432,1585719
(주)에이트원,230980,Dec-18,37534312,16774436,5076666,2958311
(주)에이트원,230980,Dec-19,13058815,5666023,10003909,3931586
(주)에이티세미콘,89530,Dec-11,,,101417280,151754399
(주)에이티세미콘,89530,Dec-12,,,96603271,146867829
(주)에이티세미콘,89530,Dec-13,78868647,183706415,70379185,122772183
(주)에이티세미콘,89530,Dec-14,,,150503040,133022421
(주)에이티세미콘,89530,Dec-15,,,126241093,112252298
(주)에이티세미콘,89530,Dec-16,,,89285903,84005448
(주)에이티세미콘,89530,Dec-17,,,103239769,76573529
(주)에이티세미콘,89530,Dec-18,119592451,81440281,119592451,81407293
(주)에이티세미콘,89530,Dec-19,128076925,123760067,125928665,122265766
(주)에이팩트,200470,Dec-14,,,31518527,42956944
(주)에이팩트,200470,Dec-15,,,21648875,35099001
(주)에이팩트,200470,Dec-16,,,15878385,27214330
(주)에이팩트,200470,Dec-17,,,22643454,44187279
(주)에이팩트,200470,Dec-18,,,47115235,84522690
(주)에이팩트,200470,Dec-19,,,46841017,106420136
(주)에이프로젠,7460,Dec-11,354366069,109959759,101262306,52586430
(주)에이프로젠,7460,Dec-12,170688128,51462815,154934883,51110642
(주)에이프로젠,7460,Dec-13,,,103040328,48735465
(주)에이프로젠,7460,Dec-14,,,76535323,49598228
(주)에이프로젠,7460,Dec-15,,,65931704,47174536
(주)에이프로젠,7460,Dec-16,,,54835626,46316640
(주)에이프로젠,7460,Dec-17,44897115,43524647,44897115,43516676
(주)에이프로젠,7460,Dec-18,51047023,33518572,49941054,33470030
(주)에이프로젠,7460,Dec-19,78248841,40914215,50345277,21451720
(주)에이프로젠헬스케어앤게임즈,109960,Dec-11,,,25883104,931334
(주)에이프로젠헬스케어앤게임즈,109960,Dec-12,,,21654584,744410
(주)에이프로젠헬스케어앤게임즈,109960,Dec-13,20703785,740037,20705608,716904
(주)에이프로젠헬스케어앤게임즈,109960,Dec-14,,,13468231,597573
(주)에이프로젠헬스케어앤게임즈,109960,Dec-15,,,11117034,442129
(주)에이프로젠헬스케어앤게임즈,109960,Dec-16,15423603,387330,15427119,375090
(주)에이프로젠헬스케어앤게임즈,109960,Dec-17,11242042,234259,11324491,219108
(주)에이프로젠헬스케어앤게임즈,109960,Dec-18,19416757,108982,19610733,80867
(주)에이프로젠헬스케어앤게임즈,109960,Dec-19,21901096,158837,21873920,122601
(주)에치에프알,230240,Dec-15,,,,
(주)에치에프알,230240,Dec-16,,,,
(주)에치에프알,230240,Dec-17,,,,
(주)에치에프알,230240,Dec-18,134994659,5064040,104029651,4528916
(주)에치에프알,230240,Dec-19,156662931,12311269,138217524,11503317
(주)에코마케팅,230360,Dec-16,16642127,170817,16630255,170817
(주)에코마케팅,230360,Dec-17,24092472,1470512,20194727,1410690
(주)에코마케팅,230360,Dec-18,62103162,1454320,29011478,1315327
(주)에코마케팅,230360,Dec-19,111354943,3022965,40702206,2498733
(주)에코프로,86520,Dec-11,,,87620611,85992279
(주)에코프로,86520,Dec-12,,,79761920,94528591
(주)에코프로,86520,Dec-13,,,59580666,103396436
(주)에코프로,86520,Dec-14,,,83223658,103495439
(주)에코프로,86520,Dec-15,,,107266374,118626199
(주)에코프로,86520,Dec-16,170483368,163634376,72912931,34681926
(주)에코프로,86520,Dec-17,329012475,232556792,40605615,32938434
(주)에코프로,86520,Dec-18,669407171,341600509,83086320,30935029
(주)에코프로,86520,Dec-19,702272501,507213902,93361225,32824382
(주)에코프로비엠,247540,Dec-16,,,,
(주)에코프로비엠,247540,Dec-17,,,,
(주)에코프로비엠,247540,Dec-19,,,616085055,376721487
(주)에프알텍,73540,Dec-11,,,13447794,6381080
(주)에프알텍,73540,Dec-12,,,79219615,7874730
(주)에프알텍,73540,Dec-13,,,55585373,15144352
(주)에프알텍,73540,Dec-14,32285309,17950976,32272875,17926718
(주)에프알텍,73540,Dec-15,42808888,27773697,42784821,27759404
(주)에프알텍,73540,Dec-16,21932679,22809098,21926802,22794361
(주)에프알텍,73540,Dec-17,23215136,27129898,23253122,27116832
(주)에프알텍,73540,Dec-18,24607102,24857129,24525643,24857129
(주)에프알텍,73540,Dec-19,26150315,20040649,26148549,20040649
