회사명,거래소코드,회계년도,당기유형자산(IFRS연결),전기유형자산(IFRS연결),당기유형자산(IFRS개별),전기유형자산(IFRS개별)
(주)셀바스에이아이,108860,Dec-14,10985845,10985845,3750142,3750142
(주)셀바스에이아이,108860,Dec-15,14760021,14760021,3648443,3648443
(주)셀바스에이아이,108860,Dec-16,33976064,33976064,20415958,20415958
(주)셀바스에이아이,108860,Dec-17,28023832,28023832,7184019,7184019
(주)셀바스에이아이,108860,Dec-18,26885226,26885226,7090130,7090130
(주)셀바스에이아이,108860,Dec-19,26957876,26957876,9735395,9735395
(주)셀바스헬스케어,208370,Dec-14,,,,
(주)셀바스헬스케어,208370,Dec-15,,,,
(주)셀바스헬스케어,208370,Dec-16,13573543,13573543,13503165,13503165
(주)셀바스헬스케어,208370,Dec-17,19309861,19309861,19245370,19245370
(주)셀바스헬스케어,208370,Dec-18,18293393,18293393,18224465,18224465
(주)셀바스헬스케어,208370,Dec-19,17937395,17937395,17454071,17454071
(주)셀트리온,68270,Dec-18,881437750,881437750,677870723,677870723
(주)셀트리온,68270,Dec-19,923592892,923592892,701428195,701428195
(주)셀트리온제약,68760,Dec-11,49093226,49093226,48274183,48274183
(주)셀트리온제약,68760,Dec-12,115746604,115746604,114870321,114870321
(주)셀트리온제약,68760,Dec-13,145624157,145624157,144860958,144860958
(주)셀트리온제약,68760,Dec-14,196120295,196120295,195498894,195498894
(주)셀트리온제약,68760,Dec-15,219162215,219162215,218579764,218579764
(주)셀트리온제약,68760,Dec-16,209835826,209835826,209319742,209319742
(주)셀트리온제약,68760,Dec-17,199864329,199864329,199319424,199319424
(주)셀트리온제약,68760,Dec-18,195554369,195554369,194993673,194993673
(주)셀트리온제약,68760,Dec-19,215989335,215989335,215989335,215989335
(주)셀트리온헬스케어,91990,Dec-17,315232,315232,186216,186216
(주)셀트리온헬스케어,91990,Dec-18,361667,361667,153063,153063
(주)셀트리온헬스케어,91990,Dec-19,2394006,2394006,479731,479731
(주)셀피글로벌,68940,Dec-11,,,7820800,7820800
(주)셀피글로벌,68940,Dec-12,,,7801499,7801499
(주)셀피글로벌,68940,Dec-13,,,7923158,7923158
(주)셀피글로벌,68940,Dec-14,,7332226,7332226,7332226
(주)셀피글로벌,68940,Dec-15,7136555,7136555,6991188,6991188
(주)셀피글로벌,68940,Dec-16,6760281,6760281,6625494,6625494
(주)셀피글로벌,68940,Dec-17,6843363,6843363,6770661,6770661
(주)셀피글로벌,68940,Dec-18,6175786,6175786,6105463,6105463
(주)셀피글로벌,68940,Dec-19,6664278,6664278,6594471,6594471
(주)소프트센,32680,Sep-11,,,1897677,1897677
(주)소프트센,32680,Sep-12,,,1786871,1786871
(주)소프트센,32680,Dec-13,,2566409,2566409,2566409
(주)소프트센,32680,Dec-14,493109,,493109,493109
(주)소프트센,32680,Dec-15,,,497087,497087
(주)소프트센,32680,Dec-16,,,475394,475394
(주)소프트센,32680,Dec-17,,,557663,557663
(주)소프트센,32680,Dec-18,,,563682,563682
(주)소프트센,32680,Dec-19,,541495,541495,541495
(주)손오공,66910,Dec-11,17431732,17431732,17398569,17398569
(주)손오공,66910,Dec-12,18274397,18274397,18163070,18163070
(주)손오공,66910,Dec-13,17319439,17319439,1410780,1410780
(주)손오공,66910,Dec-14,16373728,16373728,781741,781741
(주)손오공,66910,Dec-15,16257560,16257560,1037790,1037790
(주)손오공,66910,Dec-16,15652553,15652553,849583,849583
(주)손오공,66910,Dec-17,14849655,14849655,473715,473715
(주)손오공,66910,Dec-18,14265597,14265597,327781,327781
(주)손오공,66910,Dec-19,17416017,17416017,4469749,4469749
(주)솔고바이오메디칼,43100,Dec-11,20232116,20232116,17498613,17498613
(주)솔고바이오메디칼,43100,Dec-12,19368943,19368943,17153950,17153950
(주)솔고바이오메디칼,43100,Dec-13,18200369,18200369,16387798,12396536
(주)솔고바이오메디칼,43100,Dec-14,14546654,14546654,12630970,12630970
(주)솔고바이오메디칼,43100,Dec-15,14112434,14112434,12252198,12252198
(주)솔고바이오메디칼,43100,Dec-16,14310738,14310738,11775595,11775595
(주)솔고바이오메디칼,43100,Dec-17,16645537,16645537,14058348,14058348
(주)솔고바이오메디칼,43100,Dec-18,21705402,21705402,18442963,18442963
(주)솔고바이오메디칼,43100,Dec-19,18144284,18144284,15000070,15000070
(주)솔루에타,154040,Dec-13,17492194,17492194,17239735,17239735
(주)솔루에타,154040,Dec-14,24778940,24778940,24652455,24652455
(주)솔루에타,154040,Dec-15,23249285,23249285,23044658,23044658
(주)솔루에타,154040,Dec-16,43971716,43971716,17330645,17330645
(주)솔루에타,154040,Dec-17,59404887,59404887,17647544,17647544
(주)솔루에타,154040,Dec-18,54252746,54252746,17753583,17753583
(주)솔루에타,154040,Dec-19,60115735,60115735,20960384,20960384
(주)솔본,35610,Dec-11,25501071,25501071,7370711,7370711
(주)솔본,35610,Dec-12,24878917,24878917,7608864,7608864
(주)솔본,35610,Dec-13,19461294,19461294,7356611,7356611
(주)솔본,35610,Dec-14,15434719,15434719,7106208,7106208
(주)솔본,35610,Dec-15,14968362,14968362,7001583,7001583
(주)솔본,35610,Dec-16,14146031,14146031,6554383,6554383
(주)솔본,35610,Dec-17,15106488,15106488,6264582,6264582
(주)솔본,35610,Dec-18,14188382,14188382,6084984,6084984
(주)솔본,35610,Dec-19,13187848,13187848,344303,344303
(주)쇼박스,86980,Dec-11,1086220,1086220,343687,343687
(주)쇼박스,86980,Dec-12,242844,242844,242748,242748
(주)쇼박스,86980,Dec-13,166052,166052,166005,166005
(주)쇼박스,86980,Dec-14,201446,201446,201398,201398
(주)쇼박스,86980,Dec-15,1773719,1773719,1743965,1743965
(주)쇼박스,86980,Dec-16,1524344,1524344,1522513,1522513
(주)쇼박스,86980,Dec-17,1237331,1237331,1235850,1235850
(주)쇼박스,86980,Dec-18,844837,844837,844157,844157
(주)쇼박스,86980,Dec-19,475099,475099,474680,474680
(주)수산아이앤티,50960,Dec-16,,,3590419,3590419
(주)수산아이앤티,50960,Dec-17,,,5436530,5436530
(주)수산아이앤티,50960,Dec-18,,,17004438,17004438
(주)수산아이앤티,50960,Dec-19,,16323655,16323655,16323655
(주)수산중공업,17550,Dec-11,31965995,31965995,24437788,24437788
(주)수산중공업,17550,Dec-12,40711975,,29668155,29668155
(주)수산중공업,17550,Dec-13,40672186,40672186,29475482,29475482
(주)수산중공업,17550,Dec-14,38207821,38207821,27254533,27254533
(주)수산중공업,17550,Dec-15,38513449,38513449,26376212,26376212
(주)수산중공업,17550,Dec-16,37831678,37831678,32065203,32065203
(주)수산중공업,17550,Dec-17,34695958,34695958,29942211,29942211
(주)수산중공업,17550,Dec-18,68612854,68612854,29245347,29245347
(주)수산중공업,17550,Dec-19,66645278,66645278,26363313,26363313
(주)수젠텍,253840,Dec-19,12609642,12609642,12592983,12592983
(주)슈프리마,236200,Dec-16,5202006,5202006,5198427,5198427
(주)슈프리마,236200,Dec-17,4967613,4967613,4961505,4961505
(주)슈프리마,236200,Dec-18,5428727,5428727,5416078,5416078
(주)슈프리마,236200,Dec-19,5401223,5401223,5388164,5388164
(주)슈프리마아이디,317770,Dec-19,1750739,1750739,1174847,1174847
(주)슈프리마에이치큐,94840,Dec-11,8614875,8614875,7828796,7828796
(주)슈프리마에이치큐,94840,Dec-12,9425219,9425219,8686581,8686581
(주)슈프리마에이치큐,94840,Dec-13,14030589,14030589,13326347,13326347
(주)슈프리마에이치큐,94840,Dec-14,15454862,15454862,14745140,14745140
(주)슈프리마에이치큐,94840,Dec-15,8272760,8272760,7588263,7588263
(주)슈프리마에이치큐,94840,Dec-16,4363099,4363099,3166973,3166973
(주)슈프리마에이치큐,94840,Dec-17,5996452,5996452,2593678,2593678
(주)슈프리마에이치큐,94840,Dec-18,4524881,4524881,1304467,1304467
(주)슈프리마에이치큐,94840,Dec-19,5835896,5835896,1547068,1547068
(주)슈피겐코리아,192440,Dec-14,7444706,7444706,3970953,3970953
(주)슈피겐코리아,192440,Dec-15,5911377,5911377,4935354,4935354
(주)슈피겐코리아,192440,Dec-16,7052958,7052958,5589919,5589919
(주)슈피겐코리아,192440,Dec-17,42377551,42377551,41268566,41268566
(주)슈피겐코리아,192440,Dec-18,44657740,44657740,43903410,43903410
(주)슈피겐코리아,192440,Dec-19,45582986,45582986,44020385,44020385
(주)스마트솔루션즈,136510,Dec-11,,,2422876,2422876
(주)스마트솔루션즈,136510,Dec-12,,,2822084,2822084
(주)스마트솔루션즈,136510,Dec-13,,2985520,2985520,2985520
(주)스마트솔루션즈,136510,Dec-14,2897548,2897548,2897548,2897548
(주)스마트솔루션즈,136510,Dec-15,2777256,2777256,2777256,2777256
(주)스마트솔루션즈,136510,Dec-16,11308358,11308358,11308358,11308358
(주)스마트솔루션즈,136510,Dec-17,14468894,14468894,14468894,14468894
(주)스마트솔루션즈,136510,Dec-18,14073686,14073686,14073686,14073686
(주)스마트솔루션즈,136510,Dec-19,13811221,13811221,13811221,13811221
(주)스맥,99440,Dec-11,,,24230686,24230686
(주)스맥,99440,Dec-12,,,31066822,31066822
(주)스맥,99440,Dec-13,,,46523848,46523848
(주)스맥,99440,Dec-14,,,50856935,50856935
(주)스맥,99440,Dec-15,,50899183,50899183,50899183
(주)스맥,99440,Dec-16,60727013,60727013,54116717,54116717
(주)스맥,99440,Dec-17,57636004,57636004,51695362,51695362
(주)스맥,99440,Dec-18,58387449,58387449,52383724,52383724
(주)스맥,99440,Dec-19,76119503,76119503,69960711,69960711
(주)스카이문스테크놀로지,33790,Dec-11,,,2540200,2540200
(주)스카이문스테크놀로지,33790,Dec-12,,,2625403,2625403
(주)스카이문스테크놀로지,33790,Dec-13,,,4669471,4669471
(주)스카이문스테크놀로지,33790,Dec-14,,,11528875,11528875
(주)스카이문스테크놀로지,33790,Dec-15,,,13305459,13305459
(주)스카이문스테크놀로지,33790,Dec-16,,13015840,13015840,13015840
(주)스카이문스테크놀로지,33790,Dec-17,12706471,12706471,12697093,12697093
(주)스카이문스테크놀로지,33790,Dec-18,12425365,,12333081,12425365
(주)스카이문스테크놀로지,33790,Dec-19,,,11943521,11943521
(주)스킨앤스킨,159910,Dec-12,,,21469584,21469584
(주)스킨앤스킨,159910,Dec-13,,,31676560,31676560
(주)스킨앤스킨,159910,Dec-14,,32161854,32161854,32161854
(주)스킨앤스킨,159910,Dec-15,30934991,30934991,27649480,27649480
(주)스킨앤스킨,159910,Dec-16,28108258,28108258,23919049,23919049
(주)스킨앤스킨,159910,Dec-17,25738706,25738706,15399069,15399069
(주)스킨앤스킨,159910,Dec-18,23821348,23821348,14223080,14223080
(주)스킨앤스킨,159910,Dec-19,6299725,6299725,1905894,1905894
(주)스타플렉스,115570,Dec-11,93039920,93039920,41325498,41325498
(주)스타플렉스,115570,Dec-12,86774216,86774216,41867844,41867844
(주)스타플렉스,115570,Dec-13,85205484,85205484,42527266,42527266
(주)스타플렉스,115570,Dec-14,85785793,85785793,45262105,45262105
(주)스타플렉스,115570,Dec-15,69147765,69147765,47839254,47839254
(주)스타플렉스,115570,Dec-16,66899884,66899884,46090725,46090725
(주)스타플렉스,115570,Dec-17,64647567,64647567,44357882,44357882
(주)스타플렉스,115570,Dec-18,67830754,62813919,39987514,39987514
(주)스타플렉스,115570,Dec-19,57478703,57478703,31495479,31495479
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-14,,,,
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-15,,3332114,3332114,3332114
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-16,7144734,7144734,6897426,6897426
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-17,7367402,7367402,6644960,6644960
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-18,7247428,7247428,6451332,6451332
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-19,8006858,8006858,6609274,6609274
(주)스페코,13810,Dec-11,23444490,23444490,1706518,1706518
(주)스페코,13810,Dec-12,23432756,23432756,1333415,1333415
(주)스페코,13810,Dec-13,21223343,21223343,1068679,1068679
(주)스페코,13810,Dec-14,20296816,20296816,984739,984739
(주)스페코,13810,Dec-15,17649507,17649507,960709,960709
(주)스페코,13810,Dec-16,14941777,14941777,951271,951271
(주)스페코,13810,Dec-17,13553375,13553375,874844,874844
(주)스페코,13810,Dec-18,11392894,11392894,598120,598120
(주)스페코,13810,Dec-19,10425571,10425571,571059,571059
(주)승일,49830,Dec-11,,,59434795,59434795
(주)승일,49830,Dec-12,,,58481327,58481327
(주)승일,49830,Dec-13,,,61229887,61229887
(주)승일,49830,Dec-14,,,68411697,68411697
(주)승일,49830,Dec-15,,,104768988,104768988
(주)승일,49830,Dec-16,,,104605710,104605710
(주)승일,49830,Dec-17,,,101621995,101621995
(주)승일,49830,Dec-18,,,91856585,91856585
(주)승일,49830,Dec-19,,,101870081,97536655
(주)시공테크,20710,Dec-11,22995422,22995422,21516308,21516308
(주)시공테크,20710,Dec-12,24805225,24805225,22739375,22739375
(주)시공테크,20710,Dec-13,24227288,24227288,22183097,22183097
(주)시공테크,20710,Dec-14,23736382,23736382,21711850,21711850
(주)시공테크,20710,Dec-15,23155063,23155063,21170199,21170199
(주)시공테크,20710,Dec-16,22594723,22594723,20648752,20648752
(주)시공테크,20710,Dec-17,20568992,20568992,20514882,20514882
(주)시공테크,20710,Dec-18,26335527,26335527,20772096,20772096
(주)시공테크,20710,Dec-19,26346620,26346620,20528395,20528395
(주)시너지이노베이션,48870,Dec-11,5560894,5560894,5359552,5359552
(주)시너지이노베이션,48870,Dec-12,5610396,5610396,5326569,5326569
(주)시너지이노베이션,48870,Dec-13,4954563,4954563,4734426,4734426
(주)시너지이노베이션,48870,Dec-14,4126068,4126068,4089339,4089339
(주)시너지이노베이션,48870,Dec-15,762527,762527,762527,762527
(주)시너지이노베이션,48870,Dec-16,9702772,9702772,758574,758574
(주)시너지이노베이션,48870,Dec-17,11599546,11599546,6412872,6412872
(주)시너지이노베이션,48870,Dec-18,17885926,17885926,9039550,9039550
(주)시너지이노베이션,48870,Dec-19,23136414,21547181,8381495,8152798
(주)시노펙스,25320,Dec-11,45782225,45782225,33234126,33234126
(주)시노펙스,25320,Dec-12,80903364,80903364,73386425,73386425
(주)시노펙스,25320,Dec-13,82682952,82682952,69134549,69134549
(주)시노펙스,25320,Dec-14,51668959,51668959,24625798,24625798
(주)시노펙스,25320,Dec-15,49060967,49060967,26782520,26782520
(주)시노펙스,25320,Dec-16,47031108,47031108,25457910,25457910
(주)시노펙스,25320,Dec-17,65612984,65612984,24060881,24060881
(주)시노펙스,25320,Dec-18,74510425,74510425,22871411,22871411
(주)시노펙스,25320,Dec-19,68857966,68857966,24790518,24790518
(주)시디즈,134790,Dec-11,3083735,,3083735,3083735
(주)시디즈,134790,Dec-12,,,3222669,3222669
(주)시디즈,134790,Dec-13,,,2744576,2744576
(주)시디즈,134790,Dec-14,,,1800676,1800676
(주)시디즈,134790,Dec-15,,,1670012,1670012
(주)시디즈,134790,Dec-16,,,1620171,1620171
(주)시디즈,134790,Dec-17,,,1586082,1586082
(주)시디즈,134790,Dec-18,,,17534374,17534374
(주)시디즈,134790,Dec-19,,,18762865,18762865
(주)시스웍,269620,Dec-17,5668177,5668177,5573897,5573897
(주)시스웍,269620,Dec-18,3547848,3547848,3462198,3462198
(주)시스웍,269620,Dec-19,3562819,3562819,3485811,3485811
(주)시큐브,131090,Dec-11,,,2131224,2131224
(주)시큐브,131090,Dec-12,,,3376710,3376710
(주)시큐브,131090,Dec-13,,,3292189,3292189
(주)시큐브,131090,Dec-14,,,3166261,3166261
(주)시큐브,131090,Dec-15,,3048469,3048469,3048469
(주)시큐브,131090,Dec-16,2922730,2922730,2922730,2922730
(주)시큐브,131090,Dec-17,2758650,2758650,2758650,2758650
(주)시큐브,131090,Dec-18,2699185,2699185,2699185,2699185
(주)시큐브,131090,Dec-19,3722848,3722848,3722848,3722848
(주)시티랩스,139050,Dec-11,,,7318863,7318863
(주)시티랩스,139050,Dec-12,,8705953,8705953,8705953
(주)시티랩스,139050,Dec-13,8502688,8502688,8502688,8502688
(주)시티랩스,139050,Dec-14,8515625,8515625,8374139,8374139
(주)시티랩스,139050,Dec-15,696274,696274,609518,609518
(주)시티랩스,139050,Dec-16,2341623,2341623,447676,447676
(주)시티랩스,139050,Dec-17,9014829,9014829,1677718,1677718
(주)시티랩스,139050,Dec-18,11077002,11077002,3975375,3975375
(주)시티랩스,139050,Dec-19,33603370,33603370,4128016,4128016
(주)신도리코,29530,Dec-11,177967792,177967792,128664255,128664255
(주)신도리코,29530,Dec-12,188929807,188929807,140584366,140584366
(주)신도리코,29530,Dec-13,176659949,176659949,132486365,132486365
(주)신도리코,29530,Dec-14,173568534,173568534,120014159,120014159
(주)신도리코,29530,Dec-15,187380946,187380946,134813179,134813179
(주)신도리코,29530,Dec-16,155661852,155661852,105521674,105521674
(주)신도리코,29530,Dec-17,138148863,138148863,101199776,101199776
(주)신도리코,29530,Dec-18,132883168,132883168,95305304,95305304
(주)신도리코,29530,Dec-19,120984380,120984380,84809710,84809710
(주)신성이엔지,11930,Dec-11,,,187530990,187530990
(주)신성이엔지,11930,Dec-12,,,175150648,175150648
(주)신성이엔지,11930,Dec-13,,,161585596,161585596
(주)신성이엔지,11930,Dec-14,,,151380679,151380679
(주)신성이엔지,11930,Dec-15,,150431861,150431861,150431861
(주)신성이엔지,11930,Dec-16,237026827,237026827,217081408,217081408
(주)신성이엔지,11930,Dec-17,232407612,232407612,212234174,212234174
(주)신성이엔지,11930,Dec-18,149141845,149141845,137393398,137393398
(주)신성이엔지,11930,Dec-19,148594926,148594926,137232864,137232864
(주)신세계,4170,Dec-11,2147085574,2147085574,1967899093,1967899093
(주)신세계,4170,Dec-12,4292703983,,2011276502,2011276502
(주)신세계,4170,Dec-13,4542010337,4542010337,1938238170,1938238170
(주)신세계,4170,Dec-14,4578826506,4578826506,2069064834,2069064834
(주)신세계,4170,Dec-15,5194282876,5194282876,2301079855,2301079855
(주)신세계,4170,Dec-16,6625558414,6625558414,2467926360,2467926360
(주)신세계,4170,Dec-17,6632152318,6632152318,2417363571,2417363571
(주)신세계,4170,Dec-18,6800542403,6800542403,2314150417,2314150417
(주)신세계,4170,Dec-19,6480992945,6480992945,1959426065,1959426065
(주)신세계아이앤씨,35510,Dec-11,,,32675958,32675958
(주)신세계아이앤씨,35510,Dec-12,,,32906880,32906880
(주)신세계아이앤씨,35510,Dec-13,,,32197309,32197309
(주)신세계아이앤씨,35510,Dec-14,,,33480954,33480954
(주)신세계아이앤씨,35510,Dec-15,,,46093559,46093559
(주)신세계아이앤씨,35510,Dec-16,,,49993976,49993976
(주)신세계아이앤씨,35510,Dec-17,,,55681134,55681134
(주)신세계아이앤씨,35510,Dec-18,,,68084308,68084308
(주)신세계아이앤씨,35510,Dec-19,,,95378549,94446274
(주)신세계인터내셔날,31430,Dec-11,,134378388,134378388,134378388
(주)신세계인터내셔날,31430,Dec-12,176389997,176389997,175981299,175981299
(주)신세계인터내셔날,31430,Dec-13,237448239,237448239,236375537,236375537
(주)신세계인터내셔날,31430,Dec-14,338159320,338159320,317749804,317749804
(주)신세계인터내셔날,31430,Dec-15,369330834,369330834,348352450,348352450
(주)신세계인터내셔날,31430,Dec-16,351385834,351385834,329781835,329781835
(주)신세계인터내셔날,31430,Dec-17,332011708,332011708,310275148,310275148
(주)신세계인터내셔날,31430,Dec-18,328290386,328290386,307589801,307589801
(주)신세계인터내셔날,31430,Dec-19,328220619,328220619,307839323,307839323
(주)신세계푸드,31440,Dec-11,,,98182207,98182207
(주)신세계푸드,31440,Dec-12,,,115663395,115663395
(주)신세계푸드,31440,Dec-13,,,115147951,115147951
(주)신세계푸드,31440,Dec-14,,173673617,173673617,173673617
(주)신세계푸드,31440,Dec-15,239840218,239840218,231427975,231427975
(주)신세계푸드,31440,Dec-16,255745634,255745634,244086005,244086005
(주)신세계푸드,31440,Dec-17,263972315,263972315,250434672,250434672
(주)신세계푸드,31440,Dec-18,310951258,310951258,300165266,300165266
(주)신세계푸드,31440,Dec-19,307225212,307225212,296836126,296836126
(주)신영와코루,5800,Sep-11,70750797,70750797,63679779,63679779
(주)신영와코루,5800,Sep-12,68871085,68871085,62451898,62451898
(주)신영와코루,5800,Sep-13,66011998,66011998,61160507,61160507
(주)신영와코루,5800,Sep-14,65170093,65170093,60842492,60842492
(주)신영와코루,5800,Dec-15,58156570,58156570,54092009,54092009
(주)신영와코루,5800,Dec-16,55620006,55620006,52028418,52028418
(주)신영와코루,5800,Dec-17,53782774,53782774,50668498,50668498
(주)신영와코루,5800,Dec-18,54090736,54539434,51211489,51660188
(주)신영와코루,5800,Dec-19,42135686,42135686,39439606,39439606
(주)신원,9270,Dec-11,146796448,146796448,11350008,11350008
(주)신원,9270,Dec-12,140862372,140862372,12987183,12987183
(주)신원,9270,Dec-13,134075291,134075291,12228361,12228361
(주)신원,9270,Dec-14,131873002,131873002,10547971,10547971
(주)신원,9270,Dec-15,132114754,132114754,11074856,11074856
(주)신원,9270,Dec-16,112499411,112499411,8672040,8672040
(주)신원,9270,Dec-17,107370405,107370405,8728350,8728350
(주)신원,9270,Dec-18,99745700,99745700,5453587,5453587
(주)신원,9270,Dec-19,103847921,103847921,23162318,23162318
(주)신진에스엠,138070,Dec-11,15853934,15853934,15626829,15626829
(주)신진에스엠,138070,Dec-12,31844315,31844315,25296741,25296741
(주)신진에스엠,138070,Dec-13,31917246,31917246,24902039,24902039
(주)신진에스엠,138070,Dec-14,32712476,32712476,23574153,23574153
(주)신진에스엠,138070,Dec-15,43128454,43128454,22209575,22209575
(주)신진에스엠,138070,Dec-16,42522579,42522579,22551448,22551448
(주)신진에스엠,138070,Dec-17,42659664,42659664,24462281,24462281
(주)신진에스엠,138070,Dec-18,56938937,56938937,39888189,39888189
(주)신진에스엠,138070,Dec-19,55098790,55098790,38341965,38341965
(주)신테카바이오,226330,Dec-19,,,1740975,1740975
(주)신화다이나믹스,1770,Dec-11,,,18992857,18992857
(주)신화다이나믹스,1770,Dec-12,,,18056904,18056904
(주)신화다이나믹스,1770,Dec-13,,,17138361,17138361
(주)신화다이나믹스,1770,Dec-14,,,16227337,16227337
(주)신화다이나믹스,1770,Dec-15,,,15461407,15461407
(주)신화다이나믹스,1770,Dec-16,,,15038877,15038877
(주)신화다이나믹스,1770,Dec-17,,,15068741,15068741
(주)신화다이나믹스,1770,Dec-18,,,14621984,14621984
(주)신화다이나믹스,1770,Dec-19,,,14095089,14095089
(주)신화콘텍,187270,Dec-14,25091128,25091128,24386561,24386561
(주)신화콘텍,187270,Dec-15,30455855,30455855,29269475,29269475
(주)신화콘텍,187270,Dec-16,36077159,36077159,33882838,33882838
(주)신화콘텍,187270,Dec-17,41377066,41377066,30776923,30776923
(주)신화콘텍,187270,Dec-18,41030841,41030841,32610993,32610993
(주)신화콘텍,187270,Dec-19,42681334,42681334,38067512,38067512
(주)신흥,4080,Dec-11,43427313,43427313,38142157,38142157
(주)신흥,4080,Dec-12,39939555,,35086148,35086148
(주)신흥,4080,Dec-13,34964111,34964111,30512459,30512459
(주)신흥,4080,Dec-14,33741817,33741817,29633699,29633699
(주)신흥,4080,Dec-15,49313416,49313416,45165717,45165717
(주)신흥,4080,Dec-16,46828385,46828385,42444811,42444811
(주)신흥,4080,Dec-17,45425875,45425875,41140741,41140741
(주)신흥,4080,Dec-18,50282020,50282020,45613189,45613189
(주)신흥,4080,Dec-19,64074289,64074289,59680287,59680287
(주)심텍,222800,Dec-15,353507247,353507247,298604943,298604943
(주)심텍,222800,Dec-16,343707400,343707400,294376934,294376934
(주)심텍,222800,Dec-17,459384003,459384003,303472851,303472851
(주)심텍,222800,Dec-18,506667145,506667145,349091942,349091942
(주)심텍,222800,Dec-19,513632994,513632994,373796092,373796092
(주)심텍홀딩스,36710,Dec-11,251548492,251548492,230789650,230789650
(주)심텍홀딩스,36710,Dec-12,248344385,248344385,239099847,239099847
(주)심텍홀딩스,36710,Dec-13,363010081,363010081,286954460,286954460
(주)심텍홀딩스,36710,Dec-14,383596107,383596107,308824959,308824959
(주)심텍홀딩스,36710,Dec-15,352260536,352260536,12320567,12320567
(주)심텍홀딩스,36710,Dec-16,334246023,334246023,12139803,12139803
(주)심텍홀딩스,36710,Dec-17,450547109,450547109,12671435,12671435
(주)심텍홀딩스,36710,Dec-18,498865791,498865791,1869599,1869599
(주)심텍홀딩스,36710,Dec-19,508297498,508297498,1721868,1721868
(주)싸이맥스,160980,Dec-15,17552455,17552455,17552455,17552455
(주)싸이맥스,160980,Dec-16,31265432,31265432,31265432,31265432
(주)싸이맥스,160980,Dec-17,43950356,43950356,39639994,39639994
(주)싸이맥스,160980,Dec-18,44643348,44643348,40278772,40278772
(주)싸이맥스,160980,Dec-19,41233570,41233570,36780486,36780486
(주)싸이토젠,217330,Dec-18,,,1630739,1630739
(주)싸이토젠,217330,Dec-19,,,2373261,2373261
(주)쌍방울,102280,Dec-11,35837061,35837061,11113061,11113061
(주)쌍방울,102280,Dec-12,34201478,34201478,10858539,10858539
(주)쌍방울,102280,Dec-13,32885288,32885288,10719081,10719081
(주)쌍방울,102280,Dec-14,33015235,33015235,10705018,10705018
(주)쌍방울,102280,Dec-15,32288954,32288954,10489873,10489873
(주)쌍방울,102280,Dec-16,30975296,30975296,10827842,10827842
(주)쌍방울,102280,Dec-17,23645439,23645439,10289266,10289266
(주)쌍방울,102280,Dec-18,22769062,22769062,10288598,10288598
(주)쌍방울,102280,Dec-19,21104147,21104147,9548422,9548422
(주)썸에이지,208640,Dec-14,,,,
(주)썸에이지,208640,Dec-15,,,,
(주)썸에이지,208640,Dec-16,2211759,2211759,2171656,2171656
(주)썸에이지,208640,Dec-17,376389,376389,293535,293535
(주)썸에이지,208640,Dec-18,478461,478461,250514,250514
(주)썸에이지,208640,Dec-19,293243,293243,40928,40928
(주)쎄노텍,222420,Dec-15,,,,
(주)쎄노텍,222420,Dec-16,,,20408735,20408735
(주)쎄노텍,222420,Dec-17,,,20105455,20105455
(주)쎄노텍,222420,Dec-18,,,33302748,33302748
(주)쎄노텍,222420,Dec-19,,,55129613,55129613
(주)쎄니트,37760,Dec-11,42070796,42070796,14265981,14265981
(주)쎄니트,37760,Dec-12,40256855,40256855,13601517,13601517
(주)쎄니트,37760,Dec-13,49905547,49905547,23637179,23637179
(주)쎄니트,37760,Dec-14,61803668,61803668,35496240,35496240
(주)쎄니트,37760,Dec-15,65074593,65074593,39095722,39095722
(주)쎄니트,37760,Dec-16,75467593,75467593,45637197,45637197
(주)쎄니트,37760,Dec-17,74472759,74472759,44114969,44114969
(주)쎄니트,37760,Dec-18,75275303,75275303,42338161,42338161
(주)쎄니트,37760,Dec-19,66261763,66261763,30873634,30873634
(주)쎄트렉아이,99320,Dec-11,,,12205091,12205091
(주)쎄트렉아이,99320,Dec-12,,,11464715,11464715
(주)쎄트렉아이,99320,Dec-13,,19220005,19220005,19220005
(주)쎄트렉아이,99320,Dec-14,17420462,17420462,17416561,17416561
(주)쎄트렉아이,99320,Dec-15,16719760,16719760,16675471,16675471
(주)쎄트렉아이,99320,Dec-16,17390359,17390359,17352623,17352623
(주)쎄트렉아이,99320,Dec-17,17810980,17810980,17784290,17784290
(주)쎄트렉아이,99320,Dec-18,18039882,18039882,18021481,18021481
(주)쎄트렉아이,99320,Dec-19,20342986,20342986,20213759,20213759
(주)쎌마테라퓨틱스,15540,Dec-11,2563620,2563620,2136012,2136012
(주)쎌마테라퓨틱스,15540,Dec-12,2310368,2310368,1515223,1515223
(주)쎌마테라퓨틱스,15540,Dec-13,2118142,2118142,1263876,1263876
(주)쎌마테라퓨틱스,15540,Dec-14,666727,666727,79015,79015
(주)쎌마테라퓨틱스,15540,Dec-15,448517,448517,105198,105198
