회사명,거래소코드,회계년도,부가가치(IFRS연결),인건비(IFRS연결),부가가치(IFRS개별),인건비(IFRS개별)
(주)엑셈,205100,Dec-15,903.19,8439.42,-2057.59,6810.96
(주)엑셈,205100,Dec-16,15095.09,10716.22,12753.76,8983.89
(주)엑셈,205100,Dec-17,15982.95,14218.92,11193.26,10453.67
(주)엑셈,205100,Dec-18,24571.56,16420.74,19260.04,12070.84
(주)엑셈,205100,Dec-19,23204.76,16961.57,17480.39,12341.12
(주)엑시콘,92870,Dec-15,14874.78,4586.19,14874.44,4586.19
(주)엑시콘,92870,Dec-16,13734.87,5865.58,13232.63,5796.06
(주)엑시콘,92870,Dec-17,18599.93,7170.61,17757.59,7076.13
(주)엑시콘,92870,Dec-18,14547.11,8206.63,14682.1,7990.67
(주)엑시콘,92870,Dec-19,3654.93,9214.08,3548.29,9082.92
(주)엔바이오니아,317870,Dec-19,,,4882.92,2768.37
(주)엔씨소프트,36570,Dec-11,401503.15,227929.12,372401.49,157178.19
(주)엔씨소프트,36570,Dec-12,499986.86,284481.28,288001.83,193875.36
(주)엔씨소프트,36570,Dec-13,523802.34,279880.35,354013.91,162552.56
(주)엔씨소프트,36570,Dec-14,592742.62,277419.13,428672.1,162278.6
(주)엔씨소프트,36570,Dec-15,523359.91,261938.78,426487.93,172921.44
(주)엔씨소프트,36570,Dec-16,719232.15,353169.16,552823.66,209390.35
(주)엔씨소프트,36570,Dec-17,1151901.89,520079.59,990684.11,360622.95
(주)엔씨소프트,36570,Dec-18,980848.93,341034.21,795504.41,155785.89
(주)엔씨소프트,36570,Dec-19,848377.88,327259.42,621260.47,176515.79
(주)엔아이스틸,8260,Dec-11,,,28676.72,6554.8
(주)엔아이스틸,8260,Dec-12,,,26506.47,7164.65
(주)엔아이스틸,8260,Dec-13,,,27707.88,8549.81
(주)엔아이스틸,8260,Dec-14,,,26644.34,9654.53
(주)엔아이스틸,8260,Dec-15,,,28960.6,9350.44
(주)엔아이스틸,8260,Dec-16,,,36259.52,10633.53
(주)엔아이스틸,8260,Dec-17,,,40927.22,12053.49
(주)엔아이스틸,8260,Dec-18,,,44436.62,13050.25
(주)엔아이스틸,8260,Dec-19,,,42389.7,13315.31
(주)엔에스,217820,Dec-15,,,8417.92,3887.2
(주)엔에스,217820,Dec-16,8616.55,5215.26,6921.39,4034.09
(주)엔에스,217820,Dec-17,11165.7,8757.61,6812.43,5697.4
(주)엔에스,217820,Dec-18,13846.58,8488.06,8775.56,4879.32
(주)엔에스,217820,Dec-19,18396.7,10498.63,13482.52,6642.29
(주)엔에스엔,31860,Dec-11,21627.62,14375.37,-3951.55,1444.25
(주)엔에스엔,31860,Dec-12,44574.34,21957.9,-2842.47,1249.75
(주)엔에스엔,31860,Dec-13,-51.46,1782.19,-134.02,1713.04
(주)엔에스엔,31860,Dec-14,4060.9,1762.01,-3157.61,1649.77
(주)엔에스엔,31860,Dec-15,-5552.76,2866.92,-1782.54,2764.33
(주)엔에스엔,31860,Dec-16,-5283.47,5594.45,-4105.39,3223.78
(주)엔에스엔,31860,Dec-17,-437.97,4894.14,-9011.04,3125.14
(주)엔에스엔,31860,Dec-18,-158.51,2737.95,5.5,619.03
(주)엔에스엔,31860,Dec-19,1042.03,3918.64,-2376.61,845.34
(주)엔에이치엔벅스,104200,Dec-11,20209.76,9277.05,19755.17,9129.76
(주)엔에이치엔벅스,104200,Dec-12,10150.44,10140.19,9949.71,10140.19
(주)엔에이치엔벅스,104200,Dec-13,,,14334.67,8896.68
(주)엔에이치엔벅스,104200,Dec-14,,,18242.81,7601.72
(주)엔에이치엔벅스,104200,Dec-15,,,13957.32,7531.12
(주)엔에이치엔벅스,104200,Dec-16,6357.05,9160.1,5603.69,8479.04
(주)엔에이치엔벅스,104200,Dec-17,8150.53,11444.59,5434.73,9572.42
(주)엔에이치엔벅스,104200,Dec-18,19064.29,10810.41,16352.99,9393.75
(주)엔에이치엔벅스,104200,Dec-19,18017.46,10770.18,15800.53,9204.94
(주)엔이능률,53290,Dec-11,22636.34,15650.11,19864.76,13180.77
(주)엔이능률,53290,Dec-12,22174.48,19313.47,19386.01,17136.97
(주)엔이능률,53290,Dec-13,23985.53,14456.45,21993.92,12866.66
(주)엔이능률,53290,Dec-14,22734.13,13985.82,21373.55,12767.46
(주)엔이능률,53290,Dec-15,25669.27,13645.05,24045.76,12688.23
(주)엔이능률,53290,Dec-16,25529.43,14270.28,24639.87,13527.44
(주)엔이능률,53290,Dec-17,23729.67,17276.45,23018.84,16748.18
(주)엔이능률,53290,Dec-18,,,27493.31,24249.15
(주)엔이능률,53290,Dec-19,,,31601.05,21332.78
(주)엔지스테크널러지,208860,Dec-16,,,1059.07,479.3
(주)엔지스테크널러지,208860,Dec-17,,,858.74,589.05
(주)엔지스테크널러지,208860,Dec-18,,,2049.53,1845.91
(주)엔지스테크널러지,208860,Dec-19,-1251.11,4089.25,-2200.63,3632.02
(주)엔지켐생명과학,183490,Dec-18,-5346.73,7142.24,-6239.4,6520.29
(주)엔지켐생명과학,183490,Dec-19,-6034.32,9334.35,-7538.47,8496.53
(주)엔케이,85310,Dec-11,40399.42,10469.21,18414.39,6808.6
(주)엔케이,85310,Dec-12,23026.61,11079.77,7206.74,6802.7
(주)엔케이,85310,Dec-13,-6476.92,12963.84,-2302.66,8546.48
(주)엔케이,85310,Dec-14,33233.32,10099.36,25113.96,8034.82
(주)엔케이,85310,Dec-15,21538.25,15114.36,24031.82,13743.7
(주)엔케이,85310,Dec-16,-11148.12,11848.33,-14395.95,9695.48
(주)엔케이,85310,Dec-17,13640.44,7864.55,10911.45,4761.38
(주)엔케이,85310,Dec-18,-12727.48,6392.92,-15671.52,3848.73
(주)엔케이,85310,Dec-19,-8803.92,7567.95,-18666.39,5450.27
(주)엔케이맥스,182400,Dec-15,1091.16,5319.87,-694.14,3733.66
(주)엔케이맥스,182400,Dec-16,765.02,5435.81,-2853.46,4666.24
(주)엔케이맥스,182400,Dec-17,-8683.07,5801.91,-7144.68,5218.51
(주)엔케이맥스,182400,Dec-18,-14523.33,6398.41,-13118.84,5265.33
(주)엔케이맥스,182400,Dec-19,3839.26,9851.29,3270.49,6222.54
(주)엔텔스,69410,Dec-11,,,16660.43,9077.83
(주)엔텔스,69410,Dec-12,19726.12,11292.06,19593.11,11179.22
(주)엔텔스,69410,Dec-13,22323.33,13129.36,21724.45,12649.97
(주)엔텔스,69410,Dec-14,22849.08,15895.76,20878.38,14340.88
(주)엔텔스,69410,Dec-15,15841.84,17637.24,13928.35,15246.39
(주)엔텔스,69410,Dec-16,18893.26,16892.59,16605,14202.25
(주)엔텔스,69410,Dec-17,14381.21,17138.4,10862.42,14264.67
(주)엔텔스,69410,Dec-18,23975.66,19298.84,17628.77,15711.32
(주)엔텔스,69410,Dec-19,24275.36,19816.8,20031.58,15707.08
(주)엔투텍,227950,Dec-15,,,,
(주)엔투텍,227950,Dec-16,,,,
(주)엔투텍,227950,Dec-17,,,,
(주)엔투텍,227950,Dec-18,55.91,4229.5,38.5,4202.02
(주)엔피,291230,Dec-18,,,,
(주)엔피,291230,Dec-19,,,,
(주)엔피케이,48830,Dec-11,13206.14,9749.66,8764.07,6276.18
(주)엔피케이,48830,Dec-12,14602.01,10475.75,10005.09,6856.25
(주)엔피케이,48830,Dec-13,15327.92,10728.1,11417.22,7512.09
(주)엔피케이,48830,Dec-14,14351.23,11212.09,11011.19,8317.25
(주)엔피케이,48830,Dec-15,14557.69,13118.18,10509.61,10143.99
(주)엔피케이,48830,Dec-16,20334.08,15002.16,17005.5,12259.58
(주)엔피케이,48830,Dec-17,22790.79,16452.08,19618.28,13497.52
(주)엔피케이,48830,Dec-18,23326.37,18769.26,21259.16,15009.69
(주)엔피케이,48830,Dec-19,21185.13,17384.56,19206.62,15257.91
(주)엘디티,96870,Dec-11,,,5544.14,1358.24
(주)엘디티,96870,Dec-12,,,4191.58,1516.51
(주)엘디티,96870,Dec-13,,,-367.48,1674.38
(주)엘디티,96870,Dec-14,,,643.85,2131.22
(주)엘디티,96870,Dec-15,,,3511.26,2108.92
(주)엘디티,96870,Dec-16,,,2036.69,2450.06
(주)엘디티,96870,Dec-17,,,559.89,1639.21
(주)엘디티,96870,Dec-18,,,1714.98,904.41
(주)엘디티,96870,Dec-19,,,27.31,977.06
(주)엘아이에스,138690,Dec-11,,,15468.6,6709.06
(주)엘아이에스,138690,Dec-12,-6935.17,8317.86,-6815.2,8315.86
(주)엘아이에스,138690,Dec-13,8445.72,9721.56,8721.38,9673.61
(주)엘아이에스,138690,Dec-14,-6685.94,10078.14,-7933.41,9502.33
(주)엘아이에스,138690,Dec-15,35520.79,11941.62,32610.08,8005.5
(주)엘아이에스,138690,Dec-16,259.88,17644.16,-12402.97,7983.44
(주)엘아이에스,138690,Dec-17,-16454.51,13669.91,-26738.85,9291.02
(주)엘아이에스,138690,Dec-18,25592.48,14192.9,27419.32,12476.99
(주)엘아이에스,138690,Dec-19,27736.9,16130.73,20573.23,13484.95
(주)엘앤씨바이오,290650,Dec-18,8963.83,2800.2,8898.93,2559.39
(주)엘앤씨바이오,290650,Dec-19,14039.17,3890.87,10863.92,3286.54
(주)엘앤에프,66970,Dec-11,23421.32,12325.76,10231.01,7030.66
(주)엘앤에프,66970,Dec-12,25391.28,14340.82,12647.75,7417.62
(주)엘앤에프,66970,Dec-13,21166.92,16461.03,8397.32,7438.68
(주)엘앤에프,66970,Dec-14,27544.88,16387.24,11724.48,7494.77
(주)엘앤에프,66970,Dec-15,24423.23,16770.29,9741.12,7500.52
(주)엘앤에프,66970,Dec-16,38892.85,19297.37,32946.74,16354.4
(주)엘앤에프,66970,Dec-17,55676.36,22698.63,49297.14,19251.29
(주)엘앤에프,66970,Dec-18,65818.58,26241.73,57434.2,22447.78
(주)엘앤에프,66970,Dec-19,33648.35,29018.2,24124.87,24828.49
(주)엘앤케이바이오메드,156100,Dec-16,15399.04,9573.5,13096.45,7334.79
(주)엘앤케이바이오메드,156100,Dec-17,-2830.15,10600.29,-6859.08,8192.59
(주)엘앤케이바이오메드,156100,Dec-18,12582.7,10805.96,8771.44,7552.58
(주)엘앤케이바이오메드,156100,Dec-19,-602.53,8366.93,-1376.13,5159.02
(주)엘에스,6260,Dec-11,1582635,906983,63674,0
(주)엘에스,6260,Dec-12,1796646,947362,75524,0
(주)엘에스,6260,Dec-13,1737553,974621,87675,11040
(주)엘에스,6260,Dec-14,1660742,979181,80472,15812
(주)엘에스,6260,Dec-15,1548259,1014906,122458,12943
(주)엘에스,6260,Dec-16,1830395,1048163,69601,14262
(주)엘에스,6260,Dec-17,1771322,980701,100470,14539
(주)엘에스,6260,Dec-18,1663618,981495,215025,18375
(주)엘에스,6260,Dec-19,1655109,1052460,86812,21110
(주)엘에스네트웍스,680,Dec-11,85396.38,36413.6,72142.46,33436.48
(주)엘에스네트웍스,680,Dec-12,111004.11,46036.13,100205.21,42363.81
(주)엘에스네트웍스,680,Dec-13,60748.25,46490.09,56886.37,38740.76
(주)엘에스네트웍스,680,Dec-14,86255.68,50088.89,48055.79,36983.47
(주)엘에스네트웍스,680,Dec-15,-10803.55,49231.01,-56822.23,37447.88
(주)엘에스네트웍스,680,Dec-16,-23291.24,48396.32,-33808.4,35205.86
(주)엘에스네트웍스,680,Dec-17,90049.35,29203.31,33848.91,12979.09
(주)엘에스네트웍스,680,Dec-18,79794.2,31466.54,10273.3,13313.54
(주)엘에스네트웍스,680,Dec-19,-15287.27,26373.4,-9202.44,13678.28
(주)엘에프,93050,Dec-11,544267.86,73130,540744.15,63716
(주)엘에프,93050,Dec-12,535716.15,91656,516783.94,67655
(주)엘에프,93050,Dec-13,548118.29,98454,531234.71,75310
(주)엘에프,93050,Dec-14,562619.99,103342,530625.62,79315
(주)엘에프,93050,Dec-15,545359.24,107195,505701.31,85516
(주)엘에프,93050,Dec-16,528164.55,110852,482186.46,84199
(주)엘에프,93050,Dec-17,566210.37,130126,503784.21,90151
(주)엘에프,93050,Dec-18,653760.83,195356,521058.04,96548
(주)엘에프,93050,Dec-19,665936.88,206111,508167.21,104145
(주)엘엑스세미콘,108320,Dec-11,43527.19,14018.09,43483.41,13629.04
(주)엘엑스세미콘,108320,Dec-12,59076.1,11332.5,58965.49,10667.86
(주)엘엑스세미콘,108320,Dec-13,70635.56,31554.32,70526.76,30684.51
(주)엘엑스세미콘,108320,Dec-14,73850.53,31838.59,71261.34,31506.94
(주)엘엑스세미콘,108320,Dec-15,116818.29,44263.61,116312.03,43911.16
(주)엘엑스세미콘,108320,Dec-16,122628.81,56246.72,121846.32,55628.9
(주)엘엑스세미콘,108320,Dec-17,121043.28,68586.15,119012.45,67479.17
(주)엘엑스세미콘,108320,Dec-18,148911.78,80709.58,145763.65,78218.39
(주)엘엑스세미콘,108320,Dec-19,148872.91,88960.89,144295.47,85562.66
(주)엘엑스인터내셔널,1120,Dec-11,479948.5,88907,375917.95,58227
(주)엘엑스인터내셔널,1120,Dec-12,444039.2,81217,399735.12,51861
(주)엘엑스인터내셔널,1120,Dec-13,280444.77,75705,160639.66,54071
(주)엘엑스인터내셔널,1120,Dec-14,155870.94,66299,20944.3,50723
(주)엘엑스인터내셔널,1120,Dec-15,21165.22,160230,-140111.41,46244
(주)엘엑스인터내셔널,1120,Dec-16,484926.8,273336,151541.9,52810
(주)엘엑스인터내셔널,1120,Dec-17,586268.49,295874,187770.8,49725
(주)엘엑스인터내셔널,1120,Dec-18,558534.38,307005,148741.86,45119
(주)엘엑스인터내셔널,1120,Dec-19,445481.2,336989,46688.05,41106
(주)엘엑스하우시스,108670,Dec-11,401740,257810,326488,207299
(주)엘엑스하우시스,108670,Dec-12,448146,274476,372263,215644
(주)엘엑스하우시스,108670,Dec-13,553860,329641,446307,266567
(주)엘엑스하우시스,108670,Dec-14,619694,363600,504271,300438
(주)엘엑스하우시스,108670,Dec-15,658422,387818,522786,315806
(주)엘엑스하우시스,108670,Dec-16,682942,400167,553095,326320
(주)엘엑스하우시스,108670,Dec-17,663933,398664,523339,314389
(주)엘엑스하우시스,108670,Dec-18,551858,383502,405492,300803
(주)엘엑스하우시스,108670,Dec-19,637539,423138,470355,339084
(주)엘엠에스,73110,Dec-11,29122.43,10801.99,29060.39,7919.73
(주)엘엠에스,73110,Dec-12,29190.94,12707.57,24829.61,8426.35
(주)엘엠에스,73110,Dec-13,37481.53,14607.35,32936.72,9837.24
(주)엘엠에스,73110,Dec-14,50977.57,17162.98,46477.99,11162.67
(주)엘엠에스,73110,Dec-15,37645.58,18494.27,34483.96,13170.52
(주)엘엠에스,73110,Dec-16,38992.03,19268.48,27725.66,14219.92
(주)엘엠에스,73110,Dec-17,37537.92,18186.87,8826.02,13567.32
(주)엘엠에스,73110,Dec-18,37269.93,18569.93,26755.85,12807.38
(주)엘엠에스,73110,Dec-19,41317.76,18768.96,28895.11,12694.97
(주)엘오티베큠,83310,Dec-11,16691.07,10569.95,16458.82,10349.92
(주)엘오티베큠,83310,Dec-12,19130.49,11891.85,17566.31,11062.67
(주)엘오티베큠,83310,Dec-13,18149.39,12282.3,17683.45,12067.06
(주)엘오티베큠,83310,Dec-14,21084.73,12282.3,19532.48,12204.83
(주)엘오티베큠,83310,Dec-15,30209.71,16681.17,30215.4,13974.54
(주)엘오티베큠,83310,Dec-16,33276.43,19748.15,26675.63,15817.1
(주)엘오티베큠,83310,Dec-17,58743.07,24840.65,52031.68,20032.52
(주)엘오티베큠,83310,Dec-18,52724.4,28960.96,45235.7,23705.03
(주)엘오티베큠,83310,Dec-19,37033.22,27109.93,29857.2,22700.54
(주)엘지,3550,Dec-11,2675001,996925,468309.9,0
(주)엘지,3550,Dec-12,2603711,1025716,468065.27,0
(주)엘지,3550,Dec-13,2544884,1029246,456843.46,26243
(주)엘지,3550,Dec-14,2484814,1066004,462541.43,26102
(주)엘지,3550,Dec-15,2625821,1072565,450315,32059
(주)엘지,3550,Dec-16,2826092,1094459,485292,35977
(주)엘지,3550,Dec-17,3931315,890684,1182217,43360
(주)엘지,3550,Dec-18,3214827,969504,614434,42038
(주)엘지,3550,Dec-19,2280958,1014221,729937,48164
(주)엘지생활건강,51900,Dec-11,862382.28,369620,464614.46,176766
(주)엘지생활건강,51900,Dec-12,977831.16,409366,499622.15,191704
(주)엘지생활건강,51900,Dec-13,1075292.81,457328,484406.41,202949
(주)엘지생활건강,51900,Dec-14,1152478.53,519045,596338.96,236233
(주)엘지생활건강,51900,Dec-15,1387626.42,590519,800597.38,293263
(주)엘지생활건강,51900,Dec-16,1525519.68,623155,951145.27,307900
(주)엘지생활건강,51900,Dec-17,1627377.57,609107,1013269.52,312013
(주)엘지생활건강,51900,Dec-18,1822073.21,702341,1132610.35,342183
(주)엘지생활건강,51900,Dec-19,2147804.76,799563,1272997.51,369776
(주)엘지유플러스,32640,Dec-11,263420,0,260209,0
(주)엘지유플러스,32640,Dec-12,13063,0,10904,0
(주)엘지유플러스,32640,Dec-13,2432862,633564,2287285,492061
(주)엘지유플러스,32640,Dec-14,2659041,663165,2524143,512882
(주)엘지유플러스,32640,Dec-15,2945474,720341,2792311,558030
(주)엘지유플러스,32640,Dec-16,3210663,806900,3040618,632301
(주)엘지유플러스,32640,Dec-17,3675812,881573,3513855,706723
(주)엘지유플러스,32640,Dec-18,3657238,944282,3138960,759715
(주)엘지유플러스,32640,Dec-19,3678713,977684,3499037,795749
(주)엘지헬로비전,37560,Dec-12,383516.62,66438.65,321621.9,57376.3
(주)엘지헬로비전,37560,Dec-13,419399.19,79985.81,348838.44,67523.47
(주)엘지헬로비전,37560,Dec-14,433170.46,86912.9,354054.22,68744.43
(주)엘지헬로비전,37560,Dec-15,,,458833.33,89577.32
(주)엘지헬로비전,37560,Dec-16,,,379067.48,86923.72
(주)엘지헬로비전,37560,Dec-17,,,376509.78,91941.05
(주)엘지헬로비전,37560,Dec-18,452718.99,98266.69,449469.37,97399.51
(주)엘지헬로비전,37560,Dec-19,246235.27,99410.97,243145.14,98863.9
(주)엘지화학,51910,Dec-11,4527989,892083,3872051,772959
(주)엘지화학,51910,Dec-12,3827620,984353,3276675,837265
(주)엘지화학,51910,Dec-13,3906849,1180419,3302307,1002260
(주)엘지화학,51910,Dec-14,3804569,1402341,3158229,1171723
(주)엘지화학,51910,Dec-15,4521629,1628530,3797708,1339832
(주)엘지화학,51910,Dec-16,4871201,1758050,4103242,1393152
(주)엘지화학,51910,Dec-17,6150708,2028590,4830989,1794299
(주)엘지화학,51910,Dec-18,6032427,2425323,4858071,1903689
(주)엘지화학,51910,Dec-19,5220305,2640983,3540397,1988085
(주)엠게임,58630,Dec-11,-256.04,0,2718.5,0
(주)엠게임,58630,Dec-12,-253.87,0,1599.99,0
(주)엠게임,58630,Dec-13,-40462.57,6855.82,-41887.38,6121.56
(주)엠게임,58630,Dec-14,4527.66,4196.57,4259.64,3759.69
(주)엠게임,58630,Dec-15,,,9109.72,3446.7
(주)엠게임,58630,Dec-16,,,11702.43,3344.68
(주)엠게임,58630,Dec-17,,,9190.68,3409.89
(주)엠게임,58630,Dec-18,13108.01,6803.06,13457.38,6719.6
(주)엠게임,58630,Dec-19,16443.64,6786.93,16034.04,6554.41
(주)엠디에스테크,86960,Dec-11,23349.59,12296.44,21163.64,11492.91
(주)엠디에스테크,86960,Dec-12,23761.22,13199.55,22138.11,12444.29
(주)엠디에스테크,86960,Dec-13,22600.43,11543.45,20160.93,9687.92
(주)엠디에스테크,86960,Dec-14,28553.89,15318.05,23628.38,12415.49
(주)엠디에스테크,86960,Dec-15,33469.11,18399.76,25907.31,14023.05
(주)엠디에스테크,86960,Dec-16,38446.37,22277.39,27246.01,16647.84
(주)엠디에스테크,86960,Dec-17,38894.78,24756.39,28673.96,17886.11
(주)엠디에스테크,86960,Dec-18,40120.39,29461.24,27723.28,18737.57
(주)엠디에스테크,86960,Dec-19,30340.46,25891.53,42515,20333.89
(주)엠씨넥스,97520,Dec-12,27927.91,18628.9,19790.71,12400.52
(주)엠씨넥스,97520,Dec-13,43518.38,24393.26,26705.54,12710.29
(주)엠씨넥스,97520,Dec-14,64092.74,27885.25,53741.54,18132.38
(주)엠씨넥스,97520,Dec-15,79771.99,34853.48,62703.61,21344.89
(주)엠씨넥스,97520,Dec-16,32810.83,35743.26,22807.8,24285.29
(주)엠씨넥스,97520,Dec-17,5405.82,0,19469.77,22959.97
(주)엠씨넥스,97520,Dec-18,145248.72,53894.88,91886.61,25428.34
(주)엠씨넥스,97520,Dec-19,249047.64,72318.97,165015.67,24815.92
(주)엠아이텍,179290,Dec-18,10383.62,7570.95,10383.62,7570.95
(주)엠아이텍,179290,Dec-19,14002.54,8915.06,14095.92,8915.06
(주)엠에스씨,9780,Dec-11,24293.7,15098.87,24560.34,14949.61
(주)엠에스씨,9780,Dec-12,30801.05,19256.5,30936.55,19084.18
(주)엠에스씨,9780,Dec-13,32638.86,19851.99,33050.58,19735.69
(주)엠에스씨,9780,Dec-14,35938.13,22223.8,36102.1,22056.95
(주)엠에스씨,9780,Dec-15,39518.28,24410.59,37531.5,24251.89
(주)엠에스씨,9780,Dec-16,44001.43,22535.77,41471.9,22436.17
(주)엠에스씨,9780,Dec-17,47047.3,25684.35,45164.93,25608.92
(주)엠에스씨,9780,Dec-18,47662.42,25083.11,45321.32,25008.05
(주)엠에스씨,9780,Dec-19,51187.95,26825.44,50439.28,26742.29
(주)엠에스오토텍,123040,Dec-11,90203.85,42038.65,54081.56,15364.31
(주)엠에스오토텍,123040,Dec-12,86390.98,54314.93,54793.4,22942.88
(주)엠에스오토텍,123040,Dec-13,118455.04,60447.58,65821.05,25204.53
(주)엠에스오토텍,123040,Dec-14,134593.84,71687.69,54681.12,27559.71
(주)엠에스오토텍,123040,Dec-15,159177.98,76561.17,70118.41,28816.68
(주)엠에스오토텍,123040,Dec-16,171334.72,71559.06,52963.92,23584.32
(주)엠에스오토텍,123040,Dec-17,134241.89,74718.9,29488.86,22965.15
(주)엠에스오토텍,123040,Dec-18,174700.39,91759.74,42250.32,21520.86
(주)엠에스오토텍,123040,Dec-19,278392.77,136603.52,48316.45,20010.36
(주)엠투엔,33310,Dec-11,,,18213.61,10711.41
(주)엠투엔,33310,Dec-12,,,12668.55,4013.96
(주)엠투엔,33310,Dec-13,,,15584.53,4731.32
(주)엠투엔,33310,Dec-14,16400.6,5124.5,15894.95,4941.34
(주)엠투엔,33310,Dec-15,16077.86,6212.68,13220.11,4374.47
(주)엠투엔,33310,Dec-16,15145.08,6809.6,11847.96,4445.76
(주)엠투엔,33310,Dec-17,14615.18,7008.73,11477.04,4632.42
(주)엠투엔,33310,Dec-18,14270.41,6891.27,11075.14,4392.1
(주)엠투엔,33310,Dec-19,13943.91,6595.59,10891.13,4018.98
(주)엠플러스,259630,Dec-17,,,11373.56,4699.7
(주)엠플러스,259630,Dec-18,,,9959.97,6642.4
(주)엠플러스,259630,Dec-19,10165.99,7098.51,10123.48,7067.79
(주)엠피대산,65150,Dec-11,25307.57,15535.49,26110.92,15252.27
(주)엠피대산,65150,Dec-12,29316.47,19129.36,29555.7,18899.43
(주)엠피대산,65150,Dec-13,30686.65,22416.07,29806.46,21089.35
(주)엠피대산,65150,Dec-14,25433.43,20580.15,25584.27,20417.71
(주)엠피대산,65150,Dec-15,23074.29,22683.57,18831.06,21603.38
(주)엠피대산,65150,Dec-16,28219.07,25575.38,10536.33,21409.39
(주)엠피대산,65150,Dec-17,27308.06,22447.2,16133.88,18262.32
(주)엠피대산,65150,Dec-18,8254.1,17124.23,26766.29,12540.18
(주)엠피대산,65150,Dec-19,19289.37,18062.41,16466.76,13327.4
(주)연우,115960,Dec-15,,,82977.1,52219.5
(주)연우,115960,Dec-16,101099.87,62965.82,100891.16,62771.04
(주)연우,115960,Dec-17,85751.69,64366.79,85719.83,64149.4
(주)연우,115960,Dec-18,97097.11,71312.1,96970.98,71047.15
(주)연우,115960,Dec-19,113665.52,71714.74,114528.21,70633.74
(주)연이비앤티,90740,Dec-11,31903.58,18612.84,16551.91,7764.63
(주)연이비앤티,90740,Dec-12,36868.42,22416.25,14360.82,6934.68
(주)연이비앤티,90740,Dec-13,45058.67,25114.8,16248.92,8055.53
(주)연이비앤티,90740,Dec-14,46268.31,28552.17,19615.08,9722.81
(주)연이비앤티,90740,Dec-15,51308.74,31690.19,17920.48,9054.71
(주)연이비앤티,90740,Dec-16,44232.45,31045.13,7796.8,7416.11
(주)연이비앤티,90740,Dec-17,24194.05,30556.64,-6038.65,7108.8
(주)연이비앤티,90740,Dec-18,40209.12,27530,7590.42,3106.72
(주)연이비앤티,90740,Dec-19,47173.19,27384.14,4381.99,3215.82
(주)영우디에스피,143540,Dec-14,,,12612.13,9035.34
(주)영우디에스피,143540,Dec-15,,,14853.71,12275.32
(주)영우디에스피,143540,Dec-16,28325.58,14385.66,28530.25,14385.66
(주)영우디에스피,143540,Dec-17,17124.31,18609.06,16959.13,18602.62
(주)영우디에스피,143540,Dec-18,726.97,15968.63,375.93,15129.5
(주)영우디에스피,143540,Dec-19,13885.36,13266.05,13852.14,12985.32
(주)영원무역,111770,Dec-11,302225.84,91979.21,104762.64,28547.57
(주)영원무역,111770,Dec-12,375546.84,165622.26,102572.6,31721.43
(주)영원무역,111770,Dec-13,380028.48,188863.34,102822.38,33058.73
(주)영원무역,111770,Dec-14,446455.4,226791.15,99146.93,34423.17
(주)영원무역,111770,Dec-15,549876.81,301366.82,117703.36,34092.52
(주)영원무역,111770,Dec-16,592163.52,371593.12,130825.14,33485.29
(주)영원무역,111770,Dec-17,586610.18,384572.29,115239.2,35612.37
(주)영원무역,111770,Dec-18,637103.3,394504.47,111718.82,35983.7
(주)영원무역,111770,Dec-19,798408.21,471724.03,137634.7,29615.57
(주)영원무역홀딩스,9970,Dec-11,432783.67,111278.85,45285.31,5462.45
(주)영원무역홀딩스,9970,Dec-12,448026.74,187196.93,22938.63,4663.04
(주)영원무역홀딩스,9970,Dec-13,464540.72,212125.95,22196.26,4195.34
(주)영원무역홀딩스,9970,Dec-14,527158.85,248735.83,24409.49,3441.12
(주)영원무역홀딩스,9970,Dec-15,616297.96,324420.61,18197.77,2768.3
(주)영원무역홀딩스,9970,Dec-16,646490.27,394559.67,14242.45,2054.56
(주)영원무역홀딩스,9970,Dec-17,644856.68,406202.94,13053.32,1353.93
(주)영원무역홀딩스,9970,Dec-18,721844.11,416889.28,16320.9,1333.97
(주)영원무역홀딩스,9970,Dec-19,891109.3,497569.79,17598.15,2782.12
(주)영풍,670,Dec-11,404409.59,38109.88,135012.07,20061.91
(주)영풍,670,Dec-12,463396.29,45298.31,169537.39,23639.5
(주)영풍,670,Dec-13,687290.27,150118.01,138329.82,25675.89
(주)영풍,670,Dec-14,518313.77,154769.96,88939.82,26434.34
(주)영풍,670,Dec-15,495327.61,150093.69,127448.09,31836.72
(주)영풍,670,Dec-16,498283.1,157605.31,147552.49,34831.36
(주)영풍,670,Dec-17,668771.23,179554.24,119189.23,37569.75
(주)영풍,670,Dec-18,422412.01,178349.58,83739.98,41176.8
(주)영풍,670,Dec-19,615997.25,194869.64,135261.49,41632.12
(주)영흥,12160,Dec-11,35511.4,16991.31,20607.15,11325.77
(주)영흥,12160,Dec-12,32085.76,21753.95,15589.11,10322.62
(주)영흥,12160,Dec-13,40353.72,24192.85,14979.61,10211.88
(주)영흥,12160,Dec-14,39988.85,27116.19,19882.36,13467.2
(주)영흥,12160,Dec-15,46970.82,30724.36,27500.89,17354.52
(주)영흥,12160,Dec-16,39888.29,29866.89,32455.37,24068.03
(주)영흥,12160,Dec-17,35106.26,27577.4,30301.67,24355.69
(주)영흥,12160,Dec-18,35267.5,27336.93,23218.84,23953.03
(주)영흥,12160,Dec-19,41521.76,26119.11,38366.7,22626.95
