회사명,거래소코드,회계년도,부가가치(IFRS연결),기계장치(IFRS연결),부가가치(IFRS개별),기계장치(IFRS개별)
(주)세화피앤씨,252500,Dec-18,,,8063.33,3789188
(주)세화피앤씨,252500,Dec-19,,,7897.89,3883368
(주)센트랄모텍,308170,Dec-19,36710.02,145564105,25866.21,114916580
(주)센트럴인사이트,12600,Dec-11,-8369.35,107135,-19630.79,4
(주)센트럴인사이트,12600,Dec-12,28879.28,107135,15695.09,59043
(주)센트럴인사이트,12600,Dec-13,-5601.73,8911898,-28085.07,59043
(주)센트럴인사이트,12600,Dec-14,16389.52,9573728,-1674.34,59043
(주)센트럴인사이트,12600,Dec-15,5691.75,8865720,-3942.97,59043
(주)센트럴인사이트,12600,Dec-16,-2402.97,9120729,-522.66,59043
(주)센트럴인사이트,12600,Dec-17,-9731.89,6150189,-7169.85,59043
(주)센트럴인사이트,12600,Dec-18,12634.06,6487306,8382.12,59043
(주)센트럴인사이트,12600,Dec-19,1312.05,3633369,-8392.45,59043
(주)셀루메드,49180,Dec-11,-4531.69,9256718,-6742.17,7738129
(주)셀루메드,49180,Dec-12,10962.51,8412626,6962.46,7833309
(주)셀루메드,49180,Dec-13,8291.79,8359397,6032.61,8088952
(주)셀루메드,49180,Dec-14,-6075.52,8536808,-13278.69,8255113
(주)셀루메드,49180,Dec-15,-1612.82,8363262,-750.38,8300732
(주)셀루메드,49180,Dec-16,-29236.41,8451624,-28069.92,8387146
(주)셀루메드,49180,Dec-17,-653.26,7864219,713.58,7655028
(주)셀루메드,49180,Dec-18,-2739.29,7714682,-7049.6,7655029
(주)셀루메드,49180,Dec-19,-30663.93,476766,-32342.92,63873
(주)셀리드,299660,Dec-17,,,,
(주)셀리드,299660,Dec-19,,,-1136.22,0
(주)셀리버리,268600,Dec-18,144.18,2000415,120.94,2000415
(주)셀리버리,268600,Dec-19,,,-11850.58,2468088
(주)셀바스에이아이,108860,Dec-11,10567.16,0,7838.46,0
(주)셀바스에이아이,108860,Dec-12,,,3708.04,0
(주)셀바스에이아이,108860,Dec-13,,,17218.19,0
(주)셀바스에이아이,108860,Dec-14,5844.28,2891738,4932.89,0
(주)셀바스에이아이,108860,Dec-15,15681.72,4484005,7017.29,0
(주)셀바스에이아이,108860,Dec-16,1995.67,5843408,5829.3,0
(주)셀바스에이아이,108860,Dec-17,19951.7,5557159,3151.44,0
(주)셀바스에이아이,108860,Dec-18,1250.99,5948072,11245.22,0
(주)셀바스에이아이,108860,Dec-19,13052.58,5405101,8675.34,0
(주)셀바스헬스케어,208370,Dec-14,,,,
(주)셀바스헬스케어,208370,Dec-15,,,,
(주)셀바스헬스케어,208370,Dec-16,-3033.65,5843408,-5439.43,5843408
(주)셀바스헬스케어,208370,Dec-17,11961.14,5557159,11049.31,5557159
(주)셀바스헬스케어,208370,Dec-18,-4000.5,5948072,-7386.68,5948072
(주)셀바스헬스케어,208370,Dec-19,7980.48,5405101,6267.97,5405101
(주)셀트리온,68270,Dec-18,604013.85,143802255,531373.88,48067398
(주)셀트리온,68270,Dec-19,750558.65,174373408,668446.28,77844474
(주)셀트리온제약,68760,Dec-11,20972.77,6696825,17750.75,5810975
(주)셀트리온제약,68760,Dec-12,21306.62,9984700,19387.82,8987444
(주)셀트리온제약,68760,Dec-13,22892.12,10503965,19811.59,9496209
(주)셀트리온제약,68760,Dec-14,27500.22,10669003,25901.42,9647248
(주)셀트리온제약,68760,Dec-15,28763.74,75844086,25924.72,74727882
(주)셀트리온제약,68760,Dec-16,25360.99,99309905,21779.56,98190604
(주)셀트리온제약,68760,Dec-17,73383.28,100150338,69003.44,99031037
(주)셀트리온제약,68760,Dec-18,59434.13,102202895,53166.66,101025184
(주)셀트리온제약,68760,Dec-19,75210.27,102771322,74886.77,102771322
(주)셀트리온헬스케어,91990,Dec-17,254674.14,0,227302.24,0
(주)셀트리온헬스케어,91990,Dec-18,53128.47,0,77512.1,0
(주)셀트리온헬스케어,91990,Dec-19,117928.64,0,99572.17,0
(주)셀피글로벌,68940,Dec-11,,,13326.29,13500242
(주)셀피글로벌,68940,Dec-12,,,12821.96,14521891
(주)셀피글로벌,68940,Dec-13,,,6300.19,14952134
(주)셀피글로벌,68940,Dec-14,,,4054.96,15102937
(주)셀피글로벌,68940,Dec-15,6735.96,15612969,6620.71,15612968
(주)셀피글로벌,68940,Dec-16,6512.05,16105692,6119.57,16105692
(주)셀피글로벌,68940,Dec-17,-2802.85,16912992,-3151.41,16912992
(주)셀피글로벌,68940,Dec-18,4795.75,16964468,4230.03,16964468
(주)셀피글로벌,68940,Dec-19,6993.57,16985778,6388.27,16985778
(주)소프트센,32680,Sep-11,,,-695.36,2006646
(주)소프트센,32680,Sep-12,,,450.21,2006646
(주)소프트센,32680,Dec-13,,,3167.56,93763
(주)소프트센,32680,Dec-14,11584.06,93763,11585.25,93763
(주)소프트센,32680,Dec-15,,,8400.93,0
(주)소프트센,32680,Dec-16,,,14094.59,0
(주)소프트센,32680,Dec-17,,,12604.62,0
(주)소프트센,32680,Dec-18,,,11824.7,0
(주)소프트센,32680,Dec-19,,,5387.1,0
(주)손오공,66910,Dec-11,13621.15,545804,12895.72,7624318
(주)손오공,66910,Dec-12,14791.96,1010436,6426.98,1010436
(주)손오공,66910,Dec-13,3177.62,1669885,-4396.26,1669885
(주)손오공,66910,Dec-14,6597.64,1797485,112.63,1797485
(주)손오공,66910,Dec-15,20145.57,1797485,15126.77,1797485
(주)손오공,66910,Dec-16,12356.58,1702385,7500.45,1702385
(주)손오공,66910,Dec-17,-2750.05,1702385,-7413.11,1702385
(주)손오공,66910,Dec-18,9564.67,1702385,6240.58,1702385
(주)손오공,66910,Dec-19,5973.41,1702385,4550.56,1702385
(주)솔고바이오메디칼,43100,Dec-11,6000.18,15002128,6419.66,10902060
(주)솔고바이오메디칼,43100,Dec-12,4003.47,15130106,-703.81,11493624
(주)솔고바이오메디칼,43100,Dec-13,6297.5,13696156,-3848.58,10107520
(주)솔고바이오메디칼,43100,Dec-14,8507.99,8180734,8837.98,7791073
(주)솔고바이오메디칼,43100,Dec-15,3302.73,8443674,2342.19,8025513
(주)솔고바이오메디칼,43100,Dec-16,1419.7,8868894,-1215.87,7913213
(주)솔고바이오메디칼,43100,Dec-17,787.92,8864124,-1811.34,7758243
(주)솔고바이오메디칼,43100,Dec-18,-5045.67,9534644,-6677.62,6771811
(주)솔고바이오메디칼,43100,Dec-19,-9456.45,9781723,-12063.17,7013991
(주)솔루에타,154040,Dec-13,33271.74,11971597,33551.53,11327266
(주)솔루에타,154040,Dec-14,15410.51,13146959,13608.58,12490934
(주)솔루에타,154040,Dec-15,24376.69,13637207,23983.12,12759524
(주)솔루에타,154040,Dec-16,15150.3,44155878,2247.92,12743317
(주)솔루에타,154040,Dec-17,25393.05,51005123,11356.18,10611801
(주)솔루에타,154040,Dec-18,24285.15,53409916,1373.2,9340622
(주)솔루에타,154040,Dec-19,37350.87,58614959,9314.64,10175902
(주)솔본,35610,Dec-11,40246.02,0,2765.05,1187498
(주)솔본,35610,Dec-12,32520.59,0,5934.37,1273498
(주)솔본,35610,Dec-13,44228.46,0,2700.11,1273498
(주)솔본,35610,Dec-14,38879.38,0,7469.47,1275779
(주)솔본,35610,Dec-15,34566.9,0,2708.31,0
(주)솔본,35610,Dec-16,36240.5,0,2183.55,0
(주)솔본,35610,Dec-17,26740.05,0,-5686.05,0
(주)솔본,35610,Dec-18,38501.5,0,11215.64,0
(주)솔본,35610,Dec-19,34411.4,0,7271.46,0
(주)쇼박스,86980,Dec-11,26209.51,489533,29030.06,0
(주)쇼박스,86980,Dec-12,54397.16,0,44598.42,0
(주)쇼박스,86980,Dec-13,65452.74,0,62008.27,0
(주)쇼박스,86980,Dec-14,51558.15,0,50436.37,0
(주)쇼박스,86980,Dec-15,92650.81,0,92645.01,0
(주)쇼박스,86980,Dec-16,71899.48,0,70996.53,0
(주)쇼박스,86980,Dec-17,74544.94,0,74076.9,0
(주)쇼박스,86980,Dec-18,51204.3,0,50292.02,0
(주)쇼박스,86980,Dec-19,69159.72,0,68664.62,0
(주)수산아이앤티,50960,Dec-16,,,12281.5,5445852
(주)수산아이앤티,50960,Dec-17,,,11760.68,5486052
(주)수산아이앤티,50960,Dec-18,,,2815.54,5576336
(주)수산아이앤티,50960,Dec-19,,,9273.11,5756012
(주)수산중공업,17550,Dec-11,29537.97,16359208,28002.38,13281871
(주)수산중공업,17550,Dec-12,30501.22,19880217,29014.39,16160725
(주)수산중공업,17550,Dec-13,20799.43,20692130,18159.6,16268935
(주)수산중공업,17550,Dec-14,23558.13,21272052,18969.42,16787311
(주)수산중공업,17550,Dec-15,18249.87,20919790,15614.95,15464310
(주)수산중공업,17550,Dec-16,17040.79,20858682,14760.37,18046425
(주)수산중공업,17550,Dec-17,17726.91,20831100,15159.26,18257648
(주)수산중공업,17550,Dec-18,23257.17,30569330,12983.51,18478454
(주)수산중공업,17550,Dec-19,24361.19,31424494,12277.66,19268699
(주)수젠텍,253840,Dec-19,-2823.25,2282345,-2785.78,2282345
(주)슈프리마,236200,Dec-16,17269.12,2366337,17285.14,2366337
(주)슈프리마,236200,Dec-17,14578.76,2349097,14371.52,2349097
(주)슈프리마,236200,Dec-18,19461.17,2595357,18328.5,2595357
(주)슈프리마,236200,Dec-19,36094.35,2894467,35670.49,2894467
(주)슈프리마아이디,317770,Dec-19,3707.43,0,3686.33,2090927
(주)슈프리마에이치큐,94840,Dec-11,8460.07,2400772,7955.12,2369772
(주)슈프리마에이치큐,94840,Dec-12,22755.68,3059232,19653.78,3028232
(주)슈프리마에이치큐,94840,Dec-13,16678.96,3592892,17354.49,3561892
(주)슈프리마에이치큐,94840,Dec-14,23478.34,4318057,21326.44,4287057
(주)슈프리마에이치큐,94840,Dec-15,5098.22,2459725,3881.21,2428725
(주)슈프리마에이치큐,94840,Dec-16,9464.07,2513575,6471.95,2482575
(주)슈프리마에이치큐,94840,Dec-17,7017.91,2126986,4664.28,192350
(주)슈프리마에이치큐,94840,Dec-18,13448.95,2168886,4797.64,234250
(주)슈프리마에이치큐,94840,Dec-19,14945.51,2422167,10947.71,300240
(주)슈피겐코리아,192440,Dec-14,58169.04,106556,49099.38,95500
(주)슈피겐코리아,192440,Dec-15,63672.33,184166,50831.73,95500
(주)슈피겐코리아,192440,Dec-16,61550,190369,54037.46,95500
(주)슈피겐코리아,192440,Dec-17,69790.42,123856,48821.64,39750
(주)슈피겐코리아,192440,Dec-18,82158.51,144722,62893.8,56950
(주)슈피겐코리아,192440,Dec-19,86017.8,214541,71899.7,56950
(주)스마트솔루션즈,136510,Dec-11,,,7126.03,203269
(주)스마트솔루션즈,136510,Dec-12,,,2000.87,203269
(주)스마트솔루션즈,136510,Dec-13,,,5369.64,203269
(주)스마트솔루션즈,136510,Dec-14,3145.85,203269,3538.65,203269
(주)스마트솔루션즈,136510,Dec-15,3265.57,203269,3670.29,203269
(주)스마트솔루션즈,136510,Dec-16,4343.61,203270,3473.74,203270
(주)스마트솔루션즈,136510,Dec-17,8829.7,1810293,8769.46,1810293
(주)스마트솔루션즈,136510,Dec-18,9483.43,1957693,9155.92,1957693
(주)스마트솔루션즈,136510,Dec-19,908.51,428209,435.57,428209
(주)스맥,99440,Dec-11,,,17242.43,5003731
(주)스맥,99440,Dec-12,,,19914.48,5131839
(주)스맥,99440,Dec-13,,,24698.15,8135436
(주)스맥,99440,Dec-14,,,22298.59,13016915
(주)스맥,99440,Dec-15,,,24302.37,16182680
(주)스맥,99440,Dec-16,23838.62,19045344,22696.91,18094955
(주)스맥,99440,Dec-17,23202.16,15957098,22738.31,15679842
(주)스맥,99440,Dec-18,21668.25,17606665,24510.98,17329410
(주)스맥,99440,Dec-19,5564.86,18310067,5246.03,18032811
(주)스카이문스테크놀로지,33790,Dec-11,,,1660.43,2518008
(주)스카이문스테크놀로지,33790,Dec-12,,,-921.11,2518008
(주)스카이문스테크놀로지,33790,Dec-13,,,321.42,2023122
(주)스카이문스테크놀로지,33790,Dec-14,,,2528.33,2009072
(주)스카이문스테크놀로지,33790,Dec-15,,,1410.47,2021606
(주)스카이문스테크놀로지,33790,Dec-16,,,-517.18,1877146
(주)스카이문스테크놀로지,33790,Dec-17,-1608.5,1952946,-1439.08,1952946
(주)스카이문스테크놀로지,33790,Dec-18,-5081.63,1755635,-3239.57,1755635
(주)스카이문스테크놀로지,33790,Dec-19,,,-9947.57,1755635
(주)스킨앤스킨,159910,Dec-12,,,9750.15,2912056
(주)스킨앤스킨,159910,Dec-13,,,580.97,11825422
(주)스킨앤스킨,159910,Dec-14,,,-1741.46,14461224
(주)스킨앤스킨,159910,Dec-15,-3365.43,16256618,-4621.08,15057460
(주)스킨앤스킨,159910,Dec-16,5773.53,16933445,440.88,15491576
(주)스킨앤스킨,159910,Dec-17,-4045.97,18296197,-6029.11,8733811
(주)스킨앤스킨,159910,Dec-18,-1567.59,13012036,-8278.35,3116560
(주)스킨앤스킨,159910,Dec-19,1927.14,3226980,-60.66,2000867
(주)스타플렉스,115570,Dec-11,19538.98,32197126,22734.38,13967544
(주)스타플렉스,115570,Dec-12,24509.4,40100504,3469.57,21535120
(주)스타플렉스,115570,Dec-13,19597.36,43715550,21060.09,25150165
(주)스타플렉스,115570,Dec-14,15964.87,44392910,16756.02,25827525
(주)스타플렉스,115570,Dec-15,9590.37,27061190,8027.89,27061191
(주)스타플렉스,115570,Dec-16,23306.76,27645514,17259.12,27645515
(주)스타플렉스,115570,Dec-17,8906.15,40584593,11895.55,28020135
(주)스타플렉스,115570,Dec-18,26100,42722812,14114.94,22695238
(주)스타플렉스,115570,Dec-19,17605.27,45609188,6157.62,20518906
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-14,,,,
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-15,,,-4994.22,0
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-16,4423.98,0,3604.78,0
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-17,4548.4,0,1249.44,0
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-18,7295.66,0,3322.83,0
(주)스튜디오산타클로스엔터테인먼트,204630,Dec-19,4121.92,0,-4545.94,0
(주)스페코,13810,Dec-11,6672.65,14135077,6418.42,2842044
(주)스페코,13810,Dec-12,13582.28,14318267,11192.58,2673694
(주)스페코,13810,Dec-13,11387.39,14746807,10366.08,2673694
(주)스페코,13810,Dec-14,15944.74,16462951,10841.66,2673694
(주)스페코,13810,Dec-15,22823.73,15567783,14579.41,2673694
(주)스페코,13810,Dec-16,18571.73,14651149,10789.58,2692694
(주)스페코,13810,Dec-17,12815.78,14689080,4753.1,2731694
(주)스페코,13810,Dec-18,6666.26,15493806,1923.76,2731694
(주)스페코,13810,Dec-19,17142.91,16350562,8082.51,2731694
(주)승일,49830,Dec-11,,,22585.91,37166324
(주)승일,49830,Dec-12,,,25406.27,36054513
(주)승일,49830,Dec-13,,,26059.51,40737064
(주)승일,49830,Dec-14,,,26910.89,40473607
(주)승일,49830,Dec-15,,,25921.23,41651123
(주)승일,49830,Dec-16,,,29041.29,45195339
(주)승일,49830,Dec-17,,,27567.02,52099364
(주)승일,49830,Dec-18,,,36844.55,55535209
(주)승일,49830,Dec-19,,,27438.87,59639060
(주)시공테크,20710,Dec-11,28544.66,226214,27179.43,26700
(주)시공테크,20710,Dec-12,17158.47,226213,22067.86,26700
(주)시공테크,20710,Dec-13,10528.65,228864,7198.6,26700
(주)시공테크,20710,Dec-14,18153.18,228864,15336.16,26700
(주)시공테크,20710,Dec-15,12391.36,228864,10774,26700
(주)시공테크,20710,Dec-16,10194.91,228864,9234.78,26700
(주)시공테크,20710,Dec-17,40127.39,164441,28520.36,26700
(주)시공테크,20710,Dec-18,18886.1,84882,13538.86,26700
(주)시공테크,20710,Dec-19,35558.63,106092,26292.35,26700
(주)시너지이노베이션,48870,Dec-11,7949.57,0,5912.24,0
(주)시너지이노베이션,48870,Dec-12,9897.31,0,8522.77,0
(주)시너지이노베이션,48870,Dec-13,-20127.69,0,-24317.8,0
(주)시너지이노베이션,48870,Dec-14,-3401.86,0,-8580.14,0
(주)시너지이노베이션,48870,Dec-15,-39804.83,0,-40114.75,0
(주)시너지이노베이션,48870,Dec-16,18109.68,3957620,15423.63,0
(주)시너지이노베이션,48870,Dec-17,7562.02,4570922,-2077.55,934020
(주)시너지이노베이션,48870,Dec-18,16389.13,7201528,16743.12,1549617
(주)시너지이노베이션,48870,Dec-19,28003.19,5436629,13184.6,1679430
(주)시노펙스,25320,Dec-11,16941.45,12499186,48330.84,8786789
(주)시노펙스,25320,Dec-12,25570.01,25864071,8026.13,18868874
(주)시노펙스,25320,Dec-13,49022.87,23375485,43716.1,15762891
(주)시노펙스,25320,Dec-14,39819.51,17660344,16253.53,3338988
(주)시노펙스,25320,Dec-15,3127.78,15020675,-1454.84,4832021
(주)시노펙스,25320,Dec-16,26137.23,14475176,6754.78,4242176
(주)시노펙스,25320,Dec-17,13207.89,10383092,11815.33,3235735
(주)시노펙스,25320,Dec-18,42958.76,32760168,9397.22,2707737
(주)시노펙스,25320,Dec-19,41254.6,28692173,14843.51,1806500
(주)시디즈,134790,Dec-11,7379.53,1042632,7462.07,1042632
(주)시디즈,134790,Dec-12,,,6921.7,1506884
(주)시디즈,134790,Dec-13,,,1478.54,1393668
(주)시디즈,134790,Dec-14,,,635.78,466425
(주)시디즈,134790,Dec-15,,,-597.71,466425
(주)시디즈,134790,Dec-16,,,64.49,404785
(주)시디즈,134790,Dec-17,,,610.31,428977
(주)시디즈,134790,Dec-18,,,9502.27,973419
(주)시디즈,134790,Dec-19,,,18223.91,1044611
(주)시스웍,269620,Dec-17,8993.87,167659,8656.99,167659
(주)시스웍,269620,Dec-18,8206.98,167659,8143.13,167659
(주)시스웍,269620,Dec-19,4575.57,167659,4235.98,167659
(주)시큐브,131090,Dec-11,,,6959.78,0
(주)시큐브,131090,Dec-12,,,7189.5,0
(주)시큐브,131090,Dec-13,,,6205.91,0
(주)시큐브,131090,Dec-14,,,5742.66,0
(주)시큐브,131090,Dec-15,,,6822.28,0
(주)시큐브,131090,Dec-16,6544.15,0,6964.04,0
(주)시큐브,131090,Dec-17,8833.85,0,8879.15,0
(주)시큐브,131090,Dec-18,6938.07,0,6954.22,0
(주)시큐브,131090,Dec-19,10357.81,0,10360.32,0
(주)시티랩스,139050,Dec-11,,,9578.97,82989
(주)시티랩스,139050,Dec-12,,,10583.4,82989
(주)시티랩스,139050,Dec-13,9546.87,0,9571.32,0
(주)시티랩스,139050,Dec-14,12535.12,0,10916.41,0
(주)시티랩스,139050,Dec-15,8834.94,0,7565.94,0
(주)시티랩스,139050,Dec-16,5499.05,0,5018.61,0
(주)시티랩스,139050,Dec-17,1280.57,0,-4794.37,0
(주)시티랩스,139050,Dec-18,10749.86,0,-855.55,0
(주)시티랩스,139050,Dec-19,17363.62,0,-9701.84,0
(주)신도리코,29530,Dec-11,190276.16,63562668,154489.75,36833393
(주)신도리코,29530,Dec-12,172649.23,61799475,132519.56,36555961
(주)신도리코,29530,Dec-13,145509.05,62510405,127844.67,36942314
(주)신도리코,29530,Dec-14,123577.85,62514272,94805.37,36587494
(주)신도리코,29530,Dec-15,127116.91,59121725,93007.61,36252894
(주)신도리코,29530,Dec-16,147264.15,52076244,96714.12,33690096
(주)신도리코,29530,Dec-17,146903.23,50636919,101187.27,33740137
(주)신도리코,29530,Dec-18,147420.41,47576216,105932.41,30774803
(주)신도리코,29530,Dec-19,117641.94,46333111,81422.24,30809880
(주)신성이엔지,11930,Dec-11,,,12603.77,105849086
(주)신성이엔지,11930,Dec-12,,,-9011.55,118297834
(주)신성이엔지,11930,Dec-13,,,11965.76,121649239
(주)신성이엔지,11930,Dec-14,,,27615.34,126325164
(주)신성이엔지,11930,Dec-15,,,46442.99,138573147
(주)신성이엔지,11930,Dec-16,49559.15,141410690,58618.56,137902151
(주)신성이엔지,11930,Dec-17,103643.88,162346544,81462.16,158692184
(주)신성이엔지,11930,Dec-18,75435.15,90353427,52978.43,86669922
(주)신성이엔지,11930,Dec-19,94544.35,91452909,86985.52,87780057
(주)신세계,4170,Dec-11,695774.23,0,567641.06,0
(주)신세계,4170,Dec-12,764865.55,0,588653.24,0
(주)신세계,4170,Dec-13,865821.6,0,614923.48,0
(주)신세계,4170,Dec-14,815302.15,0,633644.04,0
(주)신세계,4170,Dec-15,1149990.84,0,961672.2,0
(주)신세계,4170,Dec-16,1057743.9,0,689190.77,0
(주)신세계,4170,Dec-17,1049526.92,0,702811.75,0
(주)신세계,4170,Dec-18,1421413.22,0,778532.97,0
(주)신세계,4170,Dec-19,2078537.55,0,1444659.08,0
(주)신세계아이앤씨,35510,Dec-11,,,58743.71,0
(주)신세계아이앤씨,35510,Dec-12,,,59310.09,0
(주)신세계아이앤씨,35510,Dec-13,,,57580.62,0
(주)신세계아이앤씨,35510,Dec-14,,,57268.1,0
(주)신세계아이앤씨,35510,Dec-15,,,53472.24,0
(주)신세계아이앤씨,35510,Dec-16,,,60632.75,0
(주)신세계아이앤씨,35510,Dec-17,,,75587.81,0
(주)신세계아이앤씨,35510,Dec-18,,,107212.88,0
(주)신세계아이앤씨,35510,Dec-19,,,98053.51,0
(주)신세계인터내셔날,31430,Dec-11,,,124117.7,0
(주)신세계인터내셔날,31430,Dec-12,137006.52,172100,132237.02,0
(주)신세계인터내셔날,31430,Dec-13,119392.42,286571,112257.04,0
(주)신세계인터내셔날,31430,Dec-14,124949.91,0,99690.99,0
(주)신세계인터내셔날,31430,Dec-15,140200.32,0,114557.09,0
(주)신세계인터내셔날,31430,Dec-16,147876.71,0,122805.06,0
(주)신세계인터내셔날,31430,Dec-17,167788.85,0,147583.16,0
(주)신세계인터내셔날,31430,Dec-18,209645.47,0,175405.14,0
(주)신세계인터내셔날,31430,Dec-19,273690.67,0,227720.69,0
(주)신세계푸드,31440,Dec-11,,,100112.29,15355960
(주)신세계푸드,31440,Dec-12,,,94330.27,16236902
(주)신세계푸드,31440,Dec-13,,,98078.88,16058361
(주)신세계푸드,31440,Dec-14,,,90755.19,32733821
(주)신세계푸드,31440,Dec-15,172359.61,59924993,171841.29,52714426
(주)신세계푸드,31440,Dec-16,230428.04,69483692,218814.21,58765077
(주)신세계푸드,31440,Dec-17,249683.99,75540584,239779.85,63298832
(주)신세계푸드,31440,Dec-18,255914.09,76933501,243682.24,65047714
(주)신세계푸드,31440,Dec-19,249571.88,94773496,237322.54,86719185
(주)신영와코루,5800,Sep-11,60006.71,3386509,56692.92,1562313
(주)신영와코루,5800,Sep-12,58834.41,3322804,56036.33,1566913
(주)신영와코루,5800,Sep-13,53171.02,3499732,49990.16,1619913
(주)신영와코루,5800,Sep-14,44406.22,3448203,41901.98,1619913
(주)신영와코루,5800,Dec-15,51929.99,5236674,47773.86,3296737
(주)신영와코루,5800,Dec-16,57176.92,5158346,54982.81,3296737
(주)신영와코루,5800,Dec-17,45673.3,5211865,41895.66,3448637
(주)신영와코루,5800,Dec-18,37184.35,5234804,34659.76,3456637
(주)신영와코루,5800,Dec-19,32526.74,5372578,30105.53,3560637
(주)신원,9270,Dec-11,35989.76,30105839,40246.16,5338999
(주)신원,9270,Dec-12,76847.32,28815483,34923.44,5801760
(주)신원,9270,Dec-13,76085.42,27820845,37460.48,5870440
(주)신원,9270,Dec-14,88918.8,29853112,46475.98,5870440
(주)신원,9270,Dec-15,124239.88,32051153,54268.87,5870440
(주)신원,9270,Dec-16,110819.47,33677241,43087.91,5870440
(주)신원,9270,Dec-17,108736.49,32651277,40440.75,5870440
(주)신원,9270,Dec-18,107979.04,29679956,38623.65,5870440
(주)신원,9270,Dec-19,118929.17,32116225,56585.45,5870440
(주)신진에스엠,138070,Dec-11,15672.09,9544213,15670.21,9273822
(주)신진에스엠,138070,Dec-12,15987.27,16805756,17255.34,12194110
(주)신진에스엠,138070,Dec-13,15488.07,17025953,15538.31,13182371
(주)신진에스엠,138070,Dec-14,17548,21053923,16167.69,15185299
(주)신진에스엠,138070,Dec-15,20728.99,24784637,20771.29,14377661
(주)신진에스엠,138070,Dec-16,17018.45,27751689,11635.22,16848710
(주)신진에스엠,138070,Dec-17,22476.93,28528200,17049.86,18052509
(주)신진에스엠,138070,Dec-18,19577.78,32015958,14734.03,20838551
(주)신진에스엠,138070,Dec-19,19005.26,33862265,13910.79,20839149
(주)신테카바이오,226330,Dec-19,,,-19924.93,964107
(주)신화다이나믹스,1770,Dec-11,,,9087.56,11855091
(주)신화다이나믹스,1770,Dec-12,,,7458.39,11904691
(주)신화다이나믹스,1770,Dec-13,,,4073.81,11942281
(주)신화다이나믹스,1770,Dec-14,,,7172.64,11958181
(주)신화다이나믹스,1770,Dec-15,,,8350.79,11991521
(주)신화다이나믹스,1770,Dec-16,,,6723.81,12050021
(주)신화다이나믹스,1770,Dec-17,,,3168.29,12091521
(주)신화다이나믹스,1770,Dec-18,,,9120.72,12388811
(주)신화다이나믹스,1770,Dec-19,,,7302.21,12373311
(주)신화콘텍,187270,Dec-14,17357.08,9792567,16842.26,9442051
(주)신화콘텍,187270,Dec-15,9411.74,11708638,8838.65,11343726
(주)신화콘텍,187270,Dec-16,11252.62,13199822,9674.26,12667109
(주)신화콘텍,187270,Dec-17,18468.92,14312718,16448.62,11253655
(주)신화콘텍,187270,Dec-18,12239.62,13813444,8328.22,12404991
(주)신화콘텍,187270,Dec-19,10035.91,17558027,-3522.38,15769257
(주)신흥,4080,Dec-11,30595.19,1825812,28336.91,938085
(주)신흥,4080,Dec-12,25775.26,1249779,22873.47,641782
(주)신흥,4080,Dec-13,26245.46,831696,23820.13,482232
(주)신흥,4080,Dec-14,30145.31,533484,28786.16,338020
(주)신흥,4080,Dec-15,25784.36,294392,25948.52,202132
(주)신흥,4080,Dec-16,23336.27,583081,23132.68,120331
(주)신흥,4080,Dec-17,26956.13,540852,24573.33,69044
(주)신흥,4080,Dec-18,27675.99,979104,24704.35,42187
(주)신흥,4080,Dec-19,25051.55,865715,21180.76,151467
(주)심텍,222800,Dec-15,,362485003,,312663083
(주)심텍,222800,Dec-16,207341.78,388681519,183320.79,337309714
(주)심텍,222800,Dec-17,222857.73,517528437,194043.61,349098619
(주)심텍,222800,Dec-18,303245.76,585104242,223831.57,392014609
(주)심텍,222800,Dec-19,259340.49,583430291,148768.22,426887137
(주)심텍홀딩스,36710,Dec-11,163914,258690738,160488.09,258690738
(주)심텍홀딩스,36710,Dec-12,150463.42,268742903,152932.96,268742904
(주)심텍홀딩스,36710,Dec-13,105462.54,323555270,87120.67,272175725
(주)심텍홀딩스,36710,Dec-14,160744.15,358600968,142944.62,303090491
(주)심텍홀딩스,36710,Dec-15,18927.6,386320546,-22524.14,0
(주)심텍홀딩스,36710,Dec-16,219801.7,412279820,2282.11,0
(주)심텍홀딩스,36710,Dec-17,225965.79,542378220,3643.78,0
(주)심텍홀딩스,36710,Dec-18,312233.41,595766068,4269.6,0
(주)심텍홀딩스,36710,Dec-19,267996.96,594092118,1378.26,0
(주)싸이맥스,160980,Dec-15,7957.47,28098,7997.09,28098
(주)싸이맥스,160980,Dec-16,14655.62,23298,14675.75,23298
(주)싸이맥스,160980,Dec-17,33915.26,316849,33992.07,23298
(주)싸이맥스,160980,Dec-18,29387.42,406849,25388.94,23298
(주)싸이맥스,160980,Dec-19,15880.47,406849,15815.99,23298
(주)싸이토젠,217330,Dec-18,,,-127.49,0
(주)싸이토젠,217330,Dec-19,,,-956,0
(주)쌍방울,102280,Dec-11,22328.11,54458968,20433.37,6763890
(주)쌍방울,102280,Dec-12,22397.15,53679488,19585.51,6772790
(주)쌍방울,102280,Dec-13,15741.52,47948959,18309.45,6506520
(주)쌍방울,102280,Dec-14,21721.25,49185564,18181.85,6517060
