회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(IFRS연결),부채(IFRS연결),영업활동으로 인한 현금흐름(IFRS개별),부채(IFRS개별)
(주)에스비에스콘텐츠허브,46140,Dec-17,1382777,63133700,3192246,56409517
(주)에스비에스콘텐츠허브,46140,Dec-18,4109312,56408949,5033865,57485843
(주)에스비에스콘텐츠허브,46140,Dec-19,-32141013,41843188,-29574666,43641799
(주)에스씨디,42110,Dec-11,,,2091132,11947012
(주)에스씨디,42110,Dec-12,,,4427978,11587529
(주)에스씨디,42110,Dec-13,,,8831304,13581262
(주)에스씨디,42110,Dec-14,,,13163500,15479594
(주)에스씨디,42110,Dec-15,17413756,22929834,16494342,22030559
(주)에스씨디,42110,Dec-16,11318976,24070155,10712658,23112065
(주)에스씨디,42110,Dec-17,-8629525,23271773,-8470415,21827147
(주)에스씨디,42110,Dec-18,2351107,26674612,-578139,22537499
(주)에스씨디,42110,Dec-19,3742234,38474981,2868696,35082254
(주)에스아이리소스,65420,Dec-11,-1392781,23639000,3674472,9318056
(주)에스아이리소스,65420,Dec-12,514264,21268008,-2007199,10474942
(주)에스아이리소스,65420,Dec-13,2024956,19936684,445427,10041483
(주)에스아이리소스,65420,Dec-14,4859067,19686379,277572,9287316
(주)에스아이리소스,65420,Dec-15,9498143,10737567,9038535,1161648
(주)에스아이리소스,65420,Dec-16,-1228202,17718099,-2017210,2513845
(주)에스아이리소스,65420,Dec-17,1701277,13737702,-1423498,3301958
(주)에스아이리소스,65420,Dec-18,-472523,10471406,-1932935,4445447
(주)에스아이리소스,65420,Dec-19,,,-1341292,1530968
(주)에스앤더블류,103230,Dec-11,,,9694,43564290
(주)에스앤더블류,103230,Dec-12,,,12337854,30801328
(주)에스앤더블류,103230,Dec-13,,,11336459,22315584
(주)에스앤더블류,103230,Dec-14,,,6915742,21839070
(주)에스앤더블류,103230,Dec-15,,,5518291,15000735
(주)에스앤더블류,103230,Dec-16,,,96675,13958918
(주)에스앤더블류,103230,Dec-17,,,-1563149,11699467
(주)에스앤더블류,103230,Dec-18,,,-3551810,15638687
(주)에스앤더블류,103230,Dec-19,,,-2412789,16616443
(주)에스앤에스텍,101490,Dec-11,8882888,65318522,8581030,49898460
(주)에스앤에스텍,101490,Dec-12,4927850,72372175,9812521,46075793
(주)에스앤에스텍,101490,Dec-13,6369288,75249841,15255941,42833897
(주)에스앤에스텍,101490,Dec-14,1988588,37113851,10270191,37113851
(주)에스앤에스텍,101490,Dec-15,,,14325152,30732797
(주)에스앤에스텍,101490,Dec-16,,,12666554,45829794
(주)에스앤에스텍,101490,Dec-17,,,9521947,42603472
(주)에스앤에스텍,101490,Dec-18,,,12315421,44144939
(주)에스앤에스텍,101490,Dec-19,,,8735925,46990904
(주)에스에너지,95910,Dec-11,1965838,89334517,1820643,77564703
(주)에스에너지,95910,Dec-12,-584335,93348563,265366,88033491
(주)에스에너지,95910,Dec-13,869428,105173881,13820107,78427906
(주)에스에너지,95910,Dec-14,6309077,140742180,12169472,105936071
(주)에스에너지,95910,Dec-15,-9880400,191046249,-3622619,132508603
(주)에스에너지,95910,Dec-16,-1531803,251828986,-9181661,187040863
(주)에스에너지,95910,Dec-17,-9949708,199879857,-14297179,127241572
(주)에스에너지,95910,Dec-18,3912405,197420456,1622212,100005116
(주)에스에너지,95910,Dec-19,-9989157,208855239,7711330,99653071
(주)에스에스알,275630,Dec-18,,,111827,4335917
(주)에스에스알,275630,Dec-19,,,2467150,3470783
(주)에스에이엠티,31330,Dec-11,7243942,201022640,-8544811,191799339
(주)에스에이엠티,31330,Dec-12,26793611,170395554,27108947,160169321
(주)에스에이엠티,31330,Dec-13,11604129,174945875,12230350,160309569
(주)에스에이엠티,31330,Dec-14,-3945645,175709043,-4086859,174460503
(주)에스에이엠티,31330,Dec-15,22321358,137944862,22281041,137926598
(주)에스에이엠티,31330,Dec-16,13485304,112540367,13536010,112516339
(주)에스에이엠티,31330,Dec-17,18510592,93130560,9575816,93125030
(주)에스에이엠티,31330,Dec-18,-8663490,107384968,-615407,107381672
(주)에스에이엠티,31330,Dec-19,45835621,47417913,46395040,47415907
(주)에스에이티,60540,Dec-11,5521471,25450567,427775,17908466
(주)에스에이티,60540,Dec-12,-1273025,15317975,478987,9613335
(주)에스에이티,60540,Dec-13,-1078373,13968170,-553164,12722135
(주)에스에이티,60540,Dec-14,2907091,17610541,3006731,15004752
(주)에스에이티,60540,Dec-15,6177317,31128767,2965195,11150682
(주)에스에이티,60540,Dec-16,5218094,26891400,60583,5404163
(주)에스에이티,60540,Dec-17,7600891,48847464,2039029,5798257
(주)에스에이티,60540,Dec-18,10154075,41645901,2894071,5364386
(주)에스에이티,60540,Dec-19,14384984,46446127,10938519,5411282
(주)에스에프에이,56190,Dec-11,115796860,215895520,112369780,214032758
(주)에스에프에이,56190,Dec-12,61276681,205483162,45232707,202102861
(주)에스에프에이,56190,Dec-13,74349975,127053834,70677968,123319703
(주)에스에프에이,56190,Dec-14,20300395,135692956,28196229,128542411
(주)에스에프에이,56190,Dec-15,19362838,561566235,13219522,126316714
(주)에스에프에이,56190,Dec-16,164451177,729633919,132622835,314096397
(주)에스에프에이,56190,Dec-17,376593642,825954272,263454885,458438259
(주)에스에프에이,56190,Dec-18,38190072,657544362,-686774,291025186
(주)에스에프에이,56190,Dec-19,7695484,693841815,-63544649,320242110
(주)에스에프에이반도체,36540,Dec-11,3752547,377922414,27153573,249931322
(주)에스에프에이반도체,36540,Dec-12,62127128,520405895,43074359,338848536
(주)에스에프에이반도체,36540,Dec-13,34786991,592696880,29830260,366772525
(주)에스에프에이반도체,36540,Dec-14,87137800,609402277,47121028,403268284
(주)에스에프에이반도체,36540,Dec-15,59901437,470784212,4500986,349237344
(주)에스에프에이반도체,36540,Dec-16,44251234,404596207,24386791,319572260
(주)에스에프에이반도체,36540,Dec-17,84404980,363304797,13876981,311935480
(주)에스에프에이반도체,36540,Dec-18,36328365,339642929,74282753,307757302
(주)에스에프에이반도체,36540,Dec-19,79527286,345386475,57999281,336697437
(주)에스엘바이오닉스,214310,Dec-15,6311842,14862118,6311729,14861873
(주)에스엘바이오닉스,214310,Dec-16,-3788128,39879492,3435763,39321513
(주)에스엘바이오닉스,214310,Dec-17,11152179,39912252,5067682,35980462
(주)에스엘바이오닉스,214310,Dec-18,-811331,33162258,4761628,32225529
(주)에스엘바이오닉스,214310,Dec-19,2469267,15731666,1325988,15731666
(주)에스엠라이프디자인그룹,63440,Dec-11,,,994099,8865241
(주)에스엠라이프디자인그룹,63440,Dec-12,,,-1208561,7480049
(주)에스엠라이프디자인그룹,63440,Dec-13,-4664342,19763789,-2805769,18457349
(주)에스엠라이프디자인그룹,63440,Dec-14,-4765367,11531955,173536,9754003
(주)에스엠라이프디자인그룹,63440,Dec-15,-3745541,9922421,1080332,8970824
(주)에스엠라이프디자인그룹,63440,Dec-16,-7683508,3264093,-7683508,3264093
(주)에스엠라이프디자인그룹,63440,Dec-17,4050806,4174959,3881138,2726736
(주)에스엠라이프디자인그룹,63440,Dec-18,2703220,6076440,3797203,5127487
(주)에스엠라이프디자인그룹,63440,Dec-19,3945927,11545494,4817249,5011742
(주)에스엠벡셀,10580,Dec-11,,,-2713538,45197828
(주)에스엠벡셀,10580,Dec-12,,,-3494472,45504658
(주)에스엠벡셀,10580,Dec-13,,,-1109124,61009155
(주)에스엠벡셀,10580,Dec-14,,,1420863,56777340
(주)에스엠벡셀,10580,Dec-15,,,639550,50425739
(주)에스엠벡셀,10580,Dec-16,,,2851762,42661498
(주)에스엠벡셀,10580,Dec-17,,,-3719137,33810918
(주)에스엠벡셀,10580,Dec-18,,,6138000,36895461
(주)에스엠벡셀,10580,Dec-19,,,6342563,54463233
(주)에스엠엔터테인먼트,41510,Dec-11,32259693,64803100,22836942,45928624
(주)에스엠엔터테인먼트,41510,Dec-12,47488062,89269468,31672348,53679233
(주)에스엠엔터테인먼트,41510,Dec-13,30325311,125942129,8145555,73841656
(주)에스엠엔터테인먼트,41510,Dec-14,-9102483,101103363,-7442950,50218297
(주)에스엠엔터테인먼트,41510,Dec-15,66056385,136211256,41526296,86124181
(주)에스엠엔터테인먼트,41510,Dec-16,21151120,149536302,43229328,93896766
(주)에스엠엔터테인먼트,41510,Dec-17,77473172,361878090,39344845,115637344
(주)에스엠엔터테인먼트,41510,Dec-18,120003667,426345966,70465880,148804342
(주)에스엠엔터테인먼트,41510,Dec-19,91946539,482852439,16370491,153082904
(주)에스엠컬처앤콘텐츠,48550,Dec-11,3946153,10629033,3270111,5889094
(주)에스엠컬처앤콘텐츠,48550,Dec-12,-6896835,12906296,-5970456,10321418
(주)에스엠컬처앤콘텐츠,48550,Dec-13,-2997499,32480626,-1453482,31073041
(주)에스엠컬처앤콘텐츠,48550,Dec-14,-719464,29112233,229880,28679206
(주)에스엠컬처앤콘텐츠,48550,Dec-15,6226564,32031377,6394646,31896756
(주)에스엠컬처앤콘텐츠,48550,Dec-16,-203695,26379363,-1296135,25839594
(주)에스엠컬처앤콘텐츠,48550,Dec-17,42043687,185847122,-4847042,185222580
(주)에스엠컬처앤콘텐츠,48550,Dec-18,53152336,202022804,53307866,201686982
(주)에스엠컬처앤콘텐츠,48550,Dec-19,27332369,234208562,26677194,233621164
(주)에스엠코어,7820,Dec-11,4528210,29198551,4603304,29662975
(주)에스엠코어,7820,Dec-12,5157946,25968015,5099265,26661962
(주)에스엠코어,7820,Dec-13,1368893,30126948,1187882,31165979
(주)에스엠코어,7820,Dec-14,624472,28253085,651748,29385372
(주)에스엠코어,7820,Dec-15,24421926,28159449,23791326,28795611
(주)에스엠코어,7820,Dec-16,-18252556,18720127,-16889071,20055758
(주)에스엠코어,7820,Dec-17,-7715169,22983829,-8051483,23904261
(주)에스엠코어,7820,Dec-18,-4425233,29950041,-4685247,29946646
(주)에스엠코어,7820,Dec-19,-4962076,28277601,-4645002,28276728
(주)에스원,12750,Dec-11,207816657,296645472,190049650,273524835
(주)에스원,12750,Dec-12,127209615,275921593,114017179,244145254
(주)에스원,12750,Dec-13,164908731,310574829,150768470,274359092
(주)에스원,12750,Dec-14,281702972,544328447,264687014,502154429
(주)에스원,12750,Dec-15,317901524,414070537,309280564,395336145
(주)에스원,12750,Dec-16,273180865,360431279,267467889,341567826
(주)에스원,12750,Dec-17,294205564,373699477,290452310,354751262
(주)에스원,12750,Dec-18,236971524,420536578,233622971,390157946
(주)에스원,12750,Dec-19,279831501,467353241,275716923,432912285
(주)에스제이그룹,306040,Dec-19,15165115,22442984,15117214,19347327
(주)에스제이엠,123700,Dec-11,13323214,42883843,12922124,35080707
(주)에스제이엠,123700,Dec-12,19254405,37101493,8997293,29617885
(주)에스제이엠,123700,Dec-13,26835582,32813936,18159831,26958203
(주)에스제이엠,123700,Dec-14,10814926,35129208,2546230,28002138
(주)에스제이엠,123700,Dec-15,25652825,32280359,7681927,23472660
(주)에스제이엠,123700,Dec-16,15671243,37259295,9211374,24045207
(주)에스제이엠,123700,Dec-17,8387563,35070979,9431011,19690283
(주)에스제이엠,123700,Dec-18,9716315,33638391,3229783,20476352
(주)에스제이엠,123700,Dec-19,20114208,45446253,7741122,18335197
(주)에스제이엠홀딩스,25530,Dec-11,14999881,44399680,7139356,90819
(주)에스제이엠홀딩스,25530,Dec-12,20963550,37831819,2082251,55215
(주)에스제이엠홀딩스,25530,Dec-13,29492390,33870076,657561,114810
(주)에스제이엠홀딩스,25530,Dec-14,11736441,34915387,1872087,134975
(주)에스제이엠홀딩스,25530,Dec-15,27165813,44067198,3194953,12626239
(주)에스제이엠홀딩스,25530,Dec-16,17539090,48186543,2397604,13918665
(주)에스제이엠홀딩스,25530,Dec-17,7760689,47622010,-785773,14699801
(주)에스제이엠홀딩스,25530,Dec-18,11740362,45615308,2379691,14607714
(주)에스제이엠홀딩스,25530,Dec-19,21571734,56116304,1774371,13972115
(주)에스지글로벌,1380,Dec-11,-2647930,58068721,-3352319,53709253
(주)에스지글로벌,1380,Dec-12,-1513728,66363664,-1011747,64081968
(주)에스지글로벌,1380,Dec-13,-2021333,72872984,-2013995,68201508
(주)에스지글로벌,1380,Dec-14,-11915232,76615424,-12238476,71049722
(주)에스지글로벌,1380,Dec-15,1899742,85043145,4351780,72814040
(주)에스지글로벌,1380,Dec-16,-4946648,92412694,-2152064,76757198
(주)에스지글로벌,1380,Dec-17,10614844,73297557,14285673,57495267
(주)에스지글로벌,1380,Dec-18,3511768,72570150,6939317,54870613
(주)에스지글로벌,1380,Dec-19,15908797,74001790,11916860,55505283
(주)에스지세계물산,4060,Dec-11,-2315983,95818877,-3103177,90734292
(주)에스지세계물산,4060,Dec-12,10612830,81847818,10136685,80021729
(주)에스지세계물산,4060,Dec-13,-6440408,78992437,-2746950,76433054
(주)에스지세계물산,4060,Dec-14,-3906150,90706507,-5003857,87060912
(주)에스지세계물산,4060,Dec-15,13682600,89289748,11563664,85121753
(주)에스지세계물산,4060,Dec-16,-5166667,102161010,-4194655,98324177
(주)에스지세계물산,4060,Dec-17,8106075,131417509,9708444,127445702
(주)에스지세계물산,4060,Dec-18,-14284604,137535685,-15646869,135542035
(주)에스지세계물산,4060,Dec-19,31165048,82842127,36610200,70659851
(주)에스지엔지,40610,Dec-11,-16611367,442902168,2600546,11759284
(주)에스지엔지,40610,Dec-12,3664940,455721337,2683278,8337665
(주)에스지엔지,40610,Dec-13,29569706,470831582,4159810,12837799
(주)에스지엔지,40610,Dec-14,29481764,463328780,358211,24518757
(주)에스지엔지,40610,Dec-15,41929342,510658174,2595302,24627883
(주)에스지엔지,40610,Dec-16,47622397,682124596,2462004,26178999
(주)에스지엔지,40610,Dec-17,107083121,636749894,742656,28961657
(주)에스지엔지,40610,Dec-18,-24160864,612617667,2473065,40005069
(주)에스지엔지,40610,Dec-19,44255297,497214874,2043836,47472146
(주)에스코넥,96630,Dec-11,-306990,72660312,-450631,63870435
(주)에스코넥,96630,Dec-12,2832871,72150300,-1501396,58647088
(주)에스코넥,96630,Dec-13,26046207,94261010,23405985,68841507
(주)에스코넥,96630,Dec-14,14286320,103057512,11952119,72431767
(주)에스코넥,96630,Dec-15,19903110,91817623,12277062,69761272
(주)에스코넥,96630,Dec-16,31639382,100210342,20065863,62708251
(주)에스코넥,96630,Dec-17,7691779,82057298,-4167469,51667772
(주)에스코넥,96630,Dec-18,19399610,75586822,26191549,48769500
(주)에스코넥,96630,Dec-19,12742356,70721456,2689180,47518633
(주)에스텍파마,41910,Dec-11,,,10031298,28013091
(주)에스텍파마,41910,Dec-12,,,5419002,43188081
(주)에스텍파마,41910,Dec-13,10192701,36411012,10262626,36257162
(주)에스텍파마,41910,Dec-14,4994031,38567246,5179702,38562274
(주)에스텍파마,41910,Dec-15,10462018,19236949,10422764,19208486
(주)에스텍파마,41910,Dec-16,8186986,20049617,8215489,20193376
(주)에스텍파마,41910,Dec-17,7132258,12988341,7126862,13103332
(주)에스텍파마,41910,Dec-18,7249600,9093985,7242723,9150986
(주)에스텍파마,41910,Dec-19,4289946,13705262,3923769,13522229
(주)에스티아이,39440,Dec-11,3659536,24055095,2505874,22651267
(주)에스티아이,39440,Dec-12,2924893,21714513,2475187,20383726
(주)에스티아이,39440,Dec-13,6487620,26888235,6523670,24706849
(주)에스티아이,39440,Dec-14,15875615,36718040,14716964,34101120
(주)에스티아이,39440,Dec-15,13612118,51580006,12254113,48107027
(주)에스티아이,39440,Dec-16,7645644,78464434,2309052,69367012
(주)에스티아이,39440,Dec-17,1906669,77629565,705423,68644174
(주)에스티아이,39440,Dec-18,-32566980,102146613,-34967991,94202925
(주)에스티아이,39440,Dec-19,76035782,97833475,79959638,89657179
(주)에스티오,98660,Dec-11,3632598,52060437,3348952,48736911
(주)에스티오,98660,Dec-12,1389695,45853102,2562895,42693847
(주)에스티오,98660,Dec-13,3052256,48028110,5421195,45957613
(주)에스티오,98660,Dec-14,1210770,51375578,2308805,50589338
(주)에스티오,98660,Dec-15,-45932,44901456,982208,44273290
(주)에스티오,98660,Dec-16,4679160,41601867,4874611,40678685
(주)에스티오,98660,Dec-17,4152898,36669925,5002135,35799292
(주)에스티오,98660,Dec-18,9384803,35609216,10815397,35061957
(주)에스티오,98660,Dec-19,-3167689,33043432,-2945793,32358415
(주)에스티큐브,52020,Dec-11,-2334837,5441992,-1216453,4980497
(주)에스티큐브,52020,Dec-12,2137263,4924084,353758,4829299
(주)에스티큐브,52020,Dec-13,-6860265,16630653,-5952845,16597780
(주)에스티큐브,52020,Dec-14,-2687839,9704633,-1779917,9667652
(주)에스티큐브,52020,Dec-15,-4274151,2452583,-3483222,2434681
(주)에스티큐브,52020,Dec-16,6066176,11535588,8117178,12012824
(주)에스티큐브,52020,Dec-17,-11381656,7336329,-7277233,7313534
(주)에스티큐브,52020,Dec-18,-5960228,19913684,-703844,20143048
(주)에스티큐브,52020,Dec-19,-192991,23562403,3895610,22691813
(주)에스폴리텍,50760,Dec-11,2540991,57326722,2847946,63581408
(주)에스폴리텍,50760,Dec-12,4154297,58848801,11323324,51619277
(주)에스폴리텍,50760,Dec-13,2159785,53212686,5994065,51611860
(주)에스폴리텍,50760,Dec-14,2777443,52704771,2034341,49127756
(주)에스폴리텍,50760,Dec-15,3376434,52916983,742347,53614916
(주)에스폴리텍,50760,Dec-16,8982830,56748306,9644166,55700658
(주)에스폴리텍,50760,Dec-17,645587,62861634,1266971,63362538
(주)에스폴리텍,50760,Dec-18,-2015350,57049418,-1555234,56600314
(주)에스폴리텍,50760,Dec-19,23357100,53128693,23757421,52840523
(주)에스피시스템스,317830,Dec-19,-2748228,28654710,-2603304,24538919
(주)에스피씨삼립,5610,Dec-11,49723737,203049159,49718125,202288578
(주)에스피씨삼립,5610,Dec-12,15083292,368250069,15001117,223259921
(주)에스피씨삼립,5610,Dec-13,70148360,358382805,32085876,233459580
(주)에스피씨삼립,5610,Dec-14,42434916,348177889,18339955,220273615
(주)에스피씨삼립,5610,Dec-15,44289366,359123830,31394898,185130043
(주)에스피씨삼립,5610,Dec-16,79625471,382313884,27275537,209760566
(주)에스피씨삼립,5610,Dec-17,63082017,454395972,45834799,257731468
(주)에스피씨삼립,5610,Dec-18,68342779,438315150,64853690,301810285
(주)에스피씨삼립,5610,Dec-19,94659148,873555342,73669453,638547258
(주)에스피지,58610,Dec-11,15865684,57581987,17284470,56226421
(주)에스피지,58610,Dec-12,-3522486,62625305,-6187557,58364148
(주)에스피지,58610,Dec-13,7593489,68379437,5832663,60206608
(주)에스피지,58610,Dec-14,-9930405,74928420,-7684277,65146417
(주)에스피지,58610,Dec-15,6061762,81701698,5703298,72533051
(주)에스피지,58610,Dec-16,18748914,145230481,16913218,124292118
(주)에스피지,58610,Dec-17,-15885890,149998456,-12591777,125002809
(주)에스피지,58610,Dec-18,9184026,149867904,7494576,125379399
(주)에스피지,58610,Dec-19,8248699,144510273,9184199,117801905
(주)에쎈테크,43340,Dec-11,,,-1964429,68181218
(주)에쎈테크,43340,Dec-12,,,1871991,45252665
(주)에쎈테크,43340,Dec-13,,,4185678,44306754
(주)에쎈테크,43340,Dec-14,,,1677941,40401241
(주)에쎈테크,43340,Dec-15,,,2065490,40757999
(주)에쎈테크,43340,Dec-16,,,2139726,41604108
(주)에쎈테크,43340,Dec-17,,,8916098,25462797
(주)에쎈테크,43340,Dec-18,,,2730293,17914414
(주)에쎈테크,43340,Dec-19,,,3121944,15146672
(주)에이디칩스,54630,Dec-11,985825,6320492,83053,4519577
(주)에이디칩스,54630,Dec-12,-1529413,7406804,-1455095,5557041
(주)에이디칩스,54630,Dec-13,-1407600,7698034,-1123577,7100804
(주)에이디칩스,54630,Dec-14,-2703650,7049037,-2532120,7428753
(주)에이디칩스,54630,Dec-15,-2327279,3584681,-2365967,3496338
(주)에이디칩스,54630,Dec-16,-1056345,8250765,-1127318,8250765
(주)에이디칩스,54630,Dec-17,,,-38346,6609633
(주)에이디칩스,54630,Dec-18,,,-4596129,16762247
(주)에이디칩스,54630,Dec-19,,,-4067396,12721372
(주)에이디테크놀로지,200710,Dec-14,12350066,10296547,12250459,10172979
(주)에이디테크놀로지,200710,Dec-15,1827955,7775160,1828702,7599062
(주)에이디테크놀로지,200710,Dec-16,-1869869,13580364,-1868635,13521496
(주)에이디테크놀로지,200710,Dec-17,,,2903688,10481071
(주)에이디테크놀로지,200710,Dec-18,-8415179,27991148,-8438594,27991148
(주)에이디테크놀로지,200710,Dec-19,17878472,54436302,17891873,54435958
(주)에이루트,96690,Dec-11,,,4826580,4319515
(주)에이루트,96690,Dec-12,1562070,4539810,1573960,3260212
(주)에이루트,96690,Dec-13,3263038,5315504,3264635,4362919
(주)에이루트,96690,Dec-14,,,3402212,1976471
(주)에이루트,96690,Dec-15,,,2303094,4025315
(주)에이루트,96690,Dec-16,-9461874,58265799,-5874285,28021033
(주)에이루트,96690,Dec-17,9909503,47060537,11252174,19022212
(주)에이루트,96690,Dec-18,1426034,18250867,1642823,1238223
(주)에이루트,96690,Dec-19,-6499549,100759336,387290,77905896
(주)에이블씨엔씨,78520,Dec-11,47431330,74483116,44990102,70218606
(주)에이블씨엔씨,78520,Dec-12,35930522,82858389,32764564,80272284
(주)에이블씨엔씨,78520,Dec-13,32709933,70365257,28511222,61185029
(주)에이블씨엔씨,78520,Dec-14,-10995902,58732733,-11099195,48438915
(주)에이블씨엔씨,78520,Dec-15,33603488,63772509,29048783,53622331
(주)에이블씨엔씨,78520,Dec-16,27184363,79749075,27258821,73013461
(주)에이블씨엔씨,78520,Dec-17,4029973,67639507,6574395,63492795
(주)에이블씨엔씨,78520,Dec-18,-39512847,69265328,-35664781,56690975
(주)에이블씨엔씨,78520,Dec-19,5149716,176899982,15829564,106978405
(주)에이비프로바이오,195990,Dec-15,-324607,33184007,-149350,29629862
(주)에이비프로바이오,195990,Dec-16,-10497396,52193557,-4235984,40874513
(주)에이비프로바이오,195990,Dec-17,-34215916,69861407,-18411816,48021846
(주)에이비프로바이오,195990,Dec-18,2465872,60892920,-1532360,43148060
(주)에이비프로바이오,195990,Dec-19,2672793,58033237,-7110795,43889417
(주)에이스침대,3800,Dec-11,32651663,36136508,32110187,35550048
(주)에이스침대,3800,Dec-12,27091219,31325175,27635155,31128876
(주)에이스침대,3800,Dec-13,24949382,27292403,25089548,27152889
(주)에이스침대,3800,Dec-14,21120091,26778883,21167636,26609964
(주)에이스침대,3800,Dec-15,40114353,32372525,40447096,32251997
(주)에이스침대,3800,Dec-16,30466414,33696320,30623739,33588811
(주)에이스침대,3800,Dec-17,28139014,33207881,28550106,33157456
(주)에이스침대,3800,Dec-18,,,42459026,45485969
(주)에이스침대,3800,Dec-19,,,46195190,51168639
(주)에이스테크놀로지,88800,Dec-11,11749532,239782457,1996881,157359494
(주)에이스테크놀로지,88800,Dec-12,-16607847,245017133,-16159719,185034137
(주)에이스테크놀로지,88800,Dec-13,32149438,256565939,24531585,200600378
(주)에이스테크놀로지,88800,Dec-14,-2651651,303913765,-14479414,216084675
(주)에이스테크놀로지,88800,Dec-15,-21406529,348924532,-15824587,271379647
(주)에이스테크놀로지,88800,Dec-16,40465203,311035319,32884267,221948617
(주)에이스테크놀로지,88800,Dec-17,-32456279,306409737,-28777659,235084549
(주)에이스테크놀로지,88800,Dec-18,21571790,351157546,9943660,272758394
(주)에이스테크놀로지,88800,Dec-19,-2501164,291357544,-14679537,193805311
(주)에이스토리,241840,Dec-19,,,-7917387,1643521
(주)에이엔피,15260,Dec-11,11489495,191431461,5096190,48579672
(주)에이엔피,15260,Dec-12,8061884,199258448,2634243,37138957
(주)에이엔피,15260,Dec-13,12343178,194651717,7996416,44695875
(주)에이엔피,15260,Dec-14,-1068110,259714584,2527652,44154585
(주)에이엔피,15260,Dec-15,5163554,65423085,2077189,51529165
(주)에이엔피,15260,Dec-16,3705095,61469394,4762617,49718030
(주)에이엔피,15260,Dec-17,-1886349,86613676,-1351971,74646080
(주)에이엔피,15260,Dec-18,687386,86312129,-1040753,74633432
(주)에이엔피,15260,Dec-19,-406389,75331349,-867341,63062510
(주)에이치비테크놀러지,78150,Dec-11,,,9417805,30945693
(주)에이치비테크놀러지,78150,Dec-12,,,5600981,48700551
(주)에이치비테크놀러지,78150,Dec-13,,,15861028,51785168
(주)에이치비테크놀러지,78150,Dec-14,,,5504830,40671625
(주)에이치비테크놀러지,78150,Dec-15,,,16849818,26770235
(주)에이치비테크놀러지,78150,Dec-16,,,50901809,79207708
(주)에이치비테크놀러지,78150,Dec-17,,,49862310,44064226
(주)에이치비테크놀러지,78150,Dec-18,-7309858,71483036,-13230329,44343072
(주)에이치비테크놀러지,78150,Dec-19,9505539,100809544,-1162125,72293217
(주)에이치시티,72990,Dec-16,1461412,14186091,1473843,14062924
(주)에이치시티,72990,Dec-17,4733701,19985252,4912164,19887053
(주)에이치시티,72990,Dec-18,6713912,25682646,6369269,24878249
(주)에이치시티,72990,Dec-19,11325722,25709205,12615417,24901985
(주)에이치알에스,36640,Dec-11,9502276,10492677,9977796,10527140
(주)에이치알에스,36640,Dec-12,1685693,10218900,1845552,10172470
(주)에이치알에스,36640,Dec-13,6886456,16774616,7067106,16731776
(주)에이치알에스,36640,Dec-14,6921201,17044846,7050127,16685924
(주)에이치알에스,36640,Dec-15,6371101,16434501,6565137,16013889
(주)에이치알에스,36640,Dec-16,2699055,22547478,2881083,22108559
(주)에이치알에스,36640,Dec-17,2965168,22641592,3036544,22146546
(주)에이치알에스,36640,Dec-18,-17324175,32188149,-16677006,31202833
(주)에이치알에스,36640,Dec-19,19910484,16899593,18558155,16382230
(주)에이치앤비디자인,227100,Dec-18,-2660030,4510654,-2252226,4285045
(주)에이치앤비디자인,227100,Dec-19,-5508518,12479226,-5205932,12174025
(주)에이치엘사이언스,239610,Dec-16,,,5527469,4394391
(주)에이치엘사이언스,239610,Dec-17,,,5834980,4601278
(주)에이치엘사이언스,239610,Dec-18,,,13021719,8423188
(주)에이치엘사이언스,239610,Dec-19,,,21380175,13211995
(주)에이치케이,44780,Dec-11,-666481,24312761,-421307,23975031
(주)에이치케이,44780,Dec-12,3585560,22640879,3699929,22622049
(주)에이치케이,44780,Dec-13,230037,24468887,172986,24459499
(주)에이치케이,44780,Dec-14,-2992339,34854220,-2969727,34906473
(주)에이치케이,44780,Dec-15,1551181,39538805,1473711,37688037
(주)에이치케이,44780,Dec-16,6258673,35181967,5672399,34332095
(주)에이치케이,44780,Dec-17,8029549,34869142,7841092,33529682
(주)에이치케이,44780,Dec-18,-2012467,36818337,-819867,34311784
(주)에이치케이,44780,Dec-19,4193940,32532195,4143337,31409433
(주)에이텍,45660,Dec-11,18320360,27924176,18250574,28096374
(주)에이텍,45660,Dec-12,,,447378,21607826
(주)에이텍,45660,Dec-13,,,8948810,27518093
(주)에이텍,45660,Dec-14,,,5101328,34176271
(주)에이텍,45660,Dec-15,,,-134139,16008333
(주)에이텍,45660,Dec-16,,,3241892,19520961
(주)에이텍,45660,Dec-17,,,14333909,20921835
(주)에이텍,45660,Dec-18,,,552044,16560912
(주)에이텍,45660,Dec-19,,,6701610,15730732
(주)에이텍티앤,224110,Dec-15,,,5234638,3831964
(주)에이텍티앤,224110,Dec-16,,,-1967117,4694578
(주)에이텍티앤,224110,Dec-17,18865578,40131484,5079286,16382864
(주)에이텍티앤,224110,Dec-18,8680839,25170396,4563743,7675005
(주)에이텍티앤,224110,Dec-19,22212500,44739095,119927,15269057
(주)에이트원,230980,Dec-16,,,-310613,1107028
(주)에이트원,230980,Dec-17,791362,30788989,791362,12850434
(주)에이트원,230980,Dec-18,4479821,36255257,2108639,20372814
(주)에이트원,230980,Dec-19,-1333029,22597753,-2364516,20769044
(주)에이티세미콘,89530,Dec-11,,,43595021,90077819
(주)에이티세미콘,89530,Dec-12,,,43614587,87629556
