회사명,거래소코드,회계년도,부채(IFRS연결),자본(IFRS연결),부채(IFRS개별),자본(IFRS개별)
(주)삼천리,4690,Dec-14,2341638757,1318184722,1341839584,1182363808
(주)삼천리,4690,Dec-15,2194475700,1349051200,1227502309,1197961949
(주)삼천리,4690,Dec-16,2327177355,1362989763,1361895085,1228498322
(주)삼천리,4690,Dec-17,2348443141,1355816089,1344484013,1255930916
(주)삼천리,4690,Dec-18,2331091025,1368320165,1326579601,1265801886
(주)삼천리,4690,Dec-19,2519412875,1392949320,1501016267,1288062073
(주)삼표시멘트,38500,Dec-11,1027113519,533091123,897857492,546684723
(주)삼표시멘트,38500,Dec-12,1013753577,462042745,909378231,474527637
(주)삼표시멘트,38500,Dec-13,1122570187,257401157,941236417,282137537
(주)삼표시멘트,38500,Dec-14,742161624,570082944,667286336,577471258
(주)삼표시멘트,38500,Dec-15,558497685,549198460,512869894,543264448
(주)삼표시멘트,38500,Dec-16,666636974,596713854,566424883,585083921
(주)삼표시멘트,38500,Dec-17,632988002,632315705,494980137,608930791
(주)삼표시멘트,38500,Dec-18,685801934,621044662,521628413,588867074
(주)삼표시멘트,38500,Dec-19,711766436,635202566,509348231,602300027
(주)삼화네트웍스,46390,Dec-11,7543049,31890552,6896691,31543026
(주)삼화네트웍스,46390,Dec-12,4211495,27516378,2778079,28313888
(주)삼화네트웍스,46390,Dec-13,7213613,33136477,6683819,34214107
(주)삼화네트웍스,46390,Dec-14,6500689,34233570,6261465,34959531
(주)삼화네트웍스,46390,Dec-15,3723185,32199799,3272781,33395191
(주)삼화네트웍스,46390,Dec-16,5653568,39264089,5291945,40832478
(주)삼화네트웍스,46390,Dec-17,5422412,38636426,5017830,40471399
(주)삼화네트웍스,46390,Dec-18,20296408,34513983,20016039,34509751
(주)삼화네트웍스,46390,Dec-19,8391494,34912293,7799955,35673565
(주)상보,27580,Dec-11,,,123386418,41009747
(주)상보,27580,Dec-12,,,111701763,64593894
(주)상보,27580,Dec-13,,,109419268,72086137
(주)상보,27580,Dec-14,114166658,60534451,113650789,60904808
(주)상보,27580,Dec-15,122166379,54398904,104368971,60504406
(주)상보,27580,Dec-16,114904010,53600599,87940346,60884700
(주)상보,27580,Dec-17,114591436,47793017,90501684,55088656
(주)상보,27580,Dec-18,98330016,19854325,76337632,29494810
(주)상보,27580,Dec-19,75110958,29448685,56750925,38878157
(주)상상인,38540,Dec-11,17446734,47139206,13164831,43937350
(주)상상인,38540,Dec-12,338453129,65719142,21343929,67119616
(주)상상인,38540,Dec-13,344201387,77778241,17655383,74505424
(주)상상인,38540,Dec-14,369677840,97786380,16494229,80723127
(주)상상인,38540,Dec-15,631152902,154970478,40853588,94321772
(주)상상인,38540,Dec-16,1237874898,198014009,30932113,98455042
(주)상상인,38540,Dec-17,1749446017,294247599,24758445,120556235
(주)상상인,38540,Dec-18,2411139081,431677177,74621083,142482579
(주)상상인,38540,Dec-19,3008493636,618663099,45338962,210829255
(주)상상인인더스트리,101000,Dec-11,60990765,21079287,56347980,21288554
(주)상상인인더스트리,101000,Dec-12,72887467,13804457,60815335,14706350
(주)상상인인더스트리,101000,Dec-13,70304459,27259278,60268598,26733857
(주)상상인인더스트리,101000,Dec-14,83066713,30722634,69498241,29775816
(주)상상인인더스트리,101000,Dec-15,75576794,35779868,64302711,33301398
(주)상상인인더스트리,101000,Dec-16,87214876,44863128,80413188,43066201
(주)상상인인더스트리,101000,Dec-17,120982026,47288364,104687955,52300034
(주)상상인인더스트리,101000,Dec-18,,,44491550,25234575
(주)상상인인더스트리,101000,Dec-19,23168057,24665123,23167887,24705675
(주)상아프론테크,89980,Dec-11,40523883,72320456,40462492,72126648
(주)상아프론테크,89980,Dec-12,45545906,74419954,45573539,74675741
(주)상아프론테크,89980,Dec-13,63097497,80548148,60192243,82191034
(주)상아프론테크,89980,Dec-14,70479329,84285159,63466711,85766354
(주)상아프론테크,89980,Dec-15,88211964,92602348,72035683,96570617
(주)상아프론테크,89980,Dec-16,103574102,98399836,75644943,107207507
(주)상아프론테크,89980,Dec-17,110436943,109483779,77379176,115174518
(주)상아프론테크,89980,Dec-18,119838375,119217493,77880165,119172868
(주)상아프론테크,89980,Dec-19,104512906,143805479,61784360,143739128
(주)상지카일룸,42940,Dec-11,,,26900334,17133427
(주)상지카일룸,42940,Dec-12,,,21249231,9114955
(주)상지카일룸,42940,Dec-13,,,15331964,12570206
(주)상지카일룸,42940,Dec-14,,,15144904,6925189
(주)상지카일룸,42940,Dec-15,,,7456704,7111650
(주)상지카일룸,42940,Dec-16,18052512,2581385,18025335,2556952
(주)상지카일룸,42940,Dec-17,13658940,26787407,13624465,26937860
(주)상지카일룸,42940,Dec-18,83106261,44529668,79541504,45039234
(주)상지카일룸,42940,Dec-19,109458452,44913755,81057949,46258189
(주)새로닉스,42600,Dec-11,27342461,54179252,17382337,44981033
(주)새로닉스,42600,Dec-12,37623031,47115682,19914040,40850940
(주)새로닉스,42600,Dec-13,36043604,47893578,21474465,39671697
(주)새로닉스,42600,Dec-14,32407058,57466064,21474179,45499509
(주)새로닉스,42600,Dec-15,34380063,64990071,23527528,46558971
(주)새로닉스,42600,Dec-16,35137900,76892271,25035175,52743153
(주)새로닉스,42600,Dec-17,45060705,71572746,25049433,54970583
(주)새로닉스,42600,Dec-18,51650938,79669174,29641537,56428715
(주)새로닉스,42600,Dec-19,52911278,81680107,26346468,55828811
(주)서린바이오사이언스,38070,Dec-11,,,12991316,30801293
(주)서린바이오사이언스,38070,Dec-12,,,19325220,37303091
(주)서린바이오사이언스,38070,Dec-13,18821303,41565918,18202686,41046007
(주)서린바이오사이언스,38070,Dec-14,17574641,43143810,16949838,42599145
(주)서린바이오사이언스,38070,Dec-15,19775771,46328214,19250054,45306357
(주)서린바이오사이언스,38070,Dec-16,16777852,49692075,16312478,48558119
(주)서린바이오사이언스,38070,Dec-17,18238592,52799688,17671348,51233471
(주)서린바이오사이언스,38070,Dec-18,16343508,55268262,15601652,53194485
(주)서린바이오사이언스,38070,Dec-19,19444365,61263081,19012974,58956201
(주)서부티엔디,6730,Dec-11,306747462,416457975,306747462,416308747
(주)서부티엔디,6730,Dec-12,411221757,432750118,411221757,432594152
(주)서부티엔디,6730,Dec-13,403982758,412627156,403982758,412466351
(주)서부티엔디,6730,Dec-14,445388772,412822991,445388772,412657845
(주)서부티엔디,6730,Dec-15,,,476959048,401645524
(주)서부티엔디,6730,Dec-16,,,657364728,452534076
(주)서부티엔디,6730,Dec-17,,,1018991496,483586172
(주)서부티엔디,6730,Dec-18,,,1076229346,648431070
(주)서부티엔디,6730,Dec-19,,,1138808621,672403697
(주)서산,79650,Dec-11,8240891,43200415,3811385,27692397
(주)서산,79650,Dec-12,10198895,54659068,5715468,31670362
(주)서산,79650,Dec-13,8478071,64565771,4033379,33225709
(주)서산,79650,Dec-14,10646174,77865511,4030001,34935814
(주)서산,79650,Dec-15,15004345,95413027,4732549,36569739
(주)서산,79650,Dec-16,11360508,111613419,3739635,38536147
(주)서산,79650,Dec-17,9693773,116937829,3923615,40348132
(주)서산,79650,Dec-18,8444065,115893308,3380681,39134068
(주)서산,79650,Dec-19,7855666,111342347,3103679,37571893
(주)서연,7860,Dec-11,777547476,440516867,297974072,288107816
(주)서연,7860,Dec-12,893327064,484863000,310567205,367507126
(주)서연,7860,Dec-13,1236325564,673283531,373382988,401289377
(주)서연,7860,Dec-14,1380652868,885922527,1394154,308041755
(주)서연,7860,Dec-15,1614705534,980778595,2100741,307539970
(주)서연,7860,Dec-16,1861456610,1072030024,9588237,345233216
(주)서연,7860,Dec-17,1767655486,1000000478,13199861,341919351
(주)서연,7860,Dec-18,1746036488,950270188,15669866,341047330
(주)서연,7860,Dec-19,1410355863,805006136,9354111,298948920
(주)서연이화,200880,Dec-14,942729756,522654733,400819921,301693074
(주)서연이화,200880,Dec-15,1092423532,611545552,431724246,345745523
(주)서연이화,200880,Dec-16,1122180444,679619369,398543744,385529908
(주)서연이화,200880,Dec-17,1092153941,672655932,416056511,431638386
(주)서연이화,200880,Dec-18,1029612349,666618079,431362407,660584522
(주)서연이화,200880,Dec-19,1198937516,621604482,517546054,608804158
(주)서연탑메탈,19770,Dec-11,24026236,57401123,16213969,57374393
(주)서연탑메탈,19770,Dec-12,31112961,64092830,15976627,63417667
(주)서연탑메탈,19770,Dec-13,41462204,71275600,17207362,68441936
(주)서연탑메탈,19770,Dec-14,50149643,80951051,30036160,74309680
(주)서연탑메탈,19770,Dec-15,95146104,83297292,51298838,74570616
(주)서연탑메탈,19770,Dec-16,127036108,77847767,81573665,79239531
(주)서연탑메탈,19770,Dec-17,126814174,79450520,83325364,70312475
(주)서연탑메탈,19770,Dec-18,94543138,70219580,57689390,66466278
(주)서연탑메탈,19770,Dec-19,89267279,67008556,55860098,65742170
(주)서울리거,43710,Dec-11,2735188,9410562,2454228,9685555
(주)서울리거,43710,Dec-12,6956684,11089220,6606893,11475644
(주)서울리거,43710,Dec-13,7772022,989806,7155799,1486777
(주)서울리거,43710,Dec-14,3734109,16978402,3189856,17548978
(주)서울리거,43710,Dec-15,3203430,14204889,3176840,14226923
(주)서울리거,43710,Dec-16,3738408,39519283,3738133,39667083
(주)서울리거,43710,Dec-17,1444260,36768555,1437001,37000902
(주)서울리거,43710,Dec-18,14960746,47847106,14561794,49286761
(주)서울리거,43710,Dec-19,53341261,65806542,14966021,52562036
(주)서울옥션,63170,Dec-11,22308506,50117513,19426395,49921709
(주)서울옥션,63170,Dec-12,16459463,52037883,15806881,51791217
(주)서울옥션,63170,Dec-13,16840616,53357750,16223229,52807483
(주)서울옥션,63170,Dec-14,25795519,55839476,21908150,54866054
(주)서울옥션,63170,Dec-15,58352691,67295344,43751494,60555017
(주)서울옥션,63170,Dec-16,58956591,72604075,43836556,61124269
(주)서울옥션,63170,Dec-17,82050210,72288535,64750613,60385355
(주)서울옥션,63170,Dec-18,127180384,78119326,78476718,61953084
(주)서울옥션,63170,Dec-19,104221808,68553031,90935092,53689020
(주)서울제약,18680,Dec-11,,,22304596,20382799
(주)서울제약,18680,Dec-12,,,35293332,25383598
(주)서울제약,18680,Dec-13,,,39170892,32252090
(주)서울제약,18680,Dec-14,,,47879340,31100098
(주)서울제약,18680,Dec-15,,,49146578,33528488
(주)서울제약,18680,Dec-16,,,50886530,36794334
(주)서울제약,18680,Dec-17,,,33149072,37121829
(주)서울제약,18680,Dec-18,,,39880081,30310098
(주)서울제약,18680,Dec-19,,,42439805,28450543
(주)서원,21050,Dec-11,247405500,141388560,149362562,101271286
(주)서원,21050,Dec-12,310401978,146201561,150131862,106806647
(주)서원,21050,Dec-13,187233665,110966490,168407978,96152692
(주)서원,21050,Dec-14,188578529,98900981,169509916,87481946
(주)서원,21050,Dec-15,178299104,66695242,160911527,57038836
(주)서원,21050,Dec-16,131042762,92551885,116756460,81247606
(주)서원,21050,Dec-17,119123467,93179605,99165408,77555244
(주)서원,21050,Dec-18,114820929,105289150,94247110,80191714
(주)서원,21050,Dec-19,114319100,107664343,92709127,80874831
(주)서원인텍,93920,Dec-11,31056747,88943970,20466065,82185060
(주)서원인텍,93920,Dec-12,38843249,95237689,28711737,94844800
(주)서원인텍,93920,Dec-13,57750142,118684874,50272035,118832536
(주)서원인텍,93920,Dec-14,59103109,141819853,56246223,148958503
(주)서원인텍,93920,Dec-15,64588469,157595002,39019968,156492825
(주)서원인텍,93920,Dec-16,62297481,164925977,45062012,162197536
(주)서원인텍,93920,Dec-17,43247228,153695492,22053375,155697526
(주)서원인텍,93920,Dec-18,39097578,153196547,24265336,145942328
(주)서원인텍,93920,Dec-19,40547737,160839139,19630798,147460771
(주)서전기전,189860,Dec-14,7919924,32418214,7722159,32198647
(주)서전기전,189860,Dec-15,6162958,30368077,5941727,30672190
(주)서전기전,189860,Dec-16,9343387,31392038,9173335,31795496
(주)서전기전,189860,Dec-17,,,9932976,33650084
(주)서전기전,189860,Dec-18,,,15540460,36912428
(주)서전기전,189860,Dec-19,,,18940503,37763763
(주)서진시스템,178320,Dec-17,137935820,121296132,52745296,85669814
(주)서진시스템,178320,Dec-18,216118602,221666209,95032881,161243281
(주)서진시스템,178320,Dec-19,296147874,266892871,86186634,166930806
(주)서진오토모티브,122690,Dec-11,,,,
(주)서진오토모티브,122690,Dec-12,422958505,188985678,68775520,89502538
(주)서진오토모티브,122690,Dec-13,456499078,199021189,66643900,94722732
(주)서진오토모티브,122690,Dec-14,526346554,202724226,94624976,95325704
(주)서진오토모티브,122690,Dec-15,606372205,207056291,111841776,96735447
(주)서진오토모티브,122690,Dec-16,608054285,212537970,105181766,97750661
(주)서진오토모티브,122690,Dec-17,633184768,195443156,125406739,88650161
(주)서진오토모티브,122690,Dec-18,698855883,167869979,150455018,83349806
(주)서진오토모티브,122690,Dec-19,719897500,151307879,153407238,66606631
(주)서플러스글로벌,140070,Dec-17,45228421,110054887,41365406,107809473
(주)서플러스글로벌,140070,Dec-18,57420594,125377126,52614581,122660300
(주)서플러스글로벌,140070,Dec-19,53799671,125022912,47469748,123635268
(주)서한,11370,Dec-11,,,66015450,74582209
(주)서한,11370,Dec-12,,,74445444,77845752
(주)서한,11370,Dec-13,,,113170404,91742466
(주)서한,11370,Dec-14,,,206061290,116226377
(주)서한,11370,Dec-15,,,249903257,150109586
(주)서한,11370,Dec-16,,,200257066,212412199
(주)서한,11370,Dec-17,,,105443202,286447772
(주)서한,11370,Dec-18,,,174038849,298356975
(주)서한,11370,Dec-19,,,167286404,302099855
(주)서흥,8490,Dec-11,225365553,208861973,179960427,179653114
(주)서흥,8490,Dec-12,266513547,199953359,211748685,163534095
(주)서흥,8490,Dec-13,248316187,218228821,198904000,175546728
(주)서흥,8490,Dec-14,253919692,237288184,172873326,191486879
(주)서흥,8490,Dec-15,293712942,263041886,178587716,211461950
(주)서흥,8490,Dec-16,297451688,288439040,180310575,224962743
(주)서흥,8490,Dec-17,294448388,300840519,184454435,231343504
(주)서흥,8490,Dec-18,330928258,308172372,195320612,229022194
(주)서흥,8490,Dec-19,379866417,328994625,199415547,247486042
(주)서희건설,35890,Dec-11,554375235,231751130,552268883,228324593
(주)서희건설,35890,Dec-12,544568551,245321234,461862050,249369831
(주)서희건설,35890,Dec-13,567932269,179946552,430506617,191418704
(주)서희건설,35890,Dec-14,548676341,185750072,418318439,196584146
(주)서희건설,35890,Dec-15,520658037,201274840,383871439,201010338
(주)서희건설,35890,Dec-16,537441024,229393160,410320140,212926980
(주)서희건설,35890,Dec-17,537379079,269627955,409770481,255874328
(주)서희건설,35890,Dec-18,554734860,297368072,432256390,293791884
(주)서희건설,35890,Dec-19,581719951,394423522,461418690,401421805
(주)선광,3100,Dec-11,122534755,299624648,106188040,269960091
(주)선광,3100,Dec-12,110046450,321681911,94496169,284425936
(주)선광,3100,Dec-13,129832814,326865181,118038547,297215556
(주)선광,3100,Dec-14,229578117,284310123,104519394,282915374
(주)선광,3100,Dec-15,302533616,286753103,147131951,292860628
(주)선광,3100,Dec-16,219815693,300495585,65543045,309880812
(주)선광,3100,Dec-17,237320598,303956568,83279371,320291842
(주)선광,3100,Dec-18,247551865,304854749,98822594,319837088
(주)선광,3100,Dec-19,402950001,307007770,107409628,319502756
(주)선앤엘,2820,Dec-11,222494622,272705081,160750985,273087394
(주)선앤엘,2820,Dec-12,188394116,265683919,114209645,271377128
(주)선앤엘,2820,Dec-13,254663055,264553370,158872496,270030069
(주)선앤엘,2820,Dec-14,255674068,268285548,150418949,277135036
(주)선앤엘,2820,Dec-15,290639990,272941148,176951175,277220388
(주)선앤엘,2820,Dec-16,295354758,282521532,179675205,279457420
(주)선앤엘,2820,Dec-17,347243785,270101074,208043805,261451936
(주)선앤엘,2820,Dec-18,370234851,255097224,243117462,255606197
(주)선앤엘,2820,Dec-19,326752710,216801231,206197302,218945705
(주)선익시스템,171090,Dec-17,26983251,90842880,26775668,90857449
(주)선익시스템,171090,Dec-18,32073676,83933109,31257091,84241661
(주)선익시스템,171090,Dec-19,29506189,90625603,28646209,90952729
(주)선진,136490,Dec-11,,,154171501,85770578
(주)선진,136490,Dec-12,,,153464262,116212380
(주)선진,136490,Dec-13,138097325,145445452,137481780,145554460
(주)선진,136490,Dec-14,215634639,167421676,215553648,168788246
(주)선진,136490,Dec-15,247551966,189726285,246585608,192234914
(주)선진,136490,Dec-16,348834727,194816158,273423578,215003864
(주)선진,136490,Dec-17,352023112,334821012,239084637,338657529
(주)선진,136490,Dec-18,586038000,331122520,430932847,349111677
(주)선진,136490,Dec-19,652036556,331292625,385672579,375019061
(주)성광벤드,14620,Dec-11,128138559,320438979,116375352,300711593
(주)성광벤드,14620,Dec-12,138850975,371884041,129079046,349709877
(주)성광벤드,14620,Dec-13,98178317,434702207,85857495,411777012
(주)성광벤드,14620,Dec-14,101356150,452053997,85844114,443554395
(주)성광벤드,14620,Dec-15,80234363,465517921,60314404,455890497
(주)성광벤드,14620,Dec-16,63157221,469067084,41602446,457569150
(주)성광벤드,14620,Dec-17,52116687,450362811,32279376,436935018
(주)성광벤드,14620,Dec-18,63721429,436026968,40574823,424707343
(주)성광벤드,14620,Dec-19,62784988,439264457,38981788,430920177
(주)성도이엔지,37350,Dec-11,261550945,90216669,59523327,100345189
(주)성도이엔지,37350,Dec-12,236078975,125954143,73259241,104843749
(주)성도이엔지,37350,Dec-13,218872271,149095120,85109320,114040468
(주)성도이엔지,37350,Dec-14,127685543,161962707,66103471,131033361
(주)성도이엔지,37350,Dec-15,134829243,170494435,66649102,134086338
(주)성도이엔지,37350,Dec-16,162327766,187422029,105206744,146321728
(주)성도이엔지,37350,Dec-17,141556623,186976948,118546446,164807682
(주)성도이엔지,37350,Dec-18,254133134,194696642,155218818,162008381
(주)성도이엔지,37350,Dec-19,380395494,139056397,251359344,106289007
(주)성안,11300,Dec-11,207918994,99560905,62008425,73042021
(주)성안,11300,Dec-12,193484069,104748390,52083259,74572576
(주)성안,11300,Dec-13,179988082,108285779,46526335,78063644
(주)성안,11300,Dec-14,159316585,103578375,44350228,74094932
(주)성안,11300,Dec-15,162462017,97472317,48170876,72718525
(주)성안,11300,Dec-16,169034693,87637149,46849075,80520105
(주)성안,11300,Dec-17,185618344,107772107,62827666,94930583
(주)성안,11300,Dec-18,211642712,94847407,72763992,89838162
(주)성안,11300,Dec-19,230062718,34728445,74956605,46001567
(주)성우하이텍,15750,Dec-11,1398587440,840037892,647107939,501017423
(주)성우하이텍,15750,Dec-12,1307890875,951732231,558575443,563378110
(주)성우하이텍,15750,Dec-13,1253121465,1010237125,496441665,629640100
(주)성우하이텍,15750,Dec-14,1510677455,1101389375,655704912,723960266
(주)성우하이텍,15750,Dec-15,2097932406,1131172007,892468544,805007392
(주)성우하이텍,15750,Dec-16,2293127907,1152030897,930454090,870560071
(주)성우하이텍,15750,Dec-17,2201614097,1183591985,967658577,932542102
(주)성우하이텍,15750,Dec-18,2038189448,1279481799,876772210,1060587766
(주)성우하이텍,15750,Dec-19,2130070846,1316206738,823724343,1020265073
(주)성창오토텍,80470,Dec-11,19735042,32427089,19379308,31574909
(주)성창오토텍,80470,Dec-12,35063107,37842726,18667572,34252433
(주)성창오토텍,80470,Dec-13,62114050,44581640,35204283,40813066
(주)성창오토텍,80470,Dec-14,66416464,46175496,37514833,41900798
(주)성창오토텍,80470,Dec-15,68625395,46844548,37523411,44009863
(주)성창오토텍,80470,Dec-16,69131730,48530791,34438614,44173927
(주)성창오토텍,80470,Dec-17,59722323,46306322,33763250,42663023
(주)성창오토텍,80470,Dec-18,66673853,42622904,39134662,38827919
(주)성창오토텍,80470,Dec-19,68317070,42558028,36432580,37967429
(주)세경하이테크,148150,Dec-19,67602737,138823824,32049505,131299304
(주)세동,53060,Dec-11,52561673,22722381,50277464,19175114
(주)세동,53060,Dec-12,70982486,22173863,68466214,19441948
(주)세동,53060,Dec-13,77864124,23569063,74007692,20777816
(주)세동,53060,Dec-14,98327860,27315732,92070099,24461016
(주)세동,53060,Dec-15,103743284,22382882,94931045,24967456
(주)세동,53060,Dec-16,108095074,19272784,98377224,17910811
(주)세동,53060,Dec-17,93663898,20828618,83983466,17237404
(주)세동,53060,Dec-18,102729926,21731874,92871492,15299529
(주)세동,53060,Dec-19,102665394,13637074,93170995,-1032832
(주)세림비앤지,340440,Dec-19,,,,
(주)세보엠이씨,11560,Dec-11,53352986,76983355,53178028,76628382
(주)세보엠이씨,11560,Dec-12,36294457,81212092,34178609,79982364
(주)세보엠이씨,11560,Dec-13,44816093,85188128,39896145,82874150
(주)세보엠이씨,11560,Dec-14,77450355,92217645,71237199,87578770
(주)세보엠이씨,11560,Dec-15,56794722,104690623,53062789,96731722
(주)세보엠이씨,11560,Dec-16,90765623,117331805,87365134,109196068
(주)세보엠이씨,11560,Dec-17,120800191,136913803,116327302,129065015
(주)세보엠이씨,11560,Dec-18,87506179,158899634,84995436,153814286
(주)세보엠이씨,11560,Dec-19,140673493,148385973,137670434,146348405
(주)세아베스틸지주,1430,Dec-11,,,711380114,1288022271
(주)세아베스틸지주,1430,Dec-12,,,809368105,1349718072
(주)세아베스틸지주,1430,Dec-13,,,785989793,1423122270
(주)세아베스틸지주,1430,Dec-14,,,925381905,1503917504
(주)세아베스틸지주,1430,Dec-15,1677317718,1916612077,900118716,1582470828
(주)세아베스틸지주,1430,Dec-16,1542848235,1994239325,827761768,1625940693
(주)세아베스틸지주,1430,Dec-17,1487814150,2103170498,788751158,1696637587
(주)세아베스틸지주,1430,Dec-18,1723895063,1994998724,988535981,1679349827
(주)세아베스틸지주,1430,Dec-19,1593798152,1983091009,943293763,1662814431
(주)세아제강,306200,Dec-18,,,500666740,553451801
(주)세아제강,306200,Dec-19,,,457600804,571198013
(주)세아제강지주,3030,Dec-11,977435258,955183669,695629157,946010417
(주)세아제강지주,3030,Dec-12,1026410572,1003939743,713226570,969299155
(주)세아제강지주,3030,Dec-13,896115781,1099444762,654645452,1063316495
(주)세아제강지주,3030,Dec-14,1110338535,1174691083,630087674,1105186608
(주)세아제강지주,3030,Dec-15,846716710,1227134688,457967595,1133210992
(주)세아제강지주,3030,Dec-16,877629914,1292067163,544677205,1146072085
(주)세아제강지주,3030,Dec-17,1142580113,1269120124,588251967,1161273770
(주)세아제강지주,3030,Dec-18,1092781938,1352599356,41509559,666646579
(주)세아제강지주,3030,Dec-19,1096201014,1352347018,52985089,657701183
(주)세아특수강,19440,Dec-11,267208125,207401521,220652822,199833084
(주)세아특수강,19440,Dec-12,268577429,216382039,227101063,207209662
(주)세아특수강,19440,Dec-13,242153965,244062715,204477201,232184594
(주)세아특수강,19440,Dec-14,255329085,274781125,201493836,259605558
(주)세아특수강,19440,Dec-15,212920169,287388704,156337905,272179326
(주)세아특수강,19440,Dec-16,210968845,305854126,130025244,290809951
(주)세아특수강,19440,Dec-17,206043299,321304414,120597144,308998230
(주)세아특수강,19440,Dec-18,174942949,325093225,95668206,313417304
(주)세아특수강,19440,Dec-19,245777812,327395154,136620687,317114927
(주)세아홀딩스,58650,Dec-11,1692487930,2152642538,150852992,868545157
(주)세아홀딩스,58650,Dec-12,1823125422,2185668996,197532635,862914023
(주)세아홀딩스,58650,Dec-13,1732164681,2182536295,215634679,744134931
(주)세아홀딩스,58650,Dec-14,1824326210,2316747081,166994536,802938491
(주)세아홀딩스,58650,Dec-15,2403812278,2787656496,139835747,840595553
(주)세아홀딩스,58650,Dec-16,2253717541,2924149208,126126185,859747751
(주)세아홀딩스,58650,Dec-17,2208791945,3045979620,137793010,891936861
(주)세아홀딩스,58650,Dec-18,2446572762,3007293022,120611468,918573225
(주)세아홀딩스,58650,Dec-19,2424279025,3032378480,116552806,957917426
(주)세우글로벌,13000,Dec-11,3301998,27893673,3256827,36519310
(주)세우글로벌,13000,Dec-12,3233853,29265758,3222727,37769162
(주)세우글로벌,13000,Dec-13,3211134,30249208,3192952,39210351
(주)세우글로벌,13000,Dec-14,5855327,30367459,5222719,34012475
(주)세우글로벌,13000,Dec-15,5294419,31685094,4982887,35921686
(주)세우글로벌,13000,Dec-16,7325258,31882656,6495208,37325556
(주)세우글로벌,13000,Dec-17,8103823,32243084,7344567,36692255
(주)세우글로벌,13000,Dec-18,10746944,32663719,10154805,35394331
(주)세우글로벌,13000,Dec-19,5687964,39833036,3098131,43215522
(주)세운메디칼,100700,Dec-11,8421637,46709402,7284798,43534656
(주)세운메디칼,100700,Dec-12,5026246,51251288,4006550,47815348
(주)세운메디칼,100700,Dec-13,5919026,58722378,5035380,55324666
(주)세운메디칼,100700,Dec-14,8648275,64348732,7562214,60245505
(주)세운메디칼,100700,Dec-15,11989353,66647389,9688166,63326251
(주)세운메디칼,100700,Dec-16,11042235,74267684,11180103,71785091
(주)세운메디칼,100700,Dec-17,7386769,78675754,8751984,83412575
(주)세운메디칼,100700,Dec-18,9163315,87710097,6338984,86567548
(주)세운메디칼,100700,Dec-19,8295029,96176799,10991961,95216421
(주)세원물산,24830,Dec-11,,,121261966,138980524
(주)세원물산,24830,Dec-12,,,101087328,159995333
(주)세원물산,24830,Dec-13,,,40792785,165151565
(주)세원물산,24830,Dec-14,,,50821684,172093832
(주)세원물산,24830,Dec-15,,,74372923,179478164
(주)세원물산,24830,Dec-16,,,61183988,185259461
(주)세원물산,24830,Dec-17,,,66754948,186186821
(주)세원물산,24830,Dec-18,,,67264751,175746871
(주)세원물산,24830,Dec-19,,,94961478,189052315
(주)세원정공,21820,Jun-11,100196146,234543191,44841285,160077148
(주)세원정공,21820,Jun-12,115028999,314328513,49463935,169000865
(주)세원정공,21820,Jun-13,95503358,399425088,35350158,192841758
(주)세원정공,21820,Jun-14,104785825,435958354,37282238,207733132
(주)세원정공,21820,Jun-15,77565179,526418621,34678757,218139067
(주)세원정공,21820,Jun-16,93378026,569620476,37483408,226095664
(주)세원정공,21820,Jun-17,82717631,551838702,39604034,234540589
(주)세원정공,21820,Jun-18,125634882,538318785,31322451,236996192
(주)세원정공,21820,Jun-19,107650081,511839215,30942085,239454051
(주)세이브존아이앤씨,67830,Dec-11,274523866,250879959,274372634,253876667
(주)세이브존아이앤씨,67830,Dec-12,236960275,265922526,236809047,270283042
(주)세이브존아이앤씨,67830,Dec-13,223588875,287350225,223437348,292842882
(주)세이브존아이앤씨,67830,Dec-14,201592130,311031414,201440609,317395622
(주)세이브존아이앤씨,67830,Dec-15,191534509,336372147,191333311,343116394
(주)세이브존아이앤씨,67830,Dec-16,190883362,362476661,190754063,370043544
(주)세이브존아이앤씨,67830,Dec-17,172757970,389804011,172580761,389075304
(주)세이브존아이앤씨,67830,Dec-18,141163063,434633619,141013860,433676558
(주)세이브존아이앤씨,67830,Dec-19,131317715,447932116,131133475,447087759
(주)세종메디칼,258830,Dec-18,3414231,42963883,2625831,43476635
(주)세종메디칼,258830,Dec-19,3744293,45740448,3088380,46271788
(주)세중,39310,Dec-11,67854476,64527867,48249909,52004900
(주)세중,39310,Dec-12,68502268,71721169,46223075,58611851
(주)세중,39310,Dec-13,59663342,76312855,34372876,61379437
(주)세중,39310,Dec-14,70620138,77426340,35357669,60856685
(주)세중,39310,Dec-15,51963874,80757860,30245994,63419118
(주)세중,39310,Dec-16,61340362,86477605,29860584,63332519
(주)세중,39310,Dec-17,31863283,83817943,13583527,57387459
(주)세중,39310,Dec-18,28238850,83482864,7652924,56258284
(주)세중,39310,Dec-19,38861385,85941314,6904178,56312155
(주)세진중공업,75580,Dec-15,350022088,170239815,274332632,146089941
(주)세진중공업,75580,Dec-16,207461346,158389131,207727247,158176225
(주)세진중공업,75580,Dec-17,191982438,157012035,190104539,156588318
(주)세진중공업,75580,Dec-18,209907257,158369457,195370095,155862304
(주)세진중공업,75580,Dec-19,246255228,162334095,231936850,154535127
(주)세진티에스,67770,Dec-11,11790753,61023884,4891589,56138031
