회사명,거래소코드,회계년도,유동자산(IFRS연결),유동부채(IFRS연결),자산(IFRS연결),유동자산(IFRS개별),유동부채(IFRS개별),자산(IFRS개별)
(주)에코프로,86520,Dec-16,126171155,108728141,346356774,43746050,28254343,192987651
(주)에코프로,86520,Dec-17,164984163,179491757,448145544,41581309,45217538,208573214
(주)에코프로,86520,Dec-18,271444769,258962168,667514759,43065193,29660688,258245476
(주)에코프로,86520,Dec-19,367719002,260635090,927834885,54823763,46056312,380935613
(주)에코프로비엠,247540,Dec-16,,,,,,
(주)에코프로비엠,247540,Dec-17,,,,,,
(주)에코프로비엠,247540,Dec-19,,,,245507156,137876295,650356539
(주)에프알텍,73540,Dec-11,,,,15210903,3134681,25009995
(주)에프알텍,73540,Dec-12,,,,35472035,14954815,46517374
(주)에프알텍,73540,Dec-13,,,,39669186,16401230,58625683
(주)에프알텍,73540,Dec-14,30161618,7025877,51905567,29190747,7019945,52337705
(주)에프알텍,73540,Dec-15,30700945,15336456,62194043,30438111,15324117,63439308
(주)에프알텍,73540,Dec-16,13838709,9451853,52861917,13090899,9432552,55287128
(주)에프알텍,73540,Dec-17,15366320,11172607,60837367,15259471,11144097,63964752
(주)에프알텍,73540,Dec-18,12466561,9108528,56219782,12302165,8991926,59746893
(주)에프알텍,73540,Dec-19,16270723,18069048,60056996,16164366,17811324,61526764
(주)에프앤리퍼블릭,64090,Dec-11,18711613,14901573,23737288,18931293,14888158,24260873
(주)에프앤리퍼블릭,64090,Dec-12,13264163,10585966,20118347,13234833,10472332,20389798
(주)에프앤리퍼블릭,64090,Dec-13,11291856,8809326,18226304,11291856,8809326,18219779
(주)에프앤리퍼블릭,64090,Dec-14,,,,12397412,4652814,18242150
(주)에프앤리퍼블릭,64090,Dec-15,22646531,13174491,28574774,22338403,12989035,28439201
(주)에프앤리퍼블릭,64090,Dec-16,12878814,10265289,20395112,10956505,8533776,18473654
(주)에프앤리퍼블릭,64090,Dec-17,30276515,54726820,100752645,29367359,54420958,100551019
(주)에프앤리퍼블릭,64090,Dec-18,86812352,89750785,151707133,85615673,89445218,154122583
(주)에프앤리퍼블릭,64090,Dec-19,39640814,57677566,86585036,38874455,57238518,87205201
(주)에프앤에프홀딩스,7700,Dec-11,76097968,26219379,199711119,75842323,26259167,196838455
(주)에프앤에프홀딩스,7700,Dec-12,81676172,32968153,212315399,81340055,32989939,208043735
(주)에프앤에프홀딩스,7700,Dec-13,116010262,62374138,277792560,115721692,62449079,273483027
(주)에프앤에프홀딩스,7700,Dec-14,155120689,68787979,322662218,154763340,68862534,317829243
(주)에프앤에프홀딩스,7700,Dec-15,163899034,108628897,333443952,163561323,108778696,327918310
(주)에프앤에프홀딩스,7700,Dec-16,163066711,64887272,305575468,161761128,64687608,304434809
(주)에프앤에프홀딩스,7700,Dec-17,254646957,103934249,400094845,253241324,104077341,399368973
(주)에프앤에프홀딩스,7700,Dec-18,291131187,99760359,495832732,281229014,95714599,487248982
(주)에프앤에프홀딩스,7700,Dec-19,400051201,161362385,684437158,379068947,146538919,657338363
(주)에프에스엔,214270,Dec-15,,,,,,
(주)에프에스엔,214270,Dec-16,24624305,4762847,28457502,23454893,4393574,27613154
(주)에프에스엔,214270,Dec-17,25887859,13171066,37993333,17360567,9073668,40503531
(주)에프에스엔,214270,Dec-18,120332418,133122796,189631623,19467729,55154396,161066788
(주)에프에스엔,214270,Dec-19,98127494,89222134,196990249,19703541,34757339,180852338
(주)에프에스티,36810,Dec-11,,,,38945131,25316436,77155787
(주)에프에스티,36810,Dec-12,,,,33072315,27461589,93457941
(주)에프에스티,36810,Dec-13,33748454,33038931,95460147,33717741,33033675,95122281
(주)에프에스티,36810,Dec-14,35922031,34744027,93282952,35826963,34737712,93279884
(주)에프에스티,36810,Dec-15,33787290,37546417,109373768,33711681,37542635,109781247
(주)에프에스티,36810,Dec-16,49303693,38751904,128227088,49171121,38749191,127654913
(주)에프에스티,36810,Dec-17,51987037,40239766,134204943,51766519,40231069,132965805
(주)에프에스티,36810,Dec-18,56801898,35819292,141867686,56360359,35769884,138595900
(주)에프에스티,36810,Dec-19,62138712,46709686,181134486,58349428,39719469,166839090
(주)에프엔씨엔터테인먼트,173940,Dec-14,65273128,18893828,76379789,46219367,8815324,63849096
(주)에프엔씨엔터테인먼트,173940,Dec-15,86301019,20874933,110111615,69774855,11320000,96027928
(주)에프엔씨엔터테인먼트,173940,Dec-16,83642027,23996558,134050054,40364079,13717775,89537412
(주)에프엔씨엔터테인먼트,173940,Dec-17,76110821,22813012,123872017,33001028,10421802,74606961
(주)에프엔씨엔터테인먼트,173940,Dec-18,47164110,15779762,84364232,33625614,12152618,72503134
(주)에프엔씨엔터테인먼트,173940,Dec-19,74363277,39710145,115339954,55013785,33219614,98884157
(주)엑사이엔씨,54940,Dec-11,69664574,59281484,115814997,42277401,44182500,82494740
(주)엑사이엔씨,54940,Dec-12,55625925,48020115,101135001,29733797,37440028,69607626
(주)엑사이엔씨,54940,Dec-13,50895012,44159163,95092837,22410410,33365892,60713846
(주)엑사이엔씨,54940,Dec-14,64736092,43051907,110074365,22097319,25112187,59583351
(주)엑사이엔씨,54940,Dec-15,69050103,41496715,113080346,29081134,29459803,64347425
(주)엑사이엔씨,54940,Dec-16,80658632,54629989,129431200,38191708,43701030,78281592
(주)엑사이엔씨,54940,Dec-17,97727823,70347575,142570221,52500381,54435199,87448878
(주)엑사이엔씨,54940,Dec-18,85269368,60323292,125384299,38198552,40163193,71594851
(주)엑사이엔씨,54940,Dec-19,101385731,75533085,143107906,49598748,53980367,83576665
(주)엑세스바이오인코퍼레이션,950130,Dec-13,42144622,6998912,59189994,39855083,6563364,59128547
(주)엑세스바이오인코퍼레이션,950130,Dec-14,53088048,8079836,78933427,44472698,7884320,67247855
(주)엑세스바이오인코퍼레이션,950130,Dec-15,45784331,2104385,81121027,32011525,1928812,65728187
(주)엑세스바이오인코퍼레이션,950130,Dec-16,58683071,2907965,110244429,46108935,2419545,96189633
(주)엑세스바이오인코퍼레이션,950130,Dec-17,38541785,17239762,93376260,24699840,16407648,83917136
(주)엑세스바이오인코퍼레이션,950130,Dec-18,40496734,23189887,94840028,28347285,22811310,91740046
(주)엑세스바이오인코퍼레이션,950130,Dec-19,25912635,17743727,69730399,19386647,16701494,83196219
(주)엑셈,205100,Dec-14,,,,,,
(주)엑셈,205100,Dec-15,19278427,5614277,37299037,12588741,4219973,30143819
(주)엑셈,205100,Dec-16,33522643,10358191,55098712,25889231,8826240,47143680
(주)엑셈,205100,Dec-17,34106990,8881561,61720037,26083615,5436421,48294026
(주)엑셈,205100,Dec-18,51750966,10702004,77768734,44953373,6152717,64866925
(주)엑셈,205100,Dec-19,57630263,8563014,86036975,49342244,6550221,71355037
(주)엑시콘,92870,Dec-15,48427650,14545866,90135933,48298745,14545866,90807958
(주)엑시콘,92870,Dec-16,43047687,17446839,94550122,42076960,17421298,94704141
(주)엑시콘,92870,Dec-17,39126292,11517994,91402727,38234226,11736373,91375430
(주)엑시콘,92870,Dec-18,55732198,11789009,107801498,54087536,11708298,107931164
(주)엑시콘,92870,Dec-19,50059092,26890014,103959650,48522747,26812633,103909825
(주)엔바이오니아,317870,Dec-19,,,,17885485,4703604,30141955
(주)엔씨소프트,36570,Dec-11,638973439,198682915,1113431660,599838952,139898990,1144558297
(주)엔씨소프트,36570,Dec-12,674303526,235652440,1316825985,534191268,127558644,1200513922
(주)엔씨소프트,36570,Dec-13,785504545,251845267,1479521682,650202682,165475694,1390187662
(주)엔씨소프트,36570,Dec-14,1019545798,245386467,1698826128,875418744,158680154,1592381848
(주)엔씨소프트,36570,Dec-15,1082774018,337541366,2219197320,924363837,225123835,2101635883
(주)엔씨소프트,36570,Dec-16,1191628830,284355733,2360802862,1018270459,183894655,2277262883
(주)엔씨소프트,36570,Dec-17,1772726949,455797606,3526567161,1669239629,372494396,3461508054
(주)엔씨소프트,36570,Dec-18,1576408673,473074463,2941278714,1475896161,382745748,2882011625
(주)엔씨소프트,36570,Dec-19,2087864327,449764539,3346377400,1935418843,349981740,3185181621
(주)엔아이스틸,8260,Dec-11,,,,61688615,81389478,143559344
(주)엔아이스틸,8260,Dec-12,,,,56610604,54853618,142242311
(주)엔아이스틸,8260,Dec-13,,,,54557149,55017397,153991972
(주)엔아이스틸,8260,Dec-14,,,,54676422,75706938,169173823
(주)엔아이스틸,8260,Dec-15,,,,39026016,71624553,176627843
(주)엔아이스틸,8260,Dec-16,,,,37861306,94619677,207262893
(주)엔아이스틸,8260,Dec-17,,,,47360108,106982960,251330239
(주)엔아이스틸,8260,Dec-18,,,,38313207,103326832,243908883
(주)엔아이스틸,8260,Dec-19,,,,51369243,127226000,258675167
(주)엔에스,217820,Dec-15,,,,24117297,10889009,35658200
(주)엔에스,217820,Dec-16,20458688,7967475,33657850,19911496,6988557,32587715
(주)엔에스,217820,Dec-17,48672465,36542437,61887233,46963091,35291706,59422127
(주)엔에스,217820,Dec-18,51712581,38302368,73013623,49653703,37697084,70802820
(주)엔에스,217820,Dec-19,85971313,57448105,107444751,83403958,56986776,105242209
(주)엔에스엔,31860,Dec-11,91881275,44190789,171106458,8620989,4478966,45499465
(주)엔에스엔,31860,Dec-12,106465219,73349972,196245161,7332689,5716511,41702878
(주)엔에스엔,31860,Dec-13,5794013,9717143,35500289,5594098,9713510,41182144
(주)엔에스엔,31860,Dec-14,11418152,7440676,38088786,11353293,7435538,38413978
(주)엔에스엔,31860,Dec-15,20415567,13902663,39203012,17454639,12054914,35545931
(주)엔에스엔,31860,Dec-16,12290982,19778038,45472371,6698955,12213344,38612274
(주)엔에스엔,31860,Dec-17,9815347,11876872,32562511,7654238,10768731,36018995
(주)엔에스엔,31860,Dec-18,7041177,11923258,30673405,5948815,12180531,36079908
(주)엔에스엔,31860,Dec-19,43266246,44755192,68332140,46730973,42672647,71991449
(주)엔에이치엔벅스,104200,Dec-11,47566761,26110384,67331168,47439956,26046343,67184289
(주)엔에이치엔벅스,104200,Dec-12,34581243,16877525,53838439,34537941,16873766,53665027
(주)엔에이치엔벅스,104200,Dec-13,,,,36631183,16126353,61177504
(주)엔에이치엔벅스,104200,Dec-14,,,,49601965,17000517,70400550
(주)엔에이치엔벅스,104200,Dec-15,,,,74910237,17499711,94336866
(주)엔에이치엔벅스,104200,Dec-16,64743780,24672370,95677069,57551911,22630309,91107066
(주)엔에이치엔벅스,104200,Dec-17,61480454,24447751,91004398,55030119,22599108,87027259
(주)엔에이치엔벅스,104200,Dec-18,65298376,22913906,90437496,56230596,21798731,86663494
(주)엔에이치엔벅스,104200,Dec-19,71863647,24752824,99589700,62921744,22018284,93502488
(주)엔이능률,53290,Dec-11,43118974,12708442,58207502,42955580,12473693,58311594
(주)엔이능률,53290,Dec-12,28119832,11084156,50189633,27764777,10936000,50170479
(주)엔이능률,53290,Dec-13,34745528,14682043,57952354,34205883,14796613,58259692
(주)엔이능률,53290,Dec-14,40289412,15348164,60446383,39651519,15358738,60659355
(주)엔이능률,53290,Dec-15,45432422,14982757,65622770,45064915,15061546,65683176
(주)엔이능률,53290,Dec-16,52110074,15374360,73655413,51788261,15429227,73737567
(주)엔이능률,53290,Dec-17,59243235,30804418,90041623,58894726,30853594,89948183
(주)엔이능률,53290,Dec-18,,,,67318418,30042974,94960503
(주)엔이능률,53290,Dec-19,,,,66016364,30163106,92271601
(주)엔지스테크널러지,208860,Dec-16,,,,6587085,2824383,12291694
(주)엔지스테크널러지,208860,Dec-17,,,,3992180,1506556,11052561
(주)엔지스테크널러지,208860,Dec-18,,,,18189091,20023785,30992619
(주)엔지스테크널러지,208860,Dec-19,41027069,41170974,86181796,9741423,37027514,54473350
(주)엔지켐생명과학,183490,Dec-18,50223760,6440894,67045474,49873109,6396125,66748831
(주)엔지켐생명과학,183490,Dec-19,63236295,7498917,84991166,62959715,7411089,83885134
(주)엔케이,85310,Dec-11,225701327,228684948,440135252,141931328,95199998,270263590
(주)엔케이,85310,Dec-12,202686720,203365422,414667374,137892868,90907705,273958919
(주)엔케이,85310,Dec-13,125808463,134994808,287996685,103369029,108868894,248825512
(주)엔케이,85310,Dec-14,164965174,129120376,324613903,132657708,101872704,282523865
(주)엔케이,85310,Dec-15,144520537,104874401,310948108,125839736,77884249,282383889
(주)엔케이,85310,Dec-16,72096619,107513931,252420279,59766017,85463036,231412073
(주)엔케이,85310,Dec-17,65353491,76711756,241293977,39679189,42458854,212585731
(주)엔케이,85310,Dec-18,72180421,75942917,205486074,53662482,56081950,191389853
(주)엔케이,85310,Dec-19,47903445,51033601,145821945,32050729,36142086,130997967
(주)엔케이맥스,182400,Dec-15,29965394,1228126,32368511,29880181,1203913,32344298
(주)엔케이맥스,182400,Dec-16,54707995,746275,67511554,54326626,634363,64832937
(주)엔케이맥스,182400,Dec-17,32081731,13364557,54044211,31685618,13047959,53553028
(주)엔케이맥스,182400,Dec-18,22102649,7995186,70564688,21619479,7867740,73182927
(주)엔케이맥스,182400,Dec-19,22201328,52297964,182158965,15823608,37571822,174102001
(주)엔텔스,69410,Dec-11,,,,32132752,11665977,38184726
(주)엔텔스,69410,Dec-12,43375566,15187359,50524789,43302850,15215351,50539359
(주)엔텔스,69410,Dec-13,53720736,21483676,62619981,53527900,21499252,62508777
(주)엔텔스,69410,Dec-14,32045416,13514215,59041549,31651845,13488275,58561816
(주)엔텔스,69410,Dec-15,23809006,8974197,51116244,23587719,8975996,51167824
(주)엔텔스,69410,Dec-16,24144263,10967357,53274545,23872432,10859954,53798633
(주)엔텔스,69410,Dec-17,28132352,16671325,55523372,27638018,16666260,55633682
(주)엔텔스,69410,Dec-18,30186561,15281005,56119424,29516815,15218732,54963992
(주)엔텔스,69410,Dec-19,41109384,22970553,65880953,40357873,22839520,64698343
(주)엔투텍,227950,Dec-15,,,,,,
(주)엔투텍,227950,Dec-16,,,,,,
(주)엔투텍,227950,Dec-17,,,,,,
(주)엔투텍,227950,Dec-18,13835255,11431059,28652327,13816868,11430444,28645495
(주)엔피,291230,Dec-18,,,,,,
(주)엔피,291230,Dec-19,,,,,,
(주)엔피케이,48830,Dec-11,18975669,13822433,43296964,11913792,10367149,37651447
(주)엔피케이,48830,Dec-12,16885128,9304551,39235205,10442888,6759844,34559654
(주)엔피케이,48830,Dec-13,20122347,11271758,42998254,13907161,9070959,38776070
(주)엔피케이,48830,Dec-14,25244506,14569140,54593939,19290282,12623413,50621077
(주)엔피케이,48830,Dec-15,15515268,10190176,56610119,8714578,9591888,52331301
(주)엔피케이,48830,Dec-16,22000872,14750584,64342633,14445703,12723075,59317242
(주)엔피케이,48830,Dec-17,35237973,19402021,76628791,27339193,16456847,70898643
(주)엔피케이,48830,Dec-18,32681783,11885139,76952969,23417343,9471626,73538841
(주)엔피케이,48830,Dec-19,25775431,13184409,76532516,16325869,11774756,76431276
(주)엘디티,96870,Dec-11,,,,15805349,2529282,27337299
(주)엘디티,96870,Dec-12,,,,13195238,2341348,28072188
(주)엘디티,96870,Dec-13,,,,10647385,1712951,22324183
(주)엘디티,96870,Dec-14,,,,9408705,1473084,20575093
(주)엘디티,96870,Dec-15,,,,9186664,1348369,20326405
(주)엘디티,96870,Dec-16,,,,7495375,999314,17224689
(주)엘디티,96870,Dec-17,,,,5343894,712856,11690183
(주)엘디티,96870,Dec-18,,,,5812502,639241,12055038
(주)엘디티,96870,Dec-19,,,,5667297,1717703,11824918
(주)엘아이에스,138690,Dec-11,,,,36596424,13435550,53140768
(주)엘아이에스,138690,Dec-12,24071753,9465643,45276856,23873691,9462930,45405999
(주)엘아이에스,138690,Dec-13,23235323,22473827,46934282,22788855,22346622,47276255
(주)엘아이에스,138690,Dec-14,28905256,29973362,44833423,28467016,29851357,44507880
(주)엘아이에스,138690,Dec-15,53462809,39312220,103381228,36524795,29481832,87150249
(주)엘아이에스,138690,Dec-16,71941728,64689907,132060494,53764951,45198136,107605136
(주)엘아이에스,138690,Dec-17,75628642,136492670,167464013,73666936,114545436,145107137
(주)엘아이에스,138690,Dec-18,28158844,98324909,141480969,28603161,82672911,126320553
(주)엘아이에스,138690,Dec-19,109935940,144078635,217824901,108744167,143056361,216697256
(주)엘앤씨바이오,290650,Dec-18,49905885,3060296,57378891,49526618,2845071,56940093
(주)엘앤씨바이오,290650,Dec-19,46090063,3400749,66226107,44905183,2842267,64048897
(주)엘앤에프,66970,Dec-11,52522026,45575299,120423703,25373150,25153013,73830765
(주)엘앤에프,66970,Dec-12,62488908,57481754,142804996,24904911,22774104,72562196
(주)엘앤에프,66970,Dec-13,66010705,72936265,157916669,29141343,30847735,87786567
(주)엘앤에프,66970,Dec-14,73641226,68967919,162689125,35497290,23562017,92569886
(주)엘앤에프,66970,Dec-15,70074091,56676013,168390495,34522764,24266155,109094064
(주)엘앤에프,66970,Dec-16,106903880,81010973,202669011,94543034,60107126,176666557
(주)엘앤에프,66970,Dec-17,160906484,104280823,265476273,143897133,79715595,240064894
(주)엘앤에프,66970,Dec-18,199012035,140783140,330981611,180975225,112129408,302409617
(주)엘앤에프,66970,Dec-19,206225288,187498227,416201279,195459034,168757701,393357840
(주)엘앤케이바이오메드,156100,Dec-16,58308074,26416152,89799774,58336159,20395297,86707375
(주)엘앤케이바이오메드,156100,Dec-17,49679903,42339992,89594643,44096764,36217089,86909995
(주)엘앤케이바이오메드,156100,Dec-18,53654811,43464539,91837016,44145906,37486077,91005205
(주)엘앤케이바이오메드,156100,Dec-19,42967395,35198662,71663905,35573955,28632962,72235719
(주)엘에스,6260,Dec-11,4860946000,3809172000,9957828000,40340000,135201000,1830285000
(주)엘에스,6260,Dec-12,5357499000,4020238000,10088230000,37775000,117771000,1828317000
(주)엘에스,6260,Dec-13,5261154000,4290725000,10006806000,22574000,75656000,1814856000
(주)엘에스,6260,Dec-14,5603826000,4167717000,10335736000,40330000,91795000,2150823000
(주)엘에스,6260,Dec-15,5329537000,4026772000,9881465000,86423000,78813000,2211482000
(주)엘에스,6260,Dec-16,5255222000,4190972000,9713037000,59713000,215195000,2205888000
(주)엘에스,6260,Dec-17,6104907000,4120016000,9978904000,26446000,180989000,2208999000
(주)엘에스,6260,Dec-18,5977496000,3956639000,10490289000,62528000,231867000,2315648000
(주)엘에스,6260,Dec-19,6016433000,3973388000,10763512000,143311000,73307000,3502957000
(주)엘에스네트웍스,680,Dec-11,210100286,87288347,1342185570,201405433,83421577,1195737795
(주)엘에스네트웍스,680,Dec-12,275800394,350013079,1403958523,265113560,345408694,1257202779
(주)엘에스네트웍스,680,Dec-13,299226600,146839583,1432244357,274350598,137819250,1295192276
(주)엘에스네트웍스,680,Dec-14,433711852,519877555,1590408230,410012559,506410405,1412632454
(주)엘에스네트웍스,680,Dec-15,389329292,390337089,1521083340,361746453,369592587,1314804965
(주)엘에스네트웍스,680,Dec-16,244676781,326626001,1261322782,149953407,292500588,1073362855
(주)엘에스네트웍스,680,Dec-17,261759827,518851066,1273488634,170994451,491416772,1047717136
(주)엘에스네트웍스,680,Dec-18,259701337,210475374,1273639855,179321303,188140780,1028330122
(주)엘에스네트웍스,680,Dec-19,267728910,169990544,1168087094,197287378,155784293,1036062846
(주)엘에프,93050,Dec-11,604208696,262782983,1172742302,569949090,235192350,1152310780
(주)엘에프,93050,Dec-12,639692802,198254369,1208059897,600985604,167574275,1202450421
(주)엘에프,93050,Dec-13,732454175,248080020,1291580454,688486453,197662343,1305043867
(주)엘에프,93050,Dec-14,868801961,238452739,1402966835,819809190,175551660,1418950059
(주)엘에프,93050,Dec-15,945950955,275713038,1474852964,870765845,155357017,1374419707
(주)엘에프,93050,Dec-16,1061103896,395208564,1581137589,990842174,256044482,1466740985
(주)엘에프,93050,Dec-17,871862854,334744183,1594829433,766848079,205788062,1460551696
(주)엘에프,93050,Dec-18,970064184,298589620,1651840925,843332482,172722072,1506189440
(주)엘에프,93050,Dec-19,961976492,710019556,2417125014,729996355,218692245,1661805714
(주)엘엑스세미콘,108320,Dec-11,244383505,46754350,268392727,235710236,46689707,268735010
(주)엘엑스세미콘,108320,Dec-12,300990901,79232381,336188904,296621006,79220375,337342406
(주)엘엑스세미콘,108320,Dec-13,305353454,69709075,344920968,301989271,69659304,346955900
(주)엘엑스세미콘,108320,Dec-14,336622735,75160566,376383183,336577936,75154789,376450306
(주)엘엑스세미콘,108320,Dec-15,412540991,109674247,463008332,412445508,109727073,463024484
(주)엘엑스세미콘,108320,Dec-16,440498707,100300512,485997742,440305213,100401191,485935865
(주)엘엑스세미콘,108320,Dec-17,497749254,129360440,544294125,496552390,129626588,543846281
(주)엘엑스세미콘,108320,Dec-18,508162893,155223703,607558306,506873236,155610549,607248819
(주)엘엑스세미콘,108320,Dec-19,519232825,144851948,629733290,517493203,145432437,629264178
(주)엘엑스인터내셔널,1120,Dec-11,3113824021,2801638264,4941008405,1750840998,1559257838,3466189083
(주)엘엑스인터내셔널,1120,Dec-12,2935562557,2423238519,4957521910,1345113313,975449621,3188100089
(주)엘엑스인터내셔널,1120,Dec-13,2799016679,2245307687,4877002582,1150007816,811677858,3093789106
(주)엘엑스인터내셔널,1120,Dec-14,2830186504,2352147332,4896827844,1050957219,755963598,2933571676
(주)엘엑스인터내셔널,1120,Dec-15,3074134953,2589073721,5383467294,876444218,680179398,2925629721
(주)엘엑스인터내셔널,1120,Dec-16,2671936984,2098319719,5177266513,658810351,442215621,2842435626
(주)엘엑스인터내셔널,1120,Dec-17,2554249852,2130330307,4967601556,656716341,633733272,2728803700
(주)엘엑스인터내셔널,1120,Dec-18,2558402868,2167354737,5038072461,640795642,705989656,2697222673
(주)엘엑스인터내셔널,1120,Dec-19,2484044502,2126279483,4875982304,611125954,655476273,2527925654
(주)엘엑스하우시스,108670,Dec-11,1126669000,892666000,1942481000,918606000,630318000,1641318000
(주)엘엑스하우시스,108670,Dec-12,904524000,673687000,1778034000,759710000,451760000,1535955000
(주)엘엑스하우시스,108670,Dec-13,995082000,820309000,1952089000,824162000,576961000,1713858000
(주)엘엑스하우시스,108670,Dec-14,964300000,718249000,2057065000,767735000,460188000,1781223000
(주)엘엑스하우시스,108670,Dec-15,1028180000,712261000,2251751000,803619000,423352000,1890659000
(주)엘엑스하우시스,108670,Dec-16,1051445000,803725000,2285896000,821218000,514335000,1918101000
(주)엘엑스하우시스,108670,Dec-17,1170284000,804673000,2582431000,924828000,529256000,2223907000
(주)엘엑스하우시스,108670,Dec-18,1080876000,736764000,2509714000,839155000,386744000,2144283000
(주)엘엑스하우시스,108670,Dec-19,1022430000,974505000,2565579000,772204000,667276000,2168161000
(주)엘엠에스,73110,Dec-11,74210928,43733909,148911246,68994425,36861401,144716778
(주)엘엠에스,73110,Dec-12,71937605,61384899,152344155,71643760,56079048,151909350
(주)엘엠에스,73110,Dec-13,78296514,69341079,168173993,76149415,60699087,165279610
(주)엘엠에스,73110,Dec-14,137737631,118288008,237690360,141730164,110013864,238723678
(주)엘엠에스,73110,Dec-15,121495496,76577864,224730965,130598881,69539835,231714264
(주)엘엠에스,73110,Dec-16,113192857,67698664,205069605,122985914,61511078,208587876
(주)엘엠에스,73110,Dec-17,112801598,78106708,200202736,97267084,67857037,179951139
(주)엘엠에스,73110,Dec-18,113354881,63970359,196484605,106638433,58200121,179295515
(주)엘엠에스,73110,Dec-19,151111739,102051499,246427622,137915876,91200328,221187269
(주)엘오티베큠,83310,Dec-11,34469439,10643421,63168393,34435458,10659821,63036039
(주)엘오티베큠,83310,Dec-12,27455975,7406537,64785349,27326204,7568896,64299189
(주)엘오티베큠,83310,Dec-13,37884516,14193226,77630742,36262493,13489642,76393409
(주)엘오티베큠,83310,Dec-14,43350285,17321766,85520313,42814238,16719010,83432593
(주)엘오티베큠,83310,Dec-15,36912660,13959011,92515184,39906706,13402326,93997729
(주)엘오티베큠,83310,Dec-16,54863412,27558213,116456265,55212915,25765258,112339409
(주)엘오티베큠,83310,Dec-17,88877071,29260784,153092790,87080099,28098280,148401644
(주)엘오티베큠,83310,Dec-18,84368015,44348309,175452869,78049878,41959388,169825171
(주)엘오티베큠,83310,Dec-19,103433097,50156584,210032402,95247537,42651602,198277239
(주)엘지,3550,Dec-11,3043089000,2621422000,15160651000,73616046,203291488,7537759091
(주)엘지,3550,Dec-12,3407115000,2425871000,16047732000,241573664,135180405,7703591033
(주)엘지,3550,Dec-13,3709672000,2659677000,16550177000,340102091,125372969,7872016634
(주)엘지,3550,Dec-14,3851206000,2896801000,17332707000,254800031,134994358,8053801766
(주)엘지,3550,Dec-15,4155560000,2712625000,18123400000,333349000,134819000,8208765000
(주)엘지,3550,Dec-16,4663115000,3567302000,19489442000,351135000,135045000,8360422000
(주)엘지,3550,Dec-17,5367809000,3943608000,21647697000,720313000,280068000,9238893000
(주)엘지,3550,Dec-18,4613085000,3039531000,22835911000,397618000,145653000,9327642000
(주)엘지,3550,Dec-19,3939057000,2244801000,22434630000,826059000,156049000,9577961000
(주)엘지생활건강,51900,Dec-11,766503435,730773322,2368903664,436836051,466848944,1664706362
(주)엘지생활건강,51900,Dec-12,791867399,939863395,2764135538,436271790,698547234,1976245361
(주)엘지생활건강,51900,Dec-13,981074809,981691553,3435103838,570079283,518878987,2325813948
(주)엘지생활건강,51900,Dec-14,1214261405,1035674374,3828347997,813961393,601780594,2691745380
(주)엘지생활건강,51900,Dec-15,1331132647,1159458141,4214636964,788198043,764403594,2952552621
(주)엘지생활건강,51900,Dec-16,1424609791,1146889563,4502162482,773513697,674497929,3089904898
(주)엘지생활건강,51900,Dec-17,1513346104,1244057335,4777969500,950324052,849774782,3485163640
(주)엘지생활건강,51900,Dec-18,1691202854,1358883492,5275874284,944326320,759176531,3687211660
(주)엘지생활건강,51900,Dec-19,2163074841,1771203780,6493669663,1009793904,793017322,4093775065
(주)엘지유플러스,32640,Dec-11,2623232000,3960418000,11048543000,2602720000,3951784000,11032980000
(주)엘지유플러스,32640,Dec-12,2572894000,3537463000,11088697000,2553557000,3534108000,11070081000
(주)엘지유플러스,32640,Dec-13,2697110000,3738134000,11775047000,2668348000,3725199000,11746124000
(주)엘지유플러스,32640,Dec-14,2489853000,3485661000,12012660000,2418217000,3458045000,11986340000
(주)엘지유플러스,32640,Dec-15,2599157000,3354154000,11950998000,2547236000,3327786000,11939224000
(주)엘지유플러스,32640,Dec-16,2619551000,3574394000,11989117000,2579273000,3558835000,11989124000
(주)엘지유플러스,32640,Dec-17,3072986000,3664552000,11935453000,3002606000,3646692000,11948222000
(주)엘지유플러스,32640,Dec-18,4247244000,3832967000,13939948000,4172112000,3822069000,13955097000
(주)엘지유플러스,32640,Dec-19,4805494000,4648853000,17941050000,4458406000,4047947000,16834279000
(주)엘지헬로비전,37560,Dec-12,365087252,494594194,1555958111,290697062,334503939,1519009712
(주)엘지헬로비전,37560,Dec-13,399709923,419361268,2080517805,342783606,306048087,1986833637
(주)엘지헬로비전,37560,Dec-14,413459124,510338904,2170450143,430356280,411139987,2073912681
(주)엘지헬로비전,37560,Dec-15,,,,373625770,527750453,2000272843
(주)엘지헬로비전,37560,Dec-16,,,,315292034,565112674,1840191675
(주)엘지헬로비전,37560,Dec-17,,,,316263336,361302909,1868155224
(주)엘지헬로비전,37560,Dec-18,333907897,347995195,1935138662,331950083,346848616,1933605162
(주)엘지헬로비전,37560,Dec-19,332331898,582920876,1790671378,330887963,581808847,1788647921
(주)엘지화학,51910,Dec-11,7256212000,4723904000,15285554000,6071787000,3833483000,13419017000
(주)엘지화학,51910,Dec-12,7452938000,4338012000,16581153000,6289234000,3394450000,14784787000
(주)엘지화학,51910,Dec-13,8031617000,4597877000,17446464000,6689921000,3286775000,15387176000
(주)엘지화학,51910,Dec-14,8146821000,4809049000,18127646000,6756841000,3738040000,15893446000
(주)엘지화학,51910,Dec-15,8655605000,4798981000,18578728000,7114410000,3412605000,16231596000
