,회사명,거래소코드,회계년도,직원감소율여부
3650,(주)아모텍,52710,2019,0
3651,(주)아미노로직스,74430,2011,0
3652,(주)아미노로직스,74430,2012,1
3653,(주)아미노로직스,74430,2013,0
3654,(주)아미노로직스,74430,2014,0
3655,(주)아미노로직스,74430,2015,0
3656,(주)아미노로직스,74430,2016,0
3657,(주)아미노로직스,74430,2017,0
3658,(주)아미노로직스,74430,2018,0
3659,(주)아미노로직스,74430,2019,0
3660,(주)아바코,83930,2011,0
3661,(주)아바코,83930,2012,0
3662,(주)아바코,83930,2013,0
3663,(주)아바코,83930,2014,0
3664,(주)아바코,83930,2015,0
3665,(주)아바코,83930,2016,1
3666,(주)아바코,83930,2017,0
3667,(주)아바코,83930,2018,0
3668,(주)아바코,83930,2019,0
3669,(주)아바텍,149950,2012,1
3670,(주)아바텍,149950,2013,0
3671,(주)아바텍,149950,2014,0
3672,(주)아바텍,149950,2015,0
3673,(주)아바텍,149950,2016,1
3674,(주)아바텍,149950,2017,0
3675,(주)아바텍,149950,2018,0
3676,(주)아바텍,149950,2019,0
3677,(주)아세아텍,50860,2011,0
3678,(주)아세아텍,50860,2012,0
3679,(주)아세아텍,50860,2013,0
3680,(주)아세아텍,50860,2014,0
3681,(주)아세아텍,50860,2015,0
3682,(주)아세아텍,50860,2016,0
3683,(주)아세아텍,50860,2017,0
3684,(주)아세아텍,50860,2018,0
3685,(주)아세아텍,50860,2019,0
3686,(주)아센디오,12170,2011,0
3687,(주)아센디오,12170,2012,1
3688,(주)아센디오,12170,2013,0
3689,(주)아센디오,12170,2014,0
3690,(주)아센디오,12170,2015,0
3691,(주)아센디오,12170,2016,1
3692,(주)아센디오,12170,2017,1
3693,(주)아센디오,12170,2018,1
3694,(주)아센디오,12170,2019,0
3695,(주)아스타,246720,2017,0
3696,(주)아스타,246720,2018,0
3697,(주)아스타,246720,2019,0
3698,(주)아스트,67390,2014,0
3699,(주)아스트,67390,2015,0
3700,(주)아스트,67390,2016,0
3701,(주)아스트,67390,2017,0
3702,(주)아스트,67390,2018,0
3703,(주)아스트,67390,2019,0
3704,(주)아시아경제,127710,2015,0
3705,(주)아시아경제,127710,2016,0
3706,(주)아시아경제,127710,2017,1
3707,(주)아시아경제,127710,2018,0
3708,(주)아시아경제,127710,2019,0
3709,(주)아우딘퓨쳐스,227610,2017,0
3710,(주)아우딘퓨쳐스,227610,2018,1
3711,(주)아우딘퓨쳐스,227610,2019,0
3712,(주)아이디스,143160,2011,0
3713,(주)아이디스,143160,2012,0
3714,(주)아이디스,143160,2013,0
3715,(주)아이디스,143160,2014,0
3716,(주)아이디스,143160,2015,0
3717,(주)아이디스,143160,2016,0
3718,(주)아이디스,143160,2017,0
3719,(주)아이디스,143160,2018,0
3720,(주)아이디스,143160,2019,0
3721,(주)아이디스홀딩스,54800,2011,0
3722,(주)아이디스홀딩스,54800,2012,1
3723,(주)아이디스홀딩스,54800,2013,0
3724,(주)아이디스홀딩스,54800,2014,0
3725,(주)아이디스홀딩스,54800,2015,1
3726,(주)아이디스홀딩스,54800,2016,0
3727,(주)아이디스홀딩스,54800,2017,0
3728,(주)아이디스홀딩스,54800,2018,0
3729,(주)아이디스홀딩스,54800,2019,0
3730,(주)아이마켓코리아,122900,2011,0
3731,(주)아이마켓코리아,122900,2012,0
3732,(주)아이마켓코리아,122900,2013,0
3733,(주)아이마켓코리아,122900,2014,0
3734,(주)아이마켓코리아,122900,2015,0
3735,(주)아이마켓코리아,122900,2016,0
3736,(주)아이마켓코리아,122900,2017,0
3737,(주)아이마켓코리아,122900,2018,0
3738,(주)아이마켓코리아,122900,2019,0
3739,(주)아이비김영,339950,2019,0
3740,(주)아이센스,99190,2013,0
3741,(주)아이센스,99190,2014,0
3742,(주)아이센스,99190,2015,0
3743,(주)아이센스,99190,2016,1
3744,(주)아이센스,99190,2017,0
3745,(주)아이센스,99190,2018,0
3746,(주)아이센스,99190,2019,0
3747,(주)아이스크림에듀,289010,2019,0
3748,(주)아이씨디,40910,2011,0
3749,(주)아이씨디,40910,2012,0
3750,(주)아이씨디,40910,2013,0
3751,(주)아이씨디,40910,2014,0
3752,(주)아이씨디,40910,2015,0
3753,(주)아이씨디,40910,2016,1
3754,(주)아이씨디,40910,2017,0
3755,(주)아이씨디,40910,2018,0
3756,(주)아이씨디,40910,2019,0
3757,(주)아이앤씨테크놀로지,52860,2011,0
3758,(주)아이앤씨테크놀로지,52860,2012,0
3759,(주)아이앤씨테크놀로지,52860,2013,1
3760,(주)아이앤씨테크놀로지,52860,2014,0
3761,(주)아이앤씨테크놀로지,52860,2015,0
3762,(주)아이앤씨테크놀로지,52860,2016,0
3763,(주)아이앤씨테크놀로지,52860,2017,0
3764,(주)아이앤씨테크놀로지,52860,2018,0
3765,(주)아이앤씨테크놀로지,52860,2019,0
3766,(주)아이에스시,95340,2011,0
3767,(주)아이에스시,95340,2012,1
3768,(주)아이에스시,95340,2013,0
3769,(주)아이에스시,95340,2014,1
3770,(주)아이에스시,95340,2015,0
3771,(주)아이에스시,95340,2016,1
3772,(주)아이에스시,95340,2017,1
3773,(주)아이에스시,95340,2018,1
3774,(주)아이에스시,95340,2019,0
3775,(주)아이에스이커머스,69920,2011,0
3776,(주)아이에스이커머스,69920,2012,0
3777,(주)아이에스이커머스,69920,2013,0
3778,(주)아이에스이커머스,69920,2014,0
3779,(주)아이에스이커머스,69920,2015,0
3780,(주)아이에스이커머스,69920,2016,0
3781,(주)아이에스이커머스,69920,2017,0
3782,(주)아이에스이커머스,69920,2018,0
3783,(주)아이에스이커머스,69920,2019,0
3784,(주)아이에이,38880,2011,0
3785,(주)아이에이,38880,2012,0
3786,(주)아이에이,38880,2013,0
3787,(주)아이에이,38880,2014,0
3788,(주)아이에이,38880,2015,0
3789,(주)아이에이,38880,2016,0
3790,(주)아이에이,38880,2017,0
3791,(주)아이에이,38880,2018,0
3792,(주)아이에이,38880,2019,0
3793,(주)아이에이치큐,3560,2011,0
3794,(주)아이에이치큐,3560,2012,0
3795,(주)아이에이치큐,3560,2013,0
3796,(주)아이에이치큐,3560,2014,0
3797,(주)아이에이치큐,3560,2015,1
3798,(주)아이에이치큐,3560,2016,0
3799,(주)아이에이치큐,3560,2017,0
3800,(주)아이에이치큐,3560,2018,0
3801,(주)아이에이치큐,3560,2019,0
3802,(주)아이엘사이언스,307180,2018,0
3803,(주)아이엘사이언스,307180,2019,0
3804,(주)아이엠,101390,2011,0
3805,(주)아이엠,101390,2012,0
3806,(주)아이엠,101390,2013,0
3807,(주)아이엠,101390,2014,0
3808,(주)아이엠,101390,2015,0
3809,(주)아이엠,101390,2016,0
3810,(주)아이엠,101390,2017,0
3811,(주)아이엠,101390,2018,0
3812,(주)아이엠,101390,2019,0
3813,(주)아이엠비씨,52220,2011,0
3814,(주)아이엠비씨,52220,2012,0
3815,(주)아이엠비씨,52220,2013,0
3816,(주)아이엠비씨,52220,2014,0
3817,(주)아이엠비씨,52220,2015,0
3818,(주)아이엠비씨,52220,2016,0
3819,(주)아이엠비씨,52220,2017,0
3820,(주)아이엠비씨,52220,2018,0
3821,(주)아이엠비씨,52220,2019,0
3822,(주)아이오케이컴퍼니,78860,2011,0
3823,(주)아이오케이컴퍼니,78860,2012,0
3824,(주)아이오케이컴퍼니,78860,2013,0
3825,(주)아이오케이컴퍼니,78860,2014,0
3826,(주)아이오케이컴퍼니,78860,2015,0
3827,(주)아이오케이컴퍼니,78860,2016,0
3828,(주)아이오케이컴퍼니,78860,2017,0
3829,(주)아이오케이컴퍼니,78860,2018,0
3830,(주)아이오케이컴퍼니,78860,2019,0
3831,(주)아이윈,90150,2011,0
3832,(주)아이윈,90150,2012,0
3833,(주)아이윈,90150,2013,0
3834,(주)아이윈,90150,2014,0
3835,(주)아이윈,90150,2015,0
3836,(주)아이윈,90150,2016,0
3837,(주)아이윈,90150,2017,0
3838,(주)아이윈,90150,2018,0
3839,(주)아이윈,90150,2019,0
3840,(주)아이윈플러스,123010,2016,0
3841,(주)아이윈플러스,123010,2017,0
3842,(주)아이윈플러스,123010,2018,0
3843,(주)아이윈플러스,123010,2019,0
3844,(주)아이즈비전,31310,2011,0
3845,(주)아이즈비전,31310,2012,0
3846,(주)아이즈비전,31310,2013,0
3847,(주)아이즈비전,31310,2014,1
3848,(주)아이즈비전,31310,2015,0
3849,(주)아이즈비전,31310,2016,0
3850,(주)아이즈비전,31310,2017,0
3851,(주)아이즈비전,31310,2018,0
3852,(주)아이즈비전,31310,2019,0
3853,(주)아이컴포넌트,59100,2011,0
3854,(주)아이컴포넌트,59100,2012,0
3855,(주)아이컴포넌트,59100,2013,0
3856,(주)아이컴포넌트,59100,2014,0
3857,(주)아이컴포넌트,59100,2015,0
3858,(주)아이컴포넌트,59100,2016,0
3859,(주)아이컴포넌트,59100,2017,0
3860,(주)아이컴포넌트,59100,2018,0
3861,(주)아이컴포넌트,59100,2019,0
3862,(주)아이톡시,52770,2011,0
3863,(주)아이톡시,52770,2012,0
3864,(주)아이톡시,52770,2013,0
3865,(주)아이톡시,52770,2014,1
3866,(주)아이톡시,52770,2015,0
3867,(주)아이톡시,52770,2016,1
3868,(주)아이톡시,52770,2017,0
3869,(주)아이톡시,52770,2018,0
3870,(주)아이톡시,52770,2019,0
3871,(주)아이티센,124500,2015,0
3872,(주)아이티센,124500,2016,1
3873,(주)아이티센,124500,2017,0
3874,(주)아이티센,124500,2018,0
3875,(주)아이티센,124500,2019,0
3876,(주)아이티엑스에이아이,99520,2011,0
3877,(주)아이티엑스에이아이,99520,2012,0
3878,(주)아이티엑스에이아이,99520,2013,0
3879,(주)아이티엑스에이아이,99520,2014,0
3880,(주)아이티엑스에이아이,99520,2015,0
3881,(주)아이티엑스에이아이,99520,2016,0
3882,(주)아이티엑스에이아이,99520,2017,0
3883,(주)아이티엑스에이아이,99520,2018,0
3884,(주)아이티엑스에이아이,99520,2019,0
3885,(주)아이티엠반도체,84850,2019,0
3886,(주)아즈텍더블유비이,32080,2011,0
3887,(주)아즈텍더블유비이,32080,2012,0
3888,(주)아즈텍더블유비이,32080,2013,0
3889,(주)아즈텍더블유비이,32080,2014,0
3890,(주)아즈텍더블유비이,32080,2015,0
3891,(주)아즈텍더블유비이,32080,2016,0
3892,(주)아즈텍더블유비이,32080,2017,0
3893,(주)아즈텍더블유비이,32080,2018,0
3894,(주)아즈텍더블유비이,32080,2019,0
3895,(주)아진엑스텍,59120,2014,0
3896,(주)아진엑스텍,59120,2015,0
3897,(주)아진엑스텍,59120,2016,0
3898,(주)아진엑스텍,59120,2017,0
3899,(주)아진엑스텍,59120,2018,0
3900,(주)아진엑스텍,59120,2019,0
3901,(주)아톤,158430,2019,0
3902,(주)아프리카티비,67160,2011,0
3903,(주)아프리카티비,67160,2012,1
3904,(주)아프리카티비,67160,2013,0
3905,(주)아프리카티비,67160,2014,0
3906,(주)아프리카티비,67160,2015,1
3907,(주)아프리카티비,67160,2016,0
3908,(주)아프리카티비,67160,2017,0
3909,(주)아프리카티비,67160,2018,0
3910,(주)아프리카티비,67160,2019,0
3911,(주)안랩,53800,2011,0
3912,(주)안랩,53800,2012,1
3913,(주)안랩,53800,2013,0
3914,(주)안랩,53800,2014,0
3915,(주)안랩,53800,2015,0
3916,(주)안랩,53800,2016,0
3917,(주)안랩,53800,2017,0
3918,(주)안랩,53800,2018,0
3919,(주)안랩,53800,2019,0
3920,(주)안트로젠,65660,2016,0
3921,(주)안트로젠,65660,2017,1
3922,(주)안트로젠,65660,2018,0
3923,(주)안트로젠,65660,2019,0
3924,(주)알로이스,297570,2018,0
3925,(주)알로이스,297570,2019,0
3926,(주)알루코,1780,2011,0
3927,(주)알루코,1780,2012,0
3928,(주)알루코,1780,2013,0
3929,(주)알루코,1780,2014,0
3930,(주)알루코,1780,2015,1
3931,(주)알루코,1780,2016,0
3932,(주)알루코,1780,2017,0
3933,(주)알루코,1780,2018,0
3934,(주)알루코,1780,2019,0
3935,(주)알에프세미,96610,2011,0
3936,(주)알에프세미,96610,2012,0
3937,(주)알에프세미,96610,2013,1
3938,(주)알에프세미,96610,2014,0
3939,(주)알에프세미,96610,2015,0
3940,(주)알에프세미,96610,2016,0
3941,(주)알에프세미,96610,2017,0
3942,(주)알에프세미,96610,2018,0
3943,(주)알에프세미,96610,2019,0
3944,(주)알에프텍,61040,2011,0
3945,(주)알에프텍,61040,2012,1
3946,(주)알에프텍,61040,2013,0
3947,(주)알에프텍,61040,2014,0
3948,(주)알에프텍,61040,2015,0
3949,(주)알에프텍,61040,2016,0
3950,(주)알에프텍,61040,2017,0
3951,(주)알에프텍,61040,2018,0
3952,(주)알에프텍,61040,2019,0
3953,(주)알엔투테크놀로지,148250,2016,0
3954,(주)알엔투테크놀로지,148250,2017,1
3955,(주)알엔투테크놀로지,148250,2018,1
3956,(주)알엔투테크놀로지,148250,2019,0
3957,(주)알테오젠,196170,2014,0
3958,(주)알테오젠,196170,2015,1
3959,(주)알테오젠,196170,2016,1
3960,(주)알테오젠,196170,2017,0
3961,(주)알테오젠,196170,2018,0
3962,(주)알테오젠,196170,2019,0
3963,(주)알톤스포츠,123750,2011,0
3964,(주)알톤스포츠,123750,2012,0
3965,(주)알톤스포츠,123750,2013,0
3966,(주)알톤스포츠,123750,2014,0
3967,(주)알톤스포츠,123750,2015,1
3968,(주)알톤스포츠,123750,2016,0
3969,(주)알톤스포츠,123750,2017,0
3970,(주)알톤스포츠,123750,2018,0
3971,(주)알톤스포츠,123750,2019,0
3972,(주)알티캐스트,85810,2013,0
3973,(주)알티캐스트,85810,2014,0
3974,(주)알티캐스트,85810,2015,0
3975,(주)알티캐스트,85810,2016,0
3976,(주)알티캐스트,85810,2017,0
3977,(주)알티캐스트,85810,2018,0
3978,(주)알티캐스트,85810,2019,0
3979,(주)알파홀딩스,117670,2011,0
3980,(주)알파홀딩스,117670,2012,0
3981,(주)알파홀딩스,117670,2013,1
3982,(주)알파홀딩스,117670,2014,0
3983,(주)알파홀딩스,117670,2015,1
3984,(주)알파홀딩스,117670,2016,0
3985,(주)알파홀딩스,117670,2017,0
3986,(주)알파홀딩스,117670,2018,0
3987,(주)알파홀딩스,117670,2019,0
3988,(주)애니플러스,310200,2018,0
3989,(주)애니플러스,310200,2019,0
3990,(주)애드바이오텍,179530,2019,0
3991,(주)액션스퀘어,205500,2014,0
3992,(주)액션스퀘어,205500,2015,1
3993,(주)액션스퀘어,205500,2016,1
3994,(주)액션스퀘어,205500,2017,0
3995,(주)액션스퀘어,205500,2018,0
3996,(주)액션스퀘어,205500,2019,0
3997,(주)액토즈소프트,52790,2011,0
3998,(주)액토즈소프트,52790,2012,0
3999,(주)액토즈소프트,52790,2013,1
4000,(주)액토즈소프트,52790,2014,0
4001,(주)액토즈소프트,52790,2015,0
4002,(주)액토즈소프트,52790,2016,0
4003,(주)액토즈소프트,52790,2017,1
4004,(주)액토즈소프트,52790,2018,1
4005,(주)액토즈소프트,52790,2019,0
4006,(주)액트로,290740,2018,0
4007,(주)액트로,290740,2019,0
4008,(주)앤디포스,238090,2016,0
4009,(주)앤디포스,238090,2017,0
4010,(주)앤디포스,238090,2018,0
4011,(주)앤디포스,238090,2019,0
4012,(주)앤씨앤,92600,2011,0
4013,(주)앤씨앤,92600,2012,0
4014,(주)앤씨앤,92600,2013,0
4015,(주)앤씨앤,92600,2014,0
4016,(주)앤씨앤,92600,2015,0
4017,(주)앤씨앤,92600,2016,0
4018,(주)앤씨앤,92600,2017,0
4019,(주)앤씨앤,92600,2018,0
4020,(주)앤씨앤,92600,2019,0
4021,(주)야스,255440,2017,0
4022,(주)야스,255440,2018,0
4023,(주)야스,255440,2019,0
4024,(주)양지사,30960,2011,0
4025,(주)양지사,30960,2012,0
4026,(주)양지사,30960,2013,0
4027,(주)양지사,30960,2014,0
4028,(주)양지사,30960,2015,0
4029,(주)양지사,30960,2016,0
4030,(주)양지사,30960,2017,0
4031,(주)양지사,30960,2018,0
4032,(주)양지사,30960,2019,0
4033,(주)어스앤에어로스페이스,263540,2017,0
4034,(주)어스앤에어로스페이스,263540,2018,0
4035,(주)어스앤에어로스페이스,263540,2019,0
4036,(주)얼라인드제네틱스,238120,2016,0
4037,(주)얼라인드제네틱스,238120,2017,0
4038,(주)얼라인드제네틱스,238120,2018,0
4039,(주)얼라인드제네틱스,238120,2019,0
4040,(주)에너토크,19990,2011,0
4041,(주)에너토크,19990,2012,0
4042,(주)에너토크,19990,2013,0
4043,(주)에너토크,19990,2014,0
4044,(주)에너토크,19990,2015,0
4045,(주)에너토크,19990,2016,0
4046,(주)에너토크,19990,2017,0
4047,(주)에너토크,19990,2018,0
4048,(주)에너토크,19990,2019,0
4049,(주)에넥스,11090,2011,0
4050,(주)에넥스,11090,2012,0
4051,(주)에넥스,11090,2013,0
4052,(주)에넥스,11090,2014,0
4053,(주)에넥스,11090,2015,0
4054,(주)에넥스,11090,2016,0
4055,(주)에넥스,11090,2017,0
4056,(주)에넥스,11090,2018,0
4057,(주)에넥스,11090,2019,0
4058,(주)에스디생명공학,217480,2017,0
4059,(주)에스디생명공학,217480,2018,1
4060,(주)에스디생명공학,217480,2019,0
4061,(주)에스디시스템,121890,2011,0
4062,(주)에스디시스템,121890,2012,0
4063,(주)에스디시스템,121890,2013,0
4064,(주)에스디시스템,121890,2014,0
4065,(주)에스디시스템,121890,2015,1
4066,(주)에스디시스템,121890,2016,1
4067,(주)에스디시스템,121890,2017,0
4068,(주)에스디시스템,121890,2018,0
4069,(주)에스디시스템,121890,2019,0
4070,(주)에스비에스,34120,2011,0
4071,(주)에스비에스,34120,2012,0
4072,(주)에스비에스,34120,2013,0
4073,(주)에스비에스,34120,2014,0
4074,(주)에스비에스,34120,2015,1
4075,(주)에스비에스,34120,2016,0
4076,(주)에스비에스,34120,2017,0
4077,(주)에스비에스,34120,2018,0
4078,(주)에스비에스,34120,2019,0
4079,(주)에스비에스콘텐츠허브,46140,2011,0
4080,(주)에스비에스콘텐츠허브,46140,2012,0
4081,(주)에스비에스콘텐츠허브,46140,2013,0
4082,(주)에스비에스콘텐츠허브,46140,2014,0
4083,(주)에스비에스콘텐츠허브,46140,2015,0
4084,(주)에스비에스콘텐츠허브,46140,2016,0
4085,(주)에스비에스콘텐츠허브,46140,2017,0
4086,(주)에스비에스콘텐츠허브,46140,2018,0
4087,(주)에스비에스콘텐츠허브,46140,2019,0
4088,(주)에스씨디,42110,2011,0
4089,(주)에스씨디,42110,2012,0
4090,(주)에스씨디,42110,2013,0
4091,(주)에스씨디,42110,2014,0
4092,(주)에스씨디,42110,2015,0
4093,(주)에스씨디,42110,2016,0
4094,(주)에스씨디,42110,2017,0
4095,(주)에스씨디,42110,2018,0
4096,(주)에스씨디,42110,2019,0
4097,(주)에스아이리소스,65420,2011,0
4098,(주)에스아이리소스,65420,2012,0
4099,(주)에스아이리소스,65420,2013,0
4100,(주)에스아이리소스,65420,2014,0
4101,(주)에스아이리소스,65420,2015,0
4102,(주)에스아이리소스,65420,2016,0
4103,(주)에스아이리소스,65420,2017,1
4104,(주)에스아이리소스,65420,2018,0
4105,(주)에스아이리소스,65420,2019,0
4106,(주)에스앤더블류,103230,2011,0
4107,(주)에스앤더블류,103230,2012,0
4108,(주)에스앤더블류,103230,2013,0
4109,(주)에스앤더블류,103230,2014,0
4110,(주)에스앤더블류,103230,2015,0
4111,(주)에스앤더블류,103230,2016,0
4112,(주)에스앤더블류,103230,2017,0
4113,(주)에스앤더블류,103230,2018,0
4114,(주)에스앤더블류,103230,2019,0
4115,(주)에스앤에스텍,101490,2011,0
4116,(주)에스앤에스텍,101490,2012,0
4117,(주)에스앤에스텍,101490,2013,0
4118,(주)에스앤에스텍,101490,2014,0
4119,(주)에스앤에스텍,101490,2015,0
4120,(주)에스앤에스텍,101490,2016,0
4121,(주)에스앤에스텍,101490,2017,0
4122,(주)에스앤에스텍,101490,2018,0
4123,(주)에스앤에스텍,101490,2019,0
4124,(주)에스에너지,95910,2011,0
4125,(주)에스에너지,95910,2012,0
4126,(주)에스에너지,95910,2013,0
4127,(주)에스에너지,95910,2014,0
4128,(주)에스에너지,95910,2015,0
4129,(주)에스에너지,95910,2016,0
4130,(주)에스에너지,95910,2017,0
4131,(주)에스에너지,95910,2018,0
4132,(주)에스에너지,95910,2019,0
4133,(주)에스에스알,275630,2018,0
4134,(주)에스에스알,275630,2019,0
4135,(주)에스에이엠티,31330,2011,0
4136,(주)에스에이엠티,31330,2012,0
4137,(주)에스에이엠티,31330,2013,0
4138,(주)에스에이엠티,31330,2014,0
4139,(주)에스에이엠티,31330,2015,0
4140,(주)에스에이엠티,31330,2016,0
4141,(주)에스에이엠티,31330,2017,0
4142,(주)에스에이엠티,31330,2018,0
4143,(주)에스에이엠티,31330,2019,0
4144,(주)에스에이티,60540,2011,0
4145,(주)에스에이티,60540,2012,0
4146,(주)에스에이티,60540,2013,1
4147,(주)에스에이티,60540,2014,0
4148,(주)에스에이티,60540,2015,1
4149,(주)에스에이티,60540,2016,0
4150,(주)에스에이티,60540,2017,0
4151,(주)에스에이티,60540,2018,0
4152,(주)에스에이티,60540,2019,0
4153,(주)에스에프에이,56190,2011,0
4154,(주)에스에프에이,56190,2012,0
4155,(주)에스에프에이,56190,2013,0
4156,(주)에스에프에이,56190,2014,0
4157,(주)에스에프에이,56190,2015,0
4158,(주)에스에프에이,56190,2016,0
4159,(주)에스에프에이,56190,2017,0
4160,(주)에스에프에이,56190,2018,0
4161,(주)에스에프에이,56190,2019,0
4162,(주)에스에프에이반도체,36540,2011,0
4163,(주)에스에프에이반도체,36540,2012,0
4164,(주)에스에프에이반도체,36540,2013,0
4165,(주)에스에프에이반도체,36540,2014,0
4166,(주)에스에프에이반도체,36540,2015,0
4167,(주)에스에프에이반도체,36540,2016,0
4168,(주)에스에프에이반도체,36540,2017,0
4169,(주)에스에프에이반도체,36540,2018,0
4170,(주)에스에프에이반도체,36540,2019,0
4171,(주)에스엘바이오닉스,214310,2015,0
4172,(주)에스엘바이오닉스,214310,2016,1
4173,(주)에스엘바이오닉스,214310,2017,0
4174,(주)에스엘바이오닉스,214310,2018,0
4175,(주)에스엘바이오닉스,214310,2019,0
4176,(주)에스엠라이프디자인그룹,63440,2011,0
4177,(주)에스엠라이프디자인그룹,63440,2012,0
4178,(주)에스엠라이프디자인그룹,63440,2013,0
4179,(주)에스엠라이프디자인그룹,63440,2014,0
4180,(주)에스엠라이프디자인그룹,63440,2015,0
4181,(주)에스엠라이프디자인그룹,63440,2016,1
4182,(주)에스엠라이프디자인그룹,63440,2017,0
4183,(주)에스엠라이프디자인그룹,63440,2018,0
4184,(주)에스엠라이프디자인그룹,63440,2019,0
4185,(주)에스엠벡셀,10580,2011,0
4186,(주)에스엠벡셀,10580,2012,0
4187,(주)에스엠벡셀,10580,2013,0
4188,(주)에스엠벡셀,10580,2014,0
4189,(주)에스엠벡셀,10580,2015,0
4190,(주)에스엠벡셀,10580,2016,0
4191,(주)에스엠벡셀,10580,2017,0
4192,(주)에스엠벡셀,10580,2018,0
4193,(주)에스엠벡셀,10580,2019,0
4194,(주)에스엠엔터테인먼트,41510,2011,0
4195,(주)에스엠엔터테인먼트,41510,2012,1
4196,(주)에스엠엔터테인먼트,41510,2013,0
4197,(주)에스엠엔터테인먼트,41510,2014,0
4198,(주)에스엠엔터테인먼트,41510,2015,0
4199,(주)에스엠엔터테인먼트,41510,2016,1
4200,(주)에스엠엔터테인먼트,41510,2017,0
4201,(주)에스엠엔터테인먼트,41510,2018,0
4202,(주)에스엠엔터테인먼트,41510,2019,0
4203,(주)에스엠컬처앤콘텐츠,48550,2011,0
4204,(주)에스엠컬처앤콘텐츠,48550,2012,0
4205,(주)에스엠컬처앤콘텐츠,48550,2013,1
4206,(주)에스엠컬처앤콘텐츠,48550,2014,0
4207,(주)에스엠컬처앤콘텐츠,48550,2015,0
4208,(주)에스엠컬처앤콘텐츠,48550,2016,0
4209,(주)에스엠컬처앤콘텐츠,48550,2017,0
4210,(주)에스엠컬처앤콘텐츠,48550,2018,1
4211,(주)에스엠컬처앤콘텐츠,48550,2019,0
4212,(주)에스엠코어,7820,2011,0
4213,(주)에스엠코어,7820,2012,0
4214,(주)에스엠코어,7820,2013,0
4215,(주)에스엠코어,7820,2014,0
4216,(주)에스엠코어,7820,2015,0
4217,(주)에스엠코어,7820,2016,0
4218,(주)에스엠코어,7820,2017,0
4219,(주)에스엠코어,7820,2018,1
4220,(주)에스엠코어,7820,2019,0
4221,(주)에스원,12750,2011,0
4222,(주)에스원,12750,2012,0
4223,(주)에스원,12750,2013,0
4224,(주)에스원,12750,2014,0
4225,(주)에스원,12750,2015,0
4226,(주)에스원,12750,2016,0
4227,(주)에스원,12750,2017,0
4228,(주)에스원,12750,2018,0
4229,(주)에스원,12750,2019,0
4230,(주)에스제이그룹,306040,2019,0
4231,(주)에스제이엠,123700,2011,0
4232,(주)에스제이엠,123700,2012,0
4233,(주)에스제이엠,123700,2013,0
4234,(주)에스제이엠,123700,2014,0
4235,(주)에스제이엠,123700,2015,0
4236,(주)에스제이엠,123700,2016,0
4237,(주)에스제이엠,123700,2017,0
4238,(주)에스제이엠,123700,2018,0
4239,(주)에스제이엠,123700,2019,0
4240,(주)에스제이엠홀딩스,25530,2011,0
4241,(주)에스제이엠홀딩스,25530,2012,0
4242,(주)에스제이엠홀딩스,25530,2013,1
4243,(주)에스제이엠홀딩스,25530,2014,0
4244,(주)에스제이엠홀딩스,25530,2015,0
4245,(주)에스제이엠홀딩스,25530,2016,1
4246,(주)에스제이엠홀딩스,25530,2017,0
4247,(주)에스제이엠홀딩스,25530,2018,0
4248,(주)에스제이엠홀딩스,25530,2019,0
4249,(주)에스지글로벌,1380,2011,0
4250,(주)에스지글로벌,1380,2012,0
4251,(주)에스지글로벌,1380,2013,0
4252,(주)에스지글로벌,1380,2014,0
4253,(주)에스지글로벌,1380,2015,0
4254,(주)에스지글로벌,1380,2016,0
4255,(주)에스지글로벌,1380,2017,1
4256,(주)에스지글로벌,1380,2018,0
4257,(주)에스지글로벌,1380,2019,0
4258,(주)에스지세계물산,4060,2011,0
4259,(주)에스지세계물산,4060,2012,0
4260,(주)에스지세계물산,4060,2013,0
4261,(주)에스지세계물산,4060,2014,0
4262,(주)에스지세계물산,4060,2015,0
4263,(주)에스지세계물산,4060,2016,0
4264,(주)에스지세계물산,4060,2017,0
4265,(주)에스지세계물산,4060,2018,0
4266,(주)에스지세계물산,4060,2019,0
4267,(주)에스지엔지,40610,2011,0
4268,(주)에스지엔지,40610,2012,0
4269,(주)에스지엔지,40610,2013,1
4270,(주)에스지엔지,40610,2014,0
4271,(주)에스지엔지,40610,2015,0
4272,(주)에스지엔지,40610,2016,0
4273,(주)에스지엔지,40610,2017,0
4274,(주)에스지엔지,40610,2018,0
4275,(주)에스지엔지,40610,2019,0
4276,(주)에스코넥,96630,2011,0
4277,(주)에스코넥,96630,2012,0
4278,(주)에스코넥,96630,2013,0
4279,(주)에스코넥,96630,2014,0
4280,(주)에스코넥,96630,2015,0
4281,(주)에스코넥,96630,2016,0
4282,(주)에스코넥,96630,2017,0
4283,(주)에스코넥,96630,2018,0
4284,(주)에스코넥,96630,2019,0
4285,(주)에스텍파마,41910,2011,0
4286,(주)에스텍파마,41910,2012,0
4287,(주)에스텍파마,41910,2013,0
4288,(주)에스텍파마,41910,2014,0
4289,(주)에스텍파마,41910,2015,0
4290,(주)에스텍파마,41910,2016,0
4291,(주)에스텍파마,41910,2017,0
4292,(주)에스텍파마,41910,2018,0
4293,(주)에스텍파마,41910,2019,0
4294,(주)에스티아이,39440,2011,0
4295,(주)에스티아이,39440,2012,0
4296,(주)에스티아이,39440,2013,0
4297,(주)에스티아이,39440,2014,0
4298,(주)에스티아이,39440,2015,0
