회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),투자활동으로 인한 현금흐름(*)(IFRS)(천원),재무활동으로 인한 현금흐름(*)(IFRS)(천원),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원),재무활동으로 인한 현금흐름(*)(IFRS연결)(천원)
(주)에프앤에프홀딩스,007700,2014/12,-18593206,-457354,19190000,-18592918,-453062,19190000
(주)에프앤에프홀딩스,007700,2015/12,15666963,-4643995,-11150000,15662928,-4649622,-11150000
(주)에프앤에프홀딩스,007700,2016/12,54674885,16657878,-62640000,55810339,16722878,-62640000
(주)에프앤에프홀딩스,007700,2017/12,67074730,-39349483,-5390000,66641827,-38791528,-5390000
(주)에프앤에프홀딩스,007700,2018/12,27519653,-39731050,-10010000,27308909,-33042879,-12028497
(주)에프앤에프홀딩스,007700,2019/12,149153486,-114383545,-26285473,161619792,-109362206,-24457858
(주)에프에스엔,214270,2015/12,,,,,,
(주)에프에스엔,214270,2016/12,949255,73771,201944,862509,665331,214029
(주)에프에스엔,214270,2017/12,-1169052,-2372578,4408291,-1419962,-642740,5165045
(주)에프에스엔,214270,2018/12,4841186,-51056490,49201537,2790760,-30796050,48012645
(주)에프에스엔,214270,2019/12,1028351,-8317373,3225108,8846342,-3418482,-6422150
(주)에프에스티,036810,2011/12,-246982,-15763461,13911449,,,
(주)에프에스티,036810,2012/12,3642302,-15920282,17913140,,,
(주)에프에스티,036810,2013/12,4719322,-620215,-4023673,4708732,-583424,-4023673
(주)에프에스티,036810,2014/12,11169044,-2576121,-4132063,11037997,-2592827,-3982425
(주)에프에스티,036810,2015/12,15196983,-23174337,6605351,15194674,-23144516,6605351
(주)에프에스티,036810,2016/12,14650005,-7917841,2943850,14741359,-7902380,2861070
(주)에프에스티,036810,2017/12,-2918280,-5891902,-4966484,-2876518,-5917564,-4966484
(주)에프에스티,036810,2018/12,29823831,-9001788,-4563078,29982414,-9011056,-4563078
(주)에프에스티,036810,2019/12,13637254,-31119826,6163275,17071943,-23529071,-2697608
(주)에프엔씨엔터테인먼트,173940,2014/12,511709,-36622007,39144307,5112672,-31557706,39144307
(주)에프엔씨엔터테인먼트,173940,2015/12,-3007293,9590554,28235484,-642654,8638753,28235484
(주)에프엔씨엔터테인먼트,173940,2016/12,8771329,-39070054,-4862053,-248547,-29869282,-4862053
(주)에프엔씨엔터테인먼트,173940,2017/12,-144578,-194918,-2501919,6993939,-4082914,-2998784
(주)에프엔씨엔터테인먼트,173940,2018/12,-1829026,7001439,0,-10442274,1332836,899863
(주)에프엔씨엔터테인먼트,173940,2019/12,-1755942,-2997871,13588087,865603,-1956171,13174852
(주)엑사이엔씨,054940,2011/12,14147034,-1715940,-8648317,21528278,-5908422,-4913723
(주)엑사이엔씨,054940,2012/12,-5952910,-1569116,5210631,-4778810,-4148201,3319903
(주)엑사이엔씨,054940,2013/12,3449646,-810218,-3719217,8498226,-4124164,-4628217
(주)엑사이엔씨,054940,2014/12,8542003,-1027118,-3695242,12125786,-7501563,-2852272
(주)엑사이엔씨,054940,2015/12,3355001,-747628,148300,16831670,-5796459,-778003
(주)엑사이엔씨,054940,2016/12,-1478212,-12292063,6386100,853949,-11960015,7246060
(주)엑사이엔씨,054940,2017/12,2133776,-3325292,2607500,-4245332,-5506635,3514290
(주)엑사이엔씨,054940,2018/12,12401777,-4890112,-5464500,5795039,-881998,-4517304
(주)엑사이엔씨,054940,2019/12,-5751524,-3288215,5271551,-5244529,-837490,2223750
(주)엑세스바이오인코퍼레이션,950130,2013/12,1862407,-8451405,21559095,1587126,-6217475,21444095
(주)엑세스바이오인코퍼레이션,950130,2014/12,-1112479,-14657220,1529539,-2748909,-27083231,16252701
(주)엑세스바이오인코퍼레이션,950130,2015/12,5762413,-513519,-4829858,2865213,29878,1337882
(주)엑세스바이오인코퍼레이션,950130,2016/12,6556892,-5374869,18962978,2553507,-11774847,27970297
(주)엑세스바이오인코퍼레이션,950130,2017/12,1244643,-16912765,889806,-5445311,-11642397,1705810
(주)엑세스바이오인코퍼레이션,950130,2018/12,-551274,-9894674,6136955,-5730652,-4871719,8650176
(주)엑세스바이오인코퍼레이션,950130,2019/12,2774954,171246,-156212,-422239,3193486,-707484
(주)엑셈,205100,2014/12,,,,,,
(주)엑셈,205100,2015/12,1994805,2275567,-3839083,4185672,2386206,-411278
(주)엑셈,205100,2016/12,1109328,-7013835,13907823,2790319,-8496051,13774523
(주)엑셈,205100,2017/12,5777766,-9344878,-10519,6431218,-12158405,2989481
(주)엑셈,205100,2018/12,7030552,-9431230,9997881,6956236,-10879117,10989837
(주)엑셈,205100,2019/12,6817005,3041445,-67305,7601782,2002806,315799
(주)엑시콘,092870,2015/12,14042891,-16068685,16146803,14051356,-16068685,16146803
(주)엑시콘,092870,2016/12,8447448,-12311038,-5054983,8145062,-11385506,-4863774
(주)엑시콘,092870,2017/12,7936885,-4747542,-5562617,7982633,-4758361,-5562617
(주)엑시콘,092870,2018/12,6273454,-12844743,12811450,6903137,-12895161,12811450
(주)엑시콘,092870,2019/12,1471515,-3423641,-3226030,1388708,-3366566,-3226030
(주)엔바이오니아,317870,2019/12,2590424,-7956053,9422318,,,
(주)엔씨소프트,036570,2011/12,140598137,-120264610,-8334999,138554553,-127420320,-11650200
(주)엔씨소프트,036570,2012/12,122234403,-124349468,7187537,210641887,-146451179,5512609
(주)엔씨소프트,036570,2013/12,214619083,-205502167,-11149601,236187664,-213641451,-17410486
(주)엔씨소프트,036570,2014/12,247672387,-164266401,-9637286,263580917,-175532315,-12294124
(주)엔씨소프트,036570,2015/12,232076165,-519504677,310707708,241337234,-516851615,310187228
(주)엔씨소프트,036570,2016/12,99759478,-119839460,-54139664,112022509,-138664241,-73824159
(주)엔씨소프트,036570,2017/12,591923578,-490329272,-79738477,595173210,-459622828,-79738477
(주)엔씨소프트,036570,2018/12,416803086,-2479997,-429333086,352800469,68346556,-424352686
(주)엔씨소프트,036570,2019/12,474319119,-371515535,-42203632,392249236,-234237266,-45695505
(주)엔아이스틸,008260,2011/12,2680582,-13070727,11931005,,,
(주)엔아이스틸,008260,2012/12,22687495,-12487979,-11125290,,,
(주)엔아이스틸,008260,2013/12,25757767,-23986841,-1821267,,,
(주)엔아이스틸,008260,2014/12,20432319,-21899863,1474276,,,
(주)엔아이스틸,008260,2015/12,30478729,-31265012,854236,,,
(주)엔아이스틸,008260,2016/12,25384882,-41247039,16334524,,,
(주)엔아이스틸,008260,2017/12,24347506,-46450977,22616263,,,
(주)엔아이스틸,008260,2018/12,31426601,-14971619,-17205690,,,
(주)엔아이스틸,008260,2019/12,14348218,-16591963,3847049,,,
(주)엔에스,217820,2015/12,-747815,-1680921,10244972,,,
(주)엔에스,217820,2016/12,-6004250,-1805650,430000,-5824976,-3821582,1108322
(주)엔에스,217820,2017/12,-2443401,-331665,5770900,-1531915,-1094775,6582871
(주)엔에스,217820,2018/12,6978047,-9535783,7689100,7834967,-9538319,6936061
(주)엔에스,217820,2019/12,310356,-1944551,12135000,1489923,-2014848,11853242
(주)엔에스엔,031860,2011/12,-1563497,1757319,-600000,-15030488,-580489,10621075
(주)엔에스엔,031860,2012/12,-4289288,2194608,2195658,-3853709,-28697204,44676735
(주)엔에스엔,031860,2013/12,-159917,2274849,-1728396,-231808,3067138,-2428396
(주)엔에스엔,031860,2014/12,-2365226,8646690,-4329110,-2510932,8646690,-4329110
(주)엔에스엔,031860,2015/12,-6756452,7313750,2331162,-6679972,4956632,4001415
(주)엔에스엔,031860,2016/12,-2648562,-15124853,11641328,-6154017,-15961341,16841349
(주)엔에스엔,031860,2017/12,-6228873,-5244290,12037756,-8235796,3265906,5600000
(주)엔에스엔,031860,2018/12,-771099,-599632,1616797,-5233856,2604565,2699997
(주)엔에스엔,031860,2019/12,319024,-34244806,39993274,-4380658,-29127785,39692446
(주)엔에이치엔벅스,104200,2011/12,3146931,8557526,-8667288,3493242,8204731,-8667288
(주)엔에이치엔벅스,104200,2012/12,3898969,1315013,-8313915,3823792,1328663,-8313915
(주)엔에이치엔벅스,104200,2013/12,5370078,-5961424,-18128,,,
(주)엔에이치엔벅스,104200,2014/12,13303746,-12949240,199516,,,
(주)엔에이치엔벅스,104200,2015/12,1445161,-16317146,18455623,,,
(주)엔에이치엔벅스,104200,2016/12,-4635595,8947639,-4992506,-4860946,16120696,-4992506
(주)엔에이치엔벅스,104200,2017/12,-9791043,11508962,0,-10740103,8491337,0
(주)엔에이치엔벅스,104200,2018/12,1995768,2414752,-4489865,3993462,4841142,-4488865
(주)엔에이치엔벅스,104200,2019/12,9716545,-5265401,-291250,10801424,-4063971,-559172
(주)엔이능률,053290,2011/12,8640771,-2674327,-1158479,8689256,-2815111,-1159636
(주)엔이능률,053290,2012/12,2028712,-11360802,-7384472,2181793,-11360802,-7413472
(주)엔이능률,053290,2013/12,10768851,-5385638,0,10823032,-5104326,-47000
(주)엔이능률,053290,2014/12,6171587,-4881409,-967584,6194812,-4898029,-967584
(주)엔이능률,053290,2015/12,9490828,-7824204,-483792,9193177,-7841813,-483792
(주)엔이능률,053290,2016/12,6013583,-8175616,3988894,5943927,-8179733,3988894
(주)엔이능률,053290,2017/12,2334645,-2360094,-3138000,2378964,-2363958,-3138000
(주)엔이능률,053290,2018/12,56851,-12407251,9395472,,,
(주)엔이능률,053290,2019/12,6315040,-6094784,-1193330,,,
(주)엔지스테크널러지,208860,2016/12,-56701,-5221165,5360788,,,
(주)엔지스테크널러지,208860,2017/12,-998051,978321,-1000000,,,
(주)엔지스테크널러지,208860,2018/12,229796,-14504260,19932756,,,
(주)엔지스테크널러지,208860,2019/12,-3392724,-32166531,29866814,-3049458,-21277600,26866814
(주)엔지켐생명과학,183490,2018/12,-13815178,-36090456,47235677,-13524532,-36038238,47235677
(주)엔지켐생명과학,183490,2019/12,-14992120,-17935303,30903920,-15095428,-18057483,30903920
(주)엔케이,085310,2011/12,-4007387,-12171790,17261666,-7692853,-7908111,12280989
(주)엔케이,085310,2012/12,-9539946,-14795258,19639931,13052645,-9685205,-7414718
(주)엔케이,085310,2013/12,5109664,2718743,-10006930,25065874,-3964989,-25427922
(주)엔케이,085310,2014/12,-4564076,-16901650,16244830,-8949855,-12735550,15369309
(주)엔케이,085310,2015/12,16874590,19879715,-3462157,23963007,20223221,-12797748
(주)엔케이,085310,2016/12,12812381,-21027798,-23365652,12628473,-17953865,-26150442
(주)엔케이,085310,2017/12,4876111,-1287541,-6644342,5884758,-6130375,-2533742
(주)엔케이,085310,2018/12,-7266456,14731583,10815965,-7145059,27395083,-204863
(주)엔케이,085310,2019/12,-6254805,5852356,-19044106,-5386111,5643466,-21944508
(주)엔케이맥스,182400,2015/12,-5854179,-5443999,30922762,-7953238,-3358623,30922762
(주)엔케이맥스,182400,2016/12,-7943193,-22311409,39805004,-10240909,-19750967,39805004
(주)엔케이맥스,182400,2017/12,-13306104,-8241010,960000,-15264843,-6026980,960000
(주)엔케이맥스,182400,2018/12,-9175990,-36400828,33447310,-12513969,-33117341,33447310
(주)엔케이맥스,182400,2019/12,-10614304,16267573,-6209608,-18244013,14883713,6441832
(주)엔텔스,069410,2011/12,8147456,-7010829,-2152470,,,
(주)엔텔스,069410,2012/12,4615657,-4277322,2248151,4602118,-4191067,2248151
(주)엔텔스,069410,2013/12,11315309,-2165512,-972269,11403164,-2175002,-972269
(주)엔텔스,069410,2014/12,2611088,-7222726,-954405,2927807,-7296032,-954405
(주)엔텔스,069410,2015/12,-4384416,-1453535,-244700,-4554227,-1461930,-244700
(주)엔텔스,069410,2016/12,818166,2952147,0,937025,2927367,0
(주)엔텔스,069410,2017/12,4029038,1130826,0,3985396,1306915,0
(주)엔텔스,069410,2018/12,-1152572,-1524525,-279753,-967141,-1598528,-279753
(주)엔텔스,069410,2019/12,344640,820117,-651469,344002,789951,-668304
(주)엔투텍,227950,2015/12,,,,,,
(주)엔투텍,227950,2016/12,,,,,,
(주)엔투텍,227950,2017/12,,,,,,
(주)엔투텍,227950,2018/12,-2279144,3337522,1529768,-2280101,3337522,1529768
(주)엔피,291230,2018/12,,,,,,
(주)엔피,291230,2019/12,,,,,,
(주)엔피케이,048830,2011/12,3697747,-5763101,1416027,4050459,-4215619,-294730
(주)엔피케이,048830,2012/12,-835644,-201802,-484508,-517759,-96843,-1050523
(주)엔피케이,048830,2013/12,6331287,-2307768,-829128,7401345,-2989943,-969307
(주)엔피케이,048830,2014/12,1149155,-8537455,7402867,1911340,-9362320,7402867
(주)엔피케이,048830,2015/12,3067637,-12639817,6567895,2809794,-12444540,6548495
(주)엔피케이,048830,2016/12,8699512,-3898951,-1139343,8420845,-3289618,310657
(주)엔피케이,048830,2017/12,7129414,-11875130,9718062,7351515,-14188142,9707079
(주)엔피케이,048830,2018/12,3102525,-13731879,3704138,-145992,-9366504,4229994
(주)엔피케이,048830,2019/12,7937936,-6616499,-145783,4137755,-1067337,-150580
(주)엘디티,096870,2011/12,6888119,-4587388,149528,,,
(주)엘디티,096870,2012/12,2279974,-4610625,13530,,,
(주)엘디티,096870,2013/12,1744775,-2401378,0,,,
(주)엘디티,096870,2014/12,568308,-1863522,0,,,
(주)엘디티,096870,2015/12,579711,-1137897,0,,,
(주)엘디티,096870,2016/12,-1173974,1494002,0,,,
(주)엘디티,096870,2017/12,-1393078,2496946,0,,,
(주)엘디티,096870,2018/12,894755,-506797,0,,,
(주)엘디티,096870,2019/12,122165,-569740,-967,,,
(주)엘아이에스,138690,2011/12,-12549167,-5008322,15870392,,,
(주)엘아이에스,138690,2012/12,-2458746,-9956415,15204974,-2583982,-9637177,15204974
(주)엘아이에스,138690,2013/12,2603788,-7136994,4272942,2087338,-6672765,4272942
(주)엘아이에스,138690,2014/12,-15068915,-169575,18900648,-15371132,113392,18900648
(주)엘아이에스,138690,2015/12,31211161,-33821933,16558233,18816417,-14469750,12364974
(주)엘아이에스,138690,2016/12,-14116863,-11923037,9244604,-23106622,-6356652,11996644
(주)엘아이에스,138690,2017/12,-18503106,-40706398,62530494,-27107478,-34415658,63678675
(주)엘아이에스,138690,2018/12,19139253,-12280072,-12541679,18859027,-13871392,-11161651
(주)엘아이에스,138690,2019/12,-8997492,-6549329,33186608,-18517660,14408886,21110699
(주)엘앤씨바이오,290650,2018/12,3906232,-16627050,30972624,3845775,-16764056,31422624
(주)엘앤씨바이오,290650,2019/12,4094441,-13617135,292133,6430856,-15813699,526868
(주)엘앤에프,066970,2011/12,1195405,-10416187,10024125,-2833301,-20316254,27664698
(주)엘앤에프,066970,2012/12,6283006,-4024424,531203,2656199,-21574213,20235127
(주)엘앤에프,066970,2013/12,-4702077,-5097867,6827343,-134581,-10146404,13116632
(주)엘앤에프,066970,2014/12,-2687029,-1406413,3640767,-3170556,-6176396,4648085
(주)엘앤에프,066970,2015/12,9547497,-30522278,23078048,11582719,-21674660,10350786
(주)엘앤에프,066970,2016/12,-8251057,-10528941,22492591,-8921875,-17036113,26765156
(주)엘앤에프,066970,2017/12,4137711,-21808833,33749626,6587876,-17675102,27347649
(주)엘앤에프,066970,2018/12,-4966677,-30946056,22425226,-2836707,-32531560,24837650
(주)엘앤에프,066970,2019/12,-27481410,-85219423,104352531,-25334745,-87976887,102727967
(주)엘앤케이바이오메드,156100,2016/12,-8097622,-1502270,17083024,-8370702,-1716455,17083024
(주)엘앤케이바이오메드,156100,2017/12,-4543855,-6402841,6145030,-4918431,-4473894,4907460
(주)엘앤케이바이오메드,156100,2018/12,-11012199,-3579615,14371382,-10383485,-3284523,13604059
(주)엘앤케이바이오메드,156100,2019/12,166018,3614758,-6662645,623,3525173,-6582644
(주)엘에스,006260,2011/12,63183000,-23162000,-27767000,-134090000,-564029000,760167000
(주)엘에스,006260,2012/12,78412000,-2528000,-74707000,363721000,-178453000,59917000
(주)엘에스,006260,2013/12,67270000,-7318000,-64707000,498326000,-225181000,-221127000
(주)엘에스,006260,2014/12,54311000,-320697000,274310000,409172000,-262888000,-52333000
(주)엘에스,006260,2015/12,95328000,-42905000,-44707000,464096000,-342784000,-139312000
(주)엘에스,006260,2016/12,32622000,8765000,-34707000,807927000,-235884000,-611942000
(주)엘에스,006260,2017/12,69534000,-31544000,-69391000,237436000,-403011000,149020000
(주)엘에스,006260,2018/12,188825000,-49796000,-150023000,49863000,366736000,-231509000
(주)엘에스,006260,2019/12,78337000,-73914000,2497000,303727000,-166311000,47231000
(주)엘에스네트웍스,000680,2011/12,-28860350,-65370916,80352923,-38860474,-59994520,88230699
(주)엘에스네트웍스,000680,2012/12,-17184858,-14347166,35145741,-19884492,-15049969,38614820
(주)엘에스네트웍스,000680,2013/12,-4638751,-39437613,47120904,-6016509,-36136766,46463592
(주)엘에스네트웍스,000680,2014/12,-54210380,-9752466,72631151,-47902542,-10239757,70701625
(주)엘에스네트웍스,000680,2015/12,5107510,-69098869,48032255,10876463,-68031853,42603926
(주)엘에스네트웍스,000680,2016/12,-34814054,153676279,-110707891,-24156686,152800109,-117581087
(주)엘에스네트웍스,000680,2017/12,-2735939,49433343,-32401957,18745234,35733631,-33320686
(주)엘에스네트웍스,000680,2018/12,-8499625,16934914,-19815201,8954331,4521628,-29656023
(주)엘에스네트웍스,000680,2019/12,-20251432,13948126,12154513,-22445596,18647706,6957889
(주)엘에프,093050,2011/12,-37925931,-38105010,51314004,-61072078,-25454699,66201877
(주)엘에프,093050,2012/12,200162015,-136404315,6094490,179479282,-122286252,18458081
(주)엘에프,093050,2013/12,195780556,-88056987,27989828,172141652,-85489577,42720425
(주)엘에프,093050,2014/12,122614340,70565391,-15475694,102548362,-47405384,182221
(주)엘에프,093050,2015/12,62569380,-88492264,-14620000,51651981,-157293692,-1608086
(주)엘에프,093050,2016/12,150785543,-226852032,35166100,141299870,-233705870,52769653
(주)엘에프,093050,2017/12,107090951,-54487968,-64824220,119459296,-28960267,-84714409
(주)엘에프,093050,2018/12,128296752,140932357,-63590805,124688338,139026489,-53549764
(주)엘에프,093050,2019/12,124181224,-282602008,36550208,153091649,-242454932,2786680
(주)엘엑스세미콘,108320,2011/12,36313874,-5308151,-20694026,35911198,-347599,-20694026
(주)엘엑스세미콘,108320,2012/12,6924064,-1939364,-5241804,6258808,-5140205,-5241804
(주)엘엑스세미콘,108320,2013/12,30077333,-25943517,-13515638,29309038,-25019696,-13515638
(주)엘엑스세미콘,108320,2014/12,47993964,43898691,-7701128,47502757,43604693,-7701128
(주)엘엑스세미콘,108320,2015/12,44788283,-8146319,3101217,44843816,-8146319,3101217
(주)엘엑스세미콘,108320,2016/12,48955179,640963,-16264300,49039349,640963,-16264300
(주)엘엑스세미콘,108320,2017/12,32304674,-206524109,-14637870,32504625,-205914951,-14637870
(주)엘엑스세미콘,108320,2018/12,27514347,131674419,-11385010,27373427,131802362,-11385010
(주)엘엑스세미콘,108320,2019/12,20167444,-117089382,-16267099,20694848,-117201380,-16267099
(주)엘엑스인터내셔널,001120,2011/12,272363528,-220865559,127780614,216226362,-162826890,132693563
(주)엘엑스인터내셔널,001120,2012/12,477738930,-264181355,-160862787,456438040,-261891497,-45113217
(주)엘엑스인터내셔널,001120,2013/12,-3231227,-166576460,36101359,-173501606,-235248392,239289189
(주)엘엑스인터내셔널,001120,2014/12,269243165,-1660295,-122253228,348366137,-23042147,-237003574
(주)엘엑스인터내셔널,001120,2015/12,83174635,-333558990,177991406,297706829,-277642355,27629445
(주)엘엑스인터내셔널,001120,2016/12,31549261,-249523310,-13694339,230322361,-217987528,-237717858
(주)엘엑스인터내셔널,001120,2017/12,79777077,71171073,-100890062,180614330,-10204115,-66881154
(주)엘엑스인터내셔널,001120,2018/12,34793357,25247961,-94529462,30788924,-69267902,-7318335
(주)엘엑스인터내셔널,001120,2019/12,15508383,157735286,-165239975,224957776,78053747,-229755957
(주)엘엑스하우시스,108670,2011/12,46456000,-143501000,193215000,6118000,-205311000,333699000
(주)엘엑스하우시스,108670,2012/12,79989000,-132325000,-138016000,94559000,-168810000,-153229000
(주)엘엑스하우시스,108670,2013/12,112950000,-130824000,32383000,145560000,-150860000,20097000
(주)엘엑스하우시스,108670,2014/12,153035000,-183118000,51154000,161756000,-209442000,65935000
(주)엘엑스하우시스,108670,2015/12,48027000,-153370000,149325000,92644000,-230709000,194839000
(주)엘엑스하우시스,108670,2016/12,144378000,-51218000,-152398000,152222000,-89064000,-140454000
(주)엘엑스하우시스,108670,2017/12,25965000,-222999000,223882000,27431000,-253061000,251892000
(주)엘엑스하우시스,108670,2018/12,103415000,-197427000,91271000,140663000,-232991000,101365000
(주)엘엑스하우시스,108670,2019/12,311322000,-186529000,-115660000,344803000,-195671000,-144757000
(주)엘엠에스,073110,2011/12,13631032,-19356607,19190329,16833692,-24700105,21694014
(주)엘엠에스,073110,2012/12,13112221,-12153141,-4314419,15711062,-10667677,-4739904
(주)엘엠에스,073110,2013/12,-1294034,-1302821,-4353017,-474577,-3262777,-2746731
(주)엘엠에스,073110,2014/12,-136221,-16938354,46204088,5409130,-21270070,45965499
(주)엘엠에스,073110,2015/12,26190281,-8021876,-16827727,28577463,-8673486,-17085575
(주)엘엠에스,073110,2016/12,-10204942,-4684347,-9282841,-12067565,-8003880,-6535561
(주)엘엠에스,073110,2017/12,34975252,-21109389,-11439362,42271347,-26862926,-11999006
(주)엘엠에스,073110,2018/12,5276705,-13393787,-5691839,23493223,-10622451,-12215584
(주)엘엠에스,073110,2019/12,-4476695,13315626,-14987097,-5799424,6040029,-13807037
(주)엘오티베큠,083310,2011/12,-850734,2340256,-2097673,-1095835,2492163,-2145978
(주)엘오티베큠,083310,2012/12,7315271,-9698448,-158894,8076978,-10382494,-158894
(주)엘오티베큠,083310,2013/12,6282497,-7850242,2637153,4077516,-3862112,2761033
(주)엘오티베큠,083310,2014/12,14449356,-3057527,-1004000,15827895,-4952737,-1004000
(주)엘오티베큠,083310,2015/12,9104461,-17009252,-7574,9563951,-18080618,-7574
(주)엘오티베큠,083310,2016/12,1236323,-5290618,5979609,3704813,-8710346,7829609
(주)엘오티베큠,083310,2017/12,37016048,-20357329,12492544,39083010,-21272138,11642544
(주)엘오티베큠,083310,2018/12,11949814,-16306300,3804428,17053038,-17829904,3804428
(주)엘오티베큠,083310,2019/12,-5364045,-22107436,26581495,-4459261,-24465755,25572013
(주)엘지,003550,2011/12,434377927,-273193787,-219751971,710814000,-948450000,326263000
(주)엘지,003550,2012/12,411589614,-61814179,-230792362,596599000,-523792000,-713000
(주)엘지,003550,2013/12,365906734,-124958327,-175934404,735995000,-543410000,-17701000
(주)엘지,003550,2014/12,378906098,-236960775,-175925990,600272000,-720900000,-59860000
(주)엘지,003550,2015/12,358921000,-271367000,-175943000,886292000,-368266000,-145194000
(주)엘지,003550,2016/12,402573000,-108834000,-228665000,878198000,-343818000,-275450000
(주)엘지,003550,2017/12,460353000,-1507000,-228655000,1058441000,-689285000,-139815000
(주)엘지,003550,2018/12,372387000,-369175000,-228655000,494943000,-658633000,-126414000
(주)엘지,003550,2019/12,591807000,-222687000,-352288000,818667000,-33996000,-508806000
(주)엘지생활건강,051900,2011/12,200507083,-152156935,-42233150,288870036,-134903871,-108113627
(주)엘지생활건강,051900,2012/12,156131830,-368787885,207131663,238032823,-369677770,108760013
(주)엘지생활건강,051900,2013/12,148907734,-271063023,178542962,389518348,-492723348,185247854
(주)엘지생활건강,051900,2014/12,331091007,-146809507,25167413,465790652,-277562335,7704323
(주)엘지생활건강,051900,2015/12,389788487,-315731115,-152606125,637804647,-347006566,-231512593
(주)엘지생활건강,051900,2016/12,528760062,-225941034,-386840908,713435544,-405531578,-367050132
(주)엘지생활건강,051900,2017/12,668286986,-249333799,-299785359,735477193,-333798547,-351122047
(주)엘지생활건강,051900,2018/12,651994142,-336467025,-372039219,817116844,-430292259,-378036987
(주)엘지생활건강,051900,2019/12,784442676,-350061822,-339711755,1139641475,-461380845,-429403943
(주)엘지유플러스,032640,2011/12,298938000,-1691565000,977393000,297635000,-1693744000,977393000
(주)엘지유플러스,032640,2012/12,1836369000,-1945892000,333413000,1874728000,-1985596000,333413000
(주)엘지유플러스,032640,2013/12,1768450000,-1958316000,241462000,1777718000,-1962223000,241472000
(주)엘지유플러스,032640,2014/12,2053105000,-2356529000,294491000,2015383000,-2307254000,309470000
(주)엘지유플러스,032640,2015/12,1801324000,-1504736000,-406051000,1792908000,-1510693000,-406050000
(주)엘지유플러스,032640,2016/12,2231060000,-1493813000,-706962000,2224768000,-1492349000,-707286000
(주)엘지유플러스,032640,2017/12,2280305000,-1389781000,-788611000,2279431000,-1358295000,-788511000
(주)엘지유플러스,032640,2018/12,2069906000,-1599822000,-541972000,2069439000,-1593572000,-546873000
(주)엘지유플러스,032640,2019/12,2253049000,-3293655000,1225046000,2252600000,-3214344000,1220061000
(주)엘지헬로비전,037560,2012/12,169678623,-418656309,249930131,217354535,-469700026,237873227
(주)엘지헬로비전,037560,2013/12,111007990,-527197379,423676546,169659806,-576355574,428814161
(주)엘지헬로비전,037560,2014/12,305545930,-362197594,46258575,368722925,-381489692,48842231
(주)엘지헬로비전,037560,2015/12,368235045,-160625985,-187719290,,,
(주)엘지헬로비전,037560,2016/12,275776259,-160378009,-171573909,,,
(주)엘지헬로비전,037560,2017/12,281258259,-274103260,-1947581,,,
(주)엘지헬로비전,037560,2018/12,260632292,-210163287,-7800135,262556593,-207469763,-10700135
(주)엘지헬로비전,037560,2019/12,250224419,-114048562,-163970033,250434425,-114659354,-164107673
(주)엘지화학,051910,2011/12,2203202000,-2043634000,-184435000,2240339000,-2280450000,63012000
(주)엘지화학,051910,2012/12,1572768000,-2455066000,227887000,1765709000,-2654608000,246099000
(주)엘지화학,051910,2013/12,2068129000,-1081727000,-358717000,2182884000,-1310258000,-198802000
(주)엘지화학,051910,2014/12,1901958000,-1776519000,-481173000,1994425000,-1990659000,-437716000
(주)엘지화학,051910,2015/12,2752528000,-1323445000,-721919000,3172130000,-1697784000,-757467000
(주)엘지화학,051910,2016/12,2239725000,-1673213000,-1032561000,2516697000,-1736799000,-1007281000
(주)엘지화학,051910,2017/12,2858938000,-1460585000,-706514000,3180748000,-1640356000,-736537000
(주)엘지화학,051910,2018/12,2024847000,-3017036000,1046184000,2124969000,-3639046000,1793848000
(주)엘지화학,051910,2019/12,1943151000,-4862288000,2240321000,3121101000,-6111441000,2300645000
(주)엠게임,058630,2011/12,8757719,-15972992,6723146,12408045,-19064294,6029991
(주)엠게임,058630,2012/12,3520134,-8041605,5610740,6706943,-11230631,5374840
(주)엠게임,058630,2013/12,-3959722,-2784518,7001047,-1400999,-4964467,6549188
(주)엠게임,058630,2014/12,6544579,3756357,-11208522,5892531,6455484,-12659073
(주)엠게임,058630,2015/12,8046124,-1458516,-3535329,,,
(주)엠게임,058630,2016/12,1437638,-1380954,1933270,,,
(주)엠게임,058630,2017/12,6576080,-3043506,-2768527,,,
(주)엠게임,058630,2018/12,1832803,-318100,-384237,1726859,-350891,-154237
(주)엠게임,058630,2019/12,7781063,-4412957,-1144564,7944217,-4606270,-1126624
(주)엠디에스테크,086960,2011/12,4591400,-1486397,-1498123,4760238,-1452676,-1522207
(주)엠디에스테크,086960,2012/12,5852392,-12641763,6801074,6634938,-12807293,6139979
(주)엠디에스테크,086960,2013/12,11782428,-10271420,-1910613,12055681,-10011840,-1475729
(주)엠디에스테크,086960,2014/12,11467861,-5667860,-651374,12725032,-5753321,117359
(주)엠디에스테크,086960,2015/12,4433814,-5226772,-2153300,6267834,-6977710,-2153300
(주)엠디에스테크,086960,2016/12,-4511801,14250800,-10907819,-157396,15213124,-6245147
(주)엠디에스테크,086960,2017/12,6433598,-3987316,-5112401,3574546,-5922040,-2394504
