회사명,거래소코드,회계년도,총자본증가율(IFRS연결),유형자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),자기자본증가율(IFRS연결),매출액증가율(IFRS연결),순이익증가율(IFRS연결),정상영업이익증가율(IFRS연결),매출액총이익률(IFRS연결),매출액순이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본순이익률(IFRS연결),매출원가 대 매출액비율(IFRS연결),금융비용부담률(IFRS연결),이자부담률(IFRS연결),지급이자율(IFRS연결),차입금평균이자율(IFRS연결),유동자산구성비율(IFRS연결),재고자산 대 유동자산비율(IFRS연결),당좌자산구성비율(IFRS연결),자기자본구성비율(IFRS연결),타인자본구성비율(IFRS연결),자기자본배율(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),재고자산 대 순운전자본비율(IFRS연결),매출채권 대 매입채무비율(IFRS연결),부채비율(IFRS연결),유동부채비율(IFRS연결),단기차입금 대 총차입금비율(IFRS연결),순운전자본비율(IFRS연결),차입금비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),총자본회전률(IFRS연결),자기자본회전률(IFRS연결),타인자본회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),매출채권회전기간(IFRS연결),유형자산회전율(IFRS연결),순운전자본회전률(IFRS연결),운전자본회전률(IFRS연결),노동장비율(IFRS연결),기계장비율(IFRS연결),자본집약도(IFRS연결),총자본투자효율(IFRS연결),설비투자효율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결)
(주)엔텔스,69410,Dec-16,4.22,-11.92,1.41,0,0.47,24.62,0,0,21.83,0.51,0.55,0.68,78.17,-0.51,-2.87,0,0,45.32,1.56,44.61,79.28,20.72,1224.33,220.15,216.71,93.92,2.86,191.16,26.14,25.97,0,24.73,0,-16.38,0,-3.2,1.08,1.34,5.61,13.59,26.86,2.35,2.39,149.9,5.82,62.7,21.83,1.66,0.01,,,,35.46,780.01,6861.1,33.46
(주)엔텔스,69410,Dec-17,4.22,-5.04,16.52,-9.98,-8.43,-16.86,-1329.86,-790.13,22.24,-7.53,-6.49,-8.73,77.76,-0.53,-1.79,0,0,50.67,1.21,50.06,69.66,30.34,1121.16,168.75,166.71,92.6,2.96,89.12,43.56,43.11,0,20.64,0,14.61,0,5.24,0.86,1.16,3.37,6.01,60.69,1.8,1.82,131.17,4.77,76.47,19.88,1.17,0.01,,,,25.9,625.23,6159.05,30.64
(주)엔텔스,69410,Dec-18,1.07,8.36,7.3,0,5.18,32.75,0,0,25.69,3.75,4.18,5.89,74.31,-0.35,-1.35,0,0,53.79,0,53.79,72.49,27.51,1179.26,197.54,197.54,83.15,0,137.7,37.95,37.56,0,26.56,0,9.77,0,2.42,1.12,1.57,3.86,6.73,54.21,2.14,2.15,367.57,6.04,60.46,26,1.38,0,,,,42.72,961.97,8643.15,38.48
(주)엔텔스,69410,Dec-19,17.39,37.92,36.18,0,3.61,-3.34,-13,64.27,29.34,3.37,3.33,4.91,70.66,-0.5,-1.54,1.98,3.96,62.4,0,62.4,63.98,36.02,1221.83,178.97,178.97,57.48,0,230.32,56.31,54.5,33.29,27.53,1.38,-1.31,-53.39,-0.52,0.99,1.45,3.08,7.39,49.41,1.69,1.69,0,4.06,89.84,20.31,1.1,0,,,,36.85,706.2,10836.39,40.3
(주)엔투텍,227950,Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)엔투텍,227950,Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)엔투텍,227950,Dec-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)엔투텍,227950,Dec-18,0,0,0,0,0,0,0,0,15.87,-24.87,-16.59,-34.69,84.13,1.22,1.56,2.72,2.72,48.29,49.15,24.55,47.82,52.18,721.16,121.03,61.54,31.46,282.85,36.75,109.1,83.42,74.79,8.39,71.07,-15.25,-23.41,-11.93,0.67,1.4,1.28,6.54,55.78,1.38,2.72,2.81,17.81,20.5,1.61,0.76,0.07,,,,0.2,0.47,1.89,0.29
(주)엔피,291230,Dec-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)엔피,291230,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)엔피케이,48830,Dec-11,0,0,0,0,0,0,0,0,7.65,1,1.61,3.68,92.35,0.07,0.21,4.24,4.24,43.83,26.35,32.28,49.4,50.6,422.55,137.28,101.1,23.51,97.05,101.53,102.44,64.63,32.43,11.9,30.01,18.49,63.1,5.77,1.62,3.28,3.2,8.44,43.26,3.7,5.02,14.02,8.31,43.93,3.19,2.14,0.07,,,,30.5,61.11,201.11,18.83
(주)엔피케이,48830,Dec-12,0,0,0,0,0,0,0,0,9.01,1.64,2.7,5.53,90.99,0.32,1.18,5.53,5.53,43.04,29.15,30.49,55.08,44.92,441.41,181.47,128.57,17.04,64.93,193.08,81.55,43.05,37.01,19.32,25.7,-2.94,-9.32,-0.8,1.65,2.99,3.67,14.61,24.98,3.83,5.4,13.13,7.57,48.23,3.23,2.47,0.16,,,,37.22,72.99,260.24,22.6
(주)엔피케이,48830,Dec-13,9.59,1.94,19.17,-1.33,6.52,4.35,77.6,87.01,10.69,3.11,5.1,9.51,89.31,0.09,0.33,4.42,4.03,46.8,24.14,35.5,53.45,46.55,470.19,178.52,135.43,44.6,54.87,115.13,87.1,49.05,38.99,20.58,20.29,17.19,73.8,5.11,1.64,3.02,3.58,12.35,29.55,3.64,4.95,13.79,8.42,43.35,3.34,2.34,0.1,,,,35.65,75.82,263.36,22.74
(주)엔피케이,48830,Dec-14,26.97,28.88,25.46,-2.04,34.19,-7.08,-96.02,-80.01,9.04,0.2,0.26,0.31,90.96,-0.17,-0.5,3.32,3.07,46.24,18.85,37.53,56.23,43.77,465.04,173.27,140.62,34.18,44.57,179.75,77.83,47.46,48.73,19.55,13.05,19.49,116.23,7.43,1.28,2.33,2.85,12.26,29.78,2.76,3.5,13.03,8.84,41.3,2.68,1.76,0.1,,,,26.29,69.5,215.5,22.91
(주)엔피케이,48830,Dec-15,3.69,43.19,-38.54,-10.69,-3.11,-5.7,0,0,5.58,-1.4,-1.49,-2.69,94.42,-0.07,-0.17,0.85,1.24,27.41,27.39,19.9,52.53,47.47,450.59,152.26,110.56,18.58,79.79,261.64,90.35,34.26,17.67,9.41,36.83,8.79,21.55,4,1.06,1.95,2.33,19.42,18.79,2.9,3.72,13.12,9.18,39.75,1.85,1.8,0.35,,,,25.72,41.97,121.61,24.64
(주)엔피케이,48830,Dec-16,13.66,2.05,41.8,15.56,6.41,14.17,0,0,8.67,2.8,3.12,6.18,91.33,0.3,0.68,2.41,2.47,34.19,22.32,26.56,49.16,50.84,479.47,149.15,115.87,49.73,67.72,96.62,103.43,46.64,13.11,11.27,36.42,17.16,48.75,8.33,1.12,2.2,2.26,13.34,27.37,3.6,4.76,14.73,9.87,36.98,1.77,2.16,0.09,,,,31.6,54.48,136.46,30.15
(주)엔피케이,48830,Dec-17,19.09,-2.07,60.17,-5.89,37.47,8.39,-2.12,486.19,10.02,2.5,2.59,4.94,89.98,0.16,0.36,2.27,2.3,45.99,13.11,39.96,56.42,43.58,454.93,181.62,157.8,52.6,29.18,83.26,77.23,44.87,48.99,20.67,27.31,23.62,66.79,10.79,1.04,1.95,2.21,8.5,42.93,2.55,3.06,15.34,9.52,38.33,1.92,1.6,0.06,,,,29.74,61.24,148.99,31.18
(주)엔피케이,48830,Dec-18,0.42,-1.41,-7.25,-13.91,-4.13,-7.96,-114.53,-95.35,8.5,-0.4,-0.35,-0.63,91.5,-0.24,-0.47,1.9,2.22,42.47,12.17,37.3,53.9,46.1,436.14,274.98,241.51,41.14,19.13,146.18,85.54,28.66,15.72,27.03,39.84,10.16,21.81,5.36,0.88,1.59,1.95,9.31,39.2,1.98,2.27,15.65,8.86,41.2,1.8,1.36,0.07,,,,30.31,65.38,158.46,34.67
(주)엔피케이,48830,Dec-19,-0.55,19.76,-21.13,-13.17,-1.26,-3.33,0,-442.35,6.95,-1.28,-1.08,-2.05,93.05,0.08,0.15,2.5,2.44,33.68,13.4,29.17,52.68,47.32,430.64,195.5,169.3,59.57,27.43,128.68,89.83,32.7,12.85,16.45,38.94,5.51,12.71,3.07,0.85,1.59,1.81,12.11,30.15,2.23,2.55,17.5,8.85,41.26,1.6,1.56,0.07,,,,27.68,64.54,160.09,32.58
(주)엘디티,96870,Dec-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)엘디티,96870,Dec-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)엘디티,96870,Dec-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)엘디티,96870,Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)엘디티,96870,Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)엘디티,96870,Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)엘디티,96870,Dec-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)엘디티,96870,Dec-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)엘디티,96870,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)엘아이에스,138690,Dec-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)엘아이에스,138690,Dec-12,0,0,0,0,0,0,0,0,-27.31,-69.55,-31.3,-62.21,127.31,0.04,0.03,2.47,2.47,53.17,19.21,42.95,50.31,49.69,632.68,254.31,205.46,44.92,31.66,372.48,98.79,41.56,33,32.26,71.4,-11.48,-15.89,-12.68,0.45,0.89,0.91,11.2,32.58,0.85,1.05,4.41,3.01,121.37,1.54,0.61,0,,,,-15.32,-55.81,-220.41,-34.04
(주)엘아이에스,138690,Dec-13,3.66,5.81,-3.47,9.42,-8.67,106.67,0,0,15.48,-8.28,-7.56,-16,84.52,0.91,1.58,3.65,3.93,49.51,21.77,38.73,44.32,55.68,561.05,103.39,80.88,14.52,664.41,221.57,125.63,108.04,87.2,1.62,91.46,-0.95,-1.31,-0.59,0.91,1.93,1.73,16.39,22.28,1.78,2.24,8.7,5.96,61.25,3.1,1.06,0,,,,17.99,60.48,191.35,20.06
(주)엘아이에스,138690,Dec-14,-4.48,-3.88,24.4,6.28,-47.85,-12.31,0,0,12.36,-64.83,-52.17,-151.27,87.64,2.86,3.51,4.94,5.6,64.47,18.6,52.48,24.2,75.8,222.57,96.44,78.5,21.21,0,282.44,313.27,276.29,92.77,-2.38,230.22,-19.54,-26.59,-17.99,0.8,2.33,1.23,9.43,38.7,1.42,1.77,7.08,3.68,99.31,2.7,0.71,0.76,,,,-14.91,-49.81,-168.39,-18.11
(주)엘아이에스,138690,Dec-15,130.59,108.59,84.96,33.31,387.19,230.14,0,0,49.75,19.08,31.38,74.59,50.25,1.72,4.92,6.52,7.38,51.71,13.41,44.78,50.63,49.37,869.81,136,117.76,60.93,50.66,196.57,97.52,75.11,75.19,13.69,62.23,3.37,5.29,1.41,1.64,3.86,2.87,24.82,14.71,2.96,3.49,19.43,10.52,34.71,5.89,1.61,0.19,,,,34.36,126.88,641.71,29.14
(주)엘아이에스,138690,Dec-16,27.74,19.59,34.56,354.42,-4.19,-15.52,-175.71,-162.1,61.74,-18.19,-15.91,-34.76,38.26,1.94,3.02,5.79,5.99,54.48,45.28,29.81,38.34,61.66,747.59,111.21,60.86,9.96,449.19,62.7,160.85,127.78,67.57,5.49,68.89,-2.63,-6.15,-2.08,0.87,2,1.55,6.83,53.46,1.64,2.4,5.18,7.91,46.13,3.35,0.9,0.16,,,,0.2,0.78,3.93,0.25
(주)엘아이에스,138690,Dec-17,26.81,74.47,5.12,55.22,-55.77,-10.72,0,0,29.81,-34.95,-21.46,-87.61,70.19,3.4,2.76,3.59,5.23,45.16,66.86,14.97,13.27,86.73,321.61,55.41,18.37,5.99,0,9.45,653.45,614.1,97.87,-36.34,422.13,-17.29,-26.76,-27.31,0.61,2.52,0.81,3.18,114.67,1.25,2.85,2.21,9.84,37.1,2,0.53,0.11,,,,-9.83,-31.08,-696.21,-17.9
(주)엘아이에스,138690,Dec-18,-15.52,18.6,-62.77,-73.4,59.75,129.89,0,0,20.44,0.01,0.02,0.42,79.56,1.44,2.42,4.65,3.98,19.9,47.77,10.4,25.1,74.9,463.98,28.64,14.96,1.9,0,18.68,298.33,276.83,0,-49.59,198.16,-3.89,-5.86,-1.95,1.37,7.32,1.68,8.69,42,4.07,10.63,6.6,69.91,5.22,3.31,1.25,0.01,,,,18.09,36.94,1096.03,12.11
(주)엘아이에스,138690,Dec-19,53.96,-22.02,290.41,365.82,17.57,-31.34,-1828.53,-33.65,23.31,-1.44,-1.16,-5.42,76.69,2.27,2.34,4.3,4.56,50.47,57,21.7,19.2,80.8,525,76.3,32.81,13.02,0,22.7,420.77,344.46,67.28,-15.67,189.88,0.1,0.21,0.12,0.81,3.75,1.03,3.57,102.1,2.1,4.68,3.81,16.31,22.39,2.35,0.76,0.06,,,,12.73,51.34,564.89,19.11
(주)엘앤씨바이오,290650,Dec-18,0,0,0,0,0,0,0,0,63,23.98,8.88,9.93,37,-0.98,-4.57,1.8,1.8,86.98,11.18,77.25,92.02,7.98,1450.38,1630.75,1448.39,706.53,11.91,3056.57,8.67,5.8,0,81.64,1.89,83.98,384.58,18.11,0.37,0.4,4.64,89.41,4.08,0.43,0.48,3.81,2.93,124.77,4.33,0.4,0,,,,15.62,182.87,883.27,42.2
(주)엘앤씨바이오,290650,Dec-19,15.42,48.67,-7.65,11.63,10.9,37.24,39.22,64.9,64.02,29,13.68,13.1,35.98,-2.95,-16.31,3.38,4.34,69.6,13.52,60.19,91.01,8.99,1581.21,1355.29,1172.11,375.39,14.59,4828.55,9.88,5.64,9.44,64.46,2.97,86.28,286.82,17.63,0.47,0.52,5.53,135.99,2.68,0.61,0.69,4.94,3.54,103.25,4.78,0.57,0,,,,21.2,192.65,972.07,48.16
(주)엘앤에프,66970,Dec-11,37.9,44.23,44.38,91.06,-2.74,34.05,-69.68,32.31,6.15,0.68,1.38,1.4,93.85,1.05,3.83,4.05,5.41,43.61,57.76,18.42,39.23,60.77,797.12,115.24,48.68,14.34,436.71,110.37,154.91,96.47,54.6,5.77,121.78,-3.78,-4.8,-1.31,2.03,4.56,3.66,22,16.59,4.75,9.88,9.13,16.71,21.85,4.56,2.56,0.26,,,,19.45,52.27,83.94,11.1
(주)엘앤에프,66970,Dec-12,18.59,19.98,18.98,5.2,1.09,13.46,-56.24,-41.18,5.46,0.28,0.52,0.62,94.54,1.23,3.52,4.03,4.59,43.76,51.07,21.41,34.02,65.98,805.78,108.71,53.19,13.77,637.4,163.37,193.97,118.33,54.44,3.51,156.71,-0.09,-0.12,-0.04,1.82,5,2.86,22.93,15.92,4.16,9.07,7.69,16.79,21.74,3.99,2.19,0.64,,,,17.78,50.12,81.31,10.61
(주)엘앤에프,66970,Dec-13,10.58,21.12,5.64,-10.61,9.97,-5.58,0,0,3.93,-3.97,-5.97,-16.81,96.07,1.61,3.63,4.2,4.5,41.8,43.22,23.74,32.83,67.17,886.1,90.5,51.39,14.85,0,215.03,204.59,140.68,68.47,-4.39,168.83,1.19,1.44,0.56,1.5,4.5,2.26,23.73,15.38,3.52,6.64,7.48,12.69,28.77,3.12,1.75,0,,,,13.4,26.8,52.6,9.37
(주)엘앤에프,66970,Dec-14,3.02,-5.44,11.56,22.76,20.41,8.72,0,0,6.02,-0.85,-1.31,-2.77,93.98,1.51,3.56,4.69,4.48,45.26,47.56,23.74,37.43,62.57,774.1,106.78,56,8.85,749.39,257.72,167.14,113.25,65.93,2.87,131.62,-1.62,-2.06,-0.67,1.53,4.36,2.36,25.4,14.37,3.52,6.46,7.73,10.65,34.27,3.18,1.75,0,,,,16.93,36.89,77.29,11.21
(주)엘앤에프,66970,Dec-15,3.5,11.02,-4.84,6.64,-8.54,-4.29,0,0,4.33,-2.13,-3.02,-6.73,95.67,1.38,3.06,3.69,3.87,41.61,53.3,19.43,35.09,64.91,708.01,123.64,57.74,11.19,278.75,202.96,184.98,95.92,46.76,7.96,149.15,3.85,4.77,1.79,1.42,3.92,2.23,22.69,16.09,3.27,6.59,6.5,9.82,37.16,2.97,1.75,0,,,,14.5,31.05,78.31,10.39
(주)엘앤에프,66970,Dec-16,20.36,1.82,52.56,70.87,74.37,6.21,0,0,11.09,2.09,2.82,8.24,88.91,1.28,2.84,3.57,3.61,52.75,59.69,21.26,43.1,56.9,756.59,131.96,53.19,8.78,246.46,254.53,132.02,92.74,69.85,12.78,103.36,1.15,1.47,0.53,1.35,3.41,2.22,23.38,15.61,2.82,6.59,4.94,10.16,35.92,2.97,1.59,0,,,,19.19,48.38,115.04,15.57
(주)엘앤에프,66970,Dec-17,30.99,13.83,50.52,32.54,38.38,61.38,249.65,111.87,11.19,5.12,8.82,19.03,88.81,1.1,3.45,4.14,4.51,60.61,52.57,28.75,46.45,53.55,987.61,154.3,73.19,21.42,149.37,207.43,115.3,84.57,69.9,21.33,87.76,-0.82,-1.08,-0.29,1.72,3.83,3.13,24.85,14.69,3.01,6.75,5.43,11.1,32.87,4.45,1.78,0,,,,20.97,57.72,126.33,13.81
(주)엘앤에프,66970,Dec-18,24.67,26.13,23.68,43.37,15.87,25.47,-2.33,-8,9.57,3.93,6.67,14.83,90.43,0.71,2.16,2.74,3.02,60.13,60.93,23.49,43.2,56.8,1136.03,141.36,55.23,8.08,208.25,143.55,131.47,98.46,68.34,17.59,93.19,1,1.41,0.37,1.7,3.8,3.06,18.25,20,2.81,6.56,4.91,10.86,33.6,4.63,1.67,0,,,,19.89,66.6,160.55,13.02
(주)엘앤에프,66970,Dec-19,25.75,61.39,3.62,14.31,-7.96,-38.05,-146.28,-128.36,4.86,-2.81,-2.36,-6.66,95.14,1.32,1.75,1.79,2.29,49.55,67.21,16.25,31.67,68.33,1045.51,109.99,36.06,0.44,740.17,198.19,215.73,142.24,61.69,4.5,180.69,-4.95,-5.91,-4.5,0.84,2.28,1.33,9.92,36.81,1.55,4.31,2.41,5.88,62.06,1.97,0.85,0,,,,8.08,22.69,76.61,10.74
(주)엘앤케이바이오메드,156100,Dec-16,33.27,-19.27,50.77,9.39,41.02,7.5,-77.05,-57.28,60.06,5.18,2.27,3.12,39.94,1.87,2.21,3.37,3.59,64.93,19.61,52.2,64.03,35.97,1056.9,220.73,177.44,31.74,35.86,580.69,56.17,45.94,79.89,35.51,38.07,-16.56,-24.43,-15.52,0.44,0.7,1.18,9.27,39.39,0.71,0.92,3.15,1.39,262.97,3.79,0.49,0,,,,17.15,189.57,725.73,44.7
(주)엘앤케이바이오메드,156100,Dec-17,-0.23,-13.99,-14.8,15.24,-30.76,-8.52,0,0,47.2,-47.54,-16.7,-32.34,52.8,3.56,2.75,4.25,4.92,55.45,26.53,40.74,45.09,54.91,731.8,117.34,86.21,8.95,179.55,396.11,121.78,104.81,82.9,8.19,74.4,-13.51,-22.11,-21.08,0.35,0.64,0.77,5.58,65.41,0.58,0.76,2.56,1.16,314.89,4.17,0.36,0,,,,-3.16,-40.51,-131.16,-8.98
(주)엘앤케이바이오메드,156100,Dec-18,2.5,-2.94,8,53.38,4.67,-0.61,0,0,53.78,-12.92,-4.46,-9.82,46.22,5.17,3.27,5.36,5.76,58.42,37.67,36.41,45.79,54.21,707.17,123.45,76.94,8.59,198.36,430.81,118.39,103.36,87.56,11.1,83.08,-15.37,-21.9,-24.43,0.35,0.76,0.63,5.51,66.19,0.61,0.9,1.88,1.34,272.85,4.55,0.33,0,,,,13.7,185.55,546.62,40.17
(주)엘앤케이바이오메드,156100,Dec-19,-21.97,-30.68,-19.92,-4.7,-26.22,-17.71,0,0,44.54,-45.9,-14.47,-32.31,55.46,7.1,4.04,6.67,6.23,59.96,44.83,33.08,43.07,56.93,521.75,122.07,67.34,2,247.96,289.47,132.17,114.03,84.02,10.84,99.41,-12.73,-16.92,-20.14,0.32,0.71,0.57,4.77,76.49,0.53,0.9,1.31,1.33,274.28,4.49,0.29,0,,,,-0.84,-12.82,-87.07,-2.34
(주)엘에스,6260,Dec-11,12.94,11.48,16.34,12.55,4.43,19.23,-52.05,-40.81,9.83,0.98,1.29,5.35,90.17,1.69,3.14,4.82,5.46,48.82,29.97,34.19,27.98,72.02,1395.11,127.61,89.37,8.57,138.51,189.42,257.42,136.72,40.4,10.56,168.12,-2.34,-3.58,-1.36,1.32,4.48,1.86,10.87,33.58,2.73,3.93,8.98,5.99,60.92,4.57,1.5,0.24,,,,15.89,59.77,172.08,12.81
(주)엘에스,6260,Dec-12,1.31,-3.35,10.22,-3.33,3.54,-3.81,44.64,32.43,11.32,1.8,2.13,7.44,88.68,1.82,3.01,4.94,4.99,53.11,26.29,39.15,28.65,71.35,1444.45,133.26,98.23,13.94,105.31,217.43,249.04,139.09,46.42,13.26,165.54,1.6,2.4,0.97,1.19,4.19,1.65,11.34,32.19,2.33,3.23,8.29,5.61,65.09,4.24,1.32,0.39,,,,17.81,70.5,195.68,15.12
(주)엘에스,6260,Dec-13,-0.81,0.4,-1.8,28.73,3.87,-3.67,-27.7,1.2,11.99,1.44,1.64,5.19,88.01,1.6,2.58,4.46,4.37,52.58,34.46,34.46,30.05,69.95,1500.33,122.62,80.36,14.24,186.82,236.19,232.77,142.68,49.14,9.7,152.47,6.16,9.4,3.77,1.14,3.88,1.61,12.73,28.67,2.16,3.09,7.11,5.63,64.86,4.15,1.21,350.04,,,,17.36,67.74,189.06,15.18
(주)엘에스,6260,Dec-14,3.29,-3.47,6.51,-8.28,-0.43,-4.88,-63.42,-17.72,12.07,0.8,0.85,1.87,87.93,1.37,2.08,3.59,3.66,54.22,29.67,38.13,29.35,70.65,1493.83,134.46,94.56,16.96,115.79,199.79,240.76,137.41,42.14,13.89,157.62,6.21,9.49,4.17,1.07,3.6,1.52,11.17,32.68,2,2.95,6.26,5.18,70.43,4.01,1.13,3.62,,,,16.07,65.72,184.79,15.26
(주)엘에스,6260,Dec-15,-4.4,-3.24,-4.89,-5.84,-4.26,-8.14,0,-27.04,13.48,-0.73,-0.73,-4.19,86.52,1.31,1.84,3.14,3.11,53.93,29.38,38.09,29.89,70.11,1430.19,132.35,93.47,17.17,120.18,254.64,234.56,136.33,46.53,13.18,159.23,6.3,9.28,4.37,0.99,3.34,1.41,10.15,35.95,1.83,2.6,6.19,4.54,80.47,3.81,1.05,1.73,,,,15.67,62.52,184.4,15.48
(주)엘에스,6260,Dec-16,-1.7,-3.73,-1.39,-4.53,6.46,-3.78,0,68.86,13.51,2.24,2.2,7.07,86.49,1.26,1.8,4.22,3.44,54.1,28.44,38.72,33.51,66.49,1522.64,125.39,89.73,15.59,140.44,204.19,198.38,128.75,39.9,10.96,98.99,9.85,19.74,6.61,0.98,3.1,1.44,9.91,36.84,1.82,2.56,6.29,4.37,83.49,3.8,1.02,1.33,,,,18.84,77.1,236.49,19.02
(주)엘에스,6260,Dec-17,2.74,-21.28,16.17,-5.1,11.02,-1.1,76.53,15.89,13.29,3.83,3.71,11.48,86.71,1.14,1.69,3.25,3.51,61.18,23.23,46.96,36.4,63.6,1690.49,148.18,113.75,15.26,71.46,213.28,174.74,113.43,47.61,19.89,104.37,8.24,13.79,5.49,0.97,2.76,1.49,9.09,40.16,1.68,2.25,6.53,4.36,83.77,4.28,0.97,0.56,,,,17.75,94.76,326.14,18.62
(주)엘에스,6260,Dec-18,5.12,14.78,-2.09,8.56,16.24,6.25,36.14,-4.34,12.41,4.82,4.76,13.73,87.59,1.07,1.73,3.36,3.38,56.98,25.76,42.3,41.56,58.44,1964.97,151.08,112.16,20.89,76.2,236.68,140.63,90.76,51.1,19.26,88.18,2.34,3.74,1.42,0.99,2.53,1.62,9.85,37.05,1.67,2.22,6.83,4.38,83.39,4.81,1,0.74,,,,15.86,78.85,318.44,16.45
(주)엘에스,6260,Dec-19,2.6,1.62,0.65,-1.8,0.08,0.65,-93.73,-30.86,12.28,0.91,0.87,0.8,87.72,1.2,1.93,3.49,3.63,55.9,25.13,41.85,39.68,60.32,1966.6,151.42,113.36,25.6,74.02,215.17,151.99,93.02,46.44,18.98,97.85,2.72,4.23,1.74,0.96,2.36,1.61,9.4,38.81,1.7,2.28,6.67,4.17,87.51,4.49,1.02,0.7,,,,15.38,79.49,315.03,16.26
(주)엘에스네트웍스,680,Dec-11,9.58,28.6,20.56,48.88,-0.33,17.51,-17.26,-77.76,50.31,4.57,1.62,2.61,49.69,3.06,2.84,5.2,6.43,15.65,71.98,4.39,59.04,40.96,201.07,240.7,67.44,8.19,123.14,208.86,69.39,11.02,13.58,9.15,37.69,2.85,5.25,3.45,0.35,0.57,0.93,27.76,13.15,2.36,6.9,3.59,13.6,26.84,2.37,1.75,0,,,,6.36,40.29,9856.4,18.81
(주)엘에스네트웍스,680,Dec-12,4.6,8.48,31.27,18.9,1.11,44.23,-4.96,63.3,43.38,3.01,1.44,2.47,56.62,2.93,3.33,5.7,6.22,19.64,65.2,6.84,57.07,42.93,203.3,78.8,27.42,3,0,278.97,75.23,43.69,73.22,-5.29,44.82,-4.87,-8.18,-4.49,0.48,0.82,1.14,29,12.59,2.7,8.46,3.96,11.65,31.33,2.92,1.42,0,,,,7.91,48.05,14760.83,16.95
(주)엘에스네트웍스,680,Dec-13,2.01,17.95,8.49,2.46,-5.13,17.74,0,0,33.2,-2.5,-1.36,-2.47,66.8,2.4,2.9,4.73,5.19,20.89,61.57,8.03,53.07,46.93,192.88,203.78,78.31,10.23,120.9,362.76,88.43,19.32,20.22,10.64,57.42,-1.93,-2.97,-1.68,0.54,0.99,1.21,31.1,11.74,2.68,7.31,4.24,9.74,37.46,3.03,1.44,0,,,,4.24,22.17,8259.71,7.88
(주)엘에스네트웍스,680,Dec-14,11.04,-4.48,44.94,9.72,1.22,23.35,0,0,29.38,0.07,0.05,0.09,70.62,1.84,2.35,3.53,3.87,27.27,46.61,14.56,48.37,51.63,195.22,83.43,44.54,5.29,0,343.02,106.72,67.57,72.52,-5.42,68.61,-3.28,-5.11,-2.83,0.63,1.24,1.27,26.66,13.69,2.6,5.49,4.92,7.63,47.87,3.53,1.36,0,,,,5.42,33.85,13767.65,9.07
(주)엘에스네트웍스,680,Dec-15,-4.36,-17.56,-10.23,4.14,-10.33,-14.81,0,0,26.56,-9.35,-4.87,-10.38,73.44,2.11,2.07,3.13,3.31,25.6,54.07,11.76,45.35,54.65,175.06,99.74,45.81,3.33,0,289.39,120.48,56.58,41.96,-0.07,86.18,-2.23,-3.11,-2.29,0.52,1.11,0.98,19.81,18.42,1.97,3.95,3.93,6.18,59.06,3.37,0.93,0,,,,-0.71,-5.1,-159.67,-1.33
