회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS),이자보상배율(이자비용)(IFRS연결),,,,
(주)비엘팜텍,65170,19-Dec,0.8,-2.5,,,,
(주)비엠티,86670,11-Dec,4.75,3.35,,,,
(주)비엠티,86670,12-Dec,4.7,2.62,,,,
(주)비엠티,86670,13-Dec,8.61,8.61,,,,
(주)비엠티,86670,14-Dec,7.35,5.88,,,,
(주)비엠티,86670,15-Dec,3.14,2.66,,,,
(주)비엠티,86670,16-Dec,-1.37,-1.5,,,,
(주)비엠티,86670,17-Dec,7.99,7.68,,,,
(주)비엠티,86670,18-Dec,10.1,9.91,,,,
(주)비엠티,86670,19-Dec,6.98,6.85,,,,
(주)비올,335890,19-Dec,-1.87,,,,,
(주)비와이씨,1460,11-Dec,11.35,11.22,,,,
(주)비와이씨,1460,12-Dec,7.78,7.51,,,,
(주)비와이씨,1460,13-Dec,9.14,7.44,,,,
(주)비와이씨,1460,14-Dec,8.7,8.23,,,,
(주)비와이씨,1460,15-Dec,5.27,4.86,,,,
(주)비와이씨,1460,16-Dec,3.12,2.7,,,,
(주)비와이씨,1460,17-Dec,2.9,2.72,,,,
(주)비와이씨,1460,18-Dec,2.86,2.87,,,,
(주)비와이씨,1460,19-Dec,2.27,2.88,,,,
(주)비즈니스온커뮤니케이션,138580,17-Dec,11032.8,,,,,
(주)비즈니스온커뮤니케이션,138580,18-Dec,10972.3,,,,,
(주)비즈니스온커뮤니케이션,138580,19-Dec,33.24,,,,,
(주)비지에프,27410,14-Dec,18.83,11.47,,,,
(주)비지에프,27410,15-Dec,30.39,19.54,,,,
(주)비지에프,27410,16-Dec,33.06,21.32,,,,
(주)비지에프,27410,17-Dec,-18.33,7.83,,,,
(주)비지에프,27410,18-Dec,518.84,23.42,,,,
(주)비지에프,27410,19-Dec,110.49,17.52,,,,
(주)비지에프리테일,282330,17-Dec,23.79,,,,,
(주)비지에프리테일,282330,18-Dec,28.59,27.7,,,,
(주)비지에프리테일,282330,19-Dec,10.32,10.28,,,,
(주)비츠로셀,82920,11-Mar,1478.64,,,,,
(주)비츠로셀,82920,12-Mar,5114.81,,,,,
(주)비츠로셀,82920,13-Mar,504.86,515.22,,,,
(주)비츠로셀,82920,14-Mar,119.89,114.74,,,,
(주)비츠로셀,82920,15-Jun,284.01,265.22,,,,
(주)비츠로셀,82920,16-Jun,519.74,503.81,,,,
(주)비츠로셀,82920,17-Jun,320.05,328.84,,,,
(주)비츠로셀,82920,18-Dec,450.71,453.2,,,,
(주)비츠로셀,82920,19-Dec,680.68,513.72,,,,
(주)비츠로시스,54220,11-Mar,1.44,4.16,,,,
(주)비츠로시스,54220,12-Mar,2.14,2.14,,,,
(주)비츠로시스,54220,13-Mar,3.32,3.06,,,,
(주)비츠로시스,54220,14-Mar,-0.2,-0.78,,,,
(주)비츠로시스,54220,15-Mar,-7.6,-8.03,,,,
(주)비츠로시스,54220,16-Mar,1.25,,,,,
(주)비츠로시스,54220,17-Mar,0.88,,,,,
(주)비츠로시스,54220,18-Mar,-2.89,,,,,
(주)비츠로시스,54220,19-Mar,-5.95,,,,,
(주)비츠로테크,42370,11-Mar,1.71,1.38,,,,
(주)비츠로테크,42370,12-Mar,1.44,1.79,,,,
(주)비츠로테크,42370,13-Mar,1.45,,,,,
(주)비츠로테크,42370,14-Mar,5.41,,,,,
(주)비츠로테크,42370,15-Jun,1.65,,,,,
(주)비츠로테크,42370,16-Jun,-14.13,,,,,
(주)비츠로테크,42370,17-Jun,2.48,32.17,,,,
(주)비츠로테크,42370,18-Jun,4.04,17.92,,,,
(주)비츠로테크,42370,19-Dec,1.23,17.78,,,,
(주)비케이홀딩스,50090,11-Dec,-0.84,-0.76,,,,
(주)비케이홀딩스,50090,12-Dec,0.74,0.71,,,,
(주)비케이홀딩스,50090,13-Dec,0.76,0.88,,,,
(주)비케이홀딩스,50090,14-Dec,0.68,0.68,,,,
(주)비케이홀딩스,50090,15-Dec,0.07,,,,,
(주)비케이홀딩스,50090,16-Dec,0.72,,,,,
(주)비케이홀딩스,50090,17-Dec,-1.49,,,,,
(주)비케이홀딩스,50090,18-Dec,-7.86,-9.06,,,,
(주)비케이홀딩스,50090,19-Dec,5.36,-0.44,,,,
(주)비투엔,307870,18-Dec,-2.47,,,,,
(주)비투엔,307870,19-Dec,2.06,,,,,
(주)비트컴퓨터,32850,11-Dec,4.47,3.99,,,,
(주)비트컴퓨터,32850,12-Dec,1.9,1.54,,,,
(주)비트컴퓨터,32850,13-Dec,2.03,2.03,,,,
(주)비트컴퓨터,32850,14-Dec,4.78,4.82,,,,
(주)비트컴퓨터,32850,15-Dec,14.76,14.85,,,,
(주)비트컴퓨터,32850,16-Dec,16.9,16.35,,,,
(주)비트컴퓨터,32850,17-Dec,34.93,30.8,,,,
(주)비트컴퓨터,32850,18-Dec,-26.17,-27.27,,,,
(주)비트컴퓨터,32850,19-Dec,35.5,35.2,,,,
(주)비피도,238200,18-Dec,10.76,,,,,
(주)비피도,238200,19-Dec,408.06,253.93,,,,
(주)빅솔론,93190,11-Dec,40.17,41.86,,,,
(주)빅솔론,93190,12-Dec,58.6,58.26,,,,
(주)빅솔론,93190,13-Dec,329.77,334.19,,,,
(주)빅솔론,93190,14-Dec,5466.27,5431.73,,,,
(주)빅솔론,93190,15-Dec,5448.88,5549.56,,,,
(주)빅솔론,93190,16-Dec,8652.44,5329.53,,,,
(주)빅솔론,93190,17-Dec,30152.22,25108.04,,,,
(주)빅솔론,93190,18-Dec,X,1050456.56,,,,
(주)빅솔론,93190,19-Dec,127.94,93.46,,,,
(주)빅텍,65450,11-Dec,-55.71,,,,,
(주)빅텍,65450,12-Dec,-48.21,,,,,
(주)빅텍,65450,13-Dec,10.14,,,,,
(주)빅텍,65450,14-Dec,18.92,,,,,
(주)빅텍,65450,15-Dec,14.69,,,,,
(주)빅텍,65450,16-Dec,-8.26,,,,,
(주)빅텍,65450,17-Dec,-14.88,,,,,
(주)빅텍,65450,18-Dec,3.56,,,,,
(주)빅텍,65450,19-Dec,6.51,,,,,
(주)빙그레,5180,11-Dec,154.12,154.19,,,,
(주)빙그레,5180,12-Dec,193.25,192.75,,,,
(주)빙그레,5180,13-Dec,192.08,192.19,,,,
(주)빙그레,5180,14-Dec,394.37,394.35,,,,
(주)빙그레,5180,15-Dec,736.38,720.29,,,,
(주)빙그레,5180,16-Dec,25.96,7167.63,,,,
(주)빙그레,5180,17-Dec,X,2892.36,,,,
(주)빙그레,5180,18-Dec,2206.55,1384.65,,,,
(주)빙그레,5180,19-Dec,211.02,231.22,,,,
(주)사람인에이치알,143240,12-Dec,98.64,,,,,
(주)사람인에이치알,143240,13-Dec,216.95,,,,,
(주)사람인에이치알,143240,14-Dec,149.93,1230.65,,,,
(주)사람인에이치알,143240,15-Dec,1642.12,,,,,
(주)사람인에이치알,143240,16-Dec,28768.66,26572.03,,,,
(주)사람인에이치알,143240,17-Dec,931961.7,966215.43,,,,
(주)사람인에이치알,143240,18-Dec,2508.92,2551.82,,,,
(주)사람인에이치알,143240,19-Dec,907.36,821.08,,,,
(주)사조대림,3960,11-Dec,4.7,3.57,,,,
(주)사조대림,3960,12-Dec,0.32,1.23,,,,
(주)사조대림,3960,13-Dec,1.64,2.52,,,,
(주)사조대림,3960,14-Dec,1.71,2.29,,,,
(주)사조대림,3960,15-Dec,2.22,2.7,,,,
(주)사조대림,3960,16-Dec,4.61,3.94,,,,
(주)사조대림,3960,17-Dec,11.08,7.23,,,,
(주)사조대림,3960,18-Dec,10.5,5.59,,,,
(주)사조대림,3960,19-Dec,7.58,4.91,,,,
(주)사조오양,6090,11-Dec,3.11,,,,,
(주)사조오양,6090,12-Dec,2.72,,,,,
(주)사조오양,6090,13-Dec,0.34,,,,,
(주)사조오양,6090,14-Dec,-1.68,,,,,
(주)사조오양,6090,15-Dec,2.89,,,,,
(주)사조오양,6090,16-Dec,5.93,,,,,
(주)사조오양,6090,17-Dec,7.13,,,,,
(주)사조오양,6090,18-Dec,4.03,,,,,
(주)사조오양,6090,19-Dec,7.18,,,,,
(주)삼기,122350,11-Dec,X,,,,,
(주)삼기,122350,12-Dec,2.92,3.81,,,,
(주)삼기,122350,13-Dec,4.15,4.96,,,,
(주)삼기,122350,14-Dec,5.5,5.22,,,,
(주)삼기,122350,15-Dec,7.57,6.34,,,,
(주)삼기,122350,16-Dec,8.13,5.72,,,,
(주)삼기,122350,17-Dec,4.73,3.01,,,,
(주)삼기,122350,18-Dec,2.35,0.91,,,,
(주)삼기,122350,19-Dec,1.71,0.78,,,,
(주)삼보판지,23600,11-Dec,1.95,2.15,,,,
(주)삼보판지,23600,12-Dec,4.97,4.18,,,,
(주)삼보판지,23600,13-Dec,4.04,3.84,,,,
(주)삼보판지,23600,14-Dec,0.98,5.34,,,,
(주)삼보판지,23600,15-Dec,1.34,4.33,,,,
(주)삼보판지,23600,16-Dec,-4.7,6.22,,,,
(주)삼보판지,23600,17-Dec,-3.96,2.79,,,,
(주)삼보판지,23600,18-Dec,6.03,19.17,,,,
(주)삼보판지,23600,19-Dec,7.13,22.12,,,,
(주)삼성출판사,68290,11-Dec,69.89,91.12,,,,
(주)삼성출판사,68290,12-Dec,22.26,27.5,,,,
(주)삼성출판사,68290,13-Dec,X,9.21,,,,
(주)삼성출판사,68290,14-Dec,X,8.87,,,,
(주)삼성출판사,68290,15-Dec,X,7.83,,,,
(주)삼성출판사,68290,16-Dec,X,13.59,,,,
(주)삼성출판사,68290,17-Dec,X,8.3,,,,
(주)삼성출판사,68290,18-Dec,X,1.97,,,,
(주)삼성출판사,68290,19-Dec,-167.88,1.12,,,,
(주)삼양사,145990,11-Dec,-31.29,,,,,
(주)삼양사,145990,12-Dec,4.8,4.61,,,,
(주)삼양사,145990,13-Dec,16.68,10.84,,,,
(주)삼양사,145990,14-Dec,30.78,24.07,,,,
(주)삼양사,145990,15-Dec,20.01,8.2,,,,
(주)삼양사,145990,16-Dec,25.71,10.26,,,,
(주)삼양사,145990,17-Dec,6.7,5.56,,,,
(주)삼양사,145990,18-Dec,6.76,5.94,,,,
(주)삼양사,145990,19-Dec,1.48,3.57,,,,
(주)삼양옵틱스,225190,17-Dec,8777.26,8677.3,,,,
(주)삼양옵틱스,225190,18-Dec,4611.04,4470.07,,,,
(주)삼양옵틱스,225190,19-Dec,218.75,216.48,,,,
(주)삼양패키징,272550,17-Dec,5.27,,,,,
(주)삼양패키징,272550,18-Dec,4.84,,,,,
(주)삼양패키징,272550,19-Dec,5.16,,,,,
(주)삼양홀딩스,70,11-Dec,10.28,3.76,,,,
(주)삼양홀딩스,70,12-Dec,1.92,1.4,,,,
(주)삼양홀딩스,70,13-Dec,2.98,0.14,,,,
(주)삼양홀딩스,70,14-Dec,8.42,4.14,,,,
(주)삼양홀딩스,70,15-Dec,2.56,4.89,,,,
(주)삼양홀딩스,70,16-Dec,9.79,5.83,,,,
(주)삼양홀딩스,70,17-Dec,8.91,4.04,,,,
(주)삼양홀딩스,70,18-Dec,9.94,5.67,,,,
(주)삼양홀딩스,70,19-Dec,4.69,2.56,,,,
(주)삼에스코리아,60310,11-Mar,3.01,3.2,,,,
(주)삼에스코리아,60310,12-Mar,2.82,3,,,,
(주)삼에스코리아,60310,13-Mar,1.17,1.2,,,,
(주)삼에스코리아,60310,14-Mar,-2.1,-2.03,,,,
(주)삼에스코리아,60310,15-Mar,-2.81,-2.85,,,,
(주)삼에스코리아,60310,16-Mar,0.86,1.11,,,,
(주)삼에스코리아,60310,17-Mar,-2.35,-2.26,,,,
(주)삼에스코리아,60310,18-Mar,0.24,0.29,,,,
(주)삼에스코리아,60310,19-Mar,1.96,2.12,,,,
(주)삼원강재,23000,11-Dec,55.96,,,,,
(주)삼원강재,23000,12-Dec,93.23,,,,,
(주)삼원강재,23000,13-Dec,613.64,,,,,
(주)삼원강재,23000,14-Dec,608.5,,,,,
(주)삼원강재,23000,15-Dec,764.91,,,,,
(주)삼원강재,23000,16-Dec,175.39,,,,,
(주)삼원강재,23000,17-Dec,101.19,,,,,
(주)삼원강재,23000,18-Dec,105.97,,,,,
(주)삼원강재,23000,19-Dec,87.16,,,,,
(주)삼익악기,2450,11-Dec,1.75,1.32,,,,
(주)삼익악기,2450,12-Dec,0.79,1.44,,,,
(주)삼익악기,2450,13-Dec,1.03,2.22,,,,
(주)삼익악기,2450,14-Dec,2.02,4,,,,
(주)삼익악기,2450,15-Dec,X,3.79,,,,
(주)삼익악기,2450,16-Dec,1.02,3.13,,,,
(주)삼익악기,2450,17-Dec,-3.78,0.49,,,,
(주)삼익악기,2450,18-Dec,1.87,1.93,,,,
(주)삼익악기,2450,19-Dec,1.92,2.34,,,,
(주)삼일,32280,11-Dec,1.98,,,,,
(주)삼일,32280,12-Dec,1.1,,,,,
(주)삼일,32280,13-Dec,1.76,,,,,
(주)삼일,32280,14-Dec,1.25,,,,,
(주)삼일,32280,15-Dec,0.42,,,,,
(주)삼일,32280,16-Dec,7.57,,,,,
(주)삼일,32280,17-Dec,9.29,,,,,
(주)삼일,32280,18-Dec,11.58,,,,,
(주)삼일,32280,19-Dec,5.66,,,,,
(주)삼일기업공사,2290,11-Dec,X,,,,,
(주)삼일기업공사,2290,12-Dec,X,,,,,
(주)삼일기업공사,2290,13-Dec,X,,,,,
(주)삼일기업공사,2290,14-Dec,X,,,,,
(주)삼일기업공사,2290,15-Dec,X,,,,,
(주)삼일기업공사,2290,16-Dec,X,,,,,
(주)삼일기업공사,2290,17-Dec,X,,,,,
(주)삼일기업공사,2290,18-Dec,X,,,,,
(주)삼일기업공사,2290,19-Dec,X,,,,,
(주)삼일씨엔에스,4440,16-Dec,64.24,,,,,
(주)삼일씨엔에스,4440,17-Dec,40.55,,,,,
(주)삼일씨엔에스,4440,18-Dec,15.42,,,,,
(주)삼일씨엔에스,4440,19-Dec,71.17,,,,,
(주)삼진,32750,11-Dec,2.25,-0.11,,,,
(주)삼진,32750,12-Dec,12.09,7.01,,,,
(주)삼진,32750,13-Dec,9.99,15.17,,,,
(주)삼진,32750,14-Dec,1.81,13.27,,,,
(주)삼진,32750,15-Dec,4.84,18.91,,,,
(주)삼진,32750,16-Dec,11.82,34.86,,,,
(주)삼진,32750,17-Dec,52.58,67.59,,,,
(주)삼진,32750,18-Dec,171.01,165.66,,,,
(주)삼진,32750,19-Dec,6543377.85,132559.59,,,,
(주)삼진엘앤디,54090,11-Dec,1.66,3.49,,,,
(주)삼진엘앤디,54090,12-Dec,-3.6,1.99,,,,
(주)삼진엘앤디,54090,13-Dec,-0.66,2.39,,,,
(주)삼진엘앤디,54090,14-Dec,-2.85,-0.73,,,,
(주)삼진엘앤디,54090,15-Dec,7.54,7.47,,,,
(주)삼진엘앤디,54090,16-Dec,-2.33,0.34,,,,
(주)삼진엘앤디,54090,17-Dec,-2.83,-2.36,,,,
(주)삼진엘앤디,54090,18-Dec,1.99,4.28,,,,
(주)삼진엘앤디,54090,19-Dec,2.47,2.08,,,,
(주)삼천리,4690,11-Dec,8.86,6.88,,,,
(주)삼천리,4690,12-Dec,6.04,3.88,,,,
(주)삼천리,4690,13-Dec,6.42,3.52,,,,
(주)삼천리,4690,14-Dec,1.56,1.23,,,,
(주)삼천리,4690,15-Dec,4.68,1.92,,,,
(주)삼천리,4690,16-Dec,4.62,1.39,,,,
(주)삼천리,4690,17-Dec,5.58,1.54,,,,
(주)삼천리,4690,18-Dec,4.67,2.04,,,,
(주)삼천리,4690,19-Dec,4.79,2.14,,,,
(주)삼표시멘트,38500,11-Dec,-0.71,-0.51,,,,
(주)삼표시멘트,38500,12-Dec,0.7,0.54,,,,
(주)삼표시멘트,38500,13-Dec,0.19,-0.07,,,,
(주)삼표시멘트,38500,14-Dec,0.93,1,,,,
(주)삼표시멘트,38500,15-Dec,1.22,1.28,,,,
(주)삼표시멘트,38500,16-Dec,2.11,2.35,,,,
(주)삼표시멘트,38500,17-Dec,2.34,2.82,,,,
(주)삼표시멘트,38500,18-Dec,-0.67,0.04,,,,
(주)삼표시멘트,38500,19-Dec,2.35,2.23,,,,
(주)삼화네트웍스,46390,11-Dec,8.37,7.53,,,,
(주)삼화네트웍스,46390,12-Dec,0.96,-11.84,,,,
(주)삼화네트웍스,46390,13-Dec,X,X,,,,
(주)삼화네트웍스,46390,14-Dec,X,X,,,,
(주)삼화네트웍스,46390,15-Dec,X,X,,,,
(주)삼화네트웍스,46390,16-Dec,X,X,,,,
(주)삼화네트웍스,46390,17-Dec,X,X,,,,
(주)삼화네트웍스,46390,18-Dec,X,X,,,,
(주)삼화네트웍스,46390,19-Dec,58.03,7.24,,,,
(주)상보,27580,11-Dec,3.65,,,,,
(주)상보,27580,12-Dec,2.2,,,,,
(주)상보,27580,13-Dec,3.44,,,,,
(주)상보,27580,14-Dec,0.59,0.38,,,,
(주)상보,27580,15-Dec,0.05,-0.53,,,,
(주)상보,27580,16-Dec,-3.79,-3.63,,,,
(주)상보,27580,17-Dec,-1.68,-1.13,,,,
(주)상보,27580,18-Dec,0.32,0.62,,,,
(주)상보,27580,19-Dec,-1.35,-1.17,,,,
(주)상상인,38540,11-Dec,478.31,863.28,,,,
(주)상상인,38540,12-Dec,965.1,84.04,,,,
(주)상상인,38540,13-Dec,30.73,109.89,,,,
(주)상상인,38540,14-Dec,41,128.12,,,,
(주)상상인,38540,15-Dec,22.82,60.84,,,,
(주)상상인,38540,16-Dec,-4.05,111.72,,,,
(주)상상인,38540,17-Dec,4.78,806.33,,,,
(주)상상인,38540,18-Dec,59.13,143.14,,,,
(주)상상인,38540,19-Dec,32.38,46.43,,,,
(주)상상인인더스트리,101000,11-Dec,-11.53,-11.5,,,,
(주)상상인인더스트리,101000,12-Dec,-3.4,-2.67,,,,
(주)상상인인더스트리,101000,13-Dec,0.69,1.2,,,,
(주)상상인인더스트리,101000,14-Dec,2.42,2.04,,,,
(주)상상인인더스트리,101000,15-Dec,3.61,3.7,,,,
(주)상상인인더스트리,101000,16-Dec,10.43,9.6,,,,
(주)상상인인더스트리,101000,17-Dec,0.26,-1.21,,,,
(주)상상인인더스트리,101000,18-Dec,-7.37,,,,,
(주)상상인인더스트리,101000,19-Dec,-0.75,-0.79,,,,
(주)상아프론테크,89980,11-Dec,6.77,6.83,,,,
(주)상아프론테크,89980,12-Dec,5.32,4.78,,,,
(주)상아프론테크,89980,13-Dec,6.02,5.41,,,,
(주)상아프론테크,89980,14-Dec,2.9,2.84,,,,
(주)상아프론테크,89980,15-Dec,10.28,7,,,,
(주)상아프론테크,89980,16-Dec,12.13,5.87,,,,
(주)상아프론테크,89980,17-Dec,13.25,5.55,,,,
(주)상아프론테크,89980,18-Dec,11.68,7.31,,,,
(주)상아프론테크,89980,19-Dec,5.82,5.6,,,,
(주)상지카일룸,42940,11-Dec,-3.08,,,,,
(주)상지카일룸,42940,12-Dec,-5.95,,,,,
(주)상지카일룸,42940,13-Dec,-4.34,,,,,
(주)상지카일룸,42940,14-Dec,-10.95,,,,,
(주)상지카일룸,42940,15-Dec,0.3,,,,,
(주)상지카일룸,42940,16-Dec,-4.78,-4.81,,,,
(주)상지카일룸,42940,17-Dec,-6.03,-6.78,,,,
(주)상지카일룸,42940,18-Dec,0.68,1.05,,,,
(주)상지카일룸,42940,19-Dec,-0.41,0.09,,,,
(주)새로닉스,42600,11-Dec,-2.55,0.11,,,,
(주)새로닉스,42600,12-Dec,-5.62,4.17,,,,
(주)새로닉스,42600,13-Dec,-3.8,5.44,,,,
(주)새로닉스,42600,14-Dec,5.08,16.93,,,,
(주)새로닉스,42600,15-Dec,3.74,17.1,,,,
(주)새로닉스,42600,16-Dec,-2.1,9.77,,,,
(주)새로닉스,42600,17-Dec,9.7,0.28,,,,
(주)새로닉스,42600,18-Dec,3.57,5.93,,,,
(주)새로닉스,42600,19-Dec,1.34,0.1,,,,
(주)서린바이오사이언스,38070,11-Dec,19.98,,,,,
(주)서린바이오사이언스,38070,12-Dec,18.81,,,,,
(주)서린바이오사이언스,38070,13-Dec,16.06,16.06,,,,
(주)서린바이오사이언스,38070,14-Dec,9.37,8.9,,,,
(주)서린바이오사이언스,38070,15-Dec,7.59,6.35,,,,
(주)서린바이오사이언스,38070,16-Dec,74.48,61.43,,,,
(주)서린바이오사이언스,38070,17-Dec,12.65,13.84,,,,
(주)서린바이오사이언스,38070,18-Dec,27.38,25.85,,,,
(주)서린바이오사이언스,38070,19-Dec,160.21,109.61,,,,
(주)서부티엔디,6730,11-Dec,0.88,0.88,,,,
(주)서부티엔디,6730,12-Dec,0.7,0.7,,,,
(주)서부티엔디,6730,13-Dec,0.9,0.9,,,,
(주)서부티엔디,6730,14-Dec,1.05,1.05,,,,
(주)서부티엔디,6730,15-Dec,1.31,,,,,
(주)서부티엔디,6730,16-Dec,1.39,,,,,
(주)서부티엔디,6730,17-Dec,-1.03,,,,,
(주)서부티엔디,6730,18-Dec,0,,,,,
(주)서부티엔디,6730,19-Dec,0.48,,,,,
(주)서산,79650,11-Dec,X,1245.89,,,,
(주)서산,79650,12-Dec,X,X,,,,
(주)서산,79650,13-Dec,402.95,1866.89,,,,
(주)서산,79650,14-Dec,112.44,1458.11,,,,
(주)서산,79650,15-Dec,129.81,1929.46,,,,
(주)서산,79650,16-Dec,253.09,1935.53,,,,
(주)서산,79650,17-Dec,478.48,1899.36,,,,
(주)서산,79650,18-Dec,X,X,,,,
(주)서산,79650,19-Dec,-236.29,-2188.81,,,,
(주)서연,7860,11-Dec,71.77,46.87,,,,
(주)서연,7860,12-Dec,3.09,6.4,,,,
(주)서연,7860,13-Dec,2.81,12.61,,,,
(주)서연,7860,14-Dec,-0.86,12.92,,,,
(주)서연,7860,15-Dec,X,7.82,,,,
(주)서연,7860,16-Dec,28.4,5.61,,,,
(주)서연,7860,17-Dec,18.09,-0.8,,,,
(주)서연,7860,18-Dec,7.82,0.2,,,,
(주)서연,7860,19-Dec,10.36,1.35,,,,
(주)서연이화,200880,14-Dec,-0.42,12.56,,,,
(주)서연이화,200880,15-Dec,12.06,10.74,,,,
(주)서연이화,200880,16-Dec,9.29,7.92,,,,
(주)서연이화,200880,17-Dec,-4.54,-0.83,,,,
(주)서연이화,200880,18-Dec,0.98,0.6,,,,
(주)서연이화,200880,19-Dec,3.99,1.13,,,,
(주)서연탑메탈,19770,11-Dec,79.76,45.3,,,,
(주)서연탑메탈,19770,12-Dec,4500.34,43.53,,,,
(주)서연탑메탈,19770,13-Dec,62.04,22.14,,,,
(주)서연탑메탈,19770,14-Dec,62.41,32.12,,,,
(주)서연탑메탈,19770,15-Dec,6.22,3.91,,,,
(주)서연탑메탈,19770,16-Dec,6.15,3.35,,,,
(주)서연탑메탈,19770,17-Dec,2.79,2.39,,,,
(주)서연탑메탈,19770,18-Dec,-2.18,-0.47,,,,
(주)서연탑메탈,19770,19-Dec,10.26,0.15,,,,
(주)서울리거,43710,11-Dec,X,X,,,,
(주)서울리거,43710,12-Dec,83.66,61.31,,,,
(주)서울리거,43710,13-Dec,-15.77,-15.81,,,,
(주)서울리거,43710,14-Dec,-20.12,-19.41,,,,
(주)서울리거,43710,15-Dec,-20.16,-20.21,,,,
(주)서울리거,43710,16-Dec,4.81,-5.07,,,,
(주)서울리거,43710,17-Dec,X,X,,,,
(주)서울리거,43710,18-Dec,6.31,-1.01,,,,
(주)서울리거,43710,19-Dec,-2.72,-4.74,,,,
(주)서울옥션,63170,11-Dec,-7.27,-6.08,,,,
(주)서울옥션,63170,12-Dec,4.02,3.86,,,,
(주)서울옥션,63170,13-Dec,5.48,6.1,,,,
(주)서울옥션,63170,14-Dec,12.05,13.56,,,,
(주)서울옥션,63170,15-Dec,20.25,33.52,,,,
(주)서울옥션,63170,16-Dec,5.91,10.95,,,,
(주)서울옥션,63170,17-Dec,6.01,6.01,,,,
(주)서울옥션,63170,18-Dec,3.97,5.95,,,,
(주)서울옥션,63170,19-Dec,-1.69,-1.82,,,,
(주)서울제약,18680,11-Dec,2.73,,,,,
(주)서울제약,18680,12-Dec,7.16,,,,,
(주)서울제약,18680,13-Dec,3.46,,,,,
(주)서울제약,18680,14-Dec,3.16,,,,,
(주)서울제약,18680,15-Dec,0.64,,,,,
(주)서울제약,18680,16-Dec,-0.95,,,,,
(주)서울제약,18680,17-Dec,-3.14,,,,,
(주)서울제약,18680,18-Dec,-3.37,,,,,
(주)서울제약,18680,19-Dec,2.58,,,,,
(주)서원,21050,11-Dec,2.33,0.95,,,,
(주)서원,21050,12-Dec,0.95,0.58,,,,
(주)서원,21050,13-Dec,0.63,-0.32,,,,
(주)서원,21050,14-Dec,0.63,0.83,,,,
(주)서원,21050,15-Dec,-1.45,-1.44,,,,
(주)서원,21050,16-Dec,1.89,1.9,,,,
(주)서원,21050,17-Dec,2.46,2.22,,,,
(주)서원,21050,18-Dec,1.9,1.71,,,,
(주)서원,21050,19-Dec,1.88,1.67,,,,
(주)서원인텍,93920,11-Dec,117.11,51.84,,,,
(주)서원인텍,93920,12-Dec,90286.12,54.23,,,,
(주)서원인텍,93920,13-Dec,161.8,68.84,,,,
(주)서원인텍,93920,14-Dec,116.64,71.77,,,,
(주)서원인텍,93920,15-Dec,50.44,48.7,,,,
(주)서원인텍,93920,16-Dec,4.05,28.25,,,,
(주)서원인텍,93920,17-Dec,3.61,19.41,,,,
(주)서원인텍,93920,18-Dec,-69.94,9.42,,,,
(주)서원인텍,93920,19-Dec,5.44,52.05,,,,
(주)서전기전,189860,14-Dec,231.8,234.85,,,,
(주)서전기전,189860,15-Dec,6611.58,-6436.21,,,,
(주)서전기전,189860,16-Dec,385.15,324.07,,,,
(주)서전기전,189860,17-Dec,8671.27,,,,,
(주)서전기전,189860,18-Dec,131.25,,,,,
(주)서전기전,189860,19-Dec,5.98,,,,,
(주)서진시스템,178320,17-Dec,0.93,4.71,,,,
(주)서진시스템,178320,18-Dec,4.32,9.73,,,,
(주)서진시스템,178320,19-Dec,1.75,6.22,,,,
(주)서진오토모티브,122690,11-Dec,X,,,,,
(주)서진오토모티브,122690,12-Dec,1.27,1.57,,,,
(주)서진오토모티브,122690,13-Dec,4.32,1.92,,,,
(주)서진오토모티브,122690,14-Dec,2.83,2.3,,,,
(주)서진오토모티브,122690,15-Dec,0.43,1.83,,,,
(주)서진오토모티브,122690,16-Dec,0.15,1.29,,,,
(주)서진오토모티브,122690,17-Dec,-2.11,-0.73,,,,
(주)서진오토모티브,122690,18-Dec,-1.9,-0.83,,,,
(주)서진오토모티브,122690,19-Dec,-1.37,0.31,,,,
(주)서플러스글로벌,140070,17-Dec,48.66,48.4,,,,
(주)서플러스글로벌,140070,18-Dec,50.79,45.28,,,,
(주)서플러스글로벌,140070,19-Dec,7.41,5.48,,,,
(주)서한,11370,11-Dec,-5.42,,,,,
(주)서한,11370,12-Dec,5.2,,,,,
(주)서한,11370,13-Dec,8.57,,,,,
(주)서한,11370,14-Dec,50.39,,,,,
(주)서한,11370,15-Dec,15.2,,,,,
(주)서한,11370,16-Dec,29.1,,,,,
(주)서한,11370,17-Dec,59.42,,,,,
(주)서한,11370,18-Dec,80.02,,,,,
(주)서한,11370,19-Dec,16.1,,,,,
(주)서흥,8490,11-Dec,6.48,6.01,,,,
(주)서흥,8490,12-Dec,0.56,1.53,,,,
(주)서흥,8490,13-Dec,2.17,2.92,,,,
(주)서흥,8490,14-Dec,3.56,3.97,,,,
(주)서흥,8490,15-Dec,5.37,5.62,,,,
(주)서흥,8490,16-Dec,6.15,7.02,,,,
(주)서흥,8490,17-Dec,5.05,5.56,,,,
(주)서흥,8490,18-Dec,4.63,4.93,,,,
(주)서흥,8490,19-Dec,5.55,4.96,,,,
(주)서희건설,35890,11-Dec,1.58,0.76,,,,
(주)서희건설,35890,12-Dec,0.52,0.47,,,,
(주)서희건설,35890,13-Dec,0.62,1.07,,,,
