회사명,거래소코드,회계년도,[제조]자본(*)(IFRS2)
(주)에스폴리텍,50760,Dec-16,48596836
(주)에스폴리텍,50760,Dec-17,45234824
(주)에스폴리텍,50760,Dec-18,46983386
(주)에스피씨삼립,5610,Dec-10,158587624
(주)에스피씨삼립,5610,Dec-11,158901913
(주)에스피씨삼립,5610,Dec-12,165740269
(주)에스피씨삼립,5610,Dec-13,177035337
(주)에스피씨삼립,5610,Dec-14,188807154
(주)에스피씨삼립,5610,Dec-15,198597005
(주)에스피씨삼립,5610,Dec-16,210484028
(주)에스피씨삼립,5610,Dec-17,191344789
(주)에스피씨삼립,5610,Dec-18,292350572
(주)에스피지,58610,Dec-10,62102703
(주)에스피지,58610,Dec-11,61739650
(주)에스피지,58610,Dec-12,60505117
(주)에스피지,58610,Dec-13,60197890
(주)에스피지,58610,Dec-14,69510158
(주)에스피지,58610,Dec-15,69359855
(주)에스피지,58610,Dec-16,95980248
(주)에스피지,58610,Dec-17,88310770
(주)에스피지,58610,Dec-18,108801463
(주)에쎈테크,43340,Dec-10,36160211
(주)에쎈테크,43340,Dec-11,27164487
(주)에쎈테크,43340,Dec-12,19441398
(주)에쎈테크,43340,Dec-13,20670169
(주)에쎈테크,43340,Dec-14,22080260
(주)에쎈테크,43340,Dec-15,26201627
(주)에쎈테크,43340,Dec-16,28006226
(주)에쎈테크,43340,Dec-17,28625658
(주)에쎈테크,43340,Dec-18,30053028
(주)에이디칩스,54630,Dec-10,11178484
(주)에이디칩스,54630,Dec-11,11629902
(주)에이디칩스,54630,Dec-12,9283117
(주)에이디칩스,54630,Dec-13,6959149
(주)에이디칩스,54630,Dec-14,3765750
(주)에이디칩스,54630,Dec-15,5939136
(주)에이디칩스,54630,Dec-16,9758883
(주)에이디칩스,54630,Dec-17,32338156
(주)에이디칩스,54630,Dec-18,25465454
(주)에이디테크놀로지,200710,Dec-14,37081645
(주)에이디테크놀로지,200710,Dec-15,37913155
(주)에이디테크놀로지,200710,Dec-16,34512535
(주)에이디테크놀로지,200710,Dec-17,38582001
(주)에이디테크놀로지,200710,Dec-18,48836939
(주)에이루트,96690,Dec-10,27546286
(주)에이루트,96690,Dec-11,29900102
(주)에이루트,96690,Dec-12,33140262
(주)에이루트,96690,Dec-13,36685247
(주)에이루트,96690,Dec-14,38648224
(주)에이루트,96690,Dec-15,40630742
(주)에이루트,96690,Dec-16,78111774
(주)에이루트,96690,Dec-17,73434427
(주)에이루트,96690,Dec-18,64736011
(주)에이블씨엔씨,78520,Dec-11,114638878
(주)에이블씨엔씨,78520,Dec-12,151838636
(주)에이블씨엔씨,78520,Dec-13,163016056
(주)에이블씨엔씨,78520,Dec-14,162971567
(주)에이블씨엔씨,78520,Dec-15,177162095
(주)에이블씨엔씨,78520,Dec-16,187917253
(주)에이블씨엔씨,78520,Dec-17,289659228
(주)에이블씨엔씨,78520,Dec-18,305135321
(주)에이비프로바이오,195990,Dec-15,99267932
(주)에이비프로바이오,195990,Dec-16,107429712
(주)에이비프로바이오,195990,Dec-17,94671105
(주)에이비프로바이오,195990,Dec-18,104249227
(주)에이스침대,3800,Dec-10,217649706
(주)에이스침대,3800,Dec-11,250944640
(주)에이스침대,3800,Dec-12,281325947
(주)에이스침대,3800,Dec-13,307001351
(주)에이스침대,3800,Dec-14,326573180
(주)에이스침대,3800,Dec-15,352043045
(주)에이스침대,3800,Dec-16,373870728
(주)에이스침대,3800,Dec-17,396771464
(주)에이스침대,3800,Dec-18,431618553
(주)에이스테크놀로지,88800,Dec-10,66294542
(주)에이스테크놀로지,88800,Dec-11,121569991
(주)에이스테크놀로지,88800,Dec-12,119762178
(주)에이스테크놀로지,88800,Dec-13,130584973
(주)에이스테크놀로지,88800,Dec-14,143792521
(주)에이스테크놀로지,88800,Dec-15,158852895
(주)에이스테크놀로지,88800,Dec-16,149184205
(주)에이스테크놀로지,88800,Dec-17,80160471
(주)에이스테크놀로지,88800,Dec-18,95656331
(주)에이엔피,15260,Dec-10,49384929
(주)에이엔피,15260,Dec-11,43834659
(주)에이엔피,15260,Dec-12,52221049
(주)에이엔피,15260,Dec-13,55111323
(주)에이엔피,15260,Dec-14,56653622
(주)에이엔피,15260,Dec-15,57632536
(주)에이엔피,15260,Dec-16,67670848
(주)에이엔피,15260,Dec-17,55874865
(주)에이엔피,15260,Dec-18,66117056
(주)에이치비테크놀러지,78150,Dec-10,21190882
(주)에이치비테크놀러지,78150,Dec-11,15144922
(주)에이치비테크놀러지,78150,Dec-12,12814189
(주)에이치비테크놀러지,78150,Dec-13,77201096
(주)에이치비테크놀러지,78150,Dec-14,79176080
(주)에이치비테크놀러지,78150,Dec-15,86443555
(주)에이치비테크놀러지,78150,Dec-16,121497905
(주)에이치비테크놀러지,78150,Dec-17,156097410
(주)에이치비테크놀러지,78150,Dec-18,153956468
(주)에이치시티,72990,Dec-16,42884307
(주)에이치시티,72990,Dec-17,43094358
(주)에이치시티,72990,Dec-18,46381499
(주)에이치알에스,36640,Dec-10,58870961
(주)에이치알에스,36640,Dec-11,62116697
(주)에이치알에스,36640,Dec-12,63547235
(주)에이치알에스,36640,Dec-13,66082631
(주)에이치알에스,36640,Dec-14,69286996
(주)에이치알에스,36640,Dec-15,73074816
(주)에이치알에스,36640,Dec-16,75351522
(주)에이치알에스,36640,Dec-17,80510753
(주)에이치알에스,36640,Dec-18,71614650
(주)에이치앤비디자인,227100,Dec-18,15397864
(주)에이치엘사이언스,239610,Dec-16,50189271
(주)에이치엘사이언스,239610,Dec-17,53135693
(주)에이치엘사이언스,239610,Dec-18,62988464
(주)에이치케이,44780,Dec-10,25906697
(주)에이치케이,44780,Dec-11,30614838
(주)에이치케이,44780,Dec-12,36986522
(주)에이치케이,44780,Dec-13,40413227
(주)에이치케이,44780,Dec-14,43642674
(주)에이치케이,44780,Dec-15,44397114
(주)에이치케이,44780,Dec-16,45540497
(주)에이치케이,44780,Dec-17,46652826
(주)에이치케이,44780,Dec-18,48436255
(주)에이텍,45660,Dec-10,43182616
(주)에이텍,45660,Dec-11,48658837
(주)에이텍,45660,Dec-12,54835338
(주)에이텍,45660,Dec-13,60234524
(주)에이텍,45660,Dec-14,65448009
(주)에이텍,45660,Dec-15,46520771
(주)에이텍,45660,Dec-16,53436574
(주)에이텍,45660,Dec-17,65857493
(주)에이텍,45660,Dec-18,69900509
(주)에이텍티앤,224110,Dec-15,28996740
(주)에이텍티앤,224110,Dec-16,29329171
(주)에이텍티앤,224110,Dec-17,30491626
(주)에이텍티앤,224110,Dec-18,37350623
(주)에이트원,230980,Dec-16,8493921
(주)에이트원,230980,Dec-17,8831027
(주)에이트원,230980,Dec-18,19647281
(주)에이티세미콘,89530,Dec-11,91408485
(주)에이티세미콘,89530,Dec-12,87307440
(주)에이티세미콘,89530,Dec-13,67881795
(주)에이티세미콘,89530,Dec-14,54719717
(주)에이티세미콘,89530,Dec-15,32685347
(주)에이티세미콘,89530,Dec-16,22818218
(주)에이티세미콘,89530,Dec-17,31715666
(주)에이티세미콘,89530,Dec-18,37272754
(주)에이팩트,200470,Dec-14,46119004
(주)에이팩트,200470,Dec-15,43877738
(주)에이팩트,200470,Dec-16,40177777
(주)에이팩트,200470,Dec-17,40817154
(주)에이팩트,200470,Dec-18,56558835
(주)에이프로젠,7460,Dec-10,97474889
(주)에이프로젠,7460,Dec-11,13565462
(주)에이프로젠,7460,Dec-12,-7312250
(주)에이프로젠,7460,Dec-13,3857802
(주)에이프로젠,7460,Dec-14,16364769
(주)에이프로젠,7460,Dec-15,30860221
(주)에이프로젠,7460,Dec-16,35316582
(주)에이프로젠,7460,Dec-17,149556099
(주)에이프로젠,7460,Dec-18,201329921
(주)에이프로젠헬스케어앤게임즈,109960,Dec-10,12660931
(주)에이프로젠헬스케어앤게임즈,109960,Dec-11,8784859
(주)에이프로젠헬스케어앤게임즈,109960,Dec-12,7986825
(주)에이프로젠헬스케어앤게임즈,109960,Dec-13,4260471
(주)에이프로젠헬스케어앤게임즈,109960,Dec-14,4238808
(주)에이프로젠헬스케어앤게임즈,109960,Dec-15,15077489
(주)에이프로젠헬스케어앤게임즈,109960,Dec-16,8118272
(주)에이프로젠헬스케어앤게임즈,109960,Dec-17,115107972
(주)에이프로젠헬스케어앤게임즈,109960,Dec-18,218212845
(주)에치에프알,230240,Dec-15,
(주)에치에프알,230240,Dec-16,
(주)에치에프알,230240,Dec-17,
(주)에치에프알,230240,Dec-18,77432079
(주)에코마케팅,230360,Dec-16,69555460
(주)에코마케팅,230360,Dec-17,76790802
(주)에코마케팅,230360,Dec-18,90700054
(주)에코프로,86520,Dec-10,59330737
(주)에코프로,86520,Dec-11,72275780
(주)에코프로,86520,Dec-12,74288803
(주)에코프로,86520,Dec-13,74659977
(주)에코프로,86520,Dec-14,76611575
(주)에코프로,86520,Dec-15,101832377
(주)에코프로,86520,Dec-16,145759923
(주)에코프로,86520,Dec-17,156898433
(주)에코프로,86520,Dec-18,213872056
(주)에코프로비엠,247540,Dec-16,
(주)에코프로비엠,247540,Dec-17,
(주)에프알텍,73540,Dec-10,21781595
(주)에프알텍,73540,Dec-11,21282594
(주)에프알텍,73540,Dec-12,30382516
(주)에프알텍,73540,Dec-13,38622482
(주)에프알텍,73540,Dec-14,41608313
(주)에프알텍,73540,Dec-15,42652605
(주)에프알텍,73540,Dec-16,39721752
(주)에프알텍,73540,Dec-17,37642975
(주)에프알텍,73540,Dec-18,36609543
(주)에프앤리퍼블릭,64090,Dec-10,10275170
(주)에프앤리퍼블릭,64090,Dec-11,9372716
(주)에프앤리퍼블릭,64090,Dec-12,9257615
(주)에프앤리퍼블릭,64090,Dec-13,6818901
(주)에프앤리퍼블릭,64090,Dec-14,13496836
(주)에프앤리퍼블릭,64090,Dec-15,13433924
(주)에프앤리퍼블릭,64090,Dec-16,9802637
(주)에프앤리퍼블릭,64090,Dec-17,46092061
(주)에프앤리퍼블릭,64090,Dec-18,64639365
(주)에프앤에프홀딩스,7700,Dec-10,149006734
(주)에프앤에프홀딩스,7700,Dec-11,162006723
(주)에프앤에프홀딩스,7700,Dec-12,166383425
(주)에프앤에프홀딩스,7700,Dec-13,173123043
(주)에프앤에프홀딩스,7700,Dec-14,184617503
(주)에프앤에프홀딩스,7700,Dec-15,193963475
(주)에프앤에프홀딩스,7700,Dec-16,225764520
(주)에프앤에프홀딩스,7700,Dec-17,295096285
(주)에프앤에프홀딩스,7700,Dec-18,390814558
(주)에프에스엔,214270,Dec-15,
(주)에프에스엔,214270,Dec-16,22107290
(주)에프에스엔,214270,Dec-17,31398035
(주)에프에스엔,214270,Dec-18,97893893
(주)에프에스티,36810,Dec-10,31900852
(주)에프에스티,36810,Dec-11,38399381
(주)에프에스티,36810,Dec-12,40054479
(주)에프에스티,36810,Dec-13,42231464
(주)에프에스티,36810,Dec-14,46389213
(주)에프에스티,36810,Dec-15,54595748
(주)에프에스티,36810,Dec-16,58851574
(주)에프에스티,36810,Dec-17,78352079
(주)에프에스티,36810,Dec-18,92314034
(주)에프엔씨엔터테인먼트,173940,Dec-14,54477937
(주)에프엔씨엔터테인먼트,173940,Dec-15,83586838
(주)에프엔씨엔터테인먼트,173940,Dec-16,75419839
(주)에프엔씨엔터테인먼트,173940,Dec-17,63877168
(주)에프엔씨엔터테인먼트,173940,Dec-18,60054951
(주)엑사이엔씨,54940,Dec-10,36057504
(주)엑사이엔씨,54940,Dec-11,37312263
(주)엑사이엔씨,54940,Dec-12,31426119
(주)엑사이엔씨,54940,Dec-13,26695285
(주)엑사이엔씨,54940,Dec-14,33999926
(주)엑사이엔씨,54940,Dec-15,34775195
(주)엑사이엔씨,54940,Dec-16,34419192
(주)엑사이엔씨,54940,Dec-17,30768453
(주)엑사이엔씨,54940,Dec-18,30961651
(주)엑세스바이오인코퍼레이션,950130,Dec-13,50571069
(주)엑세스바이오인코퍼레이션,950130,Dec-14,57093892
(주)엑세스바이오인코퍼레이션,950130,Dec-15,61665064
(주)엑세스바이오인코퍼레이션,950130,Dec-16,63152029
(주)엑세스바이오인코퍼레이션,950130,Dec-17,55175449
(주)엑세스바이오인코퍼레이션,950130,Dec-18,56572801
(주)엑셈,205100,Dec-14,
(주)엑셈,205100,Dec-15,24717097
(주)엑셈,205100,Dec-16,27036055
(주)엑셈,205100,Dec-17,42198432
(주)엑셈,205100,Dec-18,58045444
(주)엑시콘,92870,Dec-15,66230699
(주)엑시콘,92870,Dec-16,70324492
(주)엑시콘,92870,Dec-17,75206685
(주)엑시콘,92870,Dec-18,80781577
(주)엔씨소프트,36570,Dec-10,804072624
(주)엔씨소프트,36570,Dec-11,964066280
(주)엔씨소프트,36570,Dec-12,1038823073
(주)엔씨소프트,36570,Dec-13,1169325796
(주)엔씨소프트,36570,Dec-14,1366545165
(주)엔씨소프트,36570,Dec-15,1794956169
(주)엔씨소프트,36570,Dec-16,1920769414
(주)엔씨소프트,36570,Dec-17,2753431587
(주)엔씨소프트,36570,Dec-18,2421947241
(주)엔아이스틸,8260,Dec-10,52971751
(주)엔아이스틸,8260,Dec-11,57551005
(주)엔아이스틸,8260,Dec-12,62905405
(주)엔아이스틸,8260,Dec-13,68842829
(주)엔아이스틸,8260,Dec-14,72547044
(주)엔아이스틸,8260,Dec-15,78380632
(주)엔아이스틸,8260,Dec-16,86854093
(주)엔아이스틸,8260,Dec-17,98124275
(주)엔아이스틸,8260,Dec-18,106298897
(주)엔에스,217820,Dec-15,21916671
(주)엔에스,217820,Dec-16,23349158
(주)엔에스,217820,Dec-17,23280421
(주)엔에스,217820,Dec-18,25955737
(주)엔에스엔,31860,Dec-10,43179420
(주)엔에스엔,31860,Dec-11,35815872
(주)엔에스엔,31860,Dec-12,31157352
(주)엔에스엔,31860,Dec-13,30185950
(주)엔에스엔,31860,Dec-14,29856724
(주)엔에스엔,31860,Dec-15,22897607
(주)엔에스엔,31860,Dec-16,25934747
(주)엔에스엔,31860,Dec-17,23602218
(주)엔에스엔,31860,Dec-18,22461186
(주)엔에이치엔벅스,104200,Dec-10,35458780
(주)엔에이치엔벅스,104200,Dec-11,39648460
(주)엔에이치엔벅스,104200,Dec-12,35913319
(주)엔에이치엔벅스,104200,Dec-13,44831213
(주)엔에이치엔벅스,104200,Dec-14,52967130
(주)엔에이치엔벅스,104200,Dec-15,76301167
(주)엔에이치엔벅스,104200,Dec-16,67455039
(주)엔에이치엔벅스,104200,Dec-17,62762740
(주)엔에이치엔벅스,104200,Dec-18,63420989
(주)엔이능률,53290,Dec-10,41905217
(주)엔이능률,53290,Dec-11,45317707
(주)엔이능률,53290,Dec-12,37652619
(주)엔이능률,53290,Dec-13,41860458
(주)엔이능률,53290,Dec-14,43381125
(주)엔이능률,53290,Dec-15,47636275
(주)엔이능률,53290,Dec-16,56614981
(주)엔이능률,53290,Dec-17,55398013
(주)엔이능률,53290,Dec-18,56990170
(주)엔지스테크널러지,208860,Dec-16,9352972
(주)엔지스테크널러지,208860,Dec-17,9368660
(주)엔지스테크널러지,208860,Dec-18,10598238
(주)엔지켐생명과학,183490,Dec-18,58564716
(주)엔케이,85310,Dec-10,149051414
(주)엔케이,85310,Dec-11,144889716
(주)엔케이,85310,Dec-12,139706067
(주)엔케이,85310,Dec-13,119308931
(주)엔케이,85310,Dec-14,157293813
(주)엔케이,85310,Dec-15,166889059
(주)엔케이,85310,Dec-16,135654807
(주)엔케이,85310,Dec-17,164237074
(주)엔케이,85310,Dec-18,126667348
(주)엔케이맥스,182400,Dec-15,28757414
(주)엔케이맥스,182400,Dec-16,38109597
(주)엔케이맥스,182400,Dec-17,39775229
(주)엔케이맥스,182400,Dec-18,37629370
(주)엔텔스,69410,Dec-10,21128540
(주)엔텔스,69410,Dec-11,26125290
(주)엔텔스,69410,Dec-12,34891918
(주)엔텔스,69410,Dec-13,40865297
(주)엔텔스,69410,Dec-14,44908485
(주)엔텔스,69410,Dec-15,42141827
(주)엔텔스,69410,Dec-16,42888679
(주)엔텔스,69410,Dec-17,38839634
(주)엔텔스,69410,Dec-18,39586890
(주)엔투텍,227950,Dec-15,
(주)엔투텍,227950,Dec-16,
(주)엔투텍,227950,Dec-17,
(주)엔투텍,227950,Dec-18,13696460
(주)엔피,291230,Dec-18,
(주)엔피케이,48830,Dec-10,17895145
(주)엔피케이,48830,Dec-11,18083519
(주)엔피케이,48830,Dec-12,18898132
(주)엔피케이,48830,Dec-13,20013137
(주)엔피케이,48830,Dec-14,27796370
(주)엔피케이,48830,Dec-15,26769232
(주)엔피케이,48830,Dec-16,29233161
(주)엔피케이,48830,Dec-17,41172194
(주)엔피케이,48830,Dec-18,41830964
(주)엘디티,96870,Dec-10,18320087
(주)엘디티,96870,Dec-11,21743880
(주)엘디티,96870,Dec-12,23494520
(주)엘디티,96870,Dec-13,18884059
(주)엘디티,96870,Dec-14,16601268
(주)엘디티,96870,Dec-15,17014822
(주)엘디티,96870,Dec-16,14617140
(주)엘디티,96870,Dec-17,10852940
(주)엘디티,96870,Dec-18,11280317
(주)엘아이에스,138690,Dec-11,36416230
(주)엘아이에스,138690,Dec-12,22908383
(주)엘아이에스,138690,Dec-13,21270940
(주)엘아이에스,138690,Dec-14,10645042
(주)엘아이에스,138690,Dec-15,54352765
(주)엘아이에스,138690,Dec-16,47940564
(주)엘아이에스,138690,Dec-17,16631857
(주)엘아이에스,138690,Dec-18,37921383
(주)엘앤씨바이오,290650,Dec-18,52598625
(주)엘앤에프,66970,Dec-10,41948859
(주)엘앤에프,66970,Dec-11,39386986
(주)엘앤에프,66970,Dec-12,39076284
(주)엘앤에프,66970,Dec-13,43420545
(주)엘앤에프,66970,Dec-14,52758735
(주)엘앤에프,66970,Dec-15,50412615
(주)엘앤에프,66970,Dec-16,91270904
(주)엘앤에프,66970,Dec-17,127703399
(주)엘앤에프,66970,Dec-18,146095525
(주)엘앤케이바이오메드,156100,Dec-16,60429350
(주)엘앤케이바이오메드,156100,Dec-17,43836305
(주)엘앤케이바이오메드,156100,Dec-18,47198338
(주)엘에스,6260,Dec-10,1634854000
(주)엘에스,6260,Dec-11,1662893000
(주)엘에스,6260,Dec-12,1697531000
(주)엘에스,6260,Dec-13,1725121000
(주)엘에스,6260,Dec-14,1743135000
(주)엘에스,6260,Dec-15,1817572000
(주)엘에스,6260,Dec-16,1822294000
(주)엘에스,6260,Dec-17,1858248000
(주)엘에스,6260,Dec-18,2060030000
(주)엘에스네트웍스,680,Dec-10,696875573
(주)엘에스네트웍스,680,Dec-11,682409673
(주)엘에스네트웍스,680,Dec-12,694768211
(주)엘에스네트웍스,680,Dec-13,665921627
(주)엘에스네트웍스,680,Dec-14,643658866
(주)엘에스네트웍스,680,Dec-15,542119840
(주)엘에스네트웍스,680,Dec-16,471155280
(주)엘에스네트웍스,680,Dec-17,479499299
(주)엘에스네트웍스,680,Dec-18,465041744
(주)엘에프,93050,Dec-10,741620734
(주)엘에프,93050,Dec-11,836144983
(주)엘에프,93050,Dec-12,904878675
(주)엘에프,93050,Dec-13,981050493
(주)엘에프,93050,Dec-14,1066022383
(주)엘에프,93050,Dec-15,1043073452
(주)엘에프,93050,Dec-16,1082969127
(주)엘에프,93050,Dec-17,1120390995
(주)엘에프,93050,Dec-18,1186282646
(주)엘엑스세미콘,108320,Dec-10,204741958
(주)엘엑스세미콘,108320,Dec-11,221267173
(주)엘엑스세미콘,108320,Dec-12,256928588
(주)엘엑스세미콘,108320,Dec-13,276016595
(주)엘엑스세미콘,108320,Dec-14,298863516
(주)엘엑스세미콘,108320,Dec-15,347541803
(주)엘엑스세미콘,108320,Dec-16,380515523
(주)엘엑스세미콘,108320,Dec-17,411511429
(주)엘엑스세미콘,108320,Dec-18,445917236
(주)엘엑스인터내셔널,1120,Dec-10,884598084
(주)엘엑스인터내셔널,1120,Dec-11,1251874995
(주)엘엑스인터내셔널,1120,Dec-12,1463216173
(주)엘엑스인터내셔널,1120,Dec-13,1471807500
(주)엘엑스인터내셔널,1120,Dec-14,1417621657
(주)엘엑스인터내셔널,1120,Dec-15,1273925615
(주)엘엑스인터내셔널,1120,Dec-16,1252247332
(주)엘엑스인터내셔널,1120,Dec-17,1199187542
(주)엘엑스인터내셔널,1120,Dec-18,1134651524
(주)엘엑스하우시스,108670,Dec-10,714782000
(주)엘엑스하우시스,108670,Dec-11,736459000
(주)엘엑스하우시스,108670,Dec-12,758009000
(주)엘엑스하우시스,108670,Dec-13,812905000
(주)엘엑스하우시스,108670,Dec-14,851889000
(주)엘엑스하우시스,108670,Dec-15,891223000
(주)엘엑스하우시스,108670,Dec-16,942529000
(주)엘엑스하우시스,108670,Dec-17,991907000
(주)엘엑스하우시스,108670,Dec-18,937313000
(주)엘엠에스,73110,Dec-10,
(주)엘엠에스,73110,Dec-11,83337230
(주)엘엠에스,73110,Dec-12,85360932
(주)엘엠에스,73110,Dec-13,99488018
(주)엘엠에스,73110,Dec-14,126835781
(주)엘엠에스,73110,Dec-15,137281889
(주)엘엠에스,73110,Dec-16,120302983
(주)엘엠에스,73110,Dec-17,103519374
(주)엘엠에스,73110,Dec-18,106598717
(주)엘오티베큠,83310,Dec-10,47400434
(주)엘오티베큠,83310,Dec-11,49705749
(주)엘오티베큠,83310,Dec-12,54176831
(주)엘오티베큠,83310,Dec-13,60036052
(주)엘오티베큠,83310,Dec-14,63692286
(주)엘오티베큠,83310,Dec-15,76062949
(주)엘오티베큠,83310,Dec-16,80769380
(주)엘오티베큠,83310,Dec-17,104882716
(주)엘오티베큠,83310,Dec-18,120587778
(주)엘지,3550,Dec-10,6973368079
(주)엘지,3550,Dec-11,7176059679
(주)엘지,3550,Dec-12,7408624170
(주)엘지,3550,Dec-13,7589852701
(주)엘지,3550,Dec-14,7768927217
(주)엘지,3550,Dec-15,7930435000
(주)엘지,3550,Dec-16,8035613000
(주)엘지,3550,Dec-17,8781342000
(주)엘지,3550,Dec-18,9098741000
(주)엘지생활건강,51900,Dec-10,658083034
(주)엘지생활건강,51900,Dec-11,794772133
(주)엘지생활건강,51900,Dec-12,938569039
(주)엘지생활건강,51900,Dec-13,1051876309
(주)엘지생활건강,51900,Dec-14,1229417407
(주)엘지생활건강,51900,Dec-15,1461711957
(주)엘지생활건강,51900,Dec-16,1875861468
(주)엘지생활건강,51900,Dec-17,2359743539
(주)엘지생활건강,51900,Dec-18,2808483971
(주)엘지유플러스,32640,Dec-10,3942164000
(주)엘지유플러스,32640,Dec-11,3851543000
(주)엘지유플러스,32640,Dec-12,3740882000
(주)엘지유플러스,32640,Dec-13,4014949000
(주)엘지유플러스,32640,Dec-14,4189346000
(주)엘지유플러스,32640,Dec-15,4477557000
(주)엘지유플러스,32640,Dec-16,4858271000
(주)엘지유플러스,32640,Dec-17,5287089000
(주)엘지유플러스,32640,Dec-18,6895731000
(주)엘지헬로비전,37560,Dec-12,784182090
(주)엘지헬로비전,37560,Dec-13,926583625
(주)엘지헬로비전,37560,Dec-14,929664327
(주)엘지헬로비전,37560,Dec-15,951212150
(주)엘지헬로비전,37560,Dec-16,966654863
(주)엘지헬로비전,37560,Dec-17,987122461
(주)엘지헬로비전,37560,Dec-18,1059330562
(주)엘지화학,51910,Dec-10,7396504000
(주)엘지화학,51910,Dec-11,9101613000
(주)엘지화학,51910,Dec-12,10200634000
(주)엘지화학,51910,Dec-13,11077901000
(주)엘지화학,51910,Dec-14,11551577000
(주)엘지화학,51910,Dec-15,12444563000
(주)엘지화학,51910,Dec-16,13476331000
(주)엘지화학,51910,Dec-17,15505532000
(주)엘지화학,51910,Dec-18,16549906000
(주)엠게임,58630,Dec-10,69508244
(주)엠게임,58630,Dec-11,72261861
(주)엠게임,58630,Dec-12,72809759
(주)엠게임,58630,Dec-13,16829424
(주)엠게임,58630,Dec-14,25307512
(주)엠게임,58630,Dec-15,22441499
(주)엠게임,58630,Dec-16,27145714
(주)엠게임,58630,Dec-17,34454629
(주)엠게임,58630,Dec-18,32961274
(주)엠디에스테크,86960,Dec-10,53439662
(주)엠디에스테크,86960,Dec-11,57088940
(주)엠디에스테크,86960,Dec-12,68947076
(주)엠디에스테크,86960,Dec-13,75867695
(주)엠디에스테크,86960,Dec-14,84227388
(주)엠디에스테크,86960,Dec-15,91187798
(주)엠디에스테크,86960,Dec-16,87244267
(주)엠디에스테크,86960,Dec-17,91386653
(주)엠디에스테크,86960,Dec-18,95030448
(주)엠씨넥스,97520,Dec-12,49916390
(주)엠씨넥스,97520,Dec-13,57807173
(주)엠씨넥스,97520,Dec-14,80296511
(주)엠씨넥스,97520,Dec-15,104139307
(주)엠씨넥스,97520,Dec-16,93599817
(주)엠씨넥스,97520,Dec-17,119830945
(주)엠씨넥스,97520,Dec-18,162247731
(주)엠아이텍,179290,Dec-18,44766121
(주)엠에스씨,9780,Dec-10,33617820
(주)엠에스씨,9780,Dec-11,36015784
(주)엠에스씨,9780,Dec-12,38418082
(주)엠에스씨,9780,Dec-13,42548243
(주)엠에스씨,9780,Dec-14,46930226
(주)엠에스씨,9780,Dec-15,50335273
(주)엠에스씨,9780,Dec-16,58059506
(주)엠에스씨,9780,Dec-17,67904086
(주)엠에스씨,9780,Dec-18,75581994
(주)엠에스오토텍,123040,Dec-10,59260245
(주)엠에스오토텍,123040,Dec-11,78950105
(주)엠에스오토텍,123040,Dec-12,88042997
(주)엠에스오토텍,123040,Dec-13,99852882
(주)엠에스오토텍,123040,Dec-14,127387559
(주)엠에스오토텍,123040,Dec-15,142653028
(주)엠에스오토텍,123040,Dec-16,152492876
(주)엠에스오토텍,123040,Dec-17,175302120
(주)엠에스오토텍,123040,Dec-18,176361054
(주)엠투엔,33310,Dec-10,18608886
(주)엠투엔,33310,Dec-11,19181206
(주)엠투엔,33310,Dec-12,22433137
(주)엠투엔,33310,Dec-13,28525686
(주)엠투엔,33310,Dec-14,35255856
(주)엠투엔,33310,Dec-15,41241162
(주)엠투엔,33310,Dec-16,44771931
(주)엠투엔,33310,Dec-17,48531703
(주)엠투엔,33310,Dec-18,51601787
(주)엠플러스,259630,Dec-17,33423528
(주)엠플러스,259630,Dec-18,39084113
(주)엠피대산,65150,Dec-10,20455423
(주)엠피대산,65150,Dec-11,24613480
(주)엠피대산,65150,Dec-12,24273735
(주)엠피대산,65150,Dec-13,25907674
(주)엠피대산,65150,Dec-14,45367118
(주)엠피대산,65150,Dec-15,41511196
(주)엠피대산,65150,Dec-16,31223204
(주)엠피대산,65150,Dec-17,14460479
(주)엠피대산,65150,Dec-18,20522706
(주)연우,115960,Dec-15,159419653
(주)연우,115960,Dec-16,179137399
(주)연우,115960,Dec-17,186884755
(주)연우,115960,Dec-18,192506653
(주)연이비앤티,90740,Dec-10,62698224
(주)연이비앤티,90740,Dec-11,64952502
(주)연이비앤티,90740,Dec-12,66175004
(주)연이비앤티,90740,Dec-13,69710307
(주)연이비앤티,90740,Dec-14,72176495
(주)연이비앤티,90740,Dec-15,72933516
(주)연이비앤티,90740,Dec-16,70452023
(주)연이비앤티,90740,Dec-17,61443086
(주)연이비앤티,90740,Dec-18,64022424
(주)영우디에스피,143540,Dec-14,25272928
(주)영우디에스피,143540,Dec-15,26900879
(주)영우디에스피,143540,Dec-16,39871575
(주)영우디에스피,143540,Dec-17,35135067
(주)영우디에스피,143540,Dec-18,8751770
(주)영원무역,111770,Dec-10,433849119
(주)영원무역,111770,Dec-11,483091927
(주)영원무역,111770,Dec-12,530887588
(주)영원무역,111770,Dec-13,679204423
(주)영원무역,111770,Dec-14,719359420
(주)영원무역,111770,Dec-15,805825407
(주)영원무역,111770,Dec-16,840927285
(주)영원무역,111770,Dec-17,907311911
(주)영원무역,111770,Dec-18,1116117916
(주)영원무역홀딩스,9970,Dec-10,272406028
(주)영원무역홀딩스,9970,Dec-11,310283941
(주)영원무역홀딩스,9970,Dec-12,374674921
(주)영원무역홀딩스,9970,Dec-13,379780794
